Orthogroup	Arabidopsis_thaliana_rna_prot	Brassica_napus_rna_prot
OG0003952	NM_114156.2.p1	XM_013815032.3.p1, XM_013867647.3.p1, XM_013846097.3.p1
OG0003953	NM_114620.3.p1	XM_013808876.3.p1, XM_013836085.3.p1
OG0003954	NM_114691.4.p1	XM_013814673.3.p1
OG0003955	NM_114759.4.p1	XM_022699819.2.p1, XM_013827756.3.p1, XM_013804937.3.p1
OG0003956	NM_115420.4.p1	XM_013816713.3.p1, XM_013852386.3.p1, XM_048766972.1.p1, XM_013886906.3.p1, XM_048777949.1.p1
OG0003957	NM_115902.3.p1	XM_048778309.1.p1, XM_022718487.2.p1, XM_048735665.1.p1, XM_048760226.1.p1
OG0003957	NM_117781.4.p1	XR_007315737.1.p1, XR_002662641.2.p1, XR_007315738.1.p1, XM_013852741.3.p1, XM_013878361.3.p1, XM_013816254.3.p1
OG0003958	NM_117035.4.p1	XM_013790793.3.p1, XM_013835671.3.p1, XM_013864305.3.p1
OG0003959	NM_124894.5.p1	XM_013859220.3.p1, XM_013861660.3.p1
OG0003959	NM_118819.3.p1	XM_013870260.3.p1, XM_013887041.3.p1
OG0003960	NM_124790.4.p1	XR_007321199.1.p1, XM_013805196.3.p1, XM_013793366.3.p1, XM_013820790.3.p1, XM_013830634.3.p1, XM_048751666.1.p1, XM_013830623.3.p1
OG0003960	NM_118894.3.p1	XM_013887677.3.p1, XM_013816156.3.p1
OG0003961	NM_118908.5.p1	XM_022717700.2.p1, XM_048742951.1.p1, XM_013816162.3.p1
OG0003961	NM_124733.4.p1	XM_048751816.1.p1, XM_048746341.1.p1, XM_013859195.3.p1
OG0003962	NM_118954.4.p1	XM_013800927.3.p1, XM_048764155.1.p1, XM_013849884.3.p1, XM_013818487.3.p1, XM_013814510.3.p1
OG0003962	NM_127658.4.p1	XM_013804675.3.p1, XM_013854562.3.p1
OG0003963	NM_119495.3.p1	XM_013879719.3.p1, XM_013808759.3.p1, XM_048766108.1.p1, XM_013852337.3.p1
OG0003964	NM_119894.4.p1	XM_013867545.3.p1, XM_013847697.3.p1
OG0003965	NM_120173.2.p1, NR_142416.1.p1	XM_013876653.3.p1, XM_048745004.1.p1
OG0003965	NR_142417.1.p1	XM_013799544.3.p1, XM_048751547.1.p1
OG0003965	NM_121079.3.p1	XR_002662089.2.p1, XM_022711510.2.p1, XM_013812695.3.p1
OG0003966	NR_141321.1.p1, NM_120342.2.p1	XM_013810720.3.p1, XM_048768402.1.p1, XM_048768040.1.p1, XM_013817254.3.p1
OG0003967	NM_120724.3.p1	XM_048751820.1.p1, XM_013868317.3.p1, XM_022697594.1.p1, XM_013859884.2.p1
OG0003968	NM_121298.3.p1, NM_121299.4.p1	XM_013872743.3.p1, XM_013896811.3.p1, XM_013823979.3.p1, XM_013850594.3.p1
OG0003969	NM_121606.2.p1	XM_013794414.3.p1, XM_013794407.3.p1, XM_013794410.3.p1, XM_048746396.1.p1, XM_048770645.1.p1, XM_013873997.3.p1, XM_013812354.3.p1, XM_013865510.3.p1
OG0003970	NM_121847.5.p1	XM_013874702.3.p1, XM_013826414.3.p1, XM_013827704.3.p1, XM_048769051.1.p1
OG0003971	NM_122265.5.p1	XM_013788039.3.p1, XM_022705810.2.p1, XM_022705809.2.p1
OG0003972	NM_123639.3.p1	XM_013871192.3.p1
OG0003973	NM_124213.5.p1	XM_013844214.3.p1, XM_013822245.3.p1, XM_048735276.1.p1, XM_013788840.3.p1
OG0003974	NM_125084.3.p1	XM_013811575.3.p1, XM_048768799.1.p1, XM_013885973.3.p1, XM_013885958.3.p1, XM_013816127.3.p1
OG0003975	NM_126363.7.p1	XM_013831888.3.p1, XM_048744143.1.p1, XM_013822930.3.p1, XM_048763698.1.p1, XM_013851352.3.p1
OG0003976	NM_127802.4.p1	XM_013888121.3.p1, XM_048756311.1.p1
OG0003977	NM_127967.4.p1	XM_013882894.3.p1, XM_013882895.3.p1, XM_048780837.1.p1, XM_048745301.1.p1
OG0003977	NM_180876.2.p1	XM_013827666.2.p1
OG0003978	NM_128568.2.p1	XM_013814826.3.p1, XM_013787400.3.p1, XM_048774630.1.p1, XM_013896976.3.p1, XM_013878512.3.p1
OG0003979	NM_129181.4.p1	XM_048772959.1.p1, XM_013878918.3.p1, XM_013828132.3.p1
OG0003980	NM_129761.3.p1	XM_022720236.2.p1, XM_013835981.3.p1, XM_048752654.1.p1, XM_013835813.3.p1, XM_022718885.2.p1
OG0003981	NM_130106.3.p1	XM_013837406.3.p1, XM_013894184.3.p1, XM_013832841.3.p1
OG0003981	NM_180399.3.p1	XM_022715798.2.p1, XM_013886526.2.p1, XM_013845912.3.p1
OG0003982	NM_180809.3.p1	XM_048740656.1.p1, XM_048740655.1.p1, XM_013807451.3.p1, XM_013837516.3.p1, XM_048762369.1.p1
OG0003983	NM_202854.2.p1	XM_013861773.3.p1, XM_013861948.3.p1, XM_048738772.1.p1, XM_013874556.3.p1, XM_013881913.3.p1, XM_022710614.2.p1
OG0003984	NM_202873.3.p1	XM_048763113.1.p1, XM_048763117.1.p1, XM_013879597.3.p1, XM_048763089.1.p1, XM_013849774.3.p1
OG0003985	NM_202924.2.p1	XM_022713558.2.p1, XM_013815318.3.p1, XM_048738908.1.p1, XM_013864949.3.p1, XM_048750457.1.p1, XM_048750456.1.p1, XM_022700172.2.p1
OG0004001	NM_001035652.4.p1, NM_001338423.1.p1, NM_112876.6.p1	XM_048737931.1.p1, XM_013792622.3.p1
OG0004002	NM_101512.4.p1	XM_013821436.3.p1
OG0004003	NM_112247.3.p1	XM_013830907.3.p1, XM_013829356.3.p1, XM_022699511.2.p1, XM_048779872.1.p1, XM_013890445.3.p1, XM_048757120.1.p1
OG0004003	NM_001036109.1.p1, NM_104300.4.p1	XM_013784941.3.p1, XM_013788208.3.p1, XM_048760511.1.p1
OG0004005	NM_001335614.1.p1, NM_001036296.3.p1, NM_127445.4.p1	XM_013883461.3.p1, XM_013795957.3.p1
OG0004006	NM_116309.4.p1, NM_001203718.2.p1, NM_001340269.1.p1, NM_001036489.3.p1	XM_048739184.1.p1, XM_048739185.1.p1, XM_022714022.2.p1, XM_013879875.3.p1
OG0004007	NM_127364.6.p1	XM_048739636.1.p1, XM_048739634.1.p1, XM_048767634.1.p1
OG0004007	NM_119786.4.p1, NM_119787.3.p1, NM_001036718.2.p1	XM_013789756.3.p1, XM_013893563.3.p1
OG0004008	NM_119920.3.p1	XM_013830528.3.p1, XM_013867583.3.p1
OG0004008	NM_001204016.1.p1, NM_001036724.4.p1, NM_119919.5.p1, NM_001342446.1.p1	XM_013829551.3.p1, XM_013867584.3.p1
OG0004009	NM_001036841.2.p1, NM_122124.4.p1	XM_013804975.3.p1, XM_013811779.3.p1, XM_048743074.1.p1
OG0004010	NM_001036876.2.p1	XM_022705713.2.p1, XM_013851967.3.p1
OG0004010	NM_001337575.1.p1, NM_111404.1.p1	XM_013877548.3.p1
OG0004010	NM_116180.4.p1	XM_013837206.3.p1
OG0004011	NM_001331725.1.p1, NM_001331727.1.p1, NM_100649.3.p1, NM_001084010.2.p1	XR_002653697.2.p1, XM_048765656.1.p1, XM_013802115.3.p1, XM_013874050.3.p1
OG0004012	NM_100744.3.p1, NM_001084024.2.p1	XM_013842947.3.p1, XM_013785600.3.p1
OG0004013	NM_104592.5.p1, NM_001084270.1.p1	XM_022714528.2.p1, XM_013806266.3.p1
OG0004013	NM_105859.5.p1	XM_013836189.3.p1, XM_013835882.3.p1
OG0004013	NM_103253.2.p1	XM_022689175.2.p1, XM_048761363.1.p1
OG0004014	NM_001343566.1.p1, NM_121881.4.p1	XM_013872220.3.p1, XM_013828073.3.p1
OG0004014	NM_001337648.1.p1, NM_001337647.1.p1, NM_001084645.2.p1, NM_111508.3.p1	XM_048762840.1.p1, XM_048762728.1.p1, XM_048746253.1.p1, XM_048746255.1.p1, XM_022716495.2.p1, XM_013880455.3.p1, XM_013829002.3.p1, XM_048780096.1.p1, XM_013841512.3.p1, XM_013841513.3.p1
OG0004015	NM_115064.4.p1, NM_001161201.1.p1, NM_001339544.1.p1, NM_001084801.2.p1	XM_013807717.3.p1, XM_048741076.1.p1, XM_013843462.3.p1
OG0004016	NM_001084805.3.p1	XM_013866218.3.p1, XM_013825682.3.p1, XM_048754207.1.p1, XM_022697527.2.p1, XM_013894541.3.p1, XM_022704511.2.p1
OG0004017	NM_001340398.1.p1	XM_013867443.3.p1, XM_013867444.3.p1, XM_013828699.3.p1, XM_048776990.1.p1, XM_048751061.1.p1, XM_013879963.3.p1, XM_022716181.2.p1, XM_048751060.1.p1, XM_048751059.1.p1, XM_048751056.1.p1
OG0004017	NM_001340397.1.p1, NM_001340401.1.p1, NM_001340403.1.p1, NM_001340399.1.p1, NM_001340400.1.p1, NM_001084879.5.p1	XM_048769572.1.p1
OG0004018	NM_001125123.1.p1	XM_013785349.3.p1, XM_013838436.3.p1, XM_013829216.3.p1, XM_013826801.3.p1
OG0004018	NM_124287.3.p1	XM_048745589.1.p1, XM_013787237.3.p1, XM_048735241.1.p1, XM_022714876.2.p1
OG0004019	NM_001125376.2.p1, NM_115518.4.p1	XM_048764708.1.p1, XM_013807855.3.p1, XM_013807953.3.p1, XM_048777939.1.p1, XM_013886742.3.p1
OG0004019	NM_001337895.1.p1	XM_013875450.3.p1, XM_013858988.3.p1
OG0004020	NM_100477.4.p1, NM_001160836.1.p1	XM_013860970.3.p1, XM_048738311.1.p1, XM_013842472.3.p1
OG0004021	NM_106538.3.p1	XM_013793190.3.p1, XM_013846193.3.p1
OG0004021	NM_001160873.2.p1	XM_022708105.2.p1, XM_013852744.2.p1, XM_013852745.3.p1
OG0004022	NM_114260.1.p1, NM_001161191.3.p1, NM_001161190.2.p1	XM_013801262.3.p1, XM_048751227.1.p1
OG0004023	NM_121325.3.p1, NM_001343262.1.p1, NM_203046.3.p1, NM_203047.3.p1, NM_001343261.1.p1, NM_001343260.1.p1, NM_001161241.2.p1	XR_001277023.3.p1, XM_013824083.3.p1, XM_013812496.3.p1, XM_013850026.3.p1, XM_013824095.3.p1, XM_013812497.3.p1, XM_048769938.1.p1, XM_048769935.1.p1, XM_048769942.1.p1, XM_048769930.1.p1
OG0004024	NM_202813.2.p1, NM_117447.5.p1, NM_001203792.1.p1	XM_013867667.3.p1, XM_048778352.1.p1
OG0004024	NM_100361.4.p1, NM_001331502.1.p1, NM_001197979.1.p1	XM_022690498.2.p1
OG0004025	NM_102165.1.p1, NM_001198141.1.p1	XM_013797887.3.p1, XM_013882765.3.p1, XM_013842590.3.p1
OG0004025	NM_001198438.1.p1, NM_105745.3.p1	XM_048761324.1.p1, XM_048748409.1.p1
OG0004026	NM_105434.3.p1, NM_001198416.2.p1	XM_013896416.3.p1, XM_022704550.2.p1
OG0004027	NM_179550.3.p1, NM_001198462.1.p1	XM_013821208.3.p1
OG0004028	NM_001332694.1.p1	XM_022702898.2.p1
OG0004028	NM_001335063.1.p1, NM_001202566.2.p1	XM_013868774.3.p1
OG0004029	NM_127937.2.p1, NM_001202656.2.p1	XM_013888222.3.p1, XM_013888363.3.p1
OG0004030	NM_001202663.2.p1, NM_179724.4.p1	XM_013857680.3.p1, XM_013857676.3.p1
OG0004030	NM_100908.3.p1	XM_013895339.3.p1, XM_013799893.3.p1, XM_022707607.2.p1, XM_048766319.1.p1, XM_048738272.1.p1
OG0004030	NM_124851.1.p1, NM_001345096.1.p1, NM_124393.1.p1	XM_048773514.1.p1, XM_013790015.3.p1, XM_048752344.1.p1
OG0004031	NM_001338166.1.p1, NM_001202971.2.p1, NM_112407.5.p1	XM_013820514.3.p1, XM_048745902.1.p1, XM_013846618.3.p1, XM_013846617.3.p1, XM_013841599.3.p1
OG0004032	NM_001338329.1.p1, NM_180276.2.p1, NM_001202993.1.p1, NM_112692.3.p1	XM_022710423.2.p1, XM_022694600.2.p1, XM_022719607.2.p1, XM_013830525.3.p1, XM_013830518.3.p1, XM_048758442.1.p1
OG0004033	NM_001203086.1.p1, NM_001339219.1.p1, NM_114444.4.p1, NM_001203087.1.p1, NM_114445.4.p1	XR_007320597.1.p1, XM_048734785.1.p1, XM_013787074.3.p1, XM_048750750.1.p1
OG0004034	NM_001203310.2.p1, NM_001342860.1.p1, NM_120704.4.p1	XM_022693683.2.p1, XM_048767238.1.p1, XM_013828717.3.p1, XM_013868406.3.p1, XM_013867105.3.p1
OG0004034	NM_111989.4.p1, NM_180668.3.p1	XM_022719781.2.p1, XM_048759257.1.p1
OG0004035	NM_122187.3.p1, NM_001343772.1.p1, NM_001203440.2.p1	XR_007320319.1.p1, XM_013824500.3.p1, XR_001281690.3.p1
OG0004036	NM_127306.4.p1	XM_013829735.3.p1
OG0004036	NM_001203453.2.p1, NM_001203454.1.p1, NM_122344.5.p1	XM_013878333.3.p1, XM_013787972.2.p1, XM_013855505.3.p1
OG0004037	NM_001203790.2.p1, NM_001340870.1.p1	XM_048778341.1.p1, XM_048778343.1.p1, XM_022701019.2.p1
OG0004037	NM_100367.2.p1	XM_013810791.3.p1, XM_048757763.1.p1
OG0004037	NM_117386.5.p1	XM_013804623.3.p1, XM_013887488.3.p1
OG0004038	NM_001203849.1.p1, NM_001341408.1.p1, NM_001341410.1.p1, NM_001341409.1.p1, NM_001341407.1.p1	XM_048776950.1.p1, XM_048775643.1.p1, XM_013805469.3.p1, XM_013816560.3.p1
OG0004038	NM_001203850.1.p1	XM_013877747.3.p1, XM_013859796.3.p1
OG0004039	NM_180829.1.p1, NM_180828.2.p1, NM_124399.3.p1	XM_048743283.1.p1, XM_013862301.3.p1, XM_013814464.3.p1, XM_013791264.3.p1, XM_022699242.2.p1, XM_048735175.1.p1, XM_048743803.1.p1
OG0004039	NM_001203897.1.p1	XM_048741764.1.p1, XM_013883975.3.p1
OG0004040	NM_001203919.2.p1	XM_013886533.3.p1, XM_013869024.3.p1
OG0004040	NM_180866.2.p1, NM_124979.5.p1, NM_001345175.1.p1	XM_048773227.1.p1, XM_013811434.3.p1, XM_022715139.2.p1
OG0004041	NM_001331379.1.p1, NM_100184.4.p1	XM_013842145.3.p1, XM_048743348.1.p1, XM_013863783.3.p1
OG0004042	NM_100466.5.p1, NM_001331589.1.p1	XM_013811199.3.p1, XM_013841530.3.p1, XM_013805161.3.p1, XM_048765602.1.p1, XM_048765603.1.p1
OG0004043	NM_001339200.1.p1, NM_114388.6.p1	XM_022687467.2.p1, XM_048751231.1.p1
OG0004043	NM_128396.5.p1	XM_013888689.3.p1
OG0004043	NM_001331747.1.p1	XM_048765436.1.p1
OG0004043	NM_100673.4.p1	XM_048741897.1.p1, XM_013802127.3.p1, XM_048765658.1.p1, XM_013785668.3.p1, XM_048782046.1.p1, XM_013856149.3.p1
OG0004044	NM_001331898.1.p1, NM_100906.1.p1	XM_013802303.3.p1, XM_013895341.3.p1
OG0004045	NM_001335267.1.p1, NM_147246.3.p1	XM_013881314.3.p1
OG0004045	NM_001332325.1.p1	XM_013786279.3.p1, XM_013867915.3.p1
OG0004045	NM_128059.5.p1	XM_013888487.3.p1, XM_013831805.3.p1
OG0004046	NM_101929.4.p1, NM_001332464.1.p1	XM_013856628.3.p1, XM_013882462.3.p1, XM_013797966.3.p1, XM_013851220.3.p1
OG0004047	NM_102473.4.p1, NM_001332745.1.p1	XM_013801762.3.p1
OG0004047	NM_102477.4.p1	XR_007323950.1.p1, XM_048758548.1.p1, XR_007323953.1.p1, XM_048758541.1.p1, XM_048758543.1.p1, XM_048758544.1.p1, XM_022691005.2.p1, XM_013807335.3.p1, XM_013874205.3.p1, XM_013811060.3.p1
OG0004048	NM_180624.6.p1, NM_102715.8.p1, NM_001332873.1.p1	XM_048740057.1.p1, XM_022703639.2.p1, XM_013801398.3.p1, XM_013801385.3.p1
OG0004049	NM_001332888.1.p1, NM_102769.4.p1	XM_013852315.3.p1, XM_048737904.1.p1, XM_013857541.3.p1
OG0004050	NM_179905.4.p1	XM_013847172.3.p1, XM_013889092.3.p1, XM_048755011.1.p1, XM_048773248.1.p1, XM_048780670.1.p1, XM_013833191.3.p1
OG0004050	NM_001332911.1.p1, NM_129482.3.p1, NM_001336761.1.p1	XM_048762290.1.p1
OG0004051	NM_103075.2.p1, NM_001333049.1.p1	XM_048780360.1.p1, XM_013817083.3.p1, XM_013808314.3.p1
OG0004052	NM_112623.5.p1	XM_013881063.3.p1, XM_048753140.1.p1
OG0004052	NM_103721.5.p1, NM_001333315.1.p1	XM_048744590.1.p1, XR_002664595.2.p1, XM_013894125.3.p1, XM_022704902.2.p1
OG0004053	NM_112459.1.p1	XM_013789704.3.p1, XM_013817621.3.p1
OG0004053	NM_104132.3.p1, NM_001333552.1.p1	XM_013816677.3.p1, XM_013887338.3.p1, XM_013843133.3.p1
OG0004054	NM_001333777.1.p1	XM_013826448.3.p1, XM_048767481.1.p1
OG0004055	NM_100809.5.p1	XM_013852453.3.p1
OG0004055	NM_104543.4.p1, NM_001333793.1.p1	XM_013873428.3.p1
OG0004056	NM_001333861.1.p1, NM_104659.3.p1, NM_100914.4.p1	XM_048782116.1.p1, XM_013790338.3.p1, XM_022690414.2.p1, XM_013895338.3.p1
OG0004057	NM_105128.5.p1, NM_001334166.1.p1	XM_013806061.3.p1
OG0004057	NM_118534.6.p1, NM_001341638.1.p1	XM_013882260.3.p1, XM_022705718.2.p1, XM_013854809.3.p1, XM_013816042.3.p1
OG0004058	NM_001334396.1.p1, NM_105573.2.p1	XM_022689126.2.p1, XM_013847199.3.p1
OG0004059	NM_125532.4.p1	XM_048739459.1.p1, XM_013822187.3.p1
OG0004059	NM_120853.4.p1	XM_013860160.3.p1
OG0004059	NM_001334645.1.p1, NM_106099.3.p1	XM_013794309.3.p1, XM_013794268.3.p1
OG0004060	NM_001334980.1.p1, NM_001334979.1.p1, NM_001334981.1.p1, NM_106685.5.p1	XM_048756091.1.p1, XM_048736480.1.p1, XM_013891255.3.p1, XM_048735711.1.p1, XM_013796610.3.p1
OG0004061	NM_126944.5.p1, NM_001335395.1.p1	XM_013875092.3.p1, XM_013836477.3.p1
OG0004062	NM_127906.6.p1, NM_001335851.1.p1	XM_013856659.3.p1, XM_013856660.3.p1
OG0004062	NM_119858.6.p1	XM_013887074.3.p1, XM_013852155.3.p1
OG0004063	NM_179955.2.p1, NM_001336676.1.p1, NM_179954.3.p1	XM_013879266.3.p1, XM_013868477.3.p1
OG0004063	NM_001339643.1.p1, NM_115253.3.p1	XM_022717976.2.p1, XM_013820388.3.p1
OG0004064	NM_001337249.1.p1	XM_013808584.3.p1, XM_013836851.3.p1
OG0004064	NM_130281.5.p1	XM_022697538.2.p1, XM_013879433.3.p1, XM_048752721.1.p1, XM_013861398.3.p1
OG0004064	NM_130282.2.p1	XM_013877355.3.p1, XM_022718982.2.p1
OG0004065	NM_001337289.1.p1, NM_130370.4.p1	XM_013875700.3.p1, XM_022702124.2.p1
OG0004065	NM_001338538.1.p1, NM_113048.4.p1	XM_022716572.2.p1, XM_013825760.3.p1
OG0004066	NM_001337379.1.p1	XM_048774003.1.p1, XM_048774002.1.p1
OG0004067	NM_179940.6.p1	XM_048754593.1.p1, XM_048780607.1.p1
OG0004067	NM_001337693.1.p1	XM_048780068.1.p1
OG0004068	NM_117710.6.p1	XM_048738656.1.p1, XM_048738658.1.p1, XM_013800306.3.p1, XM_013855819.3.p1, XM_048764515.1.p1
OG0004068	NM_001338268.1.p1, NM_112570.4.p1	XM_013841435.3.p1
OG0004069	NM_001338436.1.p1, NM_112887.3.p1, NM_001338437.1.p1, NM_001338434.1.p1	XM_048779384.1.p1, XM_048779385.1.p1, XM_048758558.1.p1, XM_013865878.3.p1, XM_048776525.1.p1, XM_013829513.3.p1, XM_022699591.2.p1
OG0004070	NM_001338871.1.p1	XM_022687874.2.p1, XM_048735378.1.p1, XM_048744856.1.p1, XM_013869406.3.p1
OG0004070	NM_123428.3.p1	XM_013792331.3.p1, XM_048777484.1.p1, XM_048756176.1.p1
OG0004071	NM_148860.5.p1	XM_013869678.3.p1
OG0004071	NM_001339365.1.p1, NM_114696.4.p1	XM_048782631.1.p1
OG0004071	NM_124405.3.p1	XM_013828554.3.p1
OG0004072	NM_123668.4.p1	XM_013789537.3.p1, XM_013837110.3.p1
OG0004072	NM_001339460.1.p1	XM_013787233.3.p1
OG0004072	NM_126120.3.p1	XM_013806445.3.p1, XM_013830935.3.p1
OG0004073	NM_001339543.1.p1, NM_115055.3.p1	XM_022718005.2.p1, XM_022718006.2.p1, XM_022718004.2.p1, XM_048754233.1.p1
OG0004074	NM_001339565.1.p1	XM_013855198.3.p1, XM_013807692.3.p1, XM_013890350.3.p1, XM_013850138.3.p1
OG0004075	NM_106203.6.p1	XM_013894454.3.p1, XM_048759998.1.p1, XM_013794442.3.p1
OG0004075	NM_115181.3.p1, NM_001339600.1.p1	XM_013796284.3.p1
OG0004076	NM_001339639.1.p1, NM_115245.3.p1	XM_013796447.3.p1, XM_048761053.1.p1, XM_013887118.3.p1, XM_013820396.3.p1
OG0004077	NM_115290.5.p1, NM_001339657.1.p1	XM_013792500.3.p1, XM_013793472.3.p1, XM_022715091.2.p1, XM_013887025.3.p1, XM_022717975.2.p1, XM_013852906.3.p1, XM_013852905.3.p1, XM_013856942.3.p1
OG0004078	NM_001339841.1.p1, NM_115568.4.p1	XM_013838061.3.p1, XM_048741212.1.p1
OG0004079	NM_116033.5.p1, NM_001340117.1.p1	XM_013886461.3.p1, XM_048753890.1.p1, XM_048753889.1.p1
OG0004080	NM_001340135.1.p1	XM_013808478.3.p1
OG0004081	NM_001340656.1.p1	XM_013885501.3.p1, XM_048768916.1.p1
OG0004082	NM_117823.4.p1, NM_001341194.1.p1, NM_124151.3.p1	XM_013896488.3.p1, XM_013847743.3.p1
OG0004083	NM_001341255.1.p1, NM_001341254.1.p1, NM_117912.4.p1	XM_022690891.2.p1, XM_022718524.2.p1, XM_013881808.3.p1, XM_013851830.3.p1
OG0004084	NM_202844.2.p1, NM_202843.3.p1, NM_001341327.1.p1, NM_118035.2.p1	XM_022709285.2.p1, XM_013864042.3.p1, XM_013873657.3.p1, XM_013864041.3.p1, XM_022689925.2.p1, XM_022700055.2.p1, XM_013800598.3.p1, XM_013800599.3.p1, XM_013862985.3.p1
OG0004085	NM_124996.4.p1	XM_048773202.1.p1, XM_048767132.1.p1, XM_048767131.1.p1
OG0004085	NM_001341803.1.p1, NM_001341802.1.p1	XM_013886752.3.p1, XM_013885609.3.p1, XM_013882653.3.p1, XM_013850002.3.p1
OG0004086	NM_180596.2.p1	XM_013830037.3.p1, XM_048742863.1.p1, XM_048742862.1.p1, XM_013889624.3.p1
OG0004086	NM_001341818.1.p1, NM_001341816.1.p1, NM_001341814.1.p1, NM_001341819.1.p1, NM_001341817.1.p1, NM_118794.5.p1, NM_001341815.1.p1	XM_013886379.3.p1, XM_013869032.3.p1
OG0004087	NM_001345012.1.p1, NM_001345009.1.p1, NM_001345010.1.p1, NM_001345011.1.p1, NM_124657.3.p1	XM_022703963.2.p1, XM_013886205.3.p1
OG0004088	NM_001342382.1.p1	XM_013893471.3.p1
OG0004088	NM_001342384.1.p1, NM_119760.5.p1	XM_022705457.2.p1
OG0004089	NM_127917.3.p1	XM_048777668.1.p1, XM_013833169.3.p1
OG0004089	NM_119874.5.p1, NM_001342430.1.p1, NM_001342431.1.p1, NM_001342432.1.p1	XM_013878744.3.p1, XM_022694423.2.p1
OG0004090	NM_147851.4.p1, NM_001343030.1.p1	XM_048747408.1.p1, XM_013836656.3.p1
OG0004091	NM_001343454.1.p1, NM_121659.5.p1	XM_022694986.2.p1, XM_048770846.1.p1, XM_048742265.1.p1, XM_013810588.3.p1
OG0004092	NM_001343605.1.p1, NM_121952.3.p1, NM_121951.5.p1	XM_013807736.3.p1, XM_048743140.1.p1, XM_048743143.1.p1
OG0004093	NM_001344731.1.p1, NM_001344732.1.p1, NM_001344730.1.p1	XM_022707141.2.p1, XM_022707142.2.p1, XM_022687998.2.p1
OG0004094	NM_118596.3.p1	XM_013815763.3.p1, XM_013868086.3.p1, XM_048737777.1.p1, XM_013868523.3.p1
OG0004094	NM_124381.3.p1, NM_001344870.1.p1	XM_013891193.3.p1, XM_013828562.3.p1
OG0004095	NM_104974.4.p1	XM_048739770.1.p1, XM_013871001.3.p1
OG0004095	NM_124548.5.p1, NM_001344953.1.p1	XM_013820858.3.p1, XM_048754328.1.p1
OG0004096	NM_100255.3.p1	XM_013863718.3.p1, XM_013841488.3.p1
OG0004097	NM_100310.6.p1	XM_013865034.3.p1, XM_022701256.2.p1, XM_013810153.3.p1, XM_013839644.3.p1
OG0004098	NM_128695.4.p1	XM_013822007.3.p1, XM_013888859.3.p1, XM_013820252.3.p1
OG0004098	NM_100484.4.p1, NM_179267.2.p1	XM_013861032.3.p1, XM_013841896.3.p1, XM_013841874.2.p1, XM_048738313.1.p1, XM_013805172.3.p1
OG0004099	NM_129826.5.p1, NM_115728.3.p1	XM_013852452.3.p1, XM_013852718.3.p1, XM_013792884.3.p1, XM_013869006.3.p1, XM_013830812.3.p1, XM_013808207.3.p1
OG0004099	NM_100518.3.p1	XM_013893328.3.p1
OG0004100	NM_100543.5.p1	XM_048765625.1.p1, XM_048743494.1.p1, XM_013838822.3.p1
OG0004100	NM_128635.3.p1	XM_022701340.2.p1, XM_013791722.3.p1, XM_013791723.3.p1, XM_013884963.3.p1, XM_013827784.3.p1
OG0004101	NM_100861.4.p1	XM_013842207.3.p1, XM_013842210.3.p1, XM_013785501.3.p1, XM_013785502.3.p1, XM_013860621.3.p1, XM_013857255.3.p1
OG0004102	NM_101040.4.p1	XM_013793341.3.p1, XM_013801994.3.p1, XM_048774679.1.p1, XM_048776376.1.p1, XM_013785745.3.p1, XM_013841434.3.p1
OG0004103	NM_101205.3.p1	XM_048758001.1.p1, XM_013822364.3.p1, XM_013801892.3.p1, XM_013801893.3.p1
OG0004104	NM_126246.4.p1	XM_013851318.3.p1
OG0004104	NM_101341.4.p1	XM_013875503.3.p1
OG0004105	NM_101390.2.p1, NM_202105.2.p1	XM_013819749.3.p1, XM_013894133.3.p1, XM_013894128.3.p1, XM_013786078.3.p1
OG0004106	NM_101568.4.p1	XM_013827502.2.p1, XM_013857136.3.p1
OG0004106	NM_104234.4.p1	XM_013785161.1.p1, XM_013893414.3.p1
OG0004107	NM_129048.3.p1	XM_013889081.3.p1
OG0004107	NM_101572.4.p1	XM_013875743.3.p1, XM_013857150.3.p1
OG0004108	NM_116984.5.p1	XM_048769431.1.p1, XR_002654453.2.p1, XM_048769429.1.p1
OG0004108	NM_102140.4.p1	XM_013840977.3.p1
OG0004109	NM_112734.3.p1	XM_013800592.3.p1, XM_013830724.3.p1, XM_013803099.3.p1
OG0004109	NM_102362.5.p1	XM_013807345.3.p1, XM_013801671.3.p1, XM_013801736.3.p1
OG0004110	NM_102397.3.p1	XM_048738979.1.p1, XM_013838319.3.p1
OG0004111	NM_102692.4.p1	XM_013801434.3.p1, XM_013797709.3.p1, XM_013816928.3.p1, XM_013807158.3.p1, XM_013842501.3.p1
OG0004111	NM_124023.5.p1	XM_013857848.3.p1, XM_013849794.3.p1, XM_013819574.3.p1
OG0004112	NM_102950.4.p1	XM_013819617.3.p1, XM_013806829.3.p1
OG0004112	NM_118017.3.p1	XM_013885896.3.p1, XM_022705971.2.p1, XM_048771668.1.p1, XM_013872419.3.p1
OG0004114	NM_103728.5.p1	XM_022703490.2.p1, XM_013893785.3.p1
OG0004115	NM_128724.4.p1	XM_022720154.2.p1, XM_013797186.3.p1
OG0004115	NM_104014.4.p1	XM_013796685.3.p1, XM_013868168.3.p1, XM_022700236.2.p1
OG0004116	NM_104041.5.p1	XM_048780997.1.p1, XM_022719433.2.p1, XM_013871392.3.p1, XM_013785293.3.p1, XM_013845273.3.p1, XM_013800096.3.p1
