Orthogroup	Arabidopsis_thaliana_rna_prot	Hordeum_vulgare_rna_prot
OG0005025	NM_202716.3.p1, NM_001339749.1.p1, NM_001339750.1.p1, NM_001339748.1.p1	XM_045122534.1.p1
OG0005026	NM_001339958.1.p1, NM_115792.3.p1	XM_045121959.1.p1
OG0005027	NM_001339993.1.p1, NM_115828.5.p1	XM_045099351.1.p1, XM_045094344.1.p1, XM_045119790.1.p1
OG0005028	NM_117175.3.p1, NM_001340700.1.p1, NM_105114.3.p1	XM_045116338.1.p1, XM_045107134.1.p1
OG0005029	NM_117414.4.p1, NM_001340859.1.p1	XM_045127014.1.p1
OG0005030	NM_001340899.1.p1, NM_117480.4.p1	XM_045118971.1.p1
OG0005031	NM_001341096.1.p1	XM_045096761.1.p1, XM_045096762.1.p1
OG0005032	NM_001341384.1.p1, NM_001341381.1.p1, NM_001341382.1.p1, NM_001341383.1.p1, NM_118117.4.p1, NM_001341385.1.p1	XM_045090259.1.p1, XM_045090261.1.p1, XM_045090260.1.p1
OG0005033	NM_179146.2.p1, NM_001342050.1.p1, NM_119248.3.p1	XM_045103504.1.p1
OG0005034	NM_001342138.1.p1, NM_119388.5.p1	XM_045119296.1.p1, XM_045119297.1.p1, XM_045098368.1.p1
OG0005035	NM_122502.3.p1, NM_119449.2.p1, NM_001342188.1.p1	XM_045096085.1.p1
OG0005036	NM_001342255.1.p1, NM_001342256.1.p1, NM_001342258.1.p1, NM_001342257.1.p1, NM_001342259.1.p1	XM_045118946.1.p1, XM_045118950.1.p1
OG0005037	NM_001342728.1.p1	XM_045109407.1.p1
OG0005038	NM_001343235.1.p1	XM_045104864.1.p1, XM_045117507.1.p1
OG0005039	NM_001343480.1.p1, NM_121713.3.p1	XM_045100396.1.p1
OG0005040	NM_001343703.1.p1, NM_147881.4.p1	XM_045093829.1.p1, XM_045093830.1.p1
OG0005041	NM_122263.3.p1, NM_001343817.1.p1, NM_001343816.1.p1	XM_045117068.1.p1, XM_045092793.1.p1
OG0005042	NM_121630.4.p1, NM_111132.3.p1, NM_001344143.1.p1	XM_045114344.1.p1, XM_045106762.1.p1
OG0005043	NM_001344244.1.p1, NM_001344243.1.p1, NM_001344242.1.p1	XM_045110355.1.p1
OG0005044	NM_001344264.1.p1, NM_123233.4.p1, NM_001344263.1.p1	XM_045097361.1.p1, XM_045097360.1.p1
OG0005045	NM_001344344.1.p1, NM_180777.3.p1, NM_123422.4.p1, NM_113658.3.p1	XM_045111310.1.p1
OG0005046	NM_117875.4.p1, NM_001344706.1.p1, NM_124077.5.p1	XM_045111991.1.p1
OG0005048	NM_124387.3.p1, NM_001344871.1.p1	XM_045106751.1.p1
OG0005048	NM_125871.5.p1, NM_103468.4.p1	XM_045091680.1.p1
OG0005049	NM_124669.3.p1, NM_001345015.1.p1	XM_045127987.1.p1, XM_045128021.1.p1, XM_045128029.1.p1, XM_045128044.1.p1
OG0005050	NM_124908.4.p1, NM_001345121.1.p1, NM_118806.6.p1	XM_045090366.1.p1, XM_045090365.1.p1
OG0005051	NM_125237.4.p1, NM_001345304.1.p1	XM_045125924.1.p1
OG0005052	NM_180449.1.p1, NM_120725.3.p1, NM_100017.3.p1	XM_045126233.1.p1
OG0005053	NM_100359.3.p1, NM_128832.5.p1	XM_045111760.1.p1, XM_045111761.1.p1, XM_045106929.1.p1
OG0005054	NM_128726.1.p1, NM_100460.1.p1	XM_045128133.1.p1, XM_045125554.1.p1
OG0005055	NM_128576.3.p1, NM_100571.3.p1	XM_045101019.1.p1, XM_045123154.1.p2
OG0005056	NM_100595.6.p1	XM_045118235.1.p1, XM_045115434.1.p1
OG0005057	NM_111528.2.p1, NM_100802.5.p1	XM_045106944.1.p1
OG0005058	NM_100808.3.p1	XM_045102421.1.p1, XM_045116477.1.p1
OG0005059	NM_100853.4.p1	XM_045089792.1.p1, XM_045089794.1.p1, XM_045089795.1.p1, XM_045089789.1.p1
OG0005060	NM_100931.3.p1, NM_104709.3.p1	XM_045114727.1.p1, XM_045090866.1.p1
OG0005061	NM_101005.4.p1	XM_045100953.1.p1
OG0005062	NM_101138.4.p1	XM_045093348.1.p1
OG0005064	NM_101348.4.p1	XM_045097378.1.p1, XM_045094933.1.p1
OG0005065	NM_101678.3.p1, NM_106023.3.p1, NM_202411.1.p1	XM_045124010.1.p1
OG0005066	NM_101756.3.p1, NM_106141.3.p1	XM_045101922.1.p1
OG0005068	NM_106411.4.p1, NM_179366.1.p1, NM_102036.4.p1	XM_045103727.1.p1, XM_045095598.1.p1
OG0005069	NM_202165.1.p1, NM_202166.2.p1, NM_102185.4.p1	XM_045111193.1.p1
OG0005070	NM_105704.2.p1, NM_102226.3.p1, NM_102225.1.p1	XM_045126393.1.p1
OG0005071	NM_105524.3.p1, NM_102356.4.p1	XM_045126444.1.p1
OG0005072	NM_102494.4.p1	XM_045122216.1.p1
OG0005073	NM_102842.3.p1	XM_045104626.1.p1, XM_045098294.1.p1
OG0005074	NM_102870.3.p1	XM_045123495.1.p2
OG0005075	NM_102939.4.p1	XM_045098228.1.p1, XM_045111885.1.p1
OG0005076	NM_102952.4.p1	XM_045101131.1.p1, XM_045101130.1.p1
OG0005077	NM_103023.4.p1	XM_045111319.1.p1, XM_045105178.1.p1
OG0005078	NM_103073.3.p1, NM_117084.3.p1, NM_117083.3.p1	XM_045095421.1.p1
OG0005079	NM_103761.6.p1, NM_126175.4.p1	XM_045118450.1.p1
OG0005080	NM_103975.4.p1, NM_112948.3.p1, NM_148376.2.p1, NM_118842.4.p1	XM_045109623.1.p1
OG0005081	NM_104024.3.p1, NM_113003.5.p1, NM_104028.5.p1	XM_045112018.1.p1
OG0005082	NM_104051.5.p1	XM_045120218.1.p1
OG0005083	NM_104224.2.p1	XM_045116291.1.p1
OG0005084	NM_104408.5.p1	XM_045093468.1.p1, XM_045093469.1.p1, XM_045129574.1.p1
OG0005085	NM_105147.4.p1	XM_045095593.1.p1, XM_045115294.1.p1
OG0005086	NM_105245.3.p1, NM_123059.3.p1	XM_045097418.1.p1, XM_045111318.1.p1
OG0005087	NM_105344.4.p1, NM_123171.4.p1	XM_045120749.1.p1, XM_045126772.1.p1
OG0005088	NM_105408.4.p1	XM_045099920.1.p1, XM_045091513.1.p1, XM_045122205.1.p1
OG0005089	NM_106390.3.p1	XM_045124330.1.p1
OG0005090	NM_111012.4.p1	XM_045091973.1.p1, XM_045112186.1.p1, XM_045097219.1.p1
OG0005091	NM_113682.4.p1, NM_123406.3.p1, NM_111023.3.p1	XM_045123893.1.p1
OG0005092	NM_121586.3.p1, NM_111099.5.p1	XM_045126090.1.p1
OG0005093	NM_111495.4.p1	XM_045123105.1.p1
OG0005095	NM_112103.3.p1	XM_045120426.1.p1, XM_045120425.1.p1, XM_045120424.1.p1
OG0005096	NM_112106.4.p1	XM_045120722.1.p1, XM_045127121.1.p1
OG0005098	NM_112710.2.p1	XM_045120789.1.p1, XM_045126408.1.p2
OG0005099	NM_112748.4.p1	XM_045112568.1.p1
OG0005101	NM_114329.3.p1	XM_045092845.1.p1
OG0005102	NM_114518.4.p1	XM_045129325.1.p1, XM_045126075.1.p1
OG0005104	NM_115037.8.p1	XM_045121892.1.p1
OG0005105	NM_115528.3.p1	XM_045106277.1.p1, XM_045106399.1.p1, XM_045124571.1.p1
OG0005106	NM_115767.3.p1, NM_129863.3.p1	XM_045111907.1.p1, XM_045111908.1.p1
OG0005108	NM_180116.2.p1, NM_116022.5.p1	XM_045105397.1.p1
OG0005109	NM_116502.4.p1	XM_045112538.1.p1, XM_045112534.1.p1
OG0005110	NM_116884.4.p1	XM_045124257.1.p1, XM_045110112.1.p1
OG0005111	NM_117176.3.p1	XM_045121276.1.p1, XM_045124226.1.p1, XM_045124218.1.p1
OG0005112	NM_118404.5.p1, NM_117281.3.p1, NM_118403.2.p1	XM_045129967.1.p1, XM_045115735.1.p1
OG0005113	NM_117677.7.p1	XM_045095463.1.p1
OG0005114	NM_117747.7.p1	XM_045109220.1.p1
OG0005115	NM_117857.3.p1	XM_045096072.1.p1, XM_045111453.1.p1
OG0005116	NM_117889.4.p1	XM_045109762.1.p1, XM_045109763.1.p1, XM_045112026.1.p1, XM_045101337.1.p1
OG0005117	NM_118037.7.p1	XM_045122135.1.p1
OG0005118	NM_180805.4.p1, NM_123902.3.p1, NM_118043.2.p1	XM_045098229.1.p1
OG0005119	NM_118515.4.p1	XM_045121687.1.p1
OG0005120	NM_118602.4.p1	XM_045097821.1.p1, XM_045097820.1.p1
OG0005121	NM_118615.3.p1	XM_045110986.1.p1, XM_045099200.1.p1
OG0005122	NM_119035.3.p1, NM_179136.3.p1	XM_045127300.1.p1
OG0005123	NM_119463.5.p1	XM_045123579.1.p1, XM_045098652.1.p1, XM_045099872.1.p1
OG0005124	NM_127342.4.p1, NM_119771.4.p1	XM_045123268.1.p1
OG0005125	NM_119790.3.p1	XM_045115501.1.p1, XM_045116115.1.p1
OG0005126	NM_119807.2.p1	XM_045119819.1.p1, XM_045119818.1.p1
OG0005127	NM_202988.4.p1, NM_120125.2.p1	XM_045110795.1.p1
OG0005128	NM_120422.4.p1	XM_045119774.1.p1
OG0005129	NM_120472.3.p1	XM_045092415.1.p1
OG0005130	NM_120583.6.p1	XM_045118252.1.p1, XM_045121880.1.p1
OG0005131	NM_121248.5.p1	XM_045102634.1.p1
OG0005132	NM_121276.3.p1	XM_045114423.1.p1
OG0005133	NM_121979.4.p1	XM_045121073.1.p1, XM_045121063.1.p1, XM_045121064.1.p1
OG0005134	NM_122138.3.p1	XM_045126965.1.p1
OG0005135	NM_122237.4.p1	XM_045105431.1.p1, XM_045105430.1.p1
OG0005136	NM_123012.6.p1	XM_045100941.1.p1, XM_045100942.1.p1, XM_045100950.1.p1, XM_045115907.1.p1
OG0005137	NM_123804.4.p1	XM_045122404.1.p1, XM_045122405.1.p1, XM_045124023.1.p1, XM_045124031.1.p1, XM_045124016.1.p1
OG0005138	NM_123897.4.p1	XM_045116393.1.p1
OG0005139	NM_124010.3.p1	XM_045109614.1.p1, XM_045109613.1.p1, XM_045109612.1.p1
OG0005140	NM_203177.2.p1, NM_124219.5.p1	XM_045094266.1.p1
OG0005141	NM_124420.3.p1	XM_045122206.1.p1, XM_045110359.1.p1, XM_045104568.1.p1
OG0005142	NM_124600.3.p1	XM_045104642.1.p1
OG0005144	NM_124819.3.p1	XM_045099641.1.p1
OG0005145	NM_125462.4.p1	XM_045127449.1.p1, XM_045127450.1.p1, XM_045115127.1.p1
OG0005146	NM_125824.4.p1, NM_125825.3.p1	XM_045093424.1.p1, XM_045106373.1.p1
OG0005147	NM_125846.3.p1	XM_045111297.1.p1
OG0005148	NM_125981.4.p1	XM_045124277.1.p1, XM_045124272.1.p1, XM_045124271.1.p1
OG0005149	NM_128084.3.p1, NM_126891.4.p1	XM_045094948.1.p1
OG0005150	NM_127199.4.p1, NM_201744.1.p1	XM_045103918.1.p2
OG0005151	NM_128398.4.p1	XM_045115138.1.p1
OG0005152	NM_128683.4.p1	XM_045101601.1.p1, XM_045107954.1.p1
OG0005153	NM_128855.4.p1	XM_045096579.1.p1
OG0005154	NM_129469.2.p1	XM_045129264.1.p1
OG0005155	NM_130089.4.p1	XM_045124966.1.p1, XM_045095662.1.p1
OG0005156	NM_130130.4.p1	XM_045103951.1.p1
OG0005157	NM_148232.3.p1	XM_045105240.1.p1
OG0005158	NM_179157.3.p1	XM_045115351.1.p1
OG0005159	NM_179360.1.p1	XM_045123288.1.p1, XM_045116896.1.p1
OG0005160	NM_179706.2.p1	XM_045103793.1.p1
OG0005161	NM_179963.3.p1	XM_045108242.1.p1, XM_045117558.1.p1
OG0005162	NM_180780.2.p1	XM_045113777.1.p1, XM_045113776.1.p1
OG0005163	NM_202670.3.p1, NM_202671.3.p1	XM_045095143.1.p1
OG0005179	NM_148568.1.p1, NM_112649.3.p1, NM_001338304.1.p1, NM_001035641.2.p1	XM_045127440.1.p1, XM_045127441.1.p1
OG0005180	NM_001339821.1.p1, NM_001339820.1.p1, NM_001084835.2.p1, NM_001035798.2.p1, NM_001339819.1.p1	XM_045090112.1.p1, XM_045090113.1.p1, XM_045090111.1.p1
OG0005181	NM_001036091.3.p1, NM_001333465.1.p1	XM_045125089.1.p1
OG0005182	NM_001036635.1.p1, NM_124543.3.p1	XM_045117870.1.p1, XM_045122151.1.p1
OG0005183	NM_001036674.2.p1, NM_001125607.1.p1, NM_119127.4.p1, NM_118740.3.p1, NM_202890.2.p1, NM_179115.2.p1	XM_045106142.1.p1
OG0005184	NM_001343590.1.p1, NM_001036823.1.p1, NM_121919.3.p1	XM_045129971.1.p1
OG0005185	NM_116452.4.p1, NM_122580.4.p1, NM_001343989.1.p1, NM_001036873.2.p1, NM_111445.5.p1	XM_045104401.1.p1
OG0005186	NM_123454.3.p1, NM_001036913.2.p1, NM_113631.4.p1	XM_045097884.1.p1, XM_045095914.1.p1
OG0005187	NM_124986.3.p1, NM_001037003.2.p1, NM_118787.6.p1	XM_045093603.1.p1, XM_045101758.1.p1
OG0005188	NM_125207.5.p1, NM_001037017.3.p1, NM_001037016.2.p1	XM_045126019.1.p1, XM_045126018.1.p1
OG0005189	NM_001084007.2.p1	XM_045125097.1.p1, XM_045125090.1.p1, XM_045125093.1.p1
OG0005190	NM_001332631.1.p1, NM_001084123.1.p1, NM_102250.5.p1	XM_045092872.1.p1
OG0005192	NM_001084364.2.p1, NR_139663.1.p1, NM_001332465.1.p1, NM_101930.4.p1, NM_001332466.1.p1	XM_045128565.1.p1, XM_045097877.1.p1
OG0005194	NM_116308.4.p1, NM_001331250.1.p1, NM_001123732.2.p1	XM_045102538.1.p1
OG0005195	NM_116962.4.p1, NM_103198.3.p1, NM_001123940.1.p1	XM_045098038.1.p1
OG0005196	NM_101889.2.p1, NM_001124134.2.p1	XM_045094879.1.p1, XM_045111586.1.p1
OG0005197	NM_001332258.1.p1, NM_001124147.1.p1, NM_106541.4.p1	XM_045095255.1.p1
OG0005199	NM_104237.4.p1, NM_001125154.5.p1, NM_112319.4.p1	XM_045108717.1.p1
OG0005200	NM_001340628.1.p1, NM_001340629.1.p1, NM_001125488.2.p1	XM_045090610.1.p1
OG0005201	NM_001161275.1.p1, NM_001125838.2.p1, NM_001125839.2.p1, NM_001344098.1.p1	XM_045092863.1.p1
OG0005202	NM_117589.6.p1, NM_001160762.2.p1, NM_001338573.1.p1	XM_045129840.1.p1
OG0005203	NM_001160938.1.p1, NM_148569.5.p1, NM_112698.4.p1, NM_202603.1.p1	XM_045090408.1.p1
OG0005204	NM_001160985.2.p1	XM_045111893.1.p1
OG0005205	NM_124727.3.p1, NM_001161125.2.p1	XM_045092487.1.p1, XM_045093669.1.p1
OG0005206	NM_001161268.2.p1, NM_180546.3.p1, NM_001343977.1.p1, NM_001343976.1.p1, NM_001343978.1.p1	XM_045125064.1.p1
OG0005207	NM_001198096.1.p1	XM_045091995.1.p1
OG0005209	NM_179846.4.p1, NM_001202723.1.p1, NM_001336357.1.p1	XM_045129458.1.p1
OG0005212	NM_001203164.2.p1	XM_045090388.1.p1, XM_045121344.1.p1
OG0005214	NM_114748.3.p1, NM_001203592.2.p1, NM_124603.4.p1	XM_045115446.1.p1, XM_045115447.1.p1
OG0005215	NM_148336.4.p1, NM_001203809.1.p1, NM_117667.9.p1	XM_045114188.1.p1
OG0005216	NM_118006.2.p1, NM_001203836.1.p1, NM_118007.5.p1	XM_045122237.1.p1, XM_045128765.1.p1
OG0005217	NM_001203974.1.p1	XM_045099743.1.p1
OG0005218	NM_119570.4.p1, NM_001203979.1.p1, NM_001335846.1.p1, NM_179709.3.p1	XM_045127445.1.p1, XM_045127444.1.p1
OG0005219	NM_202052.2.p1, NM_001331721.1.p1, NM_001331722.1.p1, NM_100643.4.p1	XM_045115121.1.p1
OG0005220	NM_001331941.1.p1, NM_100966.3.p1	XM_045120207.1.p1
OG0005221	NM_001332407.1.p1, NM_001332408.1.p1	XM_045111639.1.p1
OG0005222	NM_106311.4.p1, NM_001332483.1.p1, NM_129344.3.p1	XM_045095794.1.p1
OG0005223	NM_001332530.1.p1, NM_102032.4.p1	XM_045094824.1.p1
OG0005224	NM_001332600.1.p1	XM_045109706.1.p1
OG0005225	NM_001332942.1.p1, NM_102845.5.p1, NM_129054.4.p1	XM_045111698.1.p1
OG0005226	NM_102866.3.p1, NM_001332952.1.p1	XM_045111674.1.p1, XM_045111673.1.p1
OG0005227	NM_112875.4.p1, NM_103912.3.p1, NM_001333429.1.p1	XM_045112566.1.p1
OG0005228	NM_001333658.1.p1, NM_001333659.1.p1	XM_045104230.1.p1, XM_045104232.1.p1, XM_045104231.1.p1, XM_045104233.1.p1
OG0005229	NM_001333999.1.p1	XM_045125677.1.p1
OG0005230	NM_001344260.1.p1, NM_001344259.1.p1, NM_123221.4.p1, NM_105390.2.p1, NM_001334283.1.p1	XM_045123332.1.p1
OG0005231	NM_001335097.1.p1, NM_001335096.1.p1	XM_045129818.1.p1
OG0005232	NM_001335180.1.p1, NM_001335182.1.p1, NM_001335179.1.p1, NM_001335181.1.p1, NM_126390.4.p1	XM_045121211.1.p1, XM_045121212.1.p1, XR_006631007.1.p1
OG0005233	NM_001335615.1.p1, NM_179653.4.p1	XM_045114993.1.p1, XM_045114992.1.p1, XM_045103516.1.p1
OG0005234	NM_125103.4.p1, NM_001335628.1.p1, NM_119141.5.p1, NM_001341986.1.p1	XM_045099961.1.p1
OG0005235	NM_127499.2.p1, NM_001335634.1.p1, NM_148143.4.p1	XM_045098273.1.p1, XM_045105913.1.p1
OG0005236	NM_001336001.1.p1, NM_128110.3.p1	XM_045118696.1.p1, XR_006630493.1.p1
OG0005237	NM_129684.3.p1, NM_001336900.1.p1	XM_045095680.1.p1, XM_045095681.1.p1
OG0005238	NM_130270.4.p1, NM_001337241.1.p1	XM_045107678.1.p1
OG0005239	NM_121925.4.p1, NM_001337630.1.p1	XM_045097282.1.p1
OG0005240	NM_001337718.1.p1	XM_045122097.1.p1
OG0005241	NM_001342833.1.p1, NM_120652.4.p1, NM_111959.3.p1, NM_001337921.1.p1, NM_001337919.1.p1, NM_001337920.1.p1	XM_045122826.1.p1
OG0005242	NM_001338144.1.p1, NM_001338145.1.p1, NM_001338146.1.p1, NM_001338143.1.p1	XM_045112772.1.p1
OG0005243	NM_001338508.1.p1, NM_148740.5.p1, NM_001338509.1.p1	XM_045100498.1.p1
OG0005245	NM_001338624.1.p1, NM_113236.4.p1	XM_045108890.1.p1
OG0005246	NM_001338675.1.p1, NM_113331.3.p1, NM_001338663.1.p1, NM_001338674.1.p1, NM_113296.5.p1	XM_045110346.1.p1
OG0005247	NM_001338868.1.p1	XM_045094488.1.p1
OG0005248	NM_001338953.1.p1, NM_001338952.1.p1	XM_045106082.1.p1, XM_045101521.1.p1
OG0005249	NM_001339101.1.p1, NM_001339100.1.p1	XM_045111541.1.p1
OG0005250	NM_001339342.1.p1, NM_001339344.1.p1, NM_001339343.1.p1, NM_114668.3.p1	XM_045101300.1.p1
OG0005251	NM_114944.6.p1, NM_001339485.1.p1, NM_126054.2.p1, NR_143375.1.p1, NR_143376.1.p1, NR_143377.1.p1	XM_045129046.1.p1
OG0005252	NM_001339535.1.p1, NM_001339536.1.p1, NM_115044.5.p1	XM_045121974.1.p1, XM_045121890.1.p1
OG0005253	NM_001339906.1.p1	XM_045097893.1.p1, XM_045126363.1.p1
OG0005254	NM_115955.6.p1, NM_001340062.1.p1	XM_045098903.1.p1, XM_045118328.1.p1
OG0005255	NM_001340154.1.p1, NM_116098.4.p1	XM_045119727.1.p1, XM_045119725.1.p1, XM_045119726.1.p1
OG0005256	NM_001340796.1.p1	XM_045105794.1.p1, XM_045094745.1.p1, XM_045094751.1.p1
OG0005257	NM_001340872.1.p1, NM_001340873.1.p1, NM_117441.4.p1	XM_045111232.1.p1
OG0005258	NM_113190.3.p1, NM_001340952.1.p1, NM_117548.4.p1	XM_045109916.1.p1
OG0005259	NM_203160.2.p1, NM_123930.5.p1, NM_001341317.1.p1, NM_148355.5.p1	XM_045111889.1.p1, XM_045115654.1.p1
OG0005261	NM_203188.3.p1, NM_203187.3.p1, NM_001341686.1.p1, NM_001341683.1.p1, NM_001341684.1.p1, NM_001341685.1.p1	XM_045096639.1.p1
OG0005262	NM_001341975.1.p1, NM_119118.3.p1, NM_127510.5.p1	XM_045120912.1.p1
OG0005263	NM_119847.4.p1, NM_001342419.1.p1, NM_106157.2.p1	XM_045092380.1.p1, XM_045103055.1.p1
OG0005264	NM_120200.4.p1, NM_001342579.1.p1	XM_045110230.1.p1, XM_045126157.1.p1, XM_045118703.1.p1
OG0005265	NM_120219.2.p1, NM_001342589.1.p1, NM_129380.3.p1	XM_045110231.1.p1, XM_045125052.1.p1
OG0005266	NM_001342994.1.p1	XM_045101005.1.p1
OG0005267	NM_001343453.1.p1, NM_121658.4.p1	XM_045118904.1.p1
OG0005268	NM_001343556.1.p1	XM_045116910.1.p1, XM_045122354.1.p1
OG0005270	NM_111341.3.p1, NM_001344080.1.p1	XM_045127800.1.p1
OG0005271	NM_180799.2.p1, NM_001344572.1.p1	XM_045121154.1.p1, XM_045121156.1.p1
OG0005272	NM_001344914.1.p1, NM_130319.4.p1, NM_124474.4.p1, NM_180835.3.p1	XM_045125651.1.p1
OG0005273	NM_124508.4.p1, NM_001344933.1.p1	XM_045096872.1.p1
OG0005275	NM_001345377.1.p1, NM_125389.3.p1, NM_001345378.1.p1	XM_045118827.1.p1
OG0005276	NM_001345472.1.p1	XM_045090916.1.p1
OG0005277	NM_125989.4.p1, NM_001345727.1.p1, NM_114841.4.p1	XM_045126397.1.p1
OG0005278	NM_001345764.1.p1, NM_126045.6.p1	XM_045127857.1.p1
OG0005279	NM_100727.4.p1	XM_045126101.1.p1, XM_045125549.1.p1
OG0005280	NM_100799.3.p1	XM_045096190.1.p1
OG0005281	NM_100878.5.p1	XM_045124253.1.p1, XM_045124254.1.p1
OG0005282	NM_102182.3.p1, NM_202077.3.p1, NM_100950.5.p1	XM_045117180.1.p1, XM_045117832.1.p1
OG0005283	NM_101105.5.p1	XM_045123257.1.p1
OG0005284	NM_104976.5.p1, NM_101127.4.p1	XM_045093670.1.p1
OG0005285	NM_101144.5.p1	XM_045097301.1.p1, XM_045114497.1.p1
OG0005287	NM_101329.4.p1	XM_045102565.1.p1
OG0005288	NM_101342.4.p1	XM_045128070.1.p1, XM_045128072.1.p1
OG0005289	NM_101434.4.p1	XM_045122938.1.p1, XM_045122937.1.p1, XM_045120431.1.p1, XM_045124091.1.p1
OG0005290	NM_101449.5.p1, NM_179583.5.p1	XM_045095582.1.p1
OG0005291	NM_105966.2.p1, NM_101638.3.p1	XM_045104063.1.p1, XM_045104224.1.p1
OG0005292	NM_101652.3.p1, NM_202124.2.p1, NM_202125.3.p1, NM_105984.4.p1	XM_045103101.1.p1
OG0005293	NM_101672.4.p1	XM_045105971.1.p2, XM_045115861.1.p1
OG0005294	NM_101791.3.p1	XR_006632013.1.p1
OG0005295	NM_102031.4.p1	XM_045115152.1.p1
OG0005296	NM_102258.6.p1	XM_045096063.1.p1, XM_045101062.1.p1
OG0005297	NM_102550.4.p1	XM_045093491.1.p1
OG0005298	NM_102721.3.p1	XM_045120624.1.p1, XM_045120623.1.p1
OG0005299	NM_103097.4.p1	XM_045122037.1.p1, XM_045118856.1.p1
OG0005300	NM_103537.5.p1	XM_045119598.1.p1
OG0005301	NM_103660.6.p1	XM_045090494.1.p1
OG0005302	NM_104140.3.p1	XR_006609696.1.p1
OG0005303	NM_104202.3.p1, NM_112364.4.p1	XM_045120568.1.p1, XM_045128238.1.p1
OG0005304	NM_112358.4.p1, NM_104207.3.p1	XM_045099111.1.p1, XM_045100255.1.p1
OG0005305	NM_104523.4.p1	XM_045124662.1.p1, XM_045094286.1.p1
OG0005306	NM_104736.2.p1	XM_045127796.1.p1
OG0005307	NM_117315.3.p1, NM_118382.3.p1, NM_104931.3.p1	XM_045097180.1.p1
OG0005308	NM_105256.4.p1	XR_006622541.1.p1, XM_045112598.1.p1
OG0005309	NM_112239.4.p1, NM_105956.5.p1	XM_045117523.1.p1
OG0005310	NM_106040.3.p1	XM_045116002.1.p1
OG0005311	NM_106045.4.p1	XM_045118488.1.p1
OG0005312	NM_106542.4.p1	XM_045091783.1.p1
OG0005313	NM_121421.4.p1, NM_111055.4.p1	XM_045110358.1.p1
OG0005314	NM_111204.4.p1	XM_045124494.1.p1
OG0005315	NM_122603.2.p1, NM_111373.3.p1	XM_045128935.1.p1
OG0005316	NM_111599.4.p1, NM_124243.3.p1	XM_045090037.1.p1, XM_045090036.1.p1
OG0005317	NM_111681.3.p1	XM_045094327.1.p1
OG0005318	NM_111699.6.p1	XM_045112398.1.p1, XM_045112391.1.p1
OG0005319	NM_120717.5.p1, NM_111898.4.p1	XM_045112673.1.p1
OG0005320	NM_111924.3.p1	XM_045124849.1.p1, XM_045124848.1.p1, XM_045094030.1.p1
OG0005322	NM_112108.2.p1	XM_045116735.1.p1, XM_045116733.1.p1, XM_045113945.1.p1
OG0005323	NM_112565.2.p1	XM_045094397.1.p1
OG0005324	NM_112704.3.p1	XM_045120123.1.p1
OG0005325	NM_112957.3.p1	XM_045112121.1.p1, XM_045112122.1.p1, XM_045112123.1.p1, XM_045114738.1.p1
OG0005326	NM_113113.4.p1, NM_117601.3.p1	XM_045103451.1.p1, XM_045096014.1.p1
OG0005327	NM_113392.3.p1	XM_045095304.1.p1
OG0005328	NM_114667.5.p1, NM_203254.2.p1, NM_125667.3.p1	XM_045123735.1.p1
OG0005329	NM_116495.4.p1, NM_115321.4.p1	XM_045129433.1.p1, XM_045128979.1.p1
OG0005330	NM_115329.3.p1	XM_045129292.1.p1, XM_045091356.1.p1
OG0005331	NM_115361.3.p1, NM_129486.5.p1	XM_045126020.1.p1
OG0005332	NM_115477.3.p1	XM_045106149.1.p1
OG0005333	NM_115984.2.p1	XM_045111517.1.p1
OG0005334	NM_116351.7.p1	XM_045120469.1.p1
OG0005335	NM_116387.2.p1	XM_045127569.1.p1
OG0005336	NM_116594.5.p1	XM_045120716.1.p1
OG0005337	NM_116755.5.p1	XM_045126703.1.p1
OG0005338	NM_117741.4.p1	XM_045105309.1.p1
OG0005339	NM_118147.5.p1	XM_045120729.1.p1
OG0005340	NM_118248.2.p1	XM_045091836.1.p1
OG0005342	NM_124975.4.p1, NM_118793.3.p1	XM_045093147.1.p1
OG0005343	NM_118836.3.p1, NM_124869.3.p1	XM_045121384.1.p1, XM_045121385.1.p1
OG0005344	NM_118885.4.p1	XM_045126053.1.p1, XM_045129399.1.p1
OG0005345	NM_127421.2.p1, NM_119186.3.p1	XM_045123170.1.p1
OG0005346	NM_119289.3.p1	XM_045111113.1.p1, XM_045111112.1.p1, XM_045111110.1.p1, XM_045111111.1.p1
OG0005348	NM_119406.3.p1, NM_180477.2.p1, NM_121170.3.p1	XM_045116630.1.p1, XM_045116629.1.p1
OG0005349	NM_119528.4.p1, NM_127015.4.p1	XM_045123614.1.p1
OG0005350	NM_119590.4.p1	XM_045127263.1.p1, XM_045104966.1.p1, XM_045126569.1.p1
OG0005352	NM_119840.7.p1	XM_045125371.1.p1, XM_045125370.1.p1, XM_045125369.1.p1, XM_045125368.1.p1
OG0005353	NM_119843.3.p1	XM_045129643.1.p1, XM_045115426.1.p1, XM_045110737.1.p1
OG0005354	NM_119911.4.p1	XM_045125430.1.p1, XM_045125429.1.p1
OG0005355	NM_120024.3.p1	XM_045126287.1.p1
OG0005356	NM_120101.3.p1	XM_045119151.1.p1
OG0005357	NM_120542.5.p1	XM_045100873.1.p1
OG0005358	NM_120558.3.p1	XM_045106734.1.p1
OG0005359	NM_121117.2.p1	XM_045112330.1.p1
OG0005360	NM_122035.3.p1, NM_121149.4.p1	XM_045106710.1.p1
