Orthogroup	Arabidopsis_thaliana_rna_prot	Coffea_arabica_rna_prot
OG0003086	NM_123708.3.p1, NM_100316.3.p1	XR_003448267.1.p1, XM_027260802.1.p1
OG0003087	NM_100372.5.p1	XM_027227034.1.p1, XM_027225869.1.p1
OG0003088	NM_100763.5.p1, NM_123522.4.p1	XM_027252647.1.p1, XM_027252648.1.p1, XM_027228125.1.p1, XM_027225598.1.p1, XM_027228124.1.p1
OG0003089	NM_100903.4.p1, NM_104654.5.p1	XM_027235386.1.p1
OG0003090	NM_105685.4.p1, NM_102260.4.p1, NM_104689.4.p1	XM_027242226.1.p1
OG0003091	NM_102348.4.p1	XM_027241534.1.p1, XR_003454816.1.p1, XM_027241535.1.p1
OG0003092	NM_104468.3.p1	XM_027205551.1.p1
OG0003092	NM_125344.3.p1	XM_027253613.1.p1
OG0003093	NM_105510.4.p1	XM_027269799.1.p1, XM_027243646.1.p1
OG0003094	NM_105609.4.p1, NM_202385.2.p1	XM_027242189.1.p1
OG0003095	NM_105812.2.p1	XM_027220872.1.p1, XM_027217725.1.p1, XM_027220873.1.p1, XM_027220876.1.p1, XM_027218571.1.p1, XM_027218570.1.p1, XM_027258077.1.p1
OG0003096	NM_105843.3.p1	XM_027235082.1.p1, XM_027235081.1.p1, XM_027237358.1.p1
OG0003096	NM_118565.2.p1	XM_027257423.1.p1, XM_027257422.1.p1
OG0003097	NM_106473.6.p1	XM_027235822.1.p1, XM_027237550.1.p1
OG0003098	NM_124379.2.p1	XM_027270518.1.p1
OG0003099	NM_111487.3.p1	XM_027259950.1.p1
OG0003100	NM_128725.3.p1, NM_129875.4.p1	XM_027261256.1.p1
OG0003100	NM_111620.3.p1	XM_027236905.1.p1
OG0003101	NM_111678.3.p1	XM_027249215.1.p1
OG0003101	NM_129135.3.p1	XM_027253403.1.p1, XM_027245575.1.p1
OG0003102	NM_112208.5.p1	XM_027218101.1.p1, XM_027222267.1.p1, XM_027205899.1.p1
OG0003104	NM_112713.4.p1	XR_003460867.1.p1
OG0003105	NM_113351.3.p1	XM_027212839.1.p1, XM_027216919.1.p1
OG0003106	NM_114378.3.p1, NM_125469.3.p1	XM_027229699.1.p1
OG0003107	NM_114740.3.p1	XM_027246386.1.p1, XM_027246470.1.p1, XM_027222964.1.p1
OG0003108	NM_180232.2.p1, NM_180231.3.p1, NM_115707.3.p1, NM_180386.3.p1	XM_027212247.1.p1, XM_027212246.1.p1
OG0003109	NM_115883.4.p1, NM_130024.4.p1	XM_027250835.1.p1
OG0003110	NM_117970.3.p1	XM_027256087.1.p1
OG0003111	NM_118231.4.p1	XM_027230725.1.p1, XM_027230008.1.p1
OG0003112	NM_118287.5.p1	XM_027249442.1.p1, XR_003457453.1.p1
OG0003113	NM_118860.5.p1, NM_124831.3.p1	XM_027205696.1.p1, XM_027271584.1.p1
OG0003114	NM_119132.3.p1	XM_027237246.1.p1, XM_027237245.1.p1, XM_027234100.1.p1
OG0003115	NM_119730.3.p1, NM_119692.3.p1, NM_127267.3.p1	XM_027230573.1.p1
OG0003116	NM_119839.6.p1	XM_027220567.1.p1
OG0003117	NM_126094.4.p1, NM_127916.3.p1, NM_119873.2.p1	XM_027238785.1.p1, XM_027223423.1.p1
OG0003118	NM_119905.2.p1	XM_027236021.1.p1
OG0003119	NM_127696.4.p1, NM_120051.6.p1	XM_027256330.1.p1, XM_027256329.1.p1, XM_027256327.1.p1, XM_027256325.1.p1
OG0003120	NM_120077.4.p1, NM_127724.7.p1	XM_027256424.1.p1
OG0003121	NM_129309.4.p1, NM_120332.4.p1	XM_027215202.1.p1, XM_027215201.1.p1
OG0003122	NM_120921.5.p1	XM_027268086.1.p1
OG0003123	NM_125851.3.p1, NM_121004.2.p1	XM_027257107.1.p1
OG0003124	NM_121281.3.p1	XM_027268045.1.p1, XM_027268034.1.p1, XM_027245156.1.p1, XM_027224197.1.p1
OG0003124	NM_201930.1.p1, NM_180020.4.p1	XR_003448881.1.p1, XM_027210545.1.p1, XM_027214463.1.p1, XM_027214462.1.p1
OG0003125	NM_121373.4.p1	XM_027257975.1.p1
OG0003126	NM_121955.3.p1	XM_027226345.1.p1
OG0003127	NM_123234.2.p1	XM_027223612.1.p1, XM_027223608.1.p1, XM_027223607.1.p1, XM_027217351.1.p1
OG0003129	NM_127470.4.p1	XM_027206306.1.p1
OG0003130	NM_128319.4.p1	XM_027227990.1.p1
OG0003131	NM_129194.4.p1	XM_027212737.1.p1, XM_027215655.1.p1, XR_003449717.1.p1, XR_003449715.1.p1, XM_027212738.1.p1, XM_027215654.1.p1, XM_027215652.1.p1
OG0003132	NM_129837.4.p1	XM_027249775.1.p1, XM_027207436.1.p1, XM_027207295.1.p1
OG0003133	NM_130339.3.p1	XM_027242903.1.p1
OG0003134	NM_179741.2.p1	XM_027228807.1.p1
OG0003135	NR_138784.1.p1	XM_027257365.1.p1
OG0003144	NM_128281.2.p1, NM_001036353.1.p1	XM_027227055.1.p1
OG0003145	NM_001161066.1.p1, NM_001036361.2.p1, NM_001336173.1.p1, NM_001336172.1.p1	XM_027231240.1.p1, XM_027231234.1.p1, XM_027231225.1.p1, XM_027246517.1.p1
OG0003146	NM_001084039.1.p1, NM_001331923.1.p1	XM_027269629.1.p1, XM_027266219.1.p1, XM_027243872.1.p1
OG0003147	NM_129511.3.p1, NM_001084554.2.p1	XM_027255202.1.p1, XM_027259825.1.p1, XM_027246752.1.p1
OG0003148	NM_001125014.2.p1, NM_001084562.3.p1, NM_001336842.1.p1, NM_001339787.1.p1, NM_001339786.1.p1, NM_115490.5.p1	XM_027254826.1.p1, XM_027254828.1.p1
OG0003149	NM_001337027.1.p1, NM_001084579.2.p1, NM_129902.3.p1	XM_027261717.1.p1, XM_027263808.1.p1
OG0003150	NM_001336006.1.p1, NM_128123.3.p1, NM_001084754.2.p1, NM_001343188.1.p1, NM_001343190.1.p1, NM_001343189.1.p1, NM_001343187.1.p1, NM_121181.4.p1, NM_001343931.1.p1, NM_001343933.1.p1, NM_001343932.1.p1, NM_122463.3.p1, NM_001343934.1.p1, NM_203104.2.p1	XM_027225083.1.p1
OG0003151	NM_101130.3.p1, NM_001084964.1.p1, NM_118430.5.p1, NM_001203877.1.p1	XM_027224835.1.p1, XM_027224834.1.p1, XM_027228455.1.p1, XM_027252425.1.p1
OG0003152	NM_122478.4.p1, NM_001085153.2.p1	XM_027227189.1.p1
OG0003153	NM_001085258.1.p1, NM_001344740.1.p1, NM_124141.4.p1	XM_027229996.1.p1
OG0003154	NM_122470.3.p1	XM_027224543.1.p1
OG0003154	NM_001333536.1.p1, NM_001123997.1.p1	XM_027266866.1.p1
OG0003155	NM_111689.5.p1	XM_027258207.1.p1
OG0003155	NM_001339844.1.p1, NM_115580.5.p1, NM_001125027.2.p1	XM_027209832.1.p1
OG0003156	NM_001160999.1.p1, NM_105429.2.p1	XM_027253585.1.p1, XM_027243013.1.p1, XM_027271991.1.p1, XM_027265012.1.p1, XM_027232826.1.p1, XM_027243287.1.p1, XM_027268337.1.p1, XM_027205060.1.p1, XM_027266436.1.p1, XM_027205062.1.p1, XM_027266297.1.p1, XM_027204974.1.p1, XM_027230936.1.p1, XM_027227919.1.p1, XM_027244647.1.p1, XM_027253354.1.p1, XM_027262545.1.p1, XM_027221366.1.p1, XM_027225313.1.p1, XM_027227768.1.p1, XM_027259799.1.p1
OG0003157	NM_001197985.2.p1	XM_027240718.1.p1, XM_027240719.1.p1, XM_027240720.1.p1, XM_027240722.1.p1, XM_027240723.1.p1
OG0003158	NM_001198337.1.p1	XM_027257506.1.p1
OG0003159	NM_001198464.1.p1, NM_106027.3.p1	XM_027269765.1.p1
OG0003159	NM_111008.3.p1	XM_027220294.1.p1, XM_027246348.1.p1
OG0003160	NM_179557.4.p1, NM_001198471.1.p1	XM_027210970.1.p1, XM_027210969.1.p1
OG0003161	NM_001202636.1.p1, NM_001202637.1.p1, NM_127668.4.p1	XM_027249862.1.p1
OG0003161	NM_001332437.1.p1, NM_101862.5.p1	XM_027235879.1.p1
OG0003162	NM_123689.3.p1	XM_027241267.1.p1
OG0003162	NM_001202861.1.p1, NM_001337360.1.p1, NM_111047.4.p1	XM_027246143.1.p1
OG0003163	NM_001202937.1.p1, NM_112036.4.p1, NM_001342895.1.p1, NM_001342894.1.p1, NM_001342892.1.p1, NM_001342891.1.p1	XM_027209403.1.p1, XM_027209404.1.p1
OG0003164	NM_001203285.1.p1	XM_027212273.1.p1, XM_027267443.1.p1
OG0003165	NM_001203492.2.p1, NM_001344102.1.p1	XM_027212667.1.p1, XM_027212670.1.p1, XM_027212666.1.p1, XM_027212665.1.p1, XM_027212664.1.p1
OG0003166	NM_117998.4.p1, NM_123939.3.p1, NM_001203547.1.p1	XM_027249801.1.p1
OG0003167	NM_001203557.1.p1	XM_027231743.1.p1
OG0003168	NM_116340.4.p1, NM_001203721.1.p1, NM_001340300.1.p1	XM_027223841.1.p1, XM_027252710.1.p1
OG0003169	NM_001334784.1.p1, NM_106398.3.p1	XM_027238908.1.p1, XM_027238907.1.p1
OG0003170	NM_100459.2.p1, NM_001331582.1.p1, NM_001331583.1.p1	XM_027247316.1.p1
OG0003171	NM_179343.2.p1, NM_001332198.1.p1, NM_101470.3.p1, NM_106739.4.p1	XM_027244353.1.p1, XM_027244351.1.p1, XM_027244355.1.p1
OG0003172	NM_122077.4.p1	XM_027212202.1.p1
OG0003172	NM_001332387.1.p1, NM_106152.4.p1	XM_027215016.1.p1
OG0003173	NM_117232.5.p1, NM_001332643.1.p1, NM_102270.5.p1, NM_121213.3.p1, NM_001343213.1.p1	XM_027267256.1.p1, XM_027267252.1.p1, XM_027267254.1.p1, XM_027267253.1.p1, XM_027267255.1.p1, XM_027268970.1.p1, XM_027268969.1.p1, XM_027268971.1.p1
OG0003174	NM_001332667.1.p1, NM_102312.3.p1	XM_027242635.1.p1
OG0003175	NM_103160.5.p1, NM_001333101.1.p1	XM_027236170.1.p1, XM_027236169.1.p1
OG0003176	NM_001333781.1.p1, NM_104522.4.p1	XM_027252149.1.p1
OG0003177	NM_104532.4.p1, NM_001333789.1.p1, NM_116405.6.p1, NM_001340334.1.p1, NM_116407.4.p1, NM_178948.3.p1, NM_116352.3.p1	XM_027252676.1.p1, XM_027259528.1.p1
OG0003178	NM_001333804.1.p1, NM_104565.5.p1	XM_027257474.1.p1
OG0003179	NM_001333854.1.p1, NM_179496.2.p1, NM_001333852.1.p1, NM_104645.4.p1, NM_001333853.1.p1	XM_027235753.1.p1
OG0003180	NM_179507.2.p1, NM_001334052.1.p1, NM_121960.5.p1	XM_027212294.1.p1
OG0003180	NM_121190.3.p1	XM_027229400.1.p1
OG0003181	NM_001334184.1.p1, NM_105172.4.p1, NM_001334183.1.p1	XM_027219010.1.p1, XM_027270336.1.p1, XM_027267838.1.p1
OG0003182	NM_001334408.1.p1	XM_027241577.1.p1, XM_027241579.1.p1, XR_003454263.1.p1, XM_027241576.1.p1, XM_027244425.1.p1
OG0003183	NM_105735.3.p1, NM_001334476.1.p1, NM_105736.2.p1	XM_027240763.1.p1
OG0003184	NM_001334792.1.p1, NM_102047.4.p1	XM_027235993.1.p1
OG0003185	NM_001334839.1.p1, NM_001334838.1.p1, NM_106516.3.p1, NM_001334840.1.p1, NM_001334837.1.p1	XM_027219672.1.p1
OG0003186	NM_001335464.1.p1, NM_127167.4.p1, NM_001335465.1.p1, NM_001342281.1.p1, NM_119602.2.p1, NM_113688.1.p1, NM_113687.3.p1	XM_027234236.1.p1, XM_027234235.1.p1, XM_027238375.1.p1, XM_027238373.1.p1, XM_027238370.1.p1, XM_027234234.1.p1, XM_027250041.1.p1
OG0003187	NM_127994.3.p1, NM_001335931.1.p1, NM_202917.1.p1, NM_119252.4.p1	XM_027210243.1.p1, XR_003448820.1.p1
OG0003188	NM_128946.4.p1, NM_001336475.1.p1	XM_027249602.1.p1
OG0003189	NM_001338322.1.p1, NM_112690.4.p1	XM_027270139.1.p1
OG0003190	NM_113295.3.p1, NM_001338662.1.p1	XR_003459308.1.p1
OG0003191	NM_001340625.1.p1, NM_117030.4.p1	XM_027236623.1.p1, XM_027236618.1.p1, XM_027236625.1.p1, XM_027236619.1.p1, XM_027236621.1.p1, XM_027236624.1.p1, XM_027239312.1.p1, XM_027239309.1.p1, XM_027239311.1.p1, XM_027239307.1.p1, XM_027239316.1.p1, XM_027239304.1.p1, XM_027239305.1.p1, XM_027236615.1.p1, XM_027236616.1.p1
OG0003192	NM_148321.3.p1, NM_001340964.1.p1	XM_027260535.1.p1, XM_027262400.1.p1
OG0003193	NM_001341125.1.p1, NM_117768.4.p1, NM_124116.3.p1, NM_117839.4.p1	XM_027225895.1.p1
OG0003194	NM_118553.6.p1, NM_001341653.1.p1	XM_027238893.1.p1, XM_027238891.1.p1
OG0003195	NM_001342844.1.p1, NM_001342841.1.p1, NM_001342843.1.p1, NM_001342842.1.p1, NM_001342846.1.p1, NM_120675.5.p1	XM_027255090.1.p1
OG0003196	NM_001343124.1.p1	XM_027214343.1.p1
OG0003197	NM_001343191.1.p1, NM_001343938.1.p1, NM_122465.4.p1	XM_027225875.1.p1
OG0003198	NM_001343218.1.p1, NM_180478.1.p1, NM_121224.4.p1, NM_203038.3.p1	XM_027243545.1.p1, XM_027241484.1.p1
OG0003199	NM_001343272.1.p1, NM_001343273.1.p1, NM_121344.6.p1	XM_027241111.1.p1, XM_027244660.1.p1, XM_027244659.1.p1, XM_027241112.1.p1
OG0003200	NM_124166.3.p1	XM_027258557.1.p1
OG0003201	NM_001343411.1.p1, NM_001343413.1.p1, NM_001343412.1.p1, NM_121567.5.p1	XM_027223032.1.p1
OG0003202	NM_122221.3.p1, NM_001343791.1.p1, NM_120906.6.p1	XR_003454459.1.p1, XR_003454457.1.p1, XR_003454460.1.p1, XM_027242443.1.p1
OG0003203	NM_122560.2.p1, NM_180750.2.p1, NM_180749.4.p1, NM_001343982.1.p1	XR_003453215.1.p1, XM_027238681.1.p1
OG0003204	NM_123088.4.p1, NM_001344176.1.p1	XM_027220549.1.p1, XM_027220933.1.p1, XM_027220935.1.p1, XM_027220087.1.p1
OG0003205	NM_123360.5.p1, NM_001344313.1.p1	XM_027239849.1.p1
OG0003205	NM_106137.5.p1	XM_027268622.1.p1, XM_027268080.1.p1
OG0003207	NM_001345277.1.p1	XM_027214177.1.p1, XM_027214176.1.p1, XM_027214179.1.p1, XM_027214180.1.p1, XM_027214178.1.p1
OG0003208	NM_100357.5.p1	XR_003459672.1.p1, XM_027260951.1.p1, XM_027260950.1.p1
OG0003209	NM_100482.2.p1, NM_100483.3.p1, NM_128696.4.p1, NM_115810.4.p1	XM_027263767.1.p1
OG0003210	NM_100588.4.p1, NM_128561.5.p1, NM_125246.4.p1	XM_027228787.1.p1, XM_027228786.1.p1, XM_027255579.1.p1
OG0003211	NM_102038.5.p1	XM_027235967.1.p1
OG0003211	NM_104559.4.p1, NM_100830.5.p1	XM_027257324.1.p1
OG0003212	NM_101173.5.p1	XM_027242733.1.p1, XM_027240563.1.p1
OG0003213	NM_101286.3.p1, NM_102444.3.p1	XM_027241931.1.p1
OG0003214	NM_101340.4.p1, NM_179332.3.p1	XM_027243633.1.p1, XM_027243634.1.p1, XM_027243631.1.p1
OG0003215	NM_101410.4.p1	XM_027269569.1.p1
OG0003216	NM_117048.4.p1, NM_103125.5.p1, NM_102125.4.p1	XM_027260487.1.p1
OG0003217	NM_102888.3.p1	XM_027228492.1.p1
OG0003218	NM_103190.2.p1	XM_027237648.1.p1
OG0003219	NM_103991.1.p1, NM_103950.1.p1	XM_027216228.1.p1, XM_027221196.1.p1, XM_027220083.1.p1
OG0003220	NM_103971.2.p1	XM_027263550.1.p1, XM_027257151.1.p1, XM_027257150.1.p1, XM_027250702.1.p1, XM_027250713.1.p1
OG0003221	NM_104404.4.p1, NM_112207.4.p1	XM_027226131.1.p1, XM_027248046.1.p1, XM_027225292.1.p1, XM_027248023.1.p1, XM_027268643.1.p1, XM_027241610.1.p1, XM_027245223.1.p1, XM_027208001.1.p1, XM_027207573.1.p1
OG0003222	NM_104807.3.p1	XM_027255896.1.p1
OG0003222	NM_124810.4.p1	XM_027205640.1.p1
OG0003223	NM_105399.2.p1	XM_027241589.1.p1, XM_027241587.1.p1
OG0003224	NM_106374.4.p1	XM_027236276.1.p1, XM_027236277.1.p1, XM_027236281.1.p1, XM_027238914.1.p1
OG0003225	NM_122213.4.p1, NM_111659.4.p1	XM_027271770.1.p1, XM_027207806.1.p1, XM_027208335.1.p1, XM_027209222.1.p1, XM_027209223.1.p1
OG0003226	NM_111682.4.p1, NM_202525.1.p1	XM_027251099.1.p1
OG0003226	NM_129745.3.p1, NM_129744.5.p1	XM_027210998.1.p1, XM_027211651.1.p1
OG0003227	NM_111797.3.p1, NM_120365.4.p1	XM_027222321.1.p1
OG0003228	NM_129662.4.p1, NM_111913.4.p1, NM_120591.2.p1	XM_027213146.1.p1
OG0003229	NM_112716.3.p1	XM_027220943.1.p1, XM_027217823.1.p1
OG0003230	NM_130378.5.p1	XM_027260098.1.p1, XM_027260113.1.p1
OG0003230	NM_113262.4.p1	XM_027260385.1.p1
OG0003231	NM_113367.3.p1	XM_027216449.1.p1
OG0003232	NM_113686.3.p1, NM_180677.2.p1	XM_027219452.1.p1
OG0003233	NM_114929.3.p1	XM_027219597.1.p1
OG0003234	NM_115147.4.p1	XM_027255548.1.p1, XM_027211176.1.p1
OG0003235	NM_115322.4.p1	XM_027239990.1.p1
OG0003236	NM_116565.2.p1	XM_027271412.1.p1
OG0003237	NM_179082.3.p1, NM_118149.4.p1	XM_027231826.1.p1
OG0003238	NM_130121.4.p1	XM_027259221.1.p1, XM_027247556.1.p1, XM_027259220.1.p1
OG0003238	NM_179111.1.p1, NM_118671.3.p1, NM_124556.2.p1	XM_027248092.1.p1
OG0003239	NM_125069.3.p1, NM_118748.3.p1	XM_027209730.1.p1
OG0003240	NM_124719.4.p1, NM_118927.5.p1	XM_027247769.1.p1
OG0003241	NM_128116.3.p1, NM_119397.2.p1	XR_003452189.1.p1, XM_027229504.1.p1, XM_027229500.1.p1, XM_027225726.1.p1, XM_027225718.1.p1, XM_027225728.1.p1, XM_027225720.1.p1
OG0003243	NM_148105.3.p1	XM_027234960.1.p1
OG0003243	NM_119950.2.p1, NM_179183.2.p1, NM_127833.5.p1	XM_027219745.1.p1
OG0003244	NM_121039.5.p1	XM_027223180.1.p1
OG0003245	NM_121186.4.p1	XM_027229434.1.p1
OG0003245	NM_127852.4.p1	XM_027234092.1.p1, XM_027234091.1.p1, XM_027237097.1.p1
OG0003247	NM_122628.3.p1	XM_027238524.1.p1, XM_027238523.1.p1, XM_027234124.1.p1, XM_027234125.1.p1, XM_027232840.1.p1, XM_027214908.1.p1
OG0003248	NM_124089.5.p1, NM_180813.4.p1	XM_027228958.1.p1, XM_027224298.1.p1
OG0003249	NM_180820.2.p1, NM_124156.5.p1	XM_027237450.1.p1
OG0003250	NM_124887.5.p1	XM_027271323.1.p1
OG0003251	NM_124942.3.p1	XM_027208516.1.p1
OG0003252	NM_128268.3.p1	XM_027225781.1.p1
OG0003253	NM_129027.6.p1	XM_027231442.1.p1, XM_027233218.1.p1, XM_027233217.1.p1, XM_027233216.1.p1
OG0003254	NM_130154.4.p1	XM_027252551.1.p1, XM_027252553.1.p1, XM_027252552.1.p1
OG0003255	NM_202194.3.p1, NM_179384.2.p1	XM_027238640.1.p1
OG0003256	NM_179882.2.p1	XM_027270699.1.p1, XM_027231575.1.p1, XR_003454799.1.p1, XM_027244401.1.p1
OG0003257	NM_202366.3.p1	XM_027219228.1.p1, XM_027219225.1.p1, XM_027219227.1.p1, XM_027219226.1.p1
OG0003270	NM_179486.2.p1, NM_104479.2.p1, NM_001035606.4.p1	XM_027205434.1.p1
OG0003271	NM_001344413.1.p1, NM_001036152.1.p1	XM_027224819.1.p1
OG0003272	NM_179836.2.p1, NM_001336329.1.p1, NM_001036380.2.p1, NM_100488.4.p1	XM_027263783.1.p1, XM_027261695.1.p1
OG0003273	NM_001036788.3.p1, NM_001343102.1.p1, NM_001343101.1.p1	XM_027222822.1.p1, XM_027222819.1.p1, XM_027222821.1.p1, XM_027222820.1.p1
OG0003274	NM_125735.4.p1, NM_001344890.1.p1, NM_124418.4.p1	XM_027220710.1.p1, XM_027265621.1.p1
OG0003275	NM_101871.3.p1, NM_001084098.1.p1	XR_003453344.1.p1, XM_027236329.1.p1, XM_027236327.1.p1
OG0003276	NM_119441.5.p1	XM_027228867.1.p1
OG0003277	NM_001335101.1.p1, NM_001084400.2.p1, NM_001335102.1.p1	XM_027244879.1.p1, XM_027241944.1.p1
OG0003278	NM_120298.3.p1	XR_003448928.1.p1, XR_003448930.1.p1, XR_003448932.1.p1, XR_003448927.1.p1, XR_003448931.1.p1, XR_003448933.1.p1, XM_027214079.1.p1, XM_027214082.1.p1, XM_027214081.1.p1, XM_027214078.1.p1, XM_027214080.1.p1, XR_003453802.1.p1, XM_027239026.1.p1, XR_003453801.1.p1, XR_003453803.1.p1, XR_003453799.1.p1, XR_003453804.1.p1, XR_003453800.1.p1, XR_003453305.1.p1, XR_003453306.1.p1, XR_003453307.1.p1
OG0003279	NM_112893.4.p1, NM_001338447.1.p1, NM_001084722.1.p1	XM_027242084.1.p1, XM_027242083.1.p1, XM_027244631.1.p1, XM_027244630.1.p1, XM_027244629.1.p1, XM_027244633.1.p1, XM_027244635.1.p1, XM_027244634.1.p1, XM_027242088.1.p1, XM_027242086.1.p1
OG0003280	NM_001124855.1.p1, NM_127176.4.p1, NM_103823.2.p1	XM_027262809.1.p1, XM_027246949.1.p1, XM_027253461.1.p1
OG0003281	NM_202680.3.p1, NM_001125344.1.p1, NM_114970.5.p1	XM_027217353.1.p1, XM_027223576.1.p1
OG0003282	NM_118523.4.p1, NM_001125492.1.p1, NM_202803.3.p1, NM_117167.4.p1, NM_001160748.1.p1, NM_001160747.1.p1, NM_001340698.1.p1	XM_027228634.1.p1
OG0003283	NM_101117.5.p1, NM_001340757.1.p1, NM_117270.4.p1, NM_001160793.1.p1, NM_118414.4.p1	XM_027224000.1.p1, XM_027228099.1.p1
OG0003284	NM_001198085.1.p1, NM_001332241.1.p1, NM_001332240.1.p1, NM_101523.4.p1, NM_202115.3.p1, NM_001332239.1.p1, NM_001332238.1.p1	XM_027205902.1.p1, XM_027205901.1.p1, XR_003448444.1.p1
OG0003285	NM_001334336.1.p1, NM_202374.3.p1, NM_001198418.1.p1, NM_105460.6.p1	XM_027241400.1.p1, XM_027244276.1.p1
OG0003286	NM_127156.4.p1, NM_001202604.1.p1, NM_119885.3.p1, NM_114943.5.p1	XM_027250055.1.p1
OG0003287	NM_001202807.1.p1, NM_129839.4.p1	XM_027207442.1.p1, XM_027207488.1.p1
OG0003288	NM_001337896.1.p1, NM_001202927.1.p1, NM_120596.4.p1	XM_027246519.1.p1
OG0003289	NM_001202995.1.p1, NM_001338337.1.p1, NM_112728.4.p1	XM_027265829.1.p1
OG0003290	NM_001340044.1.p1, NM_115906.4.p1, NM_001203213.1.p1, NM_001340043.1.p1, NM_115908.4.p1	XM_027250740.1.p1
OG0003291	NM_117346.4.p1, NM_117347.7.p1, NM_001340803.1.p1, NM_001203780.1.p1, NM_001340806.1.p1, NM_001340804.1.p1, NM_001340805.1.p1	XM_027257918.1.p1, XM_027236128.1.p1
OG0003292	NM_001331477.1.p1	XM_027206602.1.p1, XM_027206514.1.p1
OG0003293	NM_001331632.1.p1, NM_115772.4.p1	XM_027207317.1.p1
OG0003294	NM_103972.3.p1, NM_001331897.1.p1	XM_027244131.1.p1
OG0003295	NM_129852.3.p1	XM_027208053.1.p1
OG0003295	NM_001331922.1.p1, NM_100946.3.p1	XM_027244446.1.p1
OG0003296	NM_001332506.1.p1, NM_101997.3.p1	XM_027236797.1.p1, XM_027235159.1.p1
OG0003297	NM_102394.3.p1, NM_001332710.1.p1, NM_202185.2.p1, NM_105574.4.p1	XM_027267858.1.p1, XM_027271059.1.p1
OG0003298	NM_121654.3.p1	XM_027231355.1.p1
OG0003298	NM_001332758.1.p1	XM_027263313.1.p1, XM_027259919.1.p1
OG0003299	NM_001333457.1.p1, NM_112946.5.p1	XM_027207367.1.p1
OG0003300	NM_001333562.1.p1, NM_112431.3.p1, NM_104151.4.p1, NM_179469.3.p1, NM_101416.3.p1	XM_027266954.1.p1, XM_027270132.1.p1
OG0003301	NM_001334244.1.p1, NM_179519.3.p1, NM_179520.1.p1	XM_027220380.1.p1, XM_027220378.1.p1, XM_027223627.1.p1, XR_003451123.1.p1, XR_003451125.1.p1, XM_027223628.1.p1
OG0003302	NM_001335002.1.p1	XM_027266909.1.p1
OG0003302	NM_122426.5.p1, NM_001343911.1.p1	XM_027229546.1.p1
OG0003303	NM_179592.2.p1, NM_001335061.1.p1, NM_105762.3.p1, NM_179369.2.p1, NM_102156.1.p1	XM_027241253.1.p1
OG0003304	NM_127207.4.p1, NM_001335480.1.p1, NM_001335478.1.p1, NM_001335479.1.p1, NM_105918.3.p1	XM_027256323.1.p1, XM_027256322.1.p1, XM_027256320.1.p1
OG0003305	NM_128809.6.p1, NM_001336399.1.p1	XM_027224639.1.p1, XM_027224637.1.p1, XM_027228339.1.p1
OG0003306	NM_128397.3.p1	XM_027230298.1.p1
OG0003307	NM_115376.2.p1, NM_129497.4.p1, NM_001336772.1.p1, NM_179985.2.p1, NM_129500.4.p1	XM_027248755.1.p1
OG0003308	NM_001336931.1.p1, NM_180022.2.p1	XM_027210856.1.p1, XM_027214607.1.p1
OG0003311	NM_112720.2.p1, NM_001338335.1.p1, NM_103778.5.p1	XM_027270471.1.p1
OG0003312	NM_001338778.1.p1, NM_113512.4.p1, NM_113511.6.p1	XM_027257305.1.p1, XM_027257307.1.p1, XM_027257308.1.p1
OG0003314	NM_118279.3.p1, NM_118280.2.p1, NM_001341502.1.p1, NM_001341504.1.p1, NM_001341501.1.p1, NM_001341505.1.p1, NM_148368.2.p1	XM_027249390.1.p1, XM_027255907.1.p1
OG0003315	NM_118817.4.p1, NM_001341832.1.p1, NM_124900.4.p1	XM_027208505.1.p1, XM_027243708.1.p1
OG0003315	NM_126593.5.p1	XM_027205430.1.p1
OG0003316	NM_120676.3.p1, NM_001342847.1.p1	XM_027255091.1.p1
OG0003316	NM_120279.3.p1	XM_027211433.1.p1, XM_027211434.1.p1
OG0003317	NM_120945.3.p1, NM_001343021.1.p1	XM_027242146.1.p1
OG0003318	NM_122517.5.p1, NM_001343963.1.p1	XM_027264196.1.p1, XM_027229449.1.p1
OG0003318	NM_122068.3.p1	XM_027212461.1.p1
OG0003319	NM_123060.3.p1, NM_001344162.1.p1	XM_027219804.1.p1
OG0003320	NM_001344705.1.p1, NM_124062.3.p1	XM_027247640.1.p1, XM_027227118.1.p1, XM_027227119.1.p1
OG0003321	NM_001345144.1.p1, NM_001345145.1.p1, NM_124940.4.p1	XR_003447942.1.p1, XR_003447930.1.p1, XR_003447946.1.p1, XR_003447932.1.p1, XR_003447934.1.p1, XR_003447937.1.p1, XR_003447943.1.p1, XM_027206040.1.p1, XR_003447948.1.p1, XR_003447941.1.p1, XR_003447947.1.p1, XR_003447939.1.p1, XR_003447936.1.p1
OG0003322	NM_100429.3.p1	XM_027213576.1.p1, XM_027209511.1.p1
OG0003322	NM_121148.3.p1	XM_027228659.1.p1, XM_027225040.1.p1
OG0003323	NM_101188.3.p1	XM_027241011.1.p1
OG0003324	NM_101361.3.p1, NM_126218.3.p1	XM_027244420.1.p1, XM_027253028.1.p1
OG0003324	NM_111216.3.p1, NM_121755.3.p1, NM_105306.4.p1	XM_027218736.1.p1
OG0003325	NM_102039.3.p1, NM_106412.4.p1, NM_103564.3.p1	XM_027235074.1.p1
