Orthogroup	Arabidopsis_thaliana_rna_prot	Glycine_max_rna_prot
OG0003176	NM_001333781.1.p1, NM_104522.4.p1	XM_014772867.2.p1, XM_006605740.3.p1, XM_014773257.2.p1, XM_014773258.2.p1, XM_041013193.1.p1, XM_006605746.3.p1, XM_006605745.3.p1, XM_041013552.1.p1, XM_006605744.3.p1, XM_006605742.3.p1, NM_001255537.2.p1
OG0003177	NM_104532.4.p1, NM_001333789.1.p1, NM_116405.6.p1, NM_001340334.1.p1, NM_116407.4.p1, NM_178948.3.p1, NM_116352.3.p1	XM_003531063.5.p1
OG0003178	NM_001333804.1.p1, NM_104565.5.p1	XM_014778298.3.p1, XM_003547733.5.p1, XM_006598730.3.p1, XM_003540086.3.p1
OG0003179	NM_001333854.1.p1, NM_179496.2.p1, NM_001333852.1.p1, NM_104645.4.p1, NM_001333853.1.p1	XM_014774470.3.p1, XM_006578001.4.p1, XM_006581216.4.p1
OG0003180	NM_179507.2.p1, NM_001334052.1.p1, NM_121960.5.p1, NM_121190.3.p1	NM_001369271.1.p1, NM_001250612.1.p1
OG0003181	NM_001334184.1.p1, NM_105172.4.p1, NM_001334183.1.p1	XM_003539982.5.p1, XM_003537609.5.p1, XM_003537610.5.p1, NM_001370965.1.p1, NM_001317486.2.p1
OG0003182	NM_001334408.1.p1	XM_003516270.5.p1, XM_003518707.5.p1, XR_005890192.1.p1, XM_006605485.4.p1, XM_003556639.5.p1
OG0003183	NM_105735.3.p1, NM_001334476.1.p1, NM_105736.2.p1	NM_001253231.1.p1, XM_003533910.4.p1, XM_003533909.3.p1, NM_001251801.2.p1
OG0003184	NM_001334792.1.p1, NM_102047.4.p1	XM_003543736.5.p1, XM_003544107.5.p1, XM_003526561.5.p1, XM_003522540.5.p1
OG0003185	NM_001334839.1.p1, NM_001334838.1.p1, NM_106516.3.p1, NM_001334840.1.p1, NM_001334837.1.p1	XM_026123816.2.p1
OG0003186	NM_001335464.1.p1, NM_127167.4.p1, NM_001335465.1.p1, NM_001342281.1.p1, NM_119602.2.p1, NM_113688.1.p1, NM_113687.3.p1	NM_001354821.1.p1, NM_001354820.1.p1
OG0003187	NM_127994.3.p1, NM_001335931.1.p1, NM_202917.1.p1, NM_119252.4.p1	XM_003546565.5.p1, XM_003542564.5.p1
OG0003188	NM_128946.4.p1, NM_001336475.1.p1	XM_003542668.5.p1, XM_003529306.5.p1, XM_003542970.5.p1, XM_041009939.1.p1
OG0003189	NM_001338322.1.p1, NM_112690.4.p1	XM_003528920.4.p1, XM_003534098.4.p1
OG0003190	NM_113295.3.p1, NM_001338662.1.p1	XM_006580087.4.p1, XM_041015518.1.p1, XM_014775685.3.p1, XM_041018096.1.p1, XM_041018099.1.p1, XM_041018098.1.p1, XM_014778875.3.p1
OG0003191	NM_001340625.1.p1, NM_117030.4.p1	XM_003556151.4.p1
OG0003192	NM_148321.3.p1, NM_001340964.1.p1	XM_014762866.3.p1, XM_014762867.3.p1, XM_014764041.3.p1, XM_041005939.1.p1, XM_041005938.1.p1
OG0003193	NM_001341125.1.p1, NM_117768.4.p1, NM_124116.3.p1, NM_117839.4.p1	XM_003517365.5.p1, XM_003538696.5.p1, XM_003550864.5.p1, XM_014775501.2.p1
OG0003194	NM_118553.6.p1, NM_001341653.1.p1	XM_006581096.4.p1, XM_006581097.4.p1, XM_006577902.4.p1, XM_006601295.3.p1, XM_006596479.4.p1
OG0003195	NM_001342844.1.p1, NM_001342841.1.p1, NM_001342843.1.p1, NM_001342842.1.p1, NM_001342846.1.p1, NM_120675.5.p1	XM_014770180.2.p1, XM_014770178.2.p1, XM_006601648.3.p1
OG0003196	NM_001343124.1.p1	XM_003549171.4.p1, XM_006596080.4.p1
OG0003197	NM_001343191.1.p1, NM_001343938.1.p1, NM_122465.4.p1	XM_003526389.5.p1, NM_001255408.2.p1, XM_026125273.2.p1, XM_026125274.2.p1, NM_001362437.1.p1
OG0003198	NM_001343218.1.p1, NM_180478.1.p1, NM_121224.4.p1, NM_203038.3.p1	XM_026124284.2.p1, XM_026124283.1.p1, XM_006601832.4.p1
OG0003199	NM_001343272.1.p1, NM_001343273.1.p1, NM_121344.6.p1	XM_041011746.1.p1, XM_041011747.1.p1, XM_041011749.1.p1
OG0003200	NM_001343299.1.p1	XM_003519891.5.p1, XM_003553271.5.p1, XM_003548768.5.p1
OG0003201	NM_001343411.1.p1, NM_001343413.1.p1, NM_001343412.1.p1, NM_121567.5.p1	XM_003554908.5.p1, NM_001255146.2.p1, NM_001255848.2.p1
OG0003202	NM_122221.3.p1, NM_001343791.1.p1, NM_120906.6.p1	XR_416692.3.p1, XR_005887109.1.p1, XM_041007330.1.p1
OG0003203	NM_122560.2.p1, NM_180750.2.p1, NM_180749.4.p1, NM_001343982.1.p1	XM_003544791.5.p1, XM_003519160.5.p1
OG0003204	NM_123088.4.p1, NM_001344176.1.p1	XM_006595494.4.p1, XM_014766485.3.p1
OG0003205	NM_106137.5.p1	XM_041014907.1.p1, XM_014776556.3.p1
OG0003207	NM_001345277.1.p1	XM_003518175.5.p1, XM_003550635.5.p1
OG0003208	NM_100357.5.p1	XR_005890438.1.p1, XM_041013604.1.p1, XM_003535173.5.p1
OG0003209	NM_100482.2.p1, NM_100483.3.p1, NM_128696.4.p1, NM_115810.4.p1	XM_003541109.4.p1, XM_003537887.5.p1, XM_003546857.4.p1, XM_003543516.5.p1
OG0003210	NM_100588.4.p1, NM_128561.5.p1, NM_125246.4.p1	XM_003516909.5.p1, XM_003556121.5.p1, XM_003536355.5.p1
OG0003211	NM_102038.5.p1	XM_003526574.5.p1, XM_014765348.3.p1, NM_001248351.2.p1
OG0003211	NM_104559.4.p1, NM_100830.5.p1	NM_001248192.2.p1, XM_003524965.5.p1
OG0003212	NM_101173.5.p1	XM_041011989.1.p1, XM_041011988.1.p1, XM_006591422.4.p1
OG0003213	NM_101286.3.p1, NM_102444.3.p1	XM_003517747.5.p1
OG0003214	NM_101340.4.p1, NM_179332.3.p1	XM_003524094.5.p1, XM_006580028.4.p1, XM_006585010.4.p1, XM_006583694.4.p1, XM_006605412.4.p1
OG0003215	NM_101410.4.p1	XM_006597065.4.p1, NM_001248285.2.p1
OG0003216	NM_117048.4.p1, NM_103125.5.p1, NM_102125.4.p1	XM_041005549.1.p1, XM_041005547.1.p1, NM_001251171.2.p1, NM_001249679.2.p1, NM_001248643.2.p1, XM_006574723.4.p1
OG0003217	NM_102888.3.p1	NM_001317682.2.p1
OG0003218	NM_103190.2.p1	XM_003527855.4.p1, XM_003523768.5.p1
OG0003219	NM_103991.1.p1, NM_103950.1.p1	XM_026127434.1.p1
OG0003220	NM_103971.2.p1	XM_014779411.3.p1, XM_014779409.2.p1, NM_001254480.3.p1, XR_003267813.2.p1
OG0003221	NM_104404.4.p1, NM_112207.4.p1	NM_001253251.3.p1, XM_003520322.5.p1, XM_003530041.3.p1
OG0003222	NM_104807.3.p1	XM_026125228.2.p1
OG0003222	NM_124810.4.p1	XM_003541810.5.p1, XM_003539536.5.p1
OG0003223	NM_105399.2.p1	XM_006580061.4.p1, XM_006580059.4.p1, XM_014778859.3.p1, XM_006585062.4.p1, XM_006585064.4.p1, XM_003537484.5.p1, XM_006591382.4.p1, XM_003552731.5.p1
OG0003224	NM_106374.4.p1	XM_006581539.4.p1, XM_003527907.5.p1, XM_041007878.1.p1, XM_006593716.4.p1, XM_006596182.3.p1
OG0003225	NM_122213.4.p1, NM_111659.4.p1	XM_003542265.5.p1, XM_003555620.5.p1, XM_003534833.5.p1, XM_003547233.4.p1
OG0003226	NM_111682.4.p1, NM_202525.1.p1	XM_041005610.1.p1, XM_041009449.1.p1, NM_001254346.2.p1, XM_003534349.5.p1
OG0003227	NM_111797.3.p1, NM_120365.4.p1	XM_003554308.4.p1, XM_003537200.5.p1, XM_003542448.4.p1
OG0003228	NM_129662.4.p1, NM_111913.4.p1, NM_120591.2.p1	XM_006575085.4.p1, XM_041014009.1.p1, XM_003521063.5.p1, XM_006604250.4.p1
OG0003229	NM_112716.3.p1	XR_005889941.1.p1, XM_006588585.4.p1
OG0003230	NM_113262.4.p1	XM_006594375.4.p1
OG0003231	NM_113367.3.p1	XM_041016939.1.p1, XM_006583317.4.p1, XM_026129189.2.p1
OG0003232	NM_113686.3.p1, NM_180677.2.p1	XM_003524508.5.p1, XM_041012806.1.p1, XM_006603718.4.p1
OG0003233	NM_114929.3.p1	XM_003517986.4.p1, XM_014765183.3.p1, XM_003547943.5.p1
OG0003234	NM_115147.4.p1	XM_026126971.2.p1, XM_041012650.1.p1, NM_001365114.1.p1, XM_026124047.2.p1
OG0003235	NM_115322.4.p1	XM_003536872.5.p1, XM_003520142.5.p1, XM_003553431.5.p1, XM_003521222.5.p1
OG0003236	NM_116565.2.p1	XM_003540285.4.p1, NM_001255788.2.p1, XM_003540829.5.p1, XM_003526252.5.p1
OG0003237	NM_179082.3.p1, NM_118149.4.p1	XM_006599127.4.p1
OG0003238	NM_130121.4.p1	XM_003529938.5.p1, XM_041014335.1.p1
OG0003239	NM_125069.3.p1, NM_118748.3.p1	XM_006601169.4.p1, XM_003545327.5.p1, XM_006578015.4.p1, XM_003546407.4.p1, XM_014761966.3.p1, XM_003550586.5.p1, XM_003543677.4.p1
OG0003240	NM_124719.4.p1, NM_118927.5.p1	NM_001254576.2.p1, XM_003526661.5.p1
OG0003241	NM_128116.3.p1, NM_119397.2.p1	XM_003524143.4.p1, XM_003532698.4.p1, XR_003267856.2.p1
OG0003242	NM_119688.4.p1	XM_006605905.3.p1, XR_005890282.1.p1, XM_003555906.3.p1, XM_041005961.1.p1, NM_001253968.2.p1
OG0003243	NM_148105.3.p1	XM_003526475.5.p1, XM_003522690.5.p1, XM_003519166.5.p1, XM_003544211.5.p1
OG0003243	NM_119950.2.p1, NM_179183.2.p1, NM_127833.5.p1	XM_003534217.5.p1, XM_003517085.5.p1
OG0003244	NM_121039.5.p1	XM_003525025.5.p1, XM_003531329.5.p1, XM_003523216.5.p1
OG0003245	NM_121186.4.p1	XR_005891129.1.p1, XM_006578147.4.p1, XM_006581356.4.p1, XM_006581357.4.p1
OG0003245	NM_127852.4.p1	XM_003541485.5.p1, XM_003529279.4.p1
OG0003247	NM_122628.3.p1	XR_005891234.1.p1, XR_005891232.1.p1, XR_003266745.2.p1, XR_005891236.1.p1, XM_006578242.4.p1, XR_003266746.2.p1, XM_006578241.3.p1, XR_005891969.1.p1, XR_005891971.1.p1, XR_003267358.2.p1, XR_003267357.2.p1, XM_041016377.1.p1
OG0003248	NM_124089.5.p1, NM_180813.4.p1	XM_006572739.4.p1, XM_006590517.4.p1, XM_006600789.4.p1, XM_003549892.5.p1, XM_006580595.4.p1
OG0003249	NM_180820.2.p1, NM_124156.5.p1	XM_003549340.5.p1, XM_014767055.3.p1, XM_003525852.5.p1, XM_006581184.3.p1
OG0003250	NM_124887.5.p1	XM_006602134.4.p1, XM_003532086.5.p1, NM_001361186.1.p1
OG0003251	NM_124942.3.p1	XM_003532121.5.p1, XM_041012107.1.p1
OG0003252	NM_128268.3.p1	XM_006585629.4.p1, XM_003530320.5.p1, XM_006582334.4.p1, XM_003523881.5.p1
OG0003253	NM_129027.6.p1	XM_003547280.5.p1, XM_006586777.4.p1
OG0003254	NM_130154.4.p1	XM_003534513.4.p1, XM_006587787.3.p1, XM_003552348.5.p1, XM_014770473.3.p1, XM_006583228.4.p1, XM_014773413.3.p1
OG0003255	NM_202194.3.p1, NM_179384.2.p1	XM_003544438.5.p1, XM_006595928.4.p1, XM_026126480.2.p1, XM_026126479.2.p1, XM_003525888.5.p1
OG0003256	NM_179882.2.p1	XM_003556539.5.p1, XM_003536770.5.p1, XM_041006040.1.p1, XM_003531864.5.p1, XM_003551754.5.p1
OG0003257	NM_202366.3.p1	XM_041008728.1.p1, XM_014769588.3.p1, XM_014769586.3.p1, XM_014769589.3.p1, XM_014769591.3.p1, NM_001255400.2.p1, XM_006595520.4.p1, XM_006595519.4.p1
OG0003270	NM_179486.2.p1, NM_104479.2.p1, NM_001035606.4.p1	NM_001248972.1.p1, NM_001251326.2.p1
OG0003271	NM_001344413.1.p1, NM_001036152.1.p1	XM_003538632.5.p1
OG0003272	NM_179836.2.p1, NM_001336329.1.p1, NM_001036380.2.p1, NM_100488.4.p1	XM_003538993.5.p1, XM_003541108.5.p1, XM_006597158.4.p1, XM_003543519.4.p1
OG0003273	NM_001036788.3.p1, NM_001343102.1.p1, NM_001343101.1.p1	XM_003551990.5.p1, XM_006591436.4.p1, XM_006591434.4.p1, XM_041011998.1.p1
OG0003274	NM_125735.4.p1, NM_001344890.1.p1, NM_124418.4.p1	XM_003549797.5.p1, XM_003525644.5.p1
OG0003275	NM_101871.3.p1, NM_001084098.1.p1	XM_006578963.3.p1, XM_003549423.5.p1, XM_003544337.5.p1
OG0003276	NM_119441.5.p1	XM_003526448.5.p1
OG0003276	NM_001084233.2.p1, NM_104096.3.p1	XM_003530064.4.p1, XM_006585513.4.p1, XM_003530061.5.p1, XM_003531604.5.p1
OG0003277	NM_001335101.1.p1, NM_001084400.2.p1, NM_001335102.1.p1	XM_006580013.4.p1, XM_003524785.5.p1, XR_005891505.1.p1, XM_003532629.5.p1, XM_026128461.2.p1
OG0003278	NM_120298.3.p1	XM_003529052.5.p1, XM_006601691.3.p1
OG0003279	NM_112893.4.p1, NM_001338447.1.p1, NM_001084722.1.p1	XM_003556338.3.p1, XM_041005249.1.p1
OG0003280	NM_001124855.1.p1, NM_127176.4.p1, NM_103823.2.p1	XM_006595329.1.p1, XM_006595323.1.p1, XM_003534760.4.p1, XM_006578961.1.p1, XM_006582401.1.p1
OG0003281	NM_202680.3.p1, NM_001125344.1.p1, NM_114970.5.p1	XM_014763521.3.p1, XM_041006439.1.p1, NM_001253956.1.p1, NM_001249728.1.p1
OG0003282	NM_118523.4.p1, NM_001125492.1.p1, NM_202803.3.p1, NM_117167.4.p1, NM_001160748.1.p1, NM_001160747.1.p1, NM_001340698.1.p1	XM_003517456.4.p1, XM_014763767.3.p1
OG0003283	NM_101117.5.p1, NM_001340757.1.p1, NM_117270.4.p1, NM_001160793.1.p1, NM_118414.4.p1	XM_041006561.1.p1, XM_003517395.5.p1, XM_014776839.3.p1, XM_003550846.5.p1, XM_003525509.5.p1
OG0003284	NM_001198085.1.p1, NM_001332241.1.p1, NM_001332240.1.p1, NM_101523.4.p1, NM_202115.3.p1, NM_001332239.1.p1, NM_001332238.1.p1	XM_003531451.5.p1, XM_003546739.5.p1
OG0003285	NM_001334336.1.p1, NM_202374.3.p1, NM_001198418.1.p1, NM_105460.6.p1	XM_014769456.3.p1, XM_003519667.5.p1, XM_003551996.4.p1, XM_003531937.5.p1
OG0003286	NM_114943.5.p1	XM_003519866.4.p1, XM_003548859.4.p1
OG0003287	NM_001202807.1.p1, NM_129839.4.p1	NM_001369297.1.p1
OG0003288	NM_001337896.1.p1, NM_001202927.1.p1, NM_120596.4.p1	XM_041012514.1.p1, XM_006604255.4.p1, XM_006604256.3.p1, XM_006576710.4.p1, XM_006576709.4.p1, XM_006575061.4.p1
OG0003289	NM_001202995.1.p1, NM_001338337.1.p1, NM_112728.4.p1	NM_001249298.2.p1, NM_001248344.2.p1
OG0003290	NM_001340044.1.p1, NM_115906.4.p1, NM_001203213.1.p1, NM_001340043.1.p1, NM_115908.4.p1	XM_003529000.4.p1, XM_014777920.2.p1, XM_041017686.1.p1, XM_006586098.3.p1, XM_006606901.4.p1, XM_006606899.4.p1, XM_006606900.4.p1, XM_003556897.5.p1
OG0003291	NM_117346.4.p1, NM_117347.7.p1, NM_001340803.1.p1, NM_001203780.1.p1, NM_001340806.1.p1, NM_001340804.1.p1, NM_001340805.1.p1	XM_006580283.3.p1, XM_006584595.4.p1, XM_006584594.4.p1, XM_003526831.5.p1, XM_006578714.4.p1, XM_006578713.4.p1
OG0003292	NM_001331477.1.p1	XM_006595070.4.p1, XM_014766132.3.p1, XR_005888046.1.p1, XR_005888045.1.p1, XR_005888044.1.p1, XR_005887805.1.p1, XM_041009525.1.p1, XR_005888583.1.p1, XR_005888584.1.p1, XR_005888575.1.p1, XR_005888564.1.p1, XR_005888581.1.p1, XR_005888569.1.p1, XR_005888577.1.p1, XR_005888565.1.p1, XR_005888572.1.p1, XR_005888566.1.p1, XR_005888576.1.p1, XR_005888579.1.p1, XR_005888574.1.p1
OG0003293	NM_001331632.1.p1, NM_115772.4.p1	XM_041012353.1.p1, XM_041012352.1.p1, XM_026129771.2.p1, XM_014770980.3.p1
OG0003294	NM_103972.3.p1, NM_001331897.1.p1	XM_026124559.2.p1, XM_014764032.3.p1
OG0003295	NM_129852.3.p1	XM_003551871.5.p1, XM_003532047.5.p1
OG0003295	NM_001331922.1.p1, NM_100946.3.p1	XM_003519751.5.p1, XM_003517667.4.p1
OG0003296	NM_001332506.1.p1, NM_101997.3.p1	XM_014776368.3.p1, NM_001357921.1.p1, XM_014776369.3.p1, NM_001357920.1.p1, NM_001357919.1.p1, XM_041009092.1.p1, NM_001357959.1.p1
OG0003297	NM_102394.3.p1, NM_001332710.1.p1, NM_202185.2.p1, NM_105574.4.p1	NM_001370422.1.p1, XM_003518744.5.p1
OG0003298	NM_121654.3.p1	XM_006606368.4.p1, XM_003556388.5.p1, XM_006606366.4.p1, NM_001250684.2.p1, XM_003552394.5.p1
OG0003298	NM_001332758.1.p1	NM_001249879.2.p1, XM_014770330.3.p1
OG0003299	NM_001333457.1.p1, NM_112946.5.p1	XM_014779396.3.p1, XM_014779395.3.p1, XM_041004712.1.p1, XM_003518473.5.p1, XM_003544948.5.p1
OG0003301	NM_001334244.1.p1, NM_179519.3.p1, NM_179520.1.p1	XM_003544188.5.p1, XM_014767065.3.p1, XM_003519295.5.p1, XM_006595844.3.p1, XM_041009296.1.p1
OG0003302	NM_001335002.1.p1	XM_006583043.4.p1, XM_003529734.5.p1, XM_003531681.5.p1
OG0003302	NM_122426.5.p1, NM_001343911.1.p1	XM_003526175.5.p1, XM_003523628.5.p1, XM_006596017.4.p1, XM_003550156.3.p1, XM_003544551.5.p1
OG0003303	NM_179592.2.p1, NM_001335061.1.p1, NM_105762.3.p1, NM_179369.2.p1, NM_102156.1.p1	NM_001280570.1.p1, NM_001357709.1.p1, XM_041016877.1.p1, XR_001386757.3.p1, XM_006605305.4.p1, XM_003529363.5.p1, XM_006605306.4.p1, NM_001289387.1.p1
OG0003304	NM_127207.4.p1, NM_001335480.1.p1, NM_001335478.1.p1, NM_001335479.1.p1, NM_105918.3.p1	XM_003537780.3.p1
OG0003305	NM_128809.6.p1, NM_001336399.1.p1	XM_014778625.2.p1, XM_006584645.3.p1, XR_003267102.2.p1, XR_001388475.3.p1, XR_001388480.3.p1, XR_001388478.3.p1, XM_014775824.3.p1, XR_001388479.3.p1
OG0003306	NM_001336643.1.p1	NM_001249739.2.p1
OG0003306	NM_128397.3.p1	NM_001250118.2.p1, NM_001362805.1.p1, XM_041007066.1.p1, NM_001249630.2.p1
OG0003307	NM_115376.2.p1, NM_129497.4.p1, NM_001336772.1.p1, NM_179985.2.p1, NM_129500.4.p1	XM_014763442.3.p1, XM_003536730.4.p1, XM_006606491.4.p1
OG0003308	NM_001336931.1.p1, NM_180022.2.p1	XM_003554121.5.p1, XM_006576751.4.p1
OG0003309	NM_124190.4.p1, NM_001337745.1.p1, NM_001337744.1.p1	XM_006595603.4.p1, XM_006595599.4.p1, XM_003519616.5.p1, XM_003542266.4.p1, XM_006605597.3.p1
OG0003311	NM_112720.2.p1, NM_001338335.1.p1, NM_103778.5.p1	XM_003528901.4.p1, XM_041005017.1.p1
OG0003312	NM_001338778.1.p1, NM_113512.4.p1, NM_113511.6.p1	XM_003547497.4.p1, NM_001251692.2.p1
OG0003313	NM_001339627.1.p1, NM_115231.4.p1, NM_129310.3.p1	XM_003554273.5.p1, XM_003521288.5.p1, XM_003537124.5.p1, XM_014762958.3.p1, XM_003542412.5.p1
OG0003314	NM_118279.3.p1, NM_118280.2.p1, NM_001341502.1.p1, NM_001341504.1.p1, NM_001341501.1.p1, NM_001341505.1.p1, NM_148368.2.p1	XM_041017968.1.p1, XM_003530935.5.p1, XM_014769572.1.p1
OG0003315	NM_118817.4.p1, NM_001341832.1.p1, NM_124900.4.p1	XM_003544725.4.p1, XM_003519545.5.p1
OG0003315	NM_126593.5.p1	XM_006575518.4.p1, XM_006595767.4.p1
OG0003316	NM_120676.3.p1, NM_001342847.1.p1	XM_003552808.5.p1, XM_003538385.5.p1, XM_006575462.4.p1, XM_041009276.1.p1
OG0003316	NM_120279.3.p1	XM_041017049.1.p1, XM_014771219.3.p1
OG0003317	NM_120945.3.p1, NM_001343021.1.p1	XM_026124195.2.p1, XM_041006019.1.p1, XM_003536707.5.p1, XM_003555779.5.p1
OG0003318	NM_122517.5.p1, NM_001343963.1.p1	XM_006601157.3.p1, XM_006595971.4.p1
OG0003318	NM_122068.3.p1	XM_006586971.4.p1, XM_041009650.1.p1
OG0003319	NM_123060.3.p1, NM_001344162.1.p1	XM_014769457.3.p1, XM_006575403.4.p1, XM_006596428.4.p1, XM_014764178.3.p1, XM_003553089.5.p1
OG0003320	NM_001344705.1.p1, NM_124062.3.p1	XM_006587539.4.p1, XM_041009575.1.p1
OG0003321	NM_001345144.1.p1, NM_001345145.1.p1, NM_124940.4.p1	XM_006595636.4.p1, XM_006575642.4.p1
OG0003322	NM_100429.3.p1	XM_006600667.4.p1
OG0003322	NM_121148.3.p1	XM_006581287.4.p1
OG0003323	NM_101188.3.p1	XM_003524982.5.p1
OG0003324	NM_101361.3.p1, NM_126218.3.p1	NM_001254019.2.p1, XM_003531105.5.p1
OG0003324	NM_111216.3.p1, NM_121755.3.p1, NM_105306.4.p1	XM_003538347.5.p1, XM_003552932.4.p1
OG0003325	NM_102039.3.p1, NM_106412.4.p1, NM_103564.3.p1	NM_001252694.1.p1, NM_001254270.1.p1, NM_001253007.1.p1, NM_001252952.1.p1
OG0003326	NM_102127.4.p1	XM_041014682.1.p1, XM_041015086.1.p1, XM_006578949.4.p1, XM_006578951.4.p1, XM_014775022.2.p1, XM_041007540.1.p1, XM_041007539.1.p1, XM_003540507.5.p1, XM_006592936.4.p1, XM_014765130.3.p1, XM_006592931.4.p1
OG0003327	NM_123956.4.p1, NM_102655.4.p1	XM_003541657.4.p1, XM_003545980.5.p1
OG0003328	NM_105896.4.p1, NM_111349.4.p1, NM_180184.2.p1	NM_001250495.1.p1, XM_003547819.4.p1, XM_041017618.1.p1, XM_041017617.1.p1, NM_001255415.3.p1
OG0003329	NM_106451.3.p1	XM_003526544.5.p1, NM_001251543.2.p1
OG0003330	NM_106701.3.p1	XM_003533812.5.p1, XM_003546536.5.p1, XM_006600655.4.p1, XM_041008166.1.p1
OG0003331	NM_110984.3.p1	NM_001248882.1.p1
OG0003332	NM_111471.3.p1	XM_003535610.5.p1, XM_003555288.5.p1
OG0003333	NM_120239.3.p1, NM_111723.4.p1, NM_180213.2.p1, NM_123066.4.p1	NM_001251268.2.p1, NM_001250515.1.p1, NM_001248432.2.p1
OG0003334	NM_112814.2.p1	XM_003518790.5.p1, XM_014778150.3.p1
OG0003335	NM_112949.3.p1	XM_026128989.2.p1, NM_001255447.2.p1, XM_006592816.4.p1
OG0003336	NM_113620.4.p1	NM_001250804.1.p1, XM_003521417.5.p1, XM_003553880.4.p1, XM_003547597.5.p1
OG0003337	NM_118584.3.p1	XM_003526504.5.p1, XM_003519156.3.p1
OG0003337	NM_117458.4.p1, NM_113289.3.p1	NM_001254409.2.p1, XM_003531173.5.p1
OG0003338	NM_126046.3.p1, NM_114951.3.p1	XM_041006209.1.p1, NM_001370606.1.p1, XM_014765157.3.p1, XM_014769125.3.p1, XM_014769124.3.p1, XM_006599300.4.p1, XM_041010498.1.p1, XM_003517167.5.p1
OG0003339	NM_115011.3.p1	NM_001312657.1.p1, XM_041010429.1.p1, XM_014769162.2.p1, XM_041010431.1.p1, XM_003548750.4.p1, XM_003534175.4.p1
OG0003340	NM_129777.4.p1, NM_115662.2.p1	NM_001317516.1.p1
OG0003341	NM_115885.3.p1	XM_003547479.5.p1, XM_003530059.5.p1, XM_003520991.5.p1
OG0003342	NM_116120.3.p1	XM_003518783.5.p1, XM_041005545.1.p1, NM_001249483.2.p1, XM_006604675.4.p1
OG0003343	NM_116359.6.p1	XM_006587768.4.p1, XM_006587770.4.p1, XM_003533548.5.p1
OG0003344	NM_116512.2.p1	XM_026128053.2.p1, XM_026126973.2.p1, XM_006576835.4.p1
OG0003345	NM_117248.5.p1	XM_006572798.4.p1, XM_003538368.5.p1
OG0003346	NM_117342.3.p1	XM_003545436.2.p1, XM_003519635.5.p1
OG0003346	NM_124955.4.p1	XM_006603083.4.p1, XM_003532130.5.p1
OG0003347	NM_130068.3.p1	XM_006583485.4.p1, XM_014773708.2.p1
OG0003347	NM_117765.4.p1	XM_003516615.5.p1, XM_003538692.5.p1
OG0003348	NM_118687.3.p1	XM_041005923.1.p1, XM_041005924.1.p1, NM_001250112.2.p1
OG0003349	NM_128805.4.p1	XM_041011930.1.p1, XM_041011929.1.p1
OG0003350	NM_118905.4.p1	XM_006578805.4.p1, XM_014776411.3.p1, XM_041016463.1.p1, XM_003523264.5.p1
OG0003351	NM_118977.1.p1, NM_119401.3.p1	XM_003540873.5.p1, XM_003526226.5.p1, XM_003541856.4.p1
OG0003352	NM_128154.5.p1, NM_119448.4.p1	XM_003525931.5.p1, XM_006578010.3.p1, XM_014774474.3.p1, NM_001249635.1.p1, XM_003550235.5.p1
OG0003353	NM_119930.3.p1, NM_202972.5.p1, NM_127856.4.p1	XM_003550925.5.p1, XM_003517304.5.p1, XM_014776336.2.p1, XR_001383433.3.p1
OG0003354	NM_120129.3.p1	XM_003552062.5.p1, XM_006591341.3.p1
OG0003356	NM_120229.4.p1	XM_003530233.5.p1
OG0003357	NM_120363.3.p1	XM_026124961.2.p1, XM_041008706.1.p1, XM_041008711.1.p1, XM_026124962.2.p1, XM_014765307.3.p1, XM_014765318.3.p1, XM_014765301.3.p1, XM_041008704.1.p1, XM_014765300.3.p1, XM_041008710.1.p1, XM_014765317.3.p1, XM_014765306.3.p1, XM_041008705.1.p1, XM_014765314.3.p1, XM_014765312.3.p1, XM_041008708.1.p1, XM_003530600.5.p1, XM_003528125.5.p1, XM_006581885.4.p1
OG0003358	NM_147850.3.p1, NM_120954.3.p1, NM_120953.4.p1	XM_003555884.5.p1, XM_003536602.5.p1
OG0003359	NM_121308.2.p1	NM_001248983.2.p1, XM_041015980.1.p1, XM_003523005.4.p1, XM_014774769.3.p1
OG0003360	NM_122434.3.p1, NM_122435.5.p1, NM_125885.3.p1	XM_041016039.1.p1
OG0003361	NM_180761.1.p1, NM_180762.3.p1, NM_122885.2.p1	XM_003546530.5.p1, XM_003533808.5.p1, XM_003542611.5.p1, NM_001255040.2.p1
OG0003362	NM_123333.2.p1	XM_006605406.4.p1
OG0003363	NM_125190.4.p1, NM_125202.2.p1	XM_006600493.3.p1, XM_041011091.1.p1, XM_014765572.3.p1
OG0003364	NM_127118.4.p1	NM_001250745.2.p1, NM_001251710.2.p1
OG0003366	NM_128762.2.p1, NM_128763.4.p1	NM_001251054.1.p1, NM_001250435.2.p1
OG0003367	NM_201893.2.p1, NM_129299.4.p1	XM_041012605.1.p1, XM_006604472.3.p1, XM_003520582.5.p1, XM_003541343.5.p1, XM_014765499.3.p1, XM_014765498.3.p1, XM_041006324.1.p1, XM_014762965.3.p1, XM_014762966.3.p1
OG0003368	NM_129397.3.p1	XM_041011713.1.p1, XM_003551546.5.p1, XM_041005213.1.p1
OG0003369	NM_129570.4.p1	XM_014769890.3.p1, XM_003544035.5.p1, XM_041009261.1.p1
OG0003370	NM_129608.3.p1	XM_003522452.5.p1, XM_003526774.5.p1
