Orthogroup	Arabidopsis_thaliana_rna_prot	Vitis_vinifera_rna_prot
OG0005848	NM_126095.2.p1	XM_059738422.1.p1, XM_059738423.1.p1
OG0005849	NM_126690.7.p1	XM_010658411.3.p1
OG0005850	NM_201732.2.p1, NM_127048.6.p1	XM_002264615.5.p1
OG0005851	NM_127085.5.p1	XM_002282545.5.p1, XM_010649593.3.p1
OG0005852	NM_127130.2.p1	XM_002285099.4.p1
OG0005853	NM_127150.5.p1	XM_010649497.3.p1
OG0005854	NM_128858.4.p1	XM_002274660.5.p1, XM_010658931.3.p1
OG0005855	NM_129002.3.p1, NM_129001.3.p1	XM_002276577.4.p1
OG0005856	NM_129622.4.p1	XM_002280316.5.p1
OG0005857	NM_130320.4.p1	XM_002272428.4.p1
OG0005858	NM_130348.3.p1	XM_010653744.3.p1
OG0005859	NM_130363.5.p1	XM_002269568.5.p1
OG0005860	NM_180168.2.p1, NM_202479.2.p1	XM_059742436.1.p1
OG0005861	NM_202739.1.p1, NM_180398.4.p1	XM_002274858.5.p1
OG0005862	NM_180712.3.p1	XM_002282976.5.p1
OG0005863	NM_202857.2.p1	XM_019219984.2.p1
OG0005864	NR_139360.1.p1, NR_139359.1.p1	XM_002283430.5.p1
OG0005889	NM_111002.2.p1, NM_001035540.3.p1	XM_002280749.4.p1, XR_787640.3.p1, XM_010662673.3.p1, XM_010662674.3.p1, XR_787641.3.p1
OG0005890	NM_001035614.2.p1, NM_112201.5.p1	XM_010653066.3.p1, XM_059737322.1.p1, XM_019220740.2.p1, XM_019220739.2.p1
OG0005891	NM_117530.3.p1, NM_001160761.2.p1, NM_113208.3.p1, NM_001035667.1.p1	XM_010651704.3.p1
OG0005892	NM_114677.3.p1, NM_001035752.1.p1, NM_114678.4.p1	XM_002280750.5.p1, XM_002283931.5.p1, XM_002280693.5.p1, XM_010664719.3.p1
OG0005893	NM_001035761.1.p1, NM_114985.3.p1, NM_126012.4.p1	XM_002278126.4.p1, XM_002264016.4.p1
OG0005894	NM_001036067.2.p1, NM_103320.3.p1	XR_788164.3.p1, XM_010665978.3.p1
OG0005895	NM_001036275.3.p1, NM_001335382.1.p1	XM_002268273.4.p1
OG0005896	NM_001036594.1.p1, NM_118108.8.p1, NM_123870.3.p1, NM_001203543.2.p1, NM_001125904.2.p1, NM_001125903.2.p1	XM_002277850.5.p1, XM_010650364.3.p1
OG0005897	NM_118439.4.p1, NM_001036624.1.p1, NM_001203879.2.p1	XM_010662425.3.p1, XM_002273590.4.p1
OG0005898	NM_118942.4.p1, NM_001036657.1.p1	XM_002270420.5.p1
OG0005899	NM_001084127.1.p1, NM_102365.5.p1	XM_059737975.1.p1, XM_002278809.5.p1
OG0005901	NM_001336828.1.p1, NM_001084560.1.p1	XM_002273709.5.p1
OG0005902	NM_111838.4.p1, NM_001084660.1.p1	XR_009466454.1.p1, XM_059739196.1.p1, XM_059739197.1.p1, XR_009466455.1.p1
OG0005903	NM_112372.3.p1, NM_001084688.1.p1, NM_001125158.1.p1	XM_010645862.3.p1
OG0005904	NM_001084899.2.p1, NM_179642.5.p1	XM_002277841.5.p1
OG0005905	NM_001084957.2.p1, NM_001203870.2.p1, NM_118361.4.p1, NM_001341534.1.p1	XM_059740045.1.p1
OG0005906	NM_001085036.5.p1, NM_001204010.1.p1	XM_002282449.4.p1
OG0005907	NM_122261.3.p1, NM_001085148.2.p1	XM_002284530.4.p1
OG0005908	NM_001344222.1.p1, NM_001085208.2.p1, NM_123144.4.p1, NM_001203503.1.p1	XM_059742467.1.p1, XM_010662033.3.p1, XM_010662034.3.p1, XM_010662035.3.p1
OG0005909	NM_001085286.2.p1	XM_002281712.5.p1
OG0005910	NM_112611.3.p1, NM_001123974.1.p1	XM_003631937.4.p1
OG0005911	NM_001124016.2.p1, NM_001333645.1.p1, NM_202298.3.p1, NM_202297.3.p1	XM_003632666.4.p1
OG0005912	NM_001124048.3.p1, NM_001333903.1.p1, NM_001333902.1.p1, NM_001198343.2.p1	XM_002267212.4.p1
OG0005913	NM_001339984.1.p1, NM_001339983.1.p1, NM_001125386.1.p1	XM_002268298.5.p1
OG0005914	NM_122231.4.p1, NM_001125791.2.p1, NM_120913.6.p1	XM_002268443.5.p1
OG0005915	NM_119043.3.p1, NM_001160800.1.p1	XM_002284211.4.p1
OG0005916	NM_001160881.2.p1, NM_101962.4.p1, NM_001198123.1.p1, NM_106320.4.p1	XM_010665751.2.p1
OG0005917	NM_001161091.1.p1, NM_201906.3.p1	XM_059741713.1.p1, XM_002272486.4.p1, XM_010647121.3.p1, XM_059734542.1.p1
OG0005918	NM_111425.5.p1, NM_001161121.1.p1, NM_001337589.1.p1	XM_010661337.3.p1
OG0005919	NM_001161167.1.p1, NM_113211.2.p1	XM_002284352.5.p1
OG0005920	NM_001161232.2.p1, NM_121141.5.p1, NM_001343153.1.p1, NM_001343152.1.p1, NM_001343149.1.p1	XM_010650405.3.p1
OG0005921	NM_001343249.1.p1, NM_001343250.1.p1, NM_001343251.1.p1, NM_121295.5.p1, NM_001161239.1.p1, NM_001203369.1.p1	XM_002282973.4.p1
OG0005922	NM_001197998.1.p1, NM_100589.3.p1, NM_128559.3.p1	XM_010653127.3.p1
OG0005923	NM_001333679.1.p1, NM_001198300.1.p1, NM_202303.4.p1	XM_002280835.5.p1, XM_010661537.3.p1
OG0005924	NM_001198347.1.p1	XM_059739959.1.p1
OG0005924	NM_118877.4.p1	XM_010645916.3.p1
OG0005925	NM_001198522.1.p1, NM_001335007.1.p1, NM_001335008.1.p1, NM_106725.5.p1, NM_001335006.1.p1, NM_001335005.1.p1	XM_002265220.5.p1
OG0005926	NM_001336075.1.p1, NM_128212.3.p1, NM_001202682.1.p1, NM_001202681.2.p1	XM_010666284.3.p1, XM_002282320.5.p1
OG0005927	NM_100431.2.p1, NM_001203027.1.p1, NM_113270.5.p1, NM_117493.4.p1	XM_010652088.3.p1
OG0005928	NM_115039.4.p1, NM_180348.3.p1, NM_001203131.1.p1	XM_002278708.5.p1, XM_002262950.5.p1
OG0005929	NM_001203136.1.p1, NM_115070.5.p1	XM_002279585.3.p1
OG0005930	NM_001203140.2.p1, NM_001339561.1.p1	XM_059742076.1.p1, XM_010648279.3.p1, XM_059742075.1.p1
OG0005931	NR_140751.1.p1, NM_129799.1.p1, NM_115673.4.p1, NM_001203194.1.p1	XM_010657184.3.p1, XM_010658716.3.p1
OG0005932	NM_001203481.1.p1	XM_002284879.4.p1
OG0005933	NM_124419.5.p1, NM_001203575.1.p1	XM_002283523.4.p1
OG0005934	NM_180919.1.p1, NM_001345559.1.p1, NM_125671.4.p1, NM_001203670.2.p1	XM_010665096.3.p1
OG0005935	NM_001203712.1.p1, NM_001345833.1.p1, NM_126150.5.p1	XM_002279614.5.p1
OG0005936	NM_179186.1.p1, NM_001204022.1.p1, NM_119986.3.p1	XM_059738367.1.p1
OG0005937	NM_001331381.1.p1, NM_001331382.1.p1, NM_001340392.1.p1, NM_001340393.1.p1	XM_059737793.1.p1, XM_019218023.2.p1
OG0005938	NM_001331398.1.p1, NM_001331397.1.p1, NM_100207.4.p1	XM_010653841.3.p1
OG0005939	NM_100219.5.p1, NM_001331407.1.p1	XM_002264746.5.p1
OG0005940	NM_100672.3.p1, NM_001331746.1.p1	XM_010652848.3.p1, XM_059737425.1.p1
OG0005941	NM_001332558.1.p1, NM_001332557.1.p1	XM_002266515.5.p1
OG0005942	NM_001332775.1.p1, NM_001332776.1.p1, NM_001332774.1.p1, NM_001332773.1.p1, NM_102528.4.p1	XM_002281072.5.p1
OG0005943	NM_105497.5.p1, NM_001334359.1.p1, NM_103226.3.p1, NM_001333147.1.p1, NM_103223.4.p1	XM_002283507.5.p1, XM_059738271.1.p1, XM_010647943.3.p1
OG0005944	NM_001333432.1.p1	XR_786812.3.p1, XM_010657667.3.p1, XM_002267855.4.p1, XM_010657676.3.p1
OG0005945	NM_001333499.1.p1, NM_104052.3.p1	XM_010660187.3.p1, XM_010660185.3.p1
OG0005946	NM_001333632.1.p1, NM_104293.4.p1	XM_002273980.4.p1
OG0005947	NM_001333778.1.p1, NM_104514.3.p1	XM_002277980.5.p1
OG0005948	NM_001334250.1.p1, NM_105355.3.p1	XM_010662098.3.p1
OG0005949	NM_001334317.1.p1, NM_105426.3.p1	XM_003631274.4.p1
OG0005950	NM_001334611.1.p1, NM_001334610.1.p1, NM_148650.4.p1	XM_019226587.1.p1, XM_059733957.1.p1, XM_010665291.3.p1
OG0005951	NM_106327.2.p1, NM_001334743.1.p1	XM_010666831.3.p1, XM_010666830.3.p1, XM_010666879.3.p1, XM_010666832.3.p1
OG0005952	NM_001334836.1.p1, NM_128930.2.p1, NM_116521.1.p1, NM_129248.3.p1, NM_106511.2.p1	XM_010663588.2.p1
OG0005953	NM_106664.4.p1, NM_001334958.1.p1	XM_002267021.5.p1
OG0005955	NM_126770.8.p1, NM_001335345.1.p1, NM_001335346.1.p1	XM_059739702.1.p1, XM_059739703.1.p1, XM_059739701.1.p1, XM_059739704.1.p1
OG0005956	NM_128477.4.p1, NM_001336204.1.p1	XR_009465838.1.p1
OG0005957	NM_001336469.1.p1, NM_201864.4.p1	XM_059739375.1.p1
OG0005958	NM_001336731.1.p1, NM_001336737.1.p1, NM_001336727.1.p1, NM_001336735.1.p1, NM_001336726.1.p1, NM_001336733.1.p1, NM_001336734.1.p1	XM_002265357.5.p1
OG0005959	NM_129502.7.p1, NM_001336778.1.p1	XM_019224785.2.p1
OG0005960	NM_001336810.1.p1, NM_001336811.1.p1, NM_001336812.1.p1, NM_001336809.1.p1, NM_001336813.1.p1, NM_129553.3.p1	XM_002279583.5.p1
OG0005961	NM_001336935.1.p1	XM_010655473.3.p1
OG0005962	NM_202267.1.p1, NM_103780.5.p1, NM_001337123.1.p1, NM_001337122.1.p1, NM_001337124.1.p1	NM_001281247.1.p1
OG0005964	NM_111232.4.p1, NM_001337476.1.p1, NM_001337475.1.p1, NM_001337477.1.p1	XM_002271565.5.p1
OG0005965	NM_001337857.1.p1, NM_111846.3.p1	XM_002275108.4.p1
OG0005966	NM_001338110.1.p1	XM_002272051.4.p1
OG0005967	NM_112924.4.p1, NM_001338476.1.p1	XM_002277379.5.p1
OG0005968	NM_113228.2.p1, NM_001338622.1.p1, NM_001340922.1.p1	XM_002281306.5.p1
OG0005969	NM_001338957.1.p1, NM_113766.5.p1	XM_002281465.4.p1, XM_059742518.1.p1
OG0005970	NM_001339529.1.p1, NM_001339531.1.p1, NM_001339525.1.p1	XM_010655050.3.p1
OG0005971	NM_001339764.1.p1, NM_115466.5.p1, NM_129586.3.p1	XM_002273430.4.p1
OG0005972	NM_129600.4.p1, NM_179998.2.p1, NM_001339771.1.p1, NM_115472.5.p1	XM_002278195.4.p1
OG0005973	NM_001339776.1.p1, NM_001339775.1.p1, NM_001339773.1.p1, NM_115474.3.p1, NM_001339774.1.p1	XM_002266769.5.p1, XM_010660488.3.p1
OG0005974	NM_201938.3.p1, NM_201939.2.p1, NM_201937.1.p1, NM_001339901.1.p1	XM_002279394.4.p1
OG0005975	NM_001340038.1.p1, NM_001340037.1.p1	XM_019223108.2.p1
OG0005976	NM_001340087.1.p1, NM_115999.5.p1	XM_002274444.5.p1
OG0005977	NM_001340125.1.p1, NM_116040.2.p1	XM_010663632.3.p1
OG0005978	NM_001340236.1.p1, NM_116240.5.p1	XM_010663308.3.p1, XM_002272562.5.p1
OG0005978	NM_120443.2.p1, NM_001342722.1.p1	XM_002277070.4.p1
OG0005979	NM_001340396.1.p1	XR_009465979.1.p1, XM_059737834.1.p1
OG0005980	NM_001340474.1.p1	XM_002267306.5.p1
OG0005981	NM_117225.4.p1, NM_001340722.1.p1	XM_019216977.2.p1
OG0005982	NM_118413.3.p1, NM_001340769.1.p1, NM_001340768.1.p1, NM_202809.3.p1	XM_059743312.1.p1, XM_059743311.1.p1
OG0005983	NM_001341516.1.p1, NM_118302.6.p1	XM_059740257.1.p1
OG0005984	NM_001341647.1.p1, NM_118550.4.p1	XR_788328.3.p1, XR_002028938.2.p1, XR_788327.3.p1, XM_059734610.1.p1, XM_002274237.5.p1, XM_010666526.3.p1
OG0005985	NM_001341693.1.p1, NM_001341692.1.p1, NM_118601.5.p1	XM_059734099.1.p1, XM_010664836.3.p1
OG0005986	NM_127536.4.p1, NM_119068.3.p1, NM_001341963.1.p1	XM_002280209.5.p1
OG0005987	NM_001342002.1.p1, NM_118716.5.p1, NM_125129.2.p1	XM_002268977.5.p1
OG0005988	NM_119639.3.p1, NM_001342300.1.p1	XM_010649243.3.p1, XR_785379.3.p1, XR_785375.3.p1
OG0005989	NM_120448.3.p1, NM_001342725.1.p1, NR_142702.1.p1, NM_129199.2.p1	XM_002277216.4.p1
OG0005990	NM_001342937.1.p1, NM_001342939.1.p1, NM_001342942.1.p1, NM_001342938.1.p1, NM_001342940.1.p1, NM_001342941.1.p1, NM_001342943.1.p1, NM_120822.5.p1	XM_010645744.3.p1, XM_010645743.3.p1
OG0005991	NM_001343278.1.p1, NM_001343279.1.p1, NM_001343282.1.p1, NM_001343281.1.p1	XM_010659841.3.p1, XM_010659842.3.p1
OG0005992	NM_001343367.1.p1, NM_001343369.1.p1	XM_059733721.1.p1, XM_010663919.3.p1
OG0005993	NM_121482.4.p1, NM_001343372.1.p1, NM_001343371.1.p1	XM_002278408.4.p1, XM_059742897.1.p1
OG0005994	NM_001343509.1.p1, NM_001343511.1.p1, NM_180508.2.p1, NM_001343510.1.p1	XM_010660098.3.p1
OG0005995	NM_122259.3.p1, NM_001343814.1.p1	XM_002267293.5.p1
OG0005996	NM_001343833.1.p1	XM_002271231.4.p1, XM_002275444.5.p1
OG0005997	NM_122496.2.p1, NM_001343953.1.p1	XM_010650010.3.p1
OG0005998	NM_001344112.1.p1, NM_122953.3.p1, NM_203123.1.p1	XM_002285408.4.p1, XM_059736926.1.p1
OG0005999	NM_001344307.1.p1, NM_123342.3.p1, NM_001344306.1.p1	XM_002275266.4.p1
OG0006000	NM_001344555.1.p1	XM_002270798.5.p1
OG0006001	NM_118291.4.p1, NM_001344591.1.p1	XM_002274015.4.p1
OG0006002	NM_123929.6.p1, NM_001344635.1.p1	XM_010664566.3.p1, XR_002031707.2.p1, XM_010664556.3.p1
OG0006003	NM_001344749.1.p1, NM_124158.4.p1	XM_003634542.4.p1
OG0006004	NM_001344873.1.p1, NM_124390.6.p1	XM_002283628.5.p1
OG0006005	NM_124564.4.p1, NM_001344964.1.p1, NM_125611.5.p1, NM_001345541.1.p1, NM_001345542.1.p1, NM_001345540.1.p1	XM_019225839.2.p1, XM_010664043.2.p1, XM_010664042.2.p1
OG0006006	NM_124723.2.p1, NM_001345056.1.p1	XM_010664675.3.p1, XM_010660986.3.p1
OG0006007	NM_001345070.1.p1, NM_001345068.1.p1, NM_001345069.1.p1, NM_203202.3.p1	XM_002274517.5.p1, XR_786946.3.p1, XM_002285013.3.p1
OG0006008	NM_124888.4.p1, NM_001345104.1.p1	XM_002277859.5.p1
OG0006009	NM_001345288.1.p1, NM_001345290.1.p1, NM_125199.2.p1	XM_002280082.5.p1
OG0006010	NM_001345805.1.p1	XM_059738449.1.p1
OG0006011	NM_100186.3.p1, NM_116499.3.p1	XM_010659280.3.p1
OG0006012	NM_100218.5.p1	XM_002271222.4.p1
OG0006013	NM_100249.5.p1, NM_116592.2.p1	NM_001397860.1.p1
OG0006014	NM_123771.5.p1, NM_100284.3.p1	XM_010661894.3.p1, XM_010654101.3.p1
OG0006015	NM_100385.4.p1	XM_002273429.5.p1
OG0006016	NM_100749.3.p1, NM_202065.3.p1	XM_003633644.4.p1
OG0006017	NM_111426.4.p1, NM_100781.5.p1	XM_010661336.3.p1
OG0006018	NM_100803.4.p1	XM_002279053.4.p1, XM_002281383.5.p1
OG0006020	NM_100894.4.p1	XM_002285319.5.p1
OG0006021	NM_101129.3.p1	XM_010663049.2.p1
OG0006022	NM_202461.3.p1, NM_101417.4.p1	XM_002266545.5.p1
OG0006023	NM_101635.5.p1, NM_105961.3.p1	XM_002281246.5.p1
OG0006024	NM_101853.6.p1	XM_010666510.3.p1
OG0006025	NM_106258.4.p1, NM_101884.4.p1	XM_002285867.4.p1
OG0006026	NM_102019.4.p1	XM_010665880.3.p1, XM_010665881.3.p1
OG0006027	NM_105773.3.p1, NM_102149.4.p1	XM_003631160.4.p1
OG0006028	NM_102222.5.p1	XM_003631207.4.p1
OG0006029	NM_102401.4.p1	XM_019219944.2.p1, XM_019219948.2.p1
OG0006030	NM_102496.4.p1	XM_010657682.3.p1
OG0006031	NM_102601.6.p1, NM_179891.4.p1	XM_002274333.3.p1
OG0006032	NM_102820.3.p1	XM_019219426.2.p1, XM_002284734.4.p1
OG0006033	NM_102835.5.p1	XM_059737486.1.p1, XR_002031001.2.p1
OG0006034	NM_103219.4.p1	XM_002284019.5.p1
OG0006034	NM_125928.3.p1	XM_010649238.3.p1
OG0006035	NM_103535.2.p1	XM_002264766.3.p1, XM_019219257.2.p1, XM_002266500.5.p1, XM_002284645.4.p1
OG0006036	NM_103636.3.p1	XM_002284555.5.p1
OG0006037	NM_112599.2.p1, NM_103698.3.p1	XM_010662021.3.p1, XM_010646068.1.p1
OG0006038	NM_103825.6.p1	XM_002275394.4.p1
OG0006039	NM_103932.4.p1, NM_112897.4.p1	XM_002278528.4.p1
OG0006040	NM_112974.3.p1, NM_103996.4.p1	XM_002282947.5.p1
OG0006041	NM_104013.3.p1	XR_002030285.2.p1, XR_002030287.2.p1, XM_002282749.5.p1
OG0006042	NM_104210.4.p1	XM_003634617.4.p1
OG0006043	NM_104438.4.p1	XM_010646241.3.p1, NM_001281188.1.p1
OG0006044	NM_202346.2.p1, NM_104989.4.p1, NM_180638.4.p1	XM_019217161.2.p1, XM_002276685.5.p1
OG0006045	NM_105079.3.p1	XM_002277493.5.p1
OG0006046	NM_105804.4.p1	XM_002271213.5.p1
OG0006047	NM_105839.3.p1	XM_010647501.3.p1, XM_010647500.3.p1, XR_009464892.1.p1
OG0006048	NM_106072.4.p1	XM_002265394.4.p1
OG0006049	NM_106119.2.p1	XM_002268944.4.p1
OG0006050	NM_114686.4.p1	XM_002283654.5.p1, XM_059734019.1.p1
OG0006050	NM_106150.4.p1	XM_002281948.4.p1
OG0006051	NM_118731.2.p1	XM_002270914.5.p1
OG0006051	NM_106360.3.p1	XM_059734347.1.p1, XM_010666574.3.p1
OG0006052	NM_106547.3.p1	XM_010656937.3.p1
OG0006053	NM_106563.6.p1	XM_002266317.4.p1
OG0006054	NM_106735.3.p1	XM_010656794.3.p1
OG0006055	NM_106741.3.p1	XM_010662955.3.p1
OG0006056	NM_111155.3.p1	XM_010657121.3.p1
OG0006057	NM_111202.4.p1	XM_002269843.5.p1, XR_002029982.2.p1
OG0006058	NM_111242.3.p1	XR_009466326.1.p1, XR_009466327.1.p1
OG0006059	NM_121913.3.p1, NM_111489.4.p1	XM_010661526.3.p1, XM_010651561.2.p1
OG0006060	NM_111636.3.p1	XM_059737767.1.p1
OG0006061	NM_111840.3.p1	XM_002264275.5.p1
OG0006062	NM_111929.4.p1	NM_001281206.1.p1
OG0006063	NM_120705.3.p1, NM_111990.3.p1	XM_010655822.3.p1
OG0006065	NM_112158.5.p1	XM_002266076.4.p1
OG0006066	NM_112334.2.p1	XM_019222618.2.p1
OG0006067	NM_112470.3.p1	XM_002284709.4.p1
OG0006068	NM_112725.2.p1	XM_010665297.3.p1
OG0006070	NM_112915.3.p1	XM_010656978.3.p1, XM_010656977.3.p1
OG0006071	NM_124271.3.p1	XM_010654163.3.p1
OG0006071	NM_113329.3.p1	XM_010651923.3.p1
OG0006072	NM_113444.3.p1	XM_002270984.5.p1
OG0006073	NM_113458.8.p1	XM_002274496.4.p1
OG0006074	NM_113562.2.p1	XM_019216553.2.p1
OG0006075	NM_113591.4.p1	XM_002275453.4.p1
OG0006077	NM_128374.5.p1	XM_010660049.3.p1
OG0006077	NM_114363.4.p1, NM_122199.5.p1	XM_002272695.4.p1
OG0006078	NM_125415.2.p1, NM_114429.2.p1	XM_002284835.5.p1
OG0006079	NM_125644.3.p1, NM_114637.4.p1	XM_010653918.3.p1
OG0006080	NM_114844.4.p1, NM_126161.3.p1	XM_059738641.1.p1, XM_059738642.1.p1
OG0006081	NM_114881.9.p1	XM_002283156.4.p1
OG0006082	NM_129187.5.p1, NM_115136.4.p1	XR_786494.3.p1, XM_003632595.4.p1, XR_786495.3.p1, XM_002265530.5.p1
OG0006083	NM_115588.4.p1	XM_059739340.1.p1
OG0006084	NM_115616.3.p1	XM_002283469.5.p1
OG0006085	NM_115715.2.p1	XM_002276423.4.p1, XM_059739284.1.p1, XM_010655560.3.p1, XM_010655559.2.p1, XM_010655557.2.p1, XM_019221798.2.p1
OG0006086	NM_115949.3.p1	XM_002273618.5.p1
OG0006087	NM_116042.4.p1	XM_002263483.5.p1
OG0006088	NM_116217.3.p1	XM_002278592.5.p1
OG0006089	NM_116229.2.p1, NM_121012.2.p1	XM_002275105.4.p1
OG0006090	NM_116250.5.p1	XM_010663529.3.p1, XM_059743106.1.p1, XR_787805.3.p1
OG0006091	NM_116436.6.p1	NM_001280908.1.p1
OG0006092	NM_116509.2.p1	XM_059733956.1.p1, XR_009464543.1.p1
OG0006093	NM_116670.5.p1	XM_010657062.3.p1, XR_786698.3.p1
OG0006094	NM_117182.5.p1	XM_002282280.4.p1
OG0006095	NM_118420.5.p1, NM_117262.3.p1	XM_002275613.5.p1
OG0006096	NM_117606.5.p1	XM_010659038.3.p1
OG0006097	NM_179995.4.p1, NM_124137.6.p1, NM_117826.3.p1	XM_002275404.5.p1
OG0006098	NM_117860.5.p1	XM_010648878.3.p1, XM_019218560.2.p1, XM_002265299.5.p1
OG0006099	NM_118195.2.p1	XM_010657484.3.p1
OG0006100	NM_123802.3.p1, NM_118206.4.p1	XM_010657466.3.p1
OG0006101	NM_118263.3.p1	XM_059739870.1.p1, XM_059739872.1.p1
OG0006102	NM_124531.2.p1, NM_118657.3.p1	XM_002263475.4.p1
OG0006103	NM_118733.4.p1	XM_002264381.3.p1
OG0006104	NM_124972.3.p1, NM_118796.4.p1	XR_784655.3.p1
OG0006105	NM_118801.4.p1, NM_124933.5.p1	XM_002274928.5.p1
OG0006106	NM_118971.4.p1	XM_002273642.5.p1
OG0006107	NM_118978.4.p1, NM_201762.2.p1	XM_010658687.3.p1
OG0006108	NM_119335.2.p1	XM_059736283.1.p1, XM_019219567.2.p1
OG0006109	NM_119501.4.p1	XM_019219555.2.p1
OG0006110	NM_119611.5.p1, NM_179163.3.p1	XM_003631599.4.p1
OG0006111	NM_119867.3.p1	XM_002282024.5.p1, XM_059738690.1.p1
OG0006112	NM_120011.3.p1	XM_010648299.3.p1, XM_010648305.3.p1
OG0006113	NM_120163.4.p1, NM_125925.4.p1	XM_002273494.5.p1
OG0006114	NM_120179.3.p1	XM_002265401.5.p1
OG0006115	NM_120249.3.p1	XM_002264903.5.p1
OG0006116	NM_120322.3.p1	XM_002283919.4.p1
OG0006117	NM_129266.3.p1, NM_120389.3.p1	XM_002275164.4.p1
OG0006118	NM_120470.2.p1	XM_002282497.5.p1
OG0006119	NM_120820.4.p1	XM_003633037.4.p1, XM_059740702.1.p1, XM_010657753.3.p1, XM_059740703.1.p1
OG0006121	NM_121223.4.p1	XM_010650057.3.p1
OG0006122	NM_121332.4.p1, NM_180481.4.p1	XM_010658950.3.p1
OG0006123	NM_121580.3.p1	XM_002281696.5.p1
OG0006124	NM_121735.5.p1	XM_002276568.4.p1
OG0006125	NM_126865.5.p1, NM_122048.4.p1	XM_002263407.4.p1, XM_019222839.2.p1
OG0006126	NM_122417.3.p1	XM_002285504.5.p1
OG0006127	NM_122534.4.p1	XM_002281638.5.p1
OG0006128	NM_122620.4.p1	XM_010661784.3.p1
OG0006129	NM_122682.4.p1	XM_002274796.5.p1
OG0006131	NM_125705.4.p1	XM_010664806.3.p1
OG0006132	NM_123439.4.p1	XR_787613.3.p1, XM_002266735.5.p1
OG0006133	NM_123599.3.p1	XM_002280027.5.p1
OG0006134	NM_123749.5.p1	XM_010665686.3.p1
OG0006135	NM_124009.2.p1, NM_203164.3.p1	XM_010657327.2.p1, XM_002271896.4.p1
OG0006136	NM_124063.3.p1	XR_009467115.1.p1
OG0006137	NM_124270.4.p1	XM_002268952.4.p1
OG0006138	NM_124333.3.p1	XM_002266701.4.p1, XM_002266752.5.p1
OG0006139	NM_124486.3.p1	XM_010645746.3.p1, XM_002283766.5.p1, XM_019217442.2.p1
OG0006140	NM_124493.4.p1	XM_003634175.4.p1
OG0006141	NM_124656.3.p1	XM_002274907.5.p1
OG0006141	NM_202842.3.p1	XM_002266138.5.p1
OG0006142	NM_124698.4.p1	XM_002267850.4.p1
OG0006143	NM_125012.5.p1	XM_010646403.3.p1
OG0006144	NM_125260.3.p1	XM_002278543.5.p1
OG0006145	NM_125465.3.p1	XM_010652906.3.p1
OG0006146	NM_125631.2.p1	XM_019226093.2.p1, XM_010664078.3.p1
OG0006147	NM_125695.3.p1	XM_002282104.4.p1
OG0006148	NM_203255.2.p1, NM_125698.5.p1	XM_059733915.1.p1, XM_002278595.4.p1
OG0006149	NM_125737.4.p1	XM_002279762.4.p1
OG0006150	NM_125756.5.p1	XM_002273135.4.p1
OG0006151	NM_125793.6.p1	XM_059736544.1.p1, XM_003631883.4.p1
OG0006152	NM_126036.4.p1	XM_010650792.3.p1
OG0006153	NM_126051.5.p1	XM_019223293.2.p1, XM_002272708.4.p1
OG0006154	NM_126129.4.p1	XM_002283544.4.p1
OG0006155	NM_126135.3.p1	XM_010654439.3.p1, XM_010654440.3.p1
OG0006156	NM_126170.4.p1	XM_002265754.4.p1
OG0006157	NM_126618.5.p1	XM_002278111.5.p1
OG0006158	NM_126941.2.p1	XM_002262641.5.p1
OG0006159	NM_126977.4.p1	XM_002263702.4.p1
OG0006160	NM_127245.3.p1	XM_002277909.5.p1, XM_059735776.1.p1
OG0006161	NM_127734.3.p1	XM_002265065.5.p1
OG0006162	NM_127776.3.p1	XM_059738700.1.p1
OG0006163	NM_128127.4.p1	XM_002281953.4.p1
OG0006164	NM_128373.4.p1	XM_002272975.5.p1
OG0006165	NM_128422.3.p1	XM_002281671.4.p1
OG0006166	NM_128583.2.p1	XM_002270600.4.p1
OG0006167	NM_128659.4.p1	XR_009467111.1.p1, XM_059741166.1.p1
OG0006168	NM_129716.4.p1	XM_010655441.3.p1, XM_002284455.4.p1, XM_010655439.3.p1, XM_002284453.4.p1
OG0006169	NM_180057.2.p1, NM_201948.2.p1, NM_129880.4.p1	XM_002267605.5.p1
OG0006170	NM_130039.3.p1	XM_002270491.4.p1
OG0006171	NM_130132.4.p1	XM_002272895.5.p1
OG0006172	NM_130136.4.p1	XM_002280091.5.p1
OG0006173	NM_130172.5.p1	XM_002278818.5.p1
OG0006174	NM_201968.1.p1, NM_180119.3.p1, NM_130192.5.p1	XM_059739367.1.p1, XM_002285245.5.p1
OG0006175	NM_130311.2.p1	XR_002030420.2.p1
OG0006176	NM_148393.3.p1	XM_002274021.5.p1
OG0006177	NM_179233.2.p1	XR_009465387.1.p1
OG0006178	NM_179926.2.p1, NM_179927.2.p1	XM_019221431.2.p1
OG0006179	NM_203110.2.p1	XM_002280589.4.p1
OG0006210	NM_001035627.3.p1, NM_112436.3.p1	XM_002285315.5.p1
OG0006211	NM_001203217.1.p1, NM_001035828.2.p1	XM_002279230.5.p1
OG0006212	NM_001333924.1.p1, NM_104782.4.p1, NM_001333925.1.p1, NM_001036138.2.p1, NM_179504.2.p1	XM_059741277.1.p1, XM_019223540.2.p1, XM_010659776.3.p1, XM_010659775.3.p1
