Orthogroup	Arabidopsis_thaliana_rna_prot	Solanum_lycopersicum_rna_prot
OG0003069	NM_100290.3.p1, NM_123762.4.p1	XM_010328044.3.p1
OG0003070	NM_001338002.1.p1, NM_112094.7.p1	XM_026031448.1.p1, XM_019214419.2.p1, XM_010323772.3.p1
OG0003071	NM_001338042.1.p1, NM_112175.3.p1, NM_112174.4.p1	XM_004243968.4.p1, XM_004248241.4.p1
OG0003073	NM_114379.3.p1, NM_001339193.1.p1, NM_180327.2.p1	XM_010327032.3.p1
OG0003074	NM_001339574.1.p1	XM_026028981.1.p1, XM_026029020.1.p1
OG0003074	NM_101986.2.p1	XM_004238432.4.p1
OG0003075	NM_001339597.1.p1, NM_001339596.1.p1	XM_026032500.1.p1, XM_010326591.3.p1, XM_010326592.3.p1, XM_004244914.4.p1
OG0003076	NM_001340222.1.p1, NM_111543.4.p1, NM_001340221.1.p1, NM_202512.2.p1	XM_004246561.4.p1, XM_004249429.4.p1
OG0003077	NM_120275.6.p1, NM_001342636.1.p1, NM_102744.3.p1	XM_004248976.4.p1
OG0003077	NM_128605.3.p1	XM_010327954.3.p1
OG0003078	NM_001342729.1.p1, NM_120458.3.p1, NM_001342730.1.p1	XR_003243917.1.p1, XM_026027725.1.p1, XM_004249416.4.p1
OG0003079	NM_001343210.1.p1, NM_121208.6.p1, NM_119446.3.p1	XM_004245083.4.p1
OG0003080	NM_001343909.1.p1, NM_122414.3.p1	XM_004244462.4.p1
OG0003080	NM_106620.4.p1	XM_004241624.4.p1
OG0003081	NM_001343915.1.p1	XM_010323666.3.p1
OG0003082	NM_001344474.1.p1, NM_123680.4.p1	XM_004238051.4.p1, XM_004252694.4.p1
OG0003082	NM_119549.3.p1, NM_127050.3.p1	XM_026028257.1.p1, XM_004230661.4.p1
OG0003083	NM_179633.4.p1, NM_001345730.1.p1, NM_125995.2.p1	XM_004232535.4.p1, XM_010319374.3.p1
OG0003084	NM_104346.3.p1	XM_004230108.4.p1
OG0003085	NM_100282.4.p1	XM_010328343.3.p1
OG0003086	NM_123708.3.p1, NM_100316.3.p1	XM_004247185.4.p1, XM_004247671.4.p1, XM_004240964.4.p1
OG0003087	NM_100372.5.p1	XM_004239724.4.p1, XM_004237977.4.p1, XM_026030832.1.p1
OG0003088	NM_100763.5.p1, NM_123522.4.p1	XM_010326333.3.p1
OG0003089	NM_100903.4.p1, NM_104654.5.p1	XM_004230373.4.p1, XM_004250639.4.p1
OG0003090	NM_105685.4.p1, NM_102260.4.p1, NM_104689.4.p1	NM_001279274.2.p1, NM_001320857.1.p1, XM_010322326.3.p1
OG0003091	NM_102348.4.p1	XM_010322453.3.p1, XR_741346.3.p1, XM_004238864.4.p1
OG0003092	NM_104468.3.p1	NM_001247420.1.p1
OG0003092	NM_125344.3.p1	NM_001322833.1.p1
OG0003093	NM_105510.4.p1	XM_010320325.2.p1, XM_004236374.4.p1, XM_019213160.2.p1, XM_004252381.4.p1, XM_004238863.4.p1
OG0003094	NM_105609.4.p1, NM_202385.2.p1	XM_004239042.4.p1
OG0003095	NM_105812.2.p1	XM_004237486.4.p1
OG0003096	NM_105843.3.p1	XM_004240755.4.p1, XM_010323706.3.p1
OG0003096	NM_118565.2.p1	XM_004231281.4.p1
OG0003097	NM_106473.6.p1	XM_004237871.4.p1
OG0003098	NM_124379.2.p1	XM_004241462.3.p1, XM_004236065.4.p1
OG0003098	NM_111015.3.p1	XM_004252617.4.p1
OG0003099	NM_111487.3.p1	XM_004229517.3.p1
OG0003100	NM_111620.3.p1	XM_004246985.4.p1
OG0003101	NM_111678.3.p1	XM_004236586.4.p1
OG0003102	NM_112208.5.p1	XM_004228649.4.p1, XM_004228909.4.p1
OG0003103	NM_112366.4.p1	XM_010324137.2.p1
OG0003104	NM_112713.4.p1	XM_010320319.3.p1, XM_010320318.3.p1, XM_004235703.4.p1
OG0003105	NM_113351.3.p1	XM_004239228.4.p1
OG0003106	NM_114378.3.p1, NM_125469.3.p1	XM_004251111.4.p1
OG0003107	NM_114740.3.p1	XM_026030359.1.p1, XM_004229050.4.p1
OG0003108	NM_180232.2.p1, NM_180231.3.p1, NM_115707.3.p1, NM_180386.3.p1	NM_001319175.1.p1, NM_001319177.1.p1
OG0003109	NM_115883.4.p1, NM_130024.4.p1	XM_004229655.4.p1
OG0003110	NM_117970.3.p1	XM_010318501.3.p1
OG0003111	NM_118231.4.p1	XM_004233830.4.p1, XM_004253140.2.p1, XM_004233094.4.p1
OG0003112	NM_118287.5.p1	XM_004232796.4.p1
OG0003113	NM_118860.5.p1, NM_124831.3.p1	XM_004251437.4.p1, XM_010328855.3.p1, XM_004244120.4.p1
OG0003114	NM_119132.3.p1	XM_004250117.4.p1
OG0003115	NM_119692.3.p1, NM_127267.3.p1	XM_004232505.4.p1
OG0003116	NM_119839.6.p1	XM_004234515.4.p1
OG0003117	NM_126094.4.p1, NM_127916.3.p1, NM_119873.2.p1	XM_026029607.1.p1
OG0003118	NM_119905.2.p1	XM_004253150.4.p1, XM_004238582.1.p1
OG0003119	NM_127696.4.p1, NM_120051.6.p1	XM_004230886.4.p1
OG0003120	NM_120077.4.p1, NM_127724.7.p1	XM_004230820.4.p1, XM_004248652.4.p1, XM_026027696.1.p1
OG0003121	NM_129309.4.p1, NM_120332.4.p1	XM_004246394.4.p1, XM_004249578.4.p1
OG0003122	NM_120921.5.p1	NM_001247042.2.p1
OG0003123	NM_125851.3.p1, NM_121004.2.p1	XM_004230506.4.p1
OG0003124	NM_121281.3.p1	XM_004250866.4.p1
OG0003124	NM_201930.1.p1, NM_180020.4.p1	XM_010320864.3.p1
OG0003125	NM_121373.4.p1	XM_004229603.4.p1
OG0003126	NM_121955.3.p1	XM_026028207.1.p1, XM_019211224.2.p1, XM_019211226.2.p1, XM_004251195.4.p1
OG0003127	NM_123234.2.p1	XM_019213545.2.p1, XM_019213547.2.p1, XM_010321518.3.p1, XM_019213546.2.p1, XM_019213543.2.p1, XM_026030714.1.p1, XM_019213544.2.p1, XM_026030713.1.p1, XM_019213542.2.p1
OG0003129	NM_127470.4.p1	XM_004243366.4.p1
OG0003130	NM_128319.4.p1	XM_004250998.4.p1, XM_004250999.4.p1
OG0003131	NM_129194.4.p1	NM_001310149.1.p1, XM_010314016.2.p1
OG0003132	NM_129837.4.p1	XM_019211321.2.p1, XM_010319042.1.p1, XM_010319041.1.p1, XM_004243222.4.p1
OG0003133	NM_130339.3.p1	XM_004242265.4.p1, XM_004240491.4.p1
OG0003134	NM_179741.2.p1	NM_001323559.1.p1
OG0003135	NR_138784.1.p1	XM_004230439.3.p1
OG0003144	NM_128281.2.p1, NM_001036353.1.p1	XM_004251053.4.p1, XM_010324141.3.p1
OG0003145	NM_001161066.1.p1, NM_001036361.2.p1, NM_001336173.1.p1, NM_001336172.1.p1	XM_004251232.4.p1
OG0003146	NM_001084039.1.p1, NM_001331923.1.p1	XM_010322628.3.p1
OG0003147	NM_129511.3.p1, NM_001084554.2.p1	XM_004236702.4.p1, XM_004236701.4.p1, XM_010320954.3.p1, XM_004237440.4.p1
OG0003149	NM_001337027.1.p1, NM_001084579.2.p1, NM_129902.3.p1	XM_004240936.4.p1
OG0003150	NM_001336006.1.p1, NM_128123.3.p1, NM_001084754.2.p1, NM_001343188.1.p1, NM_001343190.1.p1, NM_001343189.1.p1, NM_001343187.1.p1, NM_121181.4.p1, NM_001343931.1.p1, NM_001343933.1.p1, NM_001343932.1.p1, NM_122463.3.p1, NM_001343934.1.p1, NM_203104.2.p1	XM_004245181.3.p1
OG0003151	NM_101130.3.p1, NM_001084964.1.p1, NM_118430.5.p1, NM_001203877.1.p1	XM_004229808.4.p1, XM_004245605.4.p1
OG0003152	NM_122478.4.p1, NM_001085153.2.p1	XM_004240120.4.p1, XM_019213787.2.p1, XM_004245223.3.p1
OG0003153	NM_001085258.1.p1, NM_001344740.1.p1, NM_124141.4.p1	XM_004239296.4.p1, XM_010322271.3.p1, XM_026028887.1.p1, XM_004250514.4.p1
OG0003154	NM_122470.3.p1	XM_004245201.4.p1
OG0003154	NM_001333536.1.p1, NM_001123997.1.p1	XM_004235663.4.p1
OG0003155	NM_111689.5.p1	XM_004229125.4.p1
OG0003155	NM_001339844.1.p1, NM_115580.5.p1, NM_001125027.2.p1	NM_001320997.1.p1
OG0003156	NM_001160999.1.p1, NM_105429.2.p1	XM_019213491.1.p1, XM_019213490.2.p1, XM_019213181.2.p1, XM_019214262.1.p1
OG0003157	NM_001197985.2.p1	XM_019214937.2.p1, XM_019214945.2.p1, XM_019214933.2.p1, XM_019214941.2.p1, XM_019214935.2.p1, XM_019214934.2.p1, XM_019214932.2.p1
OG0003158	NM_001198337.1.p1	NM_001247942.2.p1
OG0003159	NM_001198464.1.p1, NM_106027.3.p1	NM_001247132.2.p1
OG0003159	NM_111008.3.p1	NM_001247485.1.p1, NM_001346573.1.p1, NM_001247481.2.p1
OG0003160	NM_179557.4.p1, NM_001198471.1.p1	XM_004243641.4.p1, XM_010315470.3.p1, XM_004251656.4.p1, XM_010320178.1.p1
OG0003161	NM_001202636.1.p1, NM_001202637.1.p1, NM_127668.4.p1	NM_001329409.1.p1
OG0003161	NM_001332437.1.p1, NM_101862.5.p1	XM_004252754.4.p1
OG0003162	NM_123689.3.p1	XM_004233557.4.p1, XM_026031125.1.p1, XM_010322696.3.p1
OG0003162	NM_001202861.1.p1, NM_001337360.1.p1, NM_111047.4.p1	XM_004234181.4.p1, XM_010319086.3.p1, XM_010317619.3.p1
OG0003163	NM_001202937.1.p1, NM_112036.4.p1, NM_001342895.1.p1, NM_001342894.1.p1, NM_001342892.1.p1, NM_001342891.1.p1	XM_019212859.2.p1, XM_010319562.3.p1
OG0003164	NM_001203285.1.p1	XM_004249087.4.p1
OG0003165	NM_001203492.2.p1, NM_001344102.1.p1	XM_026031215.1.p1, XM_010323237.3.p1, XM_010323236.3.p1
OG0003166	NM_117998.4.p1, NM_123939.3.p1, NM_001203547.1.p1	XM_010318546.3.p1
OG0003167	NM_001203557.1.p1	XM_004229695.4.p1, XM_004236601.4.p1
OG0003168	NM_116340.4.p1, NM_001203721.1.p1, NM_001340300.1.p1	XM_004245489.4.p1, XM_010328699.3.p1, XM_010328570.3.p1
OG0003169	NM_001340582.1.p1, NM_001203761.1.p1	NM_001306170.1.p1
OG0003169	NM_001334784.1.p1, NM_106398.3.p1	NM_001247702.2.p1
OG0003170	NM_100459.2.p1, NM_001331582.1.p1, NM_001331583.1.p1	XM_004247935.4.p1
OG0003171	NM_179343.2.p1, NM_001332198.1.p1, NM_101470.3.p1, NM_106739.4.p1	XM_004233513.4.p1, XM_004233512.4.p1
OG0003172	NM_122077.4.p1	XM_004243646.4.p1
OG0003172	NM_001332387.1.p1, NM_106152.4.p1	XM_004242840.4.p1, XM_004251929.4.p1
OG0003173	NM_117232.5.p1, NM_001332643.1.p1, NM_102270.5.p1, NM_121213.3.p1, NM_001343213.1.p1	XM_019212379.2.p1
OG0003174	NM_001332667.1.p1, NM_102312.3.p1	XR_742221.3.p1, XM_004242774.4.p1, XM_019214988.2.p1, XM_010325049.3.p1
OG0003175	NM_103160.5.p1, NM_001333101.1.p1	XM_010324455.3.p1, XM_004250324.4.p1
OG0003176	NM_001333781.1.p1, NM_104522.4.p1	XM_004248771.4.p1, XM_019216112.2.p1, XM_010329207.3.p1, XM_010329206.3.p1
OG0003177	NM_104532.4.p1, NM_001333789.1.p1, NM_116405.6.p1, NM_001340334.1.p1, NM_116407.4.p1, NM_178948.3.p1, NM_116352.3.p1	XM_004229913.4.p1
OG0003178	NM_001333804.1.p1, NM_104565.5.p1	XM_004231274.4.p1, XM_019211787.2.p1
OG0003179	NM_001333854.1.p1, NM_179496.2.p1, NM_001333852.1.p1, NM_104645.4.p1, NM_001333853.1.p1	XM_026030843.1.p1
OG0003180	NM_179507.2.p1, NM_001334052.1.p1, NM_121960.5.p1	NM_001321334.1.p1
OG0003180	NM_121190.3.p1	XM_004245218.4.p1
OG0003181	NM_001334184.1.p1, NM_105172.4.p1, NM_001334183.1.p1	XR_740644.3.p1, XR_002027467.2.p1, XM_004235646.4.p1, XM_004241675.4.p1
OG0003182	NM_001334408.1.p1	XM_004239029.4.p1, XM_004237003.4.p1
OG0003183	NM_105735.3.p1, NM_001334476.1.p1, NM_105736.2.p1	XM_010321086.3.p1, XM_026029038.1.p1, XM_004228655.4.p1
OG0003184	NM_001334792.1.p1, NM_102047.4.p1	XM_004250288.4.p1
OG0003185	NM_001334839.1.p1, NM_001334838.1.p1, NM_106516.3.p1, NM_001334840.1.p1, NM_001334837.1.p1	XM_004233225.4.p1, XM_004233224.3.p1
OG0003186	NM_001335464.1.p1, NM_127167.4.p1, NM_001335465.1.p1, NM_001342281.1.p1, NM_119602.2.p1, NM_113688.1.p1, NM_113687.3.p1	XM_010316988.3.p1, XM_004230804.4.p1
OG0003187	NM_127994.3.p1, NM_001335931.1.p1, NM_202917.1.p1, NM_119252.4.p1	XM_004242516.4.p1
OG0003188	NM_128946.4.p1, NM_001336475.1.p1	XM_010317585.3.p1
OG0003189	NM_001338322.1.p1, NM_112690.4.p1	XM_004252224.4.p1, XM_010315923.3.p1, NM_001247691.2.p1
OG0003190	NM_113295.3.p1, NM_001338662.1.p1	XR_003248308.1.p1, XR_003248307.1.p1
OG0003191	NM_001340625.1.p1, NM_117030.4.p1	XM_004250336.4.p1, XM_026028262.1.p1
OG0003192	NM_148321.3.p1, NM_001340964.1.p1	XM_004247546.4.p1
OG0003193	NM_001341125.1.p1, NM_117768.4.p1, NM_124116.3.p1, NM_117839.4.p1	XM_004245731.4.p1
OG0003194	NM_118553.6.p1, NM_001341653.1.p1	XM_004252788.4.p1
OG0003195	NM_001342844.1.p1, NM_001342841.1.p1, NM_001342843.1.p1, NM_001342842.1.p1, NM_001342846.1.p1, NM_120675.5.p1	XR_002027162.2.p1, XR_002027161.2.p1, NM_001247405.2.p1
OG0003196	NM_001343124.1.p1	XM_004253141.4.p1
OG0003197	NM_001343191.1.p1, NM_001343938.1.p1, NM_122465.4.p1	XM_004245193.4.p1, XM_010326848.3.p1
OG0003198	NM_001343218.1.p1, NM_180478.1.p1, NM_121224.4.p1, NM_203038.3.p1	XM_026030691.1.p1, XM_004237514.4.p1
OG0003199	NM_001343272.1.p1, NM_001343273.1.p1, NM_121344.6.p1	XM_004253184.4.p1, XR_003244939.1.p1, XM_019211708.2.p1
OG0003200	NM_124166.3.p1	XM_004247769.4.p1
OG0003201	NM_001343411.1.p1, NM_001343413.1.p1, NM_001343412.1.p1, NM_121567.5.p1	XM_004232094.4.p1, XM_019212854.2.p1, XM_026029844.1.p1, XM_004234861.4.p1
OG0003202	NM_122221.3.p1, NM_001343791.1.p1, NM_120906.6.p1	XM_026029150.1.p1
OG0003203	NM_122560.2.p1, NM_180750.2.p1, NM_180749.4.p1, NM_001343982.1.p1	XR_741270.3.p1, XM_010321935.3.p1
OG0003204	NM_123088.4.p1, NM_001344176.1.p1	XM_010320927.3.p1, XM_004236630.4.p1, XM_004237737.4.p1, XM_010321783.3.p1, XM_019213598.2.p1, XM_026030784.1.p1, XM_010321781.3.p1, XM_010321782.3.p1, XM_026030783.1.p1, XM_004237738.4.p1
OG0003205	NM_106137.5.p1	XM_010320654.3.p1, XM_004242116.4.p1
OG0003207	NM_001345277.1.p1	XM_004242941.4.p1, XM_010324891.3.p1
OG0003208	NM_100357.5.p1	XM_004247781.4.p1
OG0003209	NM_100482.2.p1, NM_100483.3.p1, NM_128696.4.p1, NM_115810.4.p1	NM_001246959.2.p1
OG0003210	NM_100588.4.p1, NM_128561.5.p1, NM_125246.4.p1	NM_001247658.2.p1, XM_004242466.4.p1
OG0003211	NM_102038.5.p1	XM_004250278.4.p1
OG0003211	NM_104559.4.p1, NM_100830.5.p1	XM_004248767.3.p1, XM_004230454.4.p1
OG0003212	NM_101173.5.p1	XM_010322641.3.p1, XM_010322643.1.p1
OG0003213	NM_101286.3.p1, NM_102444.3.p1	XM_004238775.4.p1
OG0003214	NM_101340.4.p1, NM_179332.3.p1	XM_004236869.4.p1
OG0003215	NM_101410.4.p1	XM_010320487.3.p1, XM_010320486.3.p1, NM_001320695.1.p1, NM_001320696.1.p1
OG0003216	NM_117048.4.p1, NM_103125.5.p1, NM_102125.4.p1	XM_004235026.4.p1, XM_004241353.4.p1, NM_001328520.1.p1
OG0003218	NM_103190.2.p1	XM_004238480.4.p1
OG0003219	NM_103991.1.p1, NM_103950.1.p1	XM_010319814.2.p1
OG0003220	NM_103971.2.p1	XM_004244091.4.p1
OG0003221	NM_104404.4.p1, NM_112207.4.p1	XM_004251190.4.p1, XM_004228918.2.p1, XM_010328989.3.p1
OG0003222	NM_124810.4.p1	XM_004244141.4.p1
OG0003223	NM_105399.2.p1	NM_001279206.2.p1, XR_738803.3.p1, XM_010315852.3.p1, XM_010315848.3.p1
OG0003224	NM_106374.4.p1	XM_010321398.3.p1, XM_026030766.1.p1
OG0003225	NM_122213.4.p1, NM_111659.4.p1	NM_001247784.1.p1, XM_004250232.4.p1
OG0003226	NM_111682.4.p1, NM_202525.1.p1	XM_004229599.4.p1
OG0003226	NM_129745.3.p1, NM_129744.5.p1	XM_004236565.4.p1, XM_004236566.4.p1
OG0003227	NM_111797.3.p1, NM_120365.4.p1	XM_004249545.4.p1, XM_004249459.4.p1, XM_004246654.4.p1
OG0003228	NM_129662.4.p1, NM_111913.4.p1, NM_120591.2.p1	XM_004249276.4.p1, XM_004249078.4.p1
OG0003229	NM_112716.3.p1	XR_002026211.2.p1, XR_002026217.2.p1, XR_002026209.2.p1, XR_002026212.2.p1, XR_002026213.2.p1, XR_002026214.2.p1, XR_002026210.2.p1
OG0003230	NM_130378.5.p1	XM_004240593.4.p1, XM_004247094.4.p1
OG0003230	NM_113262.4.p1	XM_010324435.3.p1
OG0003231	NM_113367.3.p1	XM_004251327.4.p1
OG0003232	NM_113686.3.p1, NM_180677.2.p1	XR_003244834.1.p1, XM_010315864.3.p1, XM_004232273.4.p1
OG0003233	NM_114929.3.p1	XM_004234512.4.p1, XR_740325.3.p1
OG0003234	NM_115147.4.p1	XM_004246473.4.p1, XM_004249778.4.p1, XM_004249394.4.p1
OG0003235	NM_115322.4.p1	XM_004242301.4.p1, XM_004247288.4.p1
OG0003236	NM_116565.2.p1	XM_004243745.4.p1
OG0003238	NM_130121.4.p1	XM_004231129.4.p1
OG0003238	NM_179111.1.p1, NM_118671.3.p1, NM_124556.2.p1	XM_004234099.4.p1
OG0003239	NM_125069.3.p1, NM_118748.3.p1	XM_004251619.3.p1, XM_004243910.4.p1
OG0003240	NM_124719.4.p1, NM_118927.5.p1	XM_004234911.4.p1
OG0003241	NM_128116.3.p1, NM_119397.2.p1	XM_010322385.3.p1, XM_004238759.4.p1
OG0003242	NM_119688.4.p1	XM_010316914.3.p1
OG0003243	NM_148105.3.p1	XM_004237987.4.p1
OG0003243	NM_119950.2.p1, NM_179183.2.p1, NM_127833.5.p1	XM_026029696.1.p1
OG0003244	NM_121039.5.p1	XM_004237390.4.p1
OG0003245	NM_121186.4.p1	NM_001346605.1.p1
OG0003245	NM_127852.4.p1	XM_010327644.3.p1, XM_010327645.3.p1
OG0003247	NM_122628.3.p1	XM_019215360.2.p1, XM_010325061.3.p1, XM_019215363.2.p1, XM_019215361.2.p1
OG0003248	NM_124089.5.p1, NM_180813.4.p1	XM_004245769.3.p1, XM_010326274.3.p1
OG0003249	NM_180820.2.p1, NM_124156.5.p1	XM_004238085.4.p1
OG0003250	NM_124887.5.p1	XM_004244300.4.p1, XM_004244058.4.p1
OG0003251	NM_124942.3.p1	XM_004243999.4.p1
OG0003252	NM_128268.3.p1	XM_004228426.3.p1
OG0003253	NM_129027.6.p1	XR_003245162.1.p1, XR_739406.3.p1, XR_003245163.1.p1, XM_010318650.3.p1
OG0003254	NM_130154.4.p1	XM_004229840.4.p1, XM_019216099.2.p1
OG0003255	NM_202194.3.p1, NM_179384.2.p1	XM_004238047.4.p1, XM_004252692.2.p1
OG0003256	NM_179882.2.p1	XM_019213146.2.p1, XM_004229280.1.p1, XM_010321580.3.p1
OG0003257	NM_202366.3.p1	XM_004250134.4.p1
OG0003270	NM_179486.2.p1, NM_104479.2.p1, NM_001035606.4.p1	XM_004243945.3.p1, XM_019214651.2.p1
OG0003271	NM_001344413.1.p1, NM_001036152.1.p1	XM_010327066.3.p1, XM_004244579.4.p1
OG0003272	NM_179836.2.p1, NM_001336329.1.p1, NM_001036380.2.p1, NM_100488.4.p1	XM_026031507.1.p1, XM_026031508.1.p1
OG0003273	NM_001036788.3.p1, NM_001343102.1.p1, NM_001343101.1.p1	XM_026028443.1.p1
OG0003274	NM_125735.4.p1, NM_001344890.1.p1, NM_124418.4.p1	XM_004236292.4.p1, XM_004239148.4.p1
OG0003275	NM_101871.3.p1, NM_001084098.1.p1	XM_004238577.4.p1
OG0003276	NM_119441.5.p1	XM_010326776.3.p1
OG0003276	NM_001084233.2.p1, NM_104096.3.p1	XM_004235602.4.p1, XM_004252306.4.p1
OG0003277	NM_001335101.1.p1, NM_001084400.2.p1, NM_001335102.1.p1	XM_004228487.4.p1
OG0003278	NM_120298.3.p1	XM_010314054.2.p1, XM_004249605.4.p1
OG0003278	NM_001084549.2.p1, NM_001336669.1.p1	XM_004253286.1.p1
OG0003279	NM_112893.4.p1, NM_001338447.1.p1, NM_001084722.1.p1	XM_004236817.4.p1
OG0003280	NM_001124855.1.p1, NM_127176.4.p1, NM_103823.2.p1	XM_010328580.3.p1, XM_004246059.4.p1
OG0003281	NM_202680.3.p1, NM_001125344.1.p1, NM_114970.5.p1	XM_004234497.4.p1, XM_019212394.2.p1
OG0003282	NM_118523.4.p1, NM_001125492.1.p1, NM_202803.3.p1, NM_117167.4.p1, NM_001160748.1.p1, NM_001160747.1.p1, NM_001340698.1.p1	XM_019215274.2.p1, XM_004244588.4.p1
OG0003283	NM_101117.5.p1, NM_001340757.1.p1, NM_117270.4.p1, NM_001160793.1.p1, NM_118414.4.p1	XM_004245647.4.p1
OG0003284	NM_001198085.1.p1, NM_001332241.1.p1, NM_001332240.1.p1, NM_101523.4.p1, NM_202115.3.p1, NM_001332239.1.p1, NM_001332238.1.p1	XM_019216111.2.p1
OG0003285	NM_001334336.1.p1, NM_202374.3.p1, NM_001198418.1.p1, NM_105460.6.p1	XM_004239083.4.p1, XM_026031101.1.p1
OG0003286	NM_127156.4.p1, NM_001202604.1.p1, NM_119885.3.p1, NM_114943.5.p1	XM_004233368.2.p1
OG0003287	NM_001202807.1.p1, NM_129839.4.p1	XM_010325348.3.p1, XM_010325345.3.p1, XM_010325346.3.p1, XM_026032120.1.p1
OG0003288	NM_001337896.1.p1, NM_001202927.1.p1, NM_120596.4.p1	XM_004249676.4.p1, XM_004249273.3.p1, XM_019212847.2.p1, XR_003245917.1.p1
OG0003289	NM_001202995.1.p1, NM_001338337.1.p1, NM_112728.4.p1	XM_004236399.4.p1
OG0003290	NM_001340044.1.p1, NM_115906.4.p1, NM_001203213.1.p1, NM_001340043.1.p1, NM_115908.4.p1	NM_001310125.1.p1
OG0003291	NM_117346.4.p1, NM_117347.7.p1, NM_001340803.1.p1, NM_001203780.1.p1, NM_001340806.1.p1, NM_001340804.1.p1, NM_001340805.1.p1	XM_004242399.4.p1, XM_004246195.4.p1
OG0003292	NM_001331477.1.p1	XM_010328923.3.p1, XM_010328922.3.p1
OG0003293	NM_001331632.1.p1, NM_115772.4.p1	XM_010325327.3.p1
OG0003294	NM_103972.3.p1, NM_001331897.1.p1	XM_004229468.4.p1, XM_004243324.4.p1
OG0003295	NM_129852.3.p1	XM_010325326.3.p1, XM_004243155.4.p1, XM_004248164.4.p1
OG0003295	NM_001331922.1.p1, NM_100946.3.p1	XM_010321370.3.p1, XR_003246453.1.p1, XR_741050.3.p1, XM_004237293.4.p1
OG0003296	NM_001332506.1.p1, NM_101997.3.p1	XM_004237675.4.p1, XM_004237674.4.p1
OG0003297	NM_102394.3.p1, NM_001332710.1.p1, NM_202185.2.p1, NM_105574.4.p1	XR_003246105.1.p1, XR_003246104.1.p1, XR_003246106.1.p1, XM_026030096.1.p1, XM_004236031.4.p1, XR_740728.3.p1, XR_740729.3.p1, XM_010320585.3.p1, XM_010320584.3.p1, XR_003246108.1.p1, XM_004252205.4.p1, XM_019211618.2.p1
OG0003298	NM_121654.3.p1	XM_004250048.3.p1
OG0003298	NM_001332758.1.p1	XM_004247937.4.p1, XM_004252920.4.p1
OG0003299	NM_001333457.1.p1, NM_112946.5.p1	XM_026032161.1.p1, XM_026032162.1.p1, XM_004244087.4.p1
OG0003300	NM_001333562.1.p1, NM_112431.3.p1, NM_104151.4.p1, NM_179469.3.p1, NM_101416.3.p1	XM_019213169.2.p1, XM_004235671.4.p1
OG0003301	NM_001334244.1.p1, NM_179519.3.p1, NM_179520.1.p1	XM_010317761.3.p1, XM_004231953.3.p1, XM_004231952.4.p1
OG0003302	NM_001335002.1.p1	XM_004241636.2.p1, XM_004235879.4.p1
OG0003303	NM_179592.2.p1, NM_001335061.1.p1, NM_105762.3.p1, NM_179369.2.p1, NM_102156.1.p1	XM_010320812.3.p1, NM_001247248.1.p1, XM_010322243.3.p1
OG0003304	NM_127207.4.p1, NM_001335480.1.p1, NM_001335478.1.p1, NM_001335479.1.p1, NM_105918.3.p1	XM_004230891.4.p1, XM_010317036.3.p1
OG0003305	NM_128809.6.p1, NM_001336399.1.p1	XM_010316188.3.p1, XM_010316187.3.p1, XM_010316189.3.p1, XM_026028471.1.p1, XM_004252543.4.p1
OG0003306	NM_001336643.1.p1	XM_004249629.4.p1
OG0003306	NM_128397.3.p1	XM_004251091.4.p1
OG0003307	NM_115376.2.p1, NM_129497.4.p1, NM_001336772.1.p1, NM_179985.2.p1, NM_129500.4.p1	XM_004236718.3.p1
OG0003308	NM_001336931.1.p1, NM_180022.2.p1	XM_004249210.4.p1, XM_026030628.1.p1
OG0003309	NM_124190.4.p1, NM_001337745.1.p1, NM_001337744.1.p1	NM_001346996.1.p1
OG0003310	NM_180269.3.p1, NM_112561.5.p1, NM_001338265.1.p1	XM_026028815.1.p1
OG0003311	NM_112720.2.p1, NM_001338335.1.p1, NM_103778.5.p1	XM_004235716.4.p1
OG0003312	NM_001338778.1.p1, NM_113512.4.p1, NM_113511.6.p1	XM_019211189.2.p1, XM_004250698.4.p1
OG0003313	NM_129310.3.p1	XM_026028848.1.p1
OG0003314	NM_118279.3.p1, NM_118280.2.p1, NM_001341502.1.p1, NM_001341504.1.p1, NM_001341501.1.p1, NM_001341505.1.p1, NM_148368.2.p1	XM_010318402.3.p1, XM_010318401.3.p1
OG0003315	NM_118817.4.p1, NM_001341832.1.p1, NM_124900.4.p1	XM_004251863.4.p1
OG0003315	NM_126593.5.p1	XM_004243467.4.p1
OG0003316	NM_120676.3.p1, NM_001342847.1.p1	XM_004244452.4.p1
OG0003316	NM_120279.3.p1	XM_004246341.3.p1, XM_010314062.2.p1
OG0003317	NM_120945.3.p1, NM_001343021.1.p1	XM_004253209.4.p1
OG0003318	NM_122517.5.p1, NM_001343963.1.p1	XM_004245018.4.p1
OG0003318	NM_122068.3.p1	XM_004239560.4.p1, XM_010325719.3.p1, XM_010325717.3.p1
OG0003319	NM_123060.3.p1, NM_001344162.1.p1	XM_004231585.4.p1, XM_010319347.3.p1
OG0003320	NM_001344705.1.p1, NM_124062.3.p1	XM_019215396.2.p1, XM_004244617.4.p1, XR_003247763.1.p1, XM_010327271.3.p1
OG0003321	NM_001345144.1.p1, NM_001345145.1.p1, NM_124940.4.p1	XM_004251870.4.p1
OG0003322	NM_100429.3.p1	XM_004251685.3.p1, XM_004242696.4.p1
OG0003322	NM_121148.3.p1	XM_010326478.3.p1
