Orthogroup	Arabidopsis_thaliana_rna_prot	Zea_mays_rna_prot
OG0005226	NM_102866.3.p1, NM_001332952.1.p1	NM_001362141.1.p1, XM_008665369.3.p1
OG0005227	NM_112875.4.p1, NM_103912.3.p1, NM_001333429.1.p1	NM_001152786.1.p1, XM_008669603.4.p1
OG0005228	NM_001333658.1.p1, NM_001333659.1.p1	NM_001148335.1.p1
OG0005229	NM_001333999.1.p1	XR_004849933.1.p1, XR_004849932.1.p1, NM_001366817.1.p1, NM_001365807.1.p1, XR_002264746.3.p1, NR_158620.1.p1
OG0005230	NM_001344260.1.p1, NM_001344259.1.p1, NM_123221.4.p1, NM_105390.2.p1, NM_001334283.1.p1	NM_001155602.1.p1
OG0005231	NM_001335097.1.p1, NM_001335096.1.p1	NM_001196642.1.p1, XM_008645998.4.p1
OG0005232	NM_001335180.1.p1, NM_001335182.1.p1, NM_001335179.1.p1, NM_001335181.1.p1, NM_126390.4.p1	XM_008656636.2.p1
OG0005233	NM_001335615.1.p1, NM_179653.4.p1	NM_001112407.1.p1, XM_008660820.2.p1
OG0005234	NM_125103.4.p1, NM_001335628.1.p1, NM_119141.5.p1, NM_001341986.1.p1	XM_008665742.3.p1
OG0005235	NM_127499.2.p1, NM_001335634.1.p1, NM_148143.4.p1	XM_020551291.2.p1, XM_008661480.4.p1
OG0005236	NM_001336001.1.p1, NM_128110.3.p1	NM_001158454.1.p1
OG0005237	NM_129684.3.p1, NM_001336900.1.p1	NM_001176365.1.p1, NM_001148615.1.p1, XR_564933.3.p1, XM_008648158.4.p1
OG0005238	NM_130270.4.p1, NM_001337241.1.p1	XM_008663434.3.p1, NM_001148756.1.p1
OG0005239	NM_121925.4.p1, NM_001337630.1.p1	XM_020551706.3.p1, XM_008682915.4.p1
OG0005240	NM_001337718.1.p1	XM_020549827.3.p1, NM_001174508.1.p1, XM_008674864.3.p1
OG0005241	NM_001342833.1.p1, NM_120652.4.p1, NM_111959.3.p1, NM_001337921.1.p1, NM_001337919.1.p1, NM_001337920.1.p1	XM_008657021.2.p1
OG0005242	NM_001338144.1.p1, NM_001338145.1.p1, NM_001338146.1.p1, NM_001338143.1.p1	XM_020545715.3.p1, XM_020545714.3.p1
OG0005243	NM_001338508.1.p1, NM_148740.5.p1, NM_001338509.1.p1	NM_001155922.1.p1
OG0005245	NM_001338624.1.p1, NM_113236.4.p1	XM_008669141.4.p1, XM_020547478.2.p1, XM_008669139.4.p1, XM_035965225.1.p1, XM_008669143.4.p1, XM_008669142.4.p1, XM_008669138.4.p1, XM_035965226.1.p1, XM_035965227.1.p1, XM_020547480.3.p1
OG0005246	NM_001338675.1.p1, NM_113331.3.p1, NM_001338663.1.p1, NM_001338674.1.p1, NM_113296.5.p1	XM_035964883.1.p1, NM_001174332.1.p1, XM_008670034.3.p1, XM_008670037.4.p1, XM_020547828.2.p1, XM_008670035.3.p1
OG0005247	NM_001338868.1.p1	XM_020540451.3.p1, XM_035960507.1.p1, XM_008653071.3.p1, XM_008653069.4.p1
OG0005248	NM_001338953.1.p1, NM_001338952.1.p1	XM_008651051.2.p1
OG0005249	NM_001339101.1.p1, NM_001339100.1.p1	XM_008670029.4.p1, XR_002266963.2.p1, XM_020545675.2.p1, XR_004853388.1.p1, XR_002265587.2.p1, XM_020545676.2.p1
OG0005250	NM_001339342.1.p1, NM_001339344.1.p1, NM_001339343.1.p1, NM_114668.3.p1	XM_035965902.1.p1
OG0005251	NM_114944.6.p1, NM_001339485.1.p1, NM_126054.2.p1, NR_143375.1.p1, NR_143376.1.p1, NR_143377.1.p1	NM_001136843.1.p1
OG0005252	NM_001339535.1.p1, NM_001339536.1.p1, NM_115044.5.p1	XM_035959657.1.p1, NM_001358396.1.p1, NM_001156444.2.p1, XM_008656083.4.p1
OG0005253	NM_001339906.1.p1	NM_001352076.1.p1, NM_001174369.1.p1
OG0005254	NM_115955.6.p1, NM_001340062.1.p1	NM_001359648.1.p1, NM_001158089.1.p1
OG0005255	NM_001340154.1.p1, NM_116098.4.p1	NM_001137906.1.p1, XM_008656089.3.p1
OG0005256	NM_001340796.1.p1	NM_001326459.1.p1, XM_020553398.3.p1, XM_020551630.2.p1
OG0005257	NM_001340872.1.p1, NM_001340873.1.p1, NM_117441.4.p1	NM_001154073.2.p1
OG0005258	NM_113190.3.p1, NM_001340952.1.p1, NM_117548.4.p1	XM_020538990.3.p1, XM_008649692.3.p1, XM_008649693.4.p1
OG0005259	NM_203160.2.p1, NM_123930.5.p1, NM_001341317.1.p1, NM_148355.5.p1	XM_008645622.3.p1, XM_008645621.4.p1, NM_001158722.1.p1, NM_001156296.2.p1, XR_564981.3.p1, XR_002268913.2.p1, XM_008679115.3.p1
OG0005261	NM_203188.3.p1, NM_203187.3.p1, NM_001341686.1.p1, NM_001341683.1.p1, NM_001341684.1.p1, NM_001341685.1.p1	XM_008648134.4.p1
OG0005262	NM_001341975.1.p1, NM_119118.3.p1, NM_127510.5.p1	NM_001111721.2.p1, NM_001111597.1.p1
OG0005264	NM_120200.4.p1, NM_001342579.1.p1	XM_008652607.3.p1, XM_008655760.4.p1, NM_001156543.1.p1, NM_001151186.1.p1
OG0005265	NM_120219.2.p1, NM_001342589.1.p1, NM_129380.3.p1	XM_020547693.3.p1, NM_001147185.1.p1
OG0005267	NM_001343453.1.p1, NM_121658.4.p1	NM_001151622.1.p1, XM_008657299.3.p1
OG0005268	NM_001343556.1.p1	XM_020542070.2.p1, NM_001152539.1.p1, XM_008656589.4.p1, NM_001329463.1.p1, NM_001317230.1.p1
OG0005269	NR_144128.1.p1, NM_121147.3.p1, NM_122437.4.p1, NM_001343916.1.p1, NM_180741.2.p1, NM_122044.2.p1	NM_001153904.2.p1
OG0005270	NM_111341.3.p1, NM_001344080.1.p1	NM_001165836.2.p1, XM_008657293.2.p1
OG0005271	NM_180799.2.p1, NM_001344572.1.p1	XM_035963808.1.p1, XM_020552336.1.p1, XR_004857345.1.p1, XM_008676808.4.p1
OG0005272	NM_001344914.1.p1, NM_130319.4.p1, NM_124474.4.p1, NM_180835.3.p1	NM_001152824.1.p1
OG0005273	NM_124508.4.p1, NM_001344933.1.p1	XM_008678963.4.p1, XR_004857567.1.p1, NM_001154113.1.p1
OG0005274	NM_001345305.1.p1	NM_001364491.1.p1
OG0005275	NM_001345377.1.p1, NM_125389.3.p1, NM_001345378.1.p1	NM_001374095.1.p1
OG0005276	NM_001345472.1.p1	NM_001150985.1.p1, NM_001149116.2.p1
OG0005277	NM_125989.4.p1, NM_001345727.1.p1, NM_114841.4.p1	NM_001176487.1.p1, XM_008660683.4.p1
OG0005278	NM_001345764.1.p1, NM_126045.6.p1	XM_035961312.1.p1, NM_001363285.1.p1
OG0005279	NM_100727.4.p1	NM_001111454.2.p1, NM_001111453.1.p1
OG0005280	NM_100799.3.p1	XM_023302418.2.p1, NM_001143428.1.p1
OG0005281	NM_100878.5.p1	NM_001363252.1.p1
OG0005282	NM_102182.3.p1, NM_202077.3.p1, NM_100950.5.p1	NM_001156292.2.p1, NM_001158717.1.p1
OG0005283	NM_101105.5.p1	NM_001367859.1.p1, NM_001151085.2.p1, NM_001349187.1.p1, NM_001149129.2.p1
OG0005284	NM_104976.5.p1, NM_101127.4.p1	XM_008662898.3.p1
OG0005285	NM_101144.5.p1	XM_008647828.2.p1, XM_035963516.1.p1, XM_008670785.3.p1
OG0005287	NM_101329.4.p1	NM_001367372.1.p1
OG0005288	NM_101342.4.p1	XM_008667079.4.p1
OG0005289	NM_101434.4.p1	XM_020544998.2.p1, XM_008658427.3.p1, NM_001111463.1.p1, XM_020540729.3.p1
OG0005290	NM_101449.5.p1, NM_179583.5.p1	NM_001147488.1.p1, XR_002263294.2.p1, XR_555363.4.p1, NM_001371958.1.p1
OG0005291	NM_105966.2.p1, NM_101638.3.p1	NM_001320806.1.p1, XR_560914.4.p1, XM_035964237.1.p1
OG0005292	NM_101652.3.p1, NM_202124.2.p1, NM_202125.3.p1, NM_105984.4.p1	NM_001156765.1.p1
OG0005293	NM_101672.4.p1	XM_020538763.3.p2, NM_001112793.1.p1, NM_001112777.2.p1, NM_001112778.2.p1
OG0005294	NM_101791.3.p1	XM_008671503.4.p1
OG0005296	NM_102258.6.p1	NM_001175182.1.p1, NM_001156250.2.p1, XM_020538984.2.p1
OG0005297	NM_102550.4.p1	XM_008676007.4.p1, XM_035966250.1.p1, XM_008664379.3.p1, XM_020550252.2.p1, XM_008675946.3.p1
OG0005298	NM_102721.3.p1	XM_008674653.3.p1, NM_001155507.3.p1
OG0005299	NM_103097.4.p1	NM_001143065.1.p1, NM_001146931.1.p1
OG0005300	NM_103537.5.p1	NM_001301592.1.p1, NM_001111917.2.p1
OG0005301	NM_103660.6.p1	NM_001174593.1.p1
OG0005302	NM_104140.3.p1	XM_035967483.1.p1
OG0005303	NM_104202.3.p1, NM_112364.4.p1	NM_001147353.1.p1, NM_001148628.2.p1, NM_001147865.1.p1
OG0005304	NM_112358.4.p1, NM_104207.3.p1	NM_001158795.1.p1, NM_001349985.1.p1
OG0005305	NM_104523.4.p1	NM_001156879.2.p1, XM_008653275.4.p1, NM_001138054.1.p1, XM_008668888.3.p1
OG0005306	NM_104736.2.p1	XM_008655645.3.p1, XM_023300614.1.p1
OG0005307	NM_117315.3.p1, NM_118382.3.p1, NM_104931.3.p1	XM_023301293.2.p1
OG0005308	NM_105256.4.p1	NM_001137032.2.p1, NM_001176693.2.p1
OG0005309	NM_112239.4.p1, NM_105956.5.p1	XM_008680329.2.p1, XM_008679778.2.p1, NM_001150341.1.p1
OG0005310	NM_106040.3.p1	XM_008657393.2.p1
OG0005311	NM_106045.4.p1	XM_008657380.4.p1, XM_008657379.4.p1, XM_008675554.4.p1
OG0005312	NM_106542.4.p1	NM_001176094.1.p1, XM_020544720.3.p1, XM_020544715.3.p1
OG0005313	NM_121421.4.p1, NM_111055.4.p1	NM_001368202.1.p1, XM_020540973.2.p1
OG0005314	NM_111204.4.p1	XM_008669744.3.p1, XM_020547727.2.p1
OG0005315	NM_122603.2.p1, NM_111373.3.p1	NM_001143058.1.p1, NM_001137900.2.p1
OG0005316	NM_111599.4.p1, NM_124243.3.p1	NM_001148205.2.p1, NM_001143095.1.p1
OG0005317	NM_111681.3.p1	XM_020545605.3.p1, XM_020545603.3.p1, XM_008676156.4.p1
OG0005318	NM_111699.6.p1	XM_008663112.4.p1
OG0005319	NM_120717.5.p1, NM_111898.4.p1	NR_153104.1.p1, XM_023301230.2.p1
OG0005320	NM_111924.3.p1	NM_001158619.2.p1, XM_008671712.3.p1, NM_001157933.1.p1
OG0005321	NM_112107.3.p1, NM_123835.4.p1	NM_001156929.2.p1, NM_001317175.1.p1
OG0005322	NM_112108.2.p1	XM_023301886.2.p1, XM_008654872.4.p1
OG0005323	NM_112565.2.p1	NM_001175693.2.p1
OG0005324	NM_112704.3.p1	XM_008673885.3.p1
OG0005325	NM_112957.3.p1	NM_001174852.1.p1
OG0005326	NM_113113.4.p1, NM_117601.3.p1	NM_001154751.2.p1, NM_001156216.2.p1, NM_001153832.2.p1
OG0005327	NM_113392.3.p1	XM_020538607.1.p1, XM_020538608.2.p1
OG0005328	NM_114667.5.p1, NM_203254.2.p1, NM_125667.3.p1	NM_001357862.1.p1, NM_001156786.1.p1
OG0005329	NM_116495.4.p1, NM_115321.4.p1	NM_001111532.2.p1, XM_035960864.1.p1, XM_035960862.1.p1, XM_008667375.3.p1, XM_008667374.3.p1, NM_001254838.2.p1
OG0005330	NM_115329.3.p1	NM_001127252.1.p1
OG0005331	NM_115361.3.p1, NM_129486.5.p1	NM_001367961.1.p1, NM_001157598.1.p1
OG0005332	NM_115477.3.p1	NM_001291610.1.p1, NM_001369209.1.p1, XM_008679048.2.p1
OG0005333	NM_115984.2.p1	NM_001159096.2.p1, NM_001158907.2.p1
OG0005334	NM_116351.7.p1	XM_020550544.3.p1, XM_008677117.3.p1, NR_147977.1.p1, XM_020542423.3.p1, XR_002264089.2.p1, XM_020542422.3.p1, XM_020542421.3.p1
OG0005335	NM_116387.2.p1	NM_001330592.1.p1
OG0005336	NM_116594.5.p1	XM_020542696.3.p1, XM_035961859.1.p1, XR_004852150.1.p1, XM_020542694.3.p1
OG0005337	NM_116755.5.p1	XM_008674394.4.p1, NM_001137274.2.p1, NM_001153038.2.p1, XR_004857202.1.p1, XM_008674881.4.p1
OG0005338	NM_117741.4.p1	NM_001150592.1.p1
OG0005339	NM_118147.5.p1	NM_001159121.1.p1, NM_001301600.2.p1
OG0005340	NM_118248.2.p1	XM_035958933.1.p1, XM_008646230.4.p1, XM_035958930.1.p1, XM_035958931.1.p1
OG0005342	NM_124975.4.p1, NM_118793.3.p1	NM_001350207.1.p1
OG0005343	NM_118836.3.p1, NM_124869.3.p1	XM_008656465.4.p1, NM_001149639.2.p1
OG0005344	NM_118885.4.p1	XM_035965406.1.p1, XM_008671922.4.p1, XM_008654367.4.p1
OG0005345	NM_127421.2.p1, NM_119186.3.p1	NM_001147524.1.p1
OG0005346	NM_119289.3.p1	XM_020548242.3.p1, XM_020548243.3.p1
OG0005347	NM_119384.4.p1	XM_035959503.1.p1
OG0005348	NM_119406.3.p1, NM_180477.2.p1, NM_121170.3.p1	NM_001153364.1.p1
OG0005349	NM_119528.4.p1, NM_127015.4.p1	NM_001156054.1.p1
OG0005350	NM_119590.4.p1	XM_008661686.4.p1, XM_008661695.4.p1
OG0005352	NM_119840.7.p1	NM_001157961.2.p1
OG0005353	NM_119843.3.p1	NM_001317394.1.p1
OG0005354	NM_119911.4.p1	NM_001139253.2.p1, NM_001157878.1.p1
OG0005355	NM_120024.3.p1	NM_001156538.1.p1, NM_001147392.1.p1, XM_035967597.1.p1
OG0005356	NM_120101.3.p1	NM_001139406.1.p1
OG0005357	NM_120542.5.p1	NM_001150353.2.p1
OG0005358	NM_120558.3.p1	XM_008658804.4.p1, XM_020550029.2.p1, XM_008651455.4.p1
OG0005359	NM_121117.2.p1	NM_001353358.1.p1, XM_020548091.3.p1
OG0005360	NM_122035.3.p1, NM_121149.4.p1	XM_008679443.4.p1
OG0005361	NM_121783.5.p1	NM_001112602.2.p1, NM_001136769.1.p1
OG0005362	NM_121845.3.p1, NM_180513.1.p1	XM_035965125.1.p1, XM_008670474.3.p1, XM_020547591.3.p1, XM_020547592.2.p1
OG0005363	NM_121907.3.p1	NM_001154721.1.p1
OG0005364	NM_122139.5.p1	XM_020543499.3.p1, XM_035962074.1.p1, NM_001151802.2.p1, XM_035965923.1.p1
OG0005365	NM_122389.4.p1	NM_001156932.1.p1, XM_008660451.2.p1, XM_008682834.4.p1
OG0005366	NM_122874.4.p1	NM_001154507.2.p1
OG0005367	NM_122928.3.p1	XM_008654566.4.p1, XM_008648088.4.p1, NM_001357725.1.p1
OG0005369	NM_123974.3.p1	XM_008673680.4.p1, NM_001151487.1.p1
OG0005370	NM_124707.4.p1	NM_001149979.1.p1, XM_008656473.4.p1, XM_008645962.4.p1, NM_001195905.1.p1, NM_001176433.1.p1, NM_001350038.1.p1
OG0005372	NM_125133.5.p1	NM_001155243.2.p2, XM_008666354.4.p1
OG0005374	NM_125811.4.p1	XR_004855393.1.p1
OG0005375	NM_127507.3.p1	NM_001136801.1.p1, NM_001176740.1.p1
OG0005376	NM_201763.2.p1, NM_127635.4.p1	XM_008670331.4.p1
OG0005377	NM_128004.4.p1	XM_008672074.4.p1, XM_008654658.4.p1
OG0005378	NM_179804.3.p1, NM_128517.4.p1	XM_035968091.1.p1, XM_035968096.1.p1, XM_035968102.1.p1, XM_035968092.1.p1, XM_035968098.1.p1, XM_035968105.1.p1
OG0005380	NM_129240.3.p1	NM_001358763.1.p1, XM_008652684.3.p1, NM_001156729.1.p1
OG0005381	NM_129265.3.p1	NM_001367489.1.p1, XR_002263140.2.p1, NM_001147361.1.p1
OG0005382	NM_129325.6.p1	XM_008651246.4.p1, NM_001196506.1.p1
OG0005383	NM_129414.5.p1	XM_035962300.1.p1, NM_001165820.1.p1
OG0005384	NM_129658.4.p1	XM_008646365.3.p1, XM_023301408.2.p1, XM_008651158.4.p1
OG0005385	NM_130163.3.p1	NM_001149044.2.p1
OG0005386	NM_179832.2.p1	NM_001148791.1.p1, NM_001176600.2.p1
OG0005387	NM_201871.2.p1	NM_001147493.1.p1, NM_001175159.1.p1
OG0005408	NM_115078.4.p1, NM_001339563.1.p1, NM_001035765.2.p1	XM_008666894.4.p1
OG0005409	NM_001035831.2.p1	XM_008655335.4.p1, XM_008653553.4.p1
OG0005410	NM_001035897.1.p1, NM_100420.4.p1	XM_008649228.4.p1
OG0005411	NM_102180.4.p1, NM_001036006.1.p1, NM_001036186.2.p1, NM_105726.3.p1, NM_202393.2.p1	NM_001157737.2.p1, NM_001196119.1.p1
OG0005412	NM_101831.4.p1, NM_001332405.1.p1, NM_001036021.1.p1, NM_102549.5.p1	XM_035965776.1.p1, XM_035965778.1.p1, XM_035965772.1.p1
OG0005413	NM_001334543.1.p1, NM_001334544.1.p1, NM_001036192.3.p1	XM_035960319.1.p1, XM_008658575.3.p1, XM_035960320.1.p1, XM_035960321.1.p1
OG0005414	NM_001202762.2.p1, NM_001202760.1.p1, NM_179932.3.p1, NM_001036416.1.p1	XM_035959798.1.p1, NM_001176719.1.p1
OG0005415	NM_001036934.3.p1, NM_123817.4.p1, NM_179083.3.p1, NM_118163.4.p1, NM_001036605.1.p1, NM_001341439.1.p1	NM_001155052.2.p1, NM_001147006.1.p1
OG0005416	NM_001342211.1.p1, NM_001036704.2.p1, NM_124099.1.p1, NM_120554.2.p1, NM_103079.4.p1, NM_113554.3.p1	NM_001359661.1.p1, XM_008663275.4.p1
OG0005417	NM_122908.4.p1, NM_001036889.2.p1	XM_020551654.3.p1, XM_035967034.1.p1, XM_035967032.1.p1, XM_020551652.3.p1, XM_020551655.2.p1, XM_020551653.2.p1, XM_035967035.1.p1, XM_035967031.1.p1, XM_035967030.1.p1
OG0005418	NM_124755.3.p1, NM_001036993.2.p1, NM_001332726.1.p1	NM_001320956.1.p1
OG0005419	NM_001084291.2.p1, NM_001084292.1.p1	NM_001366186.1.p1, NR_158761.1.p1
OG0005420	NM_106379.9.p1, NM_001084367.2.p1	NM_001359384.1.p1
OG0005421	NM_001084564.1.p1, NM_001336861.1.p1, NM_129636.3.p1	XM_020540231.2.p1
OG0005422	NM_100463.3.p1, NM_001331585.1.p1, NM_001123763.1.p1, NM_180052.4.p1, NM_001337011.1.p1	XM_020547481.2.p1
OG0005424	NM_001123906.2.p1, NM_102661.3.p1, NM_001332841.1.p1, NM_001123905.1.p1	NM_001138842.1.p1
OG0005425	NM_001125006.1.p1, NM_129536.5.p1	XM_020549771.3.p1, XM_020549772.3.p1, NM_001137904.3.p1
OG0005426	NM_115071.4.p1, NM_001339554.1.p1, NM_001125350.1.p1	XM_008653309.3.p1, XM_035960620.1.p1, XM_008653305.4.p1, XM_008653303.3.p1, XM_020540561.3.p1, NM_001157687.1.p1
OG0005427	NM_129982.3.p1, NM_115863.4.p1, NM_001125388.1.p1	XM_008666914.3.p1, NM_001152816.2.p1, NM_001371520.1.p1
OG0005428	NM_001342654.1.p1, NM_001125683.2.p1	XM_008662651.3.p1
OG0005431	NM_001161071.1.p1, NM_179854.3.p1	NM_001174378.1.p1, NM_001318235.1.p1
OG0005432	NM_122371.5.p1, NM_001343888.1.p1, NM_001161267.1.p1, NM_001343885.1.p1, NM_001161263.1.p1, NM_001343889.1.p1, NM_001343886.1.p1	XM_023302427.2.p1, NM_001349926.1.p1
OG0005433	NM_001331757.1.p1, NM_001198005.1.p1, NM_001198004.1.p1, NM_202062.3.p1	XM_008678955.4.p1, NM_001153881.1.p1, XM_008645625.2.p1, XM_008645627.3.p1, XM_035968109.1.p1, NM_001158835.1.p1
OG0005434	NM_001332280.1.p1, NM_001198090.2.p1	XR_566309.3.p1, XM_008647353.4.p1, XM_020538484.3.p1
OG0005435	NM_102331.3.p1, NM_001198163.1.p1, NM_125174.2.p1	NM_001362125.1.p1, NM_001305858.2.p1, XM_035963489.1.p1
OG0005436	NM_001198305.2.p1, NM_001333696.1.p1, NM_001198304.1.p1	XM_035965236.1.p1, XM_035965230.1.p1, XM_020548523.1.p1, XM_035965254.1.p1, XM_020548520.2.p1, XR_004856181.1.p1, XM_008670580.3.p1
OG0005438	NM_001198372.1.p1, NM_105022.3.p1, NM_123483.3.p1	NM_001320447.1.p1, XM_020547991.2.p1
OG0005439	NM_179542.2.p1, NM_001334469.1.p1, NM_105730.3.p1, NM_001198434.1.p1, NM_001334467.1.p1, NM_001334466.1.p1, NM_001334468.1.p1, NM_001334464.1.p1, NM_001334465.1.p1	XM_020548081.3.p1, XM_008670527.2.p1, XM_023301585.2.p1
OG0005440	NM_001334789.1.p1, NM_001198492.1.p1	XR_002268151.2.p1, XM_020550410.2.p1
OG0005441	NM_001202627.2.p1	XM_008659011.4.p1, XM_008659010.4.p1, NM_001361680.1.p1
OG0005442	NM_119316.5.p1, NM_001202664.1.p1, NM_128025.4.p1	XM_008650805.4.p1
OG0005443	NM_115073.5.p1, NM_001203138.1.p1, NM_001203139.1.p1	XM_008680820.2.p1, XM_008680822.3.p1, XM_020553468.2.p1
OG0005444	NM_001203316.1.p1, NM_120780.4.p1, NM_001342915.1.p1, NM_112067.4.p1, NM_001337986.1.p1	NM_001174370.1.p1, XM_008656940.4.p1
OG0005445	NM_001203337.1.p1, NM_120951.3.p1	XM_008648087.3.p1
OG0005446	NM_110965.4.p1, NM_001343403.1.p1, NM_001343404.1.p1, NM_001203387.1.p1	XM_008660219.4.p1, NM_001152842.1.p1
OG0005447	NM_119733.3.p1, NM_001203723.2.p1, NM_116390.3.p1	NM_001150656.1.p1
OG0005449	NM_001203950.1.p1, NM_119279.5.p1	NM_001360685.1.p1, NM_001359711.1.p1
OG0005450	NM_202956.3.p1, NM_001203990.1.p1, NM_119674.5.p1, NM_127232.4.p1	XM_008660046.4.p1
OG0005451	NM_001331292.1.p1	XM_008651620.2.p1, XM_008662358.4.p1
OG0005452	NM_001331520.1.p1	XM_008654914.4.p1
OG0005453	NM_100487.5.p1, NM_001331611.1.p1	XM_035961379.1.p1, XM_008656491.4.p1, XM_020542000.2.p1, NM_001150409.2.p1
OG0005454	NM_202071.3.p1, NM_100838.6.p1, NM_001331845.1.p1	XM_008674301.4.p1, NM_001148577.1.p1
OG0005455	NM_001332172.1.p1, NM_001332170.1.p1, NM_001332171.1.p1, NM_106677.3.p1	NM_001175195.1.p1
OG0005456	NM_101900.5.p1, NM_001344229.1.p1, NM_001344228.1.p1, NM_202143.1.p1, NM_001332447.1.p1, NM_101901.4.p1	NM_001148670.1.p1
OG0005457	NM_001333040.1.p1	XM_035966359.1.p1, XM_023301990.2.p1, XM_035966357.1.p1
OG0005458	NM_001333113.1.p1, NM_103182.3.p1	XM_023301429.1.p1, NM_001156034.1.p1
OG0005459	NM_112895.3.p1, NM_001333439.1.p1, NM_103929.4.p1	XM_008658658.4.p1, XM_035961889.1.p1, XM_008676343.4.p1
OG0005460	NM_001333586.1.p1, NM_104212.2.p1	NM_001158391.2.p1
OG0005461	NM_001334226.1.p1	XM_035961884.1.p1, XM_020543436.2.p1, XM_008678024.2.p1, XM_008680724.4.p1, XM_008680726.4.p1, XM_008670765.4.p1
OG0005462	NM_105267.2.p1, NM_001334227.1.p1	XM_008678854.4.p1, XM_035966867.1.p1, XM_035966865.1.p1, NM_001360949.1.p1
OG0005463	NM_105388.3.p1, NM_001334282.1.p1, NM_001334280.1.p1, NM_001334279.1.p1, NM_001334278.1.p1, NM_001334281.1.p1, NM_001334277.1.p1	NM_001155521.1.p1, XM_035964896.1.p1, XM_008669519.4.p1, NM_001360279.1.p1
OG0005465	NM_105960.5.p1, NM_001334561.1.p1	XM_020542670.3.p1, NM_001175127.1.p1
OG0005466	NM_001335075.1.p1, NM_179593.4.p1, NM_105477.4.p1	XM_008680878.3.p1, NM_001156285.1.p1
OG0005467	NM_101313.3.p1, NM_001335120.1.p1	XM_020545017.2.p1, XR_002265449.3.p1, XM_020550446.2.p1, XR_564591.4.p1
OG0005468	NM_001336048.1.p1	NM_001346529.1.p1
OG0005469	NM_001336147.1.p1, NM_179783.2.p1	XM_008671791.3.p1, XM_008664917.4.p1
OG0005470	NM_125789.3.p1, NM_128876.4.p1, NM_001336424.1.p1	XM_035965020.1.p1, XM_035965016.1.p1, NM_001361083.1.p1
OG0005471	NM_001336949.1.p1, NM_115664.4.p1, NM_129771.4.p1	XM_020540613.2.p1, XM_035960640.1.p1, NM_001174318.1.p1, XM_008653391.3.p1
OG0005472	NM_001337156.1.p1, NM_001337157.1.p1, NM_130150.3.p1, NM_001340083.1.p1, NM_001340084.1.p1	XM_008671628.2.p1, NM_001371721.1.p1
OG0005473	NM_001337222.1.p1, NM_180131.2.p1	NR_156719.1.p1, XM_035959703.1.p1
OG0005474	NM_001337594.1.p1, NM_148689.3.p1	NM_001319729.1.p1
OG0005475	NM_001337805.1.p1, NM_111753.4.p1	XM_020549483.3.p1, XM_035961365.1.p1
OG0005476	NM_001338019.1.p1, NM_202568.3.p1, NM_112137.4.p1	XM_020553491.3.p1, NM_001361672.1.p1
OG0005477	NM_001338068.1.p1, NM_112223.3.p1	NM_001177193.1.p1
OG0005478	NM_113513.2.p1, NM_001338779.1.p1	XM_008664230.4.p1, XM_008664229.4.p1
OG0005479	NM_001339189.1.p1, NM_114373.4.p1, NM_001339190.1.p1	XM_008647016.3.p1
OG0005480	NM_001339378.1.p1	XR_563226.3.p1
OG0005481	NM_001339482.1.p1, NM_114941.5.p1, NM_202971.2.p1, NM_148573.2.p1	XM_008673628.3.p1
OG0005482	NM_001339798.1.p1, NM_115509.3.p1	XR_561653.2.p1, NM_001137857.1.p1
OG0005483	NM_115577.4.p1, NM_001339843.1.p1	XM_008656577.4.p1, XM_020542062.3.p1, XM_020542061.3.p1
OG0005484	NM_001340052.1.p1, NM_115926.4.p1	NM_001157151.1.p1, NM_001156322.1.p1
OG0005486	NM_001340449.1.p1, NM_001340448.1.p1	XM_020550312.2.p1, XM_008664411.4.p1
OG0005487	NM_001340681.1.p1	NM_001367417.1.p1
OG0005488	NM_001340905.1.p1, NM_001340906.1.p1	XR_004852720.1.p1, XR_004852721.1.p1, XM_020543966.2.p1, XM_035962624.1.p1, XM_035962623.1.p1, XM_020543965.3.p1, XM_020543964.2.p1
OG0005489	NM_001341060.1.p1, NM_001341058.1.p1, NM_001341055.1.p1, NM_001341057.1.p1, NM_001341054.1.p1, NM_001341056.1.p1, NM_001341061.1.p1	NM_001175551.2.p1, NM_001158990.1.p1, XM_008656910.4.p1
OG0005490	NM_118297.5.p1, NM_001341513.1.p1	XM_008672407.3.p1
OG0005492	NM_001341722.1.p1	XM_008672205.2.p1, XR_562968.3.p1, XM_008672206.2.p1
OG0005493	NM_127469.3.p1, NM_001341992.1.p1	XM_035958784.1.p1, XM_035958783.1.p1, XM_020546463.3.p1
OG0005494	NM_120745.3.p1, NM_001342888.1.p1	XM_008650226.4.p1
OG0005495	NM_001343009.1.p1, NM_001343012.1.p1, NM_001343011.1.p1, NM_001343010.1.p1, NM_001343008.1.p1	XM_020545985.3.p1
OG0005496	NM_120950.5.p1, NM_001343025.1.p1	XR_564905.3.p1, XR_004857509.1.p1, XR_004857508.1.p1, XR_004857507.1.p1, XM_035966612.1.p1, XM_008678221.3.p1
OG0005497	NM_001343158.1.p1, NM_121153.5.p1, NM_119367.3.p1, NM_128091.1.p1	NM_001367027.1.p1
OG0005498	NM_001343308.1.p1, NM_001343307.1.p1, NM_121405.4.p1	NM_001175980.2.p1, XM_008679377.4.p1
OG0005499	NM_121474.3.p1, NM_001343357.1.p1	XM_020542303.1.p1, XM_008658479.2.p1, XM_008677078.4.p1, NM_001153273.1.p1
