Orthogroup	Arabidopsis_thaliana_rna_prot	Brassica_oleracea_rna_prot
OG0006852	NM_001335876.1.p1, NM_127957.5.p1	XM_013782110.1.p1
OG0006853	NM_127983.3.p1, NM_001335925.1.p1	XM_013750399.1.p1, XM_013750400.1.p1
OG0006854	NM_001336020.1.p1, NM_179738.5.p1	XM_013766968.1.p1, XM_013744753.1.p1
OG0006855	NM_001336441.1.p1	XM_013778619.1.p1
OG0006856	NM_001336553.1.p1, NM_001336554.1.p1, NM_129088.4.p1	XM_013775817.1.p1
OG0006857	NM_001340022.1.p1, NM_001340023.1.p1	XM_013781724.1.p1
OG0006857	NM_001337082.1.p1, NM_180084.2.p1	XM_013766603.1.p1, XM_013781898.1.p1
OG0006858	NM_001337097.1.p1	XM_013780127.1.p1
OG0006859	NM_202524.2.p1, NM_001337751.1.p1	XM_013741190.1.p1
OG0006860	NM_001337888.1.p1	XM_013772510.1.p1
OG0006861	NM_123053.5.p1	XM_013778404.1.p1
OG0006861	NM_001338237.1.p1, NM_112527.2.p1	XM_013748474.1.p1
OG0006861	NM_105236.2.p1	XM_013781350.1.p1
OG0006862	NM_001338294.1.p1, NM_112639.4.p1	XM_013728603.1.p1
OG0006863	NM_001338340.1.p1, NM_001338339.1.p1, NM_112737.3.p1	XM_013732020.1.p1
OG0006864	NM_112796.2.p1, NM_001338382.1.p1	XM_013729191.1.p1, XM_013771661.1.p1
OG0006865	NM_001338505.1.p1, NM_113005.4.p1	XM_013770120.1.p1, XM_013752510.1.p1
OG0006866	NM_001338578.1.p1, NM_113127.4.p1	XM_013728144.1.p1, XM_013767664.1.p1
OG0006867	NM_113584.5.p1, NM_001338832.1.p1, NM_001338827.1.p1, NM_001338831.1.p1, NM_001338829.1.p1, NM_001338826.1.p1, NM_001338828.1.p1	XM_013757969.1.p1, XM_013757967.1.p1
OG0006868	NM_001339151.1.p1, NM_114321.3.p1, NM_001339149.1.p1	XM_013774044.1.p1, XM_013774042.1.p1
OG0006869	NM_001340075.1.p1, NM_115972.4.p1	XM_013734463.1.p1
OG0006870	NM_001340128.1.p1, NM_116045.3.p1	XM_013732330.1.p1
OG0006871	NM_001340353.1.p1, NM_148194.4.p1, NM_001340354.1.p1	XM_013770262.1.p1
OG0006872	NM_118309.7.p1	XM_013752055.1.p1
OG0006872	NM_001340512.1.p1	XM_013757799.1.p1
OG0006873	NM_116735.4.p1, NM_001340522.1.p1	XM_013750805.1.p1
OG0006873	NM_001341911.1.p1	XM_013750315.1.p1
OG0006874	NM_117463.3.p1, NM_001340891.1.p1, NM_117467.4.p1	XM_013781248.1.p1, XM_013750012.1.p1
OG0006875	NM_117583.8.p1, NM_001340979.1.p1	XM_013733099.1.p1, XM_013733098.1.p1
OG0006876	NM_001341088.1.p1, NM_117719.5.p1	XM_013741339.1.p1
OG0006877	NM_001341664.1.p1, NM_118568.4.p1, NM_118567.3.p1	XM_013758660.1.p1, XM_013744003.1.p1
OG0006878	NM_001341786.1.p1, NM_001341785.1.p1	XM_013751765.1.p1
OG0006879	NM_119965.4.p1, NM_001342470.1.p1	XM_013774246.1.p1, XM_013752277.1.p1
OG0006880	NM_001342590.1.p1, NM_001342592.1.p1	XM_013758701.1.p1
OG0006881	NM_120349.4.p1, NM_001342666.1.p1, NM_001342667.1.p1	XM_013758657.1.p1, XM_013754199.1.p1
OG0006882	NM_001343182.1.p1, NM_121173.5.p1	XM_013756281.1.p1
OG0006883	NM_121399.3.p1, NM_001343303.1.p1	XM_013766561.1.p1
OG0006884	NM_001343335.1.p1, NM_121444.4.p1	XM_013764243.1.p1, XM_013754958.1.p1
OG0006885	NM_121687.5.p1, NM_001343467.1.p1	XM_013762768.1.p1
OG0006886	NM_001343593.1.p1, NM_203083.2.p1	XM_013765474.1.p1
OG0006887	NM_001343623.1.p1, NM_121974.5.p1	XM_013775070.1.p1, XM_013755654.1.p1
OG0006888	NM_001343881.1.p1, NM_122366.4.p1	XM_013740084.1.p1, XM_013763253.1.p1
OG0006889	NM_001344006.1.p1	XR_001265867.1.p1
OG0006889	NM_001344005.1.p1, NM_001344004.1.p1, NM_001344007.1.p1	XM_013760829.1.p1, XM_013760828.1.p1, XM_013760826.1.p1, XM_013760825.1.p1, XM_013760823.1.p1, XM_013760824.1.p1
OG0006889	NM_122617.2.p1	XM_013731624.1.p1, XM_013731623.1.p1
OG0006890	NM_001344250.1.p1, NM_123206.3.p1	XM_013779069.1.p1
OG0006890	NM_105381.5.p1	XM_013763247.1.p1
OG0006891	NM_001344310.1.p1, NM_001344311.1.p1	XM_013778283.1.p1
OG0006892	NM_001344741.1.p1	XM_013742357.1.p1, XM_013764990.1.p1
OG0006893	NM_001344923.1.p1, NM_124496.3.p1, NM_001344924.1.p1	XM_013757621.1.p1
OG0006894	NM_001345202.1.p1	XM_013754600.1.p1, XM_013770744.1.p1, XM_013765760.1.p1
OG0006895	NM_001345360.1.p1, NM_001345362.1.p1, NM_001345361.1.p1, NM_125353.3.p1	XR_001265379.1.p1, XM_013757028.1.p1
OG0006896	NM_125463.3.p1, NM_001345430.1.p1	XM_013756963.1.p1, XM_013756088.1.p1
OG0006897	NM_180946.3.p1, NM_001345737.1.p1, NM_126000.2.p1	XM_013756761.1.p1
OG0006898	NM_100090.4.p1, NM_202012.1.p1	XM_013745583.1.p1
OG0006899	NM_100114.5.p1	XM_013782544.1.p1
OG0006900	NM_100196.3.p1	XM_013748963.1.p1, XM_013749548.1.p1
OG0006901	NM_100410.3.p1	XM_013783652.1.p1, XM_013747142.1.p1
OG0006902	NM_100535.4.p1	XM_013730333.1.p1, XM_013746759.1.p1
OG0006903	NM_100611.4.p1	XM_013781904.1.p1
OG0006903	NM_128510.3.p1	XM_013746811.1.p1
OG0006904	NM_100834.5.p1	XM_013748815.1.p1, XM_013730754.1.p1
OG0006905	NM_100870.3.p1	XM_013746404.1.p1, XM_013782372.1.p1
OG0006906	NM_118314.3.p1	XM_013745764.1.p1
OG0006906	NM_101042.4.p1	XM_013747515.1.p1, XM_013728205.1.p1
OG0006906	NM_104873.3.p1	XM_013754812.1.p1
OG0006907	NM_101046.3.p1	XM_013748472.1.p1, XM_013729239.1.p1
OG0006907	NM_104886.5.p1	XM_013776049.1.p1
OG0006908	NM_104922.3.p1	XM_013777396.1.p1
OG0006908	NM_101075.3.p1	XM_013748195.1.p1, XM_013729431.1.p1
OG0006909	NM_101269.2.p1	XM_013744539.1.p1
OG0006910	NM_101347.4.p1	XM_013744801.1.p1, XM_013782753.1.p1
OG0006911	NM_101639.3.p1	XM_013744258.1.p1
OG0006912	NM_101689.1.p1	XM_013783816.1.p1
OG0006912	NM_121592.2.p1	XM_013756699.1.p1
OG0006913	NM_101934.3.p1	XM_013783087.1.p1
OG0006913	NM_106290.5.p1	XM_013736077.1.p1
OG0006914	NM_102335.4.p1	XM_013741063.1.p1, XM_013741064.1.p1, XM_013783761.1.p1, XM_013728851.1.p1, XM_013770210.1.p1
OG0006915	NM_102438.3.p1	XM_013742144.1.p1
OG0006916	NM_102741.3.p1	XM_013732148.1.p1
OG0006917	NM_103059.2.p1	XR_001267884.1.p1
OG0006917	NM_110977.3.p1	XM_013731701.1.p1
OG0006918	NM_103122.4.p1	XM_013736025.1.p1, XM_013750125.1.p1
OG0006919	NR_143733.1.p1	XM_013771531.1.p1, XM_013776993.1.p1, XM_013783823.1.p1, XM_013777248.1.p1, XM_013769192.1.p1, XM_013777951.1.p1, XM_013768787.1.p1, XM_013734203.1.p1, XM_013777061.1.p1, XM_013734015.1.p1, XM_013777539.1.p1
OG0006920	NM_103668.3.p1	XM_013783292.1.p1, XM_013744124.1.p1
OG0006921	NM_104023.3.p1	XM_013732497.1.p1
OG0006922	NM_104075.4.p1	XM_013766409.1.p1, XM_013732655.1.p1
OG0006923	NM_112425.4.p1	XM_013732127.1.p1, XM_013766700.1.p1
OG0006923	NM_104155.4.p1	XM_013769525.1.p1, XM_013732861.1.p1
OG0006924	NM_104203.4.p1	XM_013773605.1.p1, XM_013736597.1.p1, XM_013736598.1.p1
OG0006925	NM_104383.4.p1	XM_013737276.1.p1, XM_013737277.1.p1, XM_013774190.1.p1
OG0006926	NM_104948.4.p1	XM_013750711.1.p1, XM_013776607.1.p1
OG0006927	NM_105078.5.p1	XM_013757241.1.p1
OG0006928	NM_105171.3.p1	XM_013760599.1.p1, XM_013757122.1.p1
OG0006929	NM_105215.3.p1	XM_013758567.1.p1
OG0006930	NM_105397.3.p1	XM_013763641.1.p1, XM_013735810.1.p1
OG0006930	NM_121963.4.p1	XM_013765671.1.p1, XM_013758585.1.p1
OG0006931	NM_105485.4.p1	XM_013764251.1.p1, XM_013735537.1.p1
OG0006932	NM_121581.3.p1	XM_013756529.1.p1
OG0006932	NM_105531.4.p1	XM_013734091.1.p1, XM_013736120.1.p1
OG0006933	NM_105545.3.p1	XM_013733033.1.p1
OG0006934	NM_202384.2.p1, NM_105607.3.p1	XM_013759170.1.p1
OG0006935	NM_105790.3.p1	XM_013736825.1.p1
OG0006936	NM_105878.4.p1	XM_013736966.1.p1
OG0006937	NM_105998.3.p1	XM_013760466.1.p1
OG0006938	NM_106091.4.p1	XM_013736579.1.p1, XM_013735895.1.p1
OG0006939	NM_106101.4.p1	XM_013733103.1.p1
OG0006940	NM_106126.5.p1	XM_013732431.1.p1
OG0006941	NM_106128.3.p1	XM_013765598.1.p1
OG0006942	NM_106512.3.p1	XM_013734561.1.p1
OG0006943	NM_106652.3.p1, NM_179579.4.p1, NM_179580.2.p1	XM_013735973.1.p1, XM_013735974.1.p1
OG0006944	NM_111154.4.p1	XM_013729528.1.p1, XM_013729529.1.p1
OG0006945	NM_111267.5.p1	XM_013774119.1.p1, XM_013766352.1.p1, XM_013730388.1.p1
OG0006946	NM_111330.5.p1, NM_180181.4.p1	XM_013763698.1.p1
OG0006946	NM_122742.1.p1	XM_013738040.1.p1, XM_013760663.1.p1
OG0006947	NM_111331.5.p1	XM_013734163.1.p1, XM_013734169.1.p1, XM_013772639.1.p1, XM_013775001.1.p1
OG0006948	NM_111607.3.p1	XM_013763046.1.p1, XM_013764976.1.p1, XM_013783519.1.p1
OG0006949	NM_118937.2.p1	XM_013747166.1.p1, XM_013747758.1.p1, XM_013731488.1.p1
OG0006949	NM_111622.3.p1	XM_013739072.1.p1
OG0006950	NM_111629.3.p1	XM_013770953.1.p1, XM_013728443.1.p1
OG0006950	NM_126219.4.p1	XM_013741473.1.p1
OG0006951	NM_120660.4.p1	XM_013767412.1.p1
OG0006951	NM_111962.5.p1	XM_013762620.1.p1, XM_013751177.1.p1
OG0006952	NM_120667.5.p1	XM_013757763.1.p1
OG0006952	NM_111967.4.p1	XM_013782496.1.p1, XM_013772956.1.p1
OG0006953	NM_112065.3.p1	XM_013782615.1.p1, XM_013772915.1.p1
OG0006954	NM_112126.2.p1	XM_013729614.1.p1, XM_013772084.1.p1, XM_013737916.1.p1
OG0006955	NM_112297.3.p1, NM_121226.5.p1	XM_013775224.1.p1, XM_013757687.1.p1
OG0006956	NM_112453.3.p1, NM_112452.3.p1	XM_013764386.1.p1, XM_013732172.1.p1, XM_013767199.1.p1, XM_013767197.1.p1, XM_013734182.1.p1
OG0006957	NM_112664.3.p1	XM_013728356.1.p1
OG0006958	NM_113009.3.p1	XM_013728688.1.p1, XM_013775138.1.p1
OG0006959	NM_113069.3.p1	XM_013728364.1.p1
OG0006960	NM_113108.5.p1	XM_013728327.1.p1, XM_013759674.1.p1, XM_013732768.1.p1
OG0006961	NM_113184.5.p1	XM_013770382.1.p1, XM_013728227.1.p1, XM_013780351.1.p1
OG0006962	NM_113767.2.p1	XM_013741469.1.p1
OG0006963	NM_113857.3.p1	XM_013764912.1.p1, XM_013742332.1.p1
OG0006964	NM_114072.4.p1	XM_013742766.1.p1, XM_013769599.1.p1, XM_013748343.1.p1
OG0006965	NM_114690.3.p1	XM_013748882.1.p1
OG0006966	NM_114831.1.p1	XM_013749540.1.p1
OG0006967	NM_114927.4.p1	XM_013756268.1.p1
OG0006968	NM_115026.2.p1	XM_013750342.1.p1, XM_013738641.1.p1
OG0006969	NM_115081.4.p1	XM_013748974.1.p1
OG0006970	NM_115169.3.p1	XM_013781098.1.p1
OG0006971	NM_129427.5.p1, NM_115285.3.p1	XM_013746609.1.p1, XM_013782200.1.p1
OG0006972	NM_115840.5.p1	XM_013736857.1.p1
OG0006973	NM_116135.3.p1	XM_013748653.1.p1
OG0006973	NM_130347.5.p1	XM_013735971.1.p1, XM_013731559.1.p1
OG0006974	NM_130375.3.p1	XM_013779145.1.p1
OG0006974	NM_116528.6.p1	XM_013757097.1.p1
OG0006975	NM_116657.4.p1	XM_013756085.1.p1
OG0006976	NM_118232.2.p1, NM_116780.3.p1	XM_013757599.1.p1, XM_013767460.1.p1
OG0006977	NM_117417.4.p1	XM_013758476.1.p1, XM_013781924.1.p1
OG0006978	NM_117498.4.p1	XM_013775005.1.p1, XM_013780817.1.p1
OG0006979	NM_117588.3.p1, NM_202825.3.p1, NM_202824.2.p1	XM_013763492.1.p1, XM_013763499.1.p1
OG0006980	NM_117637.5.p1	XM_013737627.1.p1
OG0006981	NM_117766.5.p1	XM_013748684.1.p1, XM_013748683.1.p1, XM_013737503.1.p1, XM_013742424.1.p1
OG0006982	NM_117861.3.p1	XM_013750370.1.p1, XM_013742254.1.p1, XM_013745552.1.p1
OG0006983	NM_117940.2.p1, NM_129049.3.p1	XM_013781209.1.p1
OG0006984	NM_118010.5.p1	XM_013741723.1.p1
OG0006985	NM_123912.3.p1, NM_123917.4.p1	XM_013760543.1.p1
OG0006985	NM_118024.2.p1	XM_013741810.1.p1
OG0006986	NM_118267.5.p1	XM_013746947.1.p1
OG0006987	NM_202876.2.p1, NM_118548.3.p1	XM_013738630.1.p1, XM_013781020.1.p1
OG0006988	NM_118623.2.p1	XM_013738392.1.p1, XM_013752254.1.p1
OG0006989	NM_124436.4.p1, NM_118626.3.p1	XM_013763288.1.p1
OG0006990	NM_127618.4.p1	XM_013743173.1.p1
OG0006990	NM_118989.6.p1	XM_013745413.1.p1, XM_013768542.1.p1, XM_013743113.1.p1
OG0006991	NM_119038.4.p1	XM_013743811.1.p1, XM_013740965.1.p1, XM_013732408.1.p1
OG0006992	NM_128087.4.p1	XM_013746794.1.p1
OG0006992	NM_119364.4.p1	XM_013781471.1.p1
OG0006993	NM_128088.5.p1	XM_013746940.1.p1
OG0006993	NM_119365.5.p1	XM_013782767.1.p1
OG0006994	NM_202936.1.p1, NM_119417.4.p1	XM_013730026.1.p1, XM_013730030.1.p1, XM_013740904.1.p1
OG0006995	NM_119475.3.p1	XM_013773428.1.p1, XM_013745975.1.p1, XM_013742985.1.p1
OG0006996	NM_127204.3.p1, NM_119637.3.p1, NM_202955.1.p1	XM_013742707.1.p1, XM_013773334.1.p1
OG0006997	NM_119741.3.p1	XM_013766308.1.p1, XM_013742171.1.p1
OG0006998	NM_202975.2.p1, NM_119984.2.p1	XM_013730568.1.p1
OG0006999	NM_119989.5.p1	XM_013739763.1.p1, XM_013739765.1.p1, XM_013739761.1.p1
OG0007000	NM_120629.3.p1, NM_129587.3.p1	XM_013775746.1.p1, XM_013776125.1.p1
OG0007001	NM_120674.4.p1	XM_013753259.1.p1
OG0007002	NM_120796.3.p1	XM_013751179.1.p1
OG0007002	NM_125238.5.p1	XM_013775215.1.p1
OG0007003	NM_120815.3.p1	XM_013754492.1.p1
OG0007004	NM_120910.3.p1	XM_013757397.1.p1
OG0007004	NM_122226.4.p1	XM_013743207.1.p1
OG0007005	NM_120926.3.p1	XM_013764634.1.p1, XM_013772773.1.p1
OG0007006	NM_120938.4.p1	XM_013756632.1.p1
OG0007007	NM_203267.2.p1, NM_125916.3.p1, NM_121044.3.p1	XM_013774131.1.p1, XM_013758046.1.p1
OG0007008	NM_127789.4.p1	XM_013781480.1.p1
OG0007008	NM_121054.5.p1	XM_013769739.1.p1, XM_013763275.1.p1
OG0007009	NM_121110.2.p1	XM_013767232.1.p1, XM_013765351.1.p1, XM_013756409.1.p1
OG0007010	NM_121228.5.p1	XM_013767690.1.p1, XM_013753517.1.p1
OG0007011	NM_121727.3.p1	XM_013753900.1.p1, XM_013762849.1.p1, XM_013762847.1.p1
OG0007012	NM_122024.4.p1	XM_013766496.1.p1
OG0007013	NM_122027.4.p1	XM_013765741.1.p1, XM_013756363.1.p1
OG0007014	NM_122159.4.p1	XM_013754192.1.p1
OG0007014	NM_129200.4.p1	XM_013775922.1.p1, XM_013779510.1.p1
OG0007015	NM_122481.3.p1	XM_013739898.1.p1, XM_013759792.1.p1
OG0007016	NM_122653.4.p1	XM_013753562.1.p1
OG0007017	NM_123212.3.p1	XM_013758926.1.p1, XM_013776070.1.p1
OG0007018	NM_123512.3.p1	XM_013738362.1.p1
OG0007019	NM_123629.4.p1	XM_013765565.1.p1
OG0007020	NM_123932.2.p1, NM_123933.3.p1	XM_013756794.1.p1
OG0007021	NM_123990.3.p1	XM_013765984.1.p1, XM_013757073.1.p1, XM_013743586.1.p1
OG0007022	NM_124059.4.p1	XM_013751756.1.p1, XM_013751757.1.p1, XM_013759635.1.p1
OG0007023	NM_124335.3.p1	XM_013743160.1.p1
OG0007024	NM_124492.3.p1	XM_013766967.1.p1, XM_013758250.1.p1
OG0007025	NM_124663.1.p1	XM_013757705.1.p1
OG0007026	NM_124768.4.p1	XM_013755853.1.p1, XM_013755855.1.p1, XM_013759790.1.p1
OG0007027	NM_125061.4.p1	XM_013751633.1.p1
OG0007027	NM_125060.1.p1	XM_013759278.1.p1
OG0007028	NM_125188.3.p1	XM_013758769.1.p1, XM_013770614.1.p1
OG0007029	NM_125492.5.p1	XM_013739830.1.p1
OG0007030	NM_125623.3.p1	XM_013763331.1.p1, XM_013770573.1.p1
OG0007031	NM_125957.3.p1	XM_013763432.1.p1, XM_013750764.1.p1, XM_013770469.1.p1
OG0007032	NM_126159.4.p1	XM_013757124.1.p1, XM_013767807.1.p1
OG0007033	NM_126343.5.p1	XM_013761123.1.p1
OG0007034	NM_126400.3.p1	XM_013738578.1.p1, XM_013763045.1.p1
OG0007035	NM_126486.6.p1	XM_013769694.1.p1, XM_013743205.1.p1
OG0007036	NM_127089.4.p1	XM_013753247.1.p1, XM_013753246.1.p1, XM_013738218.1.p1
OG0007037	NM_127361.3.p1	XM_013751583.1.p1
OG0007038	NM_127382.4.p1	XM_013751452.1.p1
OG0007039	NM_127902.6.p1	XM_013781780.1.p1
OG0007040	NM_128068.3.p1	XM_013745102.1.p1, XM_013776165.1.p1
OG0007041	NM_128151.4.p1	XM_013775966.1.p1
OG0007042	NM_128152.3.p1	XM_013770711.1.p1
OG0007043	NM_128257.4.p1	XM_013775459.1.p1, XM_013766889.1.p1
OG0007044	NM_128327.5.p1	XM_013776256.1.p1
OG0007045	NM_128409.2.p1	XM_013771741.1.p1
OG0007046	NM_128580.5.p1	XM_013770625.1.p1
OG0007047	NM_128651.5.p1	XM_013775561.1.p1, XM_013780443.1.p1
OG0007048	NM_129018.4.p1	XM_013780993.1.p1
OG0007049	NM_129019.5.p1	XM_013776446.1.p1, XM_013776475.1.p1
OG0007050	NM_129087.3.p1	XM_013776869.1.p1, XM_013782081.1.p1
OG0007051	NM_129255.3.p1	XM_013782066.1.p1
OG0007052	NM_129659.3.p1	XM_013781558.1.p1, XM_013781474.1.p1
OG0007053	NM_180094.3.p1, NM_130046.4.p1	XM_013778755.1.p1, XM_013778757.1.p1
OG0007054	NM_130076.2.p1	XM_013779359.1.p1, XM_013772182.1.p1
OG0007055	NM_130184.3.p1	XM_013769941.1.p1, XM_013759276.1.p1
OG0007056	NM_130244.7.p1	XM_013776528.1.p1, XM_013776526.1.p1, XM_013776529.1.p1, XM_013776508.1.p1, XM_013776507.1.p1
OG0007057	NM_130328.3.p1	XM_013780653.1.p1
OG0007058	NM_148369.3.p1	XM_013738265.1.p1
OG0007059	NM_179281.2.p1	XM_013747462.1.p1, XM_013746930.1.p1, XM_013782329.1.p1
OG0007060	NM_179533.3.p1	XM_013736950.1.p1
OG0007061	NM_179919.2.p1	XM_013782133.1.p1, XM_013782155.1.p1
OG0007062	NM_180060.3.p1	XM_013778004.1.p1
OG0007063	NM_202334.2.p1	XM_013765609.1.p1, XM_013776709.1.p1
OG0007097	NM_113728.5.p1, NM_001035711.3.p1, NM_113725.5.p1, NM_202641.2.p1, NM_001338934.1.p1, NM_001338937.1.p1, NM_001338938.1.p1, NM_001338936.1.p1, NM_001338940.1.p1, NM_001338935.1.p1, NM_001203064.2.p1, NM_113726.4.p1, NM_180311.2.p1	XM_013766053.1.p1, XM_013742654.1.p1
OG0007098	NM_001035856.3.p1, NM_100072.4.p1, NM_001331316.1.p1, NM_001331314.1.p1	XM_013749769.1.p1
OG0007099	NM_126313.4.p1, NM_001035878.2.p1, NM_179596.3.p1	XM_013737811.1.p1
OG0007100	NM_101051.3.p1, NM_001035947.1.p1	XM_013746670.1.p1, XM_013782877.1.p1
OG0007101	NM_001035951.3.p1	XM_013750092.1.p1
OG0007102	NM_001035952.3.p1, NM_001035953.2.p1, NM_101123.4.p1	XM_013744728.1.p1, XM_013747256.1.p1
OG0007103	NM_102720.4.p1, NM_001036033.1.p1	XM_013730353.1.p1
OG0007104	NM_101609.4.p1	XM_013732249.1.p1, XM_013732248.1.p1
OG0007104	NM_001036193.2.p1	XM_013736472.1.p1
OG0007105	NM_001336722.1.p1, NM_129428.4.p1, NM_001036432.2.p1	XM_013782084.1.p1, XM_013782085.1.p1, XM_013766926.1.p1, XM_013766925.1.p1
OG0007106	NM_001036749.4.p1, NM_114479.5.p1	XM_013767518.1.p1
OG0007107	NM_001036803.1.p1, NM_121424.6.p1, NM_001332948.1.p1	XM_013762778.1.p1
OG0007107	NM_106704.4.p1	XM_013735794.1.p1, XM_013764952.1.p1
OG0007108	NM_001036915.4.p1, NM_123541.5.p1	XM_013778290.1.p1
OG0007109	NM_001197981.1.p1, NM_001083991.2.p1, NM_001083990.1.p1, NM_001331506.1.p1	XM_013735333.1.p1, XM_013749869.1.p1
OG0007110	NM_103012.4.p1	XM_013728807.1.p1, XM_013728806.1.p1
OG0007110	NM_001334177.1.p1, NM_001084304.1.p1	XM_013745092.1.p1
OG0007111	NM_127211.4.p1	XM_013740089.1.p1
OG0007111	NM_127686.4.p1, NM_001084461.1.p1	XM_013781550.1.p1, XM_013748819.1.p1
OG0007112	NM_001084648.3.p1	XM_013771576.1.p1, XM_013734792.1.p1
OG0007113	NM_180275.3.p1	XM_013753844.1.p1
OG0007114	NM_118966.3.p1, NM_001084986.1.p1	XM_013749861.1.p1, XM_013737468.1.p1
OG0007115	NM_122901.4.p1, NM_001085167.1.p1	XM_013744530.1.p1
OG0007116	NM_001123762.2.p1, NM_100442.5.p1	XM_013747022.1.p1
OG0007117	NM_001124046.2.p1	XM_013761912.1.p1
OG0007118	NM_001124787.1.p1	XM_013738152.1.p1
OG0007119	NM_118467.2.p1	XM_013739654.1.p1
OG0007119	NM_001341607.1.p1, NM_001341608.1.p1	XM_013739653.1.p1, XM_013743458.1.p1, XM_013743449.1.p1, XM_013743383.1.p1
OG0007119	NM_118468.2.p1, NM_001202629.1.p1, NM_127576.2.p1, NM_001124876.1.p1	XM_013741588.1.p1
OG0007120	NM_001124920.1.p1, NM_128224.3.p1	XM_013737818.1.p1
OG0007120	NM_105640.4.p1	XM_013730891.1.p1
OG0007121	NM_001124921.2.p1	XM_013770563.1.p1
OG0007122	NM_001341834.1.p1, NM_001341835.1.p1, NM_001125594.1.p1, NM_001125595.2.p1, NM_001125593.1.p1, NM_118838.5.p1	XM_013740575.1.p1, XM_013745230.1.p1
OG0007123	NM_001160818.2.p1	XM_013742466.1.p1, XM_013767142.1.p1
OG0007124	NM_105955.4.p1, NM_001160997.1.p1	XM_013760540.1.p1, XM_013737311.1.p1
OG0007125	NM_001342568.1.p1, NM_001342569.1.p1, NM_120177.7.p1, NM_001161216.1.p1	XR_001267633.1.p1, XR_001267632.1.p1, XM_013767301.1.p1, XM_013765865.1.p1
OG0007126	NM_113576.4.p1	XM_013757977.1.p1
OG0007126	NM_001198048.1.p1, NM_001332055.1.p1	XM_013731565.1.p1, XM_013745604.1.p1
OG0007127	NM_001198070.1.p1, NM_001198071.1.p1, NM_001198072.1.p1	XM_013731166.1.p1
OG0007128	NM_001198172.1.p1, NM_102428.4.p1	XM_013741263.1.p1
OG0007129	NM_117265.2.p1	XM_013754912.1.p1
OG0007129	NM_118419.3.p1	XM_013743157.1.p1
OG0007129	NM_001198367.1.p1, NM_001334058.1.p1	XM_013779609.1.p1
OG0007130	NM_001198411.2.p1, NM_001198410.1.p1	XM_013762789.1.p1
OG0007131	NM_179358.3.p1, NM_101757.3.p1	XM_013749969.1.p1, XM_013744199.1.p1, XM_013744198.1.p1
OG0007131	NM_001198469.1.p1, NM_106142.3.p1	XM_013763608.1.p1, XM_013734288.1.p1
OG0007132	NM_106188.3.p1, NM_001198472.1.p1	XM_013734579.1.p1, XM_013734580.1.p1
OG0007133	NM_001202752.1.p1	XM_013781633.1.p1
OG0007134	NM_001203364.1.p1, NM_121260.3.p1	XM_013773700.1.p1
OG0007135	NM_001203378.1.p1, NM_001343325.1.p1, NM_001343324.1.p1	XM_013756061.1.p1, XM_013756062.1.p1
OG0007136	NM_122927.4.p1, NM_001203493.1.p1	XM_013746483.1.p1, XM_013730396.1.p1
OG0007137	NM_001203610.1.p1, NM_124856.4.p1	XM_013753499.1.p1, XM_013753501.1.p1
OG0007138	NM_125699.3.p1, NM_001203674.2.p1	XM_013757370.1.p1
OG0007139	NM_001203819.1.p1, NM_117829.9.p1	XM_013728509.1.p1
OG0007140	NM_001204005.1.p1, NM_148404.4.p1	XM_013738906.1.p1
OG0007140	NM_127347.6.p1	XM_013753605.1.p1, XM_013753603.1.p1, XM_013771972.1.p1
OG0007141	NM_100492.4.p1, NM_001331613.1.p1, NM_001331614.1.p1	XM_013728583.1.p1, XM_013750440.1.p1
OG0007142	NM_001331620.1.p1	XM_013731339.1.p1
OG0007142	NM_128670.5.p1	XM_013770202.1.p1
OG0007143	NM_001332004.1.p1, NM_101057.5.p1	XM_013749669.1.p1, XM_013746669.1.p1
OG0007144	NM_102145.4.p1, NM_001332572.1.p1, NM_001332570.1.p1, NM_001332569.1.p1, NM_001332571.1.p1, NM_102144.3.p1	XM_013782652.1.p1
OG0007145	NM_001332618.1.p1, NM_001332617.1.p1	XM_013745200.1.p1
OG0007145	NM_001339685.1.p1, NM_115316.3.p1, NM_001339684.1.p1, NM_115315.3.p1, NM_113775.3.p1, NM_001338959.1.p1	XM_013779672.1.p1, XM_013777577.1.p1, XM_013781173.1.p1, XM_013732453.1.p1
OG0007146	NM_001332751.1.p1, NM_001332749.1.p1, NM_001332747.1.p1, NM_102480.3.p1, NM_001332748.1.p1, NM_102479.5.p1	XM_013728833.1.p1, XM_013728832.1.p1
OG0007147	NM_179417.2.p1, NM_001333152.1.p1, NM_001333153.1.p1, NM_103231.4.p1, NM_001333151.1.p1, NM_001333150.1.p1	XM_013734605.1.p1
OG0007148	NM_001333219.1.p1	XM_013747467.1.p1
OG0007148	NM_103490.4.p1	XM_013747466.1.p1, XM_013747465.1.p1
OG0007149	NM_103605.7.p1, NM_001333264.1.p1	XM_013747190.1.p1, XM_013728944.1.p1
OG0007150	NM_001333652.1.p1, NM_104327.4.p1	XM_013756904.1.p1
OG0007151	NM_104478.5.p1, NM_001333754.1.p1	XM_013734368.1.p1
OG0007152	NM_001333825.1.p1	XM_013749601.1.p1
OG0007153	NR_139546.1.p1, NR_139547.1.p1, NM_001334395.1.p1	XM_013737140.1.p1
OG0007154	NM_106746.3.p1, NM_001335029.1.p1, NM_106718.4.p1	XM_013772606.1.p1, XM_013733168.1.p1, XM_013734943.1.p1
