Orthogroup	Arabidopsis_thaliana_rna_prot	Quercus_robur_rna_prot
OG0004862	NM_111944.4.p1, NM_120634.4.p1	XM_050394858.1.p1
OG0004863	NM_129329.2.p1	XM_050388334.1.p1
OG0004863	NM_111975.5.p1	XM_050394597.1.p1
OG0004864	NM_112035.4.p1	XM_050388659.1.p1, XM_050388656.1.p1, XM_050388655.1.p1
OG0004865	NM_112064.5.p1	XM_050427031.1.p1
OG0004866	NM_112152.3.p1	XM_050434431.1.p1, XM_050391849.1.p1, XM_050384536.1.p1, XM_050390595.1.p1
OG0004867	NM_112490.4.p1	XM_050430169.1.p1, XM_050430166.1.p1, XM_050430167.1.p1
OG0004868	NM_112705.4.p1	XM_050399985.1.p1, XM_050399986.1.p1
OG0004869	NM_113167.5.p1	XM_050384695.1.p1
OG0004870	NM_117538.2.p1, NM_113200.3.p1	XM_050383580.1.p1
OG0004871	NM_113321.5.p1	XM_050383133.1.p1
OG0004872	NM_113338.5.p1	XM_050383255.1.p1
OG0004873	NM_114730.3.p1, NM_125750.6.p1	XM_050401549.1.p1
OG0004874	NM_122373.3.p1, NM_114816.4.p1	XM_050396840.1.p1
OG0004875	NM_115027.2.p1	XM_050388114.1.p1
OG0004876	NM_115110.3.p1	XM_050387768.1.p1, XM_050387769.1.p1
OG0004877	NM_115216.3.p1, NM_129295.2.p1, NM_120337.1.p1	XM_050386782.1.p1, XM_050386784.1.p1, XM_050386781.1.p1, XM_050386783.1.p1
OG0004878	NM_115547.3.p1, NM_129666.5.p1	XM_050389149.1.p1
OG0004879	NM_115657.2.p1, NM_180033.2.p1, NM_120762.3.p1	XM_050388733.1.p1
OG0004880	NM_115852.4.p1, NM_129966.4.p1	XM_050399592.1.p1, XM_050399591.1.p1, XM_050399593.1.p1
OG0004881	NM_115900.4.p1	XM_050396704.1.p1
OG0004882	NM_116174.4.p1	XM_050409976.1.p1
OG0004883	NM_116290.4.p1	XM_050400050.1.p1
OG0004884	NM_116546.3.p1	XM_050428016.1.p1, XM_050428015.1.p1, XM_050428017.1.p1, XM_050428014.1.p1, XM_050389056.1.p1, XM_050389057.1.p1, XM_050409244.1.p1
OG0004885	NM_118336.5.p1, NM_116659.5.p1	XM_050432482.1.p1
OG0004886	NM_128656.3.p1, NM_116887.3.p1	XM_050395376.1.p1
OG0004887	NM_117133.5.p1	XM_050426779.1.p1, XM_050426775.1.p1, XM_050426776.1.p1, XM_050426777.1.p1
OG0004888	NM_117277.3.p1	XM_050420061.1.p1
OG0004889	NM_117304.3.p1	XM_050417814.1.p1, XM_050409315.1.p1
OG0004890	NM_129132.2.p1, NM_117746.4.p1	XM_050427600.1.p1
OG0004891	NM_124049.5.p1, NM_117896.3.p1	XM_050409431.1.p1
OG0004892	NM_118513.3.p1	XM_050413067.1.p1
OG0004893	NM_119018.3.p1	XR_007646560.1.p1, XR_007646553.1.p1, XR_007646558.1.p1, XR_007646557.1.p1, XR_007646550.1.p1, XR_007646556.1.p1, XR_007646555.1.p1, XM_050396062.1.p1, XR_007646551.1.p1, XM_050396061.1.p1, XR_007646554.1.p1
OG0004894	NM_119504.4.p1	XM_050404442.1.p1, XM_050404439.1.p1, XM_050404443.1.p1, XM_050404438.1.p1, XM_050404440.1.p1, XM_050404444.1.p1
OG0004895	NM_126123.5.p1, NM_119853.4.p1	XM_050435852.1.p1
OG0004896	NR_140677.1.p1	XM_050432842.1.p1
OG0004896	NM_120260.3.p1	XM_050388153.1.p1
OG0004897	NM_120271.4.p1	XM_050388216.1.p1, XM_050388218.1.p1, XM_050388219.1.p1
OG0004899	NM_120471.4.p1, NM_180430.2.p1	XM_050387630.1.p1
OG0004900	NM_120574.5.p1	XM_050425100.1.p1
OG0004901	NM_125914.5.p1, NM_121047.2.p1	XM_050435120.1.p1, XM_050435122.1.p1
OG0004902	NM_121374.4.p1	XM_050427831.1.p1
OG0004903	NM_121770.4.p1	XM_050416713.1.p1, XM_050416712.1.p1, XM_050424764.1.p1
OG0004904	NM_121978.4.p1	XM_050413537.1.p1
OG0004905	NM_122195.4.p1	XM_050426063.1.p1
OG0004906	NM_122629.3.p1	XM_050384943.1.p1
OG0004907	NM_126480.2.p1, NM_122978.2.p1	XM_050390588.1.p1, XM_050423753.1.p1, XM_050423752.1.p1
OG0004908	NM_123425.5.p1	XM_050415010.1.p1
OG0004909	NM_124360.4.p1	XM_050414476.1.p1, XR_007651589.1.p1, XM_050417102.1.p1
OG0004910	NM_124467.2.p1	XM_050393429.1.p1
OG0004911	NM_124630.5.p1	XM_050395412.1.p1
OG0004912	NM_125131.2.p1	XM_050416599.1.p1
OG0004913	NM_125142.4.p1	XM_050416551.1.p1
OG0004914	NM_125184.3.p1	XM_050416322.1.p1
OG0004915	NM_125538.3.p1	XM_050395424.1.p1, XM_050395425.1.p1
OG0004916	NM_126022.4.p1	XM_050436436.1.p1
OG0004917	NM_126467.4.p1	XM_050400854.1.p1
OG0004918	NM_127281.2.p1	XM_050431183.1.p1
OG0004919	NM_127396.3.p1	XM_050435436.1.p1, XM_050435435.1.p1, XM_050412470.1.p1
OG0004920	NM_129188.4.p1	XM_050387578.1.p1
OG0004921	NM_129441.5.p1	XM_050409747.1.p1
OG0004922	NM_129503.4.p1	XM_050394377.1.p1
OG0004923	NM_129669.4.p1	XM_050416135.1.p1
OG0004924	NM_129767.3.p1	XM_050388691.1.p1, XM_050388690.1.p1
OG0004925	NM_129804.4.p1	XM_050395540.1.p1
OG0004926	NM_130259.2.p1	XR_007656273.1.p1, XM_050433270.1.p1, XM_050433272.1.p1
OG0004927	NM_148342.8.p1	XM_050383887.1.p1
OG0004928	NM_148433.3.p1	XM_050395466.1.p1, XM_050422123.1.p1, XR_007653190.1.p1
OG0004929	NM_179028.2.p1	XM_050407685.1.p1, XM_050407684.1.p1
OG0004930	NM_179667.3.p1	XM_050396051.1.p1, XM_050396025.1.p1
OG0004931	NM_179786.2.p1	XM_050384257.1.p1
OG0004932	NM_179833.2.p1	XM_050395587.1.p1, XM_050395586.1.p1
OG0004933	NM_179887.3.p1	XM_050431039.1.p1, XM_050431040.1.p1
OG0004956	NM_115334.4.p1, NM_001035783.3.p1, NM_001339696.1.p1	XM_050394274.1.p1, XM_050394273.1.p1
OG0004957	NM_001333540.1.p1, NM_104115.8.p1, NM_001036097.2.p1, NM_001124001.2.p1, NM_118976.4.p1	XM_050420369.1.p1, XM_050388468.1.p1
OG0004958	NM_127677.3.p1, NM_001202638.2.p1, NM_001036305.1.p1	XM_050407344.1.p1, XM_050407345.1.p1
OG0004959	NM_001036378.3.p1, NM_128685.3.p1	XM_050415055.1.p1, XM_050415058.1.p1, XM_050415054.1.p1
OG0004960	NM_110986.4.p1, NR_140814.1.p1, NM_001036609.1.p1, NM_118240.4.p1	XR_007656176.1.p1, XM_050432738.1.p1, XR_007656175.1.p1
OG0004961	NM_001036882.1.p1, NM_001344057.1.p1	XM_050418910.1.p1, XM_050383607.1.p1
OG0004962	NM_001339146.1.p1, NM_001339148.1.p1, NM_114319.4.p1, NM_001339147.1.p1, NM_001331768.1.p1, NM_001084019.1.p1	XM_050424644.1.p1
OG0004963	NM_106738.2.p1, NM_001084076.1.p1, NM_001198078.1.p1	XM_050430848.1.p1
OG0004964	NM_001084161.2.p1, NM_001084162.3.p1, NM_104499.4.p1	XM_050390317.1.p1, XM_050394132.1.p1
OG0004965	NM_001084179.1.p1, NM_001333090.1.p1, NM_103141.4.p1, NM_103142.4.p1	XM_050413315.1.p1
OG0004966	NM_001335265.1.p1, NM_001335264.1.p1, NM_001084411.2.p1, NM_001335266.1.p1, NM_126516.3.p1	XM_050391881.1.p1
OG0004967	NM_001084570.1.p1, NM_001161097.1.p1, NM_201934.3.p1	XM_050388653.1.p1
OG0004968	NM_124769.5.p1, NM_001345072.1.p1, NM_180855.2.p1, NM_001084689.2.p1	XM_050391656.1.p1
OG0004969	NM_001085291.3.p1, NM_001203629.1.p1	XM_050391430.1.p1, XM_050405204.1.p1
OG0004970	NM_001123901.2.p1, NM_102624.4.p1, NM_001332819.1.p1	XM_050432211.1.p1
OG0004971	NM_001125406.1.p1, NM_116027.5.p1	XM_050405680.1.p1, XM_050405678.1.p1
OG0004972	NM_122512.4.p1	XM_050409728.1.p1, XM_050409727.1.p1
OG0004973	NM_001126002.2.p1, NM_001345503.1.p1, NM_125585.2.p1, NM_001345506.1.p1, NM_001345504.1.p1	XM_050416458.1.p1, XM_050416457.1.p1
OG0004974	NM_117845.4.p1, NM_001160775.1.p1, NM_124113.5.p1	XM_050409394.1.p1
OG0004975	NM_001336867.1.p1, NM_001161094.2.p1	XM_050395040.1.p1
OG0004976	NM_103431.7.p1, NM_001198218.1.p1	XM_050411903.1.p1
OG0004977	NM_001198447.1.p1, NM_105852.3.p1, NM_117026.5.p1	XM_050413211.1.p1
OG0004978	NM_106514.4.p1, NM_001198500.1.p1, NM_106515.4.p1, NM_106513.5.p1, NM_179569.4.p1	XR_007645957.1.p1, XM_050391664.1.p1, XM_050391665.1.p1
OG0004979	NM_127307.4.p1, NM_001202613.1.p1, NM_119715.3.p1	XM_050385562.1.p1
OG0004980	NM_001202648.1.p1, NM_127826.5.p1	XM_050395628.1.p1, XM_050436152.1.p1
OG0004981	NM_001202764.1.p1, NM_179942.4.p1	XM_050387139.1.p1
OG0004982	NM_001203300.2.p1, NM_120639.2.p1	XM_050394836.1.p1
OG0004983	NM_001203357.2.p1	XM_050398424.1.p1, XM_050398425.1.p1
OG0004984	NM_121948.2.p1, NM_001203410.1.p1, NM_001343602.1.p1, NM_001343601.1.p1, NM_121269.3.p1	XM_050427860.1.p1
OG0004985	NM_001203455.1.p1, NM_122368.4.p1	XM_050396510.1.p1, XM_050397846.1.p1
OG0004986	NM_001203456.1.p1, NM_001343883.1.p1, NM_122370.2.p1	XM_050397372.1.p1
OG0004987	NM_179221.2.p1, NM_118655.4.p1, NM_001203586.2.p1, NM_124524.2.p1	XM_050397018.1.p1
OG0004988	NM_001203945.1.p1, NM_119215.4.p1, NM_127968.3.p1	XM_050416376.1.p1
OG0004989	NM_100842.4.p1, NM_001331846.1.p1	XM_050396195.1.p1, XM_050396192.1.p1, XM_050396194.1.p1, XM_050396197.1.p1
OG0004990	NM_001332126.1.p1, NM_001332125.1.p1, NM_101323.3.p1	XM_050407891.1.p1, XM_050407904.1.p1
OG0004991	NM_001335086.1.p1, NM_101330.5.p1, NM_001332129.1.p1	XM_050419730.1.p1
OG0004993	NM_103158.3.p1, NM_001333098.1.p1	XM_050413229.1.p1, XM_050413230.1.p1
OG0004994	NM_001333916.1.p1, NM_104763.3.p1	XM_050420654.1.p1
OG0004995	NM_001334327.1.p1, NM_105450.4.p1	XM_050420539.1.p1
OG0004996	NM_001334483.1.p1, NM_105769.5.p1	XM_050415993.1.p1
OG0004997	NM_001334607.1.p1, NM_106044.6.p1	XM_050401210.1.p1
OG0004998	NM_106163.3.p1, NM_001334674.1.p1, NM_101790.4.p1	XM_050411405.1.p1
OG0004999	NM_001334899.1.p1, NM_001334898.1.p1, NM_001334897.1.p1, NM_001334896.1.p1, NM_106611.3.p1	XM_050385488.1.p1
OG0005000	NM_001334903.1.p1, NM_001334904.1.p1, NM_001334902.1.p1, NM_001334900.1.p1, NM_001334905.1.p1, NM_106612.4.p1, NM_101488.2.p1	XM_050390252.1.p1, XM_050390251.1.p1, XM_050390250.1.p1
OG0005001	NM_106731.3.p1, NM_001335016.1.p1, NM_101464.4.p1	XM_050430850.1.p1, XM_050430849.1.p1
OG0005002	NM_001335203.1.p1	XM_050421640.1.p1
OG0005003	NM_203087.4.p1, NM_001335293.1.p1, NM_001335291.1.p1, NM_001335289.1.p1, NM_001335290.1.p1, NM_126614.3.p1	XM_050404857.1.p1
OG0005004	NM_127117.3.p1, NM_001335456.1.p1	XM_050403518.1.p1
OG0005005	NM_127193.2.p1, NM_001335476.1.p1	XM_050406288.1.p1, XM_050406617.1.p1, XM_050407076.1.p1
OG0005006	NM_001335548.1.p1, NM_127297.5.p1, NM_119711.4.p1	XM_050418713.1.p1, XM_050418724.1.p1, XM_050418721.1.p1, XM_050418716.1.p1, XM_050393913.1.p1
OG0005007	NM_127674.5.p1, NM_001335564.1.p1, NM_127339.3.p1	XM_050385807.1.p1, XM_050385808.1.p1, XM_050385806.1.p1, XM_050385809.1.p1
OG0005008	NM_180151.4.p1	XM_050407645.1.p1, XM_050407646.1.p1
OG0005009	NM_001336368.1.p1, NM_128764.4.p1	XM_050384628.1.p1, XM_050384629.1.p1
OG0005010	NM_001336430.1.p1, NM_001336425.1.p1, NM_001336427.1.p1, NM_001336426.1.p1, NM_001336429.1.p1, NM_001336431.1.p1, NM_001336428.1.p1	XM_050383181.1.p1, XM_050383180.1.p1, XM_050383177.1.p1, XM_050383179.1.p1
OG0005011	NM_001337252.1.p1, NM_001337253.1.p1, NM_180139.4.p1	XM_050408583.1.p1, XM_050408586.1.p1, XM_050408585.1.p1
OG0005012	NM_001337291.1.p1, NM_001337290.1.p1	XM_050409862.1.p1
OG0005013	NM_121649.6.p1, NM_001337434.1.p1, NM_111146.4.p1	XM_050391572.1.p1
OG0005014	NM_001337523.1.p1, NM_001337520.1.p1, NM_001337521.1.p1, NM_001337522.1.p1, NM_001337519.1.p1, NM_111241.4.p1, NR_141025.1.p1, NR_141027.1.p1, NM_001343525.1.p1	XM_050388995.1.p1
OG0005015	NM_001337883.1.p1, NM_180224.4.p1	XM_050405537.1.p1
OG0005016	NM_001337960.1.p1, NM_112023.2.p1	XM_050388555.1.p1
OG0005017	NM_001338274.1.p1, NM_112588.3.p1, NM_001338276.1.p1, NM_001338275.1.p1	XM_050383774.1.p1, XM_050383772.1.p1
OG0005018	NM_103840.3.p1, NM_001338380.1.p1, NM_001338379.1.p1, NM_001338378.1.p1	XM_050404873.1.p1, XM_050404875.1.p1, XM_050404876.1.p1
OG0005019	NM_001339221.1.p1	XM_050435771.1.p1
OG0005020	NM_114489.5.p1, NM_001339237.1.p1, NM_001339238.1.p1, NM_001339239.1.p1, NM_001339240.1.p1, NM_001339241.1.p1	XM_050435449.1.p1
OG0005021	NM_001339278.1.p1, NM_114554.4.p1	XM_050434356.1.p1
OG0005022	NM_001339491.1.p1, NM_114974.4.p1	XM_050436360.1.p1
OG0005024	NM_001339648.1.p1	XM_050388417.1.p1
OG0005025	NM_202716.3.p1, NM_001339749.1.p1, NM_001339750.1.p1, NM_001339748.1.p1	XM_050427192.1.p1, XM_050427194.1.p1, XM_050427193.1.p1, XM_050427199.1.p1, XM_050427200.1.p1
OG0005026	NM_001339958.1.p1, NM_115792.3.p1	XM_050400381.1.p1, XM_050400383.1.p1
OG0005027	NM_001339993.1.p1, NM_115828.5.p1	XM_050402211.1.p1
OG0005028	NM_117175.3.p1, NM_001340700.1.p1, NM_105114.3.p1	XM_050413060.1.p1
OG0005029	NM_117414.4.p1, NM_001340859.1.p1	XM_050415808.1.p1
OG0005030	NM_001340899.1.p1, NM_117480.4.p1	XM_050411601.1.p1
OG0005031	NM_001341096.1.p1	XM_050411650.1.p1
OG0005032	NM_001341384.1.p1, NM_001341381.1.p1, NM_001341382.1.p1, NM_001341383.1.p1, NM_118117.4.p1, NM_001341385.1.p1	XM_050395041.1.p1
OG0005033	NM_179146.2.p1, NM_001342050.1.p1, NM_119248.3.p1	XM_050416275.1.p1, XM_050416276.1.p1
OG0005034	NM_001342138.1.p1, NM_119388.5.p1	XM_050400953.1.p1
OG0005035	NM_122502.3.p1, NM_119449.2.p1, NM_001342188.1.p1	XM_050408654.1.p1
OG0005036	NM_001342255.1.p1, NM_001342256.1.p1, NM_001342258.1.p1, NM_001342257.1.p1, NM_001342259.1.p1	XM_050400652.1.p1, XM_050400649.1.p1, XM_050432575.1.p1
OG0005037	NM_001342728.1.p1	XM_050387469.1.p1, XM_050387468.1.p1, XM_050387470.1.p1
OG0005038	NM_001343235.1.p1	XM_050427908.1.p1
OG0005039	NM_001343480.1.p1, NM_121713.3.p1	XM_050398059.1.p1, XM_050398061.1.p1, XM_050398058.1.p1, XM_050398057.1.p1
OG0005040	NM_001343703.1.p1, NM_147881.4.p1	XM_050402085.1.p1
OG0005041	NM_122263.3.p1, NM_001343817.1.p1, NM_001343816.1.p1	XM_050402798.1.p1
OG0005042	NM_121630.4.p1, NM_111132.3.p1	XM_050386659.1.p1
OG0005043	NM_001344244.1.p1, NM_001344243.1.p1, NM_001344242.1.p1	XM_050413825.1.p1
OG0005044	NM_001344264.1.p1, NM_123233.4.p1, NM_001344263.1.p1	XM_050413972.1.p1, XM_050413974.1.p1
OG0005045	NM_001344344.1.p1, NM_180777.3.p1, NM_123422.4.p1, NM_113658.3.p1	XM_050415039.1.p1, XM_050415038.1.p1, XM_050420474.1.p1
OG0005046	NM_117875.4.p1, NM_001344706.1.p1, NM_124077.5.p1	XM_050409481.1.p1
OG0005047	NM_001344809.1.p1	XM_050398418.1.p1, XM_050398417.1.p1
OG0005048	NM_125871.5.p1	XM_050436525.1.p1
OG0005049	NM_124669.3.p1, NM_001345015.1.p1	XM_050398722.1.p1, XM_050398723.1.p1
OG0005050	NM_124908.4.p1, NM_001345121.1.p1, NM_118806.6.p1	XM_050390747.1.p1
OG0005051	NM_125237.4.p1, NM_001345304.1.p1	XM_050384524.1.p1, XM_050384508.1.p1
OG0005052	NM_180449.1.p1, NM_120725.3.p1, NM_100017.3.p1	XM_050434365.1.p1
OG0005053	NM_100359.3.p1, NM_128832.5.p1	XM_050383123.1.p1
OG0005054	NM_128726.1.p1, NM_100460.1.p1	XM_050401065.1.p1
OG0005055	NM_128576.3.p1, NM_100571.3.p1	XM_050433190.1.p1
OG0005056	NM_100595.6.p1	XM_050432540.1.p1, XM_050383914.1.p1
OG0005057	NM_111528.2.p1	XM_050383737.1.p1, XM_050383738.1.p1
OG0005057	NM_100802.5.p1	XM_050398271.1.p1
OG0005058	NM_100808.3.p1	XM_050417650.1.p1, XM_050409178.1.p1
OG0005059	NM_100853.4.p1	XM_050416866.1.p1, XM_050416865.1.p1, XM_050416864.1.p1
OG0005060	NM_100931.3.p1, NM_104709.3.p1	XM_050420792.1.p1
OG0005061	NM_101005.4.p1	XM_050411772.1.p1
OG0005062	NM_101138.4.p1	XM_050395507.1.p1
OG0005063	NM_101249.3.p1	XM_050397395.1.p1, XM_050397393.1.p1, XM_050397392.1.p1, XM_050397391.1.p1, XM_050397394.1.p1
OG0005064	NM_101348.4.p1	XM_050419588.1.p1, XM_050419584.1.p1
OG0005065	NM_101678.3.p1, NM_106023.3.p1, NM_202411.1.p1	XR_007647448.1.p1
OG0005066	NM_101756.3.p1, NM_106141.3.p1	XM_050401141.1.p1
OG0005067	NM_106317.3.p1, NM_101961.4.p1, NM_123607.5.p1	XM_050412135.1.p1, XM_050412133.1.p1
OG0005068	NM_106411.4.p1, NM_179366.1.p1, NM_102036.4.p1	XM_050395324.1.p1
OG0005069	NM_202165.1.p1, NM_202166.2.p1, NM_102185.4.p1	XM_050422326.1.p1, XM_050420651.1.p1, XM_050420652.1.p1, XM_050420650.1.p1
OG0005071	NM_105524.3.p1, NM_102356.4.p1	XM_050385133.1.p1
OG0005072	NM_102494.4.p1	XR_007652848.1.p1
OG0005073	NM_102842.3.p1	XM_050406576.1.p1
OG0005074	NM_102870.3.p1	XM_050432035.1.p1
OG0005075	NM_102939.4.p1	XM_050408707.1.p1
OG0005076	NM_102952.4.p1	XM_050409296.1.p1
OG0005077	NM_103023.4.p1	XM_050412866.1.p1
OG0005078	NM_103073.3.p1, NM_117084.3.p1, NM_117083.3.p1	XM_050395554.1.p1, XM_050395555.1.p1, XM_050395557.1.p1, XM_050395552.1.p1, XM_050395553.1.p1, XM_050395551.1.p1, XM_050395550.1.p1
OG0005079	NM_103761.6.p1	XM_050402509.1.p1
OG0005079	NM_126175.4.p1	XM_050417603.1.p1
OG0005080	NM_103975.4.p1, NM_112948.3.p1, NM_148376.2.p1, NM_118842.4.p1	XM_050391098.1.p1
OG0005081	NM_104024.3.p1	XM_050418590.1.p1
OG0005081	NM_113003.5.p1, NM_104028.5.p1	XM_050418577.1.p1
OG0005082	NM_104051.5.p1	XM_050429772.1.p1
OG0005083	NM_104224.2.p1	XM_050391726.1.p1, XM_050391729.1.p1
OG0005084	NM_104408.5.p1	XM_050422013.1.p1, XM_050422009.1.p1, XM_050421984.1.p1
OG0005085	NM_105147.4.p1	XM_050396113.1.p1
OG0005086	NM_105245.3.p1, NM_123059.3.p1	XM_050414026.1.p1
OG0005088	NM_105408.4.p1	XM_050420283.1.p1
OG0005089	NM_106390.3.p1	XM_050395145.1.p1, XM_050395147.1.p1
OG0005090	NM_111012.4.p1	XM_050420786.1.p1, XM_050420787.1.p1, XM_050415320.1.p1
OG0005092	NM_121586.3.p1, NM_111099.5.p1	XM_050414523.1.p1
OG0005093	NM_111495.4.p1	XM_050384394.1.p1, XM_050384393.1.p1
OG0005094	NM_111505.4.p1, NM_121895.4.p1	XM_050384307.1.p1
OG0005095	NM_112103.3.p1	XM_050422584.1.p1
OG0005096	NM_112106.4.p1	XM_050422595.1.p1, XM_050424713.1.p1
OG0005098	NM_112710.2.p1	XM_050401921.1.p1, XM_050401922.1.p1
OG0005099	NM_112748.4.p1	XM_050419913.1.p1
OG0005100	NM_113374.4.p1	XM_050413592.1.p1, XM_050413595.1.p1, XM_050413596.1.p1
OG0005101	NM_114329.3.p1	XM_050425310.1.p1
OG0005102	NM_114518.4.p1	XM_050435008.1.p1
OG0005103	NM_127493.2.p1	XM_050429064.1.p1
OG0005104	NM_115037.8.p1	XM_050388053.1.p1
OG0005105	NM_115528.3.p1	XR_007645272.1.p1, XM_050389207.1.p1, XR_007645274.1.p1, XM_050389209.1.p1
OG0005106	NM_115767.3.p1, NM_129863.3.p1	XM_050424203.1.p1
OG0005107	NM_115931.3.p1	XM_050426153.1.p1
OG0005108	NM_180116.2.p1, NM_116022.5.p1	XM_050416425.1.p1, XM_050416417.1.p1, XM_050424450.1.p1
OG0005109	NM_116502.4.p1	XM_050407733.1.p1
OG0005110	NM_116884.4.p1	XM_050408957.1.p1
OG0005111	NM_117176.3.p1	XM_050417817.1.p1
OG0005112	NM_118404.5.p1, NM_117281.3.p1, NM_118403.2.p1	XM_050408936.1.p1
OG0005113	NM_117677.7.p1	XM_050431851.1.p1
OG0005114	NM_117747.7.p1	XM_050432351.1.p1
OG0005115	NM_117857.3.p1	XM_050409387.1.p1, XM_050409386.1.p1
OG0005116	NM_117889.4.p1	XM_050408338.1.p1, XM_050408339.1.p1
OG0005117	NM_118037.7.p1	XM_050408557.1.p1
OG0005118	NM_180805.4.p1, NM_123902.3.p1, NM_118043.2.p1	XM_050409187.1.p1
OG0005119	NM_118515.4.p1	XM_050413057.1.p1
OG0005120	NM_118602.4.p1	XM_050402046.1.p1
OG0005121	NM_118615.3.p1	XM_050399918.1.p1, XM_050431058.1.p1
OG0005122	NM_119035.3.p1, NM_179136.3.p1	XM_050413576.1.p1
OG0005123	NM_119463.5.p1	XM_050407610.1.p1, XM_050407612.1.p1, XM_050390857.1.p1, XM_050389615.1.p1, XM_050389620.1.p1, XM_050389617.1.p1, XM_050407613.1.p1, XM_050407615.1.p1
OG0005124	NM_127342.4.p1, NM_119771.4.p1	XM_050405986.1.p1
OG0005125	NM_119790.3.p1	XM_050436347.1.p1
OG0005126	NM_119807.2.p1	XM_050436295.1.p1, XM_050436297.1.p1
OG0005127	NM_202988.4.p1, NM_120125.2.p1	XM_050436403.1.p1
OG0005128	NM_120422.4.p1	XM_050387234.1.p1, XM_050387233.1.p1
OG0005129	NM_120472.3.p1	XM_050387627.1.p1
OG0005130	NM_120583.6.p1	XM_050404298.1.p1, XM_050416698.1.p1
OG0005131	NM_121248.5.p1	XM_050412716.1.p1, XM_050412718.1.p1, XM_050412717.1.p1
OG0005132	NM_121276.3.p1	XM_050418625.1.p1
OG0005133	NM_121979.4.p1	XM_050413536.1.p1, XM_050413535.1.p1, XM_050413533.1.p1, XM_050413534.1.p1
OG0005134	NM_122138.3.p1	XM_050390089.1.p1
OG0005135	NM_122237.4.p1	XM_050419976.1.p1, XM_050419979.1.p1
OG0005136	NM_123012.6.p1	XM_050411302.1.p1, XM_050411301.1.p1
OG0005137	NM_123804.4.p1	XM_050406542.1.p1, XM_050431767.1.p1, XM_050431766.1.p1, XM_050431765.1.p1, XM_050392289.1.p1
OG0005138	NM_123897.4.p1	XM_050409347.1.p1, XM_050409346.1.p1, XM_050409348.1.p1
OG0005139	NM_124010.3.p1	XM_050431633.1.p1, XM_050431634.1.p1, XM_050434202.1.p1
OG0005140	NM_203177.2.p1, NM_124219.5.p1	XM_050396382.1.p1, XR_007646627.1.p1, XM_050396385.1.p1
OG0005141	NM_124420.3.p1	XM_050402276.1.p1
OG0005142	NM_124600.3.p1	XM_050397182.1.p1
OG0005143	NM_124668.3.p1	XM_050397538.1.p1
OG0005144	NM_124819.3.p1	XM_050391478.1.p1
OG0005145	NM_125462.4.p1	XM_050430888.1.p1
OG0005146	NM_125824.4.p1, NM_125825.3.p1	XR_007648593.1.p1, XM_050405896.1.p1, XM_050405894.1.p1
OG0005147	NM_125846.3.p1	XM_050436089.1.p1, XM_050405078.1.p1
OG0005148	NM_125981.4.p1	XM_050436021.1.p1, XM_050436018.1.p1, XM_050436022.1.p1, XM_050436020.1.p1, XM_050436024.1.p1, XM_050436025.1.p1
OG0005149	NM_128084.3.p1	XM_050412395.1.p1
OG0005149	NM_126891.4.p1	XM_050416133.1.p1
OG0005150	NM_127199.4.p1, NM_201744.1.p1	XM_050405819.1.p1, XM_050405818.1.p1, XM_050436348.1.p1
OG0005151	NM_128398.4.p1	XM_050430901.1.p1
OG0005152	NM_128683.4.p1	XM_050395577.1.p1, XM_050395579.1.p1, XM_050414103.1.p1, XM_050398237.1.p1
OG0005153	NM_128855.4.p1	XM_050391946.1.p1, XM_050391945.1.p1
OG0005154	NM_129469.2.p1	XM_050394112.1.p1
OG0005155	NM_130089.4.p1	XM_050394002.1.p1
OG0005156	NM_130130.4.p1	XM_050393849.1.p1
OG0005157	NM_148232.3.p1	XM_050432703.1.p1
OG0005158	NM_179157.3.p1	XM_050405693.1.p1, XM_050405692.1.p1, XM_050405691.1.p1
OG0005159	NM_179360.1.p1	XM_050388908.1.p1, XM_050433200.1.p1, XM_050411620.1.p1
OG0005160	NM_179706.2.p1	XR_007659570.1.p1, XM_050435916.1.p1
OG0005161	NM_179963.3.p1	XM_050388004.1.p1
OG0005162	NM_180780.2.p1	XM_050414761.1.p1
OG0005163	NM_202670.3.p1, NM_202671.3.p1	XM_050400626.1.p1
OG0005179	NM_148568.1.p1, NM_112649.3.p1, NM_001338304.1.p1, NM_001035641.2.p1	XM_050421295.1.p1
OG0005180	NM_001339821.1.p1, NM_001339820.1.p1, NM_001084835.2.p1, NM_001035798.2.p1, NM_001339819.1.p1	XM_050394001.1.p1
OG0005181	NM_001036091.3.p1, NM_001333465.1.p1	XM_050397139.1.p1
OG0005182	NM_001036635.1.p1, NM_124543.3.p1	XM_050407831.1.p1, XM_050407829.1.p1, XM_050407828.1.p1, XM_050407830.1.p1
OG0005183	NM_001036674.2.p1, NM_001125607.1.p1, NM_119127.4.p1, NM_118740.3.p1, NM_202890.2.p1, NM_179115.2.p1	XM_050414211.1.p1, XM_050414212.1.p1
OG0005184	NM_001343590.1.p1, NM_001036823.1.p1, NM_121919.3.p1	XM_050384488.1.p1
OG0005185	NM_116452.4.p1	XM_050410872.1.p1, XM_050410870.1.p1
OG0005185	NM_122580.4.p1, NM_001343989.1.p1, NM_001036873.2.p1, NM_111445.5.p1	XM_050417827.1.p1
OG0005186	NM_123454.3.p1, NM_001036913.2.p1, NM_113631.4.p1	XM_050414845.1.p1
