Orthogroup	Arabidopsis_thaliana_rna_prot	Gossypium_hirsutum_rna_prot
OG0003407	NM_001344341.1.p1, NM_001338875.1.p1, NM_001203513.2.p1, NM_113661.4.p1	XM_016853188.2.p1, XM_016823499.2.p1, XM_016856817.2.p1, XM_016857228.2.p1
OG0003408	NM_001203613.1.p1, NM_001345120.1.p1, NM_124905.5.p1, NM_118810.4.p1	XM_041092535.1.p1, XM_041110698.1.p1, XM_041076343.1.p1, XM_016852173.2.p1, XM_016847156.2.p1, XM_041087025.1.p1, XM_016848977.2.p1, XM_016820478.2.p1
OG0003409	NM_100265.3.p1, NM_179255.3.p1, NM_001331442.1.p1	XM_041079526.1.p1, XM_041102747.1.p1
OG0003410	NM_001331604.1.p1, NM_001331606.1.p1, NM_001331605.1.p1, NM_100476.3.p1	XM_041101276.1.p1, XM_016814997.2.p1
OG0003411	NM_001332203.1.p1, NM_101472.3.p1, NM_001332202.1.p1	XM_016833380.2.p1
OG0003412	NM_001332412.1.p1, NM_001332411.1.p1, NM_101838.3.p1	XM_016840065.2.p1, XM_041094053.1.p1, XM_016893940.2.p1, XM_016847405.2.p1, XM_016847404.2.p1, XR_001689867.2.p1, XM_016852175.2.p1, XM_041114718.1.p1
OG0003413	NM_115451.2.p1, NM_001332796.1.p1	XM_041116072.1.p1, XM_016875123.2.p1, XM_041078119.1.p1, XM_016862434.2.p1
OG0003414	NM_001333720.1.p1, NM_148595.5.p1	XM_041075552.1.p1, XM_016857154.2.p1, XM_016858058.2.p1, XR_001692372.2.p1, XM_041090461.1.p1, XM_016899808.2.p1
OG0003415	NM_001333727.1.p1, NM_001333726.1.p1, NM_001333725.1.p1, NM_001340098.1.p1, NM_116007.5.p1	XM_041117765.1.p1
OG0003416	NM_001334020.1.p1, NM_104901.2.p1, NM_126265.4.p1	XM_016851943.2.p1, XM_016824018.2.p1, XM_016854059.2.p1, XM_016854058.2.p1
OG0003417	NM_001344166.1.p1	XM_016889389.2.p1, XR_005916077.1.p1
OG0003417	NM_001334591.1.p1	XM_041080645.1.p1
OG0003418	NM_001335222.1.p1, NM_001335221.1.p1, NM_147241.5.p1, NM_001335220.1.p1	XM_041075752.1.p1, XM_041075761.1.p1, XM_041075762.1.p1, XM_041075763.1.p1, XM_041075756.1.p1, XM_041075758.1.p1, XM_041075760.1.p1, XM_041075757.1.p1, XM_041075759.1.p1, XM_041075753.1.p1, XM_016884766.2.p1, XM_041075755.1.p1, XM_016854988.2.p1
OG0003419	NM_001336133.1.p1, NM_001336132.1.p1, NM_001336131.1.p1, NM_001336135.1.p1, NM_001336134.1.p1, NM_128352.5.p1	XM_041111295.1.p1, XM_041091499.1.p1, XM_016835990.2.p1, XM_016889656.2.p1, XM_016841370.2.p1
OG0003420	NM_001336138.1.p1, NM_128358.3.p1	XM_041103733.1.p1, XM_016867860.2.p1
OG0003420	NM_120281.3.p1	XM_016893635.2.p1, XM_016874353.2.p1, XM_016883487.2.p1
OG0003421	NM_001336157.1.p1, NM_128386.2.p1	XM_016894962.2.p1, XM_041093548.1.p1, XM_016898385.2.p1
OG0003422	NM_001336707.1.p1, NM_129415.4.p1, NM_001336708.1.p1	XM_016875457.2.p1
OG0003423	NM_129644.4.p1, NM_001336866.1.p1, NM_115502.4.p1, NM_001339796.1.p1, NM_001339797.1.p1	XM_016892978.2.p1
OG0003424	NM_129709.5.p1, NM_001336913.1.p1, NM_001336914.1.p1	XM_016885618.2.p1, XM_016885622.2.p1, XM_016885621.2.p1, XM_016885619.2.p1, XM_016885616.2.p1, XM_016887029.2.p1
OG0003425	NM_125475.3.p1, NM_180459.4.p1, NM_001342987.1.p1	XM_016884511.2.p1, XM_016884509.2.p1, XM_016818863.2.p1
OG0003426	NM_001337768.1.p1, NM_111707.4.p1, NM_180212.2.p1	XM_016822144.2.p1
OG0003427	NM_202710.1.p1, NM_115372.4.p1	XM_016862457.2.p1, XM_016823337.2.p1
OG0003427	NM_001337823.1.p1, NM_111788.5.p1	XM_016814258.2.p1
OG0003428	NM_112890.5.p1, NM_001338439.1.p1	XM_016826773.2.p1, XM_041086642.1.p1, XM_041090865.1.p1, XM_016836364.2.p1
OG0003429	NM_001338448.1.p1, NM_112898.4.p1, NM_202613.3.p1, NM_001338449.1.p1	XM_016813673.2.p1, XM_016816240.2.p1, XM_016833780.2.p1, XM_041093334.1.p1, XM_016895318.2.p1, XM_016833782.2.p1
OG0003430	NM_001338579.1.p1, NM_113129.4.p1, NM_113131.5.p1	XM_016895865.2.p1, XR_005927522.1.p1
OG0003431	NM_001338696.1.p1, NM_113371.2.p1	XM_016834479.2.p1
OG0003432	NM_001338789.1.p1, NM_101183.4.p1	XM_016886575.2.p1, XM_016851184.2.p1, XM_016824159.2.p1, XM_016865511.2.p1
OG0003433	NM_113754.3.p1, NM_113756.5.p1, NM_113759.1.p1, NM_113758.2.p1, NM_001338956.1.p1	XM_016895958.2.p1, XM_016872362.2.p1, XM_016894415.2.p1
OG0003434	NM_001339385.1.p1, NM_124471.4.p1	XM_041097203.1.p1, XM_016810080.2.p1
OG0003435	NM_106204.4.p1	XM_041087247.1.p1, XM_016831512.2.p1, XM_016893131.2.p1
OG0003435	NM_115087.4.p1, NM_001339567.1.p1	XM_016866535.2.p1
OG0003436	NM_115354.5.p1, NM_202707.2.p1, NM_001339709.1.p1, NM_001339710.1.p1	XM_041092090.1.p1, XM_041092088.1.p1, XM_041092089.1.p1, XM_016825146.2.p1, XM_016825145.2.p1, XM_016825147.2.p1, XM_016892601.2.p1
OG0003437	NM_001340866.1.p1, NM_001340865.1.p1, NM_001340864.1.p1	XM_016892497.2.p1
OG0003438	NM_001341246.1.p1, NM_117901.6.p1, NM_001341247.1.p1, NM_001341248.1.p1	XM_041090636.1.p1, XM_041090638.1.p1
OG0003439	NM_101114.4.p1, NM_001341561.1.p1	XM_016875218.2.p1, XM_016815189.2.p1, XM_016849985.2.p1, XM_016830892.2.p1, XM_016830893.2.p1
OG0003441	NM_125152.3.p1, NM_001342006.1.p1, NM_119180.6.p1, NM_179649.4.p1	XM_016829332.2.p1, XM_016894528.2.p1, XM_041085800.1.p1, XM_016836635.2.p1
OG0003442	NM_001342525.1.p1	XM_041076422.1.p1, XM_016816473.2.p1
OG0003443	NM_001342676.1.p1, NM_001342675.1.p1, NM_001342677.1.p1, NM_001342674.1.p1	XM_041089186.1.p1
OG0003443	NM_127451.2.p1	XM_016834895.2.p1
OG0003444	NM_120408.4.p1, NM_001342696.1.p1, NM_001342697.1.p1, NM_202540.1.p1, NM_111817.4.p1	XM_041076748.1.p1, NM_001326785.1.p1, XM_016830344.2.p1
OG0003445	NM_120533.5.p1, NM_203001.4.p1, NM_001342779.1.p1, NM_111890.4.p1	XM_016830451.2.p1, XM_016851868.2.p1
OG0003446	NM_001342813.1.p1, NM_001342809.1.p1, NM_001342810.1.p1, NM_001342812.1.p1, NM_120613.5.p1	XR_005919768.1.p1, XR_005919766.1.p1, XM_016845481.2.p1, XR_001689455.2.p1, XR_005919771.1.p1
OG0003447	NM_001342900.1.p1, NM_203014.3.p1, NM_001342901.1.p1, NM_120754.5.p1	XM_016883029.2.p1, XM_016825537.2.p1, XM_016882931.2.p1, XM_016851271.2.p1, XM_016815975.2.p1, XM_041087527.1.p1
OG0003448	NM_001345651.1.p1, NM_001345650.1.p1, NM_001343076.1.p1, NM_001343075.1.p1	XM_041080384.1.p1, XM_016883541.2.p1, XM_016883534.2.p1, XM_041080383.1.p1, XM_016825334.2.p1
OG0003449	NM_111009.3.p1, NM_001343377.1.p1	XM_016899473.2.p1, XM_041095417.1.p1
OG0003450	NM_101264.4.p1	XM_041091130.1.p1
OG0003450	NM_001344295.1.p1	XM_016814929.2.p1
OG0003451	NM_123826.2.p1, NM_001344567.1.p1, NM_123827.3.p1	XM_016851925.2.p1, XM_016851926.2.p1, XM_041113849.1.p1, XM_041087532.1.p1, XM_041113861.1.p1, XM_016851927.2.p1, XM_041113858.1.p1
OG0003452	NM_120824.4.p1, NM_120825.5.p1, NM_001345486.1.p1, NM_105663.5.p1, NM_120823.4.p1	XM_016881050.2.p1, XM_041107236.1.p1, XM_016890811.2.p1, XM_016811843.2.p1, XM_016812212.2.p1, XR_005930243.1.p1
OG0003453	NM_116124.3.p1, NM_100146.3.p1	XM_041106017.1.p1, XM_016840449.2.p1, XM_016855066.2.p1, XM_016838851.2.p1
OG0003454	NM_120988.3.p1, NM_100308.4.p1, NM_120986.3.p1, NM_120987.3.p1, NM_123730.2.p1	XM_016873611.2.p1, XM_016859844.2.p1, XM_016822402.2.p1, XM_016891249.2.p1, XM_016869500.2.p1
OG0003455	NM_128553.3.p1, NM_100592.5.p1	XM_016889675.2.p1, XM_016813367.2.p1
OG0003456	NM_201830.2.p1, NM_128493.4.p1, NM_179802.3.p1, NM_100616.3.p1	XM_016885140.2.p1, XM_016867363.2.p1, XM_041085934.1.p1, XM_016867517.2.p1
OG0003457	NM_179798.2.p1, NM_100625.4.p1	XM_016895110.2.p1
OG0003458	NM_101283.6.p1	XM_041085185.1.p1
OG0003459	NM_101645.3.p1, NM_105979.3.p1	XM_016898770.2.p1, XM_041116234.1.p1, XM_016833301.2.p1, XM_016874703.2.p1
OG0003460	NM_101840.3.p1	XM_016851898.2.p1, XM_016893554.2.p1
OG0003461	NM_102082.4.p1, NM_180618.2.p1	XM_041101857.1.p1
OG0003462	NM_105668.1.p1, NM_102481.4.p1	XM_016810656.2.p1
OG0003462	NM_113765.3.p1	XM_016854511.2.p1, XM_016839726.2.p1, XM_016894421.2.p1, XM_041098006.1.p1, XM_041116805.1.p1, XM_016895959.2.p1
OG0003463	NM_128965.5.p1, NM_102657.2.p1	XM_016868520.2.p1, XM_016841624.2.p1, XM_016832025.2.p1, XM_016826315.2.p1
OG0003464	NM_102821.3.p1	XM_016867331.2.p1, XM_016858419.2.p1, XM_016871695.2.p1, XM_016835393.2.p1
OG0003465	NM_103470.5.p1	XM_041088412.1.p1
OG0003466	NM_112919.3.p1, NM_180676.2.p1, NM_103944.3.p1	XM_016850486.2.p1
OG0003467	NM_112265.5.p1, NM_104286.3.p1, NM_105906.4.p1	XM_016845698.2.p1, XM_041079690.1.p1, XM_041079691.1.p1, XM_016894121.2.p1
OG0003468	NM_105555.4.p1	XM_016850664.2.p1, XM_016867310.2.p1, XM_016880784.2.p1
OG0003469	NM_106000.3.p1	XM_041101049.1.p1, XM_041076911.1.p1
OG0003470	NM_106148.2.p1	XM_041096139.1.p1, XM_016898716.2.p1, XM_016898718.2.p1, XM_016898717.2.p1, XR_005928909.1.p1, XM_041116198.1.p1, XM_041116200.1.p1, XR_005928918.1.p1, XR_005928920.1.p1, XR_005928908.1.p1, XR_005928912.1.p1, XR_005928911.1.p1
OG0003471	NM_179555.3.p1, NM_106149.4.p1	XM_016888884.2.p1, XM_016857597.2.p1
OG0003471	NM_126494.5.p1	XM_016891355.2.p1, XM_016894410.2.p1
OG0003472	NM_106166.4.p1	XM_041113855.1.p1, XM_041113854.1.p1, XM_041113851.1.p1, XM_041113850.1.p1, XM_041113853.1.p1, XM_041113852.1.p1, XM_041094103.1.p1, XM_041094104.1.p1, XM_016873499.2.p1, XM_016873501.2.p1, XM_016872144.2.p1, XM_016872145.2.p1, XM_016850998.2.p1
OG0003473	NM_106202.3.p1	XM_016811495.2.p1, XM_016811493.2.p1, XM_016837987.2.p1, XM_016837988.2.p1, XM_016837989.2.p1, XM_016832137.2.p1, XM_041113794.1.p1
OG0003474	NM_112434.3.p1, NM_106672.5.p1	XM_016822572.2.p1, XM_041116278.1.p1, XM_041095320.1.p1
OG0003475	NM_111321.4.p1	XM_016818120.2.p1, XM_016869567.2.p1, XM_041085520.1.p1
OG0003476	NM_115431.3.p1, NM_129546.2.p1	XM_016868090.2.p1, XM_016886665.2.p1
OG0003476	NM_111757.4.p1	XM_016815605.2.p1
OG0003477	NM_120341.3.p1, NM_111791.3.p1, NM_121857.4.p1	XR_001697336.2.p1, XM_016814264.2.p1
OG0003478	NM_120398.3.p1, NM_180216.1.p1, NM_111812.4.p1, NM_115201.4.p1	XM_016825415.2.p1, XM_016815803.2.p1
OG0003479	NM_127165.4.p1	XM_016875786.2.p1
OG0003479	NM_111887.3.p1	XM_016862304.2.p1, NM_001426007.1.p1, XM_041086482.1.p1
OG0003480	NM_112003.4.p1	XM_016843570.2.p1, XM_016843573.2.p1, XM_041082726.1.p1
OG0003481	NM_112471.3.p1	XR_005928961.1.p1, XR_005928960.1.p1, XM_041116281.1.p1, XM_016854424.2.p1
OG0003482	NM_112684.5.p1, NM_202265.3.p1	XM_016896768.2.p1, XM_041094893.1.p1
OG0003483	NM_112829.5.p1	XM_041102219.1.p1, XM_016867557.2.p1, XM_016860223.2.p1, XM_016860227.2.p1, XM_041086623.1.p1, XM_016888678.2.p1, XM_016871191.2.p1
OG0003484	NM_113130.4.p1	XM_016865062.2.p1, XM_016864896.2.p1, XM_016864895.2.p1, XM_016872811.2.p1
OG0003485	NM_114130.4.p1	XR_001685539.2.p1, XR_005914513.1.p1, XR_005914515.1.p1, XR_001685538.2.p1, XR_005914514.1.p1, XR_001701380.2.p1, XM_016897780.2.p1
OG0003486	NM_115904.3.p1	XM_016856917.2.p1, XM_041099555.1.p1
OG0003487	NM_115944.4.p1	XM_016875361.2.p1, XM_016839433.2.p1, XM_016879684.2.p1, XM_016879685.2.p1, XM_016854114.2.p1, XM_016888100.2.p1, XM_016888101.2.p1, XM_016888102.2.p1, XM_016890171.2.p1
OG0003488	NM_115977.4.p1	XM_016816088.2.p1, XM_016892791.2.p1
OG0003489	NM_116563.3.p1	XM_041099385.1.p1, XM_041099388.1.p1, XM_041099386.1.p1, XM_016871522.2.p1, XM_016871524.2.p1, XM_016871520.2.p1, XM_041075517.1.p1, XM_041085871.1.p1, XM_016872803.2.p1, XM_016878729.2.p1, XM_016889846.2.p1, XM_016889845.2.p1, XM_016889847.2.p1, XM_041097650.1.p1, XM_041097651.1.p1, XM_016888418.2.p1, XM_016888419.2.p1, XR_005930533.1.p1, XR_005930532.1.p1, XR_005930535.1.p1, XM_041117813.1.p1
OG0003491	NM_117233.3.p1	XM_041083553.1.p1, XM_041083548.1.p1, XM_041083549.1.p1, XM_016881542.2.p1, XM_016881545.2.p1
OG0003493	NM_129071.3.p1, NM_117812.6.p1	XM_016821724.2.p1, XM_016810354.2.p1
OG0003494	NM_117934.4.p1	XM_041096270.1.p1, XM_041096272.1.p1, XM_041096271.1.p1, XM_016842394.2.p1
OG0003495	NM_118192.2.p1	XM_016826218.2.p1, XM_016898334.2.p1, XM_016898331.2.p1, XM_016898332.2.p1, XM_016898335.2.p1
OG0003496	NM_118215.3.p1	XM_016826003.2.p1, XM_016866661.2.p1, XM_041079515.1.p1, XM_016855655.2.p1, XM_016829231.2.p1, XM_016824541.2.p1, XM_041111512.1.p1, XM_016867192.2.p1
OG0003497	NM_118299.4.p1	XM_016867915.2.p1, XM_016832740.2.p1
OG0003498	NM_118422.4.p1	XM_041080781.1.p1, XM_016854697.2.p1, XM_041080777.1.p1, XM_016839604.2.p1, XM_016854699.2.p1, XM_016854700.2.p1, XM_016839607.2.p1
OG0003499	NM_124664.3.p1, NM_118707.2.p1	XM_016814728.2.p1
OG0003500	NM_118858.3.p1, NM_124844.3.p1	XM_016864691.2.p1, XM_016847370.2.p1
OG0003501	NM_119128.3.p1	XM_016864229.2.p1, XM_016861424.2.p1, XM_041093124.1.p1, XR_005913605.1.p1, XR_001686843.2.p1, XM_041112873.1.p1
OG0003502	NM_119204.4.p1	XM_041093216.1.p1, XM_041093217.1.p1, XM_016834037.2.p1, XM_016894865.2.p1, XM_016897743.2.p1, XM_016897744.2.p1
OG0003503	NM_119263.5.p1	XM_041114291.1.p1, XM_016811996.2.p1, XM_016827867.2.p1
OG0003504	NM_119928.3.p1	XM_016864641.2.p1, XM_016824993.2.p1, XM_016865893.2.p1
OG0003505	NM_122234.3.p1, NM_120916.3.p1	XM_016875905.2.p1, XM_016880299.2.p1, XM_016849415.2.p1, XM_016819262.2.p1, XM_016836386.2.p1, XM_016836385.2.p1, XM_041089051.1.p1
OG0003506	NM_121284.2.p1	XM_016816221.2.p1
OG0003507	NM_121797.3.p1	XM_016818867.2.p1, XM_016819692.2.p1, XM_041109172.1.p1, XM_041104201.1.p1
OG0003508	NM_123307.4.p1, NM_123311.1.p1, NM_123310.1.p1, NM_123308.1.p1	XM_016895720.2.p1, XM_016868421.2.p1
OG0003509	NM_124440.3.p1, NM_125744.3.p1	XM_041097233.1.p1, XM_041097232.1.p1, XM_041117376.1.p1, XM_041117380.1.p1, XM_041080623.1.p1, XM_016840123.2.p1, XM_016884973.2.p1, XM_016884971.2.p1, XM_016884975.2.p1
OG0003510	NM_125067.4.p1	XM_016834398.2.p1, XM_016899262.2.p1
OG0003511	NM_125242.4.p1	XM_041109686.1.p1, XM_016868708.2.p1, XM_016893207.2.p1, XM_016858007.2.p1, XM_016900338.2.p1, XM_016858008.2.p1
OG0003512	NM_126086.7.p1	XM_016838989.2.p1, XM_041081793.1.p1, XM_041078847.1.p1, XM_041078848.1.p1, XR_005903243.1.p1, XM_041103140.1.p1, XR_005919687.1.p1, XM_016879259.2.p1
OG0003513	NM_126136.3.p1	XM_041094168.1.p1, XM_016825794.2.p1, XM_016841791.2.p1
OG0003514	NM_126230.3.p1	XR_001685864.2.p1, XM_016852184.2.p1, XM_041087809.1.p1, XM_016847633.2.p1, XR_001700078.2.p1, XM_016891505.2.p1, XR_005926786.1.p1, XM_016839400.2.p1
OG0003515	NM_126508.5.p1, NM_179604.2.p1	XM_041116566.1.p1, XM_016891544.2.p1, XM_016887985.2.p1, XM_041096592.1.p1, XM_016890338.2.p1, XM_041097476.1.p1, XM_016866336.2.p1, XM_016845477.2.p1, NM_001327563.1.p1
OG0003516	NM_127083.3.p1, NM_127075.2.p1	XM_016819588.2.p1
OG0003517	NM_127268.4.p1	XM_041091001.1.p1, XM_016853062.2.p1
OG0003518	NM_127748.4.p1	XM_016815484.2.p1, XM_016885472.2.p1
OG0003519	NM_202040.1.p1, NM_128678.5.p1, NM_128677.2.p1	XM_016898344.2.p1
OG0003520	NM_129462.3.p1	XM_016818903.2.p1
OG0003521	NM_180114.3.p1, NM_180113.3.p1	XM_016826628.2.p1, XM_041080952.1.p1
OG0003522	NM_180201.3.p1	XM_016890721.2.p1, XM_016890720.2.p1, XM_041097842.1.p1, XM_016890719.2.p1
OG0003535	NM_121693.2.p1, NM_001337456.1.p1, NM_001337455.1.p1, NM_111171.3.p1, NM_001337454.1.p1, NM_001035550.1.p1	XM_016855168.2.p1, XR_005903675.1.p1, XR_005903672.1.p1, XR_005903671.1.p1, XR_001691819.2.p1, XR_005903674.1.p1, XR_001698099.2.p1, XM_016885432.2.p1
OG0003537	NM_101268.3.p1, NM_001035886.3.p1, NM_126379.4.p1	XM_041083150.1.p1, XM_041083149.1.p1, XM_041106997.1.p1, XM_016837872.2.p1
OG0003538	NM_001035892.3.p1	XM_016864789.2.p1, XM_016829544.2.p1, XM_041092836.1.p1, XM_041092839.1.p1, XM_041110696.1.p1, XM_041092538.1.p1, XM_041097475.1.p1
OG0003539	NM_105620.3.p1, NM_105621.3.p1, NM_001036179.3.p1	XM_016818731.2.p1
OG0003540	NM_001036390.2.p1, NM_001336413.1.p1, NM_179866.2.p1	XM_041088503.1.p1, XM_016868764.2.p1, XM_016866928.2.p1, XM_016866927.2.p1, XM_016814952.2.p1, XM_016814953.2.p1
OG0003541	NM_113286.3.p1, NM_001036550.1.p1, NM_117468.3.p1, NM_001084918.1.p1	XM_016822311.2.p1, XM_041101269.1.p1, XM_016872396.2.p1
OG0003542	NM_001341970.1.p1, NM_001341971.1.p1, NM_001036672.2.p1	XR_001685141.2.p1, XM_016827008.2.p1, XM_041115266.1.p1, XR_001701762.2.p1, XM_016899261.2.p1, XM_041115267.1.p1, XM_041115268.1.p1
OG0003543	NM_001036856.2.p1	XM_041101501.1.p1, XM_041101500.1.p1, XM_041077423.1.p1, XM_041101502.1.p1
OG0003544	NM_001084282.1.p1, NM_001333936.1.p1, NM_001333937.1.p1, NM_001333934.1.p1, NM_104796.5.p1	XM_016813282.2.p1, XM_016870699.2.p1, XM_041093919.1.p1, XM_016842677.2.p1
OG0003545	NM_100471.4.p1, NM_202038.4.p1, NM_001084519.1.p1	XM_016843722.2.p1, XM_016843724.2.p1
OG0003546	NM_116783.4.p1, NM_001084885.2.p1	XM_016847942.2.p1, XM_016847941.2.p1, XR_005922681.1.p1, XR_005922682.1.p1, XM_016847944.2.p1, XM_041108718.1.p1, XM_016861588.2.p1, XM_016857905.2.p1
OG0003547	NM_001203958.1.p1, NM_001085010.2.p1	XM_041093049.1.p1, XM_041112779.1.p1, XM_041097079.1.p1, XM_041097080.1.p1
OG0003548	NM_001342316.1.p1, NM_001342318.1.p1, NM_001085023.2.p1, NM_001342315.1.p1, NM_001342317.1.p1, NM_001203989.2.p1, NM_001342320.1.p1, NM_127227.6.p1	XM_041108282.1.p1, XM_041108280.1.p1, XM_041108283.1.p1, XM_041082579.1.p1, XM_041087458.1.p1, XM_016846131.2.p1
OG0003549	NM_001345285.1.p1, NM_001345284.1.p1, NM_001085295.2.p1	XM_016858594.2.p1
OG0003550	NM_001345724.1.p1, NM_001085334.1.p1, NM_125986.3.p1	XM_016841858.2.p1, XM_016841859.2.p1, XM_016841860.2.p1, XM_041104017.1.p1, XM_041104016.1.p1, XM_016824728.2.p1, XM_016864622.2.p1, XM_016864619.2.p1
OG0003552	NM_201903.2.p1, NM_201902.4.p1, NM_129379.2.p1, NM_001124995.1.p1, NM_120223.5.p1	XM_041113195.1.p1, XM_041113194.1.p1, XM_016833663.2.p1, XM_041113193.1.p1, XM_041113187.1.p1, XM_041113188.1.p1, XM_041113192.1.p1, XM_041087765.1.p1, XM_016893718.2.p1
OG0003553	NM_147886.4.p1, NM_001125787.2.p1	XM_041113117.1.p1, XM_041113118.1.p1, XM_016895237.2.p1, XM_016895239.2.p1, XM_016895238.2.p1, XM_041113115.1.p1, XM_041113114.1.p1, XM_016895240.2.p1, XM_041093397.1.p1
OG0003554	NM_001161001.2.p1, NM_106349.3.p1, NM_101991.3.p1	XM_016884188.2.p1, XM_016893278.2.p1, XM_016887546.2.p1
OG0003555	NM_101669.3.p1, NM_001198097.1.p1	XM_016831114.2.p1, XM_016831116.2.p1, XM_016831115.2.p1, XM_016831113.2.p1, XM_041076930.1.p1, XM_041076932.1.p1, XM_041076933.1.p1, XM_016815421.2.p1
OG0003556	NM_115058.3.p1	XM_016854981.2.p1, XM_016839798.2.p1, XM_016826498.2.p1
OG0003556	NM_102606.4.p1, NM_001198177.1.p1	XM_016893060.2.p1, XR_001685011.2.p1, XM_016826410.2.p1, XM_041095076.1.p1, XM_041114909.1.p1
OG0003557	NM_001198510.1.p1, NM_202452.2.p1, NM_180651.3.p1, NM_001332212.1.p1, NM_101486.3.p1	XM_016813327.2.p1, XM_041102884.1.p1, XM_016842466.2.p1, XM_016828096.2.p1, XM_041115614.1.p1
OG0003558	NM_001202714.1.p1, NM_128614.4.p1, NM_100553.3.p1	XM_016818143.2.p1, XM_016850317.2.p1, XM_016844269.2.p1, XM_016854525.2.p1
OG0003559	NM_115598.4.p1, NM_001339856.1.p1, NM_001202799.2.p1, NM_129727.4.p1, NM_001336930.1.p1, NM_111867.4.p1	XM_016885522.2.p1, XM_016887327.2.p1, XM_016816071.2.p1, XM_016816070.2.p1
OG0003560	NM_001344843.1.p1	XM_041077735.1.p1
OG0003560	NM_001337262.1.p1, NM_001202841.1.p1, NM_001337261.1.p1, NM_001337260.1.p1	XM_041096650.1.p1, XM_041117871.1.p1
OG0003561	NM_001202865.2.p1	XM_016832693.2.p1, XM_016833415.2.p1, XM_041113383.1.p1
OG0003562	NM_114278.5.p1	XM_016889725.2.p1
OG0003562	NM_120731.3.p1, NM_001202933.1.p1, NM_112011.4.p1	XM_016825115.2.p1
OG0003563	NM_001338484.1.p1, NM_001338483.1.p1, NM_001203012.1.p1, NM_001338482.1.p1, NM_112940.3.p1	XM_016846001.2.p1, XM_041076154.1.p1, XR_001691257.2.p1, XM_016845999.2.p1, XM_016846000.2.p1, XM_016845998.2.p1, XM_041087011.1.p1
OG0003564	NM_001203015.2.p1, NM_113020.3.p1, NM_001338517.1.p1	XM_016845618.2.p1, XM_016822850.2.p1, XM_016879090.2.p1
OG0003565	NM_001203018.1.p1, NM_113117.4.p1	XM_041081319.1.p1, XM_041075777.1.p1, XM_016812331.2.p1
OG0003566	NM_001343701.1.p1, NM_001343700.1.p1	XM_016827166.2.p1, XM_016827163.2.p1, XM_041075370.1.p1
OG0003567	NM_001203816.1.p1, NM_202835.2.p1, NM_117806.4.p1	XM_016870717.2.p1
OG0003568	NM_001334627.1.p1, NM_001334629.1.p1, NM_001332350.1.p1, NM_101719.7.p1	XM_016886160.2.p1, XM_016880942.2.p1, XM_041083244.1.p1, XM_016880941.2.p1, XM_041083243.1.p1, XM_016811223.2.p1, XM_016811220.2.p1, XR_005911354.1.p1, XM_016811222.2.p1
OG0003569	NM_126253.2.p1, NM_148465.2.p1, NM_105481.2.p1, NM_001332670.1.p1	XM_016866974.2.p1, XM_016852293.2.p1, XM_016828558.2.p1, XM_041091469.1.p1, XM_041111268.1.p1, XM_016837672.2.p1, XM_016837671.2.p1
OG0003570	NM_001332728.1.p1	XM_016849573.2.p1, XM_016874095.2.p1, XM_016824238.2.p1, XM_041091134.1.p1
OG0003571	NM_120998.2.p1, NM_125411.2.p1, NM_102011.1.p1, NM_125318.2.p1, NM_001333170.1.p1, NM_103284.1.p1	XM_016891636.2.p1, XM_016892263.2.p1
OG0003572	NM_116740.2.p1, NM_118271.3.p1, NM_001341492.1.p1, NM_001333950.1.p1, NM_104815.3.p1	XM_016816707.2.p1, XM_016853415.2.p1, XM_016871305.2.p1, XM_041102698.1.p1
OG0003573	NM_001334512.1.p1, NM_105851.2.p1	XM_016820341.2.p1, XM_016820340.2.p1
OG0003574	NM_001334706.1.p1, NM_106250.4.p1, NM_001334705.1.p1, NM_148474.3.p1	XM_016871174.2.p1
OG0003575	NM_106316.5.p1, NM_001334738.1.p1	XM_016869840.2.p1
OG0003576	NM_001335295.1.p1, NM_001335299.1.p1, NM_001335294.1.p1, NM_147251.3.p1	XM_016885967.2.p1, XM_041109389.1.p1
OG0003577	NM_179753.1.p1, NM_001336079.1.p1	XM_016899079.2.p1, XM_041117267.1.p1
OG0003578	NM_118249.8.p1	XM_016874634.2.p1, XM_016874635.2.p1
OG0003578	NM_001336384.1.p1, NM_128787.4.p1	XM_041106867.1.p1, XM_016848530.2.p1, XM_016820101.2.p1
OG0003579	NM_117761.5.p1, NM_201878.3.p1, NM_001336571.1.p1, NM_129126.5.p1	XM_016809904.2.p1
OG0003580	NM_001342716.1.p1, NM_120438.4.p1, NM_001336700.1.p1, NM_001336699.1.p1	XM_016852439.2.p1, XM_041087466.1.p1
OG0003581	NM_180107.3.p1, NM_001337134.1.p1, NM_001337133.1.p1	XM_016838809.2.p1
OG0003582	NM_113713.4.p1, NM_001338926.1.p1	XM_016896006.2.p1, XM_016812863.2.p1
OG0003582	NM_102514.4.p1	XM_016841656.2.p1, XM_016841659.2.p1, XM_016865614.2.p1, XM_016865606.2.p1, XM_016811311.2.p1
OG0003583	NM_001340277.1.p1	XM_041096727.1.p1, XM_016888184.2.p1, XM_016879826.2.p1, XM_016839359.2.p1, XM_016885640.2.p1
OG0003584	NM_001340419.1.p1, NM_116543.6.p1, NM_001340420.1.p1	XM_016862939.2.p1, XM_016829402.2.p1
