Orthogroup	Arabidopsis_thaliana_rna_prot	Triticum_aestivum_x_rna_prot
OG0002990	NM_113359.4.p1	XM_044575741.1.p1, XM_044586810.1.p1, XM_044571533.1.p1, XR_006482522.1.p1, XM_044567462.1.p1, XM_044495481.1.p1, XM_044503123.1.p1, XM_044486719.1.p1, XM_044481096.1.p1, XM_044516684.1.p1, XM_044595013.1.p1, XM_044483614.1.p1
OG0002991	NM_113504.3.p1	XM_044602019.1.p1, XM_044468987.1.p1
OG0002992	NM_113705.4.p1	XM_044554656.1.p1, XM_044554659.1.p1, XM_044550008.1.p1, XM_044560096.1.p1, XM_044489739.1.p1, XM_044481984.1.p1, XM_044481988.1.p1, XM_044489742.1.p1, XM_044497048.1.p1, XM_044480800.1.p1, XM_044499655.1.p1, XM_044503685.1.p1, XM_044487259.1.p1, XM_044496118.1.p1
OG0002993	NM_114706.5.p1	XM_044480239.1.p1, XM_044480319.1.p1, XM_044512880.1.p1, XM_044508305.1.p1, XM_044518062.1.p1
OG0002994	NM_115033.4.p1	XM_044599582.1.p1, XM_044474723.1.p1, XM_044466467.1.p1, XM_044508068.1.p1, XM_044518449.1.p1, XM_044519557.1.p1, XM_044507277.1.p1
OG0002995	NM_129355.2.p1, NM_115270.5.p1	XM_044554644.1.p1, XM_044554651.1.p1, XM_044481163.1.p1, XM_044494973.1.p1, XM_044502571.1.p1
OG0002996	NM_128391.3.p1, NM_115337.3.p1	XM_044593313.1.p1
OG0002997	NM_115393.3.p1	XM_044518579.1.p1, XM_044502483.1.p1
OG0002998	NM_115402.4.p1	XM_044482712.1.p1, XM_044491226.1.p1, XM_044491225.1.p1
OG0002999	NM_116163.4.p1, NM_116555.4.p1	XM_044592582.1.p1
OG0003000	NM_117051.3.p1	XM_044501010.1.p1, XM_044532621.1.p1
OG0003001	NM_117539.2.p1	XM_044518120.1.p1, XM_044508332.1.p1
OG0003002	NM_127715.4.p1, NM_120069.5.p1, NM_117715.3.p1	XM_044526458.1.p1, XM_044601255.1.p1
OG0003004	NM_119254.3.p1	XM_044575357.1.p1, XM_044575358.1.p1, XR_006476851.1.p1, XM_044573186.1.p1, XR_006484908.1.p1, XM_044575355.1.p1, XM_044587521.1.p1
OG0003005	NM_119383.4.p1	XM_044482874.1.p1, XM_044581558.1.p1, XM_044570552.1.p1
OG0003006	NM_119527.4.p1	XM_044567919.1.p1, XR_006473929.1.p1, XM_044583340.1.p1, XM_044583339.1.p1, XM_044541527.1.p1, XM_044541523.1.p1, XM_044541522.1.p1, XM_044541526.1.p1, XM_044541525.1.p1, XM_044584937.1.p1, XR_006475751.1.p1, XM_044578654.1.p1, XM_044525410.1.p1, XM_044525412.1.p1, XM_044525406.1.p1, XM_044525407.1.p1, XM_044525408.1.p1
OG0003007	NM_120781.3.p1	XM_044541012.1.p1, XM_044489034.1.p1, XM_044481400.1.p1, XM_044497302.1.p1
OG0003007	NM_120121.3.p1, NM_127768.3.p1	XM_044464941.1.p1, XM_044598176.1.p1
OG0003008	NM_124038.4.p1	XM_044508486.1.p1, XM_044517934.1.p1
OG0003009	NM_124463.4.p1	XM_044582242.1.p1, XM_044574557.1.p1, XM_044526161.1.p1
OG0003010	NM_124539.4.p1	XM_044590282.1.p1, XM_044519769.1.p1, XM_044489855.1.p1, XM_044501608.1.p1, XM_044485130.1.p1
OG0003012	NM_126612.3.p1	XM_044524976.1.p1, XM_044532417.1.p1, XM_044575487.1.p1, XM_044567465.1.p1
OG0003014	NM_179868.3.p1, NM_128845.4.p1	XR_006449809.1.p1, XR_006449808.1.p1, XR_006449807.1.p1, XR_006449806.1.p1, XR_006449810.1.p1, XM_044540921.1.p1, XM_044540920.1.p1, XM_044540923.1.p1, XM_044532423.1.p1, XR_006454579.1.p1, XR_006454580.1.p1, XR_006454577.1.p1, XR_006454576.1.p1, XM_044547225.1.p1, XM_044563863.1.p1, XM_044556766.1.p1, XM_044556768.1.p1
OG0003015	NR_139744.1.p1	XM_044595249.1.p1, XM_044595112.1.p1, XM_044596039.1.p1, XM_044567856.1.p1, XM_044522144.1.p1, XM_044591356.1.p1, XM_044599060.1.p1, XM_044474116.1.p1, XM_044522107.1.p1, XM_044591314.1.p1, XM_044594994.1.p1
OG0003031	NM_126337.4.p1, NM_001035880.3.p1, NM_001335147.1.p1, NM_101302.3.p1, NM_001084065.3.p1	XM_044475017.1.p1, XM_044475015.1.p1
OG0003032	NM_001331902.1.p1, NM_001035942.5.p1	XM_044571317.1.p1, XM_044571316.1.p1, XM_044571320.1.p1, XM_044571318.1.p1, XM_044585389.1.p1, XM_044571319.1.p1
OG0003033	NM_001342009.1.p1, NM_001036659.2.p1, NM_001036658.3.p1	XM_044525501.1.p1, XM_044525502.1.p1, XM_044541611.1.p1, XM_044532977.1.p1, XM_044532978.1.p1, XM_044541612.1.p1, XM_044525504.1.p1, XM_044525503.1.p1
OG0003034	NM_001336834.1.p1, NM_001036760.1.p1, NM_120623.3.p1, NM_111939.3.p1	XM_044491512.1.p1
OG0003035	NM_001036893.2.p1, NM_122989.4.p1	XM_044564558.1.p1, XM_044469938.1.p1, XM_044469937.1.p1, XM_044478165.1.p1, XM_044602891.1.p1
OG0003036	NM_001331761.1.p1, NM_001331764.1.p1, NM_001331762.1.p1, NM_001331763.1.p1, NM_001084018.3.p1	XM_044495046.1.p1, XM_044486264.1.p1
OG0003038	NM_001084288.2.p1, NM_104908.4.p1	XM_044488617.1.p1
OG0003039	NM_001334588.1.p1, NM_001334587.1.p1, NM_001334589.1.p1, NM_001124121.2.p1, NM_001084349.2.p1	XM_044545199.1.p1, XM_044532013.1.p1, XM_044532012.1.p1, XM_044524561.1.p1, XM_044532014.1.p1, XM_044524562.1.p1, XM_044599939.1.p1, XM_044599941.1.p1
OG0003041	NM_001343797.1.p1, NM_001125792.1.p1, NM_203094.2.p1	XM_044553361.1.p1, XM_044550386.1.p1, XM_044560529.1.p1, XM_044560528.1.p1
OG0003042	NM_118104.5.p1, NM_001341376.1.p1, NM_001160782.3.p1, NM_001341375.1.p1	XM_044497136.1.p1, XM_044483340.1.p1, XM_044499958.1.p1
OG0003043	NM_119667.3.p1, NM_127225.3.p1, NM_001160820.1.p1	XM_044580616.1.p1, XM_044572049.1.p1, XM_044572051.1.p1, XM_044572050.1.p1, XM_044572052.1.p1, XM_044572053.1.p1, XM_044580617.1.p1, XM_044542588.1.p1
OG0003044	NM_001334736.1.p1, NM_106312.4.p1, NM_001198122.2.p1, NM_101959.2.p1	XM_044542074.1.p1, XM_044533444.1.p1, XM_044533446.1.p1, XM_044525975.1.p1, XM_044571075.1.p1, XM_044575971.1.p1, XM_044582595.1.p1
OG0003045	NM_001198249.1.p1, NM_103808.2.p1	XM_044462757.1.p1, XM_044465243.1.p1, XM_044603924.1.p1, XM_044479317.1.p1
OG0003046	NM_001344473.1.p1, NM_001203529.1.p1, NM_123679.4.p1	XM_044507825.1.p1, XM_044519083.1.p1
OG0003047	NM_001203838.1.p1, NM_118014.4.p1, NM_123934.4.p1, NM_102706.3.p1, NM_102707.5.p1, NM_001332867.1.p1	XM_044595300.1.p1, XM_044501688.1.p1
OG0003049	NM_001203869.2.p1, NM_124903.3.p1	XM_044525025.1.p1, XM_044579449.1.p1
OG0003050	NM_001341679.1.p1, NM_001203893.1.p1, NM_118583.4.p1	XM_044595045.1.p1, XM_044483863.1.p1, XM_044558001.1.p1, XM_044483871.1.p1
OG0003052	NM_001342452.1.p1, NM_001342453.1.p1, NM_001204017.1.p1, NM_119931.3.p1, NM_119994.2.p1, NM_001342454.1.p1	XM_044514751.1.p1
OG0003053	NM_105470.3.p1, NM_120018.4.p1, NM_001342506.1.p1, NM_001342505.1.p1, NM_001204026.2.p1	XM_044478455.1.p1
OG0003054	NM_001331627.1.p1, NM_001331626.1.p1	XR_006459317.1.p1, XM_044531716.1.p1, XM_044487027.1.p1, XM_044501857.1.p1
OG0003055	NM_121441.3.p1, NM_100579.3.p1, NM_001331677.1.p1, NM_106047.5.p1	XM_044566777.1.p1, XM_044585118.1.p1
OG0003056	NM_116885.4.p1	XM_044509296.1.p1, XM_044517202.1.p1
OG0003056	NM_001331878.1.p1	XR_006494046.1.p1, XM_044466410.1.p1, XM_044474641.1.p1
OG0003057	NM_105933.3.p1, NM_001332308.1.p1, NM_001332310.1.p1	XM_044493602.1.p1, XM_044493598.1.p1, XM_044485009.1.p1
OG0003058	NM_001332340.1.p1, NM_001332341.1.p1, NM_148472.3.p1	XM_044565108.1.p1, XM_044558357.1.p1, XM_044558358.1.p1, XR_006469079.1.p1, XM_044558360.1.p1
OG0003059	NM_001332502.1.p1, NM_001332503.1.p1, NM_001332499.1.p1, NM_001332501.1.p1, NM_001332500.1.p1, NM_203027.2.p1, NM_120966.4.p1	XM_044531763.1.p1, XM_044540059.1.p1
OG0003060	NM_103323.3.p1, NM_102052.3.p1, NM_001332533.1.p1	XM_044495177.1.p1, XM_044502774.1.p1
OG0003061	NM_103898.5.p1, NM_001333420.1.p1	XM_044574645.1.p1, XM_044567886.1.p1, XM_044567887.1.p1, XM_044582143.1.p1, XM_044582144.1.p1
OG0003063	NM_001334849.1.p1	XM_044538697.1.p1, XM_044538696.1.p1, XM_044523185.1.p1, XM_044536564.1.p1, XM_044528479.1.p1, XM_044504909.1.p1, XM_044546588.1.p1, XM_044603863.1.p1, XM_044603862.1.p1, XM_044479252.1.p1, XM_044471017.1.p1, XM_044479254.1.p1, XM_044603868.1.p1, XM_044471016.1.p1, XM_044598354.1.p1, XM_044465179.1.p1, XM_044511979.1.p1, XM_044511978.1.p1, XM_044586287.1.p1, XM_044586291.1.p1, XM_044586289.1.p1, XM_044573997.1.p1, XM_044587472.1.p1, XM_044580400.1.p1, XM_044567236.1.p1, XM_044581058.1.p1, XM_044585279.1.p1, XM_044567235.1.p1
OG0003064	NM_001334959.1.p1, NM_101407.4.p1	XM_044528656.1.p1, XR_006456552.1.p1, XM_044463132.1.p1, XM_044491858.1.p1, XM_044483300.1.p1, XM_044499918.1.p1
OG0003065	NM_112250.3.p1, NM_001335302.1.p1, NM_001335301.1.p1	XM_044558455.1.p1
OG0003066	NM_001335941.1.p1, NM_119308.3.p1	XM_044589296.1.p1, XM_044498823.1.p1, XM_044490621.1.p1
OG0003067	NM_001337473.1.p1, NM_111221.2.p1, NM_001337472.1.p1	XM_044477804.1.p1, XR_006426051.1.p1
OG0003068	NM_111252.5.p1, NM_001337489.1.p1	XM_044531053.1.p1
OG0003069	NM_001337513.1.p1, NM_111306.4.p1, NM_121854.3.p1, NM_100290.3.p1, NM_123762.4.p1	XM_044515792.1.p1
OG0003070	NM_001338002.1.p1, NM_112094.7.p1	XM_044503987.1.p1
OG0003071	NM_001338042.1.p1, NM_112175.3.p1, NM_112174.4.p1	XM_044579077.1.p1, XM_044584561.1.p1, XM_044584560.1.p1, XM_044564733.1.p1
OG0003073	NM_114379.3.p1, NM_001339193.1.p1, NM_180327.2.p1	XM_044494652.1.p1, XM_044531798.1.p1, XM_044540121.1.p1, XM_044540120.1.p1, XM_044531800.1.p1, XM_044494653.1.p1
OG0003074	NM_001339574.1.p1, NM_101986.2.p1	XM_044515214.1.p1, XM_044570167.1.p1, XM_044489169.1.p1
OG0003075	NM_001339597.1.p1, NM_001339596.1.p1	XM_044521205.1.p1, XM_044528223.1.p1, XM_044515906.1.p1
OG0003076	NM_001340222.1.p1, NM_111543.4.p1, NM_001340221.1.p1, NM_202512.2.p1	XM_044467669.1.p1, XM_044475975.1.p1
OG0003077	NM_120275.6.p1, NM_001342636.1.p1, NM_102744.3.p1, NM_128605.3.p1	XM_044464620.1.p1
OG0003078	NM_001342729.1.p1, NM_120458.3.p1, NM_001342730.1.p1	XR_006438114.1.p1, XR_006429822.1.p1, XM_044495044.1.p1, XM_044495045.1.p1
OG0003079	NM_001343210.1.p1, NM_121208.6.p1, NM_119446.3.p1	XM_044536462.1.p1, XM_044592845.1.p1, XM_044499730.1.p1
OG0003080	NM_001343909.1.p1, NM_122414.3.p1, NM_106620.4.p1	XM_044469168.1.p1, XM_044477337.1.p1, XM_044598025.1.p1, XM_044464763.1.p1, XM_044570287.1.p1, XM_044583580.1.p1, XM_044576243.1.p1
OG0003081	NM_001343915.1.p1	XM_044491297.1.p1, XM_044499411.1.p1, XM_044482764.1.p1, XM_044491295.1.p1, XM_044482763.1.p1, XM_044482761.1.p1
OG0003082	NM_001344474.1.p1, NM_123680.4.p1, NM_119549.3.p1, NM_127050.3.p1	XM_044531518.1.p1, XM_044539865.1.p1
OG0003083	NM_179633.4.p1, NM_001345730.1.p1, NM_125995.2.p1	XM_044559874.1.p1, XM_044566024.1.p1, XM_044545904.1.p1, XM_044545905.1.p1, XM_044534140.1.p1, XM_044534141.1.p1, XM_044542751.1.p1, XM_044542753.1.p1, XM_044529623.1.p1
OG0003084	NM_104346.3.p1, NM_100220.8.p1	XM_044552148.1.p1, XM_044479246.1.p1
OG0003085	NM_100282.4.p1	XM_044558107.1.p1, XM_044558108.1.p1, XM_044564857.1.p1, XM_044564855.1.p1, XM_044548306.1.p1, XM_044548305.1.p1
OG0003086	NM_123708.3.p1, NM_100316.3.p1	XM_044576273.1.p1, XM_044569771.1.p1, XM_044549179.1.p1
OG0003087	NM_100372.5.p1	XM_044475507.1.p1, XM_044475506.1.p1, XM_044475505.1.p1, XM_044547613.1.p1
OG0003088	NM_100763.5.p1, NM_123522.4.p1	XM_044580902.1.p1, XM_044566796.1.p1, XM_044566797.1.p1
OG0003089	NM_100903.4.p1, NM_104654.5.p1	XM_044581308.1.p1, XM_044564976.1.p1
OG0003090	NM_105685.4.p1, NM_102260.4.p1, NM_104689.4.p1	XM_044575776.1.p1, XM_044582657.1.p1, XM_044568728.1.p1, XM_044558217.1.p1, XM_044560891.1.p1, XM_044550767.1.p1
OG0003091	NM_102348.4.p1	XM_044482470.1.p1, XM_044482473.1.p1, XM_044482471.1.p1, XM_044490960.1.p1, XM_044490959.1.p1, XM_044490956.1.p1, XM_044499085.1.p1, XM_044499084.1.p1, XM_044499082.1.p1
OG0003092	NM_104468.3.p1	XM_044551859.1.p1, XM_044562579.1.p1, XM_044555422.1.p1
OG0003092	NM_125344.3.p1	XM_044496491.1.p1, XM_044487565.1.p1, XM_044503949.1.p1
OG0003093	NM_105510.4.p1, NM_106041.4.p1	XM_044520377.1.p1, XM_044595733.1.p1, XM_044593315.1.p1
OG0003094	NM_105609.4.p1, NM_202385.2.p1	XM_044467070.1.p1, XM_044467069.1.p1, XM_044600105.1.p1, XM_044475324.1.p1, XM_044520268.1.p1
OG0003095	NM_105812.2.p1	XR_006433474.1.p2, XM_044493164.1.p2
OG0003096	NM_105843.3.p1, NM_118565.2.p1	XM_044534366.1.p1
OG0003097	NM_106473.6.p1	XM_044543990.1.p1, XM_044535315.1.p1, XM_044535314.1.p1, XM_044535317.1.p1, XM_044535318.1.p1, XM_044535320.1.p1, XM_044584063.1.p1, XM_044515424.1.p1, XM_044510259.1.p1
OG0003098	NM_124379.2.p1, NM_111015.3.p1	XM_044493281.1.p1, XM_044501226.1.p1, XM_044596001.1.p1, XM_044492272.1.p1, XM_044567118.1.p1
OG0003099	NM_111487.3.p1	XM_044463499.1.p1, XM_044471819.1.p1, XM_044596858.1.p1
OG0003100	NM_128725.3.p1, NM_129875.4.p1, NM_111620.3.p1	XM_044584011.1.p1, XM_044571297.1.p1, XM_044576760.1.p1
OG0003101	NM_111678.3.p1, NM_129136.5.p1	XM_044502442.1.p1, XM_044486036.1.p1, XM_044494833.1.p1
OG0003101	NM_129135.3.p1	XM_044483339.1.p1, XM_044583361.1.p1, XM_044592441.1.p1
OG0003102	NM_112208.5.p1	XM_044545754.1.p1, XM_044490086.1.p1, XM_044479962.1.p1, XM_044589389.1.p1, XM_044515843.1.p1, XM_044521136.1.p1, XM_044546544.1.p1, XM_044538415.1.p1, XM_044538416.1.p1, XM_044587010.1.p1, XM_044578843.1.p1, XM_044568633.1.p1
OG0003103	NM_112366.4.p1	XM_044502668.1.p2, XM_044481493.1.p1, XM_044540167.1.p2, XM_044531827.1.p2, XM_044476698.1.p1
OG0003104	NM_112713.4.p1	XM_044595633.1.p1, XR_006433801.1.p1, XM_044501595.1.p1
OG0003105	NM_113351.3.p1	XM_044532412.1.p1, XM_044592480.1.p1, XM_044462613.1.p1, XM_044524069.1.p1
OG0003106	NM_114378.3.p1, NM_125469.3.p1	XM_044551348.1.p1, XM_044561851.1.p1, XM_044554582.1.p1, XM_044502480.1.p1, XM_044486073.1.p1, XM_044494886.1.p1, XM_044559586.1.p1, XM_044549150.1.p1
OG0003107	NM_114740.3.p1	XM_044592332.1.p1, XM_044530744.1.p1, XM_044530752.1.p1, XM_044530756.1.p1
OG0003108	NM_180232.2.p1, NM_180231.3.p1, NM_115707.3.p1, NM_180386.3.p1	XR_006461170.1.p1, XM_044545203.1.p1, XM_044537013.1.p1, XM_044528912.1.p1, XM_044543208.1.p1, XM_044537843.1.p1, XM_044529744.1.p1, XM_044529743.1.p1, XM_044543204.1.p1, XM_044543206.1.p1, XM_044529742.1.p1, XM_044534543.1.p1, XM_044527007.1.p2
OG0003109	NM_115883.4.p1, NM_130024.4.p1	XM_044472839.1.p1, XM_044597844.1.p1, XM_044464559.1.p1, XM_044564455.1.p1, XM_044557665.1.p1, XM_044547940.1.p1
OG0003110	NM_117970.3.p1	XM_044501262.1.p1, XM_044484792.1.p1, XM_044566831.1.p1, XM_044491937.1.p1, XM_044595977.1.p1
OG0003111	NM_118231.4.p1	XM_044536756.1.p1, XM_044543059.1.p1, XM_044526855.1.p1
OG0003112	NM_118287.5.p1	XM_044477551.1.p1, XM_044477554.1.p1, XM_044602318.1.p1, XM_044564200.1.p1, XM_044547686.1.p1, XM_044557415.1.p1
OG0003113	NM_118860.5.p1, NM_124831.3.p1	XM_044484573.1.p1, XM_044502172.1.p1
OG0003114	NM_119132.3.p1	XM_044510386.1.p1, XM_044570537.1.p1, XM_044485966.1.p1, XM_044502377.1.p1, XM_044494744.1.p1, XM_044570536.1.p1, XM_044587771.1.p1, XM_044510385.1.p1
OG0003115	NM_119730.3.p1, NM_119692.3.p1, NM_127267.3.p1	XM_044557043.1.p1, XM_044601972.1.p1
OG0003116	NM_119839.6.p1	XM_044471842.1.p1, XM_044466416.1.p1, XM_044463928.1.p1, XM_044504354.1.p1, XM_044516808.1.p2, XM_044593042.1.p1, XM_044593041.1.p1, XM_044538645.1.p1
OG0003117	NM_126094.4.p1, NM_127916.3.p1, NM_119873.2.p1	XM_044527142.1.p1, XM_044531104.1.p1, XM_044539412.1.p1, XM_044523705.1.p1
OG0003118	NM_119905.2.p1	XM_044517742.1.p1, XM_044517741.1.p1, XM_044508599.1.p1, XM_044508598.1.p1, XM_044508596.1.p1, XM_044508600.1.p1, XM_044508597.1.p1, XM_044517822.1.p1, XM_044517819.1.p1, XM_044517818.1.p1, XM_044517823.1.p1, XM_044517817.1.p1, XM_044508591.1.p1, XM_044563306.1.p1, XM_044549673.1.p2, XM_044563437.1.p1, XM_044548521.1.p1, XM_044558342.1.p1, XM_044565090.1.p1, XM_044569517.1.p1, XM_044586563.1.p1, XM_044576855.1.p1
OG0003120	NM_120077.4.p1, NM_127724.7.p1	XM_044555398.1.p1, XM_044555395.1.p1, XM_044562549.1.p1, XM_044551839.1.p1
OG0003121	NM_129309.4.p1, NM_120332.4.p1	XM_044529301.1.p1, XM_044536262.1.p1, XM_044491270.1.p1, XM_044499396.1.p1, XM_044499392.1.p1, XM_044499394.1.p1, XM_044482746.1.p1
OG0003122	NM_120921.5.p1	XM_044524990.1.p1, XM_044524988.1.p1, XM_044524989.1.p1, XM_044524991.1.p1
OG0003123	NM_125851.3.p1, NM_121004.2.p1	XM_044468788.1.p1, XM_044556749.1.p1, XM_044563807.1.p1, XM_044547243.1.p1
OG0003124	NM_121281.3.p1, NM_201930.1.p1, NM_180020.4.p1	XM_044500570.1.p1, XM_044500571.1.p1, XM_044484017.1.p1, XM_044484018.1.p1
OG0003125	NM_121373.4.p1	XM_044567590.1.p1, XM_044576235.1.p1, XM_044585905.1.p1, XM_044516950.1.p1, XM_044522177.1.p1, XM_044530319.1.p1, XM_044569406.1.p1, XM_044588098.1.p1, XM_044576898.1.p1
OG0003126	NM_121955.3.p1	XM_044474651.1.p1, XM_044599517.1.p1, XM_044466415.1.p1
OG0003127	NM_123234.2.p1	XM_044548959.1.p1, XM_044559137.1.p1, XM_044565557.1.p1
OG0003129	NM_127470.4.p1	XR_006454870.1.p1, XM_044475617.1.p1
OG0003130	NM_128319.4.p1	XM_044491070.1.p1, XM_044499161.1.p1, XM_044555772.1.p1, XM_044560445.1.p1
OG0003131	NM_129194.4.p1	XR_006430429.1.p1, XM_044590379.1.p1, XM_044487502.1.p1, XM_044487505.1.p1, XM_044487503.1.p1, XM_044487506.1.p1, XM_044487504.1.p1, XM_044496402.1.p1, XM_044496403.1.p1
OG0003132	NM_129837.4.p1	XM_044575994.1.p1, XM_044583400.1.p1
OG0003133	NM_130339.3.p1	XM_044539719.1.p1, XM_044524010.1.p1, XM_044531392.1.p1, XM_044531393.1.p1, XM_044524011.1.p1
OG0003134	NM_179741.2.p1	XM_044501748.1.p1, XM_044470425.1.p1, XM_044478643.1.p1, XM_044478642.1.p1, XM_044603310.1.p1
OG0003135	NR_138784.1.p1	XM_044486641.1.p1, XM_044495390.1.p1, XM_044553290.1.p1, XM_044594540.1.p1
OG0003143	NM_123472.3.p1, NM_001035702.3.p1, NM_001338846.1.p1, NM_113606.5.p1	XM_044533629.1.p1, XM_044542228.1.p1, XM_044526148.1.p1
OG0003144	NM_128281.2.p1, NM_001036353.1.p1	XM_044518179.1.p1, XM_044508287.1.p1, XM_044524451.1.p1
OG0003145	NM_001161066.1.p1, NM_001036361.2.p1, NM_001336173.1.p1, NM_001336172.1.p1	XM_044529421.1.p1, XM_044600883.1.p1
OG0003146	NM_001084039.1.p1, NM_001331923.1.p1	XM_044572033.1.p1, XM_044572036.1.p1, XM_044572035.1.p1, XM_044572031.1.p1, XM_044579833.1.p1, XM_044587787.1.p1, XM_044587785.1.p1, XM_044572071.1.p1, XM_044583920.1.p1, XM_044572070.1.p1, XM_044572072.1.p1, XM_044574131.1.p1
OG0003147	NM_129511.3.p1, NM_001084554.2.p1	XM_044499312.1.p1, XM_044481882.1.p1
OG0003149	NM_001337027.1.p1, NM_001084579.2.p1, NM_129902.3.p1	XM_044526231.1.p1, XM_044533786.1.p1, XM_044526230.1.p1
OG0003150	NM_001336006.1.p1, NM_128123.3.p1, NM_001084754.2.p1, NM_001343188.1.p1, NM_001343190.1.p1, NM_001343189.1.p1, NM_001343187.1.p1, NM_121181.4.p1, NM_001343931.1.p1, NM_001343933.1.p1, NM_001343932.1.p1, NM_122463.3.p1, NM_001343934.1.p1, NM_203104.2.p1	XM_044567492.1.p1, XM_044577349.1.p1, XM_044551495.1.p1, XM_044554900.1.p1
OG0003151	NM_101130.3.p1, NM_001084964.1.p1, NM_118430.5.p1, NM_001203877.1.p1	XM_044528175.1.p1, XM_044515871.1.p1, XM_044521158.1.p1
OG0003152	NM_122478.4.p1, NM_001085153.2.p1	XM_044571857.1.p1, XM_044577801.1.p1, XM_044582567.1.p1, XM_044570221.1.p1
OG0003154	NM_122470.3.p1, NM_001333536.1.p1, NM_001123997.1.p1	XM_044492880.1.p1, XM_044492881.1.p1, XM_044492879.1.p1, XM_044500784.1.p1, XM_044551309.1.p1, XM_044478527.1.p1
OG0003155	NM_111689.5.p1, NM_001339844.1.p1, NM_115580.5.p1, NM_001125027.2.p1	XM_044492223.1.p1, XM_044596302.1.p1, XM_044505239.1.p1
OG0003156	NM_001160999.1.p1, NM_105429.2.p1	XM_044562531.1.p1
OG0003157	NM_001197985.2.p1	XM_044503148.1.p1, XM_044486748.1.p1
OG0003158	NM_001198337.1.p1	XM_044476853.1.p1, XM_044476854.1.p1, XM_044601681.1.p1
OG0003159	NM_001198464.1.p1, NM_106027.3.p1, NM_111008.3.p1	XM_044496105.1.p1, XM_044496107.1.p1, XM_044496106.1.p1, XM_044541087.1.p1
OG0003160	NM_179557.4.p1, NM_001198471.1.p1	XM_044599951.1.p1, XM_044466885.1.p1, XM_044507877.1.p1, XM_044507876.1.p1
OG0003161	NM_001202636.1.p1, NM_001202637.1.p1, NM_127668.4.p1, NM_001332437.1.p1, NM_101862.5.p1	XM_044542581.1.p1
OG0003162	NM_123689.3.p1, NM_001202861.1.p1, NM_001337360.1.p1, NM_111047.4.p1	XM_044531554.1.p1, XM_044540028.1.p1
OG0003163	NM_001202937.1.p1, NM_112036.4.p1, NM_001342895.1.p1, NM_001342894.1.p1, NM_001342892.1.p1, NM_001342891.1.p1	XM_044570711.1.p1, XM_044583015.1.p1, XM_044558445.1.p1
OG0003164	NM_001203285.1.p1	XM_044520424.1.p1, XM_044520425.1.p1, XM_044506440.1.p1, XM_044593117.1.p1
OG0003165	NM_001203492.2.p1, NM_001344102.1.p1	XM_044542086.1.p1, XM_044542087.1.p1
OG0003166	NM_117998.4.p1, NM_123939.3.p1, NM_001203547.1.p1	XM_044501778.1.p1, XM_044487709.1.p1, XM_044595384.1.p1, XM_044560611.1.p1
OG0003167	NM_001203557.1.p1	XM_044570082.1.p1
OG0003168	NM_116340.4.p1, NM_001203721.1.p1, NM_001340300.1.p1	XM_044568281.1.p1
OG0003169	NM_001340582.1.p1, NM_001203761.1.p1	XM_044550512.1.p1, XM_044531741.1.p1, XM_044524270.1.p1
OG0003169	NM_001334784.1.p1, NM_106398.3.p1	XM_044549372.1.p1, XM_044559794.1.p1, XM_044565974.1.p1
OG0003170	NM_100459.2.p1, NM_001331582.1.p1, NM_001331583.1.p1	XM_044502890.1.p1, XM_044495272.1.p1, XR_006429900.1.p1, XM_044486514.1.p1, XM_044477258.1.p1, XM_044477260.1.p1, XM_044469074.1.p1, XM_044469072.1.p1
OG0003171	NM_179343.2.p1, NM_001332198.1.p1, NM_101470.3.p1, NM_106739.4.p1	XM_044539152.1.p1, XM_044539151.1.p1, XM_044539150.1.p1, XM_044523481.1.p1, XR_006448803.1.p1, XM_044530827.1.p1
OG0003172	NM_122077.4.p1, NM_001332387.1.p1, NM_106152.4.p1	XM_044552371.1.p1, XM_044563160.1.p1, XM_044556042.1.p1
OG0003173	NM_117232.5.p1, NM_001332643.1.p1, NM_102270.5.p1, NM_121213.3.p1, NM_001343213.1.p1	XM_044586272.1.p1, XM_044586271.1.p1, XM_044578877.1.p1, XM_044567476.1.p1, XM_044508425.1.p1, XM_044516550.1.p1, XM_044516551.1.p1, XM_044508424.1.p1, XM_044516554.1.p1, XM_044517996.1.p1
OG0003174	NM_001332667.1.p1, NM_102312.3.p1	XM_044514778.1.p1, XM_044506724.1.p1
OG0003175	NM_103160.5.p1, NM_001333101.1.p1	XM_044502738.1.p1
OG0003176	NM_001333781.1.p1, NM_104522.4.p1	XM_044602319.1.p1, XM_044602327.1.p1, XM_044592319.1.p1, XM_044592320.1.p1
OG0003177	NM_104532.4.p1, NM_001333789.1.p1, NM_116405.6.p1, NM_001340334.1.p1, NM_116407.4.p1, NM_178948.3.p1, NM_116352.3.p1	XM_044550704.1.p1, XR_006426069.1.p1
OG0003178	NM_001333804.1.p1, NM_104565.5.p1	XM_044495377.1.p1, XM_044468650.1.p1, XM_044476868.1.p1
OG0003179	NM_001333854.1.p1, NM_179496.2.p1, NM_001333852.1.p1, NM_104645.4.p1, NM_001333853.1.p1	XM_044465885.1.p1, XM_044474146.1.p1, XM_044599063.1.p1
OG0003180	NM_179507.2.p1, NM_001334052.1.p1, NM_121960.5.p1, NM_121190.3.p1	XM_044485466.1.p1
OG0003181	NM_001334184.1.p1, NM_105172.4.p1, NM_001334183.1.p1	XM_044573618.1.p1, XM_044588054.1.p1
