Orthogroup	Arabidopsis_thaliana_rna_prot	Citrus_sinensis_rna_prot
OG0005413	NM_001334543.1.p1, NM_001334544.1.p1, NM_001036192.3.p1	XM_006465869.4.p1, XM_052443938.1.p1
OG0005414	NM_001202762.2.p1, NM_001202760.1.p1, NM_179932.3.p1, NM_001036416.1.p1	XM_006492129.4.p1
OG0005415	NM_001036934.3.p1, NM_123817.4.p1, NM_179083.3.p1, NM_118163.4.p1, NM_001036605.1.p1, NM_001341439.1.p1	XM_015527123.3.p1, XR_001507150.3.p1
OG0005416	NM_113554.3.p1	XM_006473324.3.p1
OG0005417	NM_122908.4.p1, NM_001036889.2.p1	XM_006473887.4.p1
OG0005418	NM_124755.3.p1, NM_001036993.2.p1, NM_001332726.1.p1	XM_006464667.4.p1, XM_025101257.2.p1
OG0005419	NM_001084291.2.p1, NM_001084292.1.p1	XM_006477215.3.p1
OG0005420	NM_106379.9.p1, NM_001084367.2.p1	XM_025096372.2.p1, XM_052441935.1.p1
OG0005421	NM_001084564.1.p1, NM_001336861.1.p1, NM_129636.3.p1	XM_006486088.4.p1
OG0005422	NM_100463.3.p1, NM_001331585.1.p1, NM_001123763.1.p1, NM_180052.4.p1, NM_001337011.1.p1	XM_006478822.4.p1, XM_025098413.2.p1
OG0005423	NM_001160891.1.p1, NM_001123873.1.p1, NM_114496.4.p1, NM_001339244.1.p1, NM_114494.1.p1, NM_114493.2.p1	XM_052436581.1.p1, XM_052435843.1.p1
OG0005424	NM_001123906.2.p1, NM_102661.3.p1, NM_001332841.1.p1, NM_001123905.1.p1	XM_006467568.4.p1
OG0005425	NM_001125006.1.p1, NM_129536.5.p1	XM_052435349.1.p1, XM_052435348.1.p1
OG0005426	NM_115071.4.p1, NM_001339554.1.p1, NM_001125350.1.p1	XM_006482845.4.p1
OG0005427	NM_129982.3.p1, NM_115863.4.p1, NM_001125388.1.p1	XM_006467192.3.p1
OG0005428	NM_001342654.1.p1, NM_001125683.2.p1	XM_006480753.4.p1
OG0005429	NM_113630.3.p1, NM_001338860.1.p1	XM_006469983.4.p1
OG0005429	NM_001126011.2.p1, NM_125725.4.p1	XM_052436888.1.p1
OG0005431	NM_001161071.1.p1, NM_179854.3.p1	XM_006481276.4.p1
OG0005432	NM_122371.5.p1, NM_001343888.1.p1, NM_001161267.1.p1, NM_001343885.1.p1, NM_001161263.1.p1, NM_001343889.1.p1, NM_001343886.1.p1	XM_006489279.3.p1
OG0005433	NM_001331757.1.p1, NM_001198005.1.p1, NM_001198004.1.p1, NM_202062.3.p1	XM_052433035.1.p1, XM_006487960.4.p1
OG0005434	NM_001332280.1.p1, NM_001198090.2.p1	XM_006477867.4.p1
OG0005435	NM_102331.3.p1, NM_001198163.1.p1, NM_125174.2.p1	XM_006469235.4.p1
OG0005436	NM_001198305.2.p1, NM_001333696.1.p1, NM_001198304.1.p1	XM_006492640.4.p1
OG0005437	NM_147325.3.p1, NM_116088.3.p1, NM_113911.1.p1, NM_001198320.2.p1, NM_104518.1.p1, NM_124863.1.p1	XM_025093751.2.p1
OG0005438	NM_001198372.1.p1, NM_105022.3.p1, NM_123483.3.p1	XM_006476525.4.p1
OG0005439	NM_179542.2.p1, NM_001334469.1.p1, NM_105730.3.p1, NM_001198434.1.p1, NM_001334467.1.p1, NM_001334466.1.p1, NM_001334468.1.p1, NM_001334464.1.p1, NM_001334465.1.p1	XM_025101181.2.p1
OG0005440	NM_001334789.1.p1, NM_001198492.1.p1	XM_025096759.2.p1, XM_015528717.3.p1
OG0005441	NM_001202627.2.p1	XM_025097609.2.p1
OG0005442	NM_119316.5.p1, NM_001202664.1.p1, NM_128025.4.p1	XM_006483429.4.p1
OG0005443	NM_115073.5.p1, NM_001203138.1.p1, NM_001203139.1.p1	XM_052439437.1.p1, XM_052439436.1.p1
OG0005444	NM_001203316.1.p1, NM_120780.4.p1, NM_001342915.1.p1, NM_112067.4.p1, NM_001337986.1.p1	XM_006465716.4.p1
OG0005445	NM_001203337.1.p1, NM_120951.3.p1	XM_052445011.1.p1, XM_006485409.4.p1
OG0005446	NM_110965.4.p1, NM_001343403.1.p1, NM_001343404.1.p1, NM_001203387.1.p1	XR_008055794.1.p1
OG0005447	NM_119733.3.p1, NM_001203723.2.p1, NM_116390.3.p1	XM_006465644.4.p1, XM_006485671.4.p1
OG0005448	NM_117247.2.p1, NM_001203878.1.p1, NM_118431.5.p1	XM_015529746.3.p1
OG0005448	NM_116303.2.p1	XM_006490934.4.p1
OG0005449	NM_001203950.1.p1, NM_119279.5.p1	XM_006483571.4.p1
OG0005450	NM_202956.3.p1, NM_001203990.1.p1, NM_119674.5.p1, NM_127232.4.p1	XM_006486665.4.p1
OG0005451	NM_001331292.1.p1	XM_052436441.1.p1, XR_003062109.2.p1
OG0005452	NM_001331520.1.p1	XM_052434595.1.p1, XM_052434596.1.p1, XM_006469605.4.p1
OG0005453	NM_100487.5.p1, NM_001331611.1.p1	XM_006473514.4.p1, XM_052442360.1.p1
OG0005454	NM_202071.3.p1, NM_100838.6.p1, NM_001331845.1.p1	XM_052441862.1.p1, XM_006492490.4.p1
OG0005455	NM_001332172.1.p1, NM_001332170.1.p1, NM_001332171.1.p1, NM_106677.3.p1	XM_052431600.1.p1, XM_052431599.1.p1
OG0005456	NM_101900.5.p1, NM_001344229.1.p1, NM_001344228.1.p1	XM_006473692.3.p1
OG0005457	NM_001333040.1.p1	XM_006480249.4.p1
OG0005459	NM_112895.3.p1, NM_001333439.1.p1, NM_103929.4.p1	XM_006470637.3.p1
OG0005460	NM_001333586.1.p1, NM_104212.2.p1	XM_006477821.4.p1, XM_052438525.1.p1, XM_052438522.1.p1
OG0005461	NM_001334226.1.p1	XM_025099546.2.p1, XM_025099545.2.p1
OG0005462	NM_105267.2.p1, NM_001334227.1.p1	XM_015530560.3.p1
OG0005463	NM_105388.3.p1, NM_001334282.1.p1, NM_001334280.1.p1, NM_001334279.1.p1, NM_001334278.1.p1, NM_001334281.1.p1, NM_001334277.1.p1	XM_025099588.2.p1, XM_052443057.1.p1, XM_025099589.2.p1, XM_006482339.4.p1
OG0005464	NM_001334341.1.p1, NM_105473.3.p1, NM_202100.2.p1, NM_101346.3.p1	XM_006493843.4.p1
OG0005465	NM_105960.5.p1, NM_001334561.1.p1	XM_052444312.1.p1, XM_025099424.2.p1, XM_025099426.2.p1, XM_052444309.1.p1, XR_008056492.1.p1
OG0005467	NM_101313.3.p1, NM_001335120.1.p1	XM_006470744.4.p1
OG0005468	NM_001336048.1.p1	XM_006474458.4.p1, XM_006474461.4.p1
OG0005469	NM_001336147.1.p1, NM_179783.2.p1	XM_015533350.3.p1, XM_006487940.4.p1, XM_052431686.1.p1, XM_052431685.1.p1, XM_006488569.3.p1
OG0005470	NM_125789.3.p1	XM_006478921.3.p1
OG0005470	NM_128876.4.p1, NM_001336424.1.p1	XM_006492072.4.p1
OG0005471	NM_115664.4.p1, NM_129771.4.p1	XM_006492792.4.p1, XM_006492791.4.p1
OG0005472	NM_001337156.1.p1, NM_001337157.1.p1, NM_130150.3.p1, NM_001340083.1.p1, NM_001340084.1.p1	XM_006491020.4.p1
OG0005473	NM_001337222.1.p1, NM_180131.2.p1	XM_006491363.4.p1, XR_003062116.2.p1
OG0005474	NM_001337594.1.p1, NM_148689.3.p1	XM_025096282.2.p1, XM_006472080.4.p1
OG0005475	NM_001337805.1.p1, NM_111753.4.p1	XM_006481531.4.p1
OG0005476	NM_001338019.1.p1, NM_202568.3.p1, NM_112137.4.p1	XM_006488557.4.p1, XM_006488555.4.p1, XM_052432886.1.p1
OG0005477	NM_001338068.1.p1, NM_112223.3.p1	XM_052444399.1.p1, XM_006465981.4.p1
OG0005478	NM_113513.2.p1, NM_001338779.1.p1	XM_015531921.3.p1, XM_006483947.4.p1
OG0005479	NM_001339189.1.p1, NM_114373.4.p1, NM_001339190.1.p1	XM_006487972.4.p1, XM_006487971.4.p1
OG0005480	NM_001339378.1.p1	XM_025100348.2.p1, XM_006485066.4.p1, XM_006485067.4.p1
OG0005481	NM_001339482.1.p1, NM_114941.5.p1, NM_202971.2.p1	XM_006466628.4.p1
OG0005481	NM_148573.2.p1	XM_006479293.4.p1
OG0005482	NM_001339798.1.p1, NM_115509.3.p1	XM_006470141.4.p1
OG0005483	NM_115577.4.p1, NM_001339843.1.p1	XM_006482828.4.p1, XM_025101088.2.p1, XM_052444385.1.p1
OG0005484	NM_001340052.1.p1, NM_115926.4.p1	XM_006490800.4.p1
OG0005485	NM_001340440.1.p1, NM_001340436.1.p1, NM_001340437.1.p1, NM_001340434.1.p1	XM_006469732.4.p1, XM_006469725.4.p1, XM_052434819.1.p1
OG0005486	NM_001340449.1.p1, NM_001340448.1.p1	XM_015534357.3.p1
OG0005487	NM_001340681.1.p1	XM_006480233.4.p1
OG0005488	NM_001340905.1.p1, NM_001340906.1.p1	XM_025093317.2.p1, XM_006492927.4.p1, XM_052433874.1.p1
OG0005489	NM_001341060.1.p1, NM_001341058.1.p1, NM_001341055.1.p1, NM_001341057.1.p1, NM_001341054.1.p1, NM_001341056.1.p1, NM_001341061.1.p1	XM_006489093.4.p1
OG0005490	NM_118297.5.p1, NM_001341513.1.p1	XM_006467940.4.p1, XM_025095701.2.p1, XM_052434562.1.p1, XM_025095703.2.p1
OG0005491	NM_001341717.1.p1, NM_118620.4.p1	XM_006476968.4.p1
OG0005492	NM_001341722.1.p1	XM_052439160.1.p1, XM_052439161.1.p1
OG0005493	NM_127469.3.p1, NM_001341992.1.p1	XM_052439271.1.p1
OG0005494	NM_120745.3.p1, NM_001342888.1.p1	XM_006481632.4.p1, XM_025099994.2.p1
OG0005495	NM_001343009.1.p1, NM_001343012.1.p1, NM_001343011.1.p1, NM_001343010.1.p1, NM_001343008.1.p1	XM_052444779.1.p1, XM_052444778.1.p1, XM_052444780.1.p1
OG0005496	NM_120950.5.p1, NM_001343025.1.p1	XM_006466124.3.p1
OG0005497	NM_001343158.1.p1, NM_121153.5.p1, NM_119367.3.p1, NM_128091.1.p1	XM_006483327.4.p1
OG0005498	NM_001343308.1.p1, NM_001343307.1.p1, NM_121405.4.p1	XM_052435573.1.p1
OG0005499	NM_121474.3.p1, NM_001343357.1.p1	XM_006470252.4.p1
OG0005500	NM_121559.3.p1, NM_203055.1.p1, NM_001343408.1.p1	XM_006482681.4.p1
OG0005501	NM_001343496.1.p1	XM_052434786.1.p1, XM_006468528.3.p1, XM_025094886.2.p1
OG0005502	NM_001343633.1.p1, NM_122007.4.p1	XM_052439067.1.p1
OG0005503	NM_123731.5.p1, NM_001344494.1.p1	XM_006489456.4.p1
OG0005504	NM_124681.4.p1, NM_001345026.1.p1, NM_001345024.1.p1	XM_052438593.1.p1, XM_006493268.4.p1, XM_025093467.2.p1, XM_006493269.4.p1
OG0005505	NM_114641.4.p1, NM_001345488.1.p1, NM_125567.2.p1, NM_001345493.1.p1	XM_006476574.4.p1
OG0005506	NM_121010.3.p1, NM_125853.3.p1, NM_001345643.1.p1	XM_006493225.4.p1
OG0005508	NM_100356.4.p1	XM_052433452.1.p1
OG0005510	NM_101505.3.p1, NM_106584.3.p1	XM_006493680.4.p1
OG0005511	NM_101517.4.p1	XM_006475260.4.p1
OG0005512	NM_101708.3.p1, NM_106063.3.p1	XM_052437480.1.p1
OG0005513	NM_101938.5.p1	XM_006473782.4.p1
OG0005513	NM_202958.1.p1, NM_119701.4.p1	XM_006486518.4.p1
OG0005514	NM_102035.2.p1, NM_106409.4.p1	XM_006472706.4.p1
OG0005515	NM_102095.3.p1	XM_052442548.1.p1
OG0005516	NM_102418.4.p1	XM_006484110.4.p1
OG0005517	NM_102602.6.p1	XM_006467689.4.p1
OG0005518	NM_102839.5.p1, NM_118120.5.p1, NM_123846.4.p1	XM_006468338.4.p1, XM_015527127.3.p1, XM_006468340.4.p1
OG0005519	NM_103074.3.p1, NM_117082.3.p1	XM_006478283.4.p1
OG0005520	NM_104170.3.p1	XM_006464653.4.p1
OG0005521	NM_104236.5.p1	XM_006477879.4.p1
OG0005523	NM_105418.2.p1	XM_006484008.4.p1
OG0005524	NM_105563.5.p1	XM_006484224.3.p1, XM_006484226.3.p1, XM_052439631.1.p1
OG0005525	NM_105827.3.p1, NM_202397.2.p1	XM_052440707.1.p1, XM_052440714.1.p1, XM_052440715.1.p1
OG0005526	NM_106392.4.p1	XM_006468645.4.p1
OG0005527	NM_106586.4.p1	XM_006493675.4.p1, XM_006493676.4.p1, XM_006493677.4.p1
OG0005528	NM_122594.3.p1, NM_111378.4.p1	XM_006491778.4.p1, XM_006468031.4.p1
OG0005529	NM_111575.3.p1	XM_025092197.2.p1, XM_025092198.2.p1, XM_006488660.4.p1, XM_006488661.4.p1
OG0005530	NM_111701.4.p1	XM_006481172.3.p1
OG0005531	NM_120224.4.p1, NM_111727.6.p1	XM_006480975.4.p1
OG0005532	NM_120536.5.p1, NM_111891.7.p1	XM_052440286.1.p1
OG0005533	NM_124774.3.p1	XM_006464746.3.p1
OG0005534	NM_112476.3.p1	XM_052440277.1.p1, XM_006465537.4.p1
OG0005536	NM_112917.5.p1	XM_006468026.4.p1
OG0005537	NM_113000.6.p1	XM_006485463.4.p1, XM_006485462.4.p1
OG0005538	NM_113082.4.p1	XM_006469655.4.p1, XM_015527441.3.p1
OG0005539	NM_117407.3.p1, NM_113355.2.p1, NM_117983.6.p1	XM_052435565.1.p1
OG0005540	NM_114399.5.p1	XM_006488074.4.p1
OG0005541	NM_114409.3.p1	XM_006484734.3.p1
OG0005542	NM_114937.3.p1	XM_006466645.4.p1
OG0005543	NM_115209.4.p1	XM_006480463.4.p1, XM_015531060.3.p1, XM_052443483.1.p1
OG0005544	NM_115390.3.p1, NM_129506.2.p1	XM_015532676.3.p1
OG0005545	NM_115453.3.p1	XM_006486251.4.p1
OG0005546	NM_115534.3.p1, NM_129680.4.p1	XM_006482006.4.p1, XM_015531456.3.p1
OG0005548	NM_115653.4.p1	XR_372321.4.p1, XM_006492824.4.p1, XR_003062608.2.p1, XR_003062609.2.p1
OG0005549	NM_115742.1.p1	XM_006484772.4.p1
OG0005550	NM_116762.1.p1, NM_116765.1.p1, NM_116764.1.p1, NM_116763.1.p1	XM_006467923.4.p1
OG0005551	NM_116961.5.p1	XM_006472537.4.p1
OG0005552	NM_117076.3.p1, NM_117427.3.p1	XM_006478367.4.p1
OG0005554	NM_202817.2.p1, NM_117517.4.p1	XM_006489672.4.p1, XM_052442612.1.p1
OG0005555	NM_117805.3.p1	XM_006477033.3.p1
OG0005556	NM_117937.5.p1	XM_025095716.2.p1
OG0005557	NM_117959.1.p1	XM_015527055.3.p1, XM_006467629.4.p1, XM_006467628.4.p1
OG0005558	NM_125154.4.p1, NM_119181.3.p1	XM_006474059.4.p1
OG0005559	NM_119508.4.p1, NM_120977.3.p1	XM_006464131.4.p1
OG0005560	NM_119516.6.p1, NM_119515.3.p1	XM_006472937.4.p1, XM_006492575.3.p1
OG0005561	NM_119796.4.p1, NM_119797.4.p1, NM_119795.5.p1	XM_006466818.4.p1, XR_003064869.2.p1
OG0005563	NM_120068.5.p1, NM_127713.4.p1	XM_006487273.4.p1
OG0005564	NM_120250.4.p1	XM_015531240.3.p1, XM_006481064.4.p1
OG0005565	NM_120532.3.p1	XM_006485180.4.p1
OG0005566	NM_120816.3.p1, NM_125573.4.p1	XM_006484996.3.p1
OG0005567	NM_120930.5.p1	XM_052445099.1.p1, XM_025096092.2.p1, XM_052445100.1.p1
OG0005568	NM_125909.2.p1, NM_121050.2.p1	XM_025096025.2.p1
OG0005569	NM_121125.3.p1	XM_006483415.4.p1, XM_006483416.4.p1
OG0005570	NM_121188.3.p1	XM_006476030.4.p1
OG0005571	NM_121470.3.p1	XM_006470242.3.p1, XM_006470241.3.p1
OG0005572	NM_121583.4.p1	XM_052443300.1.p1
OG0005573	NM_121692.2.p1	XM_006471505.4.p1
OG0005574	NM_121987.3.p1	XM_006488865.4.p1
OG0005575	NM_122348.3.p1	XM_006493103.4.p1
OG0005576	NM_123289.3.p1, NM_123292.2.p1, NM_123288.3.p1	XM_006482723.3.p1
OG0005577	NM_123330.3.p1	XM_052443241.1.p1
OG0005578	NM_123506.3.p1	XM_006476453.4.p1
OG0005579	NM_123583.4.p1	XM_006473643.4.p1
OG0005580	NM_203166.2.p1, NM_124033.4.p1	XM_015532479.3.p1, XM_052439964.1.p1
OG0005581	NM_124273.5.p1	XR_003067122.2.p1, XM_025102596.2.p1, XM_006488658.4.p1
OG0005582	NM_124317.4.p1	XM_006469836.4.p1, XM_006469837.4.p1, XM_006488795.3.p1
OG0005583	NM_124330.4.p1	XM_006466699.3.p1
OG0005584	NM_124454.3.p1	XM_006493183.3.p1
OG0005585	NM_124468.3.p1	XM_006485058.4.p1
OG0005586	NM_124641.2.p1	XM_006493855.4.p1
OG0005587	NM_125019.5.p1	XM_006488894.4.p1
OG0005589	NM_125472.3.p1	XM_006487970.4.p1
OG0005590	NM_125693.3.p1	XM_006491966.4.p1
OG0005591	NM_125858.4.p1	XM_006464570.4.p1
OG0005592	NM_126073.3.p1	XM_006466718.4.p1
OG0005593	NM_127140.3.p1	XM_006480073.4.p1
OG0005594	NM_127516.4.p1	XM_052438696.1.p1
OG0005595	NM_127563.6.p1	XM_006494264.4.p1
OG0005596	NM_127910.3.p1	XM_052432890.1.p1, XM_052432889.1.p1, XM_052432888.1.p1, XM_006466611.4.p1
OG0005597	NM_128093.3.p1, NM_148389.3.p1	XM_006476710.4.p1
OG0005598	NM_128156.3.p1	XM_006475891.4.p1, XM_006475892.4.p1
OG0005599	NM_179743.2.p1, NM_128175.3.p1	XM_006475838.4.p1, XM_006466828.4.p1, XM_052444037.1.p1
OG0005600	NM_128230.3.p1	XM_006475702.4.p1
OG0005601	NM_128392.4.p1	XM_006481198.4.p1
OG0005602	NM_128512.4.p1	XM_006488412.3.p1
OG0005603	NM_128746.3.p1	XM_052437237.1.p1, XM_052437232.1.p1, XM_006478571.4.p1, XM_052437230.1.p1, XM_006478569.4.p1, XM_052437227.1.p1, XM_052436027.1.p1, XM_052436028.1.p1, XM_006478580.4.p1, XM_006476864.4.p1
OG0005604	NM_129182.6.p1	XM_006481703.4.p1
OG0005605	NM_129278.4.p1	XM_006481434.3.p1
OG0005606	NM_129413.4.p1	XM_006481142.4.p1
OG0005607	NM_129641.4.p1	XM_006486081.4.p1, XM_015532680.2.p1
OG0005608	NM_129701.4.p1	XM_025093331.2.p1, XM_006492936.3.p1, XM_006491526.3.p1, XM_006491519.4.p1, XM_052434517.1.p1, XM_015534318.3.p1
OG0005609	NM_129797.3.p1, NR_140752.1.p1, NR_140753.1.p1	XM_006468985.4.p1
OG0005610	NM_130127.2.p1	XM_006490904.4.p1
OG0005611	NM_130301.5.p1	XM_006492286.4.p1
OG0005612	NM_148434.4.p1	XM_052443159.1.p1, XM_006491759.4.p1, XM_006491757.4.p1, XM_006491760.4.p1, XR_008051684.1.p1, XM_006489725.4.p1
OG0005613	NM_179460.2.p1	XM_052432750.1.p1, XM_025094623.2.p1
OG0005614	NM_179796.2.p1	XM_006485802.4.p1
OG0005615	NM_180695.3.p1	XM_006480912.4.p1
OG0005616	NM_202604.3.p1	XM_006464762.4.p1, XM_006464764.4.p1
OG0005640	NM_001035642.2.p1, NM_001338316.1.p1, NM_112676.3.p1	XM_006490746.4.p1
OG0005641	NM_001035794.1.p1, NM_001339769.1.p1, NM_001339770.1.p1, NM_115471.3.p1	XM_006486176.4.p1
OG0005642	NM_100658.4.p1, NM_202056.2.p1, NM_001035912.1.p1	XM_015528562.3.p1, XM_006472364.4.p1
OG0005643	NM_001198016.1.p1, NM_100782.5.p1, NM_001035931.2.p1	XM_006472026.4.p1
OG0005645	NM_001198241.2.p1, NM_001036077.1.p1, NM_103741.6.p1, NM_001084704.1.p1	XM_006493207.4.p1
OG0005646	NM_001036347.2.p1, NM_128216.3.p1, NM_001036348.2.p1	XM_025097683.2.p1, XM_006474273.4.p1
OG0005647	NM_118216.4.p1, NM_001036606.1.p1, NM_123799.3.p1	XM_006467722.4.p1, XM_006467723.4.p1
OG0005648	NM_001036785.3.p1, NM_001343070.1.p1, NM_121019.5.p1	XM_006464480.4.p1
OG0005649	NM_001332960.1.p1, NM_001332957.1.p1, NM_001332958.1.p1, NM_001332959.1.p1, NM_001332956.1.p1, NM_001084170.2.p1	XM_015528291.3.p1, XM_006471499.3.p1
OG0005650	NM_103783.2.p1, NM_001084221.1.p1, NM_101400.4.p1	XM_006465244.4.p1
OG0005651	NM_001335747.1.p1, NM_001084465.1.p1, NM_001335749.1.p1, NM_001335748.1.p1, NM_127710.4.p1	XM_006487268.4.p1
OG0005652	NM_101567.3.p1, NM_129795.4.p1, NM_001084572.3.p1	XR_008054164.1.p1
OG0005653	NM_001084738.2.p1, NM_113440.4.p1, NM_001338747.1.p1, NM_001338748.1.p1, NM_001338746.1.p1	XM_006492154.4.p1
OG0005654	NM_001085013.2.p1	XM_006476088.4.p1
OG0005655	NM_001085122.3.p1, NM_001343420.1.p1	XM_006482387.4.p1
OG0005656	NM_123190.3.p1, NM_203131.3.p1, NM_121619.4.p1, NM_001085124.3.p1	XM_052443889.1.p1, XM_006482170.3.p1
OG0005657	NM_121448.4.p1	XM_006470148.4.p1
OG0005658	NM_001336928.1.p1, NM_001336929.1.p1, NM_001125031.1.p1	XM_006492887.4.p1, XM_006492886.4.p1
OG0005659	NM_001125246.1.p1, NM_113653.4.p1, NM_123430.2.p1, NM_001344348.1.p1	XM_006469879.3.p1
OG0005660	NM_001161045.2.p1, NM_001335431.1.p1, NM_127032.2.p1	XM_052432045.1.p1
OG0005661	NM_001161108.1.p1, NM_130049.1.p1	XM_006464372.4.p1
OG0005662	NM_001198182.1.p1, NM_102662.3.p1	XM_006467570.3.p1
OG0005663	NM_104899.3.p1, NM_001198364.1.p1, NM_116699.3.p1, NM_118320.3.p1	XM_006467356.4.p1
OG0005664	NM_106690.6.p1, NM_001198519.1.p1	XM_006465381.4.p1
OG0005665	NM_001202790.1.p1, NM_129568.3.p1	XM_006486266.4.p1
OG0005666	NM_180019.3.p1, NM_001202798.1.p1, NM_201929.2.p1	XM_006491487.4.p1, XM_006491486.4.p1
OG0005667	NM_180394.2.p1, NM_001203210.1.p1	XM_052437294.1.p1
OG0005668	NM_116159.4.p1, NM_001340185.1.p1, NM_001203236.2.p1	XM_006479821.4.p1
OG0005669	NM_001203769.2.p1, NM_001340693.1.p1, NM_117161.4.p1, NM_001340692.1.p1	XM_006476296.4.p1, XM_052436675.1.p1
OG0005670	NM_001344556.1.p1, NM_123820.3.p1, NM_001203852.1.p1, NM_118162.3.p1, NM_001341438.1.p1	XM_052434752.1.p1, XM_052434751.1.p1, XM_052434754.1.p1, XM_052434755.1.p1
OG0005671	NM_001203873.2.p1, NM_001341559.1.p1	XM_015529689.3.p1
OG0005672	NM_117171.4.p1, NM_118522.3.p1, NM_001203888.1.p1	XM_006476314.3.p1
OG0005673	NM_179135.4.p1, NM_001203934.1.p1	XM_006479355.4.p1
OG0005674	NM_119489.4.p1, NM_001203972.1.p1	XM_006473277.4.p1
OG0005675	NM_119709.1.p1, NM_001203995.1.p1	XM_025093733.2.p1, XM_006493825.4.p1
OG0005676	NM_001331786.1.p1	XM_006471710.4.p1
OG0005677	NM_101059.3.p1, NM_001332008.1.p1, NM_001332009.1.p1	XM_006492643.4.p1
OG0005678	NM_001332384.1.p1	XM_006477484.2.p1, XM_052438306.1.p1
OG0005678	NM_001344323.1.p1, NM_123402.5.p1	XM_006470217.4.p1
OG0005679	NM_001332399.1.p1, NM_001332400.1.p1, NM_101819.6.p1	XM_006467106.4.p1
OG0005680	NM_001332586.1.p1, NM_001332588.1.p1, NM_001332587.1.p1, NM_102157.4.p1	XM_006469119.4.p1
OG0005681	NM_102458.2.p1, NM_001332736.1.p1	XM_006483130.4.p1
OG0005682	NM_102752.4.p1, NM_001332881.1.p1	XR_008052600.1.p1, XR_008052596.1.p1, XR_008052597.1.p1, XM_052435537.1.p1, XM_006467389.3.p1
OG0005683	NM_001332884.1.p1, NM_102766.6.p1, NM_001332883.1.p1	XM_006467997.4.p1, XM_052434573.1.p1, XM_052434574.1.p1
OG0005684	NM_001332955.1.p1	XM_006471497.4.p1
OG0005685	NM_001333100.1.p1, NM_001333099.1.p1, NM_103159.4.p1	XM_006486627.4.p1
OG0005686	NM_116987.5.p1, NM_103240.3.p1, NM_001333157.1.p1	XM_025096287.2.p1, XM_025096286.2.p1
OG0005687	NM_001333237.1.p1	XM_006472703.3.p1
OG0005689	NM_105160.3.p1, NM_001334181.1.p1	XM_006484635.4.p1, XM_006484637.4.p1
OG0005690	NM_001335402.1.p1, NM_125804.4.p1	XM_006494917.4.p1
OG0005691	NM_001335493.1.p1	XM_006486659.4.p1
OG0005692	NM_118985.3.p1, NM_127620.4.p1, NM_201759.3.p1, NM_001335699.1.p1	XM_006469848.4.p1
OG0005693	NM_001335771.1.p1	XM_006469243.2.p1, XM_006469248.3.p1
OG0005694	NM_201805.1.p1, NM_179739.4.p1, NM_001336021.1.p1	XM_006475944.4.p1, XM_006475947.4.p1, XM_006475946.3.p1
OG0005695	NM_001336485.1.p1, NM_128960.3.p1, NM_201866.2.p1	XM_052435472.1.p1, XM_052435470.1.p1, XM_052435471.1.p1
OG0005696	NM_001337167.1.p1	XM_052438011.1.p1, XM_052437939.1.p1
OG0005697	NM_111209.3.p1, NM_001337469.1.p1	XM_006482082.4.p1, XM_006482081.4.p1
OG0005698	NM_111320.6.p1, NM_001337529.1.p1	XM_052431767.1.p1, XM_025102109.2.p1, XM_052431768.1.p1
OG0005699	NM_001337691.1.p1, NM_111589.5.p1	XM_006479234.4.p1
OG0005700	NM_001337692.1.p1, NM_111593.3.p1	XM_006479202.4.p1, XM_006492996.4.p1, XM_006492998.4.p1, XM_006492994.4.p1, XM_052433700.1.p1
OG0005701	NM_001337732.1.p1, NM_111654.4.p1	XM_006469426.4.p1, XM_006469427.4.p1
OG0005702	NM_001338420.1.p1, NM_180285.4.p1, NM_112872.3.p1	XM_006484591.4.p1
OG0005703	NM_001338478.1.p1	XM_052433193.1.p1
OG0005704	NM_112979.4.p1, NM_001338493.1.p1, NM_001338494.1.p1	XM_006470519.4.p1
OG0005705	NM_001338570.1.p1, NM_113112.4.p1	XM_006481318.4.p1, XM_015531258.3.p1
OG0005706	NM_001339404.1.p1, NM_001339405.1.p1, NM_124716.3.p1	XM_006493243.4.p1
OG0005707	NM_001345822.1.p1, NM_001345824.1.p1, NM_001345823.1.p1, NM_148168.4.p1, NM_001339448.1.p1, NM_001339447.1.p1	XM_006466424.4.p1
OG0005708	NM_001339479.1.p1, NM_114926.4.p1	XM_006466720.4.p1, XM_006466719.4.p1
OG0005709	NM_115075.3.p1, NM_001339558.1.p1, NM_001339557.1.p1	XM_006467188.4.p1, XM_025095588.2.p1, XM_006467187.4.p1, XM_006467189.4.p1, XR_001507096.3.p1
OG0005710	NM_001339642.1.p1, NM_115252.3.p1	XM_025097750.2.p1, XM_006475917.3.p1
OG0005711	NM_001339825.1.p1	XM_006481910.4.p1
OG0005712	NM_116222.4.p1, NM_001340226.1.p1	XM_006490784.4.p1
OG0005713	NM_001340385.1.p1, NM_001340384.1.p1	XM_025092217.2.p1, XM_006479864.4.p1
OG0005714	NM_001341465.1.p1, NM_118211.5.p1	XM_006468262.4.p1
OG0005715	NM_117261.6.p1, NM_001341565.1.p1	XM_006477286.3.p1
OG0005716	NM_001341660.1.p1, NM_118560.4.p1	XM_052440431.1.p1, XM_052440432.1.p1
OG0005717	NM_001341726.1.p1	XM_052433762.1.p1
OG0005718	NM_001342095.1.p1, NM_001342094.1.p1	XM_025101009.2.p1, XM_006483482.4.p1
