Orthogroup	Arabidopsis_thaliana_rna_prot	Solanum_tuberosum_rna_prot
OG0005187	NM_124986.3.p1, NM_001037003.2.p1, NM_118787.6.p1	XM_006346046.2.p1
OG0005188	NM_125207.5.p1, NM_001037017.3.p1, NM_001037016.2.p1	XM_006354540.2.p1
OG0005189	NM_001084007.2.p1	XM_015304437.1.p1
OG0005190	NM_001332631.1.p1, NM_001084123.1.p1, NM_102250.5.p1	XM_006355895.2.p1
OG0005192	NM_001084364.2.p1, NR_139663.1.p1, NM_001332465.1.p1, NM_101930.4.p1, NM_001332466.1.p1	XM_006342082.2.p1
OG0005193	NM_001085035.2.p1, NM_126108.2.p1, NM_114891.2.p1	XM_006339826.2.p1, XM_006339827.2.p1, XM_006339828.2.p1, XM_006360154.2.p1
OG0005194	NM_116308.4.p1, NM_001331250.1.p1, NM_001123732.2.p1	XM_006352568.2.p1
OG0005195	NM_116962.4.p1, NM_103198.3.p1, NM_001123940.1.p1	XM_006364801.2.p1
OG0005196	NM_101889.2.p1, NM_001124134.2.p1	XM_006342037.2.p1, XM_006355112.2.p1
OG0005197	NM_001332258.1.p1, NM_001124147.1.p1, NM_106541.4.p1	XM_006358988.2.p1
OG0005198	NM_001124856.2.p1, NM_001124857.2.p1, NM_001335470.1.p1, NM_001335471.1.p1, NM_119620.2.p1, NM_001342288.1.p1	XR_367450.2.p1, XM_006349531.2.p1, XM_006349530.2.p1, XM_015309656.1.p1, XR_367449.2.p1, XM_006365056.2.p1
OG0005199	NM_104237.4.p1, NM_001125154.5.p1, NM_112319.4.p1	XM_006348294.2.p1, XM_006349930.2.p1
OG0005200	NM_001340628.1.p1, NM_001340629.1.p1, NM_001125488.2.p1	XM_006359023.2.p1
OG0005201	NM_001161275.1.p1, NM_001125838.2.p1, NM_001125839.2.p1, NM_001344098.1.p1	XM_006343633.2.p1
OG0005202	NM_117589.6.p1, NM_001160762.2.p1, NM_001338573.1.p1	XM_006346758.2.p1
OG0005203	NM_001160938.1.p1, NM_148569.5.p1, NM_112698.4.p1, NM_202603.1.p1	XM_006353753.2.p1, XM_006341494.2.p1
OG0005204	NM_001160985.2.p1	XM_006352869.2.p1, XM_015311126.1.p1, XM_015311016.1.p1, XM_006352594.2.p1
OG0005205	NM_124727.3.p1	XM_006350458.2.p1, XM_015314710.1.p1
OG0005206	NM_001161268.2.p1, NM_180546.3.p1, NM_001343977.1.p1, NM_001343976.1.p1, NM_001343978.1.p1	XM_006358451.2.p1, XM_006358452.2.p1
OG0005207	NM_001198096.1.p1	XM_006345668.2.p1
OG0005208	NM_104460.3.p1, NM_001333738.1.p1, NM_001198315.2.p1	XM_006346054.2.p1
OG0005209	NM_179846.4.p1, NM_001202723.1.p1, NM_001336357.1.p1	XM_006359087.2.p1
OG0005210	NM_120449.3.p1, NM_111835.3.p1, NM_001202924.1.p1	XM_006341091.2.p1, XM_006339249.2.p1
OG0005211	NM_115017.6.p1, NM_001203126.1.p1	XM_006341242.2.p1
OG0005212	NM_001203164.2.p1	XM_006348358.2.p1
OG0005213	NM_001342984.1.p1, NM_001203330.2.p1	XM_015312020.1.p1, XM_006345028.2.p1
OG0005214	NM_114748.3.p1, NM_001203592.2.p1, NM_124603.4.p1	XM_006353269.2.p1, XM_015303387.1.p1
OG0005215	NM_148336.4.p1, NM_001203809.1.p1, NM_117667.9.p1	XM_015314768.1.p1, XM_006340045.2.p1
OG0005216	NM_118006.2.p1, NM_001203836.1.p1, NM_118007.5.p1	XR_368346.2.p1, XR_001473394.1.p1
OG0005217	NM_001203974.1.p1	XM_006354841.2.p1, XM_006362233.1.p1
OG0005218	NM_001335846.1.p1, NM_179709.3.p1	XM_006339812.2.p1
OG0005219	NM_202052.2.p1, NM_001331721.1.p1, NM_001331722.1.p1, NM_100643.4.p1	XM_006354823.2.p1
OG0005220	NM_001331941.1.p1, NM_100966.3.p1	XM_006343421.2.p1, XM_006343419.2.p1
OG0005221	NM_001332407.1.p1, NM_001332408.1.p1	XM_006344669.2.p1
OG0005222	NM_129344.3.p1	XM_006341132.2.p1
OG0005223	NM_001332530.1.p1, NM_102032.4.p1	XM_006362638.2.p1
OG0005225	NM_001332942.1.p1, NM_102845.5.p1, NM_129054.4.p1	XM_006364996.2.p1
OG0005226	NM_102866.3.p1, NM_001332952.1.p1	XM_006353009.2.p1, XM_006353029.2.p1
OG0005227	NM_112875.4.p1, NM_103912.3.p1, NM_001333429.1.p1	XM_006343423.2.p1
OG0005228	NM_001333658.1.p1, NM_001333659.1.p1	XM_006350890.2.p1
OG0005229	NM_001333999.1.p1	XM_006362286.2.p1
OG0005230	NM_001344260.1.p1, NM_001344259.1.p1, NM_123221.4.p1, NM_105390.2.p1, NM_001334283.1.p1	XM_006346792.1.p1
OG0005231	NM_001335097.1.p1, NM_001335096.1.p1	XM_006354949.2.p1
OG0005232	NM_001335180.1.p1, NM_001335182.1.p1, NM_001335179.1.p1, NM_001335181.1.p1, NM_126390.4.p1	XM_006348655.2.p1
OG0005233	NM_001335615.1.p1, NM_179653.4.p1	XM_006344477.2.p1
OG0005234	NM_125103.4.p1, NM_001335628.1.p1, NM_119141.5.p1, NM_001341986.1.p1	XM_006361579.2.p1, XM_006340471.2.p1, XM_006340470.2.p1
OG0005235	NM_127499.2.p1, NM_001335634.1.p1, NM_148143.4.p1	XM_015311375.1.p1, XM_006342263.2.p1
OG0005236	NM_001336001.1.p1, NM_128110.3.p1	XM_015311440.1.p1, XM_006353631.2.p1
OG0005237	NM_129684.3.p1, NM_001336900.1.p1	XM_006355089.2.p1
OG0005238	NM_130270.4.p1, NM_001337241.1.p1	XM_006342256.2.p1, XM_015306510.1.p1, XM_015306511.1.p1, XM_006342253.2.p1, XM_015306508.1.p1, XM_015306509.1.p1
OG0005239	NM_121925.4.p1, NM_001337630.1.p1	XM_015306374.1.p1, XM_006341833.2.p1, XM_006341834.2.p1, XM_006341835.2.p1, XM_015313032.1.p1, XM_015313031.1.p1
OG0005240	NM_001337718.1.p1	XM_015308875.1.p1, XM_015308874.1.p1
OG0005241	NM_001342833.1.p1, NM_120652.4.p1, NM_111959.3.p1, NM_001337921.1.p1, NM_001337919.1.p1, NM_001337920.1.p1	XM_006338793.2.p1
OG0005242	NM_001338144.1.p1, NM_001338145.1.p1, NM_001338146.1.p1, NM_001338143.1.p1	XM_006348231.2.p1
OG0005243	NM_001338508.1.p1, NM_148740.5.p1, NM_001338509.1.p1	XR_366952.2.p1, XM_006342809.2.p1
OG0005244	NM_001341021.1.p1, NM_001338553.1.p1	XM_006356866.1.p1
OG0005245	NM_001338624.1.p1, NM_113236.4.p1	XM_006354411.2.p1
OG0005246	NM_001338675.1.p1, NM_113331.3.p1, NM_001338663.1.p1, NM_001338674.1.p1, NM_113296.5.p1	XM_015315074.1.p1
OG0005247	NM_001338868.1.p1	XM_006338594.2.p1, XM_006338595.2.p1
OG0005248	NM_001338953.1.p1, NM_001338952.1.p1	XM_006338725.2.p1
OG0005249	NM_001339101.1.p1, NM_001339100.1.p1	XM_015302846.1.p1, XM_006340232.2.p1
OG0005250	NM_001339342.1.p1, NM_001339344.1.p1, NM_001339343.1.p1, NM_114668.3.p1	XM_006344987.2.p1
OG0005251	NM_114944.6.p1, NM_001339485.1.p1, NM_126054.2.p1, NR_143375.1.p1, NR_143376.1.p1, NR_143377.1.p1	XM_006338194.2.p1
OG0005252	NM_001339535.1.p1, NM_001339536.1.p1, NM_115044.5.p1	XM_006367453.2.p1
OG0005253	NM_001339906.1.p1	XM_006354110.2.p1, XM_006360548.2.p1
OG0005254	NM_115955.6.p1, NM_001340062.1.p1	XM_006345331.2.p1
OG0005255	NM_001340154.1.p1, NM_116098.4.p1	XM_006355383.2.p1
OG0005256	NM_001340796.1.p1	XM_015305064.1.p1
OG0005257	NM_001340872.1.p1, NM_001340873.1.p1, NM_117441.4.p1	XM_006360299.2.p1
OG0005258	NM_113190.3.p1, NM_001340952.1.p1, NM_117548.4.p1	XM_006341427.2.p1, XM_015306205.1.p1, XM_015313794.1.p1, XM_006365500.2.p1, XM_015313355.1.p1, XM_006357257.2.p1
OG0005259	NM_203160.2.p1, NM_123930.5.p1, NM_001341317.1.p1, NM_148355.5.p1	XM_006355643.2.p1, XM_006367967.2.p1
OG0005260	NM_127896.3.p1	XM_006339798.2.p1, XM_006360149.2.p1
OG0005260	NM_118557.4.p1, NM_001341654.1.p1	NM_001288072.1.p1
OG0005261	NM_203188.3.p1, NM_203187.3.p1, NM_001341686.1.p1, NM_001341683.1.p1, NM_001341684.1.p1, NM_001341685.1.p1	XM_006338019.2.p1
OG0005262	NM_001341975.1.p1, NM_119118.3.p1, NM_127510.5.p1	XM_006346507.2.p1
OG0005263	NM_119847.4.p1, NM_001342419.1.p1	XM_006338698.2.p1, XM_006346786.2.p1
OG0005263	NM_106157.2.p1	XM_006366401.2.p1
OG0005264	NM_120200.4.p1, NM_001342579.1.p1	XM_006362987.2.p1, XM_006338931.2.p1
OG0005265	NM_120219.2.p1, NM_001342589.1.p1, NM_129380.3.p1	XM_006350778.2.p1
OG0005266	NM_001342994.1.p1	XM_015314371.1.p1, XM_006359239.2.p1, XM_006359240.2.p1
OG0005267	NM_001343453.1.p1, NM_121658.4.p1	XM_006350325.2.p1, XM_006350326.2.p1
OG0005268	NM_001343556.1.p1	XM_006342707.2.p1
OG0005269	NR_144128.1.p1, NM_121147.3.p1, NM_122437.4.p1, NM_001343916.1.p1, NM_180741.2.p1	XM_015311427.1.p1, XM_006353607.2.p1, XM_006359452.2.p1
OG0005270	NM_111341.3.p1, NM_001344080.1.p1	XM_006355794.1.p1, XM_006355771.2.p1
OG0005271	NM_180799.2.p1, NM_001344572.1.p1	XM_006355186.2.p1
OG0005273	NM_124508.4.p1, NM_001344933.1.p1	XM_015307286.1.p1, XM_006344257.2.p1
OG0005274	NM_001345305.1.p1	XM_015310226.1.p1, XM_015310227.1.p1, XM_006350791.2.p1, XM_006350790.2.p1
OG0005275	NM_001345377.1.p1, NM_125389.3.p1, NM_001345378.1.p1	XM_006363325.2.p1
OG0005276	NM_001345472.1.p1	XM_015307652.1.p1, XM_015312027.1.p1
OG0005277	NM_125989.4.p1, NM_001345727.1.p1, NM_114841.4.p1	XM_006356786.2.p1
OG0005279	NM_100727.4.p1	XM_006359055.2.p1
OG0005280	NM_100799.3.p1	XR_367550.2.p1, XM_015310184.1.p1, XM_006350659.2.p1, XM_015310183.1.p1, XM_015310185.1.p1
OG0005281	NM_100878.5.p1	XM_006356748.2.p1
OG0005282	NM_102182.3.p1, NM_202077.3.p1, NM_100950.5.p1	XM_006348446.2.p1, XM_006357554.2.p1
OG0005283	NM_101105.5.p1	XM_006363667.2.p1, XM_006363668.2.p1
OG0005284	NM_104976.5.p1, NM_101127.4.p1	XM_006358846.2.p1, XM_006358322.2.p1
OG0005285	NM_101144.5.p1	XM_015314156.1.p1, XM_015304794.1.p1, XM_006366185.2.p1
OG0005286	NM_101322.2.p1, NM_101321.4.p1	XM_006351857.2.p1, XM_006351858.2.p1
OG0005287	NM_101329.4.p1	XM_006359800.2.p1, XM_006359229.2.p1
OG0005288	NM_101342.4.p1	XM_006364017.2.p1
OG0005289	NM_101434.4.p1	XM_006343044.2.p1
OG0005290	NM_101449.5.p1, NM_179583.5.p1	XM_006357047.2.p1
OG0005291	NM_105966.2.p1, NM_101638.3.p1	XM_006342808.2.p1
OG0005292	NM_101652.3.p1, NM_202124.2.p1, NM_202125.3.p1, NM_105984.4.p1	XM_006343527.2.p1
OG0005293	NM_101672.4.p1	XM_006341503.2.p1
OG0005294	NM_101791.3.p1	XM_006367235.2.p1
OG0005295	NM_102031.4.p1	XM_006364889.2.p1
OG0005296	NM_102258.6.p1	XM_006355868.2.p1
OG0005297	NM_102550.4.p1	XM_006341687.2.p1
OG0005298	NM_102721.3.p1	XM_006365529.2.p1
OG0005299	NM_103097.4.p1	XM_006363597.2.p1
OG0005300	NM_103537.5.p1	XM_006351074.2.p1
OG0005301	NM_103660.6.p1	XM_006354877.2.p1
OG0005302	NM_104140.3.p1	XM_006364142.2.p1, XM_015303825.1.p1, XM_015303827.1.p1, XM_015303826.1.p1
OG0005303	NM_104202.3.p1, NM_112364.4.p1	NM_001288105.1.p1, NM_001288017.1.p1, XM_006358888.2.p1
OG0005304	NM_112358.4.p1, NM_104207.3.p1	XM_006348232.2.p1, XR_001473542.1.p1, XM_006359989.2.p1
OG0005305	NM_104523.4.p1	XM_006340077.2.p1
OG0005306	NM_104736.2.p1	XM_006358972.2.p1
OG0005307	NM_117315.3.p1, NM_118382.3.p1, NM_104931.3.p1	XM_006355420.2.p1
OG0005308	NM_105256.4.p1	XM_006348126.2.p1, XM_006343242.2.p1
OG0005309	NM_105956.5.p1	XM_006360941.1.p1
OG0005310	NM_106040.3.p1	XM_006353748.2.p1, XM_006341518.2.p1
OG0005311	NM_106045.4.p1	XM_006353743.2.p1, XM_015306267.1.p1
OG0005312	NM_106542.4.p1	XM_015306707.1.p1, XM_006342785.2.p1
OG0005313	NM_121421.4.p1, NM_111055.4.p1	XM_006351416.2.p1, XM_006357130.2.p1
OG0005314	NM_111204.4.p1	XM_006339984.2.p1
OG0005315	NM_122603.2.p1, NM_111373.3.p1	XM_006347775.2.p1
OG0005316	NM_111599.4.p1, NM_124243.3.p1	XM_006339947.2.p1
OG0005317	NM_111681.3.p1	XM_015307863.1.p1, XM_015307862.1.p1, XM_006345376.2.p1
OG0005318	NM_111699.6.p1	XM_015307859.1.p1
OG0005319	NM_111898.4.p1	XM_006365625.2.p1
OG0005320	NM_111924.3.p1	XM_006357238.2.p1, XM_006367379.2.p1
OG0005321	NM_112107.3.p1, NM_123835.4.p1	XM_006352552.2.p1
OG0005322	NM_112108.2.p1	XM_006352554.2.p1, XM_006363094.2.p1
OG0005323	NM_112565.2.p1	XM_006355334.2.p1, XM_015312340.1.p1
OG0005324	NM_112704.3.p1	XM_006342164.1.p1
OG0005325	NM_112957.3.p1	XM_006360045.2.p1, XM_015314686.1.p1, XM_006360084.2.p1
OG0005326	NM_113113.4.p1, NM_117601.3.p1	XM_006357804.2.p1
OG0005327	NM_113392.3.p1	XM_006360295.2.p1
OG0005328	NM_114667.5.p1, NM_203254.2.p1, NM_125667.3.p1	XM_006367005.2.p1
OG0005329	NM_116495.4.p1, NM_115321.4.p1	XM_006361826.2.p1
OG0005330	NM_115329.3.p1	XM_006356883.2.p1
OG0005331	NM_115361.3.p1, NM_129486.5.p1	XM_006359283.2.p1
OG0005332	NM_115477.3.p1	XM_006353341.2.p1, XM_006365262.2.p1
OG0005333	NM_115984.2.p1	XM_006339387.2.p1, XM_006339389.2.p1, XM_006339711.2.p1
OG0005334	NM_116351.7.p1	XM_006339588.2.p1
OG0005335	NM_116387.2.p1	XM_006353185.2.p1
OG0005336	NM_116594.5.p1	XM_006357418.2.p1
OG0005337	NM_116755.5.p1	XM_006340067.2.p1
OG0005338	NM_117741.4.p1	XM_006340773.2.p1, XM_006339940.2.p1
OG0005339	NM_118147.5.p1	XM_006348564.2.p1, XM_006348562.2.p1
OG0005340	NM_118248.2.p1	XM_006352986.2.p1
OG0005341	NM_118307.4.p1	XM_006354362.2.p1, XM_015311874.1.p1
OG0005343	NM_118836.3.p1, NM_124869.3.p1	XM_006346166.2.p1, XM_006346167.2.p1, XM_006367474.2.p1
OG0005344	NM_118885.4.p1	XM_015314162.1.p1, XM_006348194.2.p1
OG0005345	NM_127421.2.p1, NM_119186.3.p1	XM_006343496.2.p1
OG0005346	NM_119289.3.p1	XM_006348413.2.p1, XM_015309236.1.p1
OG0005347	NM_119384.4.p1	XM_015307011.1.p1, XM_015307010.1.p1
OG0005348	NM_119406.3.p1, NM_180477.2.p1, NM_121170.3.p1	XM_006353587.2.p1
OG0005349	NM_119528.4.p1, NM_127015.4.p1	XM_006367024.2.p1
OG0005351	NM_119593.4.p1	XM_006346273.2.p1
OG0005352	NM_119840.7.p1	XM_006346870.2.p1, XM_006363077.2.p1, XR_368560.2.p1, XM_015303299.1.p1
OG0005353	NM_119843.3.p1	XM_006363075.2.p1, XM_006346867.2.p1
OG0005354	NM_119911.4.p1	XM_006364366.2.p1, XM_006339768.2.p1, XM_006364363.2.p1, XM_006339769.2.p1
OG0005357	NM_120542.5.p1	XM_006360421.2.p1
OG0005358	NM_120558.3.p1	XM_006367184.2.p1, XM_006345809.1.p1
OG0005359	NM_121117.2.p1	XM_006365012.2.p1
OG0005360	NM_122035.3.p1	NM_001288314.1.p1
OG0005360	NM_121149.4.p1	XM_006345569.2.p1
OG0005361	NM_121783.5.p1	XM_006339143.2.p1
OG0005362	NM_121845.3.p1, NM_180513.1.p1	XM_006364395.2.p1, XM_006341539.2.p1
OG0005363	NM_121907.3.p1	XM_006339350.2.p1
OG0005364	NM_122139.5.p1	XM_015303207.1.p1, XM_006362805.2.p1
OG0005365	NM_122389.4.p1	XM_006356969.2.p1
OG0005366	NM_122874.4.p1	XM_006350059.2.p1, XM_006359429.2.p1
OG0005367	NM_122928.3.p1	XM_006350153.2.p1
OG0005368	NM_125808.3.p1, NM_123320.4.p1	XM_006351733.2.p1
OG0005369	NM_123974.3.p1	XM_006364265.2.p1, XM_006343158.2.p1, XM_015303871.1.p1
OG0005370	NM_124707.4.p1	XM_006350535.2.p1
OG0005371	NM_203222.2.p1, NM_125116.3.p1	XM_015307412.1.p1
OG0005373	NM_125553.3.p1	XM_015313870.1.p1, XM_015313871.1.p1, XM_006358157.2.p1, XM_006365280.2.p1
OG0005374	NM_125811.4.p1	XM_006345998.2.p1
OG0005375	NM_127507.3.p1	XM_015308059.1.p1
OG0005377	NM_128004.4.p1	XM_006356960.2.p1, XM_006355154.2.p1
OG0005378	NM_179804.3.p1, NM_128517.4.p1	XR_367023.2.p1, XM_006343980.2.p1
OG0005379	NM_129039.4.p1	XM_006354108.2.p1
OG0005380	NM_129240.3.p1	XM_006354319.2.p1, XM_006354320.2.p1
OG0005381	NM_129265.3.p1	XM_006361727.2.p1
OG0005382	NM_129325.6.p1	XM_006350874.2.p1
OG0005383	NM_129414.5.p1	XM_006338868.2.p1
OG0005384	NM_129658.4.p1	XM_006359805.1.p1
OG0005385	NM_130163.3.p1	XM_006364087.2.p1, XM_006339530.2.p1
OG0005386	NM_179832.2.p1	XM_006351584.2.p1
OG0005387	NM_201871.2.p1	XM_015311144.1.p1
OG0005408	NM_115078.4.p1, NM_001339563.1.p1, NM_001035765.2.p1	XM_006351421.2.p1, XM_006360446.2.p1
OG0005409	NM_001035831.2.p1	XM_006360578.2.p1, XM_006339449.2.p1, XM_006341663.2.p1
OG0005410	NM_001035897.1.p1, NM_100420.4.p1	XM_006350661.2.p1, XM_006356665.1.p1, XM_015313089.1.p1, XM_006356728.1.p1, XM_006360721.2.p1, XM_006360720.2.p1
OG0005411	NM_102180.4.p1, NM_001036006.1.p1, NM_001036186.2.p1, NM_105726.3.p1, NM_202393.2.p1	XM_015309249.1.p1, XM_006357552.2.p1
OG0005412	NM_101831.4.p1, NM_001332405.1.p1, NM_001036021.1.p1, NM_102549.5.p1	XM_006342604.2.p1
OG0005413	NM_001334543.1.p1, NM_001334544.1.p1, NM_001036192.3.p1	XM_006361280.2.p1
OG0005414	NM_001202762.2.p1, NM_001202760.1.p1, NM_179932.3.p1, NM_001036416.1.p1	XM_015315281.1.p1
OG0005415	NM_001036934.3.p1, NM_123817.4.p1, NM_179083.3.p1, NM_118163.4.p1, NM_001036605.1.p1, NM_001341439.1.p1	XR_001473244.1.p1, XR_001473243.1.p1, XM_006345526.2.p1, XM_006339498.2.p1
OG0005416	NM_113554.3.p1	NM_001287936.1.p1
OG0005417	NM_122908.4.p1, NM_001036889.2.p1	XM_006350009.2.p1
OG0005418	NM_124755.3.p1, NM_001036993.2.p1, NM_001332726.1.p1	XM_006348179.2.p1
OG0005419	NM_001084291.2.p1, NM_001084292.1.p1	XM_006363670.2.p1
OG0005420	NM_106379.9.p1, NM_001084367.2.p1	XM_006365875.2.p1, XM_015313379.1.p1
OG0005422	NM_100463.3.p1, NM_001331585.1.p1, NM_001123763.1.p1, NM_180052.4.p1, NM_001337011.1.p1	XM_006349830.1.p1, XM_015305035.1.p1
OG0005424	NM_001123906.2.p1, NM_102661.3.p1, NM_001332841.1.p1, NM_001123905.1.p1	XM_006358062.2.p1
OG0005425	NM_001125006.1.p1, NM_129536.5.p1	XM_006366748.2.p1, XM_006366747.2.p1, XM_006344282.1.p1
OG0005427	NM_129982.3.p1, NM_115863.4.p1, NM_001125388.1.p1	XM_006347636.2.p1
OG0005428	NM_001342654.1.p1, NM_001125683.2.p1	XM_006339222.2.p1
OG0005429	NM_113630.3.p1, NM_001338860.1.p1	XM_006357129.2.p1
OG0005430	NM_114223.3.p1, NM_001160965.1.p1, NM_104641.4.p1, NM_114225.1.p1	XM_015312361.1.p1, XM_006344785.2.p1
OG0005431	NM_001161071.1.p1, NM_179854.3.p1	XM_006345692.2.p1
OG0005432	NM_122371.5.p1, NM_001343888.1.p1, NM_001161267.1.p1, NM_001343885.1.p1, NM_001161263.1.p1, NM_001343889.1.p1, NM_001343886.1.p1	XM_015308847.1.p1
OG0005433	NM_001331757.1.p1, NM_001198005.1.p1, NM_001198004.1.p1, NM_202062.3.p1	XM_006362780.2.p1
OG0005434	NM_001332280.1.p1, NM_001198090.2.p1	XM_006348303.2.p1
OG0005435	NM_102331.3.p1, NM_001198163.1.p1, NM_125174.2.p1	XM_006350026.2.p1
OG0005436	NM_001198305.2.p1, NM_001333696.1.p1, NM_001198304.1.p1	XM_006354100.2.p1
OG0005438	NM_001198372.1.p1, NM_105022.3.p1, NM_123483.3.p1	XM_015314968.1.p1, XM_006343940.2.p1
OG0005439	NM_179542.2.p1, NM_001334469.1.p1, NM_105730.3.p1, NM_001198434.1.p1, NM_001334467.1.p1, NM_001334466.1.p1, NM_001334468.1.p1, NM_001334464.1.p1, NM_001334465.1.p1	XM_015313494.1.p1, XM_015313497.1.p1
OG0005440	NM_001334789.1.p1, NM_001198492.1.p1	XM_006363834.2.p1, XM_015303670.1.p1
OG0005441	NM_001202627.2.p1	XM_015311364.1.p1
OG0005442	NM_119316.5.p1, NM_001202664.1.p1, NM_128025.4.p1	XM_006355127.2.p1, XM_015306568.1.p1, XM_006342399.2.p1
OG0005443	NM_115073.5.p1, NM_001203138.1.p1, NM_001203139.1.p1	XM_006366440.2.p1
OG0005444	NM_001203316.1.p1, NM_120780.4.p1, NM_001342915.1.p1, NM_112067.4.p1, NM_001337986.1.p1	XM_015308899.1.p1, XM_006347616.2.p1
OG0005445	NM_001203337.1.p1, NM_120951.3.p1	XM_015310665.1.p1
OG0005446	NM_110965.4.p1, NM_001343403.1.p1, NM_001343404.1.p1, NM_001203387.1.p1	XM_015303419.1.p1, XM_006363350.2.p1
OG0005447	NM_119733.3.p1, NM_001203723.2.p1, NM_116390.3.p1	XM_006349243.2.p1, XM_006352639.2.p1
OG0005448	NM_117247.2.p1, NM_001203878.1.p1, NM_118431.5.p1	XM_006358850.2.p1
OG0005448	NM_116303.2.p1	XM_006339423.2.p1
OG0005449	NM_001203950.1.p1, NM_119279.5.p1	XM_006360593.2.p1, XM_006365573.2.p1
OG0005450	NM_202956.3.p1, NM_001203990.1.p1, NM_119674.5.p1, NM_127232.4.p1	XM_006359640.2.p1, XM_006356955.2.p1
OG0005451	NM_001331292.1.p1	XM_006339729.2.p1
OG0005452	NM_001331520.1.p1	XM_006342193.2.p1, XM_006342339.1.p1, XM_006363702.2.p1
OG0005453	NM_100487.5.p1, NM_001331611.1.p1	XM_006341929.2.p1
OG0005454	NM_202071.3.p1, NM_100838.6.p1, NM_001331845.1.p1	XM_006349251.2.p1
OG0005455	NM_001332172.1.p1, NM_001332170.1.p1, NM_001332171.1.p1, NM_106677.3.p1	XM_006341605.2.p1, XM_006356126.2.p1
OG0005456	NM_101900.5.p1, NM_001344229.1.p1, NM_001344228.1.p1, NM_202143.1.p1, NM_001332447.1.p1, NM_101901.4.p1	XM_006342485.1.p1
OG0005457	NM_001333040.1.p1	XM_015313817.1.p1
OG0005458	NM_001333113.1.p1, NM_103182.3.p1	XM_015304160.1.p1
OG0005459	NM_112895.3.p1, NM_001333439.1.p1, NM_103929.4.p1	XM_006362258.2.p1
OG0005460	NM_001333586.1.p1, NM_104212.2.p1	XM_006358872.2.p1
OG0005461	NM_001334226.1.p1	XM_006350426.2.p1, XR_001473532.1.p1
OG0005462	NM_105267.2.p1, NM_001334227.1.p1	XM_015312151.1.p1
OG0005463	NM_105388.3.p1, NM_001334282.1.p1, NM_001334280.1.p1, NM_001334279.1.p1, NM_001334278.1.p1, NM_001334281.1.p1, NM_001334277.1.p1	XM_006365583.2.p1
OG0005464	NM_001334341.1.p1, NM_105473.3.p1, NM_202100.2.p1, NM_101346.3.p1	XM_006349490.2.p1, XM_006349491.2.p1, XM_015303898.1.p1, XM_006364270.2.p1, XM_006351261.2.p1
OG0005465	NM_105960.5.p1, NM_001334561.1.p1	XM_006342950.2.p1
OG0005467	NM_101313.3.p1, NM_001335120.1.p1	XM_006358409.2.p1
OG0005468	NM_001336048.1.p1	XM_006361461.2.p1
OG0005469	NM_001336147.1.p1, NM_179783.2.p1	XM_006338782.2.p1
OG0005470	NM_128876.4.p1, NM_001336424.1.p1	XM_006349913.2.p1, XM_006340859.2.p1
OG0005471	NM_115664.4.p1, NM_129771.4.p1	XM_006343975.2.p1
OG0005472	NM_001337156.1.p1, NM_001337157.1.p1, NM_130150.3.p1, NM_001340083.1.p1, NM_001340084.1.p1	XM_006345528.2.p1
OG0005473	NM_001337222.1.p1, NM_180131.2.p1	XM_015309629.1.p1, XM_015309628.1.p1, XR_001473694.1.p1, XR_001473696.1.p1, XR_001473693.1.p1, XM_006349521.2.p1
OG0005475	NM_001337805.1.p1, NM_111753.4.p1	XM_015307873.1.p1, XM_006345384.1.p1
OG0005477	NM_001338068.1.p1, NM_112223.3.p1	XM_006343074.2.p1
OG0005478	NM_113513.2.p1, NM_001338779.1.p1	XM_006341712.2.p1
OG0005479	NM_001339189.1.p1, NM_114373.4.p1, NM_001339190.1.p1	XM_006347136.2.p1
OG0005480	NM_001339378.1.p1	XM_006366846.2.p1
OG0005481	NM_001339482.1.p1, NM_114941.5.p1, NM_202971.2.p1	XM_006344756.2.p1, XM_006338198.2.p1
OG0005482	NM_001339798.1.p1, NM_115509.3.p1	XM_015303978.1.p1, XM_006366234.2.p1
OG0005483	NM_115577.4.p1, NM_001339843.1.p1	XM_015313724.1.p1
OG0005484	NM_001340052.1.p1, NM_115926.4.p1	XR_367359.2.p1, XR_367358.2.p1, XM_006347833.2.p1
OG0005485	NM_001340440.1.p1, NM_001340436.1.p1, NM_001340437.1.p1, NM_001340434.1.p1	XM_015308672.1.p1, XM_015314876.1.p1
OG0005486	NM_001340449.1.p1, NM_001340448.1.p1	XM_006357432.2.p1
OG0005487	NM_001340681.1.p1	XM_006362866.2.p1, XM_015313974.1.p1
OG0005488	NM_001340905.1.p1, NM_001340906.1.p1	XM_015307637.1.p1
OG0005489	NM_001341060.1.p1, NM_001341058.1.p1, NM_001341055.1.p1, NM_001341057.1.p1, NM_001341054.1.p1, NM_001341056.1.p1, NM_001341061.1.p1	XM_006342718.2.p1
OG0005490	NM_118297.5.p1, NM_001341513.1.p1	XM_006348033.2.p1, XM_006348034.2.p1, XM_006348032.2.p1, XM_015309073.1.p1, XM_015309074.1.p1
OG0005491	NM_001341717.1.p1, NM_118620.4.p1	XM_006343712.1.p1, XM_006343711.2.p1
OG0005492	NM_001341722.1.p1	XM_006358137.2.p1
OG0005493	NM_127469.3.p1, NM_001341992.1.p1	XM_006353948.2.p1
OG0005494	NM_120745.3.p1, NM_001342888.1.p1	XM_006360546.2.p1
