Orthogroup	Arabidopsis_thaliana_rna_prot	Musa_acuminata_rna_prot
OG0004683	NM_114522.4.p1	XM_065110245.1.p1, XM_065110247.1.p1, XM_065110246.1.p1, XM_065110244.1.p1, XM_065185066.1.p1, XM_065185068.1.p1, XM_065185069.1.p1, XM_009386570.3.p1, XM_065084605.1.p1
OG0004684	NM_115084.4.p1	XM_065127958.1.p1, XM_065085945.1.p1, XM_065127959.1.p1, XM_065090544.1.p1
OG0004685	NM_180073.4.p1, NM_115850.4.p1	XM_065139704.1.p1, XM_009387411.3.p1
OG0004686	NM_130069.3.p1, NM_115917.5.p1	XM_065089163.1.p1, XM_065106764.1.p1, XM_065180066.1.p1, XM_065108665.1.p1, XM_065108664.1.p1, XM_065152833.1.p1, XM_065152834.1.p1, XM_065104560.1.p1, XM_065104559.1.p1
OG0004687	NM_116484.3.p1, NM_116137.3.p1	XM_065093357.1.p1, XM_065093359.1.p1, XM_018829346.2.p1, XM_009417861.3.p1
OG0004688	NM_116206.3.p1	XM_065096061.1.p1, XM_065096068.1.p1, XM_009390739.3.p1, XM_065147698.1.p1
OG0004689	NM_116239.4.p1, NM_180105.2.p1	XR_010494152.1.p1, XM_065109707.1.p1, XM_065094669.1.p1, XM_009388291.3.p1, XM_065151605.1.p1
OG0004690	NM_116386.4.p1	XM_065120901.1.p1, XM_065120897.1.p1, XM_065120898.1.p1, XM_065120899.1.p1, XM_065120900.1.p1, XM_065165278.1.p1, XM_065165279.1.p1, XM_065165275.1.p1, XM_065165276.1.p1, XM_065165281.1.p1, XM_065162286.1.p1, XM_065122780.1.p1, XM_009417387.3.p1, XM_065080707.1.p1
OG0004691	NM_116449.3.p1, NM_123231.4.p1	XM_009385459.3.p1, XM_065175409.1.p1, XM_065185369.1.p1, XM_065137356.1.p1, XM_009417924.3.p1, XM_065185286.1.p1
OG0004692	NM_116923.4.p1	XM_065100326.1.p1, XM_065129298.1.p1
OG0004693	NM_116938.4.p1	XM_065102151.1.p1, XM_009410506.3.p2, XM_065164452.1.p1, XM_009403737.3.p1, XM_065163174.1.p1, XM_009404949.3.p1, XM_009422908.3.p1
OG0004694	NM_117197.4.p1, NM_179098.3.p1, NM_118488.6.p1	XM_009410778.3.p1, XM_009411167.3.p1, XM_065104002.1.p1, XM_065148226.1.p1
OG0004695	NM_117276.3.p1, NM_118669.3.p1	XM_009383743.3.p1, XM_009383739.3.p1, XM_009403644.3.p1
OG0004696	NM_129134.4.p1, NM_117740.5.p1	XM_009416478.3.p1, XM_065093218.1.p1, XM_065137330.1.p1
OG0004698	NM_118152.2.p1	XM_065103074.1.p1, XM_065160086.1.p1, XM_065160096.1.p1, XM_065160109.1.p1, XM_065103076.1.p1, XM_065160092.1.p1, XM_065103810.1.p1, XM_065103811.1.p1, XM_009398087.3.p1
OG0004699	NM_118697.4.p1, NM_179113.2.p1	XM_065139806.1.p1
OG0004700	NM_119281.2.p1, NM_128001.2.p1	XM_065110586.1.p2, XM_065155031.1.p2, XM_009397179.3.p2, XM_065101983.1.p2
OG0004701	NM_127208.2.p1, NM_119640.3.p1, NM_120048.1.p1	XM_065104223.1.p1, XM_065088685.1.p1, XM_009395161.3.p1
OG0004703	NM_119810.3.p1	XM_065091616.1.p1, XM_065091617.1.p1, XM_065184759.1.p1, XM_065139885.1.p1, XM_065139886.1.p1, XM_009405761.3.p1, XM_065121204.1.p1
OG0004704	NM_119962.2.p1	XM_065114591.1.p1, XM_065114600.1.p1, XM_065114617.1.p1, XM_065114580.1.p1, XM_065114586.1.p1, XM_065098100.1.p1, XR_010494905.1.p1, XR_010494906.1.p1, XM_065142243.1.p1
OG0004705	NM_127682.4.p1, NM_120033.5.p1	XM_065167975.1.p1, XM_009420423.3.p1, XM_065127368.1.p1
OG0004706	NM_120319.4.p1	XM_065192059.1.p1, XM_065192061.1.p1, XR_010488657.1.p1
OG0004707	NM_120355.3.p1	XM_009411271.3.p1, XM_009411270.3.p1, XM_009416023.3.p1
OG0004708	NM_120367.4.p1	XM_009391420.3.p1, XM_065150211.1.p1, XM_009399655.3.p1
OG0004709	NM_120406.5.p1	XM_065115762.1.p1, XM_065190481.1.p1, XM_065125189.1.p1, XM_009408427.3.p1
OG0004710	NM_120407.6.p1, NM_180218.2.p1	XM_065171745.1.p1, XM_009422281.3.p1, XM_009422282.3.p1, XM_009389447.3.p1, XM_065112463.1.p1, XR_010497724.1.p1, XR_010514197.1.p1
OG0004711	NM_120456.1.p1, NM_120424.4.p1	XM_009390978.3.p1
OG0004712	NM_203004.1.p1, NM_120618.5.p1	XM_065165910.1.p1, XM_065165911.1.p1, XM_009408617.3.p1, XM_065153560.1.p1, XM_065171477.1.p1
OG0004713	NM_120751.4.p1	XR_010476071.1.p1, XR_010476072.1.p1, XR_010489463.1.p1, XR_010489461.1.p1, XM_065178974.1.p1
OG0004714	NM_121372.3.p1	XM_065098640.1.p1, XM_065143480.1.p1, XM_065098639.1.p1
OG0004715	NM_121980.4.p1	XM_065153315.1.p1, XM_009384981.3.p1, XM_009384980.3.p1, XM_065111040.1.p1
OG0004716	NM_122564.5.p1	XM_065098620.1.p1, XM_009393240.3.p1, XM_065142724.1.p1, XM_065142725.1.p1, XM_065098622.1.p1, XM_009413851.3.p1, XM_065165544.1.p1, XM_065120022.1.p1
OG0004717	NM_123587.5.p1	XM_009403617.3.p1
OG0004718	NM_124107.1.p1	XM_065080814.1.p1
OG0004719	NM_124129.4.p1	XM_065164813.1.p1
OG0004720	NM_124462.4.p1	XM_065155465.1.p1, XM_065188225.1.p1, XM_065188223.1.p1, XM_009407548.3.p1, XM_009394443.3.p1
OG0004721	NM_124958.3.p1	XM_009417272.2.p1
OG0004722	NM_124963.5.p1	XM_009398432.3.p1, XM_065117546.1.p1, XM_009398439.3.p1, XM_065117543.1.p1, XR_010488735.1.p1
OG0004723	NM_125455.4.p1	XM_065090723.1.p1, XR_010496793.1.p1
OG0004724	NM_125531.4.p1	XM_065091382.1.p1, XM_065083563.1.p1, XM_065083564.1.p1, XM_065172629.1.p1, XM_009422143.3.p1, XM_009422142.3.p1, XM_065172628.1.p1
OG0004725	NM_125676.5.p1	XM_018824731.2.p1, XM_009396750.3.p1, XM_065102575.1.p1, XM_065129464.1.p1, XM_065172036.1.p1
OG0004726	NM_125979.1.p1	XM_065140078.1.p1, XM_009394722.3.p1
OG0004727	NM_126278.3.p1, NM_179330.4.p1	XR_010502047.1.p1, XM_065172719.1.p1, XM_065083921.1.p1, XM_065079042.1.p1
OG0004728	NM_126417.3.p1	XM_065101065.1.p1, XM_065146861.1.p1, XM_009397133.3.p1
OG0004729	NM_127591.6.p1	XM_065174576.1.p1, XR_001976370.2.p1, XM_018820952.2.p1
OG0004730	NM_148407.3.p1, NM_127855.3.p1	XM_065143052.1.p1, XM_009396086.3.p1, XM_065141200.1.p1
OG0004731	NM_128172.4.p1	XM_065108386.1.p1, XM_009385421.3.p1, XM_065091854.1.p1
OG0004732	NM_129010.4.p1	XR_010497934.1.p1, XR_010514878.1.p1, XM_065190837.1.p1, XM_065116101.1.p1, XR_010497936.1.p1
OG0004733	NM_129123.3.p1	XM_065173356.1.p1
OG0004734	NM_129578.4.p1	XM_065151290.1.p1, XM_065110281.1.p1, XM_009403953.3.p1
OG0004735	NM_129893.3.p1	XM_065124112.1.p1, XM_009417740.3.p1, XM_009417739.3.p1, XM_065113361.1.p1, XM_065113362.1.p1, XM_018825799.2.p1
OG0004736	NM_147236.3.p1	XM_065177691.1.p1, XM_065177685.1.p1, XM_065097767.1.p1, XM_065097763.1.p1, XM_065097768.1.p1, XM_065097762.1.p1, XM_065111628.1.p1, XM_065111620.1.p1, XM_065111613.1.p1, XM_065097772.1.p1, XM_065097773.1.p1, XM_065111653.1.p1
OG0004758	NM_128723.3.p1, NM_001035811.2.p1	XM_065111847.1.p1, XM_065100122.1.p1, XM_065082211.1.p1
OG0004759	NM_001036154.2.p1	XM_065099711.1.p1
OG0004760	NM_101099.5.p1, NM_104951.4.p1, NM_001036543.2.p1, NM_117310.4.p1	XM_009386271.3.p1, XM_009384062.3.p1, XM_009413224.3.p1
OG0004761	NM_180807.2.p1, NM_001036940.1.p1	XM_065086996.1.p1, XM_009392451.3.p1
OG0004762	NM_001123742.1.p1, NM_001083978.2.p1	XM_065133826.1.p1, XM_065133828.1.p1, XM_065133830.1.p1, XM_065133829.1.p1
OG0004763	NM_117128.3.p1, NM_001340679.1.p1, NM_001084177.2.p1	XM_065183889.1.p1, XM_065183888.1.p1, XM_018830292.2.p1
OG0004764	NM_105834.4.p1, NM_001084341.2.p1	XM_065128011.1.p1, XM_065141772.1.p1, XM_065128001.1.p1
OG0004765	NM_111668.4.p1, NM_001337748.1.p1, NM_001084654.2.p1	XM_065095545.1.p1, XM_065092167.1.p1, XM_065136325.1.p1
OG0004766	NM_101766.3.p1, NM_001084828.3.p1, NM_001198102.1.p1	XM_009398522.3.p1, XM_065148801.1.p1, XM_065170276.1.p1
OG0004767	NM_001084849.2.p1	XM_009385832.3.p1, XM_065096830.1.p1, XM_065140275.1.p1, XM_065096831.1.p1, XM_065133799.1.p1, XM_009383665.3.p1, XM_065121095.1.p1, XM_065121097.1.p1
OG0004768	NM_117577.4.p1, NM_001084922.2.p1, NM_001203805.2.p1, NM_180294.2.p1, NM_180293.1.p1	XR_010491529.1.p1, XM_009407110.3.p1
OG0004769	NM_119673.5.p1, NM_001085024.2.p1	XM_065147010.1.p1, XM_065102220.1.p1, XM_065151735.1.p1
OG0004770	NM_001085031.1.p1, NM_179174.3.p1, NM_119789.2.p1, NM_127366.4.p1	XM_009413221.3.p1
OG0004771	NM_001343793.1.p1, NM_180731.3.p1, NM_001085146.2.p1	XM_009414846.3.p1, XM_065164907.1.p1, XM_065180008.1.p1, XM_065145130.1.p1, XM_065183236.1.p1
OG0004772	NM_001203559.1.p1, NM_124197.3.p1, NM_001344764.1.p1, NM_001085265.2.p1	XM_009393647.3.p1, XM_009393646.2.p1, XR_010495274.1.p1, XM_018822778.2.p1, XM_018822777.2.p1, XM_009392317.3.p1
OG0004773	NM_001085290.2.p1	XM_065180774.1.p1
OG0004774	NM_001123736.1.p1, NM_001123735.2.p1, NM_116341.4.p1, NM_130193.3.p1	XR_010514392.1.p1, XM_065188184.1.p1, XM_009422965.3.p1, XM_065173332.1.p1
OG0004775	NM_001123885.2.p1	XM_065165901.1.p1, XM_065165902.1.p1, XM_065165900.1.p1, XM_065165906.1.p1, XM_018831179.2.p1, XM_009417707.3.p1, XM_065081756.1.p1, XM_065081755.1.p1
OG0004776	NM_001335141.1.p1, NM_116319.1.p1, NM_102745.1.p1, NM_001340259.1.p1, NM_001124779.1.p1, NM_126241.1.p1, NM_001124778.1.p1	XR_010488477.1.p1, XR_010488478.1.p1, XR_010488476.1.p1, XM_018828897.2.p1, XM_065159338.1.p1, XR_010498100.1.p1, XM_065191084.1.p1
OG0004777	NM_117040.4.p1, NM_001160745.1.p1, NM_127757.3.p1, NM_001335777.1.p1, NM_001124885.1.p1, NM_102121.3.p1	XM_065160594.1.p1
OG0004778	NM_001125574.2.p1, NM_001341707.1.p1, NM_001341708.1.p1	XM_065171123.1.p1, XM_065095588.1.p1, XM_065095589.1.p1, XM_065092641.1.p1, XM_065092632.1.p1
OG0004779	NM_114870.4.p1, NM_114869.1.p1, NM_120636.4.p1, NM_001125703.2.p1, NM_126124.4.p1, NM_001345818.1.p1, NM_001345817.1.p1	XM_065127163.1.p1
OG0004780	NM_001125708.1.p1, NM_001125709.1.p1, NM_120758.4.p1	XM_009414792.3.p1
OG0004781	NM_001202928.1.p1, NM_202547.4.p1, NM_001337904.1.p1, NM_001161131.1.p1, NM_180226.3.p1, NM_202546.4.p1	XM_009393404.3.p1, XM_065098775.1.p1, XM_009393405.3.p1
OG0004782	NM_116145.4.p1, NM_001161214.2.p1	XM_065190513.1.p1, XM_009400235.3.p1
OG0004783	NM_001334664.1.p1, NM_101747.3.p1, NM_001332378.1.p1, NM_001198101.1.p1	XM_009415029.3.p1
OG0004784	NM_105742.5.p1, NM_001198437.1.p1	XR_010487155.1.p1, XM_065186266.1.p1, XM_009410991.3.p1, XM_065191804.1.p1
OG0004785	NM_119239.3.p1, NM_001342046.1.p1, NM_119238.5.p1, NM_127981.4.p1, NM_001202658.1.p1	XM_065117964.1.p1, XM_065161589.1.p1, XM_065080271.1.p1
OG0004786	NM_129021.2.p1, NM_001202747.2.p1	XM_065084443.1.p1, XM_065127289.1.p1, XM_065181248.1.p1
OG0004787	NM_001202898.2.p1, NM_121867.4.p1	XM_009413428.3.p1, XM_009394955.3.p1
OG0004788	NM_114212.5.p1, NM_001203078.1.p1, NM_122098.5.p1	XM_065161474.1.p1, XM_065103391.1.p1, XM_009403267.3.p1, XM_065107483.1.p1, XM_009411294.3.p1, XM_009421723.3.p1, XM_065122120.1.p1
OG0004789	NM_001203595.1.p1, NM_001345001.1.p1	XM_065086296.1.p1, XM_065086295.1.p1
OG0004790	NM_124913.4.p1, NM_124912.5.p1, NM_001203615.1.p1	XM_065135990.1.p1, XM_065092883.1.p1, XM_065191115.1.p1, XM_009400496.3.p1
OG0004791	NM_001345551.1.p1, NM_001345552.1.p1, NM_001345550.1.p1, NM_001203668.2.p1	XM_009414944.3.p1
OG0004792	NM_120962.3.p1, NM_001203681.1.p1, NM_125783.4.p1	XM_065089734.1.p1, XM_065089733.1.p1, XM_065087200.1.p1
OG0004793	NM_001203845.2.p1	XM_065092058.1.p1, XM_065092060.1.p1, XM_065092059.1.p1, XM_009408590.3.p1
OG0004794	NM_001204012.2.p1, NM_119865.4.p1	XM_065089968.1.p1
OG0004795	NM_128783.5.p1, NM_001331543.1.p1, NM_001331539.1.p1, NM_001331541.1.p1	XM_065113224.1.p1, XM_009407125.3.p1, XM_065132062.1.p1, XM_009385901.3.p1, XM_065181227.1.p1, XM_065081090.1.p1, XM_065110019.1.p1
OG0004796	NM_001331790.1.p1, NM_100755.3.p1	XM_065084684.1.p1, XM_065140675.1.p1, XM_009401656.3.p1
OG0004797	NM_001331994.1.p1, NM_104856.4.p1, NM_118245.1.p1, NM_118244.4.p1	XM_018827473.2.p1, XM_009398889.3.p1
OG0004798	NM_001332220.1.p1	XR_010491533.1.p1, XR_010501290.1.p1, XM_065167958.1.p1, XR_010501286.1.p1, XR_010501288.1.p1, XR_010491532.1.p1, XR_010491531.1.p1
OG0004800	NM_001332379.1.p1	XM_009398666.3.p1, XM_065105874.1.p1
OG0004801	NM_001332907.1.p1, NM_001332906.1.p1, NM_001332908.1.p1, NM_102791.5.p1	XR_010487178.1.p1, XM_009404290.3.p1, XM_009410277.3.p1
OG0004802	NM_001333092.1.p1	XR_010476439.1.p1, XR_010476429.1.p1, XR_010476428.1.p1, XR_010476436.1.p1, XR_010476443.1.p1, XM_065080996.1.p1, XM_009400973.3.p1
OG0004803	NM_112300.4.p1, NM_001333602.1.p1, NM_001333603.1.p1	XM_065187821.1.p1, XM_009407085.3.p1, XM_065127285.1.p1, XM_009421298.3.p1
OG0004804	NM_001334131.1.p1, NM_180639.1.p1, NM_001334133.1.p1, NM_202356.1.p1	XM_065141039.1.p1, XM_065101035.1.p1
OG0004805	NM_105415.3.p1, NM_001334300.1.p1	XM_065130072.1.p1, XM_065099768.1.p1, XM_065080580.1.p1, XM_065122641.1.p1
OG0004806	NM_101358.4.p1, NM_126222.4.p1, NM_001334478.1.p1, NM_102169.3.p1	XM_009417369.3.p1, XM_009389693.3.p1, XM_065137813.1.p1, XM_065186453.1.p1
OG0004807	NM_001334740.1.p1, NM_001334741.1.p1, NM_202429.2.p1	XM_009381566.3.p1, XM_065129027.1.p1
OG0004808	NM_106606.2.p1, NM_202450.2.p1, NM_202449.2.p1, NM_001334894.1.p1	XM_065086857.1.p1, XM_065086858.1.p1, XM_065138113.1.p1, XM_065138114.1.p1, XM_065085565.1.p1, XM_065085563.1.p1
OG0004809	NM_001335308.1.p1, NM_126666.4.p1, NM_001343297.1.p1	XM_065081174.1.p1, XM_009410090.3.p1
OG0004810	NM_103506.1.p1, NM_123588.4.p1, NM_123589.4.p1, NM_001335381.1.p1, NM_001335380.1.p1	XM_065188860.1.p1, XM_065080694.1.p1, XM_065080693.1.p1, XM_065080691.1.p1
OG0004811	NM_179822.4.p1, NM_001336283.1.p1	XM_065161427.1.p1, XM_065161426.1.p1, XM_065079599.1.p1, XM_065161434.1.p1, XM_065161425.1.p1, XM_065161430.1.p1, XM_065161431.1.p1, XM_065089740.1.p1
OG0004812	NM_001336608.1.p1, NM_129229.4.p1	XM_065131672.1.p1, XM_065090116.1.p1, XM_009388388.3.p1
OG0004813	NM_129432.3.p1, NM_001336725.1.p1	XM_065131205.1.p1
OG0004814	NM_001340005.1.p1, NM_001337072.1.p1, NM_129972.4.p1	XM_065154808.1.p1, XR_010487697.1.p1, XM_009381634.3.p1, XM_065098107.1.p1, XM_009406643.3.p1
OG0004815	NM_001337229.1.p1, NM_001337228.1.p1, NM_001337230.1.p1, NM_180135.3.p1	XM_009385313.3.p1, XR_010481162.1.p1
OG0004816	NM_201983.2.p1, NM_130356.5.p1, NM_001337283.1.p1	XM_009393294.3.p1
OG0004817	NM_111113.4.p1, NM_180172.2.p1, NM_001337410.1.p1, NM_001337409.1.p1, NM_121598.4.p1	XM_065166440.1.p1, XM_065166441.1.p1, XM_065166439.1.p1
OG0004818	NM_111213.3.p1, NM_001337470.1.p1	XM_009391839.3.p1, XM_065124092.1.p1
OG0004819	NM_001337546.1.p1, NM_111361.4.p1	XM_009415052.3.p1, XM_065121647.1.p1, XM_065121646.1.p1, XM_065164530.1.p1, XM_065079682.1.p1
OG0004820	NM_001337584.1.p1, NM_111416.3.p1, NM_122647.3.p1	XM_009394943.3.p1, XM_018823882.2.p1, XM_009413813.3.p1
OG0004821	NM_112344.5.p1, NM_001338138.1.p1, NM_104223.6.p1, NM_202288.3.p1	XR_010513879.1.p1, XM_065185710.1.p1, XM_009407325.3.p1
OG0004822	NM_001338511.1.p1, NM_104044.3.p1	XM_065146246.1.p1, XM_065103010.1.p1, XM_009420269.3.p1, XM_065082854.1.p1, XM_009392239.3.p1
OG0004823	NM_001339131.1.p1, NM_001339129.1.p1, NM_119416.8.p1	XM_009394209.3.p1, XM_065167691.1.p1
OG0004824	NM_001339583.1.p1, NM_001339584.1.p1, NM_115132.3.p1, NM_180354.2.p1	XM_065095698.1.p1, XM_065138163.1.p1, XM_065095699.1.p1, XM_009381536.3.p1, XM_065140577.1.p1
OG0004825	NM_001339729.1.p1, NM_125972.5.p1	XM_065130061.1.p1, XM_009404055.3.p1, XM_009414328.3.p1
OG0004826	NM_001339872.1.p1, NM_001339874.1.p1, NM_001339873.1.p1, NM_115607.4.p1, NM_001339871.1.p1, NM_129743.4.p1	XM_009390174.3.p1
OG0004827	NM_129760.5.p1, NM_001339904.1.p1	XM_065093160.1.p1, XM_018829174.2.p1, XM_009389125.3.p1
OG0004828	NM_116459.4.p1, NM_001340369.1.p1, NM_202772.2.p1	XM_065123445.1.p1, XM_065123462.1.p1
OG0004829	NM_001340423.1.p1, NM_001340424.1.p1	XM_065092307.1.p1, XM_065135865.1.p1, XM_065135862.1.p1, XM_065092309.1.p1, XM_065092310.1.p1
OG0004830	NM_001340948.1.p1	XM_009383000.3.p1
OG0004831	NM_001342010.1.p1, NM_001342011.1.p1	XM_065082841.1.p1, XM_065168142.1.p1, XM_065082842.1.p1, XM_065125462.1.p1
OG0004832	NM_001342307.1.p1, NM_119651.4.p1	XM_065108946.1.p1
OG0004833	NM_001342652.1.p1	XR_010514239.1.p1, XR_010514238.1.p1, XM_065187387.1.p1, XR_010514242.1.p1
OG0004834	NM_120403.3.p1, NM_001342693.1.p1	XM_065093651.1.p1, XM_018821896.2.p1, XM_009389564.3.p1, XM_065166805.1.p1, XM_065175518.1.p1
OG0004835	NM_001342854.1.p1, NM_001342852.1.p1	XM_065110098.1.p1, XM_065151771.1.p1, XR_010487214.1.p1, XM_065125835.1.p1
OG0004836	NM_120856.4.p1, NM_001342957.1.p1, NM_001342958.1.p1	XM_065144828.1.p1, XR_010494685.1.p1
OG0004837	NM_001343294.1.p1, NM_180484.3.p1, NM_121383.4.p1, NM_001343295.1.p1	XM_065121189.1.p1, XM_065079278.1.p1
OG0004838	NM_001344290.1.p1, NM_001344292.1.p1, NM_001344291.1.p1, NM_001344293.1.p1, NM_121547.2.p1, NM_001343400.1.p1	XM_065118819.1.p1, XM_065118816.1.p1, XM_065118813.1.p1, XM_065118821.1.p1, XM_009412825.3.p1, XM_018829401.2.p1
OG0004839	NM_120489.4.p1, NM_001343428.1.p1, NM_001343430.1.p1	XM_009402295.3.p1, XM_018825716.2.p1
OG0004840	NM_001343910.1.p1, NM_122424.4.p1	XM_065160747.1.p1, XM_065160749.1.p1, XM_065118907.1.p1, XR_010488909.1.p1, XM_065126519.1.p1
OG0004841	NM_001344231.1.p1, NM_001344232.1.p1, NM_123181.4.p1, NM_105357.2.p1	XM_009411437.3.p1, XM_009396166.3.p1
OG0004842	NM_001344713.1.p1, NM_124095.4.p1	XM_065176662.1.p1, XM_065145252.1.p1, XM_065105809.1.p1
OG0004843	NM_001345631.1.p1, NM_180936.2.p1, NM_125843.3.p1	XM_009394584.3.p1, XR_010495098.1.p1, XM_065143539.1.p1, XM_065101056.1.p1, XM_065101055.1.p1
OG0004844	NM_148184.3.p1, NM_100005.3.p1	XM_065166815.1.p1
OG0004845	NM_101692.2.p1	XM_065160469.1.p1, XM_009410902.3.p1, XM_009410903.3.p1, XM_065116962.1.p1
OG0004846	NM_101865.4.p1	XM_065081144.1.p1, XM_065123223.1.p1
OG0004847	NM_102146.3.p1, NM_105782.3.p1	XM_009385009.3.p1, XM_009386055.3.p1, XM_009397534.3.p1, XM_065118258.1.p1, XM_065170765.1.p1, XM_065194512.1.p1, XM_065119500.1.p1, XM_009414713.3.p1, XM_065174552.1.p1, XM_065110123.1.p1
OG0004848	NM_102414.4.p1	XM_065157229.1.p1, XR_010497768.1.p1, XM_065113755.1.p1, XM_065157232.1.p1, XR_010497771.1.p1, XR_010488003.1.p1, XM_065157231.1.p1, XR_010497769.1.p1, XR_010497766.1.p1, XM_065113753.1.p1, XM_065157228.1.p1, XR_010497767.1.p1
OG0004849	NM_129013.3.p1, NM_102751.5.p1	XM_009400739.3.p1, XM_065181424.1.p1
OG0004850	NM_102762.5.p1, NM_127367.3.p1	XM_065095671.1.p1
OG0004852	NM_103495.4.p1	XM_009406632.2.p1, XM_009395523.3.p1, XM_009422317.3.p1, XM_065112481.1.p1, XM_009406070.3.p1, XM_018818728.2.p1, XM_065169591.1.p1
OG0004853	NM_128183.4.p1, NM_179448.4.p1, NM_103623.5.p1	XM_009381752.3.p1
OG0004854	NM_112967.4.p1, NM_103992.3.p1	XM_065148898.1.p1, XM_018825044.2.p1, XM_065162626.1.p1, XM_065123541.1.p1
OG0004855	NM_104700.5.p1	XM_065190641.1.p1, XM_065159073.1.p1
OG0004856	NM_104906.2.p1	XM_065085028.1.p1
OG0004857	NM_104920.3.p1	XM_009399416.3.p1, XM_065158005.1.p1, XM_065115340.1.p1
OG0004858	NM_105087.2.p1	XM_009422954.3.p1, XM_065086885.1.p1, XM_065157642.1.p1, XM_065187257.1.p1, XM_065160350.1.p1, XM_065160355.1.p1, XM_065117199.1.p1
OG0004859	NM_105838.5.p1	XM_065086453.1.p1, XM_065086454.1.p1, XM_009406602.3.p1, XM_065187634.1.p1, XM_065187633.1.p1, XM_009406600.3.p1, XM_065112981.1.p1, XM_009406599.3.p1, XM_065187632.1.p1
OG0004860	NM_121653.4.p1, NM_111148.3.p1	XM_009408335.3.p1, XM_065093802.1.p1
OG0004861	NM_129396.4.p1, NM_111720.4.p1	XM_009415250.3.p1, XM_009401729.3.p1, XM_065114662.1.p1, XM_065153864.1.p1
OG0004862	NM_111944.4.p1, NM_120634.4.p1	XM_065183002.1.p1, XM_009398820.3.p1
OG0004863	NM_129329.2.p1, NM_111975.5.p1	XM_009407568.3.p1
OG0004864	NM_112035.4.p1	XM_009410394.3.p1, XM_065136659.1.p1
OG0004865	NM_112064.5.p1	XM_065194390.1.p1, XR_010489041.1.p1
OG0004866	NM_112152.3.p1	XM_009394691.3.p1
OG0004867	NM_112490.4.p1	XM_009382291.3.p1
OG0004868	NM_112705.4.p1	XM_065160032.1.p1, XM_065151241.1.p1, XM_009396203.3.p1
OG0004869	NM_113167.5.p1	XM_065136496.1.p1, XM_065136495.1.p1, XM_065136492.1.p1, XM_065136497.1.p1, XM_065114473.1.p1, XM_065114534.1.p1, XM_009406508.3.p1, XM_065114410.1.p1
OG0004870	NM_117538.2.p1, NM_113200.3.p1	XM_065096727.1.p1, XM_009407503.3.p1
OG0004871	NM_113321.5.p1	XM_009397917.3.p1, XM_065169021.1.p1
OG0004872	NM_113338.5.p1	XM_065137294.1.p1, XM_065106089.1.p1, XM_065137292.1.p1, XM_065137293.1.p1
OG0004873	NM_114730.3.p1, NM_125750.6.p1	XM_009422059.3.p1, XM_065086051.1.p1, XM_009384608.3.p1, XM_065089605.1.p1, XM_065089604.1.p1
OG0004874	NM_122373.3.p1, NM_114816.4.p1	XR_010480539.1.p1, XM_065086777.1.p1, XR_010480541.1.p1, XM_065154422.1.p1, XM_065162399.1.p1
OG0004875	NM_115027.2.p1	XM_065083287.1.p1, XM_065096906.1.p1
OG0004876	NM_115110.3.p1	XM_009421220.3.p1, XM_065113154.1.p1
OG0004877	NM_115216.3.p1, NM_129295.2.p1, NM_120337.1.p1	XM_065192082.1.p1
OG0004878	NM_115547.3.p1, NM_129666.5.p1	XM_009410110.3.p1, XM_065179302.1.p1, XM_065178958.1.p1, XM_065121273.1.p1, XM_009382283.3.p1, XM_009401664.3.p1, XM_009404170.3.p1
OG0004879	NM_115657.2.p1, NM_180033.2.p1, NM_120762.3.p1	XM_065098951.1.p1, XM_009398437.3.p1, XM_065123693.1.p1, XM_009420592.3.p1
OG0004880	NM_115852.4.p1, NM_129966.4.p1	XM_009392802.3.p1, XR_010486409.1.p1
OG0004881	NM_115900.4.p1	XR_010514576.1.p1, XR_010514577.1.p1, XM_065189215.1.p1, XR_010488132.1.p1, XM_065158558.1.p1
OG0004882	NM_116174.4.p1	XM_065172923.1.p1, XM_065089204.1.p1
OG0004883	NM_116290.4.p1	XM_065121259.1.p1
OG0004884	NM_116546.3.p1	XR_671769.3.p1, XM_009403905.2.p1
OG0004885	NM_118336.5.p1, NM_116659.5.p1	XM_009414969.3.p1, XM_065152769.1.p1, XM_065101212.1.p1, XM_065143700.1.p1
OG0004886	NM_128656.3.p1, NM_116887.3.p1	XR_010501867.1.p1, XM_018819821.2.p1, XR_001976049.2.p1, XR_001976048.2.p1, XR_010480720.1.p1, XM_009395285.3.p1, XR_010485329.1.p1, XR_010485330.1.p1, XM_065095731.1.p1
OG0004887	NM_117133.5.p1	XM_065090425.1.p1, XM_065090423.1.p1, XM_009385848.3.p1
OG0004888	NM_117277.3.p1	XM_009420901.3.p1, XM_065126999.1.p1, XM_065166683.1.p1, XM_065122910.1.p1, XM_065166774.1.p1, XM_065148553.1.p1, XM_065101721.1.p1, XM_065180898.1.p1
OG0004889	NM_117304.3.p1	XM_065144705.1.p1, XM_009393694.3.p1, XM_065099052.1.p1, XM_065191039.1.p1, XM_065158970.1.p1
OG0004890	NM_129132.2.p1, NM_117746.4.p1	XM_065146355.1.p1, XM_065149534.1.p1, XM_065106382.1.p1
OG0004891	NM_124049.5.p1, NM_117896.3.p1	XM_065152756.1.p1, XM_065107342.1.p1, XM_009398859.3.p1, XM_065121115.1.p1
