Orthogroup	Arabidopsis_thaliana_rna_prot	Malus_domestica_rna_prot
OG0005328	NM_114667.5.p1, NM_203254.2.p1, NM_125667.3.p1	XM_008376297.3.p1, XM_008340074.3.p1
OG0005329	NM_116495.4.p1, NM_115321.4.p1	XM_008384736.3.p1
OG0005330	NM_115329.3.p1	XM_008361301.3.p1, XM_029092949.1.p1
OG0005331	NM_115361.3.p1, NM_129486.5.p1	XM_017332817.2.p1
OG0005332	NM_115477.3.p1	XM_008376238.3.p1, XM_029105956.1.p1
OG0005333	NM_115984.2.p1	XM_029090966.1.p1, XM_029090947.1.p1, XM_029105660.1.p1, XM_008385082.3.p1
OG0005334	NM_116351.7.p1	XM_008346010.3.p1
OG0005335	NM_116387.2.p1	XM_029100034.1.p1
OG0005336	NM_116594.5.p1	XM_029097262.1.p1, XM_029108516.1.p1, XR_003776312.1.p1
OG0005337	NM_116755.5.p1	XM_029088590.1.p1
OG0005338	NM_117741.4.p1	XM_008394229.3.p1
OG0005339	NM_118147.5.p1	XM_008350888.3.p1
OG0005340	NM_118248.2.p1	XR_001789663.2.p1, XM_029096987.1.p1, XR_003770560.1.p1
OG0005341	NM_118307.4.p1	XM_008384493.3.p1, XM_008384494.3.p1, XM_017335064.2.p1, XM_008342444.3.p1
OG0005342	NM_124975.4.p1, NM_118793.3.p1	XM_029099416.1.p1, XM_008386368.3.p1, XM_029099415.1.p1
OG0005343	NM_118836.3.p1, NM_124869.3.p1	XM_008387766.3.p1, XM_008373044.3.p1
OG0005344	NM_118885.4.p1	XM_029089016.1.p1
OG0005345	NM_127421.2.p1, NM_119186.3.p1	XM_029091835.1.p1, XM_008342407.3.p1
OG0005346	NM_119289.3.p1	XM_029093200.1.p1, XM_029090366.1.p1, XM_029109504.1.p1
OG0005347	NM_119384.4.p1	XM_008395855.3.p1, XM_008395857.3.p1, XM_029106361.1.p1
OG0005348	NM_119406.3.p1, NM_180477.2.p1, NM_121170.3.p1	XM_008368432.3.p1, XM_008395801.3.p1
OG0005349	NM_119528.4.p1, NM_127015.4.p1	XM_017332537.2.p1, XM_008374897.3.p1, XM_008384167.3.p1
OG0005350	NM_119590.4.p1	XM_029109664.1.p1, XM_008340019.3.p1, XM_017323348.2.p1, XM_008340017.3.p1
OG0005352	NM_119840.7.p1	XM_008339938.3.p1, XM_029091300.1.p1
OG0005353	NM_119843.3.p1	XM_008339946.3.p1, XM_008340577.3.p1
OG0005354	NM_119911.4.p1	XM_008342622.3.p1, XM_008342611.3.p1
OG0005355	NM_120024.3.p1	XM_008351041.3.p1, XM_008374684.3.p1
OG0005356	NM_120101.3.p1	XM_008393795.3.p1, NM_001328895.1.p1
OG0005357	NM_120542.5.p1	XM_029105392.1.p1, XM_029105391.1.p1
OG0005358	NM_120558.3.p1	XM_029105338.1.p1, XM_008364997.3.p1
OG0005359	NM_121117.2.p1	XM_008379270.3.p1, XM_008380969.3.p1
OG0005360	NM_122035.3.p1	XM_008338757.3.p1, XM_008387006.3.p1
OG0005360	NM_121149.4.p1	NM_001294100.1.p1
OG0005361	NM_121783.5.p1	XM_029092762.1.p1, XM_008388677.3.p1
OG0005362	NM_121845.3.p1, NM_180513.1.p1	XM_008342234.3.p1, XM_029090923.1.p1
OG0005363	NM_121907.3.p1	XM_008392594.3.p1
OG0005364	NM_122139.5.p1	XM_029099927.1.p1
OG0005365	NM_122389.4.p1	XM_008369480.3.p1, XM_029106980.1.p1
OG0005366	NM_122874.4.p1	XM_008338749.3.p1, XM_029108895.1.p1, XM_029108899.1.p1
OG0005367	NM_122928.3.p1	XM_008387344.3.p1
OG0005368	NM_125808.3.p1, NM_123320.4.p1	XM_008387797.2.p1, XM_029107351.1.p1, XM_029107352.1.p1, XM_008350333.3.p1
OG0005369	NM_123974.3.p1	XM_029100248.1.p1, XM_008351807.3.p1, XM_008385453.3.p1, XM_017335067.2.p1, XM_008373479.3.p1
OG0005370	NM_124707.4.p1	XM_008345561.3.p1, XM_008378465.3.p1
OG0005371	NM_203222.2.p1, NM_125116.3.p1	XM_017336753.2.p1, XM_008392729.3.p1, XM_008392728.3.p1, XM_029096323.1.p1, XM_029096322.1.p1, XM_008374057.3.p1
OG0005372	NM_125133.5.p1	XM_008340399.3.p1, XM_029098283.1.p1
OG0005373	NM_125553.3.p1	NM_001328744.1.p1, NM_001328961.1.p1
OG0005374	NM_125811.4.p1	XM_008384799.3.p1, XM_029102758.1.p1
OG0005375	NM_127507.3.p1	XM_017323407.2.p1, XM_008356217.3.p1
OG0005376	NM_201763.2.p1, NM_127635.4.p1	XM_008344696.3.p1, XM_008383031.3.p1
OG0005377	NM_128004.4.p1	XM_029106970.1.p1, XM_008379898.3.p1, XM_008395676.3.p1, XM_029095085.1.p1, XM_017322715.2.p1
OG0005378	NM_179804.3.p1, NM_128517.4.p1	XM_008386620.3.p1, XR_001787876.2.p1, XR_003771960.1.p1, XM_029099668.1.p1
OG0005379	NM_129039.4.p1	XM_029099280.1.p1
OG0005380	NM_129240.3.p1	XM_008347159.3.p1
OG0005381	NM_129265.3.p1	XM_008352150.3.p1, XM_008371507.3.p1
OG0005382	NM_129325.6.p1	XM_008372500.3.p1, XM_029090151.1.p1
OG0005383	NM_129414.5.p1	XM_017330970.2.p1, XM_008368593.3.p1, XM_017330194.2.p1, XM_008365711.3.p1
OG0005384	NM_129658.4.p1	NM_001293901.1.p1, NM_001328757.1.p1
OG0005385	NM_130163.3.p1	XR_001785985.2.p1, XM_008340606.3.p1, XR_523978.3.p1, XM_029105688.1.p1, XR_523979.3.p1, XM_008340607.3.p1, XM_008340609.3.p1, XR_003774883.1.p1, XM_029096981.1.p1
OG0005386	NM_179832.2.p1	XM_008384689.3.p1
OG0005387	NM_201871.2.p1	XM_008385253.2.p1, XM_008373523.3.p1
OG0005408	NM_115078.4.p1, NM_001339563.1.p1, NM_001035765.2.p1	XM_008340237.3.p1
OG0005409	NM_001035831.2.p1	XM_008380231.3.p1
OG0005410	NM_001035897.1.p1, NM_100420.4.p1	XM_008392681.3.p1
OG0005411	NM_102180.4.p1, NM_001036006.1.p1, NM_001036186.2.p1, NM_105726.3.p1, NM_202393.2.p1	XM_008341893.3.p1, XM_008341894.3.p1, XM_029091277.1.p1
OG0005412	NM_101831.4.p1, NM_001332405.1.p1, NM_001036021.1.p1, NM_102549.5.p1	XM_008395509.3.p1
OG0005413	NM_001334543.1.p1, NM_001334544.1.p1, NM_001036192.3.p1	XM_017329228.2.p1, XM_008362232.3.p1
OG0005414	NM_001202762.2.p1, NM_001202760.1.p1, NM_179932.3.p1, NM_001036416.1.p1	XM_008348819.3.p1, XM_008348817.3.p1, XM_029094206.1.p1
OG0005415	NM_001036934.3.p1, NM_123817.4.p1, NM_179083.3.p1, NM_118163.4.p1, NM_001036605.1.p1, NM_001341439.1.p1	XM_008394777.3.p1, XM_008376178.3.p1
OG0005416	NM_001342211.1.p1, NM_001036704.2.p1, NM_124099.1.p1, NM_120554.2.p1, NM_103079.4.p1, NM_113554.3.p1	XM_008349226.3.p1
OG0005417	NM_122908.4.p1, NM_001036889.2.p1	XM_029108651.1.p1, XM_029108647.1.p1
OG0005418	NM_124755.3.p1, NM_001036993.2.p1, NM_001332726.1.p1	XM_029100221.1.p1, XM_029100222.1.p1, XM_008368615.3.p1, XM_008387930.3.p1, XM_029098105.1.p1, XM_029098108.1.p1
OG0005419	NM_001084291.2.p1, NM_001084292.1.p1	XM_017324964.2.p1, XM_008347152.3.p1
OG0005420	NM_106379.9.p1, NM_001084367.2.p1	XM_008380228.3.p1, XM_008380230.3.p1, XM_029094107.1.p1, XM_029094108.1.p1
OG0005421	NM_001084564.1.p1, NM_001336861.1.p1, NM_129636.3.p1	XM_008371194.3.p1, XM_008390670.3.p1
OG0005422	NM_100463.3.p1, NM_001331585.1.p1, NM_001123763.1.p1, NM_180052.4.p1, NM_001337011.1.p1	XM_008389474.3.p1, XM_008383240.3.p1
OG0005423	NM_001160891.1.p1, NM_001123873.1.p1, NM_114496.4.p1, NM_001339244.1.p1, NM_114494.1.p1, NM_114493.2.p1	XM_008387012.3.p1
OG0005424	NM_001123906.2.p1, NM_102661.3.p1, NM_001332841.1.p1, NM_001123905.1.p1	XM_008350983.3.p1, XM_008373270.3.p1
OG0005425	NM_001125006.1.p1, NM_129536.5.p1	XM_008384313.3.p1, XM_008374444.3.p1
OG0005426	NM_115071.4.p1, NM_001339554.1.p1, NM_001125350.1.p1	XM_029096904.1.p1, XM_029096898.1.p1, XM_008376931.3.p1
OG0005427	NM_129982.3.p1, NM_115863.4.p1, NM_001125388.1.p1	XM_029089388.1.p1, XM_029087737.1.p1
OG0005428	NM_001342654.1.p1, NM_001125683.2.p1	XM_029101179.1.p1
OG0005429	NM_113630.3.p1, NM_001338860.1.p1	XM_008343085.3.p1, XM_029107553.1.p1
OG0005431	NM_001161071.1.p1, NM_179854.3.p1	XM_029097304.1.p1, XM_008380130.3.p1, XM_008380129.3.p1
OG0005432	NM_122371.5.p1, NM_001343888.1.p1, NM_001161267.1.p1, NM_001343885.1.p1, NM_001161263.1.p1, NM_001343889.1.p1, NM_001343886.1.p1	XM_008378638.3.p1, XM_008383444.3.p1
OG0005433	NM_001331757.1.p1, NM_001198005.1.p1, NM_001198004.1.p1, NM_202062.3.p1	XM_029088592.1.p1, XM_008387292.3.p1, XM_029088594.1.p1
OG0005434	NM_001332280.1.p1, NM_001198090.2.p1	XM_008384744.3.p1, XM_008384743.3.p1, XM_017327968.2.p1, XM_017327969.2.p1
OG0005435	NM_102331.3.p1, NM_001198163.1.p1, NM_125174.2.p1	XM_008367593.3.p1, XM_029091812.1.p1
OG0005436	NM_001198305.2.p1, NM_001333696.1.p1, NM_001198304.1.p1	XM_008340757.3.p1, XM_029107250.1.p1, XM_029107251.1.p1
OG0005437	NM_147325.3.p1, NM_116088.3.p1, NM_113911.1.p1, NM_001198320.2.p1, NM_104518.1.p1, NM_124863.1.p1	XM_008387844.2.p1, XM_029089416.1.p1, XM_017330097.2.p1
OG0005438	NM_001198372.1.p1, NM_105022.3.p1, NM_123483.3.p1	XM_008350248.3.p1, XM_008362482.3.p1
OG0005439	NM_179542.2.p1, NM_001334469.1.p1, NM_105730.3.p1, NM_001198434.1.p1, NM_001334467.1.p1, NM_001334466.1.p1, NM_001334468.1.p1, NM_001334464.1.p1, NM_001334465.1.p1	XM_029095580.1.p1, XM_029095578.1.p1, XM_029095579.1.p1
OG0005440	NM_001334789.1.p1, NM_001198492.1.p1	XM_029094966.1.p1, XM_029094963.1.p1
OG0005441	NM_001202627.2.p1	XM_029094263.1.p1, XM_029094264.1.p1, XM_008339373.3.p1, XM_029087620.1.p1
OG0005442	NM_119316.5.p1, NM_001202664.1.p1, NM_128025.4.p1	XM_017333691.2.p1, XM_008395336.3.p1, XM_029106712.1.p1
OG0005443	NM_115073.5.p1, NM_001203138.1.p1, NM_001203139.1.p1	XM_029096938.1.p1, XM_008356705.3.p1, XM_008376922.3.p1
OG0005444	NM_001203316.1.p1, NM_120780.4.p1, NM_001342915.1.p1, NM_112067.4.p1, NM_001337986.1.p1	XM_008377114.3.p1
OG0005446	NM_110965.4.p1, NM_001343403.1.p1, NM_001343404.1.p1, NM_001203387.1.p1	XM_008381185.3.p1
OG0005447	NM_119733.3.p1, NM_001203723.2.p1, NM_116390.3.p1	XR_003775527.1.p1, XR_003775526.1.p1, XM_029107125.1.p1, XM_029107124.1.p1, XM_029094503.1.p1
OG0005448	NM_117247.2.p1, NM_001203878.1.p1, NM_118431.5.p1	XM_029101025.1.p1
OG0005448	NM_116303.2.p1	XM_029105656.1.p1, XM_029090615.1.p1
OG0005449	NM_001203950.1.p1, NM_119279.5.p1	XM_008395700.3.p1, XM_008379914.3.p1
OG0005450	NM_202956.3.p1, NM_001203990.1.p1, NM_119674.5.p1, NM_127232.4.p1	XM_008374644.3.p1, XM_029109747.1.p1
OG0005451	NM_001331292.1.p1	XM_029095620.1.p1, XM_029105693.1.p1
OG0005452	NM_001331520.1.p1	XM_008343796.3.p1
OG0005453	NM_100487.5.p1, NM_001331611.1.p1	XM_008389784.3.p1
OG0005454	NM_202071.3.p1, NM_100838.6.p1, NM_001331845.1.p1	XM_008369964.3.p1, XM_008369965.3.p1, XM_008380686.3.p1
OG0005455	NM_001332172.1.p1, NM_001332170.1.p1, NM_001332171.1.p1, NM_106677.3.p1	XM_029108410.1.p1, XM_008379385.3.p1
OG0005456	NM_101900.5.p1, NM_001344229.1.p1, NM_001344228.1.p1, NM_202143.1.p1, NM_001332447.1.p1, NM_101901.4.p1	XM_008378866.3.p1, XM_008389654.3.p1
OG0005457	NM_001333040.1.p1	XM_029105998.1.p1
OG0005458	NM_001333113.1.p1, NM_103182.3.p1	XM_029107160.1.p1, XM_029094625.1.p1
OG0005459	NM_112895.3.p1, NM_001333439.1.p1, NM_103929.4.p1	XM_008387537.3.p1, XM_008365023.3.p1
OG0005460	NM_001333586.1.p1, NM_104212.2.p1	XM_008376510.3.p1
OG0005461	NM_001334226.1.p1	XM_008383166.2.p1
OG0005462	NM_105267.2.p1, NM_001334227.1.p1	XM_008344910.3.p1
OG0005463	NM_105388.3.p1, NM_001334282.1.p1, NM_001334280.1.p1, NM_001334279.1.p1, NM_001334278.1.p1, NM_001334281.1.p1, NM_001334277.1.p1	XM_008343626.3.p1
OG0005464	NM_001334341.1.p1, NM_105473.3.p1, NM_202100.2.p1, NM_101346.3.p1	XM_029092168.1.p1, XM_029092169.1.p1, XM_008358433.3.p1
OG0005465	NM_105960.5.p1, NM_001334561.1.p1	XM_008393075.3.p1, XM_008393077.3.p1, XM_008382602.3.p1, XM_017334076.2.p1, XM_008382601.3.p1
OG0005466	NM_001335075.1.p1, NM_179593.4.p1, NM_105477.4.p1	XM_008390948.3.p1, XM_008383527.3.p1
OG0005467	NM_101313.3.p1, NM_001335120.1.p1	XM_008380734.3.p1
OG0005468	NM_001336048.1.p1	XM_029106709.1.p1, XM_008395348.3.p1
OG0005469	NM_001336147.1.p1, NM_179783.2.p1	XM_008361787.3.p1, XM_008379685.3.p1, XM_029100517.1.p1
OG0005470	NM_125789.3.p1	XM_008390529.3.p1
OG0005470	NM_128876.4.p1, NM_001336424.1.p1	XM_008363492.3.p1
OG0005471	NM_115664.4.p1, NM_129771.4.p1	XM_008393845.3.p1
OG0005472	NM_001337156.1.p1, NM_001337157.1.p1, NM_130150.3.p1, NM_001340083.1.p1, NM_001340084.1.p1	XM_029094635.1.p1, XM_029105703.1.p1
OG0005473	NM_001337222.1.p1, NM_180131.2.p1	XM_008344388.3.p1
OG0005474	NM_001337594.1.p1, NM_148689.3.p1	XM_008372190.3.p1
OG0005475	NM_001337805.1.p1, NM_111753.4.p1	XM_008362375.3.p1, XM_029092576.1.p1
OG0005476	NM_001338019.1.p1, NM_202568.3.p1, NM_112137.4.p1	XM_008384074.3.p1, XM_029108243.1.p1, XM_029097271.1.p1, XM_029097272.1.p1, XM_008346739.3.p1
OG0005477	NM_001338068.1.p1, NM_112223.3.p1	XM_008393232.3.p1
OG0005478	NM_113513.2.p1, NM_001338779.1.p1	XM_008341926.3.p1, XM_029095622.1.p1
OG0005479	NM_001339189.1.p1, NM_114373.4.p1, NM_001339190.1.p1	XM_029088581.1.p1
OG0005480	NM_001339378.1.p1	XM_029103808.1.p1, XM_029103802.1.p1, XM_008375979.3.p1
OG0005481	NM_148573.2.p1	XM_008389115.3.p1
OG0005482	NM_001339798.1.p1, NM_115509.3.p1	XM_029107560.1.p1, XM_008380964.3.p1, XM_008370188.3.p1
OG0005483	NM_115577.4.p1, NM_001339843.1.p1	XM_008394147.3.p1, XR_003768418.1.p1, XM_029092747.1.p1, XR_003768419.1.p1, XM_008374801.3.p1
OG0005484	NM_001340052.1.p1, NM_115926.4.p1	XM_029105623.1.p1
OG0005485	NM_001340440.1.p1, NM_001340436.1.p1, NM_001340437.1.p1, NM_001340434.1.p1	XM_029107957.1.p1, XM_029101637.1.p1, XM_029108729.1.p1, XM_029108733.1.p1, XM_029108730.1.p1, XM_029107956.1.p1, XM_008343726.3.p1
OG0005486	NM_001340449.1.p1, NM_001340448.1.p1	XR_003776315.1.p1, XR_003776313.1.p1, XM_008344707.3.p1
OG0005487	NM_001340681.1.p1	XM_008390217.2.p1, XM_008372129.3.p1
OG0005488	NM_001340905.1.p1, NM_001340906.1.p1	XM_008339355.3.p1
OG0005489	NM_001341060.1.p1, NM_001341058.1.p1, NM_001341055.1.p1, NM_001341057.1.p1, NM_001341054.1.p1, NM_001341056.1.p1, NM_001341061.1.p1	XM_008378919.3.p1
OG0005490	NM_118297.5.p1, NM_001341513.1.p1	XM_029087581.1.p1
OG0005491	NM_001341717.1.p1, NM_118620.4.p1	XR_001788701.2.p1, XM_008362525.3.p1
OG0005492	NM_001341722.1.p1	XM_029104949.1.p1, XM_029106057.1.p1, XM_029106031.1.p1, XM_029106029.1.p1
OG0005493	NM_127469.3.p1, NM_001341992.1.p1	XM_029107152.1.p1, XM_029107153.1.p1, XM_008377659.3.p1
OG0005494	NM_120745.3.p1, NM_001342888.1.p1	XM_008367567.3.p1
OG0005495	NM_001343009.1.p1, NM_001343012.1.p1, NM_001343011.1.p1, NM_001343010.1.p1, NM_001343008.1.p1	XM_008346257.3.p1
OG0005496	NM_120950.5.p1, NM_001343025.1.p1	XM_017326896.2.p1
OG0005497	NM_001343158.1.p1, NM_121153.5.p1, NM_119367.3.p1, NM_128091.1.p1	XM_008380168.3.p1, XM_008353840.3.p1
OG0005498	NM_001343308.1.p1, NM_001343307.1.p1, NM_121405.4.p1	XM_008343053.3.p1
OG0005499	NM_121474.3.p1, NM_001343357.1.p1	XM_008343226.3.p1, XM_008367161.3.p1
OG0005500	NM_121559.3.p1, NM_203055.1.p1, NM_001343408.1.p1	XM_029108709.1.p1, XM_029097562.1.p1
OG0005501	NM_001343496.1.p1	XM_008373710.3.p1
OG0005502	NM_001343634.1.p1	XM_029093565.1.p1, XM_029093566.1.p1
OG0005502	NM_001343633.1.p1, NM_122007.4.p1	XM_008377489.3.p1, XM_008345836.3.p1
OG0005503	NM_123731.5.p1, NM_001344494.1.p1	XM_029091956.1.p1, XM_029091954.1.p1, XM_008363801.3.p1
OG0005504	NM_124681.4.p1, NM_001345026.1.p1, NM_001345024.1.p1	XM_029106203.1.p1
OG0005505	NM_114641.4.p1, NM_001345488.1.p1, NM_125567.2.p1, NM_001345493.1.p1	XM_008387045.3.p1
OG0005506	NM_121010.3.p1, NM_125853.3.p1, NM_001345643.1.p1	XM_008340988.3.p1, XM_008345932.3.p1
OG0005507	NM_100006.4.p1	XM_008377938.3.p1, XM_008354832.3.p1
OG0005508	NM_100356.4.p1	XM_008382389.3.p1
OG0005510	NM_101505.3.p1, NM_106584.3.p1	XM_008373745.3.p1, XM_029102871.1.p1
OG0005511	NM_101517.4.p1	XM_008384859.3.p1, XM_029110049.1.p1, XM_008347865.3.p1
OG0005512	NM_101708.3.p1, NM_106063.3.p1	XM_008394379.3.p1, XM_029093626.1.p1
OG0005513	NM_202958.1.p1, NM_119701.4.p1	XM_008384281.3.p1, XM_008359094.3.p1
OG0005514	NM_102035.2.p1, NM_106409.4.p1	XM_008390006.3.p1, XM_029093963.1.p1
OG0005515	NM_102095.3.p1	XM_008374770.3.p1, XM_008374771.3.p1, XM_029107169.1.p1, XM_017332587.2.p1, XM_008351752.3.p1, XM_029107168.1.p1
OG0005516	NM_102418.4.p1	XM_008391201.3.p1, XM_008341602.3.p1
OG0005518	NM_102839.5.p1, NM_118120.5.p1, NM_123846.4.p1	XM_008385218.3.p1, XM_029102963.1.p1
OG0005519	NM_103074.3.p1, NM_117082.3.p1	XM_029108994.1.p1, XM_029108991.1.p1, XM_029108992.1.p1, XM_029101815.1.p1, XM_029101814.1.p1
OG0005520	NM_104170.3.p1	XM_008368528.3.p1
OG0005520	NM_179672.4.p1	XM_008383036.3.p1
OG0005521	NM_104236.5.p1	XM_029097078.1.p1, XM_008381968.3.p1, XM_017324281.2.p1, XM_008344119.3.p1
OG0005522	NM_123521.4.p1, NM_105073.2.p1	XM_029104893.1.p1, XM_008355785.3.p1
OG0005523	NM_105418.2.p1	XM_008341974.3.p1, XM_008352734.3.p1
OG0005524	NM_105563.5.p1	XM_029095993.1.p1, XM_029095994.1.p1, XM_029095995.1.p1
OG0005525	NM_105827.3.p1, NM_202397.2.p1	XM_008388152.3.p1
OG0005526	NM_106392.4.p1	XM_008341443.3.p1, XM_008341445.3.p1
OG0005527	NM_106586.4.p1	XM_029102872.1.p1, XM_008384988.3.p1
OG0005528	NM_122594.3.p1, NM_111378.4.p1	XM_008390406.3.p1, XM_008372440.3.p1
OG0005529	NM_111575.3.p1	XM_008392132.3.p1, XM_017336680.2.p1, XM_017336901.2.p1
OG0005530	NM_111701.4.p1	XM_008352355.3.p1, XM_029101342.1.p1
OG0005531	NM_120224.4.p1, NM_111727.6.p1	XM_008368939.3.p1, XM_008357492.3.p1
OG0005532	NM_120536.5.p1, NM_111891.7.p1	XM_029094074.1.p1, XM_029094071.1.p1, XM_008341546.3.p1, XM_029105403.1.p1, XM_029105402.1.p1
OG0005533	NM_124774.3.p1	XM_008357156.3.p1
OG0005534	NM_112476.3.p1	XM_008388272.3.p1, XM_008355492.3.p1, XM_008382706.3.p1
OG0005536	NM_112917.5.p1	XM_008382181.3.p1, XM_029108233.1.p1
OG0005537	NM_113000.6.p1	XR_003769478.1.p1, XR_003769477.1.p1, XM_008364996.3.p1, XM_029105334.1.p1
OG0005538	NM_113082.4.p1	XM_008343754.3.p1, XM_008381390.3.p1
OG0005539	NM_117407.3.p1, NM_113355.2.p1, NM_117983.6.p1	XM_008345879.3.p1
OG0005540	NM_114399.5.p1	XM_008340168.3.p1
OG0005541	NM_114409.3.p1	XM_029092808.1.p1, XM_008362314.3.p1, XM_008388676.3.p1
OG0005542	NM_114937.3.p1	XM_008339952.3.p1
OG0005544	NM_115390.3.p1, NM_129506.2.p1	XM_008372864.3.p1, XM_008373016.3.p1
OG0005545	NM_115453.3.p1	XR_003775006.1.p1, XM_008375810.3.p1
OG0005546	NM_115534.3.p1, NM_129680.4.p1	XM_029090698.1.p1, XM_029090699.1.p1, XM_029090700.1.p1
OG0005547	NM_115546.4.p1	XM_017333619.2.p1, XM_029094886.1.p1
OG0005548	NM_115653.4.p1	XM_008393865.3.p1
OG0005549	NM_115742.1.p1	XM_008382006.3.p1, XM_017324036.2.p1
OG0005550	NM_116762.1.p1, NM_116765.1.p1, NM_116764.1.p1, NM_116763.1.p1	XM_008360520.2.p1
OG0005551	NM_116961.5.p1	XM_029098946.1.p1, XM_029093653.1.p1, XM_008374944.3.p1
OG0005552	NM_117076.3.p1, NM_117427.3.p1	XM_008363201.3.p1, XM_008383436.3.p1
OG0005553	NM_117079.4.p1	XM_008383438.2.p1
OG0005555	NM_117805.3.p1	XM_029104514.1.p1, XM_029104516.1.p1, XM_029104515.1.p1, XM_008354983.3.p1
OG0005556	NM_117937.5.p1	XM_029103082.1.p1, XM_029110250.1.p1
OG0005557	NM_117959.1.p1	XM_008373215.3.p1
OG0005558	NM_125154.4.p1, NM_119181.3.p1	XM_008342413.3.p1, XM_029091098.1.p1
OG0005559	NM_119508.4.p1, NM_120977.3.p1	XM_008383815.3.p1, XM_008374970.3.p1
OG0005560	NM_119516.6.p1, NM_119515.3.p1	XM_008340684.3.p1, XM_029106394.1.p1, XM_008375027.3.p1
OG0005561	NM_119796.4.p1, NM_119797.4.p1, NM_119795.5.p1	XM_008339755.3.p1
OG0005563	NM_120068.5.p1, NM_127713.4.p1	XM_029098078.1.p1, XM_029109558.1.p1
OG0005564	NM_120250.4.p1	XM_008371990.3.p1, XM_008368568.3.p1
OG0005565	NM_120532.3.p1	XM_017325571.2.p1, XM_029105420.1.p1
OG0005566	NM_120816.3.p1, NM_125573.4.p1	XM_029098044.1.p1, XM_008394461.3.p1, XM_029091970.1.p1
OG0005567	NM_120930.5.p1	XM_029093351.1.p1
OG0005568	NM_125909.2.p1, NM_121050.2.p1	XM_008363268.3.p1, XM_029093454.1.p1
OG0005569	NM_121125.3.p1	XM_008380785.3.p1, XM_008359046.3.p1
OG0005571	NM_121470.3.p1	XM_008343221.3.p1, XM_008349799.3.p1
OG0005572	NM_121583.4.p1	XM_029107892.1.p1, XM_029107894.1.p1, XM_029107893.1.p1, XM_029107895.1.p1, XM_008359578.3.p1, XM_029097171.1.p1
OG0005573	NM_121692.2.p1	XM_008376811.3.p1
OG0005574	NM_121987.3.p1	XM_029087792.1.p1, XM_008346445.3.p1, XM_008386162.3.p1
OG0005575	NM_122348.3.p1	XM_008383103.3.p1, XM_008378572.3.p1, XM_029104779.1.p1
OG0005576	NM_123289.3.p1, NM_123292.2.p1, NM_123288.3.p1	XM_008346180.3.p1, XM_029097453.1.p1
OG0005577	NM_123330.3.p1	XM_008381614.3.p1
OG0005578	NM_123506.3.p1	XM_008375465.3.p1, XM_029104697.1.p1
OG0005580	NM_203166.2.p1, NM_124033.4.p1	XM_008342859.3.p1, XM_008342858.3.p1, XM_029104449.1.p1
OG0005581	NM_124273.5.p1	XM_008392249.3.p1, XM_008361994.3.p1
OG0005582	NM_124317.4.p1	XM_029095999.1.p1, XM_017323797.2.p1, XM_008392323.3.p1
OG0005583	NM_124330.4.p1	XM_008340382.3.p1
OG0005584	NM_124454.3.p1	XM_029104277.1.p1
OG0005585	NM_124468.3.p1	XM_008375969.3.p1, XM_008348123.3.p1
OG0005586	NM_124641.2.p1	XM_008360167.3.p1
OG0005587	NM_125019.5.p1	XM_017335894.2.p1, XM_008386131.3.p1, XM_008353025.3.p1
OG0005588	NM_125264.3.p1	XM_008356928.2.p1, XM_008356918.3.p1
OG0005589	NM_125472.3.p1	XM_008387142.3.p1, XM_029098449.1.p1
OG0005590	NM_125693.3.p1	XM_029100855.1.p1, XM_029100852.1.p1, XM_017323271.2.p1, XM_029100849.1.p1, XM_029100850.1.p1, XM_029100853.1.p1, XM_029100851.1.p1, XM_029101764.1.p1
OG0005591	NM_125858.4.p1	XM_008388641.3.p1, XM_008388644.3.p1, XM_008360991.3.p1
OG0005592	NM_126073.3.p1	XM_008340284.3.p1, XM_008339881.3.p1
OG0005593	NM_127140.3.p1	XM_008394073.2.p1
OG0005594	NM_127516.4.p1	XM_008339472.3.p1, XM_008389481.3.p1
OG0005595	NM_127563.6.p1	XM_029093688.1.p1, XM_008339287.3.p1, XM_029093687.1.p1, XM_029110224.1.p1, XM_008388846.3.p1
OG0005596	NM_127910.3.p1	XM_008369940.3.p1, XM_008389110.3.p1, XM_008363879.3.p1, XM_008340813.3.p1, XM_029099093.1.p1
OG0005597	NM_128093.3.p1, NM_148389.3.p1	XM_029103961.1.p1
OG0005598	NM_128156.3.p1	XR_003771418.1.p1, XR_001785883.2.p1, XM_008395431.3.p1, XM_008349242.3.p1
OG0005599	NM_179743.2.p1, NM_128175.3.p1	XM_029099198.1.p1, XM_008359078.3.p1, XM_008338789.3.p1, XM_008395407.3.p1
OG0005600	NM_128230.3.p1	XM_029094371.1.p1, XM_008387809.3.p1
OG0005601	NM_128392.4.p1	XM_008352359.3.p1, XM_008357525.3.p1
OG0005602	NM_128512.4.p1	XM_017330334.2.p1, XM_008366245.3.p1, XM_029099672.1.p1, XM_008365197.3.p1, XM_029088273.1.p1, XM_008375101.3.p1, XM_008375103.3.p1, XM_029099673.1.p1
OG0005603	NM_128746.3.p1	XM_008376140.3.p1
OG0005605	NM_129278.4.p1	XM_008371461.3.p1, XM_008371464.3.p1
OG0005606	NM_129413.4.p1	XM_008371158.3.p1, XM_008340432.3.p1
OG0005607	NM_129641.4.p1	XM_008368585.3.p1
OG0005608	NM_129701.4.p1	XM_008394172.3.p1
