Orthogroup	Tribolium_castaneum_rna.fna.transdecoder_cd	Anoplophora_glabripennis_rna.fna.transdecoder_cd
OG0002060	gnl|WGS_AAJJ|TC014789-RA.p1	XM_018722491.1.p1
OG0002061	gnl|WGS_AAJJ|TC009784-RA.p1	XM_018706528.1.p1
OG0002062	gnl|WGS_AAJJ|TC004005-RA.p1	XM_018714301.1.p1
OG0002063	gnl|WGS_AAJJ|TC010952-RA.p1	XM_018711874.1.p1
OG0002064	gnl|WGS_AAJJ|TC030632-RA.p1	XM_018719934.1.p1
OG0002065	gnl|WGS_AAJJ|TC010549-RA.p1	XM_018718716.1.p1, XM_018711781.1.p1
OG0002066	gnl|WGS_AAJJ|TC009556-RA.p1	XM_018714058.1.p1
OG0002067	gnl|WGS_AAJJ|TC002957-RA.p1	XM_018721754.2.p1
OG0002068	gnl|WGS_AAJJ|TC005815-RA.p1	XM_018718025.1.p1, XM_018718026.2.p1
OG0002069	gnl|WGS_AAJJ|TC012218-RA.p1	XM_018708121.2.p1
OG0002070	gnl|WGS_AAJJ|TC004606-RA.p1	XM_018710124.1.p1
OG0002071	gnl|WGS_AAJJ|TC007872-RB.p1	XM_018709751.1.p1
OG0002072	gnl|WGS_AAJJ|TC034176-RB.p1	XM_018712646.2.p1
OG0002073	gnl|WGS_AAJJ|TC013178-RA.p1	XM_018722180.1.p1
OG0002074	gnl|WGS_AAJJ|TC012055-RA.p1	XM_018707196.1.p1
OG0002075	gnl|WGS_AAJJ|TC009965-RA.p1	XM_018721384.1.p1, XM_023455243.1.p1
OG0002076	gnl|WGS_AAJJ|TC015858-RA.p1	XM_018705451.1.p1
OG0002077	gnl|WGS_AAJJ|TC005758-RA.p1	XM_018708766.1.p1
OG0002079	gnl|WGS_AAJJ|TC004391-RA.p1	XM_018718988.2.p1
OG0002080	gnl|WGS_AAJJ|TC002761-RA.p2	XM_023455167.1.p1
OG0002081	gnl|WGS_AAJJ|TC007288-RA.p1	XM_018724096.1.p1
OG0002082	gnl|WGS_AAJJ|TC033166-RA.p1	XM_023454034.1.p1
OG0002083	gnl|WGS_AAJJ|TC013085-RB.p1, gnl|WGS_AAJJ|TC013085-RC.p1	XM_018711709.2.p1
OG0002084	gnl|WGS_AAJJ|TC001693-RA.p1	XM_018714148.1.p1
OG0002085	gnl|WGS_AAJJ|TC002501-RA.p1	XM_018718432.1.p1
OG0002086	gnl|WGS_AAJJ|TC014266-RA.p1	XM_018715692.1.p1
OG0002087	gnl|WGS_AAJJ|TC032214-RA.p1	XM_023456153.1.p1
OG0002088	gnl|WGS_AAJJ|TC014756-RA.p1	XM_018712391.2.p1
OG0002089	gnl|WGS_AAJJ|TC013394-RA.p1	XM_018717807.2.p1, XM_018717806.1.p1
OG0002090	gnl|WGS_AAJJ|TC011252-RB.p1	XM_018708730.1.p1
OG0002091	gnl|WGS_AAJJ|TC004854-RA.p1	XM_018721267.1.p1
OG0002091	gnl|WGS_AAJJ|TC004662-RA.p1	XM_018722648.2.p1
OG0002092	gnl|WGS_AAJJ|TC003800-RA.p1	XM_018718420.1.p1
OG0002093	gnl|WGS_AAJJ|TC006051-RA.p1	XM_018716397.1.p1
OG0002094	gnl|WGS_AAJJ|TC033410-RB.p1	XM_023457224.1.p1
OG0002095	gnl|WGS_AAJJ|TC034520-RA.p1	XM_018723306.1.p1
OG0002096	gnl|WGS_AAJJ|TC007086-RA.p1	XM_023456194.1.p1
OG0002097	gnl|WGS_AAJJ|TC034331-RA.p1	XM_018717035.1.p1
OG0002098	gnl|WGS_AAJJ|TC004145-RB.p1	XM_018711224.2.p1
OG0002099	gnl|WGS_AAJJ|TC030549-RA.p1	XM_018721853.2.p1
OG0002100	gnl|WGS_AAJJ|TC034448-RA.p1	XM_018712796.1.p1
OG0002101	gnl|WGS_AAJJ|TC014560-RB.p1	XM_018713662.1.p1
OG0002102	gnl|WGS_AAJJ|TC007563-RA.p1	XM_018715907.1.p1
OG0002103	gnl|WGS_AAJJ|TC015329-RA.p1	XM_018706020.1.p1
OG0002104	gnl|WGS_AAJJ|TC013457-RA.p1	XM_018714563.1.p1
OG0002106	gnl|WGS_AAJJ|TC012137-RA.p1, gnl|WGS_AAJJ|TC003441-RA.p1	XM_018709664.1.p1
OG0002108	gnl|WGS_AAJJ|TC001714-RA.p1	XM_018723373.2.p1
OG0002109	gnl|WGS_AAJJ|TC014014-RA.p1	XM_018723481.1.p1
OG0002110	gnl|WGS_AAJJ|TC031717-RC.p1, gnl|WGS_AAJJ|TC031717-RA.p1	XM_018709264.1.p1
OG0002111	gnl|WGS_AAJJ|TC031053-RA.p1, gnl|WGS_AAJJ|TC031053-RB.p1	XM_018706081.1.p1, XM_018706082.1.p1
OG0002114	gnl|WGS_AAJJ|TC015322-RA.p1	XM_018706757.1.p1
OG0002115	gnl|WGS_AAJJ|TC000224-RA.p1	XM_018708159.1.p1
OG0002116	gnl|WGS_AAJJ|TC031278-RA.p1	XM_018718170.1.p1
OG0002117	gnl|WGS_AAJJ|TC000993-RA.p2	XM_018713654.2.p1, XM_018705449.1.p1
OG0002118	gnl|WGS_AAJJ|TC030558-RA.p1	XM_018713500.1.p1
OG0002119	gnl|WGS_AAJJ|TC003775-RA.p1	XM_018706002.1.p1
OG0002120	gnl|WGS_AAJJ|TC014808-RA.p1	XM_018723489.2.p1
OG0002121	gnl|WGS_AAJJ|TC012861-RA.p1	XM_018718741.1.p1
OG0002122	gnl|WGS_AAJJ|TC003524-RA.p1	XM_018718944.1.p1
OG0002123	gnl|WGS_AAJJ|TC013060-RA.p1	XM_018721923.1.p1, XM_018721922.1.p1
OG0002124	gnl|WGS_AAJJ|TC000160-RA.p1	XM_018718980.2.p1
OG0002125	gnl|WGS_AAJJ|TC006818-RA.p1	XM_018720966.1.p1
OG0002126	gnl|WGS_AAJJ|TC011992-RA.p1	XM_018712504.2.p1
OG0002127	gnl|WGS_AAJJ|TC000873-RB.p1	XM_018714855.1.p1
OG0002128	gnl|WGS_AAJJ|TC014868-RA.p1	XM_018715695.1.p1
OG0002129	gnl|WGS_AAJJ|TC013017-RA.p1	XM_018722726.2.p1
OG0002130	gnl|WGS_AAJJ|TC007693-RA.p1, gnl|WGS_AAJJ|TC007693-RB.p1	XM_018724196.2.p1
OG0002131	gnl|WGS_AAJJ|TC014966-RA.p1	XM_018706169.1.p1
OG0002132	gnl|WGS_AAJJ|TC009259-RB.p1	XM_018715151.2.p1
OG0002133	gnl|WGS_AAJJ|TC015220-RA.p1	XM_018705663.1.p1
OG0002134	gnl|WGS_AAJJ|TC005889-RA.p1	XM_018719622.1.p1
OG0002135	gnl|WGS_AAJJ|TC016364-RA.p1	XM_018721122.2.p1, XM_018717697.1.p1
OG0002136	gnl|WGS_AAJJ|TC034414-RA.p1	XM_018720129.1.p1
OG0002137	gnl|WGS_AAJJ|TC000244-RA.p1	XM_018706239.2.p1
OG0002138	gnl|WGS_AAJJ|TC009770-RA.p1	XM_018720448.1.p1
OG0002139	gnl|WGS_AAJJ|TC015690-RB.p1	XM_018705454.2.p1
OG0002140	gnl|WGS_AAJJ|TC003799-RA.p1	XM_023455866.1.p1
OG0002141	gnl|WGS_AAJJ|TC009201-RA.p1	XM_023454132.1.p1
OG0002142	gnl|WGS_AAJJ|TC013033-RA.p1	XM_018709381.1.p1
OG0002143	gnl|WGS_AAJJ|TC011817-RA.p1	XM_023455130.1.p1
OG0002144	gnl|WGS_AAJJ|TC005672-RA.p1	XM_018720767.1.p1
OG0002145	gnl|WGS_AAJJ|TC009265-RA.p1	XM_018707335.2.p1
OG0002146	gnl|WGS_AAJJ|TC014752-RA.p1	XM_018716293.2.p1, XM_018716294.2.p1
OG0002147	gnl|WGS_AAJJ|TC031771-RA.p1	XM_018710161.1.p1
OG0002148	gnl|WGS_AAJJ|TC034634-RA.p1	XM_018714320.1.p1
OG0002149	gnl|WGS_AAJJ|TC005539-RA.p1	XM_018709376.2.p1
OG0002150	gnl|WGS_AAJJ|TC015640-RA.p1	XM_018706477.2.p1
OG0002151	gnl|WGS_AAJJ|TC004690-RA.p1	XM_018710176.2.p1
OG0002152	gnl|WGS_AAJJ|TC031430-RB.p1	XM_018715258.2.p1, XM_018715256.2.p1
OG0002153	gnl|WGS_AAJJ|TC030712-RA.p1	XM_018717916.1.p1
OG0002154	gnl|WGS_AAJJ|TC000830-RA.p1	XM_018708641.2.p1
OG0002155	gnl|WGS_AAJJ|TC014013-RA.p1	XM_018723490.1.p1
OG0002156	gnl|WGS_AAJJ|TC008669-RA.p1	XM_018718666.1.p1
OG0002157	gnl|WGS_AAJJ|TC008836-RA.p1	XM_018724188.1.p1
OG0002158	gnl|WGS_AAJJ|TC034032-RA.p1	XM_018705622.1.p1
OG0002158	gnl|WGS_AAJJ|TC006293-RA.p1	XM_018708563.1.p1
OG0002159	gnl|WGS_AAJJ|TC034049-RA.p1	XM_018710603.1.p1
OG0002160	gnl|WGS_AAJJ|TC007785-RA.p1	XM_018716960.2.p1, XM_018716961.2.p1
OG0002161	gnl|WGS_AAJJ|TC001087-RA.p1	XM_018721305.2.p1
OG0002162	gnl|WGS_AAJJ|TC009172-RA.p1	XM_018706644.1.p1
OG0002163	gnl|WGS_AAJJ|TC006217-RA.p1	XM_018708333.2.p1
OG0002164	gnl|WGS_AAJJ|TC014736-RA.p1	XM_018722117.1.p1
OG0002165	gnl|WGS_AAJJ|TC033717-RA.p1	XM_018709034.2.p1
OG0002166	gnl|WGS_AAJJ|TC015348-RA.p1	XM_018717339.2.p1
OG0002167	gnl|WGS_AAJJ|TC003523-RA.p1	XM_018715997.1.p1
OG0002168	gnl|WGS_AAJJ|TC011124-RA.p1	XM_018722115.1.p1
OG0002169	gnl|WGS_AAJJ|TC005530-RA.p1	XM_018708433.2.p1
OG0002170	gnl|WGS_AAJJ|TC008246-RA.p1	XM_018712711.2.p1
OG0002171	gnl|WGS_AAJJ|TC012347-RA.p1	XM_018715104.2.p1, XM_018715108.2.p1
OG0002172	gnl|WGS_AAJJ|TC003986-RA.p1	XM_018710947.2.p1
OG0002173	gnl|WGS_AAJJ|TC012491-RA.p1	XM_023455385.1.p1
OG0002174	gnl|WGS_AAJJ|TC001907-RA.p1	XM_018708281.2.p1
OG0002175	gnl|WGS_AAJJ|TC004400-RA.p1	XM_023455234.1.p1
OG0002176	gnl|WGS_AAJJ|TC012645-RA.p1	XM_018710064.1.p1
OG0002177	gnl|WGS_AAJJ|TC000111-RA.p1	XM_018720243.1.p1
OG0002178	gnl|WGS_AAJJ|TC006810-RA.p1	XM_018706335.1.p1
OG0002179	gnl|WGS_AAJJ|TC007718-RA.p1	XM_018716140.1.p1
OG0002180	gnl|WGS_AAJJ|TC006465-RA.p1	XM_023457307.1.p1
OG0002181	gnl|WGS_AAJJ|TC009311-RA.p1	XM_023454977.1.p1
OG0002182	gnl|WGS_AAJJ|TC013604-RA.p1	XM_018723440.1.p1, XM_018723437.1.p1
OG0002183	gnl|WGS_AAJJ|TC011145-RA.p1	XM_018714510.1.p1
OG0002184	gnl|WGS_AAJJ|TC000626-RA.p1	XM_018712341.2.p1
OG0002185	gnl|WGS_AAJJ|TC006516-RA.p1	XM_018709373.2.p1
OG0002186	gnl|WGS_AAJJ|TC009173-RB.p1	XM_018716884.1.p1
OG0002187	gnl|WGS_AAJJ|TC031361-RB.p1	XM_018720116.1.p1
OG0002188	gnl|WGS_AAJJ|TC000706-RA.p1	XM_018705723.1.p1, XM_018705722.1.p1
OG0002189	gnl|WGS_AAJJ|TC011637-RA.p1	XM_023455934.1.p1
OG0002190	gnl|WGS_AAJJ|TC006646-RA.p1	XM_018709957.1.p1
OG0002191	gnl|WGS_AAJJ|TC034819-RA.p1	XM_018715697.1.p1
OG0002192	gnl|WGS_AAJJ|TC008126-RA.p1	XM_023454167.1.p1
OG0002193	gnl|WGS_AAJJ|TC031957-RA.p1	XM_018723678.2.p1, XM_018723702.1.p1
OG0002193	gnl|WGS_AAJJ|TC000423-RA.p1	XM_018717058.2.p1
OG0002193	gnl|WGS_AAJJ|TC014314-RA.p1	XM_018714424.1.p1
OG0002193	gnl|WGS_AAJJ|TC005532-RA.p1	XM_018708250.2.p1
OG0002194	gnl|WGS_AAJJ|TC014471-RA.p1	XM_018717826.1.p1
OG0002195	gnl|WGS_AAJJ|TC001676-RA.p1	XM_018710072.2.p1
OG0002197	gnl|WGS_AAJJ|TC013348-RA.p1	XM_018717825.2.p1
OG0002198	gnl|WGS_AAJJ|TC001281-RA.p1, gnl|WGS_AAJJ|TC010830-RA.p1	XM_018722102.1.p1
OG0002199	gnl|WGS_AAJJ|TC008912-RA.p1	XM_018715204.1.p1
OG0002200	gnl|WGS_AAJJ|TC013489-RA.p1	XM_018717302.1.p1
OG0002201	gnl|WGS_AAJJ|TC009586-RA.p1	XM_018718389.2.p1
OG0002202	gnl|WGS_AAJJ|TC014554-RA.p1	XM_018721657.2.p1
OG0002203	gnl|WGS_AAJJ|TC008661-RA.p1	XM_018718477.1.p1
OG0002204	gnl|WGS_AAJJ|TC002817-RA.p1	XM_018722095.1.p1
OG0002205	gnl|WGS_AAJJ|TC007229-RA.p1	XM_018721336.1.p1
OG0002206	gnl|WGS_AAJJ|TC004732-RA.p1	XM_018721408.2.p1
OG0002207	gnl|WGS_AAJJ|TC002148-RA.p1, gnl|WGS_AAJJ|TC002147-RA.p1	XM_018724046.1.p1
OG0002208	gnl|WGS_AAJJ|TC008956-RA.p1	XM_018718972.2.p1
OG0002209	gnl|WGS_AAJJ|TC030576-RA.p1	XM_018720097.1.p1
OG0002210	gnl|WGS_AAJJ|TC012749-RA.p1	XM_018715640.1.p1
OG0002211	gnl|WGS_AAJJ|TC009275-RA.p1, gnl|WGS_AAJJ|TC009275-RB.p1	XM_018721113.1.p1
OG0002212	gnl|WGS_AAJJ|TC010414-RA.p1	XM_018705848.1.p1
OG0002213	gnl|WGS_AAJJ|TC032794-RA.p1	XM_018705370.1.p1
OG0002214	gnl|WGS_AAJJ|TC005817-RA.p1	XM_018721220.1.p1
OG0002215	gnl|WGS_AAJJ|TC006425-RA.p1	XM_023457410.1.p1
OG0002216	gnl|WGS_AAJJ|TC030598-RB.p1	XM_018712882.1.p1
OG0002217	gnl|WGS_AAJJ|TC014119-RA.p1	XM_018710920.1.p1
OG0002218	gnl|WGS_AAJJ|TC000685-RA.p1	XM_018712754.2.p1
OG0002219	gnl|WGS_AAJJ|TC000223-RA.p1	XM_018708048.1.p1
OG0002220	gnl|WGS_AAJJ|TC016023-RA.p1	XM_018722232.1.p1
OG0002221	gnl|WGS_AAJJ|TC007475-RB.p1	XM_018721862.1.p1
OG0002222	gnl|WGS_AAJJ|TC012422-RA.p1	XM_018707194.1.p1
OG0002223	gnl|WGS_AAJJ|TC005069-RA.p1	XM_018711714.2.p1
OG0002224	gnl|WGS_AAJJ|TC007101-RA.p1	XM_018708256.2.p1
OG0002225	gnl|WGS_AAJJ|TC003620-RA.p1	XM_018710328.1.p1
OG0002226	gnl|WGS_AAJJ|TC014693-RA.p1	XM_018707101.1.p1
OG0002227	gnl|WGS_AAJJ|TC010565-RA.p1	XM_018711810.1.p1
OG0002228	gnl|WGS_AAJJ|TC010372-RA.p1	XM_018718813.1.p1
OG0002229	gnl|WGS_AAJJ|TC011953-RB.p1	XM_018712481.1.p1
OG0002230	gnl|WGS_AAJJ|TC012484-RA.p1	XM_018707780.1.p1
OG0002231	gnl|WGS_AAJJ|TC011645-RA.p1	XM_018717688.2.p1
OG0002232	gnl|WGS_AAJJ|TC012822-RA.p1	XM_018719709.1.p1, XM_018719710.1.p1
OG0002233	gnl|WGS_AAJJ|TC013201-RA.p1	XM_018706505.2.p1, XM_023456884.1.p1
OG0002234	gnl|WGS_AAJJ|TC013667-RA.p1	XM_018722334.1.p1, XM_018713805.1.p1
OG0002235	gnl|WGS_AAJJ|TC007130-RA.p1	XM_018713217.1.p1
OG0002236	gnl|WGS_AAJJ|TC005584-RA.p1	XM_018711982.2.p1
OG0002237	gnl|WGS_AAJJ|TC003392-RA.p1	XM_018717377.1.p1
OG0002238	gnl|WGS_AAJJ|TC012842-RA.p1	XM_023454865.1.p1
OG0002239	gnl|WGS_AAJJ|TC004378-RA.p1	XM_018705725.1.p1
OG0002240	gnl|WGS_AAJJ|TC004374-RA.p1	XM_018715350.1.p1
OG0002241	gnl|WGS_AAJJ|TC014506-RA.p1	XM_018713003.1.p1
OG0002242	gnl|WGS_AAJJ|TC013175-RA.p1	XM_018715652.1.p1
OG0002243	gnl|WGS_AAJJ|TC032309-RA.p1	XM_018724123.2.p1
OG0002244	gnl|WGS_AAJJ|TC015419-RA.p1	XM_018710663.1.p1
OG0002245	gnl|WGS_AAJJ|TC032730-RA.p1	XM_018709719.1.p1
OG0002247	gnl|WGS_AAJJ|TC000537-RA.p1	XM_018719972.1.p1
OG0002248	gnl|WGS_AAJJ|TC006858-RA.p1	XM_018714345.1.p1
OG0002249	gnl|WGS_AAJJ|TC002265-RA.p1	XM_023454565.1.p1
OG0002250	gnl|WGS_AAJJ|TC012016-RA.p1	XM_018717577.1.p1
OG0002251	gnl|WGS_AAJJ|TC002395-RB.p1	XM_018712293.2.p1, XM_018712291.2.p1
OG0002252	gnl|WGS_AAJJ|TC000932-RA.p1	XM_018706083.2.p1
OG0002253	gnl|WGS_AAJJ|TC015216-RA.p1	XM_018707234.2.p1
OG0002254	gnl|WGS_AAJJ|TC014973-RA.p1	XM_018706021.1.p1
OG0002255	gnl|WGS_AAJJ|TC006187-RA.p1	XM_018705986.1.p1, XM_018717422.1.p1, XM_018717430.1.p1
OG0002256	gnl|WGS_AAJJ|TC007447-RA.p1	XM_018709629.1.p1
OG0002257	gnl|WGS_AAJJ|TC034217-RD.p1	XM_018709491.1.p1
OG0002258	gnl|WGS_AAJJ|TC011311-RA.p1	XM_018718626.1.p1
OG0002259	gnl|WGS_AAJJ|TC010526-RA.p1	XM_023455340.1.p1
OG0002260	gnl|WGS_AAJJ|TC000408-RA.p1	XM_018708732.2.p1
OG0002261	gnl|WGS_AAJJ|TC009481-RA.p1	XM_018716315.1.p1
OG0002262	gnl|WGS_AAJJ|TC004365-RA.p1	XM_018718641.1.p1
OG0002263	gnl|WGS_AAJJ|TC013028-RA.p1	XM_018710013.1.p1, XM_018710009.2.p1
OG0002264	gnl|WGS_AAJJ|TC002804-RA.p1	XM_018714198.1.p1
OG0002265	gnl|WGS_AAJJ|TC004143-RA.p1	XM_018722592.1.p1
OG0002266	gnl|WGS_AAJJ|TC000968-RA.p1	XM_018710396.2.p1
OG0002267	gnl|WGS_AAJJ|TC001142-RB.p1	XM_018710766.2.p1, XM_018710765.2.p1
OG0002268	gnl|WGS_AAJJ|TC009618-RA.p1	XM_018717906.1.p1
OG0002269	gnl|WGS_AAJJ|TC031058-RC.p1	XM_018721242.1.p1
OG0002270	gnl|WGS_AAJJ|TC031495-RA.p1	XM_018711986.1.p1
OG0002271	gnl|WGS_AAJJ|TC002978-RA.p1	XM_018719337.1.p1
OG0002272	gnl|WGS_AAJJ|TC008773-RA.p1	XM_018710851.1.p1
OG0002273	gnl|WGS_AAJJ|TC014965-RA.p1	XM_018706491.1.p1, XM_018706492.1.p1
OG0002274	gnl|WGS_AAJJ|TC003998-RA.p1	XM_018713195.1.p1
OG0002275	gnl|WGS_AAJJ|TC003754-RA.p1	XM_018715716.2.p1, XM_023456977.1.p1
OG0002276	gnl|WGS_AAJJ|TC034281-RA.p1	XM_023456717.1.p1
OG0002277	gnl|WGS_AAJJ|TC008879-RA.p1	XM_018721064.1.p1
OG0002279	gnl|WGS_AAJJ|TC010883-RA.p1	XM_018722897.1.p1, XM_018722891.1.p1
OG0002280	gnl|WGS_AAJJ|TC012250-RA.p1, gnl|WGS_AAJJ|TC031226-RA.p1	XM_023455024.1.p1
OG0002281	gnl|WGS_AAJJ|TC012481-RA.p1	XM_018712004.1.p1, XM_018712005.1.p1
OG0002282	gnl|WGS_AAJJ|TC014883-RA.p1	XM_018708588.1.p1
OG0002283	gnl|WGS_AAJJ|TC013008-RA.p1	XM_018714106.1.p1
OG0002284	gnl|WGS_AAJJ|TC009541-RB.p1	XM_018707328.1.p1
OG0002285	gnl|WGS_AAJJ|TC014466-RA.p1	XM_018715334.1.p1
OG0002286	gnl|WGS_AAJJ|TC004792-RA.p1	XM_018710213.1.p1, XM_018710214.1.p1
OG0002287	gnl|WGS_AAJJ|TC010882-RA.p1, gnl|WGS_AAJJ|TC012877-RA.p1	XM_018714597.1.p1
OG0002288	gnl|WGS_AAJJ|TC010995-RA.p1	XM_018716235.1.p1
OG0002289	gnl|WGS_AAJJ|TC011849-RA.p1	XM_018715635.1.p1
OG0002290	gnl|WGS_AAJJ|TC011939-RA.p1	XM_018723618.2.p1
OG0002291	gnl|WGS_AAJJ|TC001310-RA.p1	XM_018714464.1.p1, XM_018714558.2.p1, XM_018714501.1.p1, XM_018715085.1.p1, XM_018715097.1.p1, XM_018715065.1.p1, XM_018714337.1.p1, XM_018714322.2.p1, XM_018714431.1.p1
OG0002291	gnl|WGS_AAJJ|TC012473-RA.p1	XM_018705939.1.p1
OG0002293	gnl|WGS_AAJJ|TC006730-RA.p1, gnl|WGS_AAJJ|TC006730-RB.p1	XM_018715288.1.p1
OG0002294	gnl|WGS_AAJJ|TC007324-RA.p1	XM_018716193.1.p1
OG0002295	gnl|WGS_AAJJ|TC003444-RA.p1	XM_018715033.1.p1
OG0002296	gnl|WGS_AAJJ|TC006566-RA.p1	XM_018720963.2.p1
OG0002297	gnl|WGS_AAJJ|TC003016-RA.p1	XM_018713700.1.p1
OG0002298	gnl|WGS_AAJJ|TC003825-RA.p1	XM_018712185.1.p1
OG0002299	gnl|WGS_AAJJ|TC001558-RA.p2	XM_018713969.1.p1
OG0002300	gnl|WGS_AAJJ|TC000047-RA.p1	XM_018723187.1.p1, XM_018720313.1.p1
OG0002302	gnl|WGS_AAJJ|TC014136-RA.p1	XM_023455923.1.p1
OG0002303	gnl|WGS_AAJJ|TC010428-RA.p1	XM_018718607.2.p1, XM_018718608.1.p1
OG0002304	gnl|WGS_AAJJ|TC011712-RA.p1	XM_018706731.2.p1
OG0002305	gnl|WGS_AAJJ|TC002936-RA.p1	XM_018720440.1.p1
OG0002306	gnl|WGS_AAJJ|TC006276-RA.p1	XM_018721252.2.p1, XM_018722336.1.p1
OG0002307	gnl|WGS_AAJJ|TC015628-RA.p1	XM_018712619.2.p1
OG0002308	gnl|WGS_AAJJ|TC004130-RA.p1	XM_018711260.2.p1
OG0002309	gnl|WGS_AAJJ|TC012657-RA.p1	XM_018721526.1.p1
OG0002310	gnl|WGS_AAJJ|TC005315-RA.p1	XM_018706367.1.p1
OG0002311	gnl|WGS_AAJJ|TC006714-RA.p1	XM_018705699.2.p1
OG0002312	gnl|WGS_AAJJ|TC013255-RA.p1	XM_018713034.2.p1
OG0002313	gnl|WGS_AAJJ|TC010759-RA.p1	XM_018723407.1.p1
OG0002314	gnl|WGS_AAJJ|TC030914-RB.p1	XM_018710464.2.p1
OG0002315	gnl|WGS_AAJJ|TC031105-RA.p1	XM_018708179.2.p1, XM_018718210.1.p1
OG0002316	gnl|WGS_AAJJ|TC032568-RA.p1	XM_018708564.1.p1
OG0002317	gnl|WGS_AAJJ|TC031655-RA.p1	XM_018709600.1.p1
OG0002318	gnl|WGS_AAJJ|TC003717-RA.p1	XM_018713252.2.p1
OG0002319	gnl|WGS_AAJJ|TC004408-RA.p1	XM_018708484.2.p1
OG0002320	gnl|WGS_AAJJ|TC014802-RA.p1	XM_018714107.2.p1, XM_018714108.2.p1
OG0002321	gnl|WGS_AAJJ|TC014017-RA.p1, gnl|WGS_AAJJ|TC014018-RA.p1	XM_018708954.2.p1
OG0002322	gnl|WGS_AAJJ|TC009376-RA.p1	XM_018712068.1.p1
OG0002323	gnl|WGS_AAJJ|TC004292-RA.p1	XM_018714274.1.p1
OG0002324	gnl|WGS_AAJJ|TC001510-RA.p1	XM_018723697.1.p1
OG0002325	gnl|WGS_AAJJ|TC033037-RA.p1	XM_018712501.1.p1
OG0002326	gnl|WGS_AAJJ|TC015941-RA.p1	XM_018711663.1.p1
OG0002327	gnl|WGS_AAJJ|TC006313-RA.p1	XM_018724484.1.p1
OG0002328	gnl|WGS_AAJJ|TC012433-RA.p1	XM_018717275.1.p1, XM_018717276.1.p1
OG0002329	gnl|WGS_AAJJ|TC006415-RA.p1	XM_018721823.2.p1
OG0002330	gnl|WGS_AAJJ|TC007648-RB.p1	XM_018718221.1.p1
OG0002331	gnl|WGS_AAJJ|TC003435-RA.p1	XM_018711166.1.p1
OG0002332	gnl|WGS_AAJJ|TC009552-RA.p1	XM_018707499.1.p1
OG0002333	gnl|WGS_AAJJ|TC003184-RA.p1	XM_018715548.1.p1, XM_018719412.2.p1
OG0002334	gnl|WGS_AAJJ|TC011774-RA.p1	XM_018711608.1.p1
OG0002335	gnl|WGS_AAJJ|TC008531-RA.p1	XM_018705481.1.p1, XM_018705511.1.p1
OG0002336	gnl|WGS_AAJJ|TC004566-RA.p1	XM_018715702.1.p1
OG0002337	gnl|WGS_AAJJ|TC013578-RA.p1	XM_018723114.1.p1
OG0002338	gnl|WGS_AAJJ|TC008111-RA.p1	XM_018712722.1.p1, XM_018712719.1.p1
OG0002339	gnl|WGS_AAJJ|TC009820-RA.p1	XM_018722940.1.p1
OG0002340	gnl|WGS_AAJJ|TC011653-RA.p1	XM_018709172.1.p1
OG0002341	gnl|WGS_AAJJ|TC006048-RA.p1	XM_018708985.2.p1
OG0002342	gnl|WGS_AAJJ|TC008354-RA.p1	XM_018724027.1.p1
OG0002343	gnl|WGS_AAJJ|TC000997-RA.p1	XM_018705288.1.p1
OG0002344	gnl|WGS_AAJJ|TC004717-RA.p1	XM_018711199.1.p1
OG0002345	gnl|WGS_AAJJ|TC013912-RA.p1	XM_018708816.1.p1
OG0002346	gnl|WGS_AAJJ|TC031507-RA.p1	XM_018707973.2.p1, XM_018718176.1.p1
OG0002347	gnl|WGS_AAJJ|TC034112-RA.p1	XM_018719294.1.p1
OG0002348	gnl|WGS_AAJJ|TC007009-RA.p1	XM_018709355.1.p1
OG0002349	gnl|WGS_AAJJ|TC014434-RA.p1	XM_018721413.2.p1
OG0002350	gnl|WGS_AAJJ|TC005310-RA.p1	XM_018715407.1.p1
OG0002351	gnl|WGS_AAJJ|TC014785-RA.p1	XM_018712415.1.p1
OG0002352	gnl|WGS_AAJJ|TC007163-RA.p1	XM_018724486.1.p1
OG0002353	gnl|WGS_AAJJ|TC014762-RA.p1	XM_018716247.2.p1
OG0002354	gnl|WGS_AAJJ|TC004978-RA.p1	XM_018716213.1.p1
OG0002355	gnl|WGS_AAJJ|TC003854-RA.p1	XM_018722831.1.p1
OG0002357	gnl|WGS_AAJJ|TC008043-RA.p1	XM_018709708.1.p1
OG0002358	gnl|WGS_AAJJ|TC008985-RC.p1	XM_018716302.1.p1
OG0002359	gnl|WGS_AAJJ|TC006728-RA.p1	XM_018715285.1.p1
OG0002360	gnl|WGS_AAJJ|TC000449-RA.p1	XM_023454459.1.p1
OG0002361	gnl|WGS_AAJJ|TC031283-RB.p1	XM_023454194.1.p1, XM_018712466.1.p1
OG0002362	gnl|WGS_AAJJ|TC000750-RA.p1	XM_018706899.1.p1
OG0002364	gnl|WGS_AAJJ|TC013922-RA.p1	XM_018722327.1.p1
OG0002365	gnl|WGS_AAJJ|TC007103-RA.p1	XM_018714879.1.p1
OG0002366	gnl|WGS_AAJJ|TC011889-RA.p1	XM_018707169.1.p1
OG0002367	gnl|WGS_AAJJ|TC005757-RA.p1	XM_018722387.1.p1, XM_018720341.2.p1
OG0002368	gnl|WGS_AAJJ|TC004018-RB.p1	XM_018711636.1.p1, XM_018718492.1.p1
