Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Mycosphaerella_fijiensis_rna_prot
OG0002861	XM_001592809.1.p1	XM_007928187.1.p1
OG0002862	XM_001594362.1.p1	XM_007931838.1.p1
OG0002863	XM_001593273.1.p1	XM_007927447.1.p1
OG0002864	XM_001592933.1.p1	XM_007927665.1.p1
OG0002865	XM_001592893.1.p1	XM_007928149.1.p1
OG0002867	XM_001591252.1.p1	XM_007933225.1.p1
OG0002868	XM_001594750.1.p1	XM_007922970.1.p1
OG0002870	XM_001591055.1.p1	XM_007931797.1.p1
OG0002871	XM_001589839.1.p1	XM_007931594.1.p1
OG0002872	XM_001598431.1.p1	XM_007922035.1.p1
OG0002873	XM_001587391.1.p1	XM_007924377.1.p1
OG0002874	XM_001592659.1.p1	XM_007930662.1.p1
OG0002875	XM_001595937.1.p1	XM_007932636.1.p1
OG0002876	XM_001589719.1.p1	XM_007921989.1.p1
OG0002877	XM_001586947.1.p1	XM_007933484.1.p1
OG0002878	XM_001586207.1.p1	XM_007933924.1.p1
OG0002879	XM_001586490.1.p1	XM_007925974.1.p1
OG0002880	XM_001590651.1.p1	XM_007921928.1.p1
OG0002881	XM_001588307.1.p1	XM_007928101.1.p1
OG0002882	XM_001595117.1.p1	XM_007926084.1.p1
OG0002883	XM_001588923.1.p1	XM_007921550.1.p1
OG0002884	XM_001587320.1.p1	XM_007924503.1.p1
OG0002887	XM_001592730.1.p1	XM_007930051.1.p1
OG0002888	XM_001585340.1.p1	XM_007926987.1.p1
OG0002889	XM_001596947.1.p1	XM_007921960.1.p1
OG0002891	XM_001584905.1.p1	XM_007932369.1.p1
OG0002892	XM_001593193.1.p1	XM_007927799.1.p1
OG0002894	XM_001584777.1.p1	XM_007932097.1.p1
OG0002895	XM_001596822.1.p1	XM_007931820.1.p1
OG0002896	XM_001589778.1.p1	XM_007923792.1.p1
OG0002897	XM_001596797.1.p1	XM_007931143.1.p1
OG0002898	XM_001594548.1.p1	XM_007930994.1.p1
OG0002899	XM_001598500.1.p1	XM_007928765.1.p1
OG0002900	XM_001594304.1.p1	XM_007930802.1.p1
OG0002901	XM_001592908.1.p1	XM_007928345.1.p1, XM_007929008.1.p1
OG0002902	XM_001587141.1.p1	XM_007928462.1.p1
OG0002904	XM_001590117.1.p1	XM_007926621.1.p1
OG0002905	XM_001595167.1.p1	XM_007926709.1.p1
OG0002906	XM_001585980.1.p1	XM_007922010.1.p1
OG0002907	XM_001589508.1.p1	XM_007925555.1.p1
OG0002909	XM_001589650.1.p1	XM_007925901.1.p1
OG0002910	XM_001584756.1.p1	XM_007933097.1.p1
OG0002911	XM_001587671.1.p1	XM_007933235.1.p1
OG0002913	XM_001589087.1.p1	XM_007931573.1.p1
OG0002914	XM_001586648.1.p1	XM_007933037.1.p1
OG0002915	XM_001586655.1.p1	XM_007933694.1.p1
OG0002916	XM_001595332.1.p1	XM_007922034.1.p1
OG0002919	XM_001595131.1.p1	XM_007923443.1.p1
OG0002920	XM_001594348.1.p1	XM_007934306.1.p1
OG0002921	XM_001586580.1.p1	XM_007924531.1.p1
OG0002922	XM_001598928.1.p1	XM_007921921.1.p1
OG0002923	XM_001589939.1.p1	XM_007924277.1.p1
OG0002924	XM_001598426.1.p1	XM_007929038.1.p1
OG0002925	XM_001592397.1.p1	XM_007922972.1.p1
OG0002927	XM_001592441.1.p1	XM_007922008.1.p1
OG0002928	XM_001594792.1.p1	XM_007931417.1.p1
OG0002929	XM_001594925.1.p1	XM_007931565.1.p1
OG0002931	XM_001596637.1.p1	XM_007930720.1.p1
OG0002932	XM_001584521.1.p1	XM_007930639.1.p1
OG0002934	XM_001596902.1.p1	XM_007922665.1.p1
OG0002935	XM_001597087.1.p1	XM_007924843.1.p1
OG0002936	XM_001585645.1.p1	XM_007925645.1.p1
OG0002937	XM_001592062.1.p1	XM_007926651.1.p1
OG0002938	XM_001595996.1.p1	XM_007921994.1.p1
OG0002939	XM_001588064.1.p1	XM_007927187.1.p1
OG0002940	XM_001584945.1.p1	XM_007932612.1.p1
OG0002941	XM_001598911.1.p1	XM_007922956.1.p1
OG0002942	XM_001598387.1.p1	XM_007924865.1.p1
OG0002944	XM_001595601.1.p1	XM_007924436.1.p1
OG0002945	XM_001596835.1.p1	XM_007921552.1.p1
OG0002946	XM_001598340.1.p1	XM_007926936.1.p1
OG0002947	XM_001594879.1.p1	XM_007923298.1.p1
OG0002948	XM_001598017.1.p1	XM_007927400.2.p1
OG0002949	XM_001596664.1.p1	XM_007927709.1.p1
OG0002950	XM_001596766.1.p1	XM_007930285.1.p1
OG0002952	XM_001594674.1.p1	XM_007921499.1.p1
OG0002953	XM_001590736.1.p1	XM_007933002.1.p1
OG0002954	XM_001594218.1.p1	XM_007931038.1.p1
OG0002955	XM_001585257.1.p1	XM_007932697.1.p1
OG0002956	XM_001589716.1.p1	XM_007921663.1.p1
OG0002957	XM_001597979.1.p1	XM_007924707.1.p1
OG0002958	XM_001596285.1.p1	XM_007924405.1.p1
OG0002960	XM_001591838.1.p1	XM_007922071.1.p1
OG0002961	XM_001589391.1.p1	XM_007925811.1.p1
OG0002962	XM_001588125.1.p1	XM_007927555.1.p1
OG0002963	XM_001590664.1.p1	XM_007932266.1.p1
OG0002964	XM_001589841.1.p1	XM_007931414.1.p1
OG0002965	XM_001594731.1.p1	XM_007921768.1.p1
OG0002966	XM_001591517.1.p1	XM_007924139.1.p1
OG0002967	XM_001592383.1.p1	XM_007921901.1.p1
OG0002968	XM_001590687.1.p1	XM_007932437.1.p1
OG0002970	XM_001584779.1.p1	XM_007931560.1.p1
OG0002971	XM_001593218.1.p1	XM_007926143.1.p1
OG0002972	XM_001586583.1.p1	XM_007928931.1.p1
OG0002973	XM_001597296.1.p1	XM_007929010.1.p1
OG0002974	XM_001598292.1.p1	XM_007925081.1.p1
OG0002975	XM_001597082.1.p1	XM_007925306.1.p1
OG0002976	XM_001585763.1.p1	XM_007924448.1.p1
OG0002977	XM_001595717.1.p1	XM_007927682.1.p1
OG0002978	XM_001590727.1.p1	XM_007932294.1.p1
OG0002979	XM_001590171.1.p1	XM_007924347.1.p1
OG0002980	XM_001595614.1.p1	XM_007924252.1.p1
OG0002981	XM_001588086.1.p1	XM_007929844.1.p1
OG0002982	XM_001592352.1.p1	XM_007921798.1.p1
OG0002983	XM_001597473.1.p1	XM_007921594.1.p1
OG0002984	XM_001585466.1.p1	XM_007923849.1.p1
OG0002985	XM_001585569.1.p1	XM_007923083.1.p1
OG0002986	XM_001595969.1.p1	XM_007921936.1.p1
OG0002988	XM_001589623.1.p1	XM_007925209.1.p1
OG0002989	XM_001586520.1.p1	XM_007931237.1.p1
OG0002990	XM_001591809.1.p1	XM_007921577.1.p1
OG0002991	XM_001593792.1.p1	XM_007922117.1.p1
OG0002992	XM_001588178.1.p1	XM_007923148.1.p1
OG0002993	XM_001588043.1.p1	XM_007927889.1.p1
OG0002994	XM_001586777.1.p1	XM_007933163.1.p1
OG0002995	XM_001587761.1.p1	XM_007933277.1.p1
OG0002996	XM_001587815.1.p1	XM_007933077.1.p1
OG0002997	XM_001591052.1.p1	XM_007931883.1.p1
OG0002998	XM_001587294.1.p1	XM_007921800.1.p1
OG0002999	XM_001587735.1.p1	XM_007933706.1.p1
OG0003000	XM_001597103.1.p1	XM_007932077.1.p1
OG0003001	XM_001584517.1.p1	XM_007931704.1.p1
OG0003002	XM_001591859.1.p1	XM_007923014.1.p1
OG0003003	XM_001591033.1.p1	XM_007929281.1.p1
OG0003004	XM_001597280.1.p1	XM_007929307.1.p1
OG0003005	XM_001597771.1.p1	XM_007929202.1.p1
OG0003006	XM_001594575.1.p1	XM_007931773.1.p1
OG0003007	XM_001587364.1.p1	XM_007923573.1.p1
OG0003008	XM_001598051.1.p1	XM_007929080.1.p1
OG0003009	XM_001595951.1.p1	XM_007923783.1.p1
OG0003010	XM_001590494.1.p1	XM_007932426.1.p1
OG0003011	XM_001590780.1.p1	XM_007932747.1.p1
OG0003012	XM_001595070.1.p1	XM_007928492.1.p1
OG0003013	XM_001592305.1.p1	XM_007930466.1.p1
OG0003015	XM_001596725.1.p1	XM_007930210.1.p1
OG0003016	XM_001590554.1.p1	XM_007932391.1.p1
OG0003017	XM_001590557.1.p1	XM_007932301.1.p1
OG0003018	XM_001598650.1.p1	XM_007922210.1.p1
OG0003019	XM_001590895.1.p1	XM_007930155.1.p1
OG0003020	XM_001589194.1.p1	XM_007930376.1.p1
OG0003021	XM_001595968.1.p1	XM_007923087.1.p1
OG0003022	XM_001596914.1.p1	XM_007921903.1.p1
OG0003024	XM_001586215.1.p1	XM_007930718.1.p1
OG0003025	XM_001585541.1.p1	XM_007932702.1.p1
OG0003026	XM_001594844.1.p1	XM_007922989.1.p1, XM_007926806.1.p1
OG0003027	XM_001596149.1.p1	XM_007922291.1.p1
OG0003028	XM_001592133.1.p1	XM_007927008.1.p1
OG0003031	XM_001592864.1.p1	XM_007928621.1.p1
OG0003033	XM_001590715.1.p1	XM_007932448.1.p1
OG0003035	XM_001594235.1.p1	XM_007927618.1.p1
OG0003038	XM_001588859.1.p1, XM_001596459.1.p1, XM_001586696.1.p1	XM_007923760.1.p1
OG0003053	XM_001596467.1.p1	XM_007924606.1.p1, XM_007928445.1.p1
OG0003054	XM_001595087.1.p1	XM_007924101.1.p1
OG0003056	XM_001591810.1.p1	XM_007921872.1.p1
OG0003057	XM_001585366.1.p1	XM_007927140.1.p1
OG0003059	XM_001586749.1.p1	XM_007933413.1.p1
OG0003062	XM_001592550.1.p1	XM_007922805.1.p1
OG0003063	XM_001588930.1.p1	XM_007930577.1.p1
OG0003064	XM_001591537.1.p1	XM_007929675.1.p1
OG0003065	XM_001598008.1.p1	XM_007926831.1.p1
OG0003066	XM_001598307.1.p1	XM_007925456.1.p1
OG0003067	XM_001588972.1.p1	XM_007933852.1.p1, XM_007927180.1.p1, XM_007926159.1.p1
OG0003071	XM_001595413.1.p1	XM_007927098.1.p1
OG0003072	XM_001585286.1.p1	XM_007927296.1.p1
OG0003073	XM_001585418.1.p1	XM_007926619.1.p1
OG0003074	XM_001585942.1.p1	XM_007927441.1.p1
OG0003075	XM_001596323.1.p1	XM_007926631.1.p1
OG0003076	XM_001596385.1.p1	XM_007923691.1.p1
OG0003077	XM_001593929.1.p1	XM_007921956.1.p1
OG0003078	XM_001593880.1.p1	XM_007922919.1.p1
OG0003079	XM_001593867.1.p1	XM_007922040.1.p1
OG0003081	XM_001585098.1.p1	XM_007931440.1.p1
OG0003082	XM_001587691.1.p1	XM_007933330.1.p1
OG0003084	XM_001597399.1.p1	XM_007934395.1.p1
OG0003085	XM_001586447.1.p1	XM_007924093.1.p1
OG0003086	XM_001593449.1.p1	XM_007927879.1.p1
OG0003087	XM_001591458.1.p1	XM_007922076.1.p1
OG0003088	XM_001595084.1.p1	XM_007925386.1.p1
OG0003089	XM_001597507.1.p1	XM_007929228.1.p1
OG0003090	XM_001598219.1.p1	XM_007929341.1.p1
OG0003091	XM_001595628.1.p1	XM_007929440.1.p1
OG0003092	XM_001592145.1.p1	XM_007928884.1.p1
OG0003094	XM_001598396.1.p1	XM_007922139.1.p1
OG0003096	XM_001584584.1.p1	XM_007922643.1.p1
OG0003097	XM_001596861.1.p1	XM_007922776.1.p1
OG0003099	XM_001584720.1.p1	XM_007931612.1.p1
OG0003100	XM_001591398.1.p1	XM_007921915.1.p1
OG0003102	XM_001594211.1.p1	XM_007931051.1.p1
OG0003105	XM_001594297.1.p1	XM_007930692.1.p1
OG0003106	XM_001589783.1.p1	XM_007923907.1.p1
OG0003108	XM_001590679.1.p1	XM_007932602.1.p1
OG0003109	XM_001595512.1.p1	XM_007932461.1.p1
OG0003110	XM_001590598.1.p1	XM_007932453.1.p1
OG0003111	XM_001590591.1.p1	XM_007932496.1.p1
OG0003112	XM_001590553.1.p1	XM_007932768.1.p1
OG0003113	XM_001590855.1.p1	XM_007932452.1.p1
OG0003114	XM_001593285.1.p1	XM_007928694.1.p1
OG0003115	XM_001597789.1.p1	XM_007928922.1.p1
OG0003116	XM_001592011.1.p1	XM_007928740.1.p1
OG0003117	XM_001590014.1.p1	XM_007928845.1.p1
OG0003119	XM_001597626.1.p1	XM_007924673.1.p1
OG0003120	XM_001593852.1.p1	XM_007928405.1.p1
OG0003121	XM_001585563.1.p1	XM_007923834.1.p1
OG0003122	XM_001588060.1.p1	XM_007927091.1.p1
OG0003123	XM_001590810.1.p1, XM_001590809.1.p1	XM_007932347.1.p1
OG0003124	XM_001594372.1.p1	XM_007928597.1.p1
OG0003125	XM_001595203.1.p1	XM_007925388.1.p1
OG0003126	XM_001594982.1.p1	XM_007925409.1.p1
OG0003127	XM_001591119.1.p1	XM_007925028.1.p1
OG0003129	XM_001587550.1.p1	XM_007925784.1.p1
OG0003131	XM_001588990.1.p1	XM_007927216.1.p1
OG0003133	XM_001587224.1.p1	XM_007921605.1.p1
OG0003134	XM_001595329.1.p1	XM_007921760.1.p1
OG0003135	XM_001597179.1.p1	XM_007921514.1.p1
OG0003137	XM_001593489.1.p1	XM_007928297.1.p1
OG0003138	XM_001596180.1.p1	XM_007922449.1.p1
OG0003140	XM_001591076.1.p1	XM_007921685.1.p1
OG0003141	XM_001587258.1.p1	XM_007927959.1.p1
OG0003142	XM_001587260.1.p1	XM_007927605.1.p1
OG0003143	XM_001588106.1.p1, XM_001586812.1.p1, XM_001596471.1.p1	XM_007926032.1.p1
OG0003144	XM_001588319.1.p1	XM_007926337.1.p1
OG0003146	XM_001595345.1.p1	XM_007930683.1.p1
OG0003149	XM_001597965.1.p1	XM_007934393.1.p1
OG0003150	XM_001594558.1.p1	XM_007927556.1.p1
OG0003151	XM_001585924.1.p1	XM_007923390.1.p1
OG0003152	XM_001594909.1.p1	XM_007933830.1.p1
OG0003153	XM_001596855.1.p1	XM_007923407.1.p1
OG0003153	XM_001592935.1.p1	XM_007927549.1.p1
OG0003154	XM_001591460.1.p1	XM_007922988.1.p1
OG0003155	XM_001597217.1.p1	XM_007929486.1.p1
OG0003156	XM_001591688.1.p1	XM_007930919.1.p1
OG0003157	XM_001584915.1.p1	XM_007932312.1.p1
OG0003159	XM_001598215.1.p1	XM_007931217.1.p1
OG0003160	XM_001596009.1.p1	XM_007923917.1.p1
OG0003161	XM_001598525.1.p1	XM_007933785.1.p1
OG0003162	XM_001596705.1.p1	XM_007931514.1.p1
OG0003163	XM_001585128.1.p1	XM_007932402.1.p1
OG0003165	XM_001592421.1.p1	XM_007922800.1.p1
OG0003167	XM_001586030.1.p1	XM_007924343.1.p1
OG0003168	XM_001594113.1.p1	XM_007921971.1.p1
OG0003169	XM_001593747.1.p1	XM_007928272.1.p1
OG0003170	XM_001588041.1.p1	XM_007927820.1.p1
OG0003171	XM_001596895.1.p1	XM_007923401.1.p1
OG0003172	XM_001597307.1.p1	XM_007921599.1.p1
OG0003173	XM_001594593.1.p1	XM_007931827.1.p1
OG0003174	XM_001587964.1.p1	XM_007930878.1.p1
OG0003176	XM_001596374.1.p1	XM_007921782.1.p1
OG0003178	XM_001593599.1.p1, XM_001598365.1.p1	XM_007924263.1.p1
OG0003180	XM_001585425.1.p1	XM_007929718.1.p1
OG0003181	XM_001587893.1.p1	XM_007930172.1.p1
OG0003182	XM_001585321.1.p1	XM_007926163.1.p1
OG0003183	XM_001585430.1.p1	XM_007926586.1.p1
OG0003185	XM_001587727.1.p1	XM_007933093.1.p1
OG0003186	XM_001586641.1.p1	XM_007933092.1.p1
OG0003187	XM_001591792.1.p1	XM_007934000.1.p1
OG0003188	XM_001597914.1.p1	XM_007922289.1.p1
OG0003189	XM_001591454.1.p1	XM_007922584.1.p1
OG0003191	XM_001593118.1.p1	XM_007927111.1.p1
OG0003192	XM_001590578.1.p1	XM_007932367.1.p1
OG0003193	XM_001597589.1.p1	XM_007929649.1.p1
OG0003194	XM_001589109.1.p1	XM_007925639.1.p1
OG0003195	XM_001590563.1.p1	XM_007925285.1.p1
OG0003196	XM_001589671.1.p1	XM_007925864.1.p1
OG0003198	XM_001591928.1.p1	XM_007922439.1.p1
OG0003200	XM_001589645.1.p1	XM_007926826.1.p1
OG0003201	XM_001593558.1.p1	XM_007921707.1.p1
OG0003202	XM_001593700.1.p1	XM_007923675.1.p1
OG0003203	XM_001589250.1.p1	XM_007931650.1.p1
OG0003204	XM_001584949.1.p1	XM_007931482.1.p1
OG0003205	XM_001589240.1.p1	XM_007932256.1.p1
OG0003206	XM_001597928.1.p1	XM_007923663.1.p1
OG0003207	XM_001588745.1.p1	XM_007923203.1.p1
OG0003208	XM_001593404.1.p1	XM_007926763.1.p1
OG0003209	XM_001596670.1.p1	XM_007923858.1.p1
OG0003213	XM_001592922.1.p1	XM_007932108.1.p1
OG0003214	XM_001596003.1.p1	XM_007922005.1.p1
OG0003215	XM_001587605.1.p1	XM_007927155.1.p1
OG0003217	XM_001588614.1.p1	XM_007922259.1.p1
OG0003218	XM_001595417.1.p1	XM_007924500.1.p1
OG0003219	XM_001598049.1.p1	XM_007929538.1.p1
OG0003220	XM_001585644.1.p1	XM_007928815.1.p1
OG0003222	XM_001585672.1.p1	XM_007925105.1.p1
OG0003223	XM_001588742.1.p1	XM_007921808.1.p1
OG0003224	XM_001593069.1.p1	XM_007922063.1.p1
OG0003225	XM_001597345.1.p1	XM_007924994.1.p1
OG0003227	XM_001588216.1.p1	XM_007922474.1.p1
OG0003228	XM_001587075.1.p1	XM_007931735.1.p1
OG0003229	XM_001593231.1.p1	XM_007928523.1.p1
OG0003230	XM_001597825.1.p1	XM_007925440.1.p1
OG0003231	XM_001592387.1.p1	XM_007922457.1.p1
OG0003232	XM_001594965.1.p1	XM_007931136.1.p1
OG0003233	XM_001592493.1.p1	XM_007922971.1.p1
OG0003235	XM_001585249.1.p1	XM_007932404.1.p1
OG0003236	XM_001595449.1.p1	XM_007924891.1.p1
OG0003237	XM_001587549.1.p1	XM_007932775.1.p1, XM_007922423.1.p1, XM_007926388.1.p1, XM_007922199.1.p1
OG0003238	XM_001594142.1.p1	XM_007924568.1.p1
OG0003239	XM_001587283.1.p1	XM_007926505.1.p1
OG0003240	XM_001586564.1.p1	XM_007933241.1.p1
OG0003241	XM_001596850.1.p1	XM_007921895.1.p1
OG0003242	XM_001595014.1.p1	XM_007924242.1.p1
OG0003243	XM_001586272.1.p1	XM_007930946.1.p1
OG0003244	XM_001596796.1.p1	XM_007930882.1.p1
OG0003245	XM_001596010.1.p1	XM_007923921.1.p1
OG0003248	XM_001588320.1.p1	XM_007927353.1.p1
OG0003249	XM_001589272.1.p1	XM_007924363.1.p1
OG0003250	XM_001595462.1.p1	XM_007924506.1.p1
OG0003251	XM_001598737.1.p1	XM_007922847.1.p1
OG0003252	XM_001597236.1.p1	XM_007924510.1.p1
OG0003253	XM_001598173.1.p1	XM_007929209.1.p1
OG0003254	XM_001598403.1.p1	XM_007928927.1.p1
OG0003255	XM_001596492.1.p1	XM_007924151.1.p1
OG0003256	XM_001597857.1.p1	XM_007929183.1.p1
OG0003258	XM_001585196.1.p1	XM_007924270.1.p1
OG0003259	XM_001585414.1.p1	XM_007926956.1.p1
OG0003261	XM_001597749.1.p1	XM_007922465.1.p1
OG0003262	XM_001588051.1.p1	XM_007931467.1.p1, XM_007926455.1.p1
OG0003263	XM_001595550.1.p1	XM_007925952.1.p1
OG0003264	XM_001591954.1.p1	XM_007924369.1.p1
OG0003265	XM_001589021.1.p1	XM_007926962.1.p1
OG0003267	XM_001598623.1.p1	XM_007927581.1.p1
OG0003268	XM_001589981.1.p1	XM_007927106.1.p1
OG0003270	XM_001593751.1.p1	XM_007927835.1.p1
OG0003271	XM_001593886.1.p1	XM_007922016.1.p1
OG0003272	XM_001589203.1.p1	XM_007930521.1.p1
OG0003274	XM_001587418.1.p1	XM_007926011.1.p1
OG0003275	XM_001587583.1.p1	XM_007926075.1.p1
OG0003276	XM_001586734.1.p1	XM_007929839.1.p1
OG0003277	XM_001592177.1.p1	XM_007923420.1.p1
OG0003278	XM_001598098.1.p1	XM_007933890.1.p1
OG0003279	XM_001585823.1.p1	XM_007923339.1.p1
OG0003280	XM_001597461.1.p1	XM_007924085.1.p1
OG0003281	XM_001589324.1.p1	XM_007931921.1.p1
OG0003282	XM_001596197.1.p1	XM_007921607.1.p1
OG0003283	XM_001587096.1.p1	XM_007927658.1.p1
OG0003284	XM_001594209.1.p1	XM_007928446.1.p1
OG0003286	XM_001591177.1.p1	XM_007922604.1.p1
OG0003288	XM_001586805.1.p1	XM_007933535.1.p1
OG0003289	XM_001586637.1.p1	XM_007933153.1.p1
OG0003290	XM_001586740.1.p1	XM_007933300.1.p1
OG0003292	XM_001596873.1.p1	XM_007921752.1.p1
OG0003294	XM_001595617.1.p1	XM_007929178.1.p1
OG0003295	XM_001590749.1.p1	XM_007932676.1.p1
OG0003298	XM_001597311.1.p1	XM_007923607.2.p1
OG0003299	XM_001594490.1.p1	XM_007923766.1.p1
OG0003300	XM_001589049.1.p1	XM_007931652.1.p1
OG0003301	XM_001597951.1.p1	XM_007934305.1.p1
OG0003302	XM_001595139.1.p1	XM_007933794.1.p1
OG0003303	XM_001597402.1.p1	XM_007933983.1.p1
OG0003305	XM_001586439.1.p1	XM_007923122.1.p1
OG0003307	XM_001595073.1.p1	XM_007925139.1.p1
OG0003308	XM_001597432.1.p1	XM_007929229.1.p1
OG0003309	XM_001590067.1.p1	XM_007926991.1.p1
OG0003311	XM_001588978.1.p1	XM_007926020.1.p1
OG0003312	XM_001596498.1.p1	XM_007925622.1.p1
OG0003314	XM_001585167.1.p1	XM_007932348.1.p1
OG0003315	XM_001594584.1.p1	XM_007931674.1.p1
OG0003318	XM_001594826.1.p1	XM_007931684.1.p1
OG0003319	XM_001590508.1.p1	XM_007932975.1.p1
OG0003320	XM_001596495.1.p1	XM_007925619.1.p1
OG0003321	XM_001589643.1.p1	XM_007927037.1.p1
OG0003322	XM_001592939.1.p1	XM_007926279.1.p1
OG0003323	XM_001593933.1.p1	XM_007921729.1.p1
OG0003325	XM_001591449.1.p1	XM_007924974.1.p1
OG0003326	XM_001587707.1.p1	XM_007933160.1.p1
OG0003327	XM_001593157.1.p1	XM_007933127.1.p1
OG0003328	XM_001586936.1.p1	XM_007933060.1.p1
OG0003329	XM_001598553.1.p1, XM_001594202.1.p1	XM_007933921.1.p1
OG0003330	XM_001584812.1.p1	XM_007925435.1.p1
OG0003331	XM_001596990.1.p1	XM_007934299.1.p1
OG0003332	XM_001595057.1.p1	XM_007925770.1.p1
OG0003333	XM_001594860.1.p1	XM_007923111.1.p1
OG0003334	XM_001594978.1.p1	XM_007923524.1.p1
OG0003335	XM_001598921.1.p1	XM_007921822.1.p1
OG0003336	XM_001596912.1.p1	XM_007921856.1.p1
OG0003338	XM_001592307.1.p1	XM_007922778.1.p1
OG0003339	XM_001588779.1.p1	XM_007921812.1.p1
OG0003341	XM_001592462.1.p1	XM_007921635.1.p1
OG0003342	XM_001591065.1.p1	XM_007923181.1.p1
OG0003344	XM_001594948.1.p1	XM_007930643.1.p1
OG0003345	XM_001587331.1.p1	XM_007927289.1.p1
OG0003346	XM_001598214.1.p1	XM_007923795.2.p1
OG0003348	XM_001590681.1.p1	XM_007932399.1.p1
OG0003349	XM_001598046.1.p1	XM_007929517.1.p1
OG0003351	XM_001597094.1.p1	XM_007925490.2.p1
OG0003352	XM_001588979.1.p1	XM_007926805.1.p1
OG0003353	XM_001589786.1.p1	XM_007934287.1.p1
OG0003354	XM_001588134.1.p1	XM_007927363.1.p1
OG0003356	XM_001590143.1.p1, XM_001590144.1.p1	XM_007925796.1.p1
OG0003358	XM_001594599.1.p1	XM_007932036.2.p1
OG0003359	XM_001593636.1.p1	XM_007922855.1.p1
OG0003361	XM_001588263.1.p1, XM_001591372.1.p1	XM_007926437.1.p1
OG0003362	XM_001588054.1.p1	XM_007926453.1.p1
OG0003363	XM_001594176.1.p1	XM_007925515.1.p1
OG0003364	XM_001592492.1.p1	XM_007922775.1.p1
OG0003366	XM_001594145.1.p1	XM_007925838.1.p1
OG0003367	XM_001588998.1.p1	XM_007926377.1.p1
OG0003370	XM_001586318.1.p1	XM_007933946.1.p1
OG0003371	XM_001586608.1.p1	XM_007925426.1.p1
OG0003372	XM_001591750.1.p1	XM_007922226.1.p1
OG0003373	XM_001584600.1.p1	XM_007921576.1.p1
OG0003374	XM_001597197.1.p1	XM_007923134.1.p1
OG0003375	XM_001586263.1.p1	XM_007931126.1.p1
OG0003376	XM_001597884.1.p1	XM_007929632.1.p1
OG0003377	XM_001591473.1.p1	XM_007925199.1.p1
OG0003378	XM_001588267.1.p1	XM_007926729.1.p1
OG0003379	XM_001595836.1.p1	XM_007926952.1.p1
OG0003381	XM_001588707.1.p1	XM_007923581.1.p1
OG0003382	XM_001592954.1.p1	XM_007927548.1.p1
OG0003383	XM_001588128.1.p1	XM_007926866.1.p1
OG0003384	XM_001595158.1.p1	XM_007924980.1.p1
OG0003387	XM_001586862.1.p1	XM_007933657.1.p1
OG0003388	XM_001590673.1.p1	XM_007931599.1.p1
OG0003389	XM_001585114.1.p1	XM_007931931.1.p1
OG0003390	XM_001585517.1.p1	XM_007925963.1.p1
OG0003391	XM_001590649.1.p1	XM_007933078.1.p1
OG0003392	XM_001598687.1.p1	XM_007925470.1.p1
OG0003393	XM_001590846.1.p1	XM_007932319.1.p1
OG0003395	XM_001596113.1.p1	XM_007932630.1.p1
OG0003396	XM_001589794.1.p1	XM_007932608.1.p1
OG0003397	XM_001593343.1.p1	XM_007928132.1.p1
OG0003398	XM_001586421.1.p1	XM_007929571.1.p1
OG0003399	XM_001589918.1.p1	XM_007929095.1.p1
OG0003400	XM_001593178.1.p1	XM_007926559.1.p1
OG0003402	XM_001586464.1.p1	XM_007925216.1.p1
OG0003403	XM_001595281.1.p1, XM_001597269.1.p1	XM_007923639.1.p1
OG0003404	XM_001596802.1.p1	XM_007930612.1.p1
OG0003405	XM_001587610.1.p1	XM_007926362.1.p1
OG0003406	XM_001587717.1.p1	XM_007930095.1.p1
OG0003407	XM_001598175.1.p1	XM_007929607.1.p1
OG0003408	XM_001587963.1.p1	XM_007930895.1.p1
OG0003410	XM_001595881.1.p1	XM_007923129.1.p1
OG0003411	XM_001585283.1.p1	XM_007926068.1.p1
OG0003412	XM_001590120.1.p1	XM_007931942.1.p1
OG0003413	XM_001588822.1.p1	XM_007927743.1.p1
OG0003415	XM_001591820.1.p1	XM_007924636.1.p1
OG0003416	XM_001587863.1.p1	XM_007933129.1.p1
OG0003418	XM_001589540.1.p1	XM_007924603.1.p1
OG0003441	XM_001588645.1.p1	XM_007930684.1.p1, XM_007922622.1.p1
OG0003442	XM_001594839.1.p1	XM_007923261.1.p1
OG0003443	XM_001596301.1.p1	XM_007926521.1.p1, XM_007929738.1.p1
OG0003444	XM_001594046.1.p1	XM_007924244.1.p1
OG0003445	XM_001594187.1.p1	XM_007931016.1.p1
OG0003446	XM_001596029.1.p1	XM_007923910.1.p1
OG0003447	XM_001584893.1.p1	XM_007932874.1.p1
OG0003449	XM_001595157.1.p1	XM_007926934.1.p1
OG0003450	XM_001593234.1.p1	XM_007927641.1.p1
OG0003453	XM_001594150.1.p1	XM_007925945.1.p1
OG0003454	XM_001586039.1.p1	XM_007925473.1.p1
OG0003455	XM_001594673.1.p1	XM_007923058.1.p1
OG0003456	XM_001589970.1.p1	XM_007927144.1.p1
OG0003458	XM_001586189.1.p1	XM_007931068.1.p1
OG0003461	XM_001594812.1.p1	XM_007923765.1.p1
OG0003462	XM_001586624.1.p1	XM_007923904.1.p1
OG0003463	XM_001593620.1.p1	XM_007921906.1.p1
OG0003464	XM_001593941.1.p1	XM_007921986.1.p1
OG0003466	XM_001590936.1.p1	XM_007931853.1.p1
