Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Phanerochaete_chrysosporium_rna_prot
OG0002381	XM_001597772.1.p1	XM_007396071.1.p1
OG0002382	XM_001595209.1.p1	XM_007394389.1.p1
OG0002383	XM_001596917.1.p1	XM_007397791.1.p1
OG0002385	XM_001589146.1.p1	XM_007396582.1.p1
OG0002386	XM_001584569.1.p1	XM_007394173.1.p1
OG0002387	XM_001594876.1.p1	XM_007400099.1.p1
OG0002388	XM_001592624.1.p1	XM_007400176.1.p1
OG0002389	XM_001587189.1.p1	XM_007391730.1.p1
OG0002390	XM_001592830.1.p1	XM_007396227.1.p1
OG0002391	XM_001595967.1.p1	XM_007391463.1.p1, XM_007398823.1.p1
OG0002392	XM_001586127.1.p1	XM_007401317.1.p1
OG0002393	XM_001586184.1.p1	XM_007395606.1.p1
OG0002394	XM_001586212.1.p1	XM_007401491.1.p1
OG0002395	XM_001594425.1.p1	XM_007401764.1.p1
OG0002396	XM_001596168.1.p1	XM_007390683.1.p1
OG0002397	XM_001589782.1.p1	XM_007394524.1.p1, XM_007389830.1.p1
OG0002398	XM_001594155.1.p1	XM_007391136.1.p1
OG0002401	XM_001595754.1.p1	XM_007399322.1.p1
OG0002402	XM_001588124.1.p1	XM_007390498.1.p1
OG0002403	XM_001592602.1.p1	XM_007394574.1.p1
OG0002404	XM_001588016.1.p1	XM_007393288.1.p1
OG0002405	XM_001589065.1.p1	XM_007401486.1.p1
OG0002406	XM_001586753.1.p1	XM_007401817.1.p1
OG0002409	XM_001587423.1.p1	XM_007394842.1.p1
OG0002411	XM_001590034.1.p1	XM_007395521.1.p1
OG0002412	XM_001595626.1.p1	XM_007395618.1.p1
OG0002413	XM_001597756.1.p1	XM_007395556.1.p1
OG0002414	XM_001590316.1.p1	XM_007392370.1.p1
OG0002415	XM_001596943.1.p1	XM_007394280.1.p1
OG0002416	XM_001589713.1.p1	XM_007391669.1.p1
OG0002417	XM_001589334.1.p1	XM_007401320.1.p1
OG0002418	XM_001594589.1.p1	XM_007390147.1.p1
OG0002419	XM_001598016.1.p1, XM_001586267.1.p1	XM_007399319.1.p1
OG0002420	XM_001594858.1.p1	XM_007401292.1.p1
OG0002421	XM_001593009.1.p1	XM_007394057.1.p1
OG0002422	XM_001594652.1.p1	XM_007395550.1.p1
OG0002423	XM_001594210.1.p1	XM_007400341.1.p1
OG0002424	XM_001591952.1.p1	XM_007392811.1.p1
OG0002425	XM_001593135.1.p1	XM_007395972.1.p1
OG0002427	XM_001598628.1.p1, XM_001595007.1.p1	XM_007392292.1.p1
OG0002428	XM_001590856.1.p1	XM_007395938.1.p1
OG0002429	XM_001595179.1.p1	XM_007391699.1.p1
OG0002431	XM_001597639.1.p1	XM_007392898.1.p1
OG0002432	XM_001590247.1.p1	XM_007400821.1.p1
OG0002433	XM_001589704.1.p1	XM_007391731.1.p1, XM_007398497.1.p1
OG0002434	XM_001593832.1.p1	XM_007392047.1.p1, XM_007393115.1.p1
OG0002435	XM_001590066.1.p1	XM_007391987.1.p1
OG0002436	XM_001593361.1.p1	XM_007389882.1.p1
OG0002437	XM_001586501.1.p1	XM_007391998.1.p1
OG0002438	XM_001586503.1.p1	XM_007389522.1.p1
OG0002440	XM_001598924.1.p1	XM_007399232.1.p1
OG0002441	XM_001590288.1.p1	XM_007391653.1.p1
OG0002442	XM_001591113.1.p1	XM_007395378.1.p1
OG0002443	XM_001590201.1.p1	XM_007392065.1.p1
OG0002444	XM_001598430.1.p1	XM_007394578.1.p1
OG0002445	XM_001597355.1.p1	XM_007397482.1.p1
OG0002447	XM_001588694.1.p1	XM_007393093.1.p1
OG0002448	XM_001592499.1.p1	XM_007392660.1.p1
OG0002449	XM_001587882.1.p1	XM_007393175.1.p1
OG0002450	XM_001589833.1.p1	XM_007394659.1.p1
OG0002451	XM_001597573.1.p1	XM_007391920.1.p1
OG0002452	XM_001593776.1.p1	XM_007392395.1.p1
OG0002453	XM_001594118.1.p1	XM_007398694.1.p1
OG0002454	XM_001598746.1.p1	XM_007390692.1.p1
OG0002455	XM_001591207.1.p1	XM_007399015.1.p1
OG0002456	XM_001588422.1.p1	XM_007391707.1.p1
OG0002457	XM_001592468.1.p1	XM_007401034.1.p1
OG0002458	XM_001594962.1.p1	XM_007392421.1.p1
OG0002461	XM_001592392.1.p1	XM_007395731.1.p1
OG0002462	XM_001593638.1.p1	XM_007390491.1.p1
OG0002464	XM_001587385.1.p1	XM_007397352.1.p1
OG0002465	XM_001585367.1.p1	XM_007395998.1.p1
OG0002466	XM_001585372.1.p1	XM_007391873.1.p1
OG0002467	XM_001598572.1.p1	XM_007392830.1.p1
OG0002468	XM_001587300.1.p1	XM_007397296.1.p1
OG0002469	XM_001593574.1.p1	XM_007397794.1.p1
OG0002470	XM_001592765.1.p1	XM_007399898.1.p1
OG0002471	XM_001584681.1.p1	XM_007396893.1.p1
OG0002472	XM_001586847.1.p1	XM_007398879.1.p1
OG0002473	XM_001585235.1.p1	XM_007391779.1.p1
OG0002474	XM_001586760.1.p1	XM_007392940.1.p1
OG0002475	XM_001589055.1.p1	XM_007389514.1.p1
OG0002476	XM_001586512.1.p1	XM_007391553.1.p1
OG0002477	XM_001586618.1.p1	XM_007397264.1.p1
OG0002478	XM_001591876.1.p1	XM_007401106.1.p1
OG0002479	XM_001595226.1.p1	XM_007401575.1.p1
OG0002480	XM_001595448.1.p1	XM_007401607.1.p1
OG0002481	XM_001595114.1.p1	XM_007395588.1.p1
OG0002482	XM_001597483.1.p1	XM_007392004.1.p1
OG0002483	XM_001590892.1.p1	XM_007394270.1.p1
OG0002484	XM_001593739.1.p1	XM_007391718.1.p1
OG0002485	XM_001584566.1.p1	XM_007401306.1.p1
OG0002486	XM_001590533.1.p1	XM_007394892.1.p1
OG0002487	XM_001590834.1.p1	XM_007395181.1.p1
OG0002488	XM_001592455.1.p1	XM_007397181.1.p1
OG0002489	XM_001593057.1.p1	XM_007396147.1.p1
OG0002490	XM_001586271.1.p1	XM_007401846.1.p1
OG0002491	XM_001598130.1.p1	XM_007399399.1.p1
OG0002492	XM_001590011.1.p1	XM_007390316.1.p1
OG0002493	XM_001596006.1.p1	XM_007391637.1.p1
OG0002494	XM_001586443.1.p1	XM_007392711.1.p1
OG0002495	XM_001592850.1.p1	XM_007391664.1.p1
OG0002496	XM_001588867.1.p1	XM_007401166.1.p1
OG0002497	XM_001594024.1.p1	XM_007393216.1.p1
OG0002498	XM_001593094.1.p1	XM_007390419.1.p1
OG0002499	XM_001597163.1.p1	XM_007400929.1.p1
OG0002500	XM_001598749.1.p1	XM_007390656.1.p1, XM_007401773.1.p1
OG0002501	XM_001587659.1.p1	XM_007401842.1.p1
OG0002502	XM_001597045.1.p1	XM_007395451.1.p2
OG0002503	XM_001589928.1.p1	XM_007400153.1.p1
OG0002504	XM_001587394.1.p1	XM_007399492.1.p1
OG0002505	XM_001593032.1.p1	XM_007397305.1.p1
OG0002506	XM_001589408.1.p1	XM_007390311.1.p1
OG0002507	XM_001594168.1.p1	XM_007395449.1.p1
OG0002508	XM_001590722.1.p1	XM_007391908.1.p1
OG0002509	XM_001585392.1.p1	XM_007394262.1.p1
OG0002510	XM_001588997.1.p1	XM_007395651.1.p1
OG0002511	XM_001589874.1.p1	XM_007391892.1.p1
OG0002512	XM_001593622.1.p1	XM_007397251.1.p1
OG0002513	XM_001597673.1.p1, XM_001590706.1.p1	XM_007393555.1.p1
OG0002517	XM_001594355.1.p1	XM_007393238.1.p1
OG0002518	XM_001597397.1.p1	XM_007394740.1.p1
OG0002519	XM_001594991.1.p1	XM_007398280.1.p1, XM_007397252.1.p1
OG0002520	XM_001595419.1.p1	XM_007400687.1.p1
OG0002521	XM_001590381.1.p1	XM_007401314.1.p1
OG0002522	XM_001590983.1.p1, XM_001590982.1.p1	XM_007397029.1.p1
OG0002523	XM_001585549.1.p1	XM_007394846.1.p1
OG0002524	XM_001592486.1.p1	XM_007395689.1.p1
OG0002525	XM_001589795.1.p1	XM_007394496.1.p1
OG0002526	XM_001594521.1.p1	XM_007389919.1.p1
OG0002527	XM_001593981.1.p1	XM_007396799.1.p1
OG0002528	XM_001595491.1.p1	XM_007393790.1.p1
OG0002529	XM_001589430.1.p1	XM_007392090.1.p1
OG0002530	XM_001596453.1.p1	XM_007391858.1.p1
OG0002531	XM_001591553.1.p1	XM_007393592.1.p1
OG0002532	XM_001591796.1.p1	XM_007390333.1.p1
OG0002533	XM_001598469.1.p1	XM_007390574.1.p1
OG0002534	XM_001590007.1.p1	XM_007392210.1.p1
OG0002535	XM_001597632.1.p1	XM_007392027.1.p1
OG0002536	XM_001590641.1.p1	XM_007397309.1.p1
OG0002538	XM_001595812.1.p1	XM_007397953.1.p1
OG0002539	XM_001588442.1.p1	XM_007402189.1.p1
OG0002540	XM_001590784.1.p1	XM_007394459.1.p1
OG0002541	XM_001597856.1.p1	XM_007391133.1.p1
OG0002542	XM_001589145.1.p1	XM_007398262.1.p1
OG0002543	XM_001595169.1.p1	XM_007396286.1.p1
OG0002544	XM_001588098.1.p1	XM_007394686.1.p1
OG0002545	XM_001596746.1.p1	XM_007390509.1.p1
OG0002550	XM_001588562.1.p1	XM_007393539.1.p1
OG0002554	XM_001590629.1.p1	XM_007393541.1.p1
OG0002573	XM_001589198.1.p1	XM_007390477.1.p1
OG0002574	XM_001588331.1.p1	XM_007392599.1.p1
OG0002575	XM_001589953.1.p1	XM_007391970.1.p1
OG0002576	XM_001589079.1.p1	XM_007391057.1.p1
OG0002579	XM_001594239.1.p1	XM_007395232.1.p1
OG0002580	XM_001585268.1.p1	XM_007397572.1.p1
OG0002582	XM_001594917.1.p1	XM_007390687.1.p1
OG0002583	XM_001595098.1.p1	XM_007390101.1.p1
OG0002585	XM_001586188.1.p1	XM_007398696.1.p1
OG0002586	XM_001598474.1.p1	XM_007396254.1.p1
OG0002587	XM_001585198.1.p1	XM_007393668.1.p1
OG0002589	XM_001598908.1.p1	XM_007398017.1.p1
OG0002592	XM_001592474.1.p1	XM_007398937.1.p1
OG0002593	XM_001587301.1.p1	XM_007391725.1.p1
OG0002594	XM_001593221.1.p1	XM_007398744.1.p1
OG0002596	XM_001594667.1.p1	XM_007401494.1.p1
OG0002597	XM_001597353.1.p1	XM_007398566.1.p1
OG0002598	XM_001586531.1.p1	XM_007400437.1.p1
OG0002599	XM_001593603.1.p1	XM_007400450.1.p1
OG0002601	XM_001589535.1.p1	XM_007399842.1.p1
OG0002602	XM_001596786.1.p1	XM_007397519.1.p1
OG0002603	XM_001588678.1.p1	XM_007393504.1.p1
OG0002604	XM_001590395.1.p1	XM_007394374.1.p1
OG0002605	XM_001597028.1.p1	XM_007397025.1.p1
OG0002607	XM_001593297.1.p1	XM_007393334.1.p1
OG0002608	XM_001587700.1.p1	XM_007390225.1.p1
OG0002609	XM_001586795.1.p1	XM_007393110.1.p1
OG0002611	XM_001591893.1.p1	XM_007390484.1.p1
OG0002612	XM_001587672.1.p1	XM_007389722.1.p1
OG0002613	XM_001584872.1.p1	XM_007395392.1.p1
OG0002614	XM_001597337.1.p1	XM_007399915.1.p1
OG0002615	XM_001585739.1.p1	XM_007393591.1.p1
OG0002616	XM_001594762.1.p1	XM_007396676.1.p1
OG0002617	XM_001585080.1.p1	XM_007400349.1.p1
OG0002618	XM_001586277.1.p1	XM_007393222.1.p1
OG0002619	XM_001597104.1.p1	XM_007394281.1.p1
OG0002620	XM_001586208.1.p1, XM_001584659.1.p1	XM_007398213.1.p1
OG0002621	XM_001593947.1.p1	XM_007391949.1.p1
OG0002622	XM_001593922.1.p1	XM_007391188.1.p1
OG0002623	XM_001591749.1.p1	XM_007390533.1.p1
OG0002624	XM_001591906.1.p1	XM_007396586.1.p1
OG0002625	XM_001597913.1.p1	XM_007397955.1.p1
OG0002626	XM_001595354.1.p1	XM_007392202.1.p1
OG0002627	XM_001588690.1.p1	XM_007393820.1.p1
OG0002628	XM_001595460.1.p1	XM_007392510.1.p1
OG0002629	XM_001592160.1.p1	XM_007392485.1.p1
OG0002630	XM_001589219.1.p1	XM_007391515.1.p1
OG0002631	XM_001597438.1.p1	XM_007399383.1.p1
OG0002633	XM_001598308.1.p1	XM_007390802.1.p1, XM_007393354.1.p1
OG0002634	XM_001592433.1.p1	XM_007403013.1.p1
OG0002635	XM_001586078.1.p1	XM_007400812.1.p1
OG0002636	XM_001585168.1.p1	XM_007391037.1.p1
OG0002638	XM_001596110.1.p1	XM_007397853.1.p1
OG0002641	XM_001584763.1.p1	XM_007398252.1.p1
OG0002642	XM_001587073.1.p1	XM_007390781.1.p1
OG0002643	XM_001594208.1.p1	XM_007398135.1.p1
OG0002644	XM_001594573.1.p1	XM_007393163.1.p1
OG0002645	XM_001597161.1.p1	XM_007397020.1.p1
OG0002646	XM_001597191.1.p1	XM_007392009.1.p1
OG0002647	XM_001594553.1.p1	XM_007391649.1.p1
OG0002649	XM_001586296.1.p1	XM_007397899.1.p1
OG0002650	XM_001594523.1.p1	XM_007401213.1.p1
OG0002651	XM_001592010.1.p1	XM_007392632.1.p1
OG0002652	XM_001594191.1.p1	XM_007401887.1.p1
OG0002653	XM_001593079.1.p1	XM_007401072.1.p1
OG0002655	XM_001587608.1.p1	XM_007401872.1.p1
OG0002656	XM_001587330.1.p1	XM_007401256.1.p1
OG0002657	XM_001590457.1.p1	XM_007400886.1.p1
OG0002660	XM_001590575.1.p1	XM_007393506.1.p1
OG0002661	XM_001590698.1.p1	XM_007390860.1.p1
OG0002662	XM_001590600.1.p1	XM_007395547.1.p1
OG0002663	XM_001590220.1.p1	XM_007397935.1.p1
OG0002666	XM_001590273.1.p1	XM_007395634.1.p1
OG0002667	XM_001587612.1.p1	XM_007390588.1.p1
OG0002668	XM_001587002.1.p1	XM_007398496.1.p1
OG0002669	XM_001589073.1.p1, XM_001591017.1.p1	XM_007399287.1.p1, XM_007392398.1.p1, XM_007392396.1.p1
OG0002670	XM_001598059.1.p1	XM_007392133.1.p1
OG0002672	XM_001596013.1.p1	XM_007391582.1.p1
OG0002674	XM_001598457.1.p1	XM_007394504.1.p1
OG0002676	XM_001596202.1.p1	XM_007393048.1.p1
OG0002677	XM_001595753.1.p1	XM_007393638.1.p1
OG0002679	XM_001585181.1.p1	XM_007394464.1.p1
OG0002680	XM_001590223.1.p1	XM_007397163.1.p1, XM_007389647.1.p1, XM_007393509.1.p1
OG0002681	XM_001591118.1.p1	XM_007395329.1.p1
OG0002682	XM_001590941.1.p1	XM_007396786.1.p1
OG0002683	XM_001584712.1.p1	XM_007396212.1.p1
OG0002684	XM_001595173.1.p1	XM_007392234.1.p1
OG0002685	XM_001593412.1.p1	XM_007396101.1.p1
OG0002687	XM_001586733.1.p1	XM_007395223.1.p1
OG0002688	XM_001595177.1.p1	XM_007396830.1.p1
OG0002689	XM_001592281.1.p1	XM_007398717.1.p1, XM_007401965.1.p1
OG0002691	XM_001586060.1.p1	XM_007400904.1.p1
OG0002692	XM_001591095.1.p1	XM_007397356.1.p1
OG0002693	XM_001594364.1.p1	XM_007391852.1.p1, XM_007392184.1.p1
OG0002694	XM_001589333.1.p1	XM_007397307.1.p1
OG0002695	XM_001587167.1.p1	XM_007402381.1.p1, XM_007400168.1.p1
OG0002696	XM_001598191.1.p1	XM_007395679.1.p1
OG0002697	XM_001598772.1.p1	XM_007391494.1.p1
OG0002698	XM_001593787.1.p1	XM_007399623.1.p1
OG0002701	XM_001593758.1.p1	XM_007393322.1.p1
OG0002702	XM_001591302.1.p1	XM_007395741.1.p1
OG0002703	XM_001591239.1.p1	XM_007398232.1.p1
OG0002704	XM_001597465.1.p1	XM_007400885.1.p1
OG0002706	XM_001587159.1.p1	XM_007394687.1.p1
OG0002707	XM_001586132.1.p1	XM_007393181.1.p1
OG0002708	XM_001597128.1.p1	XM_007390742.1.p1
OG0002709	XM_001587858.1.p1	XM_007393239.1.p1
OG0002710	XM_001595676.1.p1	XM_007390393.1.p1
OG0002711	XM_001588265.1.p1	XM_007394816.1.p1
OG0002712	XM_001586007.1.p1	XM_007393776.1.p1
OG0002713	XM_001594857.1.p1	XM_007392206.1.p1
OG0002714	XM_001591816.1.p1	XM_007391872.1.p1
OG0002716	XM_001590028.1.p1	XM_007390209.1.p1
OG0002717	XM_001590137.1.p1	XM_007400360.1.p1
OG0002718	XM_001586171.1.p1	XM_007399591.1.p1
OG0002720	XM_001591468.1.p1	XM_007390768.1.p1
OG0002721	XM_001586997.1.p1	XM_007392279.1.p1
OG0002722	XM_001593780.1.p1	XM_007402240.1.p1
OG0002724	XM_001586934.1.p1	XM_007397392.1.p1
OG0002725	XM_001591245.1.p1	XM_007397712.1.p1
OG0002726	XM_001594793.1.p1	XM_007389899.1.p1
OG0002727	XM_001596199.1.p1	XM_007391966.1.p1
OG0002728	XM_001592197.1.p1	XM_007401037.1.p1
OG0002729	XM_001589317.1.p1	XM_007393505.1.p1
OG0002730	XM_001591400.1.p1	XM_007391532.1.p1
OG0002731	XM_001590601.1.p1	XM_007394440.1.p1
OG0002732	XM_001598116.1.p1	XM_007398965.1.p1
OG0002733	XM_001588057.1.p1	XM_007392546.1.p1
OG0002734	XM_001588718.1.p1	XM_007392461.1.p1
OG0002735	XM_001590234.1.p1	XM_007395871.1.p1
OG0002736	XM_001596736.1.p1	XM_007393051.1.p1
OG0002737	XM_001587661.1.p1	XM_007395629.1.p1
OG0002738	XM_001597580.1.p1	XM_007395775.1.p1
OG0002740	XM_001596378.1.p1	XM_007392888.1.p1
OG0002741	XM_001596447.1.p1	XM_007393145.1.p1
OG0002742	XM_001592800.1.p1	XM_007393157.1.p1
OG0002743	XM_001589287.1.p1	XM_007399187.1.p1
OG0002744	XM_001591464.1.p1	XM_007399228.1.p1
OG0002746	XM_001591002.1.p1	XM_007390788.1.p1
OG0002748	XM_001588490.1.p1	XM_007398939.1.p1
OG0002749	XM_001587250.1.p1	XM_007395012.1.p1
OG0002750	XM_001585487.1.p1	XM_007393263.1.p1
OG0002753	XM_001584544.1.p1	XM_007390752.1.p1, XM_007389533.1.p1
OG0002754	XM_001595580.1.p1	XM_007397904.1.p1, XM_007399253.1.p1
OG0002755	XM_001597916.1.p1	XM_007389983.1.p1
OG0002756	XM_001595353.1.p1	XM_007390432.1.p1
OG0002757	XM_001589360.1.p1	XM_007398021.1.p1
OG0002759	XM_001597470.1.p1	XM_007391007.1.p1
OG0002760	XM_001595952.1.p1	XM_007399363.1.p1
OG0002763	XM_001587011.1.p1	XM_007391539.1.p1
OG0002764	XM_001589776.1.p1	XM_007395567.1.p1
OG0002765	XM_001587839.1.p1	XM_007393370.1.p1
OG0002768	XM_001596338.1.p1	XM_007396481.1.p1
OG0002769	XM_001588242.1.p1	XM_007397207.1.p1
OG0002770	XM_001584690.1.p1	XM_007393540.1.p1
OG0002771	XM_001591056.1.p1	XM_007398506.1.p1
OG0002772	XM_001584501.1.p1	XM_007401786.1.p1
OG0002773	XM_001584842.1.p1	XM_007395025.1.p1
OG0002776	XM_001593796.1.p1	XM_007396403.1.p1
OG0002777	XM_001593216.1.p1	XM_007400839.1.p1
OG0002778	XM_001588821.1.p1	XM_007392306.1.p1
OG0002779	XM_001592438.1.p1	XM_007391608.1.p1
OG0002780	XM_001595052.1.p1	XM_007397743.1.p1
OG0002781	XM_001591527.1.p1	XM_007394657.1.p1
OG0002782	XM_001586441.1.p1	XM_007390414.1.p1
OG0002783	XM_001589787.1.p1	XM_007397214.1.p1
OG0002784	XM_001592447.1.p1	XM_007398409.1.p1, XM_007392840.1.p1, XM_007392841.1.p1
OG0002789	XM_001590972.1.p1	XM_007395959.1.p1
OG0002790	XM_001592863.1.p1	XM_007391610.1.p1
OG0002791	XM_001595077.1.p1	XM_007394878.1.p1
OG0002792	XM_001590027.1.p1	XM_007390155.1.p1
OG0002793	XM_001596517.1.p1	XM_007391547.1.p1
OG0002794	XM_001584823.1.p1	XM_007398992.1.p1
OG0002795	XM_001590912.1.p1	XM_007393651.1.p1
OG0002796	XM_001586660.1.p1	XM_007397839.1.p1
OG0002800	XM_001591143.1.p1	XM_007400345.1.p1
OG0002802	XM_001596953.1.p1	XM_007395589.1.p1
OG0002803	XM_001592401.1.p1	XM_007400652.1.p1
OG0002804	XM_001585530.1.p1	XM_007392809.1.p1, XM_007392925.1.p1
OG0002805	XM_001586067.1.p1	XM_007398961.1.p1
OG0002806	XM_001597447.1.p1	XM_007401120.1.p1
OG0002807	XM_001596809.1.p1	XM_007389907.1.p1
OG0002808	XM_001590544.1.p1	XM_007396729.1.p1
OG0002809	XM_001593313.1.p1	XM_007394038.1.p1
OG0002812	XM_001589205.1.p1	XM_007390062.1.p1
OG0002813	XM_001592772.1.p1	XM_007394866.1.p1
OG0002815	XM_001596198.1.p1	XM_007393312.1.p1
OG0002816	XM_001591067.1.p1	XM_007401465.1.p1
OG0002817	XM_001595513.1.p1, XM_001594837.1.p1	XM_007398256.1.p1, XM_007392204.1.p1
OG0002818	XM_001586374.1.p1	XM_007390271.1.p1
OG0002819	XM_001591973.1.p1	XM_007399692.1.p1
OG0002820	XM_001597886.1.p1	XM_007395993.1.p1
OG0002821	XM_001598454.1.p1	XM_007394902.1.p1
OG0002823	XM_001590009.1.p1	XM_007390804.1.p1
OG0002824	XM_001590910.1.p1	XM_007392256.1.p1
OG0002825	XM_001595492.1.p1	XM_007393473.1.p1
OG0002826	XM_001597079.1.p1	XM_007397231.1.p1
OG0002827	XM_001585194.1.p1	XM_007400743.1.p1, XM_007397347.1.p1
OG0002828	XM_001590125.1.p1	XM_007397208.1.p1
OG0002829	XM_001588300.1.p1	XM_007395859.1.p1
OG0002830	XM_001589002.1.p1	XM_007389742.1.p1
OG0002832	XM_001598333.1.p1	XM_007393760.1.p1
OG0002833	XM_001595290.1.p1	XM_007391921.1.p1
OG0002834	XM_001598690.1.p1	XM_007394179.1.p1
OG0002837	XM_001589262.1.p1	XM_007398034.1.p1
OG0002838	XM_001588615.1.p1	XM_007395464.1.p1
OG0002839	XM_001595816.1.p1	XM_007394225.1.p1
OG0002841	XM_001588074.1.p1	XM_007396179.1.p1
OG0002843	XM_001596231.1.p1	XM_007393248.1.p1
OG0002846	XM_001586963.1.p1	XM_007398486.1.p1
OG0002850	XM_001593497.1.p1	XM_007393772.1.p1
OG0002851	XM_001588039.1.p1	XM_007392095.1.p1
OG0002853	XM_001593876.1.p1	XM_007395767.1.p1
OG0002856	XM_001584674.1.p1	XM_007401321.1.p1
OG0002857	XM_001587907.1.p1	XM_007396456.1.p1
OG0002858	XM_001587913.1.p1	XM_007392952.1.p1
OG0002859	XM_001587414.1.p1	XM_007390779.1.p1
OG0002860	XM_001592365.1.p1	XM_007393374.1.p1
OG0002861	XM_001592809.1.p1	XM_007393138.1.p1
OG0002862	XM_001594362.1.p1	XM_007400602.1.p1
OG0002863	XM_001593273.1.p1	XM_007392114.1.p1
OG0002865	XM_001592893.1.p1	XM_007394512.1.p1
OG0002866	XM_001591304.1.p1	XM_007390759.1.p1
OG0002868	XM_001594750.1.p1	XM_007394834.1.p1
OG0002869	XM_001594714.1.p1	XM_007396545.1.p1
OG0002870	XM_001591055.1.p1	XM_007399663.1.p1
OG0002871	XM_001589839.1.p1	XM_007390776.1.p1
OG0002872	XM_001598431.1.p1	XM_007397923.1.p1
OG0002874	XM_001592659.1.p1	XM_007394586.1.p1
OG0002876	XM_001589719.1.p1	XM_007391917.1.p1
OG0002878	XM_001586207.1.p1	XM_007397522.1.p1
OG0002879	XM_001586490.1.p1	XM_007393046.1.p1
OG0002880	XM_001590651.1.p1	XM_007390243.1.p1
OG0002881	XM_001588307.1.p1	XM_007397149.1.p1
OG0002882	XM_001595117.1.p1	XM_007390563.1.p1
OG0002883	XM_001588923.1.p1	XM_007390285.1.p1
OG0002884	XM_001587320.1.p1	XM_007393050.1.p1
OG0002886	XM_001596133.1.p1, XM_001591543.1.p1, XM_001590439.1.p1, XM_001593263.1.p1	XM_007389904.1.p1
OG0002887	XM_001592730.1.p1	XM_007390916.1.p1
OG0002889	XM_001596947.1.p1	XM_007390544.1.p1
OG0002890	XM_001585491.1.p1	XM_007397121.1.p1
OG0002891	XM_001584905.1.p1	XM_007390561.1.p1
OG0002892	XM_001593193.1.p1	XM_007402839.1.p1
OG0002893	XM_001584778.1.p1	XM_007393499.1.p1
OG0002894	XM_001584777.1.p1	XM_007401310.1.p1
OG0002895	XM_001596822.1.p1	XM_007391250.1.p1
OG0002896	XM_001589778.1.p1	XM_007401002.1.p1
OG0002897	XM_001596797.1.p1	XM_007394935.1.p1
OG0002898	XM_001594548.1.p1	XM_007395803.1.p1
OG0002902	XM_001587141.1.p1	XM_007395631.1.p1
OG0002904	XM_001590117.1.p1	XM_007398164.1.p1
OG0002906	XM_001585980.1.p1	XM_007390184.1.p1
OG0002907	XM_001589508.1.p1	XM_007399608.1.p1
OG0002908	XM_001585681.1.p1	XM_007396720.1.p1
OG0002910	XM_001584756.1.p1	XM_007390169.1.p1
OG0002911	XM_001587671.1.p1	XM_007397386.1.p1
OG0002914	XM_001586648.1.p1	XM_007391864.1.p1
OG0002915	XM_001586655.1.p1	XM_007395732.1.p1
OG0002916	XM_001595332.1.p1	XM_007394556.1.p1
OG0002917	XM_001593156.1.p1	XM_007389536.1.p1
OG0002918	XM_001584751.1.p1	XM_007392650.1.p1
OG0002920	XM_001594348.1.p1	XM_007400752.1.p1
OG0002921	XM_001586580.1.p1	XM_007392457.1.p1
OG0002922	XM_001598928.1.p1	XM_007392533.1.p1
OG0002923	XM_001589939.1.p1	XM_007392413.1.p1
OG0002924	XM_001598426.1.p1	XM_007399905.1.p1
OG0002925	XM_001592397.1.p1	XM_007390037.1.p1
OG0002927	XM_001592441.1.p1	XM_007402423.1.p1
OG0002928	XM_001594792.1.p1	XM_007400365.1.p1
OG0002931	XM_001596637.1.p1	XM_007400113.1.p1
OG0002932	XM_001584521.1.p1	XM_007393489.1.p1
OG0002933	XM_001598436.1.p1	XM_007391241.1.p1
OG0002934	XM_001596902.1.p1	XM_007397277.1.p1
OG0002935	XM_001597087.1.p1	XM_007393279.1.p1
OG0002936	XM_001585645.1.p1	XM_007390565.1.p1
OG0002937	XM_001592062.1.p1	XM_007396094.1.p1
OG0002939	XM_001588064.1.p1	XM_007391666.1.p1
OG0002940	XM_001584945.1.p1	XM_007402332.1.p1, XM_007400732.1.p1
OG0002941	XM_001598911.1.p1	XM_007390442.1.p1
OG0002942	XM_001598387.1.p1	XM_007401765.1.p1
OG0002944	XM_001595601.1.p1	XM_007390357.1.p1
OG0002945	XM_001596835.1.p1	XM_007394480.1.p1
OG0002947	XM_001594879.1.p1	XM_007395919.1.p1
OG0002948	XM_001598017.1.p1	XM_007396679.1.p1
OG0002949	XM_001596664.1.p1	XM_007396326.1.p1
OG0002950	XM_001596766.1.p1	XM_007400866.1.p1
OG0002951	XM_001587972.1.p1	XM_007397245.1.p1
OG0002952	XM_001594674.1.p1	XM_007393995.1.p1
OG0002953	XM_001590736.1.p1	XM_007399110.1.p1
OG0002955	XM_001585257.1.p1	XM_007393974.1.p1
OG0002957	XM_001597979.1.p1	XM_007399641.1.p1
OG0002958	XM_001596285.1.p1	XM_007390795.1.p1
OG0002960	XM_001591838.1.p1	XM_007393628.1.p1
OG0002961	XM_001589391.1.p1	XM_007401075.1.p1
OG0002962	XM_001588125.1.p1	XM_007395344.1.p1
OG0002963	XM_001590664.1.p1	XM_007392120.1.p1
OG0002964	XM_001589841.1.p1	XM_007392235.1.p1
OG0002965	XM_001594731.1.p1	XM_007399830.1.p1
OG0002966	XM_001591517.1.p1	XM_007401274.1.p1, XM_007393435.1.p1
OG0002967	XM_001592383.1.p1	XM_007392194.1.p1
OG0002968	XM_001590687.1.p1	XM_007394523.1.p1
