Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Puccinia_graminis_rna_prot
OG0003268	XM_001589981.1.p1	XM_003326136.2.p1
OG0003269	XM_001592764.1.p1	XM_003322934.2.p1
OG0003271	XM_001593886.1.p1	XM_003307314.2.p1
OG0003272	XM_001589203.1.p1	XM_003319823.2.p1
OG0003274	XM_001587418.1.p1	XM_003322064.2.p1
OG0003275	XM_001587583.1.p1	XM_003307344.2.p1
OG0003276	XM_001586734.1.p1	XM_003320598.2.p1
OG0003277	XM_001592177.1.p1	XM_003307418.2.p1
OG0003278	XM_001598098.1.p1	XM_003320868.2.p1
OG0003279	XM_001585823.1.p1	XM_003326545.2.p1
OG0003280	XM_001597461.1.p1	XM_003336316.2.p1
OG0003281	XM_001589324.1.p1	XM_003324693.2.p1
OG0003282	XM_001596197.1.p1	XM_003319642.2.p1
OG0003283	XM_001587096.1.p1	XM_003324484.2.p1, XM_003326177.2.p1
OG0003285	XM_001597598.1.p1	XM_003334123.2.p1
OG0003286	XM_001591177.1.p1	XM_003321301.2.p1
OG0003288	XM_001586805.1.p1	XM_003889019.1.p1
OG0003289	XM_001586637.1.p1	XM_003323238.2.p1
OG0003290	XM_001586740.1.p1	XM_003307387.2.p1
OG0003291	XM_001594716.1.p1	XM_003336614.2.p1
OG0003292	XM_001596873.1.p1	XM_003329328.2.p1
OG0003293	XM_001597391.1.p1	XM_003327232.1.p1, XM_003890600.1.p1
OG0003294	XM_001595617.1.p1	XM_003332050.2.p1
OG0003295	XM_001590749.1.p1	XM_003321693.2.p1
OG0003296	XM_001595341.1.p1	XM_003327445.2.p1
OG0003297	XM_001587270.1.p1	XM_003332270.2.p1
OG0003298	XM_001597311.1.p1	XM_003322103.2.p1
OG0003299	XM_001594490.1.p1	XM_003336626.2.p1
OG0003301	XM_001597951.1.p1	XM_003324213.2.p1
OG0003302	XM_001595139.1.p1	XM_003332401.2.p1
OG0003303	XM_001597402.1.p1	XM_003321446.2.p1, XM_003321166.2.p1
OG0003304	XM_001598242.1.p1	XM_003338143.2.p1
OG0003305	XM_001586439.1.p1	XM_003337189.2.p1
OG0003308	XM_001597432.1.p1	XM_003335144.2.p1
OG0003309	XM_001590067.1.p1	XM_003333977.2.p1
OG0003311	XM_001588978.1.p1	XM_003324916.2.p1
OG0003312	XM_001596498.1.p1	XM_003323218.2.p1
OG0003313	XM_001592434.1.p1	XM_003889986.1.p1
OG0003314	XM_001585167.1.p1	XM_003319485.2.p1
OG0003315	XM_001594584.1.p1	XM_003331530.2.p1
OG0003317	XM_001586229.1.p1	XM_003326977.1.p1
OG0003318	XM_001594826.1.p1	XM_003332346.2.p1
OG0003319	XM_001590508.1.p1	XM_003319931.1.p1, XM_003320226.1.p1
OG0003321	XM_001589643.1.p1	XM_003307197.2.p1
OG0003323	XM_001593933.1.p1	XM_003330303.2.p1
OG0003324	XM_001588704.1.p1	XM_003322185.2.p1
OG0003326	XM_001587707.1.p1	XM_003337484.2.p1
OG0003328	XM_001586936.1.p1	XM_003327791.2.p1
OG0003330	XM_001584812.1.p1	XM_003325413.2.p1, XM_003325375.2.p1, XM_003325162.2.p1
OG0003331	XM_001596990.1.p1	XM_003330548.2.p1
OG0003332	XM_001595057.1.p1	XM_003323687.2.p1
OG0003333	XM_001594860.1.p1	XM_003890576.1.p1
OG0003335	XM_001598921.1.p1	XM_003336122.2.p1
OG0003336	XM_001596912.1.p1	XM_003889291.1.p1
OG0003337	XM_001592327.1.p1	XM_003331755.2.p1
OG0003338	XM_001592307.1.p1	XM_003321517.2.p1
OG0003340	XM_001598795.1.p1	XM_003307332.2.p1
OG0003341	XM_001592462.1.p1	XM_003307439.2.p1
OG0003342	XM_001591065.1.p1	XM_003333960.2.p1, XM_003336425.2.p1
OG0003343	XM_001594660.1.p1	XM_003326845.2.p1
OG0003344	XM_001594948.1.p1	XM_003307583.2.p1
OG0003345	XM_001587331.1.p1	XM_003327625.2.p1, XM_003320596.2.p1
OG0003346	XM_001598214.1.p1	XM_003323202.2.p1
OG0003347	XM_001596020.1.p1	XM_003330584.2.p1
OG0003348	XM_001590681.1.p1	XM_003336755.2.p1
OG0003349	XM_001598046.1.p1	XM_003332978.2.p1
OG0003350	XM_001591577.1.p1	XM_003327688.2.p1
OG0003351	XM_001597094.1.p1	XM_003327582.2.p1
OG0003353	XM_001589786.1.p1	XM_003324912.2.p1
OG0003354	XM_001588134.1.p1	XM_003330542.2.p1
OG0003355	XM_001598389.1.p1	XM_003325622.2.p1
OG0003356	XM_001590143.1.p1, XM_001590144.1.p1	XM_003334233.2.p1
OG0003358	XM_001594599.1.p1	XM_003323517.2.p1
OG0003359	XM_001593636.1.p1	XM_003329156.2.p1
OG0003360	XM_001585701.1.p1	XM_003329940.2.p1
OG0003362	XM_001588054.1.p1	XM_003331600.2.p1
OG0003363	XM_001594176.1.p1	XM_003333530.2.p1, XM_003333529.2.p1
OG0003364	XM_001592492.1.p1	XM_003335693.2.p1
OG0003365	XM_001585480.1.p1	XM_003332754.2.p1
OG0003368	XM_001593512.1.p1	XM_003330261.2.p1, XM_003330285.2.p1
OG0003369	XM_001588659.1.p1, XM_001588660.1.p1	XM_003320236.2.p1
OG0003370	XM_001586318.1.p1	XM_003322510.2.p1
OG0003373	XM_001584600.1.p1	XM_003321620.2.p1
OG0003374	XM_001597197.1.p1	XM_003323180.2.p1
OG0003375	XM_001586263.1.p1	XM_003333473.2.p1
OG0003376	XM_001597884.1.p1	XM_003334549.2.p1
OG0003377	XM_001591473.1.p1	XM_003321927.2.p1
OG0003378	XM_001588267.1.p1	XM_003322522.2.p1, XM_003890413.1.p1, XM_003336645.2.p1, XM_003329781.2.p1
OG0003379	XM_001595836.1.p1	XM_003889721.1.p1
OG0003380	XM_001592923.1.p1	XM_003325907.2.p1
OG0003381	XM_001588707.1.p1	XM_003332848.2.p1
OG0003382	XM_001592954.1.p1	XM_003338312.2.p1
OG0003383	XM_001588128.1.p1	XM_003334469.2.p1
OG0003384	XM_001595158.1.p1	XM_003329904.2.p1
OG0003385	XM_001588278.1.p1	XM_003337434.1.p1
OG0003387	XM_001586862.1.p1	XM_003322665.2.p1
OG0003388	XM_001590673.1.p1	XM_003324152.2.p1
OG0003389	XM_001585114.1.p1	XM_003335084.2.p1
OG0003391	XM_001590649.1.p1	XM_003333218.2.p1
OG0003393	XM_001590846.1.p1	XM_003888741.1.p1
OG0003394	XM_001596939.1.p1	XM_003325756.2.p1
OG0003395	XM_001596113.1.p1	XM_003322884.2.p1
OG0003396	XM_001589794.1.p1	XM_003331477.2.p1
OG0003397	XM_001593343.1.p1	XM_003332627.2.p1
OG0003398	XM_001586421.1.p1	XM_003331925.2.p1
OG0003399	XM_001589918.1.p1	XM_003328717.2.p1
OG0003401	XM_001590815.1.p1	XM_003334717.2.p1
OG0003402	XM_001586464.1.p1	XM_003319952.2.p1
OG0003404	XM_001596802.1.p1	XM_003319626.2.p1
OG0003405	XM_001587610.1.p1	XM_003331333.2.p1
OG0003406	XM_001587717.1.p1	XM_003307425.2.p1
OG0003407	XM_001598175.1.p1	XM_003329380.2.p1
OG0003408	XM_001587963.1.p1	XM_003338577.2.p1, XM_003337320.2.p1
OG0003410	XM_001595881.1.p1	XM_003327631.2.p1, XM_003889385.1.p1
OG0003412	XM_001590120.1.p1	XM_003325274.2.p1
OG0003413	XM_001588822.1.p1	XM_003321336.2.p1
OG0003415	XM_001591820.1.p1	XM_003321831.2.p1
OG0003416	XM_001587863.1.p1	XM_003319699.2.p1
OG0003417	XM_001596400.1.p1	XM_003336319.2.p1
OG0003418	XM_001589540.1.p1	XM_003319579.2.p1
OG0003441	XM_001588645.1.p1	XM_003324089.2.p1
OG0003444	XM_001594046.1.p1	XM_003333766.2.p1
OG0003445	XM_001594187.1.p1	XM_003328613.2.p1
OG0003446	XM_001596029.1.p1	XM_003329497.2.p1
OG0003447	XM_001584893.1.p1	XM_003331358.2.p1
OG0003450	XM_001593234.1.p1	XM_003323992.2.p1
OG0003452	XM_001594134.1.p1, XM_001594135.1.p1	XM_003324730.2.p1
OG0003454	XM_001586039.1.p1	XM_003325154.2.p1
OG0003455	XM_001594673.1.p1	XM_003331115.2.p1
OG0003456	XM_001589970.1.p1	XM_003322710.2.p1
OG0003460	XM_001588946.1.p1	XM_003320267.2.p1
OG0003462	XM_001586624.1.p1	XM_003336520.2.p1
OG0003463	XM_001593620.1.p1	XM_003334994.2.p1
OG0003464	XM_001593941.1.p1	XM_003319291.2.p1
OG0003465	XM_001593806.1.p1	XM_003333375.2.p1
OG0003466	XM_001590936.1.p1	XM_003323361.2.p1
OG0003467	XM_001586757.1.p1	XM_003323479.2.p1
OG0003468	XM_001591242.1.p1	XM_003321007.2.p1
OG0003470	XM_001585081.1.p1	XM_003336348.2.p1
OG0003471	XM_001590483.1.p1	XM_003321747.2.p1
OG0003472	XM_001597970.1.p1	XM_003323374.2.p1
OG0003473	XM_001584604.1.p1	XM_003321698.2.p1
OG0003474	XM_001597871.1.p1	XM_003334136.2.p1
OG0003475	XM_001597322.1.p1	XM_003320382.1.p1
OG0003476	XM_001587748.1.p1	XM_003328605.2.p1
OG0003477	XM_001591518.1.p1	XM_003328729.2.p1
OG0003479	XM_001591839.1.p1	XM_003320989.2.p1
OG0003481	XM_001587517.1.p1	XM_003337495.2.p1, XM_003335889.2.p1
OG0003483	XM_001597488.1.p1	XM_003329551.2.p1
OG0003484	XM_001597281.1.p1	XM_003889725.1.p1
OG0003487	XM_001586278.1.p1	XM_003327588.2.p1
OG0003488	XM_001595109.1.p1	XM_003332829.2.p1
OG0003489	XM_001592466.1.p1	XM_003328472.2.p1
OG0003490	XM_001589812.1.p1	XM_003333888.2.p1
OG0003491	XM_001592398.1.p1	XM_003332341.2.p1
OG0003492	XM_001597449.1.p1	XM_003334307.2.p1
OG0003495	XM_001586170.1.p1	XM_003330884.2.p1
OG0003496	XM_001585054.1.p1, XM_001595557.1.p1	XM_003333245.2.p1
OG0003498	XM_001595387.1.p1	XM_003333043.2.p1
OG0003499	XM_001595916.1.p1	XM_003329315.2.p1
OG0003500	XM_001590274.1.p1	XM_003322559.2.p1
OG0003501	XM_001590212.1.p1	XM_003322081.2.p1
OG0003502	XM_001598123.1.p1	XM_003333927.2.p1
OG0003503	XM_001598077.1.p1	XM_003335320.2.p1
OG0003504	XM_001596665.1.p1	XM_003319526.1.p1
OG0003505	XM_001591548.1.p1	XM_003329845.2.p1
OG0003506	XM_001585769.1.p1	XM_003333331.2.p1
OG0003509	XM_001587611.1.p1	XM_003323261.2.p1
OG0003510	XM_001590391.1.p1	XM_003320826.2.p1
OG0003513	XM_001591903.1.p1	XM_003329173.2.p1
OG0003514	XM_001596019.1.p1	XM_003307501.2.p1
OG0003515	XM_001588058.1.p1	XM_003333351.2.p1
OG0003516	XM_001586821.1.p1	XM_003328548.2.p1
OG0003517	XM_001584615.1.p1, XM_001595458.1.p1, XM_001597603.1.p1	XM_003324703.2.p1
OG0003519	XM_001594594.1.p1	XM_003335574.2.p1
OG0003522	XM_001590343.1.p1	XM_003338233.2.p1
OG0003523	XM_001592894.1.p1	XM_003323211.2.p1
OG0003524	XM_001591078.1.p1	XM_003320874.2.p1
OG0003526	XM_001588333.1.p1	XM_003333821.2.p1
OG0003528	XM_001589927.1.p1	XM_003324418.2.p1
OG0003529	XM_001590205.1.p1	XM_003336248.2.p1
OG0003531	XM_001591496.1.p1	XM_003324220.2.p1
OG0003533	XM_001585977.1.p1	XM_003332634.2.p1
OG0003534	XM_001594357.1.p1	XM_003331754.2.p1
OG0003535	XM_001594248.1.p1	XM_003890849.1.p1
OG0003536	XM_001589994.1.p1	XM_003335029.2.p1
OG0003537	XM_001588898.1.p1	XM_003328801.2.p1
OG0003538	XM_001587765.1.p1	XM_003889294.1.p1
OG0003540	XM_001598800.1.p1	XM_003329184.2.p1
OG0003541	XM_001594287.1.p1	XM_003322324.2.p1
OG0003542	XM_001594552.1.p1	XM_003890071.1.p1
OG0003544	XM_001589289.1.p1	XM_003334574.2.p1
OG0003545	XM_001585786.1.p1	XM_003332016.2.p1
OG0003548	XM_001591293.1.p1	XM_003333125.2.p1
OG0003553	XM_001591610.1.p1	XM_003330859.1.p1, XM_003322838.2.p1
OG0003556	XM_001589695.1.p1	XM_003321808.2.p1
OG0003558	XM_001584781.1.p1	XM_003337848.2.p1, XM_003334268.2.p1
OG0003559	XM_001586141.1.p1	XM_003321179.2.p1
OG0003560	XM_001593608.1.p1	XM_003325523.1.p1
OG0003562	XM_001594981.1.p1	XM_003331456.2.p1
OG0003564	XM_001593015.1.p1	XM_003890762.1.p1
OG0003565	XM_001597289.1.p1, XM_001594819.1.p1	XM_003324790.2.p1
OG0003566	XM_001590193.1.p1	XM_003329272.2.p1
OG0003567	XM_001586818.1.p1	XM_003319205.2.p1
OG0003568	XM_001589321.1.p1	XM_003336036.2.p1
OG0003571	XM_001585291.1.p1	XM_003326632.2.p1, XM_003322054.2.p1
OG0003572	XM_001585895.1.p1	XM_003326547.2.p1
OG0003574	XM_001585918.1.p1	XM_003325570.2.p1
OG0003575	XM_001591849.1.p1	XM_003332938.2.p1
OG0003577	XM_001597257.1.p1	XM_003320691.2.p1, XM_003332637.2.p1
OG0003579	XM_001597590.1.p1	XM_003322751.2.p1
OG0003580	XM_001597654.1.p1	XM_003335094.2.p1
OG0003581	XM_001598357.1.p1	XM_003333274.2.p1
OG0003585	XM_001586819.1.p1	XM_003324052.2.p1
OG0003586	XM_001594598.1.p1	XM_003889456.1.p1
OG0003591	XM_001598539.1.p1	XM_003330885.2.p1
OG0003594	XM_001591184.1.p1	XM_003307256.2.p1
OG0003595	XM_001597668.1.p1	XM_003333632.2.p1
OG0003596	XM_001597367.1.p1	XM_003324435.2.p1
OG0003597	XM_001587572.1.p1	XM_003326153.2.p1
OG0003599	XM_001597601.1.p1	XM_003332585.2.p1
OG0003601	XM_001596698.1.p1	XM_003307529.2.p1
OG0003602	XM_001596120.1.p1	XM_003321017.2.p1
OG0003603	XM_001595607.1.p1	XM_003330726.2.p1
OG0003604	XM_001585320.1.p1	XM_003322926.2.p1
OG0003608	XM_001589913.1.p1	XM_003322812.2.p1
OG0003609	XM_001595929.1.p1	XM_003326019.2.p1
OG0003610	XM_001586036.1.p1	XM_003327856.2.p1
OG0003611	XM_001594475.1.p1	XM_003322874.2.p1
OG0003612	XM_001591787.1.p1	XM_003331002.2.p1
OG0003613	XM_001598054.1.p1	XM_003337686.2.p1
OG0003614	XM_001590248.1.p1	XM_003332365.2.p1
OG0003615	XM_001590927.1.p1	XM_003333008.2.p1
OG0003616	XM_001593194.1.p1	XM_003331351.2.p1
OG0003618	XM_001587117.1.p1	XM_003338751.2.p1, XM_003333656.2.p1
OG0003619	XM_001591448.1.p1	XM_003335753.2.p1
OG0003621	XM_001596021.1.p1	XM_003329848.2.p1
OG0003622	XM_001588618.1.p1	XM_003327870.2.p1
OG0003623	XM_001597525.1.p1	XM_003330318.2.p1
OG0003625	XM_001596767.1.p1	XM_003320543.2.p1
OG0003626	XM_001594120.1.p1	XM_003337970.2.p1
OG0003628	XM_001595591.1.p1	XM_003322539.2.p1
OG0003629	XM_001585723.1.p1	XM_003332259.2.p1
OG0003630	XM_001586059.1.p1	XM_003890004.1.p2
OG0003631	XM_001597187.1.p1	XM_003325694.2.p1
OG0003632	XM_001586230.1.p1	XM_003325830.2.p1
OG0003634	XM_001590402.1.p1, XM_001590401.1.p1	XM_003333825.2.p1
OG0003637	XM_001596737.1.p1	XM_003319501.2.p1
OG0003639	XM_001587751.1.p1	XM_003329937.2.p1
OG0003640	XM_001587690.1.p1	XM_003307441.2.p1
OG0003641	XM_001587992.1.p1	XM_003327286.2.p1
OG0003642	XM_001594713.1.p1	XM_003334253.1.p1
OG0003644	XM_001598432.1.p1	XM_003307450.2.p1
OG0003645	XM_001595610.1.p1	XM_003324428.2.p1
OG0003647	XM_001594676.1.p1	XM_003332011.2.p1
OG0003648	XM_001596333.1.p1	XM_003333327.2.p1
OG0003649	XM_001591746.1.p1	XM_003307228.2.p1, XM_003307173.2.p1
OG0003650	XM_001594878.1.p1	XM_003321895.2.p1
OG0003652	XM_001593499.1.p1	XM_003890320.1.p1
OG0003653	XM_001591742.1.p1	XM_003322722.2.p1
OG0003655	XM_001594391.1.p1	XM_003322450.2.p1
OG0003656	XM_001598874.1.p1	XM_003323328.2.p1
OG0003657	XM_001595352.1.p1	XM_003333236.2.p1
OG0003662	XM_001595386.1.p1, XM_001597540.1.p1	XM_003323354.2.p1
OG0003663	XM_001595642.1.p1	XM_003328048.2.p1, XM_003330861.2.p1
OG0003665	XM_001596461.1.p1	XM_003334341.1.p1
OG0003666	XM_001594989.1.p1	XM_003327699.2.p1
OG0003667	XM_001589938.1.p1	XM_003331471.2.p1
OG0003668	XM_001592591.1.p1	XM_003328205.2.p1
OG0003670	XM_001595942.1.p1	XM_003334721.2.p1
OG0003671	XM_001592805.1.p1	XM_003334209.2.p1
OG0003672	XM_001592757.1.p1	XM_003327455.2.p1
OG0003674	XM_001594587.1.p1	XM_003329603.2.p1
OG0003675	XM_001596709.1.p1	XM_003327643.2.p1
OG0003676	XM_001585558.1.p1	XM_003328099.2.p1
OG0003677	XM_001598491.1.p1	XM_003307540.2.p1
OG0003678	XM_001593078.1.p1	XM_003319193.2.p1
OG0003679	XM_001586168.1.p1	XM_003333248.2.p1
OG0003680	XM_001586610.1.p1	XM_003337023.2.p1
OG0003682	XM_001589989.1.p1	XM_003329635.2.p1
OG0003685	XM_001587132.1.p1	XM_003328594.2.p1
OG0003686	XM_001587738.1.p1	XM_003329387.2.p1
OG0003687	XM_001588010.1.p1	XM_003307200.2.p1
OG0003688	XM_001598497.1.p1	XM_003333005.2.p1
OG0003689	XM_001586606.1.p1	XM_003332875.2.p1
OG0003691	XM_001588071.1.p1, XM_001586484.1.p1	XM_003331196.2.p1
OG0003692	XM_001587516.1.p1	XM_003333471.2.p1
OG0003693	XM_001587589.1.p1	XM_003331321.2.p1
OG0003694	XM_001588560.1.p1	XM_003888670.1.p1, XM_003888671.1.p1
OG0003697	XM_001597230.1.p1	XM_003329403.2.p1
OG0003700	XM_001593052.1.p1	XM_003320118.2.p1
OG0003701	XM_001596635.1.p1	XM_003320733.2.p1
OG0003702	XM_001594434.1.p1	XM_003335944.2.p1
OG0003703	XM_001596910.1.p1	XM_003335514.2.p1
OG0003704	XM_001596216.1.p1	XM_003307692.2.p1
OG0003705	XM_001597089.1.p1	XM_003325693.2.p1
OG0003706	XM_001588980.1.p1	XM_003329131.2.p1, XM_003330484.2.p1
OG0003707	XM_001589785.1.p1	XM_003322720.2.p1
OG0003708	XM_001590779.1.p1	XM_003326538.2.p1
OG0003709	XM_001587413.1.p1	XM_003320280.2.p1
OG0003710	XM_001597574.1.p1	XM_003335575.2.p1
OG0003711	XM_001587601.1.p1	XM_003323311.2.p1
OG0003712	XM_001593580.1.p1	XM_003307148.2.p1
OG0003713	XM_001590393.1.p1	XM_003327035.2.p1
OG0003714	XM_001590399.1.p1	XM_003307219.2.p1
OG0003715	XM_001591902.1.p1	XM_003325949.2.p1
OG0003718	XM_001597498.1.p1	XM_003327847.2.p1
OG0003719	XM_001587395.1.p1	XM_003325014.2.p1
OG0003721	XM_001594151.1.p1	XM_003890080.1.p1
OG0003722	XM_001595764.1.p1	XM_003327243.1.p1
OG0003723	XM_001589104.1.p1	XM_003321705.2.p1
OG0003724	XM_001587677.1.p1	XM_003328113.2.p1
OG0003726	XM_001598384.1.p1	XM_003325372.2.p1
OG0003728	XM_001597705.1.p1	XM_003321093.1.p1
OG0003729	XM_001590684.1.p1	XM_003321999.2.p1
OG0003730	XM_001595506.1.p1	XM_003321271.1.p1
OG0003732	XM_001590883.1.p1	XM_003330845.2.p1
OG0003733	XM_001595678.1.p1	XM_003331163.2.p1
OG0003734	XM_001594469.1.p1	XM_003330304.2.p1
OG0003736	XM_001585584.1.p1, XM_001585583.1.p1	XM_003332146.2.p1
OG0003737	XM_001591238.1.p1	XM_003328442.2.p1
OG0003738	XM_001590499.1.p1	XM_003330938.2.p1
OG0003739	XM_001595992.1.p1	XM_003327043.2.p1
OG0003740	XM_001593102.1.p1	XM_003326047.2.p1
OG0003741	XM_001585568.1.p1	XM_003320882.2.p1
OG0003742	XM_001586515.1.p1	XM_003326029.2.p1
OG0003743	XM_001598655.1.p1	XM_003330855.2.p1
OG0003746	XM_001589351.1.p1	XM_003323889.2.p1
OG0003747	XM_001597897.1.p1	XM_003320463.2.p1
OG0003748	XM_001597031.1.p1	XM_003333711.2.p1
OG0003749	XM_001597300.1.p1	XM_003320946.2.p1
OG0003750	XM_001594821.1.p1	XM_003329443.2.p1
OG0003751	XM_001586370.1.p1	XM_003336079.2.p1
OG0003753	XM_001598295.1.p1	XM_003322184.2.p1
OG0003754	XM_001598056.1.p1	XM_003322626.2.p1
OG0003757	XM_001598534.1.p1	XM_003328938.2.p1
OG0003760	XM_001595445.1.p1	XM_003335529.2.p1
OG0003761	XM_001594216.1.p1	XM_003320282.2.p1
OG0003763	XM_001590122.1.p1	XM_003337518.1.p1
OG0003764	XM_001587387.1.p1	XM_003890451.1.p1
OG0003765	XM_001585834.1.p1	XM_003320469.2.p1
OG0003767	XM_001591700.1.p1	XM_003307320.2.p1
OG0003769	XM_001594158.1.p1	XM_003329558.2.p1
OG0003770	XM_001587804.1.p1	XM_003323988.2.p1
OG0003793	XM_001592006.1.p1	XM_003322034.2.p1
OG0003795	XM_001586031.1.p1	XM_003325537.2.p1
OG0003797	XM_001598420.1.p1	XM_003337298.2.p1
OG0003798	XM_001588547.1.p1	XM_003326576.2.p1
OG0003799	XM_001597481.1.p1	XM_003332174.2.p1
OG0003802	XM_001589920.1.p1	XM_003324829.2.p1
OG0003803	XM_001594389.1.p1	XM_003888547.1.p1
OG0003805	XM_001593220.1.p1	XM_003320950.2.p1
OG0003809	XM_001587281.1.p1	XM_003327848.2.p1
OG0003810	XM_001589973.1.p1	XM_003324503.2.p1
OG0003811	XM_001596384.1.p1	XM_003328073.2.p1
OG0003813	XM_001594866.1.p1	XM_003331497.2.p1
OG0003816	XM_001584587.1.p1	XM_003327279.2.p1
OG0003817	XM_001597953.1.p1	XM_003320872.2.p1
OG0003818	XM_001598097.1.p1, XM_001595022.1.p1	XM_003324720.2.p1
OG0003819	XM_001590821.1.p1	XM_003335289.2.p1
OG0003820	XM_001594791.1.p1	XM_003330069.2.p1
OG0003821	XM_001594916.1.p1	XM_003319719.2.p1
OG0003822	XM_001591633.1.p1	XM_003889067.1.p1
OG0003824	XM_001595230.1.p1	XM_003326062.2.p1
OG0003827	XM_001588981.1.p1	XM_003307511.2.p1
OG0003828	XM_001595629.1.p1	XM_003328460.2.p1
OG0003831	XM_001598848.1.p1	XM_003328371.2.p1
OG0003836	XM_001593010.1.p1	XM_003330633.2.p1
OG0003837	XM_001590278.1.p1	XM_003307031.2.p1
OG0003838	XM_001594307.1.p1	XM_003319222.2.p1
OG0003839	XM_001594189.1.p1	XM_003336282.2.p1
OG0003840	XM_001595964.1.p1	XM_003325129.1.p1
OG0003841	XM_001590689.1.p1	XM_003321309.2.p1
OG0003843	XM_001595507.1.p1	XM_003333015.2.p1
OG0003845	XM_001588465.1.p1	XM_003328744.2.p1
OG0003848	XM_001588130.1.p1	XM_003335102.2.p1
OG0003849	XM_001588078.1.p1	XM_003333180.2.p1
OG0003850	XM_001595204.1.p1	XM_003334216.2.p1
OG0003851	XM_001598355.1.p1	XM_003325153.2.p1
OG0003852	XM_001591301.1.p1	XM_003319852.2.p1
OG0003853	XM_001592727.1.p1	XM_003325048.2.p1
OG0003857	XM_001592366.1.p1	XM_003324581.2.p1
OG0003858	XM_001585494.1.p1	XM_003325933.2.p1
OG0003859	XM_001595689.1.p1	XM_003319858.1.p1
OG0003861	XM_001591373.1.p1	XM_003333713.2.p1
OG0003862	XM_001587847.1.p1	XM_003323906.2.p1
OG0003864	XM_001590506.1.p1	XM_003889032.1.p1
OG0003865	XM_001597874.1.p1	XM_003332618.2.p1
OG0003866	XM_001584579.1.p1	XM_003334300.2.p1
OG0003867	XM_001595216.1.p1	XM_003336087.2.p1
OG0003869	XM_001584606.1.p1	XM_003327264.2.p1
OG0003873	XM_001597671.1.p1	XM_003307160.2.p1
OG0003874	XM_001593917.1.p1	XM_003326027.2.p1
OG0003878	XM_001592696.1.p1	XM_003327950.2.p1
OG0003879	XM_001592927.1.p1	XM_003329934.2.p1
OG0003880	XM_001589816.1.p1	XM_003325158.2.p1
OG0003881	XM_001589924.1.p1	XM_003319459.2.p1
OG0003882	XM_001587776.1.p1	XM_003332375.2.p1
OG0003885	XM_001590140.1.p1	XM_003327411.2.p1
OG0003886	XM_001598827.1.p1	XM_003322736.2.p1
OG0003887	XM_001594824.1.p1	XM_003307046.2.p1
OG0003888	XM_001598689.1.p1	XM_003337351.2.p1, XM_003338257.2.p1
OG0003889	XM_001587424.1.p1	XM_003307245.2.p1
OG0003891	XM_001595794.1.p1	XM_003331001.2.p1
OG0003892	XM_001590592.1.p1	XM_003325027.2.p1
OG0003893	XM_001589968.1.p1	XM_003338019.2.p1
OG0003895	XM_001592182.1.p1	XM_003325667.2.p1
OG0003901	XM_001594983.1.p1	XM_003329323.2.p1
OG0003902	XM_001595135.1.p1	XM_003321303.2.p1
OG0003905	XM_001585566.1.p1	XM_003319477.2.p1, XM_003319471.2.p1
OG0003910	XM_001584595.1.p1	XM_003326105.2.p1
OG0003911	XM_001592453.1.p1	XM_003338124.2.p1
OG0003912	XM_001594430.1.p1	XM_003333320.2.p1
OG0003914	XM_001596901.1.p1	XM_003322163.2.p1
OG0003915	XM_001595019.1.p1	XM_003333816.2.p1
OG0003916	XM_001590917.1.p1	XM_003320284.2.p1
OG0003918	XM_001586863.1.p1	XM_003325945.1.p1
OG0003919	XM_001591121.1.p1	XM_003325018.2.p1
OG0003920	XM_001597829.1.p1	XM_003332982.2.p1
OG0003921	XM_001590476.1.p1	XM_003326057.2.p1
OG0003922	XM_001587095.1.p1	XM_003332858.2.p1
OG0003923	XM_001586042.1.p1	XM_003320968.2.p1
OG0003924	XM_001598289.1.p1	XM_003322387.2.p1
OG0003925	XM_001595746.1.p1	XM_003326331.2.p1
OG0003926	XM_001590218.1.p1	XM_003332089.2.p1
OG0003927	XM_001587253.1.p1	XM_003338753.2.p1
OG0003932	XM_001586814.1.p1	XM_003328949.2.p1
OG0003935	XM_001598044.1.p1	XM_003327772.2.p1
OG0003936	XM_001597811.1.p1	XM_003324949.2.p1
OG0003938	XM_001589110.1.p1	XM_003324309.2.p1
OG0003939	XM_001598750.1.p1	XM_003331367.2.p1
OG0003940	XM_001598224.1.p1	XM_003322004.2.p1
OG0003943	XM_001585274.1.p1	XM_003327017.2.p1
OG0003944	XM_001597389.1.p1	XM_003322750.2.p1, XM_003321451.2.p1
OG0003945	XM_001588061.1.p1	XM_003330686.2.p1
OG0003946	XM_001595793.1.p1	XM_003332607.2.p1
OG0003947	XM_001595202.1.p1	XM_003327934.2.p1
OG0003948	XM_001585427.1.p1	XM_003335633.2.p1
OG0003949	XM_001584696.1.p1	XM_003334044.1.p1
OG0003950	XM_001585694.1.p1	XM_003325457.2.p1
OG0003951	XM_001585146.1.p1	XM_003320653.2.p1
OG0003953	XM_001585020.1.p1	XM_003333398.2.p1
OG0003954	XM_001596071.1.p1	XM_003324524.2.p1
OG0003957	XM_001585377.1.p1	XM_003327777.1.p1
OG0003961	XM_001586759.1.p1	XM_003336332.2.p1
OG0003964	XM_001591833.1.p1	XM_003322999.2.p1
OG0003966	XM_001587564.1.p1	XM_003330292.2.p1, XM_003890154.1.p1
OG0003967	XM_001595227.1.p1	XM_003332281.2.p1
