Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Trichoderma_reesei_rna_prot
OG0003264	XM_001591954.1.p1	XM_006967298.1.p1
OG0003265	XM_001589021.1.p1	XM_006967575.1.p1
OG0003266	XM_001593047.1.p1	XM_006968490.1.p1
OG0003267	XM_001598623.1.p1	XM_006962543.1.p1
OG0003268	XM_001589981.1.p1	XM_006965368.1.p1
OG0003269	XM_001592764.1.p1	XM_006963662.1.p1
OG0003270	XM_001593751.1.p1	XM_006963315.1.p1
OG0003271	XM_001593886.1.p1	XM_006962172.1.p1
OG0003272	XM_001589203.1.p1	XM_006961508.1.p1
OG0003274	XM_001587418.1.p1	XM_006968517.1.p1
OG0003275	XM_001587583.1.p1	XM_006967405.1.p1
OG0003276	XM_001586734.1.p1	XM_006964859.1.p1
OG0003277	XM_001592177.1.p1	XM_006962454.1.p1
OG0003278	XM_001598098.1.p1	XM_006961530.1.p1
OG0003279	XM_001585823.1.p1	XM_006962273.1.p1
OG0003280	XM_001597461.1.p1	XM_006967695.1.p1
OG0003281	XM_001589324.1.p1	XM_006966223.1.p1
OG0003282	XM_001596197.1.p1	XM_006967237.1.p1
OG0003283	XM_001587096.1.p1	XM_006965577.1.p1
OG0003285	XM_001597598.1.p1	XM_006962668.1.p1
OG0003286	XM_001591177.1.p1	XM_006968135.1.p1
OG0003288	XM_001586805.1.p1	XM_006964933.1.p1
OG0003289	XM_001586637.1.p1	XM_006964855.1.p1
OG0003290	XM_001586740.1.p1	XM_006964953.1.p1
OG0003291	XM_001594716.1.p1	XM_006965498.1.p1
OG0003292	XM_001596873.1.p1	XM_006961263.1.p1
OG0003293	XM_001597391.1.p1	XM_006962373.1.p1
OG0003294	XM_001595617.1.p1	XM_006964648.1.p1
OG0003295	XM_001590749.1.p1	XM_006968562.1.p1
OG0003296	XM_001595341.1.p1	XM_006963611.1.p1
OG0003297	XM_001587270.1.p1	XM_006967931.1.p1
OG0003299	XM_001594490.1.p1	XM_006965572.1.p1
OG0003300	XM_001589049.1.p1	XM_006965640.1.p1
OG0003301	XM_001597951.1.p1	XM_006963640.1.p1
OG0003302	XM_001595139.1.p1	XM_006964209.1.p1
OG0003303	XM_001597402.1.p1	XM_006968067.2.p1
OG0003304	XM_001598242.1.p1	XM_006961637.1.p1
OG0003305	XM_001586439.1.p1	XM_006965195.1.p1
OG0003309	XM_001590067.1.p1	XM_006962426.1.p1
OG0003311	XM_001588978.1.p1	XM_006961140.1.p1
OG0003313	XM_001592434.1.p1	XM_006961264.1.p1
OG0003314	XM_001585167.1.p1	XM_006962790.1.p1
OG0003315	XM_001594584.1.p1	XM_006963683.1.p1
OG0003316	XM_001593322.1.p1	XM_006966785.1.p1
OG0003317	XM_001586229.1.p1	XM_006963223.1.p1
OG0003318	XM_001594826.1.p1	XM_006961516.1.p1
OG0003319	XM_001590508.1.p1	XM_006962397.1.p1
OG0003321	XM_001589643.1.p1	XM_006962135.1.p1
OG0003322	XM_001592939.1.p1	XM_006965589.1.p1
OG0003323	XM_001593933.1.p1	XM_006960889.1.p1
OG0003324	XM_001588704.1.p1	XM_006961550.1.p1
OG0003325	XM_001591449.1.p1	XM_006968824.1.p1
OG0003327	XM_001593157.1.p1	XM_006964752.1.p1
OG0003329	XM_001598553.1.p1	XM_006961056.1.p1
OG0003329	XM_001594202.1.p1	XM_006966758.1.p1
OG0003330	XM_001584812.1.p1	XM_006967362.1.p1
OG0003331	XM_001596990.1.p1	XM_006968125.1.p1
OG0003332	XM_001595057.1.p1	XM_006963618.1.p1
OG0003333	XM_001594860.1.p1	XM_006968485.1.p1
OG0003334	XM_001594978.1.p1	XM_006969653.1.p1
OG0003335	XM_001598921.1.p1	XM_006968942.1.p1
OG0003336	XM_001596912.1.p1	XM_006962461.1.p1
OG0003337	XM_001592327.1.p1	XM_006963897.1.p1
OG0003338	XM_001592307.1.p1	XM_006963430.1.p1
OG0003339	XM_001588779.1.p1	XM_006966982.1.p1
OG0003340	XM_001598795.1.p1	XM_006968961.1.p1
OG0003341	XM_001592462.1.p1	XM_006963287.1.p1
OG0003342	XM_001591065.1.p1	XM_006967812.1.p1
OG0003343	XM_001594660.1.p1	XM_006963690.1.p1
OG0003344	XM_001594948.1.p1	XM_006962958.1.p1
OG0003345	XM_001587331.1.p1	XM_006966660.2.p1
OG0003346	XM_001598214.1.p1	XM_006967215.1.p1
OG0003347	XM_001596020.1.p1	XM_006965144.1.p1
OG0003348	XM_001590681.1.p1	XM_006962190.1.p1
OG0003349	XM_001598046.1.p1	XM_006969706.1.p1
OG0003350	XM_001591577.1.p1	XM_006961532.1.p1
OG0003351	XM_001597094.1.p1	XM_006963952.1.p1
OG0003352	XM_001588979.1.p1	XM_006961544.1.p1
OG0003353	XM_001589786.1.p1	XM_006966740.1.p1
OG0003354	XM_001588134.1.p1	XM_006961608.1.p1
OG0003355	XM_001598389.1.p1	XM_006963796.1.p1
OG0003356	XM_001590143.1.p1	XM_006961565.1.p1
OG0003359	XM_001593636.1.p1	XM_006964250.1.p1
OG0003360	XM_001585701.1.p1	XM_006963062.1.p1
OG0003362	XM_001588054.1.p1	XM_006968877.1.p1
OG0003364	XM_001592492.1.p1	XM_006966299.1.p1
OG0003365	XM_001585480.1.p1	XM_006968095.1.p1
OG0003366	XM_001594145.1.p1	XM_006964306.1.p1
OG0003367	XM_001588998.1.p1	XM_006969245.1.p1
OG0003368	XM_001593512.1.p1	XM_006968923.1.p1
OG0003369	XM_001588660.1.p1	XM_006963310.1.p1
OG0003370	XM_001586318.1.p1	XM_006965047.1.p1
OG0003371	XM_001586608.1.p1	XM_006963214.1.p1
OG0003372	XM_001591750.1.p1	XM_006963376.1.p1
OG0003373	XM_001584600.1.p1	XM_006966833.1.p1
OG0003374	XM_001597197.1.p1	XM_006967341.1.p1
OG0003375	XM_001586263.1.p1	XM_006963529.1.p1
OG0003376	XM_001597884.1.p1	XM_006965353.1.p1
OG0003377	XM_001591473.1.p1	XM_006963361.1.p1
OG0003379	XM_001595836.1.p1	XM_006968158.1.p1
OG0003380	XM_001592923.1.p1	XM_006965730.1.p1
OG0003382	XM_001592954.1.p1	XM_006966584.1.p1
OG0003383	XM_001588128.1.p1	XM_006969616.1.p1
OG0003384	XM_001595158.1.p1	XM_006964207.1.p1
OG0003385	XM_001588278.1.p1	XM_006968391.1.p1
OG0003387	XM_001586862.1.p1	XM_006965030.1.p1
OG0003389	XM_001585114.1.p1	XM_006962795.1.p1
OG0003391	XM_001590649.1.p1	XM_006966934.1.p1
OG0003392	XM_001598687.1.p1	XM_006963571.1.p1
OG0003393	XM_001590846.1.p1	XM_006962256.1.p1
OG0003394	XM_001596939.1.p1	XM_006963071.1.p1
OG0003395	XM_001596113.1.p1	XM_006965421.1.p1
OG0003396	XM_001589794.1.p1	XM_006967956.1.p1
OG0003397	XM_001593343.1.p1	XM_006966521.1.p1
OG0003398	XM_001586421.1.p1	XM_006963388.1.p1
OG0003399	XM_001589918.1.p1	XM_006964443.1.p1
OG0003400	XM_001593178.1.p1	XM_006967017.1.p1
OG0003401	XM_001590815.1.p1	XM_006962094.1.p1
OG0003402	XM_001586464.1.p1	XM_006963522.1.p1
OG0003403	XM_001597269.1.p1	XM_006964617.1.p1
OG0003404	XM_001596802.1.p1	XM_006961373.1.p1
OG0003405	XM_001587610.1.p1	XM_006969330.1.p1
OG0003406	XM_001587717.1.p1	XM_006964839.1.p1
OG0003408	XM_001587963.1.p1	XM_006969044.1.p1
OG0003410	XM_001595881.1.p1	XM_006962656.1.p1
OG0003411	XM_001585283.1.p1	XM_006965196.1.p1
OG0003412	XM_001590120.1.p1	XM_006968260.1.p1
OG0003413	XM_001588822.1.p1	XM_006961798.1.p1
OG0003415	XM_001591820.1.p1	XM_006965474.1.p1
OG0003416	XM_001587863.1.p1	XM_006964906.1.p1
OG0003417	XM_001596400.1.p1	XM_006967381.1.p1
OG0003418	XM_001589540.1.p1	XM_006961034.1.p1
OG0003421	XM_001584644.1.p1	XM_006967382.1.p2
OG0003421	XM_001585025.1.p1, XM_001591799.1.p1	XM_006963935.1.p1
OG0003442	XM_001594839.1.p1	XM_006966790.1.p1
OG0003444	XM_001594046.1.p1	XM_006964127.1.p1
OG0003445	XM_001594187.1.p1	XM_006962709.1.p1
OG0003446	XM_001596029.1.p1	XM_006966842.1.p1
OG0003447	XM_001584893.1.p1	XM_006961664.1.p1
OG0003449	XM_001595157.1.p1	XM_006964276.1.p1
OG0003450	XM_001593234.1.p1	XM_006965555.1.p1
OG0003452	XM_001594134.1.p1, XM_001594135.1.p1	XM_006964102.1.p1
OG0003453	XM_001594150.1.p1	XM_006964307.1.p1
OG0003454	XM_001586039.1.p1	XM_006963957.1.p1
OG0003455	XM_001594673.1.p1	XM_006965511.1.p1
OG0003456	XM_001589970.1.p1	XM_006963387.1.p1
OG0003458	XM_001586189.1.p1	XM_006962836.1.p1
OG0003460	XM_001588946.1.p1	XM_006963186.1.p1
OG0003461	XM_001594812.1.p1	XM_006968029.1.p1
OG0003462	XM_001586624.1.p1	XM_006963167.1.p1
OG0003463	XM_001593620.1.p1	XM_006961033.1.p1
OG0003464	XM_001593941.1.p1	XM_006962011.1.p1
OG0003465	XM_001593806.1.p1	XM_006967377.1.p1
OG0003466	XM_001590936.1.p1	XM_006962159.1.p1
OG0003467	XM_001586757.1.p1	XM_006965656.1.p1
OG0003468	XM_001591242.1.p1	XM_006965695.1.p1
OG0003469	XM_001586933.1.p1	XM_006965118.1.p1
OG0003470	XM_001585081.1.p1	XM_006962194.1.p1
OG0003471	XM_001590483.1.p1	XM_006967105.1.p1
OG0003472	XM_001597970.1.p1	XM_006963635.1.p1
OG0003473	XM_001584604.1.p1	XM_006967112.2.p1
OG0003474	XM_001597871.1.p1	XM_006963825.1.p1
OG0003475	XM_001597322.1.p1	XM_006969817.1.p1
OG0003476	XM_001587748.1.p1	XM_006964762.1.p1
OG0003477	XM_001591518.1.p1	XM_006967589.1.p1
OG0003478	XM_001593754.1.p1	XM_006963133.1.p1
OG0003480	XM_001598382.1.p1	XM_006965325.1.p1
OG0003481	XM_001587517.1.p1	XM_006964397.1.p1
OG0003482	XM_001588746.1.p1	XM_006968979.1.p1
OG0003483	XM_001597488.1.p1	XM_006969011.1.p1
OG0003484	XM_001597281.1.p1	XM_006964679.1.p1
OG0003487	XM_001586278.1.p1	XM_006967186.1.p1
OG0003488	XM_001595109.1.p1	XM_006964526.1.p1
OG0003489	XM_001592466.1.p1	XM_006963098.1.p1
OG0003490	XM_001589812.1.p1	XM_006968030.1.p1
OG0003491	XM_001592398.1.p1	XM_006962699.1.p1
OG0003492	XM_001597449.1.p1	XM_006963434.1.p1
OG0003496	XM_001595557.1.p1	XM_006969312.1.p1
OG0003497	XM_001597721.1.p1	XM_006961963.1.p1
OG0003498	XM_001595387.1.p1	XM_006967400.1.p1
OG0003499	XM_001595916.1.p1	XM_006965291.1.p1
OG0003500	XM_001590274.1.p1	XM_006960896.1.p1
OG0003501	XM_001590212.1.p1	XM_006965478.1.p1
OG0003502	XM_001598123.1.p1	XM_006965249.1.p1
OG0003503	XM_001598077.1.p1	XM_006969074.1.p1
OG0003504	XM_001596665.1.p1	XM_006962035.1.p1
OG0003505	XM_001591548.1.p1	XM_006967636.1.p1
OG0003506	XM_001585769.1.p1	XM_006965898.1.p1
OG0003507	XM_001593346.1.p1	XM_006964468.1.p1
OG0003509	XM_001587611.1.p1	XM_006966838.1.p1
OG0003510	XM_001590391.1.p1	XM_006968054.1.p1
OG0003511	XM_001585539.1.p1	XM_006966073.1.p1
OG0003513	XM_001591903.1.p1	XM_006967650.1.p1
OG0003514	XM_001596019.1.p1	XM_006964767.1.p1
OG0003515	XM_001588058.1.p1	XM_006960900.1.p1
OG0003516	XM_001586821.1.p1	XM_006965661.1.p1
OG0003517	XM_001584615.1.p1, XM_001595458.1.p1, XM_001597603.1.p1	XM_006962967.1.p1
OG0003519	XM_001594594.1.p1	XM_006969899.1.p1
OG0003522	XM_001590343.1.p1	XM_006966128.1.p1
OG0003523	XM_001592894.1.p1	XM_006966575.1.p1
OG0003524	XM_001591078.1.p1	XM_006963868.1.p1
OG0003526	XM_001588333.1.p1	XM_006965169.1.p1
OG0003527	XM_001596267.1.p1	XM_006968507.1.p1
OG0003528	XM_001589927.1.p1	XM_006961825.1.p1
OG0003529	XM_001590205.1.p1	XM_006964689.1.p1
OG0003530	XM_001587934.1.p1	XM_006964569.1.p1
OG0003531	XM_001591496.1.p1	XM_006969659.1.p1
OG0003532	XM_001592001.1.p1	XM_006965216.1.p1
OG0003533	XM_001585977.1.p1	XM_006965605.1.p1
OG0003534	XM_001594357.1.p1	XM_006966038.1.p1
OG0003536	XM_001589994.1.p1	XM_006963053.1.p1
OG0003537	XM_001588898.1.p1	XM_006968152.1.p1
OG0003538	XM_001587765.1.p1	XM_006964997.1.p1
OG0003540	XM_001598800.1.p1	XM_006963009.1.p1
OG0003541	XM_001594287.1.p1	XM_006963679.1.p1
OG0003542	XM_001594552.1.p1	XM_006963875.1.p1
OG0003544	XM_001589289.1.p1	XM_006962032.1.p1
OG0003545	XM_001585786.1.p1	XM_006962020.1.p1
OG0003546	XM_001588600.1.p1	XM_006963322.1.p1
OG0003548	XM_001591293.1.p1	XM_006965081.1.p1
OG0003550	XM_001591421.1.p1	XM_006963108.1.p1
OG0003551	XM_001591690.1.p1	XM_006963161.1.p1
OG0003552	XM_001594410.1.p1	XM_006963910.1.p1
OG0003553	XM_001591610.1.p1	XM_006965244.1.p1
OG0003554	XM_001585490.1.p1	XM_006968162.1.p1
OG0003556	XM_001589695.1.p1	XM_006965754.1.p1
OG0003558	XM_001584781.1.p1	XM_006963887.1.p1
OG0003559	XM_001586141.1.p1	XM_006963692.1.p1
OG0003560	XM_001593608.1.p1	XM_006968380.1.p1
OG0003562	XM_001594981.1.p1	XM_006964576.1.p1
OG0003563	XM_001592485.1.p1	XM_006967137.1.p1
OG0003564	XM_001593015.1.p1	XM_006961580.1.p1
OG0003566	XM_001590193.1.p1	XM_006964599.1.p1
OG0003567	XM_001586818.1.p1	XM_006964856.1.p1
OG0003568	XM_001589321.1.p1	XM_006966220.1.p1
OG0003570	XM_001586065.1.p1	XM_006969104.1.p1
OG0003571	XM_001585291.1.p1	XM_006968011.1.p1
OG0003574	XM_001585918.1.p1	XM_006962329.1.p1
OG0003575	XM_001591849.1.p1	XM_006965384.1.p1
OG0003577	XM_001597257.1.p1	XM_006964362.1.p1
OG0003580	XM_001597654.1.p1	XM_006966022.1.p1
OG0003581	XM_001598357.1.p1	XM_006965996.1.p1
OG0003582	XM_001590633.1.p1	XM_006962127.1.p1
OG0003584	XM_001585144.1.p1	XM_006966036.1.p1
OG0003585	XM_001586819.1.p1	XM_006965015.1.p1
OG0003586	XM_001594598.1.p1	XM_006962441.1.p1
OG0003590	XM_001588025.1.p1	XM_006968027.1.p1
OG0003591	XM_001598539.1.p1	XM_006968002.1.p1
OG0003592	XM_001586603.1.p1	XM_006963170.1.p1
OG0003594	XM_001591184.1.p1	XM_006962374.1.p1
OG0003595	XM_001597668.1.p1	XM_006962234.1.p1
OG0003596	XM_001597367.1.p1	XM_006968155.1.p1
OG0003597	XM_001587572.1.p1	XM_006964052.1.p1
OG0003598	XM_001588350.1.p1	XM_006964714.1.p1
OG0003599	XM_001597601.1.p1	XM_006962431.1.p1
OG0003600	XM_001586922.1.p1	XM_006965075.1.p1
OG0003601	XM_001596698.1.p1	XM_006963906.1.p1
OG0003602	XM_001596120.1.p1	XM_006968063.1.p1
OG0003603	XM_001595607.1.p1	XM_006966085.1.p1
OG0003604	XM_001585320.1.p1	XM_006967593.1.p1
OG0003605	XM_001596751.1.p1	XM_006962134.1.p1
OG0003608	XM_001589913.1.p1	XM_006964423.1.p1
OG0003609	XM_001595929.1.p1	XM_006966064.1.p1
OG0003610	XM_001586036.1.p1	XM_006964135.1.p1
OG0003611	XM_001594475.1.p1	XM_006965855.1.p1
OG0003612	XM_001591787.1.p1	XM_006969785.1.p1
OG0003613	XM_001598054.1.p1	XM_006967531.1.p1
OG0003615	XM_001590927.1.p1	XM_006962021.1.p1
OG0003616	XM_001593194.1.p1	XM_006961237.1.p1
OG0003617	XM_001592921.1.p1	XM_006965509.1.p1
OG0003618	XM_001587117.1.p1	XM_006961644.1.p1
OG0003619	XM_001591448.1.p1	XM_006963842.1.p1
OG0003620	XM_001588454.1.p1	XM_006969431.1.p1
OG0003621	XM_001596021.1.p1	XM_006967158.1.p1
OG0003624	XM_001588676.1.p1	XM_006969598.1.p1
OG0003625	XM_001596767.1.p1	XM_006961966.1.p1
OG0003626	XM_001594120.1.p1	XM_006961878.1.p1
OG0003627	XM_001588705.1.p1	XM_006961142.1.p1
OG0003628	XM_001595591.1.p1	XM_006967130.1.p1
OG0003629	XM_001585723.1.p1	XM_006966200.1.p1
OG0003632	XM_001586230.1.p1	XM_006963419.1.p1
OG0003634	XM_001590402.1.p1, XM_001590401.1.p1	XM_006968033.1.p1
OG0003635	XM_001586052.1.p1	XM_006961681.1.p1
OG0003637	XM_001596737.1.p1	XM_006962282.1.p1
OG0003639	XM_001587751.1.p1	XM_006964770.1.p1
OG0003640	XM_001587690.1.p1	XM_006964846.1.p1
OG0003641	XM_001587992.1.p1	XM_006968751.1.p1
OG0003642	XM_001594713.1.p1	XM_006965639.1.p1
OG0003643	XM_001598374.1.p1	XM_006969482.1.p1
OG0003643	XM_001590093.1.p1	XM_006969061.1.p1, XM_006968273.2.p1, XM_006962761.1.p1
OG0003643	XM_001592855.1.p1	XM_006961290.1.p1
OG0003644	XM_001598432.1.p1	XM_006965157.1.p1
OG0003645	XM_001595610.1.p1	XM_006965859.1.p1
OG0003646	XM_001595067.1.p1	XM_006965466.1.p1
OG0003647	XM_001594676.1.p1	XM_006965792.1.p1
OG0003650	XM_001594878.1.p1	XM_006968634.1.p1
OG0003652	XM_001593499.1.p1	XM_006967218.1.p1
OG0003654	XM_001587350.1.p1	XM_006963752.1.p1
OG0003655	XM_001594391.1.p1	XM_006969873.1.p1
OG0003656	XM_001598874.1.p1	XM_006966248.1.p1
OG0003657	XM_001595352.1.p1	XM_006961298.1.p1
OG0003660	XM_001597579.1.p1	XM_006964317.1.p1
OG0003661	XM_001591093.1.p1	XM_006966132.1.p1
OG0003662	XM_001597540.1.p1	XM_006965248.1.p1
OG0003663	XM_001595642.1.p1	XM_006964467.1.p1
OG0003666	XM_001594989.1.p1	XM_006965458.1.p1
OG0003667	XM_001589938.1.p1	XM_006961830.1.p1
OG0003670	XM_001595942.1.p1	XM_006966066.1.p1
OG0003671	XM_001592805.1.p1	XM_006966780.1.p1
OG0003672	XM_001592757.1.p1	XM_006966708.1.p1
OG0003674	XM_001594587.1.p1	XM_006966131.1.p1
OG0003675	XM_001596709.1.p1	XM_006963259.1.p1
OG0003676	XM_001585558.1.p1	XM_006969493.1.p1
OG0003678	XM_001593078.1.p1	XM_006969037.1.p1
OG0003679	XM_001586168.1.p1	XM_006962818.1.p1
OG0003680	XM_001586610.1.p1	XM_006967564.1.p1
OG0003681	XM_001595166.1.p1	XM_006967843.1.p1
OG0003682	XM_001589989.1.p1	XM_006963171.1.p1
OG0003683	XM_001594453.1.p1	XM_006967259.1.p1
OG0003684	XM_001593486.1.p1	XM_006968971.1.p1
OG0003685	XM_001587132.1.p1	XM_006965410.1.p1
OG0003686	XM_001587738.1.p1	XM_006964941.1.p1
OG0003687	XM_001588010.1.p1	XM_006964926.1.p1
OG0003688	XM_001598497.1.p1	XM_006965389.1.p1
OG0003689	XM_001586606.1.p1	XM_006963349.1.p1
OG0003690	XM_001597944.1.p1	XM_006963800.1.p1
OG0003691	XM_001588071.1.p1, XM_001586484.1.p1	XM_006965468.1.p1
OG0003692	XM_001587516.1.p1	XM_006969053.1.p1
OG0003693	XM_001587589.1.p1	XM_006964568.1.p1
OG0003695	XM_001597528.1.p1	XM_006960942.1.p1
OG0003696	XM_001597377.1.p1	XM_006964454.1.p1
OG0003697	XM_001597230.1.p1	XM_006964670.1.p1
OG0003699	XM_001592585.1.p1	XM_006965142.1.p1
OG0003700	XM_001593052.1.p1	XM_006968423.1.p1
OG0003701	XM_001596635.1.p1	XM_006963475.1.p1
OG0003702	XM_001594434.1.p1	XM_006963084.1.p1
OG0003703	XM_001596910.1.p1	XM_006962505.1.p1
OG0003704	XM_001596216.1.p1	XM_006965943.1.p1
OG0003705	XM_001597089.1.p1	XM_006962361.1.p1
OG0003707	XM_001589785.1.p1	XM_006966834.1.p1
OG0003708	XM_001590779.1.p1	XM_006962353.1.p1
OG0003709	XM_001587413.1.p1	XM_006964224.1.p1
OG0003710	XM_001597574.1.p1	XM_006962437.1.p1
OG0003711	XM_001587601.1.p1	XM_006969764.1.p1
OG0003712	XM_001593580.1.p1	XM_006967073.1.p1
OG0003713	XM_001590393.1.p1	XM_006967892.1.p1
OG0003718	XM_001597498.1.p1	XM_006969012.1.p1
OG0003719	XM_001587395.1.p1	XM_006965309.1.p1
OG0003721	XM_001594151.1.p1	XM_006964309.1.p1
OG0003722	XM_001595764.1.p1	XM_006968039.1.p1
OG0003723	XM_001589104.1.p1	XM_006962160.1.p1
OG0003724	XM_001587677.1.p1	XM_006964809.1.p1
OG0003725	XM_001588470.1.p1	XM_006967420.1.p1
OG0003726	XM_001598384.1.p1	XM_006964407.1.p1
OG0003727	XM_001592786.1.p1	XM_006969158.1.p1
OG0003727	XM_001596728.1.p1	XM_006962283.1.p1
OG0003728	XM_001597705.1.p1	XM_006961880.1.p1
OG0003729	XM_001590684.1.p1	XM_006962189.1.p1
OG0003730	XM_001595506.1.p1	XM_006962774.1.p1
OG0003731	XM_001598466.1.p1	XM_006964592.1.p1
OG0003733	XM_001595678.1.p1	XM_006961854.1.p1
OG0003734	XM_001594469.1.p1	XM_006968551.1.p1, XM_006962207.1.p1
OG0003736	XM_001585584.1.p1, XM_001585583.1.p1	XM_006963270.1.p1
OG0003737	XM_001591238.1.p1	XM_006965693.1.p1
OG0003738	XM_001590499.1.p1	XM_006962398.1.p1
OG0003739	XM_001595992.1.p1	XM_006967891.1.p1
OG0003740	XM_001593102.1.p1	XM_006961823.1.p1
OG0003741	XM_001585568.1.p1	XM_006967126.1.p1
OG0003742	XM_001586515.1.p1	XM_006965395.1.p1
OG0003743	XM_001598655.1.p1	XM_006969403.1.p1
OG0003744	XM_001593093.1.p1	XM_006962168.1.p1
OG0003746	XM_001589351.1.p1	XM_006963117.1.p1
OG0003747	XM_001597897.1.p1	XM_006965358.1.p1
OG0003748	XM_001597031.1.p1	XM_006961513.1.p1
OG0003750	XM_001594821.1.p1	XM_006966303.1.p1
OG0003751	XM_001586370.1.p1	XM_006967515.1.p1
OG0003753	XM_001598295.1.p1	XM_006969715.1.p1
OG0003754	XM_001598056.1.p1	XM_006967606.1.p1
OG0003755	XM_001595786.1.p1	XM_006961189.1.p1
OG0003757	XM_001598534.1.p1	XM_006961839.1.p1
OG0003760	XM_001595445.1.p1	XM_006964320.1.p1
OG0003761	XM_001594216.1.p1	XM_006963281.1.p1
OG0003764	XM_001587387.1.p1	XM_006962200.1.p1
OG0003765	XM_001585834.1.p1	XM_006966621.1.p1
OG0003768	XM_001595486.1.p1	XM_006961022.1.p1
OG0003769	XM_001594158.1.p1	XM_006964091.1.p1
OG0003770	XM_001587804.1.p1	XM_006968796.1.p1
OG0003793	XM_001592006.1.p1	XM_006967683.1.p1
OG0003794	XM_001593437.1.p1	XM_006964520.1.p1, XM_006961423.1.p1
OG0003795	XM_001586031.1.p1	XM_006962205.1.p1
OG0003796	XM_001585850.1.p1	XM_006966692.1.p1
OG0003798	XM_001588547.1.p1	XM_006961434.1.p1
OG0003799	XM_001597481.1.p1	XM_006969904.1.p1
OG0003800	XM_001593207.1.p1	XM_006968495.1.p1
OG0003801	XM_001593175.1.p1	XM_006968147.1.p1
OG0003802	XM_001589920.1.p1	XM_006961828.1.p1
OG0003803	XM_001594389.1.p1	XM_006966330.1.p1
OG0003805	XM_001593220.1.p1	XM_006966483.2.p1
OG0003809	XM_001587281.1.p1	XM_006967289.1.p1
OG0003810	XM_001589973.1.p1	XM_006967559.1.p1
OG0003811	XM_001596384.1.p1	XM_006966793.1.p1
OG0003812	XM_001589490.1.p1	XM_006966600.1.p1
OG0003813	XM_001594866.1.p1	XM_006966677.1.p1
OG0003814	XM_001597385.1.p1	XM_006963072.1.p1
OG0003816	XM_001584587.1.p1	XM_006966770.1.p1
OG0003817	XM_001597953.1.p1	XM_006963521.1.p1
OG0003819	XM_001590821.1.p1	XM_006967278.1.p1
OG0003820	XM_001594791.1.p1	XM_006964881.1.p1
OG0003821	XM_001594916.1.p1	XM_006965145.1.p1
OG0003822	XM_001591633.1.p1	XM_006963343.1.p1
OG0003824	XM_001595230.1.p1	XM_006963824.1.p1
OG0003826	XM_001595654.1.p1	XM_006960904.1.p1
OG0003827	XM_001588981.1.p1	XM_006961545.1.p1
OG0003828	XM_001595629.1.p1	XM_006964330.1.p1
OG0003830	XM_001592300.1.p1	XM_006966193.1.p1
OG0003831	XM_001598848.1.p1	XM_006968151.1.p1
OG0003832	XM_001592442.1.p1	XM_006968724.1.p1
OG0003833	XM_001596109.1.p1	XM_006965423.1.p1
OG0003835	XM_001594414.1.p1	XM_006962933.1.p1
OG0003837	XM_001590278.1.p1	XM_006961380.1.p1
OG0003838	XM_001594307.1.p1	XM_006962719.1.p1
OG0003839	XM_001594189.1.p1	XM_006969890.1.p1
OG0003840	XM_001595964.1.p1	XM_006967097.1.p1
OG0003841	XM_001590689.1.p1	XM_006961928.1.p1
OG0003843	XM_001595507.1.p1	XM_006962557.1.p1
OG0003844	XM_001590884.1.p1	XM_006969133.1.p1
OG0003845	XM_001588465.1.p1	XM_006965870.2.p1
OG0003847	XM_001590354.1.p1	XM_006968213.1.p1
OG0003848	XM_001588130.1.p1	XM_006968915.1.p1
OG0003849	XM_001588078.1.p1	XM_006968469.1.p1
OG0003850	XM_001595204.1.p1	XM_006965158.1.p1
OG0003851	XM_001598355.1.p1	XM_006962163.1.p1
OG0003853	XM_001592727.1.p1	XM_006965306.1.p1
OG0003854	XM_001594699.1.p1	XM_006964864.1.p1
OG0003855	XM_001597960.1.p1	XM_006965465.1.p1
OG0003856	XM_001587005.1.p1	XM_006968702.1.p1
OG0003857	XM_001592366.1.p1	XM_006962634.1.p1
OG0003859	XM_001595689.1.p1	XM_006966975.1.p1
OG0003860	XM_001588196.1.p1	XM_006965934.1.p1
OG0003862	XM_001587847.1.p1	XM_006965821.1.p1
OG0003863	XM_001588105.1.p1	XM_006969615.1.p1
OG0003864	XM_001590506.1.p1	XM_006962396.1.p1
OG0003865	XM_001597874.1.p1	XM_006961829.1.p1
OG0003866	XM_001584579.1.p1	XM_006963285.1.p1
OG0003867	XM_001595216.1.p1	XM_006963649.1.p1
OG0003868	XM_001587961.1.p1	XM_006969045.1.p1
OG0003872	XM_001585896.1.p1	XM_006966467.1.p1
OG0003873	XM_001597671.1.p1	XM_006961887.1.p1
OG0003874	XM_001593917.1.p1	XM_006967407.1.p1
OG0003875	XM_001591478.1.p1	XM_006962992.1.p1
OG0003877	XM_001595659.1.p1	XM_006964483.1.p1
OG0003878	XM_001592696.1.p1	XM_006965597.1.p1
OG0003879	XM_001592927.1.p1	XM_006966723.1.p1
OG0003882	XM_001587776.1.p1	XM_006968847.1.p1
OG0003883	XM_001591862.1.p1	XM_006969640.1.p1
OG0003884	XM_001588609.1.p1	XM_006965861.1.p1
OG0003885	XM_001590140.1.p1	XM_006967928.1.p1
OG0003886	XM_001598827.1.p1	XM_006966455.1.p1
OG0003887	XM_001594824.1.p1	XM_006962466.1.p1
OG0003888	XM_001598689.1.p1	XM_006965294.1.p1
