Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Aspergillus_flavus_rna_prot
OG0002898	XM_001594548.1.p1	XM_041290757.1.p1
OG0002899	XM_001598500.1.p1	XM_041287997.1.p1
OG0002900	XM_001594304.1.p1	XM_041289515.1.p1
OG0002901	XM_001592908.1.p1	XM_041288645.1.p1
OG0002902	XM_001587141.1.p1	XM_041291963.1.p1
OG0002904	XM_001590117.1.p1	XM_041290304.1.p1
OG0002905	XM_001595167.1.p1	XM_041286523.1.p1
OG0002906	XM_001585980.1.p1	XM_041288091.1.p1
OG0002907	XM_001589508.1.p1	XM_041287178.1.p1
OG0002908	XM_001585681.1.p1	XM_041284373.1.p1
OG0002909	XM_001589650.1.p1	XM_041291174.1.p1
OG0002910	XM_001584756.1.p1	XM_041284718.1.p1
OG0002911	XM_001587671.1.p1	XM_041293864.1.p1
OG0002913	XM_001589087.1.p1	XM_041291209.1.p1
OG0002914	XM_001586648.1.p1	XM_041288267.1.p1
OG0002915	XM_001586655.1.p1	XM_041289309.1.p1
OG0002916	XM_001595332.1.p1	XM_041295113.1.p1
OG0002917	XM_001593156.1.p1	XM_041289348.1.p1
OG0002918	XM_001584751.1.p1	XM_041289666.1.p1
OG0002919	XM_001595131.1.p1	XM_041293035.1.p1
OG0002920	XM_001594348.1.p1	XM_041293029.1.p1
OG0002921	XM_001586580.1.p1	XM_041288415.1.p1
OG0002922	XM_001598928.1.p1	XM_041291907.1.p1
OG0002923	XM_001589939.1.p1	XM_041293002.1.p1
OG0002924	XM_001598426.1.p1	XM_041293104.1.p1
OG0002925	XM_001592397.1.p1	XM_041290164.1.p1
OG0002927	XM_001592441.1.p1	XM_041290170.1.p1
OG0002928	XM_001594792.1.p1	XM_041290461.1.p1, XM_041284279.1.p1
OG0002929	XM_001594925.1.p1	XM_041288181.1.p1
OG0002931	XM_001596637.1.p1	XM_041284410.1.p1
OG0002932	XM_001584521.1.p1	XM_041289513.1.p1
OG0002933	XM_001598436.1.p1	XM_041288012.1.p1
OG0002935	XM_001597087.1.p1	XM_041291330.1.p1
OG0002936	XM_001585645.1.p1	XM_041283922.1.p1
OG0002937	XM_001592062.1.p1	XM_041291448.1.p1
OG0002938	XM_001595996.1.p1	XM_041289671.1.p1
OG0002939	XM_001588064.1.p1	XM_041286646.1.p1
OG0002941	XM_001598911.1.p1	XM_041291785.1.p1
OG0002942	XM_001598387.1.p1	XM_041293387.1.p1
OG0002944	XM_001595601.1.p1	XM_041285942.1.p1
OG0002945	XM_001596835.1.p1	XM_041292756.1.p1
OG0002946	XM_001598340.1.p1	XM_041293401.1.p1
OG0002947	XM_001594879.1.p1	XM_041295248.1.p1
OG0002948	XM_001598017.1.p1	XM_041290234.1.p1, XM_041293421.1.p1
OG0002949	XM_001596664.1.p1	XM_041288349.1.p1
OG0002950	XM_001596766.1.p1	XM_041288362.1.p1
OG0002951	XM_001587972.1.p1	XM_041293796.1.p1
OG0002952	XM_001594674.1.p1	XM_041292011.1.p1
OG0002953	XM_001590736.1.p1	XM_041291121.1.p1
OG0002954	XM_001594218.1.p1	XM_041291019.1.p1
OG0002955	XM_001585257.1.p1	XM_041292401.1.p1
OG0002956	XM_001589716.1.p1	XM_041289362.1.p1, XM_041295614.1.p1
OG0002957	XM_001597979.1.p1	XM_041286605.1.p1
OG0002958	XM_001596285.1.p1	XM_041291185.1.p1
OG0002960	XM_001591838.1.p1	XM_041293915.1.p1
OG0002961	XM_001589391.1.p1	XM_041294507.1.p1
OG0002962	XM_001588125.1.p1	XM_041293930.1.p1
OG0002963	XM_001590664.1.p1	XM_041294982.1.p1
OG0002964	XM_001589841.1.p1	XM_041294918.1.p1
OG0002965	XM_001594731.1.p1	XM_041295480.1.p1, XM_041294771.1.p1
OG0002966	XM_001591517.1.p1	XM_041294573.1.p1
OG0002967	XM_001592383.1.p1	XM_041283940.1.p1
OG0002968	XM_001590687.1.p1	XM_041285415.1.p1
OG0002970	XM_001584779.1.p1	XM_041288655.1.p1
OG0002971	XM_001593218.1.p1	XM_041290189.1.p1
OG0002972	XM_001586583.1.p1	XM_041292949.1.p1
OG0002973	XM_001597296.1.p1	XM_041290378.1.p1
OG0002974	XM_001598292.1.p1	XM_041292978.1.p1
OG0002975	XM_001597082.1.p1	XM_041291850.1.p1
OG0002976	XM_001585763.1.p1	XM_041290115.1.p1
OG0002977	XM_001595717.1.p1	XM_041293607.1.p1
OG0002978	XM_001590727.1.p1	XM_041291124.1.p1
OG0002979	XM_001590171.1.p1	XM_041292982.1.p1
OG0002980	XM_001595614.1.p1	XM_041288559.1.p1
OG0002981	XM_001588086.1.p1	XM_041289506.1.p1
OG0002982	XM_001592352.1.p1	XM_041289864.1.p1
OG0002983	XM_001597473.1.p1	XM_041295280.1.p1
OG0002984	XM_001585466.1.p1	XM_041285689.1.p1
OG0002985	XM_001585569.1.p1	XM_041289654.1.p1
OG0002986	XM_001595969.1.p1	XM_041289673.1.p1
OG0002987	XM_001589442.1.p1	XM_041287182.1.p1
OG0002988	XM_001589623.1.p1	XM_041286788.1.p1
OG0002989	XM_001586520.1.p1	XM_041288675.1.p1
OG0002990	XM_001591809.1.p1	XM_041288595.1.p1
OG0002991	XM_001593792.1.p1	XM_041293175.1.p1
OG0002992	XM_001588178.1.p1	XM_041291293.1.p1
OG0002993	XM_001588043.1.p1	XM_041293931.1.p1
OG0002994	XM_001586777.1.p1	XM_041284829.1.p1
OG0002995	XM_001587761.1.p1	XM_041284747.1.p1
OG0002996	XM_001587815.1.p1	XM_041293837.1.p1
OG0002997	XM_001591052.1.p1	XM_041291205.1.p1
OG0002998	XM_001587294.1.p1	XM_041293044.1.p1
OG0002999	XM_001587735.1.p1	XM_041294627.1.p1
OG0003000	XM_001597103.1.p1	XM_041291225.1.p1
OG0003001	XM_001584517.1.p1	XM_041294722.1.p1
OG0003002	XM_001591859.1.p1	XM_041290006.1.p1
OG0003003	XM_001591033.1.p1	XM_041285965.1.p1
OG0003004	XM_001597280.1.p1	XM_041285955.1.p1
OG0003005	XM_001597771.1.p1	XM_041292259.1.p1
OG0003006	XM_001594575.1.p1	XM_041284009.1.p1
OG0003007	XM_001587364.1.p1	XM_041291045.1.p1
OG0003008	XM_001598051.1.p1	XM_041293026.1.p1
OG0003009	XM_001595951.1.p1	XM_041284578.1.p1
OG0003010	XM_001590494.1.p1	XM_041295478.1.p1
OG0003011	XM_001590780.1.p1	XM_041293348.1.p1
OG0003012	XM_001595070.1.p1	XM_041285437.1.p1
OG0003013	XM_001592305.1.p1	XM_041286898.1.p1
OG0003015	XM_001596725.1.p1	XM_041295429.1.p1
OG0003016	XM_001590554.1.p1	XM_041291122.1.p1
OG0003017	XM_001590557.1.p1	XM_041291088.1.p1
OG0003018	XM_001598650.1.p1	XM_041292917.1.p1
OG0003019	XM_001590895.1.p1	XM_041291765.1.p1
OG0003020	XM_001589194.1.p1	XM_041289585.1.p1
OG0003021	XM_001595968.1.p1	XM_041289683.1.p1
OG0003022	XM_001596914.1.p1	XM_041288094.1.p1
OG0003023	XM_001592701.1.p1	XM_041289813.1.p1
OG0003024	XM_001586215.1.p1	XM_041290858.1.p1
OG0003025	XM_001585541.1.p1	XM_041290630.1.p1
OG0003026	XM_001594844.1.p1	XM_041288122.1.p1
OG0003027	XM_001596149.1.p1	XM_041289612.1.p1
OG0003028	XM_001592133.1.p1	XM_041291457.1.p1
OG0003029	XM_001586129.1.p1	XM_041290847.1.p1
OG0003031	XM_001592864.1.p1	XM_041293244.1.p1
OG0003033	XM_001590715.1.p1	XM_041292587.1.p1
OG0003035	XM_001594235.1.p1	XM_041285973.1.p1
OG0003036	XM_001584919.1.p1	XM_041286280.1.p1
OG0003038	XM_001596459.1.p1	XM_041287934.1.p1
OG0003051	XM_001589188.1.p1	XM_041284683.1.p1
OG0003053	XM_001596467.1.p1	XM_041285993.1.p1
OG0003054	XM_001595087.1.p1	XM_041293321.1.p1
OG0003056	XM_001591810.1.p1	XM_041288933.1.p1
OG0003057	XM_001585366.1.p1	XM_041292416.1.p1
OG0003059	XM_001586749.1.p1	XM_041289911.1.p1
OG0003062	XM_001592550.1.p1	XM_041294079.1.p1
OG0003063	XM_001588930.1.p1	XM_041286863.1.p1, XM_041287154.1.p1
OG0003064	XM_001591537.1.p1	XM_041287973.1.p1
OG0003065	XM_001598008.1.p1	XM_041284901.1.p1
OG0003066	XM_001598307.1.p1	XM_041284110.1.p1
OG0003067	XM_001588972.1.p1	XM_041291445.1.p1
OG0003070	XM_001585280.1.p1	XM_041284626.1.p1, XM_041287267.1.p1
OG0003072	XM_001585286.1.p1	XM_041287268.1.p1
OG0003073	XM_001585418.1.p1	XM_041294855.1.p1
OG0003074	XM_001585942.1.p1	XM_041293550.1.p1
OG0003075	XM_001596323.1.p1	XM_041286351.1.p1
OG0003076	XM_001596385.1.p1	XM_041283980.1.p1
OG0003077	XM_001593929.1.p1	XM_041293143.1.p1
OG0003078	XM_001593880.1.p1	XM_041291379.1.p1
OG0003079	XM_001593867.1.p1	XM_041285534.1.p1
OG0003080	XM_001597105.1.p1	XM_041291224.1.p1
OG0003081	XM_001585098.1.p1	XM_041291242.1.p1
OG0003082	XM_001587691.1.p1	XM_041293852.1.p1
OG0003083	XM_001585084.1.p1	XM_041291238.1.p1
OG0003084	XM_001597399.1.p1	XM_041294943.1.p1
OG0003085	XM_001586447.1.p1	XM_041284806.1.p1
OG0003086	XM_001593449.1.p1	XM_041286810.1.p1
OG0003088	XM_001595084.1.p1	XM_041286568.1.p1
OG0003089	XM_001597507.1.p1	XM_041292115.1.p1
OG0003090	XM_001598219.1.p1	XM_041292700.1.p1, XM_041295747.1.p1, XM_041294183.1.p1
OG0003091	XM_001595628.1.p1	XM_041292124.1.p1
OG0003095	XM_001584965.1.p1	XM_041286106.1.p1
OG0003096	XM_001584584.1.p1	XM_041285361.1.p1
OG0003098	XM_001591064.1.p1	XM_041288703.1.p1
OG0003099	XM_001584720.1.p1	XM_041288588.1.p1
OG0003100	XM_001591398.1.p1	XM_041295295.1.p1
OG0003101	XM_001587162.1.p1	XM_041288661.1.p1
OG0003102	XM_001594211.1.p1	XM_041289531.1.p1
OG0003103	XM_001593013.1.p1	XM_041290859.1.p1
OG0003105	XM_001594297.1.p1	XM_041289526.1.p1
OG0003106	XM_001589783.1.p1	XM_041289607.1.p1
OG0003107	XM_001592963.1.p1	XM_041290182.1.p1
OG0003108	XM_001590679.1.p1	XM_041291086.1.p1
OG0003109	XM_001595512.1.p1	XM_041295460.1.p1
OG0003110	XM_001590598.1.p1	XM_041292604.1.p1
OG0003111	XM_001590591.1.p1	XM_041289425.1.p1
OG0003113	XM_001590855.1.p1	XM_041295471.1.p1
OG0003114	XM_001593285.1.p1	XM_041287881.1.p1
OG0003115	XM_001597789.1.p1	XM_041290370.1.p1
OG0003116	XM_001592011.1.p1	XM_041287986.1.p1
OG0003117	XM_001590014.1.p1	XM_041286419.1.p1
OG0003118	XM_001590931.1.p1	XM_041291338.1.p1
OG0003119	XM_001597626.1.p1	XM_041290123.1.p1
OG0003120	XM_001593852.1.p1	XM_041288782.1.p1
OG0003121	XM_001585563.1.p1	XM_041289629.1.p1
OG0003122	XM_001588060.1.p1	XM_041288046.1.p1
OG0003123	XM_001590809.1.p1	XM_041290693.1.p1
OG0003124	XM_001594372.1.p1	XM_041293101.1.p1
OG0003125	XM_001595203.1.p1	XM_041293306.1.p1
OG0003126	XM_001594982.1.p1	XM_041294215.1.p1
OG0003127	XM_001591119.1.p1	XM_041287598.1.p1
OG0003128	XM_001598252.1.p1	XM_041294689.1.p1
OG0003129	XM_001587550.1.p1	XM_041286567.1.p1
OG0003130	XM_001591279.1.p1	XM_041288786.1.p1
OG0003131	XM_001588990.1.p1	XM_041290327.1.p1
OG0003132	XM_001589736.1.p1	XM_041290445.1.p1, XM_041292395.1.p1, XM_041293498.1.p1
OG0003133	XM_001587224.1.p1	XM_041285694.1.p1
OG0003134	XM_001595329.1.p1	XM_041295112.1.p1
OG0003135	XM_001597179.1.p1	XM_041291637.1.p1
OG0003136	XM_001594282.1.p1	XM_041295254.1.p1
OG0003137	XM_001593489.1.p1	XM_041294622.1.p1
OG0003138	XM_001596180.1.p1	XM_041289662.1.p1
OG0003140	XM_001591076.1.p1	XM_041288689.1.p1
OG0003141	XM_001587258.1.p1	XM_041293879.1.p1
OG0003142	XM_001587260.1.p1	XM_041284116.1.p1
OG0003143	XM_001588106.1.p1, XM_001586812.1.p1, XM_001596471.1.p1	XM_041294044.1.p1
OG0003144	XM_001588319.1.p1	XM_041288108.1.p1
OG0003146	XM_001595345.1.p1	XM_041291787.1.p1
OG0003149	XM_001597965.1.p1	XM_041294760.1.p1
OG0003150	XM_001594558.1.p1	XM_041289340.1.p1
OG0003151	XM_001585924.1.p1	XM_041292384.1.p1
OG0003152	XM_001594909.1.p1	XM_041294958.1.p1
OG0003153	XM_001596855.1.p1	XM_041291958.1.p1
OG0003153	XM_001592935.1.p1	XM_041290070.1.p1
OG0003154	XM_001591460.1.p1	XM_041291167.1.p1
OG0003155	XM_001597217.1.p1	XM_041287055.1.p1
OG0003156	XM_001591688.1.p1	XM_041292761.1.p1
OG0003157	XM_001584915.1.p1	XM_041285646.1.p1
OG0003158	XM_001596121.1.p1	XM_041293473.1.p1
OG0003159	XM_001598215.1.p1	XM_041290101.1.p1
OG0003160	XM_001596009.1.p1	XM_041289391.1.p1
OG0003161	XM_001598525.1.p1	XM_041294962.1.p1
OG0003162	XM_001596705.1.p1	XM_041288948.1.p1
OG0003163	XM_001585128.1.p1	XM_041292399.1.p1
OG0003165	XM_001592421.1.p1	XM_041294133.1.p1
OG0003166	XM_001592428.1.p1	XM_041286924.1.p1
OG0003167	XM_001586030.1.p1	XM_041293683.1.p1
OG0003168	XM_001594113.1.p1	XM_041286489.1.p1
OG0003169	XM_001593747.1.p1	XM_041294602.1.p1
OG0003170	XM_001588041.1.p1	XM_041284547.1.p1
OG0003171	XM_001596895.1.p1	XM_041289292.1.p1
OG0003172	XM_001597307.1.p1	XM_041294116.1.p1
OG0003173	XM_001594593.1.p1	XM_041291636.1.p1
OG0003176	XM_001596374.1.p1	XM_041290756.1.p1
OG0003177	XM_001598258.1.p1, XM_001593627.1.p1	XM_041295528.1.p1
OG0003178	XM_001593599.1.p1, XM_001598365.1.p1	XM_041284211.1.p1
OG0003179	XM_001598884.1.p1	XM_041291894.1.p1
OG0003180	XM_001585425.1.p1	XM_041289441.1.p1
OG0003181	XM_001587893.1.p1	XM_041286022.1.p1
OG0003182	XM_001585321.1.p1	XM_041290315.1.p1
OG0003183	XM_001585430.1.p1	XM_041291530.1.p1
OG0003185	XM_001587727.1.p1	XM_041288222.1.p1
OG0003186	XM_001586641.1.p1	XM_041289912.1.p1
OG0003187	XM_001591792.1.p1	XM_041291198.1.p1
OG0003188	XM_001597914.1.p1	XM_041293353.1.p1
OG0003190	XM_001590532.1.p1	XM_041285218.1.p1
OG0003191	XM_001593118.1.p1	XM_041290187.1.p1
OG0003192	XM_001590578.1.p1	XM_041290700.1.p1
OG0003193	XM_001597589.1.p1	XM_041290379.1.p1
OG0003194	XM_001589109.1.p1	XM_041291815.1.p1
OG0003195	XM_001590563.1.p1	XM_041291945.1.p1
OG0003196	XM_001589671.1.p1	XM_041287118.1.p1
OG0003197	XM_001595403.1.p1, XM_001592799.1.p1	XM_041295579.1.p1
OG0003198	XM_001591928.1.p1	XM_041284259.1.p1
OG0003200	XM_001589645.1.p1	XM_041292835.1.p1
OG0003201	XM_001593558.1.p1	XM_041287917.1.p1
OG0003202	XM_001593700.1.p1	XM_041293148.1.p1
OG0003203	XM_001589250.1.p1	XM_041285481.1.p1
OG0003204	XM_001584949.1.p1	XM_041294764.1.p1
OG0003205	XM_001589240.1.p1	XM_041295134.1.p1
OG0003206	XM_001597928.1.p1	XM_041283853.1.p1
OG0003207	XM_001588745.1.p1	XM_041292787.1.p1
OG0003208	XM_001593404.1.p1	XM_041290727.1.p1
OG0003209	XM_001596670.1.p1	XM_041294107.1.p1
OG0003211	XM_001596689.1.p1	XM_041291421.1.p1
OG0003212	XM_001596615.1.p1	XM_041288209.1.p1
OG0003213	XM_001592922.1.p1	XM_041288576.1.p1
OG0003214	XM_001596003.1.p1	XM_041289653.1.p1
OG0003215	XM_001587605.1.p1	XM_041290231.1.p1
OG0003216	XM_001589164.1.p1	XM_041284611.1.p1
OG0003217	XM_001588614.1.p1	XM_041288037.1.p1
OG0003218	XM_001595417.1.p1	XM_041294198.1.p1
OG0003219	XM_001598049.1.p1	XM_041293012.1.p1
OG0003220	XM_001585644.1.p1	XM_041286407.1.p1
OG0003221	XM_001591959.1.p1	XM_041293533.1.p1, XM_041288176.1.p1, XM_041295728.1.p1
OG0003222	XM_001585672.1.p1	XM_041285492.1.p1
OG0003223	XM_001588742.1.p1	XM_041291778.1.p1
OG0003224	XM_001593069.1.p1	XM_041291853.1.p1
OG0003225	XM_001597345.1.p1	XM_041294229.1.p1
OG0003227	XM_001588216.1.p1	XM_041290277.1.p1
OG0003228	XM_001587075.1.p1	XM_041295271.1.p1
OG0003229	XM_001593231.1.p1	XM_041293227.1.p1
OG0003230	XM_001597825.1.p1	XM_041285937.1.p1
OG0003231	XM_001592387.1.p1	XM_041294149.1.p1
OG0003232	XM_001594965.1.p1	XM_041288485.1.p1
OG0003233	XM_001592493.1.p1	XM_041290161.1.p1
OG0003234	XM_001591120.1.p1	XM_041284178.1.p1
OG0003235	XM_001585249.1.p1	XM_041289419.1.p1
OG0003236	XM_001595449.1.p1	XM_041293341.1.p1
OG0003237	XM_001587549.1.p1	XM_041288666.1.p1
OG0003238	XM_001594142.1.p1	XM_041294487.1.p1
OG0003239	XM_001587283.1.p1	XM_041294481.1.p1
OG0003241	XM_001596850.1.p1	XM_041291974.1.p1
OG0003242	XM_001595014.1.p1	XM_041286951.1.p1
OG0003243	XM_001586272.1.p1	XM_041291011.1.p1
OG0003244	XM_001596796.1.p1	XM_041290866.1.p1
OG0003245	XM_001596010.1.p1	XM_041289392.1.p1
OG0003246	XM_001591867.1.p1	XM_041290725.1.p1
OG0003247	XM_001595725.1.p1	XM_041290908.1.p1
OG0003248	XM_001588320.1.p1	XM_041283964.1.p1
OG0003249	XM_001589272.1.p1	XM_041291847.1.p1
OG0003250	XM_001595462.1.p1	XM_041286576.1.p1
OG0003251	XM_001598737.1.p1	XM_041293154.1.p1
OG0003252	XM_001597236.1.p1	XM_041292759.1.p1
OG0003253	XM_001598173.1.p1	XM_041293425.1.p1
OG0003254	XM_001598403.1.p1	XM_041283915.1.p1
OG0003255	XM_001596492.1.p1	XM_041287110.1.p1
OG0003256	XM_001597857.1.p1	XM_041284185.1.p1
OG0003258	XM_001585196.1.p1	XM_041288867.1.p1
OG0003259	XM_001585414.1.p1	XM_041291322.1.p1
OG0003260	XM_001595799.1.p1	XM_041290903.1.p1
OG0003261	XM_001597749.1.p1	XM_041291047.1.p1
OG0003262	XM_001588051.1.p1	XM_041291309.1.p1, XM_041287208.1.p1
OG0003263	XM_001595550.1.p1	XM_041284323.1.p1
OG0003264	XM_001591954.1.p1	XM_041293546.1.p1
OG0003265	XM_001589021.1.p1	XM_041291314.1.p1
OG0003266	XM_001593047.1.p1	XM_041293368.1.p1
OG0003267	XM_001598623.1.p1	XM_041287731.1.p1, XM_041288421.1.p1
OG0003268	XM_001589981.1.p1	XM_041292421.1.p1
OG0003269	XM_001592764.1.p1	XM_041285878.1.p1
OG0003270	XM_001593751.1.p1	XM_041284827.1.p1
OG0003271	XM_001593886.1.p1	XM_041291306.1.p1
OG0003272	XM_001589203.1.p1	XM_041284620.1.p1
OG0003274	XM_001587418.1.p1	XM_041286329.1.p1
OG0003275	XM_001587583.1.p1	XM_041286689.1.p1
OG0003276	XM_001586734.1.p1	XM_041289736.1.p1
OG0003277	XM_001592177.1.p1	XM_041289977.1.p1
OG0003278	XM_001598098.1.p1	XM_041291197.1.p1
OG0003279	XM_001585823.1.p1	XM_041286431.1.p1
OG0003281	XM_001589324.1.p1	XM_041289172.1.p1
OG0003282	XM_001596197.1.p1	XM_041284579.1.p1
OG0003283	XM_001587096.1.p1	XM_041289159.1.p1
OG0003284	XM_001594209.1.p1	XM_041288250.1.p1
OG0003285	XM_001597598.1.p1	XM_041292621.1.p1
OG0003286	XM_001591177.1.p1	XM_041287485.1.p1
OG0003288	XM_001586805.1.p1	XM_041288306.1.p1
OG0003289	XM_001586637.1.p1	XM_041293855.1.p1
OG0003290	XM_001586740.1.p1	XM_041294641.1.p1
OG0003291	XM_001594716.1.p1	XM_041290786.1.p1
OG0003292	XM_001596873.1.p1	XM_041291985.1.p1
OG0003293	XM_001597391.1.p1	XM_041292074.1.p1
OG0003294	XM_001595617.1.p1	XM_041285953.1.p1
OG0003295	XM_001590749.1.p1	XM_041286193.1.p1
OG0003296	XM_001595341.1.p1	XM_041293310.1.p1
OG0003297	XM_001587270.1.p1	XM_041292770.1.p1
OG0003298	XM_001597311.1.p1	XM_041294114.1.p1
OG0003299	XM_001594490.1.p1	XM_041288147.1.p1
OG0003300	XM_001589049.1.p1	XM_041288844.1.p1
OG0003301	XM_001597951.1.p1	XM_041295160.1.p1
OG0003302	XM_001595139.1.p1	XM_041295031.1.p1
OG0003303	XM_001597402.1.p1	XM_041294957.1.p1
OG0003304	XM_001598242.1.p1	XM_041288446.1.p1
OG0003305	XM_001586439.1.p1	XM_041290002.1.p1
OG0003307	XM_001595073.1.p1	XM_041293320.1.p1
OG0003308	XM_001597432.1.p1	XM_041294184.1.p1
OG0003309	XM_001590067.1.p1	XM_041294877.1.p1
OG0003311	XM_001588978.1.p1	XM_041290320.1.p1
OG0003312	XM_001596498.1.p1	XM_041294707.1.p1
OG0003313	XM_001592434.1.p1	XM_041290153.1.p1
OG0003314	XM_001585167.1.p1	XM_041286194.1.p1
OG0003315	XM_001594584.1.p1	XM_041295255.1.p1
OG0003316	XM_001593322.1.p1	XM_041288664.1.p1
OG0003317	XM_001586229.1.p1	XM_041290039.1.p1
OG0003318	XM_001594826.1.p1	XM_041289169.1.p1
OG0003319	XM_001590508.1.p1	XM_041292409.1.p1
OG0003320	XM_001596495.1.p1	XM_041293668.1.p1
OG0003321	XM_001589643.1.p1	XM_041292853.1.p1
OG0003322	XM_001592939.1.p1	XM_041284886.1.p1
OG0003323	XM_001593933.1.p1	XM_041286491.1.p1
OG0003324	XM_001588704.1.p1	XM_041284740.1.p1
OG0003325	XM_001591058.1.p1	XM_041294168.1.p1
OG0003326	XM_001587707.1.p1	XM_041288262.1.p1
OG0003327	XM_001593157.1.p1	XM_041289635.1.p1
OG0003328	XM_001586936.1.p1	XM_041286816.1.p1
OG0003329	XM_001598553.1.p1, XM_001594202.1.p1	XM_041295258.1.p1
OG0003330	XM_001584812.1.p1	XM_041288397.1.p1
OG0003331	XM_001596990.1.p1	XM_041289289.1.p1
OG0003332	XM_001595057.1.p1	XM_041294158.1.p1
OG0003333	XM_001594860.1.p1	XM_041292009.1.p1
OG0003335	XM_001598921.1.p1	XM_041285786.1.p1
OG0003336	XM_001596912.1.p1	XM_041290989.1.p1
OG0003337	XM_001592327.1.p1	XM_041294057.1.p1
OG0003338	XM_001592307.1.p1	XM_041294103.1.p1
OG0003339	XM_001588779.1.p1	XM_041291386.1.p1
OG0003340	XM_001598795.1.p1	XM_041286832.1.p1
OG0003341	XM_001592462.1.p1	XM_041290150.1.p1
OG0003342	XM_001591065.1.p1	XM_041288690.1.p1
OG0003343	XM_001594660.1.p1	XM_041289523.1.p1
OG0003344	XM_001594948.1.p1	XM_041288100.1.p1
OG0003345	XM_001587331.1.p1	XM_041290294.1.p1
OG0003346	XM_001598214.1.p1	XM_041290091.1.p1
OG0003347	XM_001596020.1.p1	XM_041289405.1.p1
OG0003348	XM_001590681.1.p1	XM_041292554.1.p1
OG0003349	XM_001598046.1.p1	XM_041293011.1.p1
OG0003350	XM_001591577.1.p1	XM_041288005.1.p1
OG0003351	XM_001597094.1.p1	XM_041291349.1.p1
OG0003352	XM_001588979.1.p1	XM_041290310.1.p1
OG0003353	XM_001589786.1.p1	XM_041284712.1.p1
OG0003354	XM_001588134.1.p1	XM_041290895.1.p1
OG0003355	XM_001598389.1.p1	XM_041293369.1.p1
OG0003356	XM_001590143.1.p1, XM_001590144.1.p1	XM_041292940.1.p1
OG0003358	XM_001594599.1.p1	XM_041283997.1.p1
OG0003359	XM_001593636.1.p1	XM_041286532.1.p1
OG0003360	XM_001585701.1.p1	XM_041284665.1.p1
OG0003361	XM_001588263.1.p1, XM_001591372.1.p1	XM_041285333.1.p1
OG0003362	XM_001588054.1.p1	XM_041290982.1.p1
OG0003363	XM_001594176.1.p1	XM_041290836.1.p1
OG0003364	XM_001592492.1.p1	XM_041294061.1.p1
OG0003365	XM_001585480.1.p1	XM_041285433.1.p1
OG0003366	XM_001594145.1.p1	XM_041293793.1.p1
OG0003367	XM_001588998.1.p1	XM_041292430.1.p1
OG0003368	XM_001593512.1.p1	XM_041288775.1.p1
OG0003369	XM_001588659.1.p1, XM_001588660.1.p1	XM_041288400.1.p1
OG0003370	XM_001586318.1.p1	XM_041289039.1.p1
OG0003371	XM_001586608.1.p1	XM_041284126.1.p1
OG0003372	XM_001591750.1.p1	XM_041287905.1.p1
OG0003373	XM_001584600.1.p1	XM_041288105.1.p1
OG0003374	XM_001597197.1.p1	XM_041288151.1.p1
OG0003375	XM_001586263.1.p1	XM_041291033.1.p1
OG0003376	XM_001597884.1.p1	XM_041288032.1.p1
OG0003377	XM_001591473.1.p1	XM_041293871.1.p1
OG0003379	XM_001595836.1.p1	XM_041290919.1.p1
OG0003381	XM_001588707.1.p1	XM_041291260.1.p1
OG0003382	XM_001592954.1.p1	XM_041289838.1.p1
OG0003383	XM_001588128.1.p1	XM_041291695.1.p1
OG0003384	XM_001595158.1.p1	XM_041292091.1.p1
OG0003385	XM_001588278.1.p1	XM_041288404.1.p1
OG0003387	XM_001586862.1.p1	XM_041289301.1.p1
OG0003388	XM_001590673.1.p1	XM_041294706.1.p1
OG0003389	XM_001585114.1.p1	XM_041291201.1.p1
OG0003390	XM_001585517.1.p1	XM_041290974.1.p1
OG0003391	XM_001590649.1.p1	XM_041287952.1.p1
OG0003392	XM_001598687.1.p1	XM_041292426.1.p1
OG0003393	XM_001590846.1.p1	XM_041287599.1.p1
OG0003394	XM_001596939.1.p1	XM_041287878.1.p1
OG0003395	XM_001596113.1.p1	XM_041291569.1.p1
OG0003396	XM_001589794.1.p1	XM_041285431.1.p1
OG0003397	XM_001593343.1.p1	XM_041284487.1.p1
OG0003398	XM_001586421.1.p1	XM_041287991.1.p1
OG0003399	XM_001589918.1.p1	XM_041286672.1.p1
OG0003400	XM_001593178.1.p1	XM_041290260.1.p1
OG0003401	XM_001590815.1.p1	XM_041293251.1.p1
OG0003402	XM_001586464.1.p1	XM_041295724.1.p1
OG0003403	XM_001595281.1.p1, XM_001597269.1.p1	XM_041284371.1.p1
OG0003404	XM_001596802.1.p1	XM_041293467.1.p1
OG0003405	XM_001587610.1.p1	XM_041289793.1.p1
OG0003406	XM_001587717.1.p1	XM_041294615.1.p1
OG0003407	XM_001598175.1.p1	XM_041283904.1.p1
OG0003410	XM_001595881.1.p1	XM_041289636.1.p1
OG0003411	XM_001585283.1.p1	XM_041294838.1.p1
OG0003412	XM_001590120.1.p1	XM_041294925.1.p1
OG0003413	XM_001588822.1.p1	XM_041289133.1.p1
OG0003415	XM_001591820.1.p1	XM_041288464.1.p1
OG0003416	XM_001587863.1.p1	XM_041288272.1.p1
OG0003417	XM_001596400.1.p1	XM_041293741.1.p1
OG0003418	XM_001589540.1.p1	XM_041286799.1.p1
OG0003441	XM_001588645.1.p1	XM_041285970.1.p1, XM_041284922.1.p1
