Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Rhizoctonia_solani_rna_prot
OG0002484	XM_001593739.1.p1	XM_043323648.1.p1
OG0002485	XM_001584566.1.p1	XM_043327247.1.p1
OG0002486	XM_001590533.1.p1	XM_043330795.1.p1
OG0002487	XM_001590834.1.p1	XM_043321763.1.p1
OG0002488	XM_001592455.1.p1	XM_043326432.1.p1
OG0002489	XM_001593057.1.p1	XM_043323757.1.p1
OG0002490	XM_001586271.1.p1	XM_043328632.1.p1
OG0002491	XM_001598130.1.p1	XM_043329002.1.p1
OG0002492	XM_001590011.1.p1	XM_043322808.1.p1
OG0002493	XM_001596006.1.p1	XM_043320229.1.p1
OG0002494	XM_001586443.1.p1	XM_043320516.1.p1
OG0002495	XM_001592850.1.p1	XM_043323729.1.p1
OG0002496	XM_001588867.1.p1	XM_043331360.1.p1
OG0002497	XM_001594024.1.p1	XM_043320452.1.p1
OG0002498	XM_001593094.1.p1	XM_043320243.1.p1
OG0002499	XM_001597163.1.p1	XM_043324576.1.p1
OG0002500	XM_001598749.1.p1	XM_043331337.1.p1, XM_043328637.1.p1
OG0002501	XM_001587659.1.p1	XM_043320397.1.p1
OG0002502	XM_001597045.1.p1	XM_043322044.1.p1
OG0002503	XM_001589928.1.p1	XM_043326415.1.p1
OG0002504	XM_001587394.1.p1	XM_043328898.1.p1
OG0002505	XM_001593032.1.p1	XM_043326462.1.p1
OG0002506	XM_001589408.1.p1	XM_043328216.1.p1
OG0002507	XM_001594168.1.p1	XM_043322039.1.p1
OG0002508	XM_001590722.1.p1	XM_043320729.1.p1
OG0002509	XM_001585392.1.p1	XM_043328289.1.p1
OG0002510	XM_001588997.1.p1	XM_043321949.1.p1
OG0002511	XM_001589874.1.p1	XM_043324224.1.p1
OG0002512	XM_001593622.1.p1	XM_043321294.1.p1
OG0002513	XM_001597673.1.p1, XM_001590706.1.p1	XM_043323198.1.p1
OG0002514	XM_001594062.1.p1	XM_043319921.1.p1
OG0002515	XM_001586844.1.p1	XM_043323678.1.p1, XM_043321357.1.p1
OG0002517	XM_001594355.1.p1	XM_043320315.1.p1
OG0002518	XM_001597397.1.p1	XM_043328363.1.p1
OG0002519	XM_001594991.1.p1	XM_043326223.1.p1
OG0002521	XM_001590381.1.p1	XM_043324979.1.p1
OG0002522	XM_001590983.1.p1, XM_001590982.1.p1	XM_043326557.1.p1
OG0002523	XM_001585549.1.p1	XM_043330834.1.p1
OG0002524	XM_001592486.1.p1	XM_043324116.1.p1
OG0002525	XM_001589795.1.p1	XM_043330666.1.p1
OG0002526	XM_001594521.1.p1	XM_043330683.1.p1
OG0002527	XM_001593981.1.p1	XM_043328455.1.p1
OG0002528	XM_001595491.1.p1	XM_043322381.1.p1
OG0002529	XM_001589430.1.p1	XM_043324085.1.p1
OG0002531	XM_001591553.1.p1	XM_043322501.1.p1
OG0002532	XM_001591796.1.p1	XM_043320283.1.p1
OG0002533	XM_001598469.1.p1	XM_043320101.1.p1
OG0002534	XM_001590007.1.p1	XM_043320117.1.p1
OG0002535	XM_001597632.1.p1	XM_043323620.1.p1
OG0002536	XM_001590641.1.p1	XM_043326356.1.p1
OG0002537	XM_001587521.1.p1	XM_043320445.1.p1
OG0002538	XM_001595812.1.p1	XM_043325709.1.p1
OG0002539	XM_001588442.1.p1	XM_043326161.1.p1
OG0002540	XM_001590784.1.p1	XM_043330727.1.p1
OG0002541	XM_001597856.1.p1	XM_043329355.1.p1
OG0002542	XM_001589145.1.p1	XM_043327241.1.p1
OG0002543	XM_001595169.1.p1	XM_043321176.1.p1
OG0002544	XM_001588098.1.p1	XM_043328185.1.p1
OG0002545	XM_001596746.1.p1	XM_043326310.1.p1
OG0002550	XM_001588562.1.p1	XM_043322798.1.p1
OG0002554	XM_001590629.1.p1	XM_043322499.1.p1
OG0002555	XM_001596789.1.p1, XM_001596515.1.p1, XM_001586870.1.p1, XM_001588379.1.p1	XM_043325009.1.p1
OG0002573	XM_001589198.1.p1	XM_043320693.1.p1
OG0002574	XM_001588331.1.p1	XM_043323999.1.p1
OG0002576	XM_001589079.1.p1	XM_043329624.1.p1
OG0002579	XM_001594239.1.p1	XM_043321501.1.p1
OG0002580	XM_001585268.1.p1	XM_043327132.1.p1
OG0002581	XM_001586773.1.p1	XM_043323234.1.p1
OG0002582	XM_001594917.1.p1	XM_043331538.1.p1
OG0002583	XM_001595098.1.p1	XM_043320856.1.p1
OG0002584	XM_001584775.1.p1	XM_043323567.1.p1
OG0002585	XM_001586188.1.p1	XM_043322657.1.p1
OG0002586	XM_001598474.1.p1	XM_043321316.1.p1
OG0002589	XM_001598908.1.p1	XM_043326978.1.p1
OG0002592	XM_001592474.1.p1	XM_043329558.1.p1, XM_043323668.1.p1
OG0002593	XM_001587301.1.p1	XM_043323969.1.p1
OG0002594	XM_001593221.1.p1	XM_043321455.1.p1
OG0002597	XM_001597353.1.p1	XM_043331829.1.p1
OG0002598	XM_001586531.1.p1	XM_043327631.1.p1
OG0002600	XM_001598504.1.p1	XM_043321904.1.p1
OG0002601	XM_001589535.1.p1	XM_043321532.1.p1
OG0002602	XM_001596786.1.p1	XM_043330616.1.p1
OG0002603	XM_001588678.1.p1	XM_043323205.1.p1
OG0002604	XM_001590395.1.p1	XM_043326960.1.p1
OG0002605	XM_001597028.1.p1	XM_043329829.1.p1
OG0002606	XM_001587684.1.p1	XM_043321762.1.p1
OG0002607	XM_001593297.1.p1	XM_043327030.1.p1
OG0002608	XM_001587700.1.p1	XM_043321736.1.p1
OG0002609	XM_001586795.1.p1	XM_043322491.1.p1
OG0002610	XM_001597107.1.p1	XM_043319893.1.p1
OG0002611	XM_001591893.1.p1	XM_043321622.1.p1
OG0002612	XM_001587672.1.p1	XM_043321031.1.p1
OG0002613	XM_001584872.1.p1	XM_043321781.1.p1
OG0002614	XM_001597337.1.p1	XM_043327651.1.p1
OG0002616	XM_001594762.1.p1	XM_043330908.1.p1
OG0002617	XM_001585080.1.p1	XM_043327562.1.p1
OG0002618	XM_001586277.1.p1	XM_043320314.1.p1
OG0002619	XM_001597104.1.p1	XM_043328477.1.p1
OG0002620	XM_001586208.1.p1, XM_001584659.1.p1	XM_043326947.1.p1
OG0002621	XM_001593947.1.p1	XM_043320422.1.p1
OG0002622	XM_001593922.1.p1	XM_043329712.1.p1
OG0002623	XM_001591749.1.p1	XM_043328306.1.p1
OG0002624	XM_001591906.1.p1	XM_043326334.1.p1
OG0002625	XM_001597913.1.p1	XM_043325578.1.p1
OG0002626	XM_001595354.1.p1	XM_043320480.1.p1
OG0002627	XM_001588690.1.p1	XM_043322336.1.p1
OG0002628	XM_001595460.1.p1	XM_043323888.1.p1
OG0002629	XM_001592160.1.p1	XM_043324390.1.p1
OG0002630	XM_001589219.1.p1	XM_043324018.1.p1
OG0002631	XM_001597438.1.p1	XM_043321508.1.p1
OG0002632	XM_001593738.1.p1	XM_043325006.1.p1
OG0002633	XM_001598308.1.p1	XM_043331379.1.p1, XM_043320373.1.p1
OG0002634	XM_001592433.1.p1	XM_043328818.1.p1
OG0002636	XM_001585168.1.p1	XM_043329633.1.p1
OG0002637	XM_001592446.1.p1	XM_043326363.1.p1
OG0002638	XM_001596110.1.p1	XM_043325846.1.p1
OG0002640	XM_001598833.1.p1	XM_043321504.1.p1
OG0002641	XM_001584763.1.p1	XM_043327099.1.p1
OG0002642	XM_001587073.1.p1	XM_043329508.1.p1
OG0002643	XM_001594208.1.p1	XM_043320193.1.p1
OG0002644	XM_001594573.1.p1	XM_043330180.1.p1
OG0002645	XM_001597161.1.p1	XM_043326438.1.p1
OG0002646	XM_001597191.1.p1	XM_043324241.1.p1
OG0002647	XM_001594553.1.p1	XM_043323956.1.p1
OG0002648	XM_001586247.1.p1	XM_043321376.1.p1
OG0002650	XM_001594523.1.p1	XM_043320611.1.p1
OG0002652	XM_001594191.1.p1	XM_043328715.1.p1
OG0002653	XM_001593079.1.p1	XM_043325020.1.p1
OG0002655	XM_001587608.1.p1	XM_043320011.1.p1
OG0002656	XM_001587330.1.p1	XM_043324926.1.p1
OG0002657	XM_001590457.1.p1	XM_043324998.1.p1
OG0002659	XM_001590725.1.p1	XM_043322484.1.p1
OG0002660	XM_001590575.1.p1	XM_043323194.1.p1
OG0002661	XM_001590698.1.p1	XM_043329605.1.p1
OG0002662	XM_001590600.1.p1	XM_043322183.1.p1
OG0002663	XM_001590220.1.p1	XM_043325415.1.p1
OG0002665	XM_001590556.1.p1	XM_043322672.1.p1
OG0002666	XM_001590273.1.p1	XM_043322140.1.p1
OG0002667	XM_001587612.1.p1	XM_043319827.1.p1
OG0002668	XM_001587002.1.p1	XM_043330050.1.p1
OG0002670	XM_001598059.1.p1	XM_043320690.1.p1
OG0002671	XM_001598074.1.p1	XM_043328999.1.p1
OG0002672	XM_001596013.1.p1	XM_043323847.1.p1
OG0002674	XM_001598457.1.p1	XM_043330851.1.p1
OG0002675	XM_001595818.1.p1	XM_043326082.1.p1
OG0002676	XM_001596202.1.p1	XM_043322829.1.p1
OG0002677	XM_001595753.1.p1	XM_043322754.1.p1
OG0002679	XM_001585181.1.p1	XM_043330804.1.p1
OG0002680	XM_001590223.1.p1	XM_043326097.1.p1, XM_043326101.1.p1
OG0002681	XM_001591118.1.p1	XM_043323921.1.p1
OG0002682	XM_001590941.1.p1	XM_043326294.1.p1
OG0002683	XM_001584712.1.p1	XM_043321805.1.p1
OG0002684	XM_001595173.1.p1	XM_043324039.1.p1
OG0002685	XM_001593412.1.p1	XM_043321709.1.p1
OG0002687	XM_001586733.1.p1	XM_043323916.1.p1
OG0002688	XM_001595177.1.p1	XM_043326278.1.p1
OG0002689	XM_001592281.1.p1	XM_043331822.1.p1
OG0002691	XM_001586060.1.p1	XM_043324600.1.p1
OG0002692	XM_001591095.1.p1	XM_043323471.1.p1
OG0002693	XM_001594364.1.p1	XM_043330612.1.p1, XM_043323953.1.p1, XM_043320806.1.p1
OG0002694	XM_001589333.1.p1	XM_043326365.1.p1
OG0002695	XM_001587167.1.p1	XM_043327836.1.p1
OG0002696	XM_001598191.1.p1	XM_043324114.1.p1
OG0002697	XM_001598772.1.p1	XM_043324021.1.p1
OG0002701	XM_001593758.1.p1	XM_043320325.1.p1
OG0002702	XM_001591302.1.p1	XM_043321400.1.p1
OG0002703	XM_001591239.1.p1	XM_043329096.1.p1, XM_043329095.1.p1
OG0002704	XM_001597465.1.p1	XM_043325089.1.p1
OG0002706	XM_001587159.1.p1	XM_043321522.1.p1
OG0002707	XM_001586132.1.p1	XM_043322587.1.p1
OG0002708	XM_001597128.1.p1	XM_043329687.1.p1
OG0002709	XM_001587858.1.p1	XM_043320583.1.p1
OG0002710	XM_001595676.1.p1	XM_043329503.1.p1
OG0002711	XM_001588265.1.p1	XM_043328319.1.p1
OG0002712	XM_001586007.1.p1	XM_043322453.1.p1
OG0002713	XM_001594857.1.p1	XM_043320717.1.p1
OG0002714	XM_001591816.1.p1	XM_043324221.1.p1
OG0002716	XM_001590028.1.p1	XM_043321734.1.p1
OG0002718	XM_001586171.1.p1	XM_043329005.1.p1
OG0002720	XM_001591468.1.p1	XM_043331622.1.p1
OG0002721	XM_001586997.1.p1	XM_043324100.1.p1
OG0002722	XM_001593780.1.p1	XM_043329682.1.p1, XM_043329721.1.p1, XM_043327195.1.p1, XM_043327184.1.p1, XM_043325650.1.p1, XM_043327183.1.p1
OG0002723	XM_001597554.1.p1, XM_001584789.1.p1	XM_043324878.1.p1
OG0002724	XM_001586934.1.p1	XM_043326343.1.p1
OG0002725	XM_001591245.1.p1	XM_043321932.1.p1, XM_043325200.1.p1, XM_043325098.1.p1
OG0002726	XM_001594793.1.p1	XM_043320854.1.p1
OG0002727	XM_001596199.1.p1	XM_043323804.1.p1
OG0002728	XM_001592197.1.p1	XM_043324864.1.p1
OG0002729	XM_001589317.1.p1	XM_043322370.1.p1
OG0002730	XM_001591400.1.p1	XM_043323663.1.p1
OG0002731	XM_001590601.1.p1	XM_043330884.1.p1
OG0002732	XM_001598116.1.p1	XM_043327301.1.p1
OG0002733	XM_001588057.1.p1	XM_043323587.1.p1
OG0002734	XM_001588718.1.p1	XM_043324325.1.p1
OG0002735	XM_001590234.1.p1	XM_043323930.1.p1
OG0002737	XM_001587661.1.p1	XM_043322113.1.p1
OG0002738	XM_001597580.1.p1	XM_043321783.1.p1
OG0002740	XM_001596378.1.p1	XM_043320828.1.p1
OG0002741	XM_001596447.1.p1	XM_043323203.1.p1
OG0002742	XM_001592800.1.p1	XM_043323160.1.p1
OG0002743	XM_001589287.1.p1	XM_043329045.1.p1
OG0002744	XM_001591464.1.p1	XM_043329041.1.p1
OG0002746	XM_001591002.1.p1	XM_043329383.1.p1
OG0002748	XM_001588490.1.p1	XM_043329881.1.p1
OG0002749	XM_001587250.1.p1	XM_043330793.1.p1
OG0002750	XM_001585487.1.p1	XM_043320151.1.p1
OG0002751	XM_001586019.1.p1	XM_043324415.1.p1
OG0002754	XM_001595580.1.p1	XM_043327782.1.p1
OG0002755	XM_001597916.1.p1	XM_043321011.1.p1
OG0002756	XM_001595353.1.p1	XM_043320489.1.p1
OG0002758	XM_001588928.1.p1	XM_043324953.1.p1
OG0002759	XM_001597470.1.p1	XM_043329776.1.p1
OG0002760	XM_001595952.1.p1	XM_043321773.1.p1
OG0002761	XM_001585199.1.p1	XM_043323707.1.p1
OG0002762	XM_001589225.1.p1	XM_043328982.1.p1
OG0002763	XM_001587011.1.p1	XM_043323627.1.p1
OG0002764	XM_001589776.1.p1	XM_043321394.1.p1
OG0002765	XM_001587839.1.p1	XM_043320131.1.p1
OG0002768	XM_001596338.1.p1	XM_043326352.1.p1
OG0002769	XM_001588242.1.p1	XM_043326115.1.p1
OG0002770	XM_001584690.1.p1	XM_043322881.1.p1
OG0002771	XM_001591056.1.p1	XM_043331700.1.p1
OG0002772	XM_001584501.1.p1	XM_043325929.1.p1
OG0002773	XM_001584842.1.p1	XM_043330801.1.p1
OG0002774	XM_001593500.1.p1	XM_043324152.1.p1
OG0002776	XM_001593796.1.p1	XM_043327596.1.p1
OG0002777	XM_001593216.1.p1	XM_043324661.1.p1
OG0002778	XM_001588821.1.p1	XM_043321941.1.p1
OG0002780	XM_001595052.1.p1	XM_043325844.1.p1
OG0002781	XM_001591527.1.p1	XM_043328115.1.p1
OG0002782	XM_001586441.1.p1	XM_043320232.1.p1
OG0002783	XM_001589787.1.p1	XM_043326459.1.p1
OG0002784	XM_001592447.1.p1	XM_043329540.1.p1
OG0002785	XM_001598758.1.p1	XM_043322897.1.p1
OG0002788	XM_001591693.1.p1	XM_043330693.1.p1
OG0002789	XM_001590972.1.p1	XM_043320615.1.p1
OG0002790	XM_001592863.1.p1	XM_043324276.1.p1
OG0002791	XM_001595077.1.p1	XM_043331014.1.p1
OG0002792	XM_001590027.1.p1	XM_043328845.1.p1
OG0002793	XM_001596517.1.p1	XM_043323557.1.p1
OG0002794	XM_001584823.1.p1	XM_043327543.1.p1
OG0002795	XM_001590912.1.p1	XM_043322681.1.p1
OG0002796	XM_001586660.1.p1	XM_043325401.1.p1
OG0002798	XM_001594499.1.p1	XM_043320076.1.p1
OG0002799	XM_001588159.1.p1	XM_043324275.1.p1
OG0002800	XM_001591143.1.p1	XM_043327565.1.p1
OG0002801	XM_001597534.1.p1	XM_043326553.1.p1
OG0002803	XM_001592401.1.p1	XM_043324678.1.p1, XM_043324677.1.p1
OG0002804	XM_001585530.1.p1	XM_043320141.1.p1, XM_043320816.1.p1
OG0002805	XM_001586067.1.p1	XM_043331244.1.p1, XM_043331245.1.p1
OG0002806	XM_001597447.1.p1	XM_043325007.1.p1
OG0002807	XM_001596809.1.p1	XM_043331012.1.p1
OG0002808	XM_001590544.1.p1	XM_043328888.1.p1
OG0002809	XM_001593313.1.p1	XM_043330686.1.p1
OG0002810	XM_001598004.1.p1	XM_043324098.1.p1
OG0002812	XM_001589205.1.p1	XM_043320889.1.p1
OG0002813	XM_001592772.1.p1	XM_043330621.1.p1
OG0002814	XM_001594949.1.p1	XM_043329854.1.p1
OG0002815	XM_001596198.1.p1	XM_043320375.1.p1
OG0002816	XM_001591067.1.p1	XM_043330559.1.p1
OG0002817	XM_001595513.1.p1, XM_001594837.1.p1	XM_043326848.1.p1, XM_043330320.1.p1, XM_043327860.1.p1, XM_043323427.1.p1, XM_043323429.1.p1
OG0002818	XM_001586374.1.p1	XM_043320194.1.p1
OG0002819	XM_001591973.1.p1	XM_043321545.1.p1
OG0002820	XM_001597886.1.p1	XM_043322630.1.p1
OG0002821	XM_001598454.1.p1	XM_043330989.1.p1
OG0002822	XM_001597859.1.p1	XM_043321343.1.p1
OG0002823	XM_001590009.1.p1	XM_043331311.1.p1
OG0002824	XM_001590910.1.p1	XM_043320349.1.p1
OG0002826	XM_001597079.1.p1	XM_043326153.1.p1
OG0002827	XM_001585194.1.p1	XM_043329512.1.p1
OG0002828	XM_001590125.1.p1	XM_043326114.1.p1
OG0002830	XM_001589002.1.p1	XM_043323245.1.p1
OG0002832	XM_001598333.1.p1	XM_043325513.1.p1
OG0002833	XM_001595290.1.p1	XM_043323382.1.p1
OG0002834	XM_001598690.1.p1	XM_043328323.1.p1
OG0002836	XM_001595817.1.p1	XM_043323057.1.p1
OG0002838	XM_001588615.1.p1	XM_043321337.1.p1
OG0002840	XM_001588045.1.p1	XM_043322031.1.p1
OG0002843	XM_001596231.1.p1	XM_043320364.1.p1
OG0002846	XM_001586963.1.p1	XM_043323118.1.p1
OG0002847	XM_001593772.1.p1	XM_043326733.1.p1
OG0002849	XM_001588773.1.p1	XM_043327267.1.p1, XM_043320837.1.p1
OG0002850	XM_001593497.1.p1	XM_043322377.1.p1
OG0002851	XM_001588039.1.p1	XM_043320408.1.p1
OG0002853	XM_001593876.1.p1	XM_043323924.1.p1
OG0002855	XM_001595705.1.p1	XM_043321954.1.p1
OG0002856	XM_001584674.1.p1	XM_043324994.1.p1
OG0002857	XM_001587907.1.p1	XM_043321287.1.p1
OG0002858	XM_001587913.1.p1	XM_043320469.1.p1
OG0002859	XM_001587414.1.p1	XM_043331299.1.p1
OG0002860	XM_001592365.1.p1	XM_043324702.1.p1
OG0002861	XM_001592809.1.p1	XM_043322566.1.p1
OG0002862	XM_001594362.1.p1	XM_043324830.1.p1
OG0002864	XM_001592933.1.p1	XM_043328134.1.p1
OG0002865	XM_001592893.1.p1	XM_043331584.1.p1
OG0002866	XM_001591304.1.p1	XM_043331298.1.p1
OG0002868	XM_001594750.1.p1	XM_043326401.1.p1
OG0002869	XM_001594714.1.p1	XM_043330063.1.p1
OG0002870	XM_001591055.1.p1	XM_043321585.1.p1
OG0002871	XM_001589839.1.p1	XM_043329424.1.p1
OG0002872	XM_001598431.1.p1	XM_043325825.1.p1
OG0002873	XM_001587391.1.p1	XM_043325465.1.p1
OG0002876	XM_001589719.1.p1	XM_043320801.1.p1
OG0002877	XM_001586947.1.p1	XM_043320827.1.p1
OG0002878	XM_001586207.1.p1	XM_043326971.1.p1
OG0002879	XM_001586490.1.p1	XM_043322698.1.p1
OG0002880	XM_001590651.1.p1	XM_043321725.1.p1
OG0002881	XM_001588307.1.p1	XM_043324756.1.p1
OG0002883	XM_001588923.1.p1	XM_043320798.1.p1
OG0002884	XM_001587320.1.p1	XM_043322696.1.p1
OG0002886	XM_001593263.1.p1	XM_043329783.1.p1
OG0002887	XM_001592730.1.p1	XM_043329396.1.p1
OG0002888	XM_001585340.1.p1	XM_043321682.1.p1
OG0002889	XM_001596947.1.p1	XM_043320254.1.p1
OG0002890	XM_001585491.1.p1	XM_043326258.1.p1
OG0002891	XM_001584905.1.p1	XM_043331227.1.p1
OG0002892	XM_001593193.1.p1	XM_043330949.1.p1
OG0002893	XM_001584778.1.p1	XM_043322536.1.p1
OG0002894	XM_001584777.1.p1	XM_043324983.1.p1
OG0002895	XM_001596822.1.p1	XM_043324220.1.p1
OG0002896	XM_001589778.1.p1	XM_043324588.1.p1
OG0002897	XM_001596797.1.p1	XM_043330711.1.p1
OG0002898	XM_001594548.1.p1	XM_043321387.1.p1
OG0002899	XM_001598500.1.p1	XM_043324775.1.p1
OG0002900	XM_001594304.1.p1	XM_043321798.1.p1
OG0002902	XM_001587141.1.p1	XM_043329604.1.p1
OG0002904	XM_001590117.1.p1	XM_043327062.1.p1
OG0002905	XM_001595167.1.p1	XM_043324364.1.p1
OG0002906	XM_001585980.1.p1	XM_043331273.1.p1
OG0002907	XM_001589508.1.p1	XM_043328930.1.p1
OG0002908	XM_001585681.1.p1	XM_043326105.1.p1
OG0002909	XM_001589650.1.p1	XM_043321643.1.p1
OG0002910	XM_001584756.1.p1	XM_043320247.1.p1
OG0002911	XM_001587671.1.p1	XM_043326214.1.p1
OG0002913	XM_001589087.1.p1	XM_043331397.1.p1
OG0002914	XM_001586648.1.p1	XM_043320305.1.p1
OG0002915	XM_001586655.1.p1	XM_043322915.1.p1
OG0002916	XM_001595332.1.p1	XM_043330609.1.p1
OG0002917	XM_001593156.1.p1	XM_043327553.1.p1
OG0002918	XM_001584751.1.p1	XM_043322819.1.p1, XM_043322817.1.p1
OG0002919	XM_001595131.1.p1	XM_043324057.1.p1
OG0002920	XM_001594348.1.p1	XM_043324989.1.p1
OG0002921	XM_001586580.1.p1	XM_043322922.1.p1
OG0002922	XM_001598928.1.p1	XM_043323875.1.p1
OG0002923	XM_001589939.1.p1	XM_043320345.1.p1
OG0002924	XM_001598426.1.p1	XM_043328915.1.p1
OG0002925	XM_001592397.1.p1	XM_043320934.1.p1
OG0002927	XM_001592441.1.p1	XM_043328704.1.p1
OG0002929	XM_001594925.1.p1	XM_043329574.1.p1
OG0002931	XM_001596637.1.p1	XM_043331266.1.p1
OG0002932	XM_001584521.1.p1	XM_043331922.1.p1
OG0002933	XM_001598436.1.p1	XM_043323851.1.p1
OG0002934	XM_001596902.1.p1	XM_043326455.1.p1
OG0002935	XM_001597087.1.p1	XM_043319964.1.p1
OG0002936	XM_001585645.1.p1	XM_043321399.1.p1
OG0002937	XM_001592062.1.p1	XM_043321854.1.p1
OG0002938	XM_001595996.1.p1	XM_043324786.1.p1
OG0002939	XM_001588064.1.p1	XM_043324316.1.p1
OG0002941	XM_001598911.1.p1	XM_043320638.1.p1
OG0002942	XM_001598387.1.p1	XM_043328726.1.p1
OG0002945	XM_001596835.1.p1	XM_043330712.1.p1
OG0002946	XM_001598340.1.p1	XM_043328218.1.p1, XM_043329581.1.p1
OG0002947	XM_001594879.1.p1	XM_043321695.1.p1
OG0002948	XM_001598017.1.p1	XM_043328664.1.p1
OG0002949	XM_001596664.1.p1	XM_043321251.1.p1
OG0002951	XM_001587972.1.p1	XM_043320430.1.p1, XM_043326751.1.p1
OG0002952	XM_001594674.1.p1	XM_043330825.1.p1
OG0002953	XM_001590736.1.p1	XM_043332012.1.p1
OG0002956	XM_001589716.1.p1	XM_043320071.1.p1
OG0002957	XM_001597979.1.p1	XM_043328811.1.p1
OG0002958	XM_001596285.1.p1	XM_043331428.1.p1
OG0002960	XM_001591838.1.p1	XM_043322769.1.p1
OG0002961	XM_001589391.1.p1	XM_043325019.1.p1
OG0002962	XM_001588125.1.p1	XM_043322030.1.p1
OG0002963	XM_001590664.1.p1	XM_043320731.1.p1
OG0002964	XM_001589841.1.p1	XM_043324068.1.p1
OG0002965	XM_001594731.1.p1	XM_043329248.1.p1
OG0002966	XM_001591517.1.p1	XM_043320840.1.p1
OG0002967	XM_001592383.1.p1	XM_043320700.1.p1
OG0002970	XM_001584779.1.p1	XM_043320248.1.p1
OG0002971	XM_001593218.1.p1	XM_043323672.1.p1
OG0002974	XM_001598292.1.p1	XM_043327185.1.p1
OG0002975	XM_001597082.1.p1	XM_043320123.1.p1
OG0002976	XM_001585763.1.p1	XM_043321995.1.p1
OG0002977	XM_001595717.1.p1	XM_043329554.1.p1
OG0002978	XM_001590727.1.p1	XM_043322121.1.p1
OG0002979	XM_001590171.1.p1	XM_043322061.1.p1
OG0002980	XM_001595614.1.p1	XM_043331932.1.p1
OG0002982	XM_001592352.1.p1	XM_043322912.1.p1
OG0002983	XM_001597473.1.p1	XM_043323680.1.p1
OG0002984	XM_001585466.1.p1	XM_043321485.1.p1
OG0002985	XM_001585569.1.p1	XM_043324664.1.p1
OG0002986	XM_001595969.1.p1	XM_043328157.1.p1
OG0002987	XM_001589442.1.p1	XM_043331288.1.p1
OG0002988	XM_001589623.1.p1	XM_043320251.1.p1
OG0002989	XM_001586520.1.p1	XM_043330886.1.p1
OG0002990	XM_001591809.1.p1	XM_043324978.1.p1
OG0002991	XM_001593792.1.p1	XM_043321565.1.p1
OG0002992	XM_001588178.1.p1	XM_043320703.1.p1
OG0002993	XM_001588043.1.p1	XM_043323550.1.p1
OG0002994	XM_001586777.1.p1	XM_043321531.1.p1
OG0002995	XM_001587761.1.p1	XM_043321926.1.p1
OG0002998	XM_001587294.1.p1	XM_043324850.1.p1
OG0002999	XM_001587735.1.p1	XM_043329752.1.p1
OG0003000	XM_001597103.1.p1	XM_043326638.1.p1
OG0003001	XM_001584517.1.p1	XM_043330840.1.p1
OG0003002	XM_001591859.1.p1	XM_043327006.1.p1, XM_043331560.1.p1
OG0003003	XM_001591033.1.p1	XM_043320561.1.p1
OG0003004	XM_001597280.1.p1	XM_043324882.1.p1
OG0003005	XM_001597771.1.p1	XM_043322759.1.p1
OG0003006	XM_001594575.1.p1	XM_043321822.1.p1
OG0003007	XM_001587364.1.p1	XM_043327439.1.p1
OG0003008	XM_001598051.1.p1	XM_043321262.1.p1
OG0003010	XM_001590494.1.p1	XM_043321248.1.p1
OG0003011	XM_001590780.1.p1	XM_043321023.1.p1
OG0003012	XM_001595070.1.p1	XM_043324705.1.p1
OG0003013	XM_001592305.1.p1	XM_043320476.1.p1
OG0003015	XM_001596725.1.p1	XM_043324801.1.p1
OG0003016	XM_001590554.1.p1	XM_043328911.1.p1
OG0003018	XM_001598650.1.p1	XM_043322412.1.p1
OG0003019	XM_001590895.1.p1	XM_043327848.1.p1, XM_043329758.1.p1
OG0003020	XM_001589194.1.p1	XM_043321293.1.p1
OG0003021	XM_001595968.1.p1	XM_043323543.1.p1
OG0003022	XM_001596914.1.p1	XM_043324234.1.p1
OG0003024	XM_001586215.1.p1	XM_043329353.1.p1
OG0003025	XM_001585541.1.p1	XM_043321760.1.p1
OG0003026	XM_001594844.1.p1	XM_043320410.1.p1
OG0003027	XM_001596149.1.p1	XM_043328816.1.p1
OG0003028	XM_001592133.1.p1	XM_043327198.1.p1
OG0003029	XM_001586129.1.p1	XM_043327155.1.p1, XM_043321406.1.p1
OG0003031	XM_001592864.1.p1	XM_043331737.1.p1
OG0003033	XM_001590715.1.p1	XM_043326361.1.p1
OG0003051	XM_001589188.1.p1	XM_043324324.1.p1
OG0003052	XM_001585822.1.p1	XM_043326024.1.p1, XM_043326056.1.p1
OG0003054	XM_001595087.1.p1	XM_043331753.1.p1, XM_043331754.1.p1
OG0003056	XM_001591810.1.p1	XM_043331454.1.p1
OG0003059	XM_001586749.1.p1	XM_043327087.1.p1
OG0003065	XM_001598008.1.p1	XM_043324093.1.p1
OG0003066	XM_001598307.1.p1	XM_043328160.1.p1
OG0003070	XM_001585280.1.p1	XM_043323041.1.p1
OG0003071	XM_001595413.1.p1	XM_043323872.1.p1
OG0003072	XM_001585286.1.p1	XM_043322038.1.p1
OG0003073	XM_001585418.1.p1	XM_043321473.1.p1
OG0003074	XM_001585942.1.p1	XM_043324515.1.p1
OG0003075	XM_001596323.1.p1	XM_043324063.1.p1
OG0003076	XM_001596385.1.p1	XM_043322407.1.p1
OG0003079	XM_001593867.1.p1	XM_043321240.1.p1
OG0003080	XM_001597105.1.p1	XM_043325579.1.p1
OG0003081	XM_001585098.1.p1	XM_043322078.1.p1
