Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Fusarium_oxysporum_cds_prot
OG0003233	XM_001592493.1.p1	lcl|NC_030986.1_cds_XP_018232032.1_1274.p1
OG0003234	XM_001591120.1.p1	lcl|NC_030995.1_cds_XP_018253371.1_21124.p1, lcl|NC_030995.1_cds_XP_018253372.1_21123.p1
OG0003235	XM_001585249.1.p1	lcl|NC_030992.1_cds_XP_018248101.1_16231.p1
OG0003236	XM_001595449.1.p1	lcl|NC_030989.1_cds_XP_018243608.1_8557.p1
OG0003237	XM_001587549.1.p1	lcl|NC_030987.1_cds_XP_018245288.1_5477.p1
OG0003238	XM_001594142.1.p1	lcl|NC_030993.1_cds_XP_018237885.1_18430.p1
OG0003239	XM_001587283.1.p1	lcl|NC_030993.1_cds_XP_018237411.1_17956.p1
OG0003240	XM_001586564.1.p1	lcl|NC_030994.1_cds_XP_018245900.1_18967.p1
OG0003241	XM_001596850.1.p1	lcl|NC_030995.1_cds_XP_018250001.1_21685.p1
OG0003242	XM_001595014.1.p1	lcl|NC_030992.1_cds_XP_018247921.1_16051.p1
OG0003243	XM_001586272.1.p1	lcl|NC_030986.1_cds_XP_018232007.1_1249.p1
OG0003244	XM_001596796.1.p1	lcl|NC_030989.1_cds_XP_018243320.1_8270.p1
OG0003245	XM_001596010.1.p1	lcl|NC_030987.1_cds_XP_018241479.1_4093.p1
OG0003246	XM_001591867.1.p1	lcl|NC_030990.1_cds_XP_018235305.1_12205.p1
OG0003247	XM_001595725.1.p1	lcl|NC_030995.1_cds_XP_018253273.1_21024.p1
OG0003248	XM_001588320.1.p1	lcl|NC_030992.1_cds_XP_018240710.1_15625.p1
OG0003249	XM_001589272.1.p1	lcl|NC_030987.1_cds_XP_018242036.1_4650.p1
OG0003250	XM_001595462.1.p1	lcl|NC_030990.1_cds_XP_018234779.1_11679.p1
OG0003251	XM_001598737.1.p1	lcl|NC_030992.1_cds_XP_018240472.1_15387.p1
OG0003252	XM_001597236.1.p1	lcl|NC_030989.1_cds_XP_018238328.1_9403.p1, lcl|NC_030994.1_cds_XP_018246111.1_19178.p1
OG0003253	XM_001598173.1.p1	lcl|NC_030992.1_cds_XP_018248378.1_16509.p1, lcl|NC_030992.1_cds_XP_018248380.1_16508.p1
OG0003254	XM_001598403.1.p1	lcl|NC_030990.1_cds_XP_018234998.1_11898.p1
OG0003256	XM_001597857.1.p1	lcl|NC_030989.1_cds_XP_018243907.1_8856.p1
OG0003258	XM_001585196.1.p1	lcl|NC_030995.1_cds_XP_018249630.1_21314.p1
OG0003259	XM_001585414.1.p1	lcl|NC_030990.1_cds_XP_018234990.1_11890.p1
OG0003260	XM_001595799.1.p1	lcl|NC_030986.1_cds_XP_018249071.1_346.p1
OG0003261	XM_001597749.1.p1	lcl|NC_030986.1_cds_XP_018231976.1_1218.p1
OG0003262	XM_001588051.1.p1	lcl|NC_030995.1_cds_XP_018252957.1_20708.p1, lcl|NC_030998.1_cds_XP_018250403.1_24414.p1
OG0003263	XM_001595550.1.p1	lcl|NC_030995.1_cds_XP_018249654.1_21338.p1
OG0003264	XM_001591954.1.p1	lcl|NC_030994.1_cds_XP_018246488.1_19556.p1
OG0003265	XM_001589021.1.p1	lcl|NC_030989.1_cds_XP_018238951.1_10026.p1
OG0003266	XM_001593047.1.p1	lcl|NC_030987.1_cds_XP_018241292.1_3906.p1
OG0003267	XM_001598623.1.p1	lcl|NC_030987.1_cds_XP_018244838.1_5027.p1, lcl|NC_030986.1_cds_XP_018248983.1_252.p1
OG0003269	XM_001592764.1.p1	lcl|NC_030989.1_cds_XP_018243429.1_8378.p1
OG0003270	XM_001593751.1.p1	lcl|NC_030992.1_cds_XP_018240212.1_15127.p1
OG0003271	XM_001593886.1.p1	lcl|NC_030986.1_cds_XP_018233058.1_2300.p1
OG0003272	XM_001589203.1.p1	lcl|NC_030993.1_cds_XP_018236732.1_17277.p1
OG0003274	XM_001587418.1.p1	lcl|NC_030987.1_cds_XP_018241971.1_4585.p1
OG0003275	XM_001587583.1.p1	lcl|NC_030993.1_cds_XP_018236882.1_17427.p1
OG0003276	XM_001586734.1.p1	lcl|NC_030989.1_cds_XP_018244059.1_9008.p1
OG0003277	XM_001592177.1.p1	lcl|NC_030986.1_cds_XP_018232437.1_1680.p1, lcl|NC_030986.1_cds_XP_018232438.1_1679.p1
OG0003278	XM_001598098.1.p1	lcl|NC_030990.1_cds_XP_018235466.1_12366.p1
OG0003279	XM_001585823.1.p1	lcl|NC_030987.1_cds_XP_018245098.1_5287.p1
OG0003280	XM_001597461.1.p1	lcl|NC_030994.1_cds_XP_018246417.1_19484.p1
OG0003281	XM_001589324.1.p1	lcl|NC_030986.1_cds_XP_018231834.1_1076.p1
OG0003282	XM_001596197.1.p1	lcl|NC_030987.1_cds_XP_018241499.1_4113.p1
OG0003283	XM_001587096.1.p1	lcl|NC_030986.1_cds_XP_018249288.1_563.p1
OG0003284	XM_001594209.1.p1	lcl|NC_030986.1_cds_XP_018234035.1_3276.p1, lcl|NC_030990.1_cds_XP_018235939.1_12839.p1
OG0003286	XM_001591177.1.p1	lcl|NC_030986.1_cds_XP_018231533.1_775.p1
OG0003288	XM_001586805.1.p1	lcl|NC_030989.1_cds_XP_018243548.1_8497.p1
OG0003289	XM_001586637.1.p1	lcl|NC_030989.1_cds_XP_018244042.1_8991.p1
OG0003290	XM_001586740.1.p1	lcl|NC_030989.1_cds_XP_018243968.1_8917.p1
OG0003291	XM_001594716.1.p1	lcl|NC_030990.1_cds_XP_018255425.1_10934.p1
OG0003292	XM_001596873.1.p1	lcl|NC_030995.1_cds_XP_018249957.1_21641.p1
OG0003293	XM_001597391.1.p1	lcl|NC_030986.1_cds_XP_018233089.1_2331.p1
OG0003294	XM_001595617.1.p1	lcl|NC_030994.1_cds_XP_018246076.1_19143.p1
OG0003295	XM_001590749.1.p1	lcl|NC_030994.1_cds_XP_018246349.1_19416.p1
OG0003296	XM_001595341.1.p1	lcl|NC_030995.1_cds_XP_018249804.1_21488.p1
OG0003297	XM_001587270.1.p1	lcl|NC_030994.1_cds_XP_018246542.1_19609.p1
OG0003298	XM_001597311.1.p1	lcl|NC_030992.1_cds_XP_018247794.1_15924.p1
OG0003299	XM_001594490.1.p1	lcl|NC_030991.1_cds_XP_018258568.1_14342.p1, lcl|NC_030999.1_cds_XP_018253829.1_25255.p1, lcl|NC_030999.1_cds_XP_018253788.1_25214.p1, lcl|NC_030999.1_cds_XP_018253834.1_25260.p1
OG0003300	XM_001589049.1.p1	lcl|NC_030990.1_cds_XP_018255476.1_10986.p1
OG0003302	XM_001595139.1.p1	lcl|NC_030993.1_cds_XP_018256012.1_18639.p1, lcl|NC_030993.1_cds_XP_018256013.1_18640.p1
OG0003303	XM_001597402.1.p1	lcl|NC_030994.1_cds_XP_018251250.1_20209.p1
OG0003304	XM_001598242.1.p1	lcl|NC_030989.1_cds_XP_018243758.1_8707.p1
OG0003305	XM_001586439.1.p1	lcl|NC_030990.1_cds_XP_018235833.1_12734.p1
OG0003307	XM_001595073.1.p1	lcl|NC_030992.1_cds_XP_018247930.1_16060.p1
OG0003308	XM_001597432.1.p1	lcl|NC_030989.1_cds_XP_018243379.1_8328.p1
OG0003309	XM_001590067.1.p1	lcl|NC_030987.1_cds_XP_018245562.1_5751.p1
OG0003311	XM_001588978.1.p1	lcl|NC_030990.1_cds_XP_018235412.1_12311.p1
OG0003312	XM_001596498.1.p1	lcl|NC_030986.1_cds_XP_018233976.1_3218.p1
OG0003313	XM_001592434.1.p1	lcl|NC_030995.1_cds_XP_018249949.1_21633.p1
OG0003314	XM_001585167.1.p1	lcl|NC_030987.1_cds_XP_018245210.1_5399.p1
OG0003315	XM_001594584.1.p1	lcl|NC_030990.1_cds_XP_018234849.1_11749.p1
OG0003316	XM_001593322.1.p1	lcl|NC_030987.1_cds_XP_018241730.1_4345.p1
OG0003317	XM_001586229.1.p1	lcl|NC_030986.1_cds_XP_018232754.1_1996.p1
OG0003318	XM_001594826.1.p1	lcl|NC_030986.1_cds_XP_018232649.1_1891.p1
OG0003319	XM_001590508.1.p1	lcl|NC_030995.1_cds_XP_018249533.1_21217.p1
OG0003320	XM_001596495.1.p1	lcl|NC_030986.1_cds_XP_018233959.1_3201.p1
OG0003321	XM_001589643.1.p1	lcl|NC_030987.1_cds_XP_018242069.1_4683.p1
OG0003322	XM_001592939.1.p1	lcl|NC_030986.1_cds_XP_018249241.1_517.p1
OG0003323	XM_001593933.1.p1	lcl|NC_030993.1_cds_XP_018237510.1_18055.p1
OG0003324	XM_001588704.1.p1	lcl|NC_030986.1_cds_XP_018232987.1_2229.p1
OG0003325	XM_001591449.1.p1	lcl|NC_030994.1_cds_XP_018251389.1_20348.p1
OG0003326	XM_001587707.1.p1	lcl|NC_030989.1_cds_XP_018243995.1_8944.p1
OG0003327	XM_001593157.1.p1	lcl|NC_030993.1_cds_XP_018256147.1_18774.p1, lcl|NC_030986.1_cds_XP_018248816.1_91.p1, lcl|NC_030992.1_cds_XP_018248069.1_16199.p1
OG0003328	XM_001586936.1.p1	lcl|NC_030989.1_cds_XP_018238050.1_9125.p1
OG0003329	XM_001598553.1.p1	lcl|NC_030990.1_cds_XP_018234505.1_11404.p1, lcl|NC_030990.1_cds_XP_018234504.1_11405.p1
OG0003329	XM_001594202.1.p1	lcl|NC_030993.1_cds_XP_018237161.1_17706.p1
OG0003330	XM_001584812.1.p1	lcl|NC_030993.1_cds_XP_018236964.1_17509.p1
OG0003331	XM_001596990.1.p1	lcl|NC_030986.1_cds_XP_018232075.1_1317.p1
OG0003332	XM_001595057.1.p1	lcl|NC_030995.1_cds_XP_018249774.1_21458.p1
OG0003333	XM_001594860.1.p1	lcl|NC_030987.1_cds_XP_018241251.1_3865.p1
OG0003334	XM_001594978.1.p1	lcl|NC_030994.1_cds_XP_018246805.1_19872.p1
OG0003335	XM_001598921.1.p1	lcl|NC_030995.1_cds_XP_018253058.1_20809.p1
OG0003336	XM_001596912.1.p1	lcl|NC_030986.1_cds_XP_018232293.1_1535.p1
OG0003337	XM_001592327.1.p1	lcl|NC_030990.1_cds_XP_018234606.1_11509.p1, lcl|NC_030990.1_cds_XP_018234610.1_11510.p1
OG0003338	XM_001592307.1.p1	lcl|NC_030986.1_cds_XP_018232801.1_2043.p1
OG0003339	XM_001588779.1.p1	lcl|NC_030995.1_cds_XP_018253177.1_20930.p1, lcl|NC_030995.1_cds_XP_018253179.1_20928.p1
OG0003340	XM_001598795.1.p1	lcl|NC_030995.1_cds_XP_018253060.1_20811.p1
OG0003341	XM_001592462.1.p1	lcl|NC_030986.1_cds_XP_018231724.1_966.p1
OG0003342	XM_001591065.1.p1	lcl|NC_030994.1_cds_XP_018246418.1_19485.p1
OG0003343	XM_001594660.1.p1	lcl|NC_030990.1_cds_XP_018234591.1_11491.p1
OG0003344	XM_001594948.1.p1	lcl|NC_030986.1_cds_XP_018232190.1_1432.p1
OG0003345	XM_001587331.1.p1	lcl|NC_030993.1_cds_XP_018237126.1_17671.p1
OG0003346	XM_001598214.1.p1	lcl|NC_030987.1_cds_XP_018241579.1_4193.p1
OG0003347	XM_001596020.1.p1	lcl|NC_030993.1_cds_XP_018237600.1_18145.p1
OG0003348	XM_001590681.1.p1	lcl|NC_030995.1_cds_XP_018249506.1_21190.p1
OG0003349	XM_001598046.1.p1	lcl|NC_030992.1_cds_XP_018248384.1_16514.p1
OG0003350	XM_001591577.1.p1	lcl|NC_030990.1_cds_XP_018235320.1_12220.p1
OG0003351	XM_001597094.1.p1	lcl|NC_030987.1_cds_XP_018245340.1_5529.p1
OG0003352	XM_001588979.1.p1	lcl|NC_030990.1_cds_XP_018235411.1_12312.p1
OG0003353	XM_001589786.1.p1	lcl|NC_030993.1_cds_XP_018236777.1_17322.p1
OG0003354	XM_001588134.1.p1	lcl|NC_030989.1_cds_XP_018243934.1_8883.p1
OG0003355	XM_001598389.1.p1	lcl|NC_030995.1_cds_XP_018249787.1_21471.p1
OG0003356	XM_001590143.1.p1	lcl|NC_030990.1_cds_XP_018235041.1_11941.p1
OG0003358	XM_001594599.1.p1	lcl|NC_030986.1_cds_XP_018232129.1_1371.p1
OG0003359	XM_001593636.1.p1	lcl|NC_030993.1_cds_XP_018237084.1_17629.p1, lcl|NC_030993.1_cds_XP_018237083.1_17628.p1
OG0003360	XM_001585701.1.p1	lcl|NC_030986.1_cds_XP_018232788.1_2030.p1
OG0003361	XM_001588263.1.p1, XM_001591372.1.p1	lcl|NC_030989.1_cds_XP_018243871.1_8820.p1
OG0003362	XM_001588054.1.p1	lcl|NC_030995.1_cds_XP_018252944.1_20695.p1
OG0003363	XM_001594176.1.p1	lcl|NC_030986.1_cds_XP_018233134.1_2376.p1
OG0003364	XM_001592492.1.p1	lcl|NC_030986.1_cds_XP_018232031.1_1273.p1
OG0003365	XM_001585480.1.p1	lcl|NC_030994.1_cds_XP_018251241.1_20200.p1
OG0003366	XM_001594145.1.p1	lcl|NC_030993.1_cds_XP_018237890.1_18435.p1
OG0003367	XM_001588998.1.p1	lcl|NC_030990.1_cds_XP_018234892.1_11792.p1
OG0003368	XM_001593512.1.p1	lcl|NC_030992.1_cds_XP_018240012.1_14927.p1
OG0003369	XM_001588660.1.p1	lcl|NC_030992.1_cds_XP_018240549.1_15464.p1
OG0003370	XM_001586318.1.p1	lcl|NC_030993.1_cds_XP_018236519.1_17064.p1
OG0003371	XM_001586608.1.p1	lcl|NC_030990.1_cds_XP_018235430.1_12330.p1
OG0003372	XM_001591750.1.p1	lcl|NC_030990.1_cds_XP_018235486.1_12386.p1, lcl|NC_030990.1_cds_XP_018235487.1_12387.p1, lcl|NC_031000.1_cds_XP_018254621.1_25977.p1, lcl|NC_030986.1_cds_XP_018255623.1_3474.p1
OG0003373	XM_001584600.1.p1	lcl|NC_030993.1_cds_XP_018236772.1_17317.p1
OG0003374	XM_001597197.1.p1	lcl|NC_030994.1_cds_XP_018246425.1_19492.p1
OG0003375	XM_001586263.1.p1	lcl|NC_030990.1_cds_XP_018234570.1_11470.p1
OG0003376	XM_001597884.1.p1	lcl|NC_030992.1_cds_XP_018248261.1_16391.p1, lcl|NC_030992.1_cds_XP_018248262.1_16392.p1
OG0003377	XM_001591473.1.p1	lcl|NC_030990.1_cds_XP_018235547.1_12447.p1
OG0003379	XM_001595836.1.p1	lcl|NC_030994.1_cds_XP_018251247.1_20206.p1
OG0003380	XM_001592923.1.p1	lcl|NC_030986.1_cds_XP_018233340.1_2582.p1
OG0003381	XM_001588707.1.p1	lcl|NC_030989.1_cds_XP_018243960.1_8909.p1
OG0003382	XM_001592954.1.p1	lcl|NC_030986.1_cds_XP_018233257.1_2499.p1
OG0003383	XM_001588128.1.p1	lcl|NC_030993.1_cds_XP_018237141.1_17686.p1
OG0003384	XM_001595158.1.p1	lcl|NC_030993.1_cds_XP_018256021.1_18648.p1
OG0003385	XM_001588278.1.p1	lcl|NC_030987.1_cds_XP_018242032.1_4646.p1
OG0003387	XM_001586862.1.p1	lcl|NC_030989.1_cds_XP_018243987.1_8936.p1
OG0003388	XM_001590673.1.p1	lcl|NC_030987.1_cds_XP_018245031.1_5221.p1
OG0003389	XM_001585114.1.p1	lcl|NC_030987.1_cds_XP_018245138.1_5328.p1
OG0003390	XM_001585517.1.p1	lcl|NC_030986.1_cds_XP_018233796.1_3038.p1
OG0003391	XM_001590649.1.p1	lcl|NC_030994.1_cds_XP_018245967.1_19034.p1
OG0003392	XM_001598687.1.p1	lcl|NC_030992.1_cds_XP_018247912.1_16039.p1
OG0003393	XM_001590846.1.p1	lcl|NC_030987.1_cds_XP_018245011.1_5200.p1
OG0003394	XM_001596939.1.p1	lcl|NC_030986.1_cds_XP_018231546.1_788.p1
OG0003395	XM_001596113.1.p1	lcl|NC_030989.1_cds_XP_018243500.1_8449.p1
OG0003396	XM_001589794.1.p1	lcl|NC_030995.1_cds_XP_018253236.1_20987.p1
OG0003397	XM_001593343.1.p1	lcl|NC_030986.1_cds_XP_018233499.1_2741.p1
OG0003398	XM_001586421.1.p1	lcl|NC_030990.1_cds_XP_018235424.1_12324.p1
OG0003399	XM_001589918.1.p1	lcl|NC_030990.1_cds_XP_018234818.1_11718.p1
OG0003400	XM_001593178.1.p1	lcl|NC_030992.1_cds_XP_018239801.1_14716.p1
OG0003401	XM_001590815.1.p1	lcl|NC_030987.1_cds_XP_018244925.1_5114.p1
OG0003402	XM_001586464.1.p1	lcl|NC_030990.1_cds_XP_018235053.1_11953.p1
OG0003403	XM_001597269.1.p1	lcl|NC_030989.1_cds_XP_018243407.1_8356.p1
OG0003404	XM_001596802.1.p1	lcl|NC_030990.1_cds_XP_018234422.1_11322.p1
OG0003405	XM_001587610.1.p1	lcl|NC_030987.1_cds_XP_018242258.1_4872.p1, lcl|NC_030987.1_cds_XP_018242257.1_4871.p1
OG0003406	XM_001587717.1.p1	lcl|NC_030989.1_cds_XP_018244144.1_9093.p1
OG0003407	XM_001598175.1.p1	lcl|NC_030992.1_cds_XP_018248389.1_16519.p1
OG0003408	XM_001587963.1.p1	lcl|NC_030990.1_cds_XP_018234203.1_11103.p1
OG0003410	XM_001595881.1.p1	lcl|NC_030987.1_cds_XP_018241846.1_4460.p1
OG0003411	XM_001585283.1.p1	lcl|NC_030990.1_cds_XP_018235706.1_12606.p1
OG0003412	XM_001590120.1.p1	lcl|NC_030990.1_cds_XP_018235992.1_12892.p1
OG0003415	XM_001591820.1.p1	lcl|NC_030992.1_cds_XP_018248359.1_16489.p1
OG0003416	XM_001587863.1.p1	lcl|NC_030994.1_cds_XP_018251123.1_20082.p1
OG0003417	XM_001596400.1.p1	lcl|NC_030993.1_cds_XP_018237471.1_18016.p1
OG0003418	XM_001589540.1.p1	lcl|NC_030993.1_cds_XP_018237514.1_18059.p1
OG0003421	XM_001584644.1.p1	lcl|NC_030993.1_cds_XP_018237470.1_18015.p1
OG0003421	XM_001585025.1.p1, XM_001591799.1.p1	lcl|NC_030989.1_cds_XP_018239138.1_10210.p1
OG0003441	XM_001588645.1.p1	lcl|NC_030999.1_cds_XP_018258068.1_25513.p1, lcl|NC_030997.1_cds_XP_018252773.1_23798.p1, lcl|NC_030992.1_cds_XP_018240574.1_15489.p1
OG0003442	XM_001594839.1.p1	lcl|NC_030987.1_cds_XP_018241688.1_4302.p1
OG0003443	XM_001596301.1.p1	lcl|NC_030996.1_cds_XP_018247738.1_23157.p1
OG0003444	XM_001594046.1.p1	lcl|NC_030993.1_cds_XP_018237788.1_18333.p1
OG0003445	XM_001594187.1.p1	lcl|NC_030986.1_cds_XP_018232241.1_1483.p1
OG0003446	XM_001596029.1.p1	lcl|NC_030993.1_cds_XP_018237107.1_17652.p1
OG0003447	XM_001584893.1.p1	lcl|NC_030995.1_cds_XP_018249649.1_21333.p1
OG0003449	XM_001595157.1.p1	lcl|NC_030993.1_cds_XP_018237725.1_18270.p1
OG0003450	XM_001593234.1.p1	lcl|NC_030986.1_cds_XP_018233721.1_2963.p1
OG0003451	XM_001590413.1.p1, XM_001593816.1.p1	lcl|NW_017264853.1_cds_XP_018258548.1_26621.p1, lcl|NC_030989.1_cds_XP_018239311.1_10386.p1, lcl|NC_030988.1_cds_XP_018242510.1_7138.p1, lcl|NC_030993.1_cds_XP_018236590.1_17135.p1
OG0003452	XM_001594134.1.p1, XM_001594135.1.p1	lcl|NC_030993.1_cds_XP_018237078.1_17623.p1
OG0003453	XM_001594150.1.p1	lcl|NC_030993.1_cds_XP_018237899.1_18444.p1
OG0003454	XM_001586039.1.p1	lcl|NC_030993.1_cds_XP_018237814.1_18359.p1
OG0003455	XM_001594673.1.p1	lcl|NC_030986.1_cds_XP_018249268.1_543.p1, lcl|NC_030986.1_cds_XP_018249267.1_544.p1
OG0003456	XM_001589970.1.p1	lcl|NC_030990.1_cds_XP_018235425.1_12325.p1
OG0003458	XM_001586189.1.p1	lcl|NC_030987.1_cds_XP_018245621.1_5810.p1
OG0003460	XM_001588946.1.p1	lcl|NC_030990.1_cds_XP_018235534.1_12434.p1
OG0003461	XM_001594812.1.p1	lcl|NC_030990.1_cds_XP_018235081.1_11981.p1
OG0003462	XM_001586624.1.p1	lcl|NC_030990.1_cds_XP_018235602.1_12502.p1
OG0003463	XM_001593620.1.p1	lcl|NC_030995.1_cds_XP_018253204.1_20955.p1
OG0003464	XM_001593941.1.p1	lcl|NC_030993.1_cds_XP_018236993.1_17538.p1
OG0003465	XM_001593806.1.p1	lcl|NC_030993.1_cds_XP_018237480.1_18025.p1
OG0003466	XM_001590936.1.p1	lcl|NC_030987.1_cds_XP_018242049.1_4663.p1
OG0003467	XM_001586757.1.p1	lcl|NC_030989.1_cds_XP_018238600.1_9675.p1
OG0003468	XM_001591242.1.p1	lcl|NC_030989.1_cds_XP_018238095.1_9170.p1
OG0003469	XM_001586933.1.p1	lcl|NC_030989.1_cds_XP_018243974.1_8923.p1
OG0003470	XM_001585081.1.p1	lcl|NC_030989.1_cds_XP_018238775.1_9850.p1
OG0003471	XM_001590483.1.p1	lcl|NC_030994.1_cds_XP_018246358.1_19425.p1
OG0003472	XM_001597970.1.p1	lcl|NC_030995.1_cds_XP_018249757.1_21441.p1
OG0003473	XM_001584604.1.p1	lcl|NC_030987.1_cds_XP_018241523.1_4136.p1
OG0003474	XM_001597871.1.p1	lcl|NC_030995.1_cds_XP_018249718.1_21402.p1
OG0003475	XM_001597322.1.p1	lcl|NC_030986.1_cds_XP_018232065.1_1308.p1
OG0003476	XM_001587748.1.p1	lcl|NC_030989.1_cds_XP_018243977.1_8926.p1
OG0003477	XM_001591518.1.p1	lcl|NC_030989.1_cds_XP_018238888.1_9963.p1
OG0003478	XM_001593754.1.p1	lcl|NC_030992.1_cds_XP_018240213.1_15128.p1
OG0003479	XM_001591839.1.p1	lcl|NC_030990.1_cds_XP_018235717.1_12617.p1
OG0003480	XM_001598382.1.p1	lcl|NC_030992.1_cds_XP_018248182.1_16312.p1
OG0003481	XM_001587517.1.p1	lcl|NC_030989.1_cds_XP_018243706.1_8655.p1
OG0003482	XM_001588746.1.p1	lcl|NC_030992.1_cds_XP_018240041.1_14956.p1
OG0003483	XM_001597488.1.p1	lcl|NC_030990.1_cds_XP_018234289.1_11189.p1
OG0003484	XM_001597281.1.p1	lcl|NC_030989.1_cds_XP_018243386.1_8335.p1
OG0003485	XM_001595263.1.p1	lcl|NC_030994.1_cds_XP_018251628.1_20587.p1
OG0003487	XM_001586278.1.p1	lcl|NC_030987.1_cds_XP_018241939.1_4553.p1
OG0003488	XM_001595109.1.p1	lcl|NC_030994.1_cds_XP_018246096.1_19163.p1
OG0003489	XM_001592466.1.p1	lcl|NC_030986.1_cds_XP_018231728.1_970.p1
OG0003490	XM_001589812.1.p1	lcl|NC_030995.1_cds_XP_018253295.1_21047.p1
OG0003491	XM_001592398.1.p1	lcl|NC_030986.1_cds_XP_018232290.1_1532.p1
OG0003492	XM_001597449.1.p1	lcl|NC_030986.1_cds_XP_018232825.1_2067.p1
OG0003494	XM_001591488.1.p1	lcl|NC_030990.1_cds_XP_018255291.1_10800.p1
OG0003495	XM_001586170.1.p1	lcl|NC_030997.1_cds_XP_018252455.1_23480.p1, lcl|NC_030986.1_cds_XP_018232675.1_1917.p1
OG0003496	XM_001595557.1.p1	lcl|NC_030987.1_cds_XP_018242315.1_4929.p1
OG0003497	XM_001597721.1.p1	lcl|NC_030987.1_cds_XP_018244897.1_5086.p1
OG0003498	XM_001595387.1.p1	lcl|NC_030993.1_cds_XP_018236863.1_17408.p1
OG0003499	XM_001595916.1.p1	lcl|NC_030989.1_cds_XP_018243483.1_8432.p1
OG0003500	XM_001590274.1.p1	lcl|NC_030990.1_cds_XP_018234382.1_11282.p1
OG0003501	XM_001590212.1.p1	lcl|NC_030992.1_cds_XP_018248290.1_16420.p1
OG0003502	XM_001598123.1.p1	lcl|NC_030990.1_cds_XP_018235753.1_12653.p1
OG0003503	XM_001598077.1.p1	lcl|NC_030990.1_cds_XP_018234241.1_11141.p1
OG0003504	XM_001596665.1.p1	lcl|NC_030987.1_cds_XP_018245430.1_5619.p1
OG0003505	XM_001591548.1.p1	lcl|NC_030989.1_cds_XP_018239027.1_10102.p1
OG0003506	XM_001585769.1.p1	lcl|NC_030989.1_cds_XP_018238698.1_9773.p1
OG0003507	XM_001593346.1.p1	lcl|NC_030995.1_cds_XP_018250216.1_21900.p1, lcl|NC_030994.1_cds_XP_018246047.1_19114.p1
OG0003509	XM_001587611.1.p1	lcl|NC_030993.1_cds_XP_018237125.1_17668.p1
OG0003510	XM_001590391.1.p1	lcl|NC_030994.1_cds_XP_018251201.1_20161.p1
OG0003511	XM_001585539.1.p1	lcl|NC_030986.1_cds_XP_018249340.1_615.p1
OG0003513	XM_001591903.1.p1	lcl|NC_030989.1_cds_XP_018238933.1_10008.p1
OG0003514	XM_001596019.1.p1	lcl|NC_030993.1_cds_XP_018237601.1_18146.p1
OG0003515	XM_001588058.1.p1	lcl|NC_030992.1_cds_XP_018240383.1_15299.p1, lcl|NC_030992.1_cds_XP_018240385.1_15298.p1
OG0003516	XM_001586821.1.p1	lcl|NC_030989.1_cds_XP_018238593.1_9668.p1
OG0003517	XM_001584615.1.p1, XM_001595458.1.p1, XM_001597603.1.p1	lcl|NC_030987.1_cds_XP_018241558.1_4172.p1
OG0003519	XM_001594594.1.p1	lcl|NC_030990.1_cds_XP_018234713.1_11613.p1
OG0003520	XM_001597504.1.p1	lcl|NC_030987.1_cds_XP_018245684.1_5873.p1
OG0003522	XM_001590343.1.p1	lcl|NC_030986.1_cds_XP_018249160.1_435.p1
OG0003524	XM_001591078.1.p1	lcl|NC_030990.1_cds_XP_018235150.1_12050.p1
OG0003526	XM_001588333.1.p1	lcl|NC_030989.1_cds_XP_018243497.1_8446.p1
OG0003527	XM_001596267.1.p1	lcl|NC_030986.1_cds_XP_018249477.1_752.p1
OG0003528	XM_001589927.1.p1	lcl|NC_030990.1_cds_XP_018234398.1_11298.p1
OG0003529	XM_001590205.1.p1	lcl|NC_030989.1_cds_XP_018243610.1_8559.p1
OG0003530	XM_001587934.1.p1	lcl|NC_030989.1_cds_XP_018243665.1_8614.p1
OG0003531	XM_001591496.1.p1	lcl|NC_030994.1_cds_XP_018246838.1_19905.p1
OG0003532	XM_001592001.1.p1	lcl|NC_030990.1_cds_XP_018235868.1_12768.p1
OG0003533	XM_001585977.1.p1	lcl|NC_030986.1_cds_XP_018249472.1_747.p1
OG0003534	XM_001594357.1.p1	lcl|NC_030987.1_cds_XP_018241993.1_4607.p1
OG0003535	XM_001594248.1.p1	lcl|NC_030990.1_cds_XP_018255390.1_10898.p1
OG0003536	XM_001589994.1.p1	lcl|NC_030990.1_cds_XP_018235586.1_12486.p1
OG0003537	XM_001588898.1.p1	lcl|NC_030994.1_cds_XP_018251267.1_20226.p1
OG0003538	XM_001587765.1.p1	lcl|NC_030988.1_cds_XP_018242563.1_7191.p1, lcl|NC_030989.1_cds_XP_018238057.1_9132.p1
OG0003540	XM_001598800.1.p1	lcl|NC_030992.1_cds_XP_018240558.1_15473.p1
OG0003541	XM_001594287.1.p1	lcl|NC_030990.1_cds_XP_018235222.1_12122.p1
OG0003542	XM_001594552.1.p1	lcl|NC_030990.1_cds_XP_018235126.1_12026.p1
OG0003544	XM_001589289.1.p1	lcl|NC_030987.1_cds_XP_018245417.1_5606.p1
OG0003545	XM_001585786.1.p1	lcl|NC_030987.1_cds_XP_018244904.1_5093.p1
OG0003546	XM_001588600.1.p1	lcl|NC_030992.1_cds_XP_018240564.1_15477.p1, lcl|NC_030992.1_cds_XP_018240562.1_15479.p1, lcl|NC_030992.1_cds_XP_018240563.1_15478.p1
OG0003548	XM_001591293.1.p1	lcl|NC_030989.1_cds_XP_018243523.1_8472.p1
