Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Ustilago_maydis_rna_prot
OG0002675	XM_001595818.1.p1	XM_011389927.1.p1
OG0002676	XM_001596202.1.p1	XM_011391348.1.p1
OG0002677	XM_001595753.1.p1	XM_011392107.1.p1
OG0002679	XM_001585181.1.p1	XM_011394409.1.p1
OG0002680	XM_001590223.1.p1	XM_011389921.1.p1
OG0002681	XM_001591118.1.p1	XM_011391481.1.p1
OG0002682	XM_001590941.1.p1	XM_011393848.1.p1
OG0002683	XM_001584712.1.p1	XM_011391700.1.p1
OG0002684	XM_001595173.1.p1	XM_011391613.1.p1
OG0002685	XM_001593412.1.p1	XM_011388146.1.p1
OG0002687	XM_001586733.1.p1	XM_011391434.1.p1
OG0002688	XM_001595177.1.p1	XM_011388727.1.p1
OG0002689	XM_001592281.1.p1	XM_011390540.1.p1
OG0002690	XM_001598236.1.p1	XM_011390726.1.p1
OG0002691	XM_001586060.1.p1	XM_011390890.1.p1
OG0002692	XM_001591095.1.p1	XM_011393736.1.p1
OG0002693	XM_001594364.1.p1	XM_011388800.1.p1, XM_011394401.1.p1
OG0002694	XM_001589333.1.p1	XM_011389869.1.p1
OG0002695	XM_001587167.1.p1	XM_011393931.1.p1
OG0002696	XM_001598191.1.p1	XM_011391532.1.p1
OG0002697	XM_001598772.1.p1	XM_011391596.1.p1
OG0002698	XM_001593787.1.p1	XM_011391387.1.p1
OG0002699	XM_001587155.1.p1	XM_011391316.1.p1
OG0002700	XM_001587259.1.p1	XM_011391510.1.p1
OG0002701	XM_001593758.1.p1	XM_011393978.1.p1
OG0002702	XM_001591302.1.p1	XM_011388176.1.p1
OG0002703	XM_001591239.1.p1	XM_011391485.1.p1
OG0002704	XM_001597465.1.p1	XM_011389501.1.p1
OG0002706	XM_001587159.1.p1	XM_011388744.1.p1
OG0002707	XM_001586132.1.p1	XM_011390791.1.p1
OG0002708	XM_001597128.1.p1	XM_011394145.1.p1
OG0002709	XM_001587858.1.p1	XM_011390376.1.p1
OG0002710	XM_001595676.1.p1	XM_011391125.1.p1
OG0002711	XM_001588265.1.p1	XM_011392634.1.p1
OG0002712	XM_001586007.1.p1	XM_011388147.1.p1
OG0002713	XM_001594857.1.p1	XM_011394393.1.p1
OG0002714	XM_001591816.1.p1	XM_011388504.1.p1
OG0002716	XM_001590028.1.p1	XM_011388052.1.p1
OG0002718	XM_001586171.1.p1	XM_011392731.1.p1
OG0002720	XM_001591468.1.p1	XM_011388111.1.p1
OG0002721	XM_001586997.1.p1	XM_011394137.1.p1
OG0002722	XM_001593780.1.p1	XM_011394040.1.p1
OG0002723	XM_001597554.1.p1, XM_001584789.1.p1	XM_011394001.1.p1, XM_011391257.1.p1
OG0002724	XM_001586934.1.p1	XM_011393794.1.p1
OG0002725	XM_001591245.1.p1	XM_011392738.1.p1
OG0002726	XM_001594793.1.p1	XM_011391922.1.p1
OG0002727	XM_001596199.1.p1	XM_011388599.1.p1
OG0002728	XM_001592197.1.p1	XM_011392596.1.p1
OG0002729	XM_001589317.1.p1	XM_011393642.1.p1
OG0002730	XM_001591400.1.p1	XM_011390532.1.p1
OG0002731	XM_001590601.1.p1	XM_011393847.1.p1
OG0002732	XM_001598116.1.p1	XM_011391712.1.p1
OG0002733	XM_001588057.1.p1	XM_011391619.1.p1
OG0002734	XM_001588718.1.p1	XM_011392680.1.p1
OG0002735	XM_001590234.1.p1	XM_011393545.1.p1
OG0002736	XM_001596736.1.p1	XM_011392030.1.p1
OG0002737	XM_001587661.1.p1	XM_011390880.1.p1
OG0002738	XM_001597580.1.p1	XM_011390672.1.p1
OG0002740	XM_001596378.1.p1	XM_011389285.1.p1
OG0002741	XM_001596447.1.p1	XM_011389905.1.p1
OG0002742	XM_001592800.1.p1	XM_011391086.1.p1
OG0002744	XM_001591464.1.p1	XM_011391545.1.p1
OG0002746	XM_001591002.1.p1	XM_011393467.1.p1
OG0002748	XM_001588490.1.p1	XM_011388614.1.p1
OG0002749	XM_001587250.1.p1	XM_011390009.1.p1
OG0002750	XM_001585487.1.p1	XM_011390658.1.p1
OG0002751	XM_001586019.1.p1	XM_011392922.1.p1
OG0002753	XM_001584544.1.p1	XM_011388830.1.p1
OG0002754	XM_001595580.1.p1	XM_011393398.1.p1, XM_011391345.1.p1
OG0002755	XM_001597916.1.p1	XM_011391631.1.p1
OG0002756	XM_001595353.1.p1	XM_011389037.1.p1
OG0002757	XM_001589360.1.p1	XM_011390949.1.p1
OG0002758	XM_001588928.1.p1	XM_011391341.1.p1
OG0002759	XM_001597470.1.p1	XM_011388348.1.p1
OG0002760	XM_001595952.1.p1	XM_011393238.1.p1
OG0002761	XM_001585199.1.p1	XM_011389888.1.p1
OG0002762	XM_001589225.1.p1	XM_011393018.1.p1
OG0002763	XM_001587011.1.p1	XM_011394243.1.p1
OG0002764	XM_001589776.1.p1	XM_011390898.1.p1
OG0002765	XM_001587839.1.p1	XM_011392359.1.p1
OG0002767	XM_001592938.1.p1	XM_011389794.1.p1
OG0002768	XM_001596338.1.p1	XM_011389878.1.p1
OG0002769	XM_001588242.1.p1	XM_011391652.1.p1
OG0002770	XM_001584690.1.p1	XM_011388534.1.p1
OG0002771	XM_001591056.1.p1	XM_011392060.1.p1
OG0002772	XM_001584501.1.p1	XM_011391488.1.p1
OG0002773	XM_001584842.1.p1	XM_011391371.1.p1
OG0002774	XM_001593500.1.p1	XM_011393262.1.p1
OG0002776	XM_001593796.1.p1	XM_011394176.1.p1
OG0002777	XM_001593216.1.p1	XM_011388360.1.p1
OG0002778	XM_001588821.1.p1	XM_011393605.1.p1
OG0002779	XM_001592438.1.p1	XM_011390665.1.p1
OG0002780	XM_001595052.1.p1	XM_011390215.1.p1
OG0002781	XM_001591527.1.p1	XM_011391276.1.p1
OG0002782	XM_001586441.1.p1	XM_011389803.1.p1
OG0002783	XM_001589787.1.p1	XM_011388816.1.p1
OG0002784	XM_001592447.1.p1	XM_011389552.1.p1
OG0002785	XM_001598758.1.p1	XM_011391940.1.p1
OG0002788	XM_001591693.1.p1	XM_011392982.1.p1
OG0002789	XM_001590972.1.p1	XM_011393629.1.p1
OG0002790	XM_001592863.1.p1	XM_011389294.1.p1
OG0002791	XM_001595077.1.p1	XM_011393180.1.p1
OG0002792	XM_001590027.1.p1	XM_011392637.1.p1
OG0002793	XM_001596517.1.p1	XM_011394344.1.p1
OG0002794	XM_001584823.1.p1	XM_011390476.1.p1
OG0002795	XM_001590912.1.p1	XM_011390053.1.p1
OG0002796	XM_001586660.1.p1	XM_011389063.1.p1
OG0002798	XM_001594499.1.p1	XM_011388552.1.p1
OG0002799	XM_001588159.1.p1	XM_011391111.1.p1
OG0002800	XM_001591143.1.p1	XM_011388687.1.p1
OG0002801	XM_001597534.1.p1	XM_011390117.1.p1
OG0002802	XM_001596953.1.p1	XM_011389120.1.p1
OG0002803	XM_001592401.1.p1	XM_011393381.1.p1
OG0002804	XM_001585530.1.p1	XM_011392251.1.p1
OG0002805	XM_001586067.1.p1	XM_011390437.1.p1
OG0002806	XM_001597447.1.p1	XM_011392754.1.p1
OG0002807	XM_001596809.1.p1	XM_011390936.1.p1
OG0002808	XM_001590544.1.p1	XM_011393231.1.p1
OG0002809	XM_001593313.1.p1	XM_011390085.1.p1
OG0002810	XM_001598004.1.p1	XM_011392394.1.p1
OG0002812	XM_001589205.1.p1	XM_011389142.1.p1
OG0002813	XM_001592772.1.p1	XM_011389780.1.p1
OG0002814	XM_001594949.1.p1	XM_011389503.1.p1
OG0002815	XM_001596198.1.p1	XM_011387868.1.p1
OG0002816	XM_001591067.1.p1	XM_011387904.1.p1
OG0002817	XM_001595513.1.p1, XM_001594837.1.p1	XM_011394361.1.p1
OG0002818	XM_001586374.1.p1	XM_011390459.1.p1
OG0002819	XM_001591973.1.p1	XM_011388740.1.p1
OG0002820	XM_001597886.1.p1	XM_011388846.1.p1
OG0002821	XM_001598454.1.p1	XM_011394264.1.p1
OG0002822	XM_001597859.1.p1	XM_011390673.1.p1
OG0002823	XM_001590009.1.p1	XM_011388184.1.p1
OG0002824	XM_001590910.1.p1	XM_011392174.1.p1
OG0002825	XM_001595492.1.p1	XM_011391606.1.p1
OG0002826	XM_001597079.1.p1	XM_011391990.1.p1
OG0002827	XM_001585194.1.p1	XM_011388174.1.p1
OG0002828	XM_001590125.1.p1	XM_011388077.1.p1
OG0002829	XM_001588300.1.p1	XM_011388664.1.p1
OG0002832	XM_001598333.1.p1	XM_011394174.1.p1, XM_011394136.1.p1
OG0002833	XM_001595290.1.p1	XM_011387865.1.p1, XM_011393644.1.p1
OG0002834	XM_001598690.1.p1	XM_011394370.1.p1
OG0002835	XM_001595662.1.p1	XM_011393391.1.p1
OG0002836	XM_001595817.1.p1	XM_011393291.1.p1
OG0002837	XM_001589262.1.p1	XM_011389469.1.p1
OG0002838	XM_001588615.1.p1	XM_011391665.1.p1
OG0002840	XM_001588045.1.p1	XM_011388679.1.p1
OG0002841	XM_001588074.1.p1	XM_011392719.1.p1
OG0002843	XM_001596231.1.p1	XM_011387929.1.p1, XM_011388605.1.p1
OG0002845	XM_001592867.1.p1	XM_011392569.1.p1
OG0002846	XM_001586963.1.p1	XM_011391352.1.p1
OG0002847	XM_001593772.1.p1	XM_011393411.1.p1
OG0002849	XM_001588773.1.p1	XM_011393695.1.p1
OG0002850	XM_001593497.1.p1	XM_011389756.1.p1
OG0002853	XM_001593876.1.p1	XM_011388817.1.p1
OG0002855	XM_001595705.1.p1	XM_011392315.1.p1
OG0002856	XM_001584674.1.p1	XM_011391752.1.p1
OG0002857	XM_001587907.1.p1	XM_011390585.1.p1
OG0002858	XM_001587913.1.p1	XM_011391499.1.p1
OG0002859	XM_001587414.1.p1	XM_011387975.1.p1
OG0002860	XM_001592365.1.p1	XM_011390517.1.p1
OG0002861	XM_001592809.1.p1	XM_011389147.1.p1
OG0002862	XM_001594362.1.p1	XM_011392605.1.p1
OG0002863	XM_001593273.1.p1	XM_011388355.1.p1
OG0002864	XM_001592933.1.p1	XM_011390542.1.p1
OG0002865	XM_001592893.1.p1	XM_011393955.1.p1
OG0002866	XM_001591304.1.p1	XM_011388096.1.p1
OG0002868	XM_001594750.1.p1	XM_011389440.1.p1
OG0002869	XM_001594714.1.p1	XM_011393013.1.p1
OG0002870	XM_001591055.1.p1	XM_011392006.1.p1
OG0002871	XM_001589839.1.p1	XM_011393289.1.p1
OG0002872	XM_001598431.1.p1	XM_011388860.1.p1
OG0002873	XM_001587391.1.p1	XM_011391405.1.p1
OG0002874	XM_001592659.1.p1	XM_011392364.1.p1
OG0002876	XM_001589719.1.p1	XM_011391709.1.p1
OG0002877	XM_001586947.1.p1	XM_011390391.1.p1
OG0002878	XM_001586207.1.p1	XM_011389389.1.p1
OG0002879	XM_001586490.1.p1	XM_011392563.1.p1
OG0002880	XM_001590651.1.p1	XM_011387919.1.p1
OG0002881	XM_001588307.1.p1	XM_011392700.1.p1
OG0002882	XM_001595117.1.p1	XM_011388494.1.p1
OG0002883	XM_001588923.1.p1	XM_011391797.1.p1
OG0002884	XM_001587320.1.p1	XM_011390951.1.p1
OG0002887	XM_001592730.1.p1	XM_011392458.1.p1
OG0002888	XM_001585340.1.p1	XM_011393478.1.p1
OG0002889	XM_001596947.1.p1	XM_011387835.1.p1
OG0002890	XM_001585491.1.p1	XM_011388627.1.p1
OG0002891	XM_001584905.1.p1	XM_011392968.1.p1
OG0002892	XM_001593193.1.p1	XM_011388482.1.p1
OG0002893	XM_001584778.1.p1	XM_011394115.1.p1
OG0002894	XM_001584777.1.p1	XM_011394073.1.p1
OG0002895	XM_001596822.1.p1	XM_011388797.1.p1
OG0002896	XM_001589778.1.p1	XM_011390875.1.p1
OG0002897	XM_001596797.1.p1	XM_011390756.1.p1
OG0002898	XM_001594548.1.p1	XM_011392037.1.p1
OG0002899	XM_001598500.1.p1	XM_011387824.1.p1
OG0002900	XM_001594304.1.p1	XM_011389275.1.p1
OG0002902	XM_001587141.1.p1	XM_011391382.1.p1
OG0002905	XM_001595167.1.p1	XM_011394109.1.p1
OG0002906	XM_001585980.1.p1	XM_011393328.1.p1
OG0002907	XM_001589508.1.p1	XM_011390071.1.p1
OG0002908	XM_001585681.1.p1	XM_011388135.1.p1
OG0002909	XM_001589650.1.p1	XM_011388128.1.p1
OG0002910	XM_001584756.1.p1	XM_011389591.1.p1
OG0002911	XM_001587671.1.p1	XM_011388618.1.p1
OG0002913	XM_001589087.1.p1	XM_011388233.1.p1
OG0002914	XM_001586648.1.p1	XM_011394388.1.p1
OG0002915	XM_001586655.1.p1	XM_011390353.1.p1
OG0002916	XM_001595332.1.p1	XM_011388586.1.p1
OG0002917	XM_001593156.1.p1	XM_011388221.1.p1
OG0002918	XM_001584751.1.p1	XM_011388747.1.p1
OG0002919	XM_001595131.1.p1	XM_011393604.1.p1
OG0002920	XM_001594348.1.p1	XM_011389219.1.p1
OG0002921	XM_001586580.1.p1	XM_011391278.1.p1
OG0002922	XM_001598928.1.p1	XM_011391543.1.p1
OG0002923	XM_001589939.1.p1	XM_011391313.1.p1
OG0002924	XM_001598426.1.p1	XM_011388648.1.p1
OG0002925	XM_001592397.1.p1	XM_011391486.1.p1
OG0002927	XM_001592441.1.p1	XM_011388059.1.p1
OG0002929	XM_001594925.1.p1	XM_011394129.1.p1
OG0002931	XM_001596637.1.p1	XM_011392477.1.p1
OG0002932	XM_001584521.1.p1	XM_011389456.1.p1
OG0002933	XM_001598436.1.p1	XM_011390005.1.p1
OG0002934	XM_001596902.1.p1	XM_011393818.1.p1
OG0002935	XM_001597087.1.p1	XM_011390652.1.p1
OG0002936	XM_001585645.1.p1	XM_011388192.1.p1
OG0002937	XM_001592062.1.p1	XM_011393458.1.p1
OG0002938	XM_001595996.1.p1	XM_011393799.1.p1
OG0002939	XM_001588064.1.p1	XM_011389274.1.p1
OG0002941	XM_001598911.1.p1	XM_011393543.1.p1
OG0002942	XM_001598387.1.p1	XM_011394083.1.p1
OG0002944	XM_001595601.1.p1	XM_011391827.1.p1
OG0002945	XM_001596835.1.p1	XM_011388773.1.p1
OG0002946	XM_001598340.1.p1	XM_011391428.1.p1
OG0002947	XM_001594879.1.p1	XM_011387906.1.p1
OG0002948	XM_001598017.1.p1	XM_011393562.1.p1
OG0002949	XM_001596664.1.p1	XM_011392697.1.p1
OG0002950	XM_001596766.1.p1	XM_011391719.1.p1
OG0002951	XM_001587972.1.p1	XM_011390577.1.p1
OG0002952	XM_001594674.1.p1	XM_011391109.1.p1
OG0002953	XM_001590736.1.p1	XM_011390519.1.p1
OG0002955	XM_001585257.1.p1	XM_011392984.1.p1
OG0002956	XM_001589716.1.p1	XM_011388684.1.p1
OG0002957	XM_001597979.1.p1	XM_011392585.1.p1
OG0002958	XM_001596285.1.p1	XM_011388241.1.p1
OG0002960	XM_001591838.1.p1	XM_011390555.1.p1
OG0002961	XM_001589391.1.p1	XM_011387917.1.p1
OG0002962	XM_001588125.1.p1	XM_011389522.1.p1
OG0002963	XM_001590664.1.p1	XM_011393251.1.p1
OG0002964	XM_001589841.1.p1	XM_011388920.1.p1
OG0002965	XM_001594731.1.p1	XM_011392636.1.p1
OG0002966	XM_001591517.1.p1	XM_011389349.1.p1
OG0002967	XM_001592383.1.p1	XM_011393162.1.p1
OG0002968	XM_001590687.1.p1	XM_011388525.1.p1
OG0002970	XM_001584779.1.p1	XM_011393907.1.p1
OG0002971	XM_001593218.1.p1	XM_011392622.1.p1
OG0002972	XM_001586583.1.p1	XM_011389933.1.p1
OG0002973	XM_001597296.1.p1	XM_011392614.1.p1
OG0002974	XM_001598292.1.p1	XM_011394325.1.p1
OG0002975	XM_001597082.1.p1	XM_011392698.1.p1
OG0002976	XM_001585763.1.p1	XM_011389356.1.p1
OG0002977	XM_001595717.1.p1	XM_011391238.1.p1
OG0002978	XM_001590727.1.p1	XM_011392401.1.p1
OG0002979	XM_001590171.1.p1	XM_011392514.1.p1
OG0002980	XM_001595614.1.p1	XM_011390430.1.p1
OG0002981	XM_001588086.1.p1	XM_011392382.1.p1
OG0002982	XM_001592352.1.p1	XM_011393550.1.p1
OG0002983	XM_001597473.1.p1	XM_011387928.1.p1
OG0002984	XM_001585466.1.p1	XM_011387995.1.p1
OG0002985	XM_001585569.1.p1	XM_011392611.1.p1
OG0002986	XM_001595969.1.p1	XM_011393120.1.p1
OG0002987	XM_001589442.1.p1	XM_011388257.1.p1
OG0002988	XM_001589623.1.p1	XM_011389460.1.p1
OG0002989	XM_001586520.1.p1	XM_011392725.1.p1
OG0002990	XM_001591809.1.p1	XM_011391375.1.p1
OG0002991	XM_001593792.1.p1	XM_011393080.1.p1
OG0002992	XM_001588178.1.p1	XM_011393132.1.p1
OG0002993	XM_001588043.1.p1	XM_011394233.1.p1
OG0002994	XM_001586777.1.p1	XM_011387963.1.p1
OG0002995	XM_001587761.1.p1	XM_011387965.1.p1
OG0002996	XM_001587815.1.p1	XM_011394262.1.p1
OG0002997	XM_001591052.1.p1	XM_011389890.1.p1
OG0002999	XM_001587735.1.p1	XM_011391544.1.p1
OG0003000	XM_001597103.1.p1	XM_011388882.1.p1
OG0003001	XM_001584517.1.p1	XM_011389922.1.p1
OG0003002	XM_001591859.1.p1	XM_011392476.1.p1
OG0003003	XM_001591033.1.p1	XM_011394261.1.p1
OG0003004	XM_001597280.1.p1	XM_011390396.1.p1
OG0003005	XM_001597771.1.p1	XM_011392196.1.p1
OG0003006	XM_001594575.1.p1	XM_011387849.1.p1
OG0003007	XM_001587364.1.p1	XM_011390643.1.p1
OG0003008	XM_001598051.1.p1	XM_011391540.1.p1
OG0003009	XM_001595951.1.p1	XM_011388746.1.p1
OG0003010	XM_001590494.1.p1	XM_011392997.1.p1
OG0003011	XM_001590780.1.p1	XM_011391096.1.p1
OG0003013	XM_001592305.1.p1	XM_011388875.1.p1
OG0003015	XM_001596725.1.p1	XM_011394178.1.p1
OG0003016	XM_001590554.1.p1	XM_011391326.1.p1
OG0003017	XM_001590557.1.p1	XM_011388503.1.p1
OG0003018	XM_001598650.1.p1	XM_011387740.1.p1
OG0003019	XM_001590895.1.p1	XM_011394041.1.p1
OG0003020	XM_001589194.1.p1	XM_011393529.1.p1
OG0003021	XM_001595968.1.p1	XM_011394292.1.p1
OG0003022	XM_001596914.1.p1	XM_011393452.1.p1
OG0003023	XM_001592701.1.p1	XM_011392881.1.p1
OG0003024	XM_001586215.1.p1	XM_011390511.1.p1
OG0003025	XM_001585541.1.p1	XM_011387861.1.p1
OG0003026	XM_001594844.1.p1	XM_011392156.1.p1
OG0003027	XM_001596149.1.p1	XM_011388242.1.p1
OG0003028	XM_001592133.1.p1	XM_011392787.1.p1
OG0003031	XM_001592864.1.p1	XM_011389655.1.p1
OG0003033	XM_001590715.1.p1	XM_011394044.1.p1
OG0003038	XM_001588859.1.p1, XM_001596459.1.p1, XM_001586696.1.p1	XM_011394060.1.p1, XM_011389635.1.p1
OG0003051	XM_001589188.1.p1	XM_011388887.1.p1
OG0003054	XM_001595087.1.p1	XM_011390636.1.p1
OG0003056	XM_001591810.1.p1	XM_011392820.1.p1
OG0003059	XM_001586749.1.p1	XM_011392837.1.p1
OG0003062	XM_001592550.1.p1	XM_011391539.1.p1
OG0003063	XM_001588930.1.p1	XM_011392417.1.p1, XM_011387801.1.p1
OG0003064	XM_001591537.1.p1	XM_011390574.1.p1
OG0003065	XM_001598008.1.p1	XM_011392507.1.p1
OG0003066	XM_001598307.1.p1	XM_011391833.1.p1
OG0003070	XM_001585280.1.p1	XM_011393133.1.p1
OG0003071	XM_001595413.1.p1	XM_011388930.1.p1
OG0003072	XM_001585286.1.p1	XM_011390767.1.p1
OG0003074	XM_001585942.1.p1	XM_011390392.1.p1
OG0003076	XM_001596385.1.p1	XM_011392676.1.p1
OG0003077	XM_001593929.1.p1	XM_011390489.1.p1
OG0003078	XM_001593880.1.p1	XM_011391640.1.p1
OG0003079	XM_001593867.1.p1	XM_011388363.1.p1
OG0003080	XM_001597105.1.p1	XM_011387783.1.p1
OG0003081	XM_001585098.1.p1	XM_011389511.1.p1
OG0003082	XM_001587691.1.p1	XM_011389923.1.p1
OG0003083	XM_001585084.1.p1	XM_011389100.1.p1
OG0003084	XM_001597399.1.p1	XM_011392897.1.p1
OG0003085	XM_001586447.1.p1	XM_011389797.1.p1
OG0003086	XM_001593449.1.p1	XM_011394251.1.p1
OG0003087	XM_001591458.1.p1	XM_011393300.1.p1
OG0003090	XM_001598219.1.p1	XM_011389738.1.p1
OG0003091	XM_001595628.1.p1	XM_011389079.1.p1
OG0003092	XM_001592145.1.p1	XM_011394172.1.p1
OG0003093	XM_001595110.1.p1	XM_011388002.1.p1
OG0003094	XM_001598396.1.p1	XM_011393019.1.p1
OG0003095	XM_001584965.1.p1	XM_011393351.1.p1
OG0003096	XM_001584584.1.p1	XM_011394274.1.p1
OG0003098	XM_001591064.1.p1	XM_011394146.1.p1
OG0003099	XM_001584720.1.p1	XM_011388090.1.p1
OG0003100	XM_001591398.1.p1	XM_011391203.1.p1
OG0003101	XM_001587162.1.p1	XM_011391291.1.p1
OG0003102	XM_001594211.1.p1	XM_011388004.1.p1
OG0003103	XM_001593013.1.p1	XM_011392204.1.p1
OG0003105	XM_001594297.1.p1	XM_011388354.1.p1
OG0003106	XM_001589783.1.p1	XM_011392728.1.p1
OG0003107	XM_001592963.1.p1	XM_011393630.1.p1
OG0003108	XM_001590679.1.p1	XM_011388671.1.p1
OG0003109	XM_001595512.1.p1	XM_011392128.1.p1
OG0003110	XM_001590598.1.p1	XM_011391036.1.p1
OG0003111	XM_001590591.1.p1	XM_011388352.1.p1
OG0003112	XM_001590553.1.p1	XM_011393187.1.p1
OG0003113	XM_001590855.1.p1	XM_011392026.1.p1
OG0003115	XM_001597789.1.p1	XM_011390933.1.p1
OG0003116	XM_001592011.1.p1	XM_011388228.1.p1
OG0003117	XM_001590014.1.p1	XM_011394000.1.p1
OG0003118	XM_001590931.1.p1	XM_011389089.1.p1
OG0003120	XM_001593852.1.p1	XM_011390498.1.p1
OG0003121	XM_001585563.1.p1	XM_011391828.1.p1
OG0003123	XM_001590810.1.p1, XM_001590809.1.p1	XM_011388353.1.p1
OG0003124	XM_001594372.1.p1	XM_011392077.1.p1
OG0003126	XM_001594982.1.p1	XM_011388047.1.p1
OG0003127	XM_001591119.1.p1	XM_011392840.1.p1
OG0003129	XM_001587550.1.p1	XM_011392280.1.p1
OG0003130	XM_001591279.1.p1	XM_011392780.1.p1
OG0003131	XM_001588990.1.p1	XM_011389661.1.p1
OG0003132	XM_001589736.1.p1	XM_011388993.1.p1
OG0003133	XM_001587224.1.p1	XM_011393971.1.p1
OG0003134	XM_001595329.1.p1	XM_011388168.1.p1
OG0003135	XM_001597179.1.p1	XM_011393815.1.p1
OG0003136	XM_001594282.1.p1	XM_011388921.1.p1
OG0003137	XM_001593489.1.p1	XM_011393800.1.p1
OG0003138	XM_001596180.1.p1	XM_011390027.1.p1
OG0003140	XM_001591076.1.p1	XM_011390867.1.p1
OG0003141	XM_001587258.1.p1	XM_011389404.1.p1
OG0003142	XM_001587260.1.p1	XM_011393433.1.p1
OG0003144	XM_001588319.1.p1	XM_011387816.1.p1
OG0003146	XM_001595345.1.p1	XM_011388093.1.p1
OG0003150	XM_001594558.1.p1	XM_011388736.1.p1
OG0003151	XM_001585924.1.p1	XM_011393612.1.p1
OG0003155	XM_001597217.1.p1	XM_011393826.1.p1
OG0003156	XM_001591688.1.p1	XM_011389563.1.p1
OG0003157	XM_001584915.1.p1	XM_011392281.1.p1
OG0003158	XM_001596121.1.p1	XM_011392106.1.p1
OG0003159	XM_001598215.1.p1	XM_011391386.1.p1
OG0003160	XM_001596009.1.p1	XM_011387971.1.p1
OG0003161	XM_001598525.1.p1	XM_011392577.1.p1
OG0003162	XM_001596705.1.p1	XM_011388915.1.p1
OG0003163	XM_001585128.1.p1	XM_011387907.1.p1
OG0003165	XM_001592421.1.p1	XM_011388546.1.p1
OG0003166	XM_001592428.1.p1	XM_011390516.1.p1
OG0003167	XM_001586030.1.p1	XM_011388182.1.p1
OG0003168	XM_001594113.1.p1	XM_011390899.1.p1
OG0003169	XM_001593747.1.p1	XM_011394382.1.p1
OG0003170	XM_001588041.1.p1	XM_011389358.1.p1
OG0003171	XM_001596895.1.p1	XM_011389411.1.p1
OG0003172	XM_001597307.1.p1	XM_011393531.1.p1
OG0003173	XM_001594593.1.p1	XM_011393603.1.p1
OG0003174	XM_001587964.1.p1	XM_011391308.1.p1
OG0003176	XM_001596374.1.p1	XM_011389953.1.p1
OG0003178	XM_001593599.1.p1, XM_001598365.1.p1	XM_011391076.1.p1
OG0003179	XM_001598884.1.p1	XM_011391399.1.p1
OG0003180	XM_001585425.1.p1	XM_011392823.1.p1
OG0003181	XM_001587893.1.p1	XM_011389490.1.p1
OG0003182	XM_001585321.1.p1	XM_011393505.1.p1
OG0003183	XM_001585430.1.p1	XM_011392555.1.p1
OG0003185	XM_001587727.1.p1	XM_011388979.1.p1
OG0003186	XM_001586641.1.p1	XM_011390406.1.p1
OG0003187	XM_001591792.1.p1	XM_011392601.1.p1
OG0003189	XM_001591454.1.p1	XM_011391872.1.p1
OG0003190	XM_001590532.1.p1	XM_011389940.1.p1
OG0003192	XM_001590578.1.p1	XM_011390901.1.p1
OG0003193	XM_001597589.1.p1	XM_011392032.1.p1
OG0003194	XM_001589109.1.p1	XM_011387973.1.p1
OG0003196	XM_001589671.1.p1	XM_011394139.1.p1
OG0003197	XM_001595403.1.p1, XM_001592799.1.p1	XM_011394227.1.p1
OG0003200	XM_001589645.1.p1	XM_011389126.1.p1
OG0003201	XM_001593558.1.p1	XM_011392452.1.p1
OG0003202	XM_001593700.1.p1	XM_011390034.1.p1
OG0003203	XM_001589250.1.p1	XM_011392930.1.p1
OG0003204	XM_001584949.1.p1	XM_011387936.1.p1
OG0003205	XM_001589240.1.p1	XM_011393521.1.p1
OG0003209	XM_001596670.1.p1	XM_011394036.1.p1
OG0003211	XM_001596689.1.p1	XM_011390706.1.p1
OG0003212	XM_001596615.1.p1	XM_011390881.1.p1
OG0003213	XM_001592922.1.p1	XM_011388350.1.p1
OG0003214	XM_001596003.1.p1	XM_011392593.1.p1
OG0003215	XM_001587605.1.p1	XM_011393446.1.p1
OG0003216	XM_001589164.1.p1	XM_011393690.1.p1
OG0003217	XM_001588614.1.p1	XM_011388372.1.p1
OG0003218	XM_001595417.1.p1	XM_011392460.1.p1
OG0003219	XM_001598049.1.p1	XM_011388750.1.p1
OG0003220	XM_001585644.1.p1	XM_011390445.1.p1
OG0003221	XM_001591959.1.p1	XM_011391851.1.p1
OG0003222	XM_001585672.1.p1	XM_011390026.1.p1
OG0003223	XM_001588742.1.p1	XM_011389221.1.p1
OG0003224	XM_001593069.1.p1	XM_011388813.1.p1
OG0003225	XM_001597345.1.p1	XM_011389478.1.p1
OG0003227	XM_001588216.1.p1	XM_011393570.1.p1
OG0003228	XM_001587075.1.p1	XM_011389136.1.p1
OG0003229	XM_001593231.1.p1	XM_011390482.1.p1
OG0003230	XM_001597825.1.p1	XM_011388439.1.p1
OG0003231	XM_001592387.1.p1	XM_011391881.1.p1
OG0003232	XM_001594965.1.p1	XM_011391972.1.p1
OG0003233	XM_001592493.1.p1	XM_011389994.1.p1
OG0003234	XM_001591120.1.p1	XM_011394035.1.p1
OG0003235	XM_001585249.1.p1	XM_011388055.1.p1
OG0003236	XM_001595449.1.p1	XM_011390076.1.p1
OG0003237	XM_001587549.1.p1	XM_011393119.1.p1
OG0003238	XM_001594142.1.p1	XM_011389458.1.p1
OG0003239	XM_001587283.1.p1	XM_011392028.1.p1
OG0003240	XM_001586564.1.p1	XM_011388414.1.p1
OG0003241	XM_001596850.1.p1	XM_011388036.1.p1
