Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Hyaloperonospora_brassicae_cds_prot
OG0002123	XM_001587329.1.p1	lcl|CANTFL010000174.1_cds_CAI5717520.1_1938.p1
OG0002124	XM_001592753.1.p1	lcl|CANTFL010001489.1_cds_CAI5743443.1_9986.p1
OG0002125	XM_001590534.1.p1	lcl|CANTFL010000136.1_cds_CAI5714744.1_1370.p1
OG0002126	XM_001590790.1.p1	lcl|CANTFL010001466.1_cds_CAI5742318.1_9395.p1
OG0002127	XM_001596186.1.p1	lcl|CANTFL010001234.1_cds_CAI5734516.1_6516.p1
OG0002128	XM_001591440.1.p1	lcl|CANTFL010001102.1_cds_CAI5731409.1_5449.p1
OG0002129	XM_001591552.1.p1	lcl|CANTFL010001112.1_cds_CAI5731752.1_5564.p1
OG0002130	XM_001598480.1.p1	lcl|CANTFL010001372.1_cds_CAI5738303.1_7824.p1
OG0002131	XM_001597846.1.p1	lcl|CANTFL010001490.1_cds_CAI5743526.1_10030.p1
OG0002132	XM_001586258.1.p1	lcl|CANTFL010000095.1_cds_CAI5713719.1_1162.p1
OG0002133	XM_001597660.1.p1	lcl|CANTFL010000320.1_cds_CAI5720669.1_2574.p1
OG0002134	XM_001591909.1.p1	lcl|CANTFL010000838.1_cds_CAI5728120.1_4472.p1
OG0002136	XM_001584926.1.p1	lcl|CANTFL010001342.1_cds_CAI5737758.1_7636.p1
OG0002137	XM_001598570.1.p1	lcl|CANTFL010001036.1_cds_CAI5730548.1_5149.p1
OG0002138	XM_001598561.1.p1	lcl|CANTFL010000375.1_cds_CAI5721420.1_2769.p1
OG0002139	XM_001596723.1.p1	lcl|CANTFL010001312.1_cds_CAI5736387.1_7163.p1
OG0002140	XM_001584855.1.p1	lcl|CANTFL010001387.1_cds_CAI5738605.1_7928.p1
OG0002141	XM_001584871.1.p1	lcl|CANTFL010001489.1_cds_CAI5743437.1_9983.p1
OG0002142	XM_001598306.1.p1	lcl|CANTFL010001446.1_cds_CAI5740836.1_8708.p1
OG0002144	XM_001590305.1.p1	lcl|CANTFL010001217.1_cds_CAI5734344.1_6454.p1
OG0002146	XM_001595747.1.p1	lcl|CANTFL010001256.1_cds_CAI5735195.1_6744.p1
OG0002147	XM_001588429.1.p1	lcl|CANTFL010000017.1_cds_CAI5708798.1_170.p1
OG0002148	XM_001587218.1.p1	lcl|CANTFL010000470.1_cds_CAI5723189.1_3220.p1, lcl|CANTFL010000248.1_cds_CAI5719541.1_2340.p1
OG0002149	XM_001595097.1.p1	lcl|CANTFL010000634.1_cds_CAI5726012.1_3932.p1
OG0002150	XM_001589080.1.p1	lcl|CANTFL010000596.1_cds_CAI5725265.1_3744.p1
OG0002151	XM_001590139.1.p1	lcl|CANTFL010001008.1_cds_CAI5729800.1_4902.p1
OG0002152	XM_001597362.1.p1	lcl|CANTFL010000668.1_cds_CAI5726707.1_4115.p1
OG0002153	XM_001588677.1.p1	lcl|CANTFL010000136.1_cds_CAI5714758.1_1373.p1, lcl|CANTFL010001455.1_cds_CAI5741911.1_9179.p1
OG0002154	XM_001598883.1.p1	lcl|CANTFL010000199.1_cds_CAI5718135.1_2061.p1
OG0002155	XM_001589224.1.p1	lcl|CANTFL010000221.1_cds_CAI5718672.1_2167.p1
OG0002156	XM_001592773.1.p1	lcl|CANTFL010001128.1_cds_CAI5731996.1_5648.p1
OG0002157	XM_001589310.1.p1	lcl|CANTFL010000108.1_cds_CAI5714093.1_1238.p1, lcl|CANTFL010000174.1_cds_CAI5717076.1_1845.p1
OG0002158	XM_001589202.1.p1	lcl|CANTFL010000320.1_cds_CAI5720744.1_2594.p1
OG0002159	XM_001597069.1.p1	lcl|CANTFL010001211.1_cds_CAI5733882.1_6293.p1, lcl|CANTFL010001080.1_cds_CAI5731207.1_5373.p1
OG0002160	XM_001597338.1.p1	lcl|CANTFL010000016.1_cds_CAI5708703.1_150.p1
OG0002161	XM_001594738.1.p1	lcl|CANTFL010000641.1_cds_CAI5726178.1_3975.p1
OG0002162	XM_001585017.1.p1	lcl|CANTFL010000146.1_cds_CAI5715740.1_1574.p1
OG0002163	XM_001592926.1.p1	lcl|CANTFL010001011.1_cds_CAI5729954.1_4944.p1
OG0002165	XM_001586253.1.p1	lcl|CANTFL010001327.1_cds_CAI5736940.1_7361.p1
OG0002166	XM_001598851.1.p1	lcl|CANTFL010000790.1_cds_CAI5727734.1_4372.p1
OG0002167	XM_001588909.1.p1	lcl|CANTFL010000730.1_cds_CAI5727053.1_4203.p1
OG0002169	XM_001588232.1.p1	lcl|CANTFL010000673.1_cds_CAI5726811.1_4141.p1
OG0002170	XM_001588185.1.p1	lcl|CANTFL010000204.1_cds_CAI5718479.1_2129.p1
OG0002171	XM_001598808.1.p1	lcl|CANTFL010000146.1_cds_CAI5715925.1_1612.p1
OG0002172	XM_001593168.1.p1	lcl|CANTFL010000748.1_cds_CAI5727341.1_4273.p1
OG0002173	XM_001593342.1.p1	lcl|CANTFL010001287.1_cds_CAI5735781.1_6948.p1
OG0002174	XM_001587971.1.p1	lcl|CANTFL010000565.1_cds_CAI5724759.1_3618.p1
OG0002175	XM_001585700.1.p1	lcl|CANTFL010000174.1_cds_CAI5717222.1_1876.p1
OG0002177	XM_001593376.1.p1	lcl|CANTFL010001450.1_cds_CAI5741519.1_8973.p1
OG0002178	XM_001597354.1.p1	lcl|CANTFL010001475.1_cds_CAI5742697.1_9595.p1
OG0002179	XM_001597351.1.p1	lcl|CANTFL010001490.1_cds_CAI5743521.1_10026.p1
OG0002181	XM_001592505.1.p1	lcl|CANTFL010000086.1_cds_CAI5711956.1_800.p1
OG0002182	XM_001592661.1.p1	lcl|CANTFL010000086.1_cds_CAI5711683.1_744.p1
OG0002183	XM_001594214.1.p1	lcl|CANTFL010000665.1_cds_CAI5726672.1_4106.p1
OG0002184	XM_001586165.1.p1	lcl|CANTFL010000394.1_cds_CAI5721928.1_2896.p1
OG0002185	XM_001597309.1.p1	lcl|CANTFL010001335.1_cds_CAI5737482.1_7542.p1
OG0002186	XM_001596132.1.p1	lcl|CANTFL010000174.1_cds_CAI5717197.1_1870.p1
OG0002190	XM_001593887.1.p1	lcl|CANTFL010000199.1_cds_CAI5718184.1_2071.p1
OG0002194	XM_001584529.1.p1	lcl|CANTFL010001180.1_cds_CAI5732558.1_5838.p1
OG0002195	XM_001585413.1.p1	lcl|CANTFL010001446.1_cds_CAI5740592.1_8618.p1
OG0002197	XM_001591624.1.p1	lcl|CANTFL010000665.1_cds_CAI5726480.1_4054.p1
OG0002198	XM_001595649.1.p1	lcl|CANTFL010000409.1_cds_CAI5722124.1_2947.p1
OG0002199	XM_001591037.1.p1	lcl|CANTFL010001475.1_cds_CAI5742767.1_9633.p1
OG0002200	XM_001596106.1.p1	lcl|CANTFL010000143.1_cds_CAI5715179.1_1459.p1
OG0002201	XM_001589339.1.p1	lcl|CANTFL010000332.1_cds_CAI5720985.1_2655.p1
OG0002202	XM_001586194.1.p1	lcl|CANTFL010000144.1_cds_CAI5715484.1_1522.p1
OG0002204	XM_001585587.1.p1	lcl|CANTFL010000970.1_cds_CAI5728914.1_4672.p1
OG0002207	XM_001598061.1.p1	lcl|CANTFL010000034.1_cds_CAI5709622.1_337.p1
OG0002208	XM_001597727.1.p1	lcl|CANTFL010001449.1_cds_CAI5741364.1_8893.p1
OG0002209	XM_001591570.1.p1	lcl|CANTFL010000289.1_cds_CAI5720526.1_2537.p1
OG0002210	XM_001593476.1.p1	lcl|CANTFL010001103.1_cds_CAI5731464.1_5467.p1
OG0002211	XM_001595934.1.p1	lcl|CANTFL010001471.1_cds_CAI5742540.1_9512.p1
OG0002212	XM_001588015.1.p1	lcl|CANTFL010001479.1_cds_CAI5742849.1_9677.p1
OG0002217	XM_001586440.1.p1	lcl|CANTFL010001464.1_cds_CAI5742197.1_9330.p1
OG0002218	XM_001586061.1.p1	lcl|CANTFL010001028.1_cds_CAI5730445.1_5114.p1
OG0002220	XM_001585691.1.p1	lcl|CANTFL010001448.1_cds_CAI5741226.1_8844.p1
OG0002221	XM_001588318.1.p1	lcl|CANTFL010000199.1_cds_CAI5718174.1_2069.p1
OG0002222	XM_001598076.1.p1	lcl|CANTFL010001106.1_cds_CAI5731497.1_5477.p1
OG0002223	XM_001597501.1.p1	lcl|CANTFL010001244.1_cds_CAI5734740.1_6588.p1
OG0002224	XM_001585858.1.p1	lcl|CANTFL010001122.1_cds_CAI5731926.1_5625.p1
OG0002225	XM_001594478.1.p1	lcl|CANTFL010000086.1_cds_CAI5712053.1_820.p1
OG0002226	XM_001584839.1.p1	lcl|CANTFL010000617.1_cds_CAI5725778.1_3877.p1
OG0002227	XM_001593889.1.p1	lcl|CANTFL010001315.1_cds_CAI5736567.1_7223.p1
OG0002228	XM_001586724.1.p1	lcl|CANTFL010000165.1_cds_CAI5716516.1_1731.p1
OG0002229	XM_001593158.1.p1	lcl|CANTFL010001452.1_cds_CAI5741824.1_9133.p1
OG0002230	XM_001593506.1.p1	lcl|CANTFL010000028.1_cds_CAI5709096.1_231.p1
OG0002231	XM_001585598.1.p1	lcl|CANTFL010001254.1_cds_CAI5735104.1_6713.p1
OG0002232	XM_001589358.1.p1	lcl|CANTFL010001112.1_cds_CAI5731734.1_5558.p1
OG0002233	XM_001595518.1.p1	lcl|CANTFL010000272.1_cds_CAI5720157.1_2462.p1
OG0002234	XM_001587071.1.p1	lcl|CANTFL010000165.1_cds_CAI5716436.1_1714.p1
OG0002235	XM_001587174.1.p1	lcl|CANTFL010001335.1_cds_CAI5737566.1_7570.p1, lcl|CANTFL010000320.1_cds_CAI5720687.1_2579.p1
OG0002237	XM_001590016.1.p1	lcl|CANTFL010000167.1_cds_CAI5716710.1_1770.p1
OG0002238	XM_001585760.1.p1	lcl|CANTFL010001466.1_cds_CAI5742309.1_9389.p1
OG0002239	XM_001598706.1.p1	lcl|CANTFL010001216.1_cds_CAI5734275.1_6430.p1
OG0002240	XM_001596018.1.p1	lcl|CANTFL010001465.1_cds_CAI5742275.1_9373.p1
OG0002241	XM_001596710.1.p1	lcl|CANTFL010000223.1_cds_CAI5718835.1_2198.p1
OG0002242	XM_001593203.1.p1	lcl|CANTFL010000086.1_cds_CAI5712430.1_898.p1, lcl|CANTFL010001450.1_cds_CAI5741468.1_8947.p1
OG0002244	XM_001584570.1.p1	lcl|CANTFL010001198.1_cds_CAI5733375.1_6122.p1
OG0002245	XM_001585829.1.p1	lcl|CANTFL010001135.1_cds_CAI5732104.1_5686.p1
OG0002246	XM_001589689.1.p1	lcl|CANTFL010000138.1_cds_CAI5715125.1_1448.p1
OG0002247	XM_001594109.1.p1	lcl|CANTFL010001446.1_cds_CAI5740869.1_8721.p1
OG0002249	XM_001586745.1.p1	lcl|CANTFL010001387.1_cds_CAI5738717.1_7969.p1
OG0002250	XM_001591244.1.p1	lcl|CANTFL010000136.1_cds_CAI5714749.1_1371.p1
OG0002251	XM_001597957.1.p1	lcl|CANTFL010000173.1_cds_CAI5716969.1_1825.p1
OG0002252	XM_001597393.1.p1	lcl|CANTFL010000665.1_cds_CAI5726592.1_4083.p1
OG0002253	XM_001592156.1.p1	lcl|CANTFL010000388.1_cds_CAI5721633.1_2821.p1
OG0002254	XM_001595538.1.p1	lcl|CANTFL010001471.1_cds_CAI5742530.1_9507.p1
OG0002255	XM_001598058.1.p1	lcl|CANTFL010000389.1_cds_CAI5721879.1_2884.p1
OG0002257	XM_001595716.1.p1	lcl|CANTFL010000090.1_cds_CAI5713292.1_1073.p1
OG0002258	XM_001595567.1.p1	lcl|CANTFL010001445.1_cds_CAI5740459.1_8575.p1
OG0002259	XM_001587718.1.p1	lcl|CANTFL010000198.1_cds_CAI5718046.1_2043.p1
OG0002260	XM_001589832.1.p1	lcl|CANTFL010001452.1_cds_CAI5741810.1_9126.p1
OG0002262	XM_001589945.1.p1	lcl|CANTFL010000636.1_cds_CAI5726125.1_3961.p1
OG0002263	XM_001587282.1.p1	lcl|CANTFL010001443.1_cds_CAI5740047.1_8435.p1
OG0002264	XM_001593750.1.p1	lcl|CANTFL010001332.1_cds_CAI5737011.1_7380.p1
OG0002265	XM_001594511.1.p1	lcl|CANTFL010000086.1_cds_CAI5711991.1_807.p1
OG0002266	XM_001586466.1.p1	lcl|CANTFL010000086.1_cds_CAI5712048.1_819.p1
OG0002268	XM_001586142.1.p1	lcl|CANTFL010001411.1_cds_CAI5739166.1_8122.p1
OG0002269	XM_001594966.1.p1	lcl|CANTFL010000360.1_cds_CAI5721070.1_2676.p1
OG0002270	XM_001585906.1.p1	lcl|CANTFL010001471.1_cds_CAI5742538.1_9511.p1
OG0002272	XM_001595860.1.p1	lcl|CANTFL010000080.1_cds_CAI5711231.1_663.p1, lcl|CANTFL010001296.1_cds_CAI5736049.1_7047.p1
OG0002273	XM_001598458.1.p1	lcl|CANTFL010000550.1_cds_CAI5724254.1_3491.p1
OG0002275	XM_001588146.1.p1	lcl|CANTFL010001426.1_cds_CAI5739597.1_8273.p1
OG0002277	XM_001595576.1.p1	lcl|CANTFL010001244.1_cds_CAI5734734.1_6586.p1
OG0002278	XM_001595383.1.p1	lcl|CANTFL010001107.1_cds_CAI5731565.1_5500.p1
OG0002279	XM_001592136.1.p1	lcl|CANTFL010000665.1_cds_CAI5726680.1_4108.p1
OG0002280	XM_001589331.1.p1	lcl|CANTFL010001372.1_cds_CAI5738317.1_7829.p1
OG0002281	XM_001592956.1.p1	lcl|CANTFL010000320.1_cds_CAI5720661.1_2572.p1
OG0002282	XM_001592660.1.p1	lcl|CANTFL010001452.1_cds_CAI5741826.1_9134.p1
OG0002283	XM_001584904.1.p1	lcl|CANTFL010000122.1_cds_CAI5714285.1_1278.p1
OG0002285	XM_001593379.1.p1	lcl|CANTFL010001327.1_cds_CAI5736858.1_7331.p1, lcl|CANTFL010001327.1_cds_CAI5736855.1_7330.p1
OG0002286	XM_001587647.1.p1	lcl|CANTFL010000017.1_cds_CAI5708863.1_183.p1
OG0002287	XM_001597641.1.p1	lcl|CANTFL010001052.1_cds_CAI5730737.1_5214.p1
OG0002288	XM_001595843.1.p1	lcl|CANTFL010001473.1_cds_CAI5742607.1_9547.p1
OG0002289	XM_001584771.1.p1	lcl|CANTFL010001111.1_cds_CAI5731706.1_5549.p1
OG0002290	XM_001590177.1.p1	lcl|CANTFL010001187.1_cds_CAI5732870.1_5948.p1
OG0002291	XM_001596893.1.p1	lcl|CANTFL010001256.1_cds_CAI5735260.1_6767.p1
OG0002292	XM_001598831.1.p1	lcl|CANTFL010000233.1_cds_CAI5719334.1_2299.p1
OG0002293	XM_001593573.1.p1	lcl|CANTFL010001449.1_cds_CAI5741386.1_8904.p1
OG0002294	XM_001588293.1.p1	lcl|CANTFL010001489.1_cds_CAI5743449.1_9989.p1
OG0002295	XM_001593937.1.p1	lcl|CANTFL010001005.1_cds_CAI5729763.1_4891.p1
OG0002296	XM_001587760.1.p1	lcl|CANTFL010001211.1_cds_CAI5733999.1_6333.p1
OG0002297	XM_001592882.1.p1	lcl|CANTFL010001005.1_cds_CAI5729751.1_4888.p1
OG0002298	XM_001589964.1.p1	lcl|CANTFL010000279.1_cds_CAI5720400.1_2509.p1
OG0002299	XM_001587291.1.p1	lcl|CANTFL010000028.1_cds_CAI5709006.1_211.p1
OG0002300	XM_001584752.1.p1	lcl|CANTFL010000086.1_cds_CAI5711570.1_721.p1
OG0002301	XM_001587554.1.p1	lcl|CANTFL010000136.1_cds_CAI5714782.1_1378.p1
OG0002302	XM_001597423.1.p1	lcl|CANTFL010000921.1_cds_CAI5728671.1_4611.p1
OG0002303	XM_001592886.1.p1	lcl|CANTFL010001287.1_cds_CAI5735735.1_6932.p1
OG0002304	XM_001590430.1.p1	lcl|CANTFL010000090.1_cds_CAI5713520.1_1121.p1
OG0002305	XM_001588373.1.p1	lcl|CANTFL010001192.1_cds_CAI5733126.1_6033.p1
OG0002307	XM_001595335.1.p1	lcl|CANTFL010001315.1_cds_CAI5736600.1_7236.p1
OG0002308	XM_001588088.1.p1	lcl|CANTFL010000148.1_cds_CAI5716123.1_1651.p1
OG0002309	XM_001597164.1.p1	lcl|CANTFL010000673.1_cds_CAI5726858.1_4153.p1
OG0002310	XM_001597869.1.p1	lcl|CANTFL010001192.1_cds_CAI5733108.1_6027.p1
OG0002311	XM_001593843.1.p1	lcl|CANTFL010000086.1_cds_CAI5711665.1_740.p1
OG0002312	XM_001597581.1.p1	lcl|CANTFL010001479.1_cds_CAI5742853.1_9679.p1
OG0002313	XM_001598817.1.p1	lcl|CANTFL010001264.1_cds_CAI5735464.1_6839.p1
OG0002314	XM_001592506.1.p1	lcl|CANTFL010001448.1_cds_CAI5741217.1_8841.p1
OG0002315	XM_001595086.1.p1	lcl|CANTFL010001080.1_cds_CAI5731187.1_5366.p1
OG0002318	XM_001592313.1.p1	lcl|CANTFL010000641.1_cds_CAI5726284.1_4005.p1
OG0002320	XM_001590262.1.p1	lcl|CANTFL010001456.1_cds_CAI5741949.1_9202.p1
OG0002321	XM_001598171.1.p1	lcl|CANTFL010001444.1_cds_CAI5740211.1_8489.p1
OG0002322	XM_001597819.1.p1	lcl|CANTFL010001296.1_cds_CAI5736102.1_7067.p1
OG0002323	XM_001585649.1.p1	lcl|CANTFL010000042.1_cds_CAI5709874.1_386.p1
OG0002325	XM_001597853.1.p1	lcl|CANTFL010001488.1_cds_CAI5743345.1_9935.p1
OG0002326	XM_001594840.1.p1	lcl|CANTFL010000174.1_cds_CAI5717367.1_1906.p1
OG0002328	XM_001593853.1.p1	lcl|CANTFL010001445.1_cds_CAI5740521.1_8597.p1
OG0002329	XM_001585575.1.p1	lcl|CANTFL010001335.1_cds_CAI5737527.1_7557.p1
OG0002330	XM_001585275.1.p1	lcl|CANTFL010001332.1_cds_CAI5737260.1_7467.p1
OG0002332	XM_001598860.1.p1	lcl|CANTFL010000223.1_cds_CAI5718952.1_2223.p1
OG0002334	XM_001598728.1.p1	lcl|CANTFL010001234.1_cds_CAI5734557.1_6530.p1, lcl|CANTFL010000673.1_cds_CAI5726771.1_4131.p1
OG0002335	XM_001589947.1.p1	lcl|CANTFL010001193.1_cds_CAI5733260.1_6081.p1
OG0002336	XM_001598169.1.p1	lcl|CANTFL010001113.1_cds_CAI5731770.1_5570.p1
OG0002338	XM_001589830.1.p1	lcl|CANTFL010000059.1_cds_CAI5710449.1_505.p1
OG0002339	XM_001595315.1.p1	lcl|CANTFL010001387.1_cds_CAI5738629.1_7936.p1
OG0002340	XM_001587551.1.p1	lcl|CANTFL010000289.1_cds_CAI5720481.1_2525.p1
OG0002342	XM_001593487.1.p1	lcl|CANTFL010001449.1_cds_CAI5741264.1_8853.p1
OG0002343	XM_001588118.1.p1	lcl|CANTFL010001446.1_cds_CAI5740788.1_8692.p1
OG0002344	XM_001588788.1.p1	lcl|CANTFL010000873.1_cds_CAI5728430.1_4550.p1
OG0002346	XM_001589482.1.p1	lcl|CANTFL010000090.1_cds_CAI5713155.1_1044.p1
OG0002347	XM_001591280.1.p1	lcl|CANTFL010001383.1_cds_CAI5738510.1_7894.p1
OG0002348	XM_001587377.1.p1	lcl|CANTFL010000636.1_cds_CAI5726129.1_3962.p1
OG0002349	XM_001592258.1.p1	lcl|CANTFL010000608.1_cds_CAI5725459.1_3797.p1
OG0002350	XM_001592823.1.p1	lcl|CANTFL010001296.1_cds_CAI5736159.1_7087.p1
OG0002352	XM_001587843.1.p1	lcl|CANTFL010000608.1_cds_CAI5725634.1_3841.p1
OG0002353	XM_001591075.1.p1	lcl|CANTFL010000122.1_cds_CAI5714254.1_1272.p1
OG0002354	XM_001597127.1.p1	lcl|CANTFL010000386.1_cds_CAI5721574.1_2807.p1
OG0002355	XM_001587838.1.p1	lcl|CANTFL010001025.1_cds_CAI5730319.1_5065.p1
OG0002356	XM_001587759.1.p1	lcl|CANTFL010000740.1_cds_CAI5727192.1_4239.p1
OG0002357	XM_001586659.1.p1	lcl|CANTFL010000999.1_cds_CAI5729601.1_4849.p1
OG0002358	XM_001598417.1.p1	lcl|CANTFL010000599.1_cds_CAI5725346.1_3767.p1
OG0002359	XM_001588052.1.p1	lcl|CANTFL010001080.1_cds_CAI5731228.1_5382.p1
OG0002362	XM_001598086.1.p1	lcl|CANTFL010000642.1_cds_CAI5726303.1_4010.p1
OG0002364	XM_001585557.1.p1	lcl|CANTFL010000563.1_cds_CAI5724742.1_3614.p1
OG0002365	XM_001595933.1.p1	lcl|CANTFL010001452.1_cds_CAI5741779.1_9107.p1
OG0002367	XM_001594557.1.p1	lcl|CANTFL010000570.1_cds_CAI5724896.1_3653.p1, lcl|CANTFL010000570.1_cds_CAI5724900.1_3652.p1, lcl|CANTFL010000832.1_cds_CAI5728076.1_4462.p1
OG0002369	XM_001584507.1.p1	lcl|CANTFL010000076.1_cds_CAI5710941.1_604.p1
OG0002370	XM_001585727.1.p1, XM_001585728.1.p1	lcl|CANTFL010000090.1_cds_CAI5713631.1_1144.p1
OG0002371	XM_001589243.1.p1	lcl|CANTFL010001109.1_cds_CAI5731647.1_5528.p1
OG0002372	XM_001588478.1.p1	lcl|CANTFL010000144.1_cds_CAI5715463.1_1517.p1
OG0002373	XM_001588479.1.p1	lcl|CANTFL010001052.1_cds_CAI5730732.1_5212.p1
OG0002374	XM_001584624.1.p1	lcl|CANTFL010001099.1_cds_CAI5731374.1_5436.p1, lcl|CANTFL010001244.1_cds_CAI5734989.1_6675.p1
OG0002375	XM_001595425.1.p1	lcl|CANTFL010001204.1_cds_CAI5733526.1_6172.p1
OG0002376	XM_001595422.1.p1	lcl|CANTFL010000608.1_cds_CAI5725472.1_3800.p1
OG0002377	XM_001594986.1.p1	lcl|CANTFL010000017.1_cds_CAI5708833.1_177.p1
OG0002379	XM_001590796.1.p1	lcl|CANTFL010000073.1_cds_CAI5710850.1_585.p1
OG0002380	XM_001588912.1.p1	lcl|CANTFL010001332.1_cds_CAI5737033.1_7388.p1
OG0002381	XM_001597772.1.p1	lcl|CANTFL010001102.1_cds_CAI5731407.1_5448.p1
OG0002382	XM_001595209.1.p1	lcl|CANTFL010000086.1_cds_CAI5712848.1_983.p1
OG0002383	XM_001596917.1.p1	lcl|CANTFL010001475.1_cds_CAI5742744.1_9621.p1
OG0002385	XM_001589146.1.p1	lcl|CANTFL010001244.1_cds_CAI5735017.1_6685.p1
OG0002386	XM_001584569.1.p1	lcl|CANTFL010001109.1_cds_CAI5731641.1_5526.p1
OG0002387	XM_001594876.1.p1	lcl|CANTFL010001403.1_cds_CAI5738921.1_8038.p1
OG0002388	XM_001592624.1.p1	lcl|CANTFL010000204.1_cds_CAI5718382.1_2110.p1, lcl|CANTFL010000204.1_cds_CAI5718387.1_2111.p1
OG0002389	XM_001587189.1.p1	lcl|CANTFL010001446.1_cds_CAI5740822.1_8704.p1
OG0002390	XM_001592830.1.p1	lcl|CANTFL010001180.1_cds_CAI5732670.1_5877.p1
OG0002392	XM_001586127.1.p1	lcl|CANTFL010000388.1_cds_CAI5721637.1_2822.p1
OG0002393	XM_001586184.1.p1	lcl|CANTFL010000861.1_cds_CAI5728288.1_4515.p1
OG0002394	XM_001586212.1.p1	lcl|CANTFL010001018.1_cds_CAI5730188.1_5020.p1
OG0002395	XM_001594425.1.p1	lcl|CANTFL010000579.1_cds_CAI5725033.1_3686.p1
OG0002398	XM_001594155.1.p1	lcl|CANTFL010001446.1_cds_CAI5740586.1_8616.p1
OG0002401	XM_001595754.1.p1	lcl|CANTFL010000251.1_cds_CAI5719642.1_2359.p1
OG0002402	XM_001588124.1.p1	lcl|CANTFL010001181.1_cds_CAI5732706.1_5889.p1
OG0002403	XM_001592602.1.p1	lcl|CANTFL010001475.1_cds_CAI5742699.1_9596.p1
OG0002404	XM_001588016.1.p1	lcl|CANTFL010001244.1_cds_CAI5734997.1_6678.p1
OG0002405	XM_001589065.1.p1	lcl|CANTFL010001467.1_cds_CAI5742383.1_9431.p1
OG0002406	XM_001586753.1.p1	lcl|CANTFL010000484.1_cds_CAI5723551.1_3312.p1
OG0002409	XM_001587423.1.p1	lcl|CANTFL010000617.1_cds_CAI5725825.1_3889.p1
OG0002410	XM_001588572.1.p1	lcl|CANTFL010001012.1_cds_CAI5730001.1_4956.p1
OG0002411	XM_001590034.1.p1	lcl|CANTFL010001332.1_cds_CAI5737225.1_7454.p1
OG0002412	XM_001595626.1.p1	lcl|CANTFL010001332.1_cds_CAI5737106.1_7413.p1
OG0002413	XM_001597756.1.p1	lcl|CANTFL010001181.1_cds_CAI5732804.1_5924.p1
OG0002414	XM_001590316.1.p1	lcl|CANTFL010000138.1_cds_CAI5715116.1_1446.p1
OG0002415	XM_001596943.1.p1	lcl|CANTFL010001484.1_cds_CAI5743080.1_9797.p1
OG0002416	XM_001589713.1.p1	lcl|CANTFL010000553.1_cds_CAI5724394.1_3525.p1
OG0002417	XM_001589334.1.p1	lcl|CANTFL010001315.1_cds_CAI5736499.1_7201.p1
OG0002418	XM_001594589.1.p1	lcl|CANTFL010001198.1_cds_CAI5733341.1_6110.p1
OG0002421	XM_001593009.1.p1	lcl|CANTFL010001429.1_cds_CAI5739712.1_8313.p1
OG0002422	XM_001594652.1.p1	lcl|CANTFL010000144.1_cds_CAI5715315.1_1486.p1
OG0002423	XM_001594210.1.p1	lcl|CANTFL010000090.1_cds_CAI5713221.1_1058.p1
OG0002424	XM_001591952.1.p1	lcl|CANTFL010000673.1_cds_CAI5726846.1_4150.p1
OG0002425	XM_001593135.1.p1	lcl|CANTFL010001135.1_cds_CAI5732082.1_5678.p1
OG0002426	XM_001588914.1.p1	lcl|CANTFL010001148.1_cds_CAI5732198.1_5716.p1
OG0002428	XM_001590856.1.p1	lcl|CANTFL010001148.1_cds_CAI5732219.1_5723.p1
OG0002429	XM_001595179.1.p1	lcl|CANTFL010000320.1_cds_CAI5720614.1_2558.p1
OG0002430	XM_001598075.1.p1	lcl|CANTFL010000529.1_cds_CAI5723928.1_3408.p1
OG0002432	XM_001590247.1.p1	lcl|CANTFL010000377.1_cds_CAI5721491.1_2786.p1
OG0002435	XM_001590066.1.p1	lcl|CANTFL010001484.1_cds_CAI5743037.1_9774.p1
OG0002436	XM_001593361.1.p1	lcl|CANTFL010001102.1_cds_CAI5731404.1_5447.p1
OG0002437	XM_001586501.1.p1	lcl|CANTFL010000634.1_cds_CAI5725974.1_3923.p1
OG0002438	XM_001586503.1.p1	lcl|CANTFL010000617.1_cds_CAI5725830.1_3890.p1
OG0002439	XM_001594859.1.p1	lcl|CANTFL010001229.1_cds_CAI5734451.1_6493.p1
OG0002440	XM_001598924.1.p1	lcl|CANTFL010001452.1_cds_CAI5741838.1_9140.p1
OG0002441	XM_001590288.1.p1	lcl|CANTFL010000122.1_cds_CAI5714245.1_1270.p1
OG0002442	XM_001591113.1.p1	lcl|CANTFL010001193.1_cds_CAI5733275.1_6086.p1
OG0002443	XM_001590201.1.p1	lcl|CANTFL010001027.1_cds_CAI5730410.1_5096.p1
OG0002444	XM_001598430.1.p1	lcl|CANTFL010000086.1_cds_CAI5712613.1_935.p1
OG0002445	XM_001597355.1.p1	lcl|CANTFL010000591.1_cds_CAI5725229.1_3735.p1
OG0002447	XM_001588694.1.p1	lcl|CANTFL010000226.1_cds_CAI5719048.1_2242.p1
OG0002449	XM_001587882.1.p1	lcl|CANTFL010000057.1_cds_CAI5710352.1_485.p1
OG0002450	XM_001589833.1.p1	lcl|CANTFL010000144.1_cds_CAI5715592.1_1545.p1
OG0002451	XM_001597573.1.p1	lcl|CANTFL010001450.1_cds_CAI5741515.1_8971.p1
OG0002452	XM_001593776.1.p1	lcl|CANTFL010001490.1_cds_CAI5743535.1_10035.p1
OG0002453	XM_001594118.1.p1	lcl|CANTFL010000970.1_cds_CAI5728936.1_4679.p1
