Orthogroup	Sclerotinia_sclerotiorum	Phytophthora_infestans
OG0003684	XM_001590122.1.p1	XM_002907946.1.p1
OG0003685	XM_001590142.1.p1	XM_002896435.1.p1
OG0003687	XM_001590288.1.p1	XM_002997912.1.p1
OG0003688	XM_001590223.1.p1	XM_002899632.1.p1
OG0003689	XM_001590177.1.p1	XM_002908620.1.p1
OG0003727	XM_001596013.1.p1	XM_002909081.1.p1, XM_002894870.1.p1
OG0003830	XM_001587542.1.p1	XM_002902416.1.p1
OG0003831	XM_001586216.1.p1	XM_002901778.1.p1
OG0003832	XM_001596447.1.p1	XM_002900682.1.p1
OG0003834	XM_001588921.1.p1	XM_002996885.1.p1
OG0003835	XM_001585965.1.p1	XM_002908761.1.p1
OG0003836	XM_001589841.1.p1	XM_002998710.1.p1
OG0003841	XM_001586019.1.p1	XM_002907691.1.p1
OG0003843	XM_001586021.1.p1	XM_002997349.1.p1
OG0003846	XM_001586039.1.p1	XM_002907709.1.p1
OG0003848	XM_001597868.1.p1	XM_002896583.1.p1
OG0003855	XM_001588902.1.p1	XM_002903044.1.p1
OG0003861	XM_001594113.1.p1	XM_002909557.1.p1
OG0003863	XM_001594137.1.p1	XM_002907371.1.p2
OG0003867	XM_001585645.1.p1	XM_002906640.1.p1
OG0003868	XM_001585785.1.p1	XM_002903045.1.p1
OG0003873	XM_001587751.1.p1	XM_002906468.1.p1
OG0003886	XM_001596029.1.p1	XM_002904782.1.p1
OG0003888	XM_001595659.1.p1	XM_002900764.1.p1
OG0003894	XM_001585908.1.p1	XM_002899851.1.p1
OG0003897	XM_001594483.1.p1	XM_002907608.1.p1
OG0003899	XM_001589786.1.p1	XM_002897384.1.p1
OG0003906	XM_001598908.1.p1	XM_002909227.1.p1
OG0003907	XM_001598913.1.p1	XM_002903941.1.p1
OG0003911	XM_001586760.1.p1	XM_002909424.1.p2
OG0003916	XM_001585252.1.p1	XM_002898490.1.p1
OG0003918	XM_001585239.1.p1	XM_002902086.1.p1
OG0003919	XM_001589476.1.p1	XM_002895224.1.p1, XM_002904654.1.p1
OG0003921	XM_001590306.1.p1	XM_002907305.1.p1
OG0003923	XM_001593510.1.p1	XM_002907924.1.p1
OG0003925	XM_001593498.1.p1	XM_002904947.1.p1
OG0003926	XM_001593487.1.p1	XM_002906662.1.p1
OG0003932	XM_001591065.1.p1	XM_002896714.1.p1
OG0003934	XM_001591080.1.p1	XM_002902725.1.p1
OG0003936	XM_001591473.1.p1	XM_002909189.1.p1
OG0003943	XM_001590349.1.p1	XM_002905931.1.p1
OG0003944	XM_001585616.1.p1	XM_002896206.1.p1
OG0003956	XM_001593747.1.p1	XM_002903910.1.p1
OG0003957	XM_001593748.1.p1	XM_002908448.1.p1
OG0003962	XM_001591426.1.p1	XM_002901865.1.p1
OG0003963	XM_001591422.1.p1	XM_002901548.1.p1
OG0003968	XM_001594453.1.p1	XM_002905310.1.p1
OG0003970	XM_001592804.1.p1	XM_002903652.1.p1
OG0003973	XM_001597028.1.p1	XM_002902216.1.p1
OG0003977	XM_001584756.1.p1	XM_002897959.1.p1
OG0003978	XM_001584779.1.p1	XM_002898705.1.p1
OG0003979	XM_001588422.1.p1	XM_002909547.1.p1
OG0003988	XM_001585109.1.p1	XM_002906614.1.p1
OG0003993	XM_001592044.1.p1	XM_002896365.1.p1
OG0003995	XM_001597886.1.p1	XM_002998650.1.p1
OG0003996	XM_001597884.1.p1	XM_002900308.1.p1
OG0003998	XM_001597913.1.p1	XM_002906149.1.p1
OG0004002	XM_001594966.1.p1	XM_002907461.1.p1
OG0004003	XM_001591502.1.p1	XM_002900546.1.p1
OG0004004	XM_001591518.1.p1	XM_002901737.1.p1
OG0004009	XM_001584639.1.p1	XM_002997538.1.p1
OG0004012	XM_001592688.1.p1	XM_002906195.1.p1
OG0004016	XM_001593637.1.p1	XM_002906927.1.p1
OG0004018	XM_001590067.1.p1	XM_002907058.1.p1
OG0004020	XM_001587093.1.p1	XM_002909032.1.p1
OG0004023	XM_001590131.1.p1	XM_002900353.1.p2
OG0004025	XM_001588054.1.p1	XM_002997981.1.p1
OG0004026	XM_001588057.1.p1	XM_002907124.1.p1
OG0004033	XM_001586862.1.p1	XM_002906821.1.p1
OG0004042	XM_001597639.1.p1	XM_002900507.1.p1
OG0004043	XM_001597638.1.p1	XM_002899004.1.p1
OG0004049	XM_001593922.1.p1	XM_002904818.1.p1
OG0004051	XM_001593936.1.p1	XM_002907860.1.p1
OG0004052	XM_001593956.1.p1	XM_002905531.1.p1
OG0004056	XM_001593796.1.p1	XM_002904339.1.p1
OG0004057	XM_001593533.1.p1	XM_002998637.1.p1
OG0004063	XM_001590034.1.p1	XM_002907862.1.p1
OG0004065	XM_001590007.1.p1	XM_002897465.1.p1
OG0004067	XM_001595217.1.p1	XM_002908363.1.p1
OG0004070	XM_001595171.1.p1	XM_002895836.1.p1
OG0004073	XM_001592728.1.p1	XM_002908756.1.p1
OG0004083	XM_001590701.1.p1	XM_002906644.1.p1
OG0004085	XM_001587285.1.p1	XM_002895753.1.p1
OG0004091	XM_001584606.1.p1	XM_002908373.1.p1
OG0004092	XM_001584605.1.p1	XM_002899545.1.p1
OG0004096	XM_001595431.1.p1	XM_002907144.1.p1
OG0004098	XM_001593357.1.p1	XM_002897892.1.p1
OG0004101	XM_001593428.1.p1	XM_002908614.1.p1
OG0004102	XM_001598756.1.p1	XM_002899866.1.p1
OG0004119	XM_001589947.1.p1	XM_002905016.1.p1
OG0004120	XM_001589939.1.p1	XM_002903665.1.p1
OG0004122	XM_001589920.1.p1	XM_002999245.1.p1
OG0004131	XM_001595339.1.p1	XM_002903177.1.p1
OG0004132	XM_001595345.1.p1	XM_002906626.1.p1
OG0004134	XM_001586278.1.p1	XM_002901984.1.p1
OG0004136	XM_001597163.1.p1	XM_002908662.1.p1
OG0004143	XM_001590779.1.p1	XM_002907872.1.p1
OG0004145	XM_001590846.1.p1	XM_002906299.1.p1
OG0004148	XM_001595011.1.p1	XM_002904048.1.p1
OG0004149	XM_001589355.1.p1	XM_002904709.1.p1
OG0004150	XM_001589351.1.p1	XM_002900633.1.p1
OG0004152	XM_001589307.1.p1	XM_002902058.1.p1
OG0004158	XM_001586659.1.p1	XM_002895309.1.p1
OG0004159	XM_001595597.1.p1	XM_002909221.1.p1
OG0004164	XM_001593899.1.p1	XM_002900451.1.p1
OG0004168	XM_001593620.1.p1	XM_002896196.1.p1
OG0004170	XM_001595064.1.p1	XM_002900272.1.p1
OG0004171	XM_001595074.1.p1	XM_002902701.1.p1
OG0004180	XM_001598519.1.p1	XM_002899884.1.p1
OG0004181	XM_001598456.1.p1	XM_002901856.1.p1
OG0004182	XM_001598453.1.p1	XM_002906598.1.p1
OG0004184	XM_001596802.1.p1	XM_002900862.1.p1
OG0004190	XM_001598073.1.p1	XM_002900305.1.p1
OG0004191	XM_001598059.1.p1	XM_002901230.1.p1
OG0004192	XM_001598058.1.p1	XM_002902045.1.p1
OG0004196	XM_001597967.1.p1	XM_002906444.1.p1
OG0004205	XM_001592001.1.p1	XM_002905542.1.p1
OG0004211	XM_001597293.1.p1	XM_002895877.1.p1
OG0004221	XM_001596223.1.p1	XM_002904762.1.p1
OG0004222	XM_001596217.1.p1	XM_002906780.1.p1
OG0004224	XM_001596193.1.p1	XM_002998808.1.p1
OG0004230	XM_001592708.1.p1, XM_001597007.1.p1	XM_002899663.1.p1
OG0004231	XM_001592487.1.p1	XM_002999152.1.p1
OG0004242	XM_001591844.1.p1	XM_002909511.1.p1
OG0004243	XM_001591809.1.p1	XM_002908289.1.p1
OG0004244	XM_001591816.1.p1	XM_002907039.1.p1
OG0004246	XM_001595927.1.p1	XM_002897994.1.p1
OG0004248	XM_001595716.1.p1	XM_002907737.1.p1
OG0004249	XM_001590324.1.p1	XM_002998004.1.p1
OG0004251	XM_001595758.1.p1	XM_002895789.1.p1
OG0004253	XM_001595786.1.p1	XM_002906434.1.p1
OG0004258	XM_001588116.1.p1	XM_002909172.1.p1
OG0004259	XM_001588122.1.p1	XM_002904978.1.p1
OG0004264	XM_001588265.1.p1	XM_002899480.1.p1
OG0004269	XM_001590428.1.p1	XM_002896080.1.p1
OG0004275	XM_001595518.1.p1	XM_002997427.1.p1
OG0004280	XM_001590553.1.p1	XM_002903885.1.p1
OG0004284	XM_001584893.1.p1	XM_002902253.1.p1
OG0004290	XM_001596939.1.p1	XM_002900645.1.p1
OG0004292	XM_001592453.1.p1	XM_002907667.1.p1, XM_002906238.1.p1
OG0004294	XM_001592441.1.p1	XM_002897190.1.p1
OG0004306	XM_001597823.1.p1	XM_002900046.1.p1
OG0004307	XM_001589240.1.p1	XM_002899991.1.p1
OG0004308	XM_001597380.1.p1	XM_002909014.1.p1
OG0004312	XM_001597622.1.p1	XM_002905967.1.p2
OG0004314	XM_001597588.1.p1	XM_002901651.1.p1
OG0004320	XM_001597507.1.p1	XM_002907499.1.p1
OG0004321	XM_001584720.1.p1	XM_002908497.1.p1
OG0004322	XM_001596706.1.p1	XM_002904159.1.p1
OG0004332	XM_001598681.1.p1	XM_002901669.1.p1
OG0004333	XM_001587267.1.p1	XM_002998939.1.p1
OG0004334	XM_001593297.1.p1	XM_002997123.1.p1
OG0004338	XM_001587119.1.p1	XM_002997884.1.p1, XM_002997885.1.p1
OG0004339	XM_001587154.1.p1	XM_002903260.1.p1
OG0004343	XM_001587189.1.p1	XM_002898692.1.p1
OG0004345	XM_001593201.1.p1	XM_002900983.1.p1
OG0004351	XM_001592764.1.p1	XM_002906445.1.p1
OG0004353	XM_001592887.1.p1	XM_002905367.1.p1
OG0004356	XM_001589406.1.p1	XM_002896291.1.p1
OG0004361	XM_001596258.1.p1	XM_002907616.1.p1
OG0004371	XM_001598215.1.p1	XM_002897969.1.p1
OG0004373	XM_001598191.1.p1	XM_002997310.1.p1
OG0004374	XM_001598169.1.p1	XM_002907110.1.p1
OG0004376	XM_001598156.1.p1	XM_002905168.1.p1
OG0004377	XM_001594879.1.p1	XM_002998281.1.p1
OG0004380	XM_001594864.1.p1	XM_002898069.1.p1, XM_002898068.1.p1
OG0004381	XM_001594865.1.p1	XM_002902453.1.p1
OG0004382	XM_001594826.1.p1	XM_002897839.1.p1
OG0004383	XM_001594821.1.p1	XM_002896984.1.p1
OG0004386	XM_001594772.1.p1	XM_002897881.1.p1
OG0004391	XM_001594362.1.p1	XM_002908014.1.p1
OG0004396	XM_001594239.1.p1	XM_002998573.1.p1
OG0004398	XM_001594209.1.p1	XM_002903919.1.p1
OG0004401	XM_001594669.1.p1	XM_002899969.1.p1
OG0004403	XM_001594594.1.p1	XM_002896650.1.p1
OG0004408	XM_001585918.1.p1	XM_002902218.1.p1
OG0004411	XM_001585877.1.p1	XM_002895769.1.p1
OG0004413	XM_001586008.1.p1	XM_002897480.1.p1
OG0004416	XM_001594142.1.p1	XM_002907326.1.p1
OG0004423	XM_001594943.1.p1	XM_002900837.1.p1
OG0004426	XM_001594917.1.p1	XM_002903772.1.p1
OG0004434	XM_001594541.1.p1	XM_002895705.1.p1
OG0004435	XM_001594557.1.p1	XM_002904878.1.p1
OG0004436	XM_001594558.1.p1	XM_002907009.1.p1
OG0004438	XM_001594621.1.p1	XM_002900508.1.p1
OG0004454	XM_001586185.1.p1	XM_002897446.1.p1
OG0004455	XM_001586192.1.p1	XM_002998869.1.p1
OG0004456	XM_001586300.1.p1	XM_002909044.1.p1
OG0004459	XM_001586222.1.p1	XM_002900892.1.p1
OG0004462	XM_001586117.1.p1	XM_002907869.1.p1
OG0004471	XM_001597520.1.p1	XM_002899467.1.p1
OG0004472	XM_001597525.1.p1	XM_002898106.1.p1
OG0004479	XM_001597373.1.p1	XM_002897748.1.p1
OG0004494	XM_001587696.1.p1	XM_002902678.1.p1
OG0004504	XM_001586821.1.p1	XM_002898469.1.p1
OG0004518	XM_001598465.1.p1	XM_002998943.1.p1
OG0004532	XM_001598208.1.p1	XM_002898685.1.p1
OG0004534	XM_001598171.1.p1	XM_002909024.1.p1
OG0004539	XM_001598056.1.p1	XM_002997879.1.p1
OG0004540	XM_001598054.1.p1	XM_002907030.1.p1
OG0004543	XM_001598017.1.p1	XM_002900644.1.p1
OG0004555	XM_001597866.1.p1	XM_002901348.1.p1
OG0004556	XM_001585728.1.p1	XM_002907670.1.p1
OG0004559	XM_001590360.1.p1	XM_002906415.1.p1
OG0004579	XM_001591246.1.p1	XM_002908868.1.p1
OG0004588	XM_001588278.1.p1	XM_002897927.1.p1
OG0004591	XM_001588433.1.p1	XM_002895708.1.p1
OG0004598	XM_001592823.1.p1	XM_002909169.1.p1
OG0004601	XM_001592921.1.p1	XM_002899393.1.p1
OG0004605	XM_001593092.1.p1	XM_002899612.1.p1
OG0004611	XM_001593218.1.p1	XM_002900553.1.p1
OG0004613	XM_001587191.1.p1	XM_002901242.1.p1
OG0004614	XM_001587177.1.p1	XM_002997396.1.p1
OG0004615	XM_001587139.1.p1	XM_002899088.1.p1
OG0004616	XM_001593309.1.p1	XM_002906507.1.p1, XM_002899979.1.p1
OG0004624	XM_001587011.1.p1	XM_002908321.1.p1
OG0004626	XM_001589631.1.p1	XM_002902517.1.p1, XM_002902540.1.p1
OG0004633	XM_001596377.1.p1	XM_002906418.1.p1
OG0004635	XM_001589695.1.p1	XM_002906716.1.p1
OG0004637	XM_001596428.1.p1	XM_002903985.1.p1
OG0004639	XM_001589538.1.p1	XM_002998369.1.p1
OG0004642	XM_001596635.1.p1	XM_002902008.1.p1
OG0004645	XM_001596689.1.p1	XM_002908628.1.p1
OG0004648	XM_001584724.1.p1	XM_002904877.1.p1
OG0004649	XM_001584777.1.p1	XM_002997712.1.p1
OG0004651	XM_001585567.1.p1	XM_002998755.1.p1, XM_002997088.1.p1
OG0004654	XM_001596787.1.p1	XM_002997283.1.p1
OG0004655	XM_001596786.1.p1	XM_002908484.1.p1
OG0004659	XM_001597106.1.p1	XM_002909185.1.p1
OG0004666	XM_001597727.1.p1	XM_002906631.1.p1
OG0004670	XM_001589287.1.p1	XM_002894969.1.p1
OG0004684	XM_001595340.1.p1	XM_002905078.1.p1
OG0004687	XM_001595225.1.p1	XM_002900477.1.p1
OG0004694	XM_001595060.1.p1	XM_002906382.1.p1
OG0004698	XM_001587289.1.p1	XM_002899945.1.p1
OG0004710	XM_001587424.1.p1	XM_002907596.1.p1
OG0004711	XM_001587505.1.p1	XM_002902634.1.p1
OG0004713	XM_001587589.1.p1	XM_002906428.1.p1
OG0004719	XM_001593501.1.p1	XM_002997332.1.p1
OG0004723	XM_001593603.1.p1	XM_002900637.1.p1
OG0004728	XM_001593939.1.p1	XM_002900051.1.p1
OG0004733	XM_001594062.1.p1	XM_002895685.1.p1
OG0004738	XM_001584816.1.p1	XM_002897165.1.p1
OG0004752	XM_001591795.1.p1	XM_002905322.1.p1
OG0004754	XM_001591838.1.p1	XM_002902587.1.p1
OG0004756	XM_001586619.1.p1	XM_002908671.1.p1
OG0004757	XM_001591448.1.p1	XM_002998928.1.p1
OG0004762	XM_001586529.1.p1	XM_002902494.1.p1
OG0004769	XM_001586421.1.p1	XM_002898485.1.p1
OG0004770	XM_001586398.1.p1	XM_002896783.1.p1
OG0004781	XM_001596990.1.p1	XM_002897759.1.p1
OG0004783	XM_001592498.1.p1	XM_002997829.1.p1
OG0004799	XM_001597039.1.p1	XM_002906001.1.p1
OG0004800	XM_001596916.1.p1	XM_002909222.1.p1
OG0004802	XM_001596929.1.p1	XM_002905269.1.p1
OG0004810	XM_001590650.1.p1	XM_002997732.1.p1
OG0004822	XM_001590727.1.p1	XM_002998933.1.p1
OG0004824	XM_001585214.1.p1	XM_002906715.1.p1
OG0004834	XM_001585238.1.p1	XM_002907181.1.p1
OG0004848	XM_001596201.1.p1	XM_002896963.1.p1
OG0004852	XM_001589833.1.p1	XM_002906164.1.p1
OG0004859	XM_001585549.1.p1	XM_002900615.1.p1
OG0004863	XM_001588562.1.p1	XM_002907983.1.p1
OG0004872	XM_001588813.1.p1	XM_002894973.1.p1
OG0004876	XM_001588744.1.p1	XM_002908909.1.p1
OG0004877	XM_001588736.1.p1	XM_002896726.1.p1
OG0004884	XM_001591302.1.p1	XM_002902841.1.p1, XM_002902844.1.p1
OG0004887	XM_001591238.1.p1	XM_002904070.1.p1
OG0004891	XM_001591068.1.p1	XM_002906825.1.p1
OG0004896	XM_001591165.1.p1	XM_002897840.1.p1, XM_002900610.1.p1, XM_002908627.1.p1
OG0004915	XM_001589887.1.p1	XM_002905335.1.p1
OG0004916	XM_001589929.1.p1	XM_002900955.1.p1
OG0004920	XM_001589981.1.p1	XM_002900182.1.p1
OG0004941	XM_001597524.1.p1	XM_002997181.1.p1
OG0004942	XM_001585084.1.p1	XM_002903242.1.p1
OG0004972	XM_001594372.1.p1	XM_002999261.1.p1
OG0005235	XM_001591169.1.p1	XM_002909588.1.p1
OG0005464	XM_001590215.1.p1	XM_002907607.1.p1
OG0005478	XM_001596002.1.p1	XM_002906208.1.p1
OG0005594	XM_001598750.1.p1	XM_002907466.1.p1
OG0005637	XM_001595336.1.p1	XM_002907782.1.p1
OG0005827	XM_001586150.1.p1	XM_002904827.1.p1
OG0005949	XM_001590649.1.p1	XM_002998525.1.p1
OG0006024	XM_001597537.1.p1	XM_002902878.1.p1
OG0006062	XM_001587136.1.p1	XM_002904161.1.p1
OG0006227	XM_001594430.1.p1	XM_002902061.1.p1
OG0006242	XM_001594542.1.p1	XM_002907861.1.p1
OG0006297	XM_001593098.1.p1	XM_002996960.1.p1, XM_002894880.1.p1
OG0006332	XM_001587796.1.p1	XM_002902674.1.p1
OG0006468	XM_001588030.1.p1	XM_002908047.1.p1
OG0006480	XM_001595707.1.p1	XM_002907718.1.p1
OG0006735	XM_001587439.1.p1	XM_002900237.1.p1
OG0006736	XM_001587436.1.p1	XM_002896526.1.p1
OG0006743	XM_001587551.1.p1	XM_002896339.1.p1
OG0006938	XM_001590458.1.p1	XM_002901677.1.p1
OG0006951	XM_001590651.1.p1	XM_002899748.1.p1
OG0007074	XM_001588908.1.p1	XM_002895969.1.p1
OG0007078	XM_001584704.1.p1	XM_002899273.1.p1, XM_002901877.1.p1
OG0007090	XM_001591241.1.p1	XM_002900993.1.p1
OG0007138	XM_001589874.1.p1	XM_002898973.1.p1
OG0007182	XM_001585694.1.p1	XM_002908160.1.p1
OG0007184	XM_001589456.1.p1	XM_002901449.1.p1
OG0007269	XM_001591055.1.p1	XM_002897181.1.p1
OG0007359	XM_001590859.1.p1	XM_002906895.1.p1, XM_002896916.1.p1, XM_002909938.1.p1
OG0007451	XM_001591373.1.p1	XM_002998560.1.p1
OG0007534	XM_001589016.1.p1	XM_002903846.1.p1
OG0007583	XM_001596467.1.p1	XM_002898201.1.p1
OG0007588	XM_001585909.1.p1	XM_002897540.1.p1
OG0007631	XM_001591308.1.p1	XM_002902760.1.p1
OG0007742	XM_001597695.1.p1	XM_002905038.1.p1
OG0007854	XM_001596972.1.p1	XM_002902412.1.p1
OG0007900	XM_001590880.1.p1	XM_002905744.1.p1
OG0007934	XM_001593271.1.p1	XM_002905088.1.p1
OG0007952	XM_001598293.1.p1	XM_002898296.1.p1
OG0011866	XM_001589729.1.p1	XM_002902609.1.p1
OG0012327	XM_001594899.1.p1	XM_002998588.1.p1
