Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Saccharomyces_cerevisiae_rna_prot
OG0003733	XM_001595678.1.p1	NM_001179872.3.p1
OG0003736	XM_001585584.1.p1, XM_001585583.1.p1	NM_001180979.1.p1
OG0003737	XM_001591238.1.p1	NM_001180017.1.p1
OG0003738	XM_001590499.1.p1	NM_001180416.3.p1
OG0003739	XM_001595992.1.p1	NM_001182864.3.p1
OG0003740	XM_001593102.1.p1	NM_001179953.1.p1
OG0003741	XM_001585568.1.p1	NM_001182780.1.p1, NM_001182471.1.p1
OG0003746	XM_001589351.1.p1	NM_001180987.3.p1
OG0003748	XM_001597031.1.p1	NM_001181446.1.p1
OG0003749	XM_001597300.1.p1	NM_001178247.1.p1
OG0003750	XM_001594821.1.p1	NM_001183397.1.p1
OG0003753	XM_001598295.1.p1	NM_001181826.1.p1
OG0003755	XM_001595786.1.p1	NM_001178658.1.p1
OG0003757	XM_001598534.1.p1	NM_001183111.1.p1
OG0003760	XM_001595445.1.p1	NM_001180780.3.p1
OG0003761	XM_001594216.1.p1	NM_001182079.1.p1
OG0003763	XM_001590122.1.p1	NM_001181675.1.p1
OG0003764	XM_001587387.1.p1	NM_001180457.1.p1
OG0003767	XM_001591700.1.p1	NM_001182003.1.p1
OG0003769	XM_001594158.1.p1	NM_001183110.1.p1
OG0003770	XM_001587804.1.p1	NM_001178397.1.p1, NM_001180334.3.p1
OG0003793	XM_001592006.1.p1	NM_001182328.3.p1
OG0003796	XM_001585850.1.p1	NM_001183910.1.p1
OG0003799	XM_001597481.1.p1	NM_001181103.1.p1
OG0003800	XM_001593207.1.p1	NM_001182019.1.p1
OG0003802	XM_001589920.1.p1	NM_001178449.3.p1
OG0003803	XM_001594389.1.p1	NM_001182794.1.p1
OG0003805	XM_001593220.1.p1	NM_001178431.3.p1
OG0003812	XM_001589490.1.p1	NM_001180958.1.p1
OG0003813	XM_001594866.1.p1	NM_001183628.1.p1
OG0003814	XM_001597385.1.p1	NM_001182430.1.p1
OG0003817	XM_001597953.1.p1	NM_001178514.1.p1
OG0003818	XM_001598097.1.p1, XM_001595022.1.p1	NM_001178779.1.p1
OG0003819	XM_001590821.1.p1	NM_001179990.1.p1
OG0003820	XM_001594791.1.p1	NM_001180707.3.p1, NM_001181791.1.p1
OG0003821	XM_001594916.1.p1	NM_001178184.1.p1
OG0003823	XM_001585722.1.p1	NM_001180708.3.p1
OG0003827	XM_001588981.1.p1	NM_001181084.1.p1
OG0003828	XM_001595629.1.p1	NM_001180778.2.p1
OG0003829	XM_001592388.1.p1	NM_001182226.1.p1
OG0003830	XM_001592300.1.p1	NM_001180429.3.p1
OG0003831	XM_001598848.1.p1	NM_001180170.1.p1
OG0003832	XM_001592442.1.p1	NM_001180262.1.p1
OG0003835	XM_001594414.1.p1	NM_001180272.1.p1
OG0003836	XM_001593010.1.p1	NM_001180667.3.p1
OG0003837	XM_001590278.1.p1	NM_001180545.3.p1
OG0003838	XM_001594307.1.p1	NM_001181409.1.p1
OG0003841	XM_001590689.1.p1	NM_001178212.1.p1
OG0003842	XM_001590704.1.p1	NM_001183686.1.p1, NM_001180274.1.p1, NM_001183021.1.p1, NM_001180084.1.p1
OG0003843	XM_001595507.1.p1	NM_001180701.1.p1
OG0003848	XM_001588130.1.p1	NM_001184074.1.p1
OG0003849	XM_001588078.1.p1	NM_001179032.1.p1
OG0003850	XM_001595204.1.p1	NM_001181516.1.p1, NM_001179809.3.p1
OG0003851	XM_001598355.1.p1	NM_001182811.1.p1
OG0003852	XM_001591301.1.p1	NM_001180103.1.p1
OG0003854	XM_001594699.1.p1	NM_001180398.1.p1
OG0003855	XM_001597960.1.p1	NM_001181693.1.p1
OG0003858	XM_001585494.1.p1	NM_001178679.1.p1
OG0003859	XM_001595689.1.p1	NM_001182967.1.p1
OG0003861	XM_001591373.1.p1	NM_001178942.1.p1
OG0003862	XM_001587847.1.p1	NM_001180076.3.p1
OG0003863	XM_001588105.1.p1	NM_001179143.1.p1
OG0003869	XM_001584606.1.p1	NM_001180261.1.p1
OG0003873	XM_001597671.1.p1	NM_001180613.1.p1
OG0003874	XM_001593917.1.p1	NM_001179227.1.p1, NM_001180656.1.p1
OG0003875	XM_001591478.1.p1	NM_001179399.1.p1
OG0003877	XM_001595659.1.p1	NM_001180424.1.p1
OG0003878	XM_001592696.1.p1	NM_001183257.1.p1
OG0003879	XM_001592927.1.p1	NM_001180661.1.p1, NM_001179236.1.p1
OG0003881	XM_001589924.1.p1	NM_001181358.1.p1
OG0003882	XM_001587776.1.p1	NM_001179549.3.p1
OG0003883	XM_001591862.1.p1	NM_001182718.1.p1
OG0003893	XM_001589968.1.p1	NM_001178170.2.p1
OG0003901	XM_001594983.1.p1	NM_001182378.1.p1
OG0003907	XM_001586511.1.p1	NM_001179613.1.p1
OG0003910	XM_001584595.1.p1	NM_001180178.1.p1
OG0003911	XM_001592453.1.p1	NM_001178765.1.p1
OG0003912	XM_001594430.1.p1	NM_001183309.1.p1
OG0003913	XM_001591545.1.p1	NM_001178722.1.p1
OG0003916	XM_001590917.1.p1	NM_001182001.1.p1
OG0003918	XM_001586863.1.p1	NM_001180453.1.p1, NM_001182018.1.p1
OG0003920	XM_001597829.1.p1	NM_001181711.3.p1
OG0003923	XM_001586042.1.p1	NM_001179999.1.p1
OG0003924	XM_001598289.1.p1	NM_001180960.3.p1
OG0003925	XM_001595746.1.p1	NM_001181479.1.p1
OG0003926	XM_001590218.1.p1	NM_001178816.1.p1
OG0003927	XM_001587253.1.p1	NM_001183652.1.p1, NM_001183955.1.p1
OG0003928	XM_001584862.1.p1	NM_001183844.1.p1
OG0003933	XM_001593106.1.p1	NM_001182134.1.p1
OG0003936	XM_001597811.1.p1	NM_001178291.1.p1
OG0003938	XM_001589110.1.p1	NM_001180192.1.p1
OG0003939	XM_001598750.1.p1	NM_001182614.1.p1
OG0003940	XM_001598224.1.p1	NM_001179502.3.p1
OG0003941	XM_001591630.1.p1	NM_001180426.3.p1
OG0003943	XM_001585274.1.p1	NM_001184028.1.p1
OG0003944	XM_001597389.1.p1	NM_001180034.1.p1
OG0003945	XM_001588061.1.p1	NM_001179438.1.p1
OG0003946	XM_001595793.1.p1	NM_001178418.1.p1
OG0003947	XM_001595202.1.p1	NM_001178830.1.p1
OG0003948	XM_001585427.1.p1	NM_001183998.1.p1
OG0003950	XM_001585694.1.p1	NM_001183148.1.p1
OG0003952	XM_001598823.1.p1	NM_001178325.1.p1, NM_001179004.1.p1
OG0003954	XM_001596071.1.p1	NM_001182510.1.p1
OG0003957	XM_001585377.1.p1	NM_001184139.1.p1, NM_001181748.1.p1
OG0003961	XM_001586759.1.p1	NM_001183671.1.p1
OG0003964	XM_001591833.1.p1	NM_001184474.3.p1
OG0003970	XM_001597503.1.p1	NM_001181822.1.p1
OG0003974	XM_001591080.1.p1	NM_001181225.3.p1
OG0003976	XM_001596815.1.p1	NM_001179920.1.p1
OG0003977	XM_001586216.1.p1	NM_001179921.1.p1
OG0003981	XM_001593865.1.p1	NM_001183051.1.p1
OG0003982	XM_001584701.1.p1	NM_001183642.3.p1
OG0003984	XM_001587871.1.p1	NM_001181438.1.p1
OG0003985	XM_001587696.1.p1	NM_001181098.1.p1
OG0003986	XM_001587351.1.p1	NM_001181517.1.p1, NM_001179811.4.p1
OG0003988	XM_001592372.1.p1	NM_001180760.3.p1
OG0003989	XM_001592825.1.p1	NM_001180483.3.p1
OG0003990	XM_001594912.1.p1	NM_001182403.1.p1
OG0003991	XM_001587125.1.p1	NM_001180738.1.p1
OG0003992	XM_001586074.1.p1	NM_001178588.3.p1
OG0003994	XM_001588301.1.p1	NM_001180482.1.p1
OG0003996	XM_001595805.1.p1	NM_001180885.1.p1
OG0003998	XM_001590230.1.p1	NM_001182170.1.p1
OG0004000	XM_001586718.1.p1	NM_001183329.2.p1
OG0004001	XM_001586798.1.p1	NM_001179570.1.p1
OG0004004	XM_001596706.1.p1	NM_001180950.1.p1
OG0004005	XM_001597575.1.p1	NM_001183549.4.p1
OG0004010	XM_001598856.1.p1	NM_001178676.1.p1
OG0004017	XM_001585386.1.p1	NM_001180931.1.p1
OG0004018	XM_001594861.1.p1	NM_001182651.1.p1
OG0004019	XM_001584639.1.p1	NM_001181847.1.p1
OG0004020	XM_001593819.1.p1	NM_001179169.1.p1
OG0004027	XM_001591038.1.p1	NM_001179237.1.p1
OG0004028	XM_001584565.1.p1	NM_001178978.1.p1
OG0004029	XM_001596201.1.p1	NM_001183793.3.p1
OG0004030	XM_001586409.1.p1	NM_001182180.1.p1
OG0004033	XM_001598303.1.p1	NM_001183436.1.p1
OG0004034	XM_001585771.1.p1	NM_001182975.3.p1
OG0004037	XM_001586772.1.p1	NM_001181086.1.p1
OG0004038	XM_001592686.1.p1	NM_001180013.1.p1
OG0004039	XM_001595990.1.p1	NM_001178159.1.p1
OG0004042	XM_001596377.1.p1	NM_001183997.1.p1
OG0004047	XM_001587186.1.p1	NM_001182078.1.p1
OG0004048	XM_001597198.1.p1	NM_001181832.1.p1, NM_001181907.1.p1
OG0004052	XM_001593201.1.p1	NM_001182051.1.p1, NM_001180485.1.p1, NM_001183716.4.p1
OG0004053	XM_001597936.1.p1	NM_001183310.1.p1, NM_001184072.1.p1, NM_001184218.2.p1
OG0004055	XM_001596795.1.p1	NM_001183096.1.p1
OG0004059	XM_001597340.1.p1	NM_001180694.3.p1
OG0004060	XM_001588142.1.p1	NM_001182390.1.p1
OG0004064	XM_001587139.1.p1	NM_001183731.3.p1
OG0004065	XM_001588915.1.p1	NM_001181694.3.p1
OG0004066	XM_001588029.1.p1	NM_001178260.1.p1
OG0004067	XM_001596346.1.p1, XM_001593133.1.p1	NM_001182241.1.p1
OG0004070	XM_001595715.1.p1	NM_001179783.1.p1
OG0004071	XM_001588462.1.p1	NM_001181106.1.p1
OG0004072	XM_001590473.1.p1	NM_001180728.1.p1, NM_001181143.3.p1
OG0004074	XM_001592326.1.p1	NM_001180399.3.p1
OG0004100	XM_001587796.1.p1	NM_001179992.1.p1
OG0004101	XM_001586231.1.p1	NM_001179932.2.p1
OG0004102	XM_001595481.1.p1	NM_001181965.1.p1
OG0004105	XM_001594578.1.p1, XM_001591341.1.p1	NM_001182541.1.p1
OG0004108	XM_001596257.1.p1	NM_001179321.1.p1
OG0004112	XM_001587729.1.p1	NM_001183543.3.p1
OG0004113	XM_001586871.1.p1	NM_001180921.2.p1, NM_001178562.1.p1
OG0004117	XM_001587411.1.p1	NM_001181469.1.p1
OG0004122	XM_001586297.1.p1	NM_001182565.1.p1
OG0004124	XM_001593109.1.p1	NM_001182715.1.p1
OG0004125	XM_001589044.1.p1	NM_001181273.1.p1
OG0004126	XM_001590925.1.p1	NM_001184257.1.p1
OG0004127	XM_001597098.1.p1	NM_001181974.1.p1
OG0004128	XM_001587297.1.p1	NM_001181294.1.p1
OG0004129	XM_001592074.1.p1	NM_001182311.3.p1
OG0004133	XM_001594664.1.p1	NM_001182385.1.p1, NM_001180759.3.p1
OG0004135	XM_001597039.1.p1	NM_001181034.1.p1
OG0004147	XM_001594759.1.p1	NM_001181412.3.p1, NM_001182821.1.p1
OG0004150	XM_001591635.1.p1	NM_001181278.1.p1
OG0004151	XM_001594123.1.p1	NM_001182219.1.p1
OG0004152	XM_001591483.1.p1	NM_001180487.3.p1
OG0004155	XM_001595732.1.p1	NM_001183620.3.p1
OG0004157	XM_001595925.1.p1	NM_001179278.1.p1
OG0004167	XM_001591237.1.p1	NM_001183868.1.p1
OG0004168	XM_001595807.1.p1	NM_001183635.3.p1
OG0004174	XM_001589323.1.p1	NM_001181958.1.p1
OG0004175	XM_001591050.1.p1	NM_001182771.1.p1
OG0004176	XM_001584528.1.p1	NM_001181162.3.p1
OG0004177	XM_001596852.1.p1	NM_001183131.1.p1, NM_001183366.1.p1
OG0004178	XM_001597912.1.p1	NM_001178189.1.p1
OG0004180	XM_001598028.1.p1	NM_001180114.1.p1
OG0004181	XM_001598073.1.p1	NM_001180226.1.p1
OG0004187	XM_001584721.1.p1	NM_001183983.1.p1
OG0004189	XM_001584804.1.p1	NM_001180596.1.p1
OG0004190	XM_001587798.1.p1	NM_001179685.1.p1
OG0004193	XM_001595953.1.p1	NM_001179656.1.p1
OG0004197	XM_001591711.1.p1	NM_001179261.1.p1, NM_001182982.1.p1
OG0004198	XM_001597051.1.p1	NM_001181364.1.p1
OG0004200	XM_001592185.1.p1	NM_001181946.1.p1
OG0004201	XM_001589275.1.p1	NM_001182707.1.p1
OG0004205	XM_001596800.1.p1	NM_001180720.3.p1
OG0004206	XM_001593246.1.p1	NM_001180570.3.p1
OG0004207	XM_001598773.1.p1	NM_001178278.1.p1
OG0004217	XM_001585615.1.p1	NM_001180079.3.p1
OG0004219	XM_001597382.1.p1	NM_001183089.1.p1
OG0004224	XM_001584586.1.p1	NM_001180624.3.p1
OG0004226	XM_001584636.1.p1	NM_001183117.1.p1
OG0004227	XM_001593970.1.p1	NM_001182080.1.p1
OG0004229	XM_001594198.1.p1	NM_001181782.3.p1
OG0004230	XM_001594906.1.p1	NM_001184083.1.p1
OG0004239	XM_001596879.1.p1	NM_001181080.1.p1
OG0004240	XM_001594464.1.p1	NM_001181337.1.p1
OG0004241	XM_001588092.1.p1	NM_001183441.1.p1
OG0004243	XM_001596942.1.p1	NM_001181487.3.p1
OG0004244	XM_001598190.1.p1	NM_001181987.1.p1
OG0004250	XM_001594927.1.p1	NM_001180806.3.p1
OG0004256	XM_001589978.1.p1	NM_001178952.2.p1
OG0004259	XM_001594108.1.p1	NM_001182540.1.p1
OG0004260	XM_001594763.1.p1	NM_001181301.3.p1
OG0004265	XM_001594574.1.p1	NM_001182953.1.p1
OG0004267	XM_001590599.1.p1	NM_001180675.1.p1
OG0004270	XM_001590885.1.p1	NM_001181440.1.p1
OG0004271	XM_001590882.1.p1	NM_001182070.1.p1, NM_001180809.1.p1
OG0004277	XM_001597656.1.p1	NM_001182617.1.p1
OG0004278	XM_001587399.1.p1	NM_001182868.3.p1, NM_001179433.3.p1
OG0004279	XM_001597132.1.p1	NM_001178511.3.p1
OG0004280	XM_001593341.1.p1	NM_001179638.1.p1, NM_001182551.1.p1
OG0004286	XM_001589827.1.p1	NM_001178624.3.p1
OG0004287	XM_001594458.1.p1	NM_001181668.3.p1
OG0004289	XM_001585963.1.p1, XM_001585964.1.p1	NM_001183537.1.p1
OG0004290	XM_001588235.1.p1	NM_001180179.1.p1
OG0004291	XM_001586906.1.p1	NM_001181560.1.p1
OG0004292	XM_001591485.1.p1	NM_001178179.1.p1
OG0004294	XM_001597893.1.p1	NM_001180202.1.p1
OG0004295	XM_001588317.1.p1	NM_001181496.1.p1
OG0004301	XM_001598092.1.p1	NM_001178283.1.p1
OG0004302	XM_001585925.1.p1	NM_001178859.1.p1
OG0004305	XM_001594588.1.p1	NM_001178519.3.p1
OG0004306	XM_001587183.1.p1	NM_001178510.1.p1
OG0004316	XM_001586205.1.p1	NM_001181525.1.p1
OG0004320	XM_001585445.1.p1	NM_001183942.1.p1
OG0004321	XM_001597106.1.p1	NM_001179033.3.p1
OG0004322	XM_001597663.1.p1	NM_001183725.1.p1
OG0004323	XM_001595604.1.p1	NM_001178819.1.p1
OG0004326	XM_001585374.1.p1	NM_001180793.3.p1
OG0004327	XM_001585373.1.p1	NM_001184030.1.p1, NM_001180998.1.p1
OG0004373	XM_001593616.1.p1	NM_001182826.1.p1
OG0004374	XM_001587632.1.p1	NM_001183677.1.p1
OG0004378	XM_001586033.1.p1	NM_001178621.1.p1, NM_001181481.1.p1
OG0004386	XM_001588200.1.p1	NM_001179909.1.p1
OG0004392	XM_001586292.1.p1	NM_001179110.1.p1
OG0004394	XM_001593011.1.p1	NM_001179263.1.p1, NM_001182994.3.p1
OG0004395	XM_001598208.1.p1	NM_001180644.3.p1
OG0004397	XM_001590697.1.p1	NM_001181211.1.p1
OG0004398	XM_001590940.1.p1	NM_001179956.1.p1
OG0004399	XM_001595493.1.p1	NM_001179761.1.p1
OG0004403	XM_001595823.1.p1	NM_001179018.3.p1
OG0004405	XM_001598557.1.p1	NM_001182271.3.p1
OG0004406	XM_001591847.1.p1	NM_001184176.1.p1
OG0004408	XM_001590896.1.p1	NM_001178744.1.p1
OG0004410	XM_001590349.1.p1	NM_001182700.1.p1
OG0004414	XM_001595234.1.p1	NM_001182850.1.p1
OG0004415	XM_001593007.1.p1	NM_001183262.1.p1
OG0004418	XM_001594473.1.p1	NM_001182530.1.p1
OG0004428	XM_001590142.1.p1	NM_001181150.1.p1
OG0004435	XM_001584627.1.p1	NM_001183322.1.p1
OG0004436	XM_001595719.1.p1	NM_001184172.1.p1
OG0004440	XM_001598404.1.p1	NM_001180636.3.p1
OG0004444	XM_001586861.1.p1	NM_001179084.1.p1
OG0004447	XM_001589086.1.p1	NM_001182327.1.p1
OG0004449	XM_001585734.1.p1	NM_001178571.3.p1
OG0004455	XM_001590351.1.p1	NM_001183506.1.p1
OG0004458	XM_001590366.1.p1	NM_001179609.1.p1, NM_001182512.1.p1
OG0004461	XM_001588736.1.p1	NM_001181339.1.p1
OG0004464	XM_001598438.1.p1	NM_001183129.1.p1
OG0004467	XM_001594608.1.p1	NM_001181802.1.p1
OG0004469	XM_001587615.1.p1	NM_001179935.1.p1
OG0004481	XM_001596056.1.p1	NM_001183456.1.p1
OG0004482	XM_001585908.1.p1	NM_001182670.1.p1
OG0004483	XM_001585287.1.p1	NM_001179831.1.p1
OG0004484	XM_001588166.1.p1	NM_001180135.1.p1
OG0004487	XM_001587373.1.p1	NM_001183995.1.p1
OG0004488	XM_001585319.1.p1	NM_001180597.1.p1
OG0004492	XM_001588785.1.p1	NM_001181616.2.p1
OG0004493	XM_001593167.1.p1	NM_001183263.1.p1
OG0004495	XM_001593305.1.p1	NM_001183607.3.p1
OG0004496	XM_001592887.1.p1	NM_001178619.3.p1
OG0004498	XM_001585421.1.p1, XM_001595558.1.p1	NM_001183442.1.p1
OG0004500	XM_001596908.1.p1	NM_001182210.1.p1
OG0004501	XM_001587289.1.p1	NM_001183574.3.p1
OG0004502	XM_001591622.1.p1	NM_001179414.2.p1
OG0004504	XM_001587367.1.p1	NM_001179687.1.p1, NM_001182602.1.p1
OG0004505	XM_001595431.1.p1	NM_001179853.3.p1
OG0004506	XM_001598138.1.p1	NM_001181591.1.p1, NM_001181593.1.p1, NM_001179729.1.p1, NM_001179730.1.p1, NM_001181592.1.p1
OG0004514	XM_001588722.1.p1	NM_001183499.1.p1
OG0004517	XM_001594468.1.p1	NM_001179977.1.p1, NM_001183273.1.p1, NM_001182561.1.p1
OG0004521	XM_001588234.1.p1	NM_001181458.3.p1
OG0004523	XM_001598299.1.p1	NM_001183621.1.p1
OG0004524	XM_001586222.1.p1	NM_001180638.1.p1
OG0004527	XM_001598050.1.p1	NM_001180349.1.p1
OG0004531	XM_001584929.1.p1	NM_001178561.1.p1
OG0004533	XM_001593044.1.p1	NM_001180469.3.p1
OG0004535	XM_001588663.1.p1	NM_001179495.1.p1
OG0004537	XM_001597882.1.p1	NM_001179212.1.p1
OG0004544	XM_001595838.1.p1	NM_001183044.1.p1
OG0004546	XM_001594823.1.p1	NM_001180716.3.p1
OG0004548	XM_001591054.1.p1	NM_001180965.1.p1
OG0004552	XM_001586581.1.p1	NM_001178697.1.p1
OG0004553	XM_001598222.1.p1	NM_001181771.1.p1
OG0004554	XM_001598540.1.p1	NM_001181016.1.p1
OG0004555	XM_001596217.1.p1	NM_001182360.1.p1
OG0004559	XM_001594885.1.p1	NM_001183921.1.p1
OG0004564	XM_001590529.1.p1	NM_001180122.1.p1
OG0004568	XM_001584896.1.p1	NM_001183502.1.p1, NM_001179881.1.p1
OG0004573	XM_001585843.1.p1	NM_001182558.1.p1
OG0004575	XM_001588435.1.p1	NM_001179614.1.p1, NM_001179019.3.p1
OG0004576	XM_001597568.1.p1	NM_001182506.1.p1
OG0004581	XM_001590688.1.p1	NM_001182847.2.p1, NM_001182619.1.p1
OG0004587	XM_001588089.1.p1	NM_001183139.1.p1
OG0004634	XM_001596491.1.p1	NM_001182344.1.p1, NM_001184269.1.p1
OG0004635	XM_001594139.1.p1	NM_001178533.3.p1
OG0004636	XM_001596493.1.p1	NM_001180282.1.p1, NM_001183032.1.p1, NM_001182410.1.p1
OG0004637	XM_001589912.1.p1, XM_001594181.1.p1	NM_001178156.1.p1
OG0004641	XM_001590484.1.p1	NM_001180374.1.p1, NM_001179029.3.p1
OG0004646	XM_001597095.1.p1	NM_001183634.1.p1
OG0004647	XM_001588280.1.p1	NM_001181714.3.p1
OG0004655	XM_001589797.1.p1	NM_001180474.3.p1
OG0004658	XM_001593899.1.p1	NM_001180338.3.p1
OG0004665	XM_001597071.1.p1	NM_001182922.1.p1
OG0004666	XM_001591916.1.p1	NM_001183512.1.p1
OG0004667	XM_001595113.1.p1	NM_001182685.1.p1
OG0004672	XM_001588432.1.p1	NM_001178692.1.p1
OG0004681	XM_001593454.1.p1	NM_001180629.3.p1, NM_001182042.1.p1
OG0004687	XM_001589917.1.p1	NM_001179318.3.p1
OG0004689	XM_001586964.1.p1	NM_001183707.3.p1
OG0004690	XM_001587595.1.p1	NM_001181117.1.p1
OG0004693	XM_001595792.1.p1	NM_001179441.3.p1
OG0004695	XM_001591098.1.p1	NM_001179981.1.p1
OG0004699	XM_001597622.1.p1	NM_001182844.1.p1
OG0004702	XM_001596317.1.p1	NM_001179108.1.p1
OG0004704	XM_001586799.1.p1	NM_001183368.1.p1
OG0004707	XM_001596944.1.p1	NM_001178347.1.p1
OG0004708	XM_001585371.1.p1	NM_001181967.1.p1, NM_001179919.1.p1
OG0004717	XM_001587620.1.p1	NM_001178148.1.p1
OG0004719	XM_001592763.1.p1	NM_001180359.3.p1
OG0004724	XM_001593480.1.p1	NM_001183657.1.p1
OG0004735	XM_001593205.1.p1	NM_001178858.3.p1
OG0004736	XM_001587712.1.p1	NM_001182088.1.p1
OG0004740	XM_001585816.1.p1	NM_001180752.1.p1, NM_001181009.1.p1, NM_001180168.1.p1
OG0004743	XM_001591172.1.p1	NM_001183833.1.p1, NM_001179962.1.p1
OG0004745	XM_001597868.1.p1	NM_001184164.1.p1
OG0004746	XM_001589060.1.p1	NM_001182036.1.p1
OG0004748	XM_001586802.1.p1	NM_001181934.1.p1, NM_001181025.1.p1
OG0004749	XM_001587488.1.p1	NM_001182923.3.p1
OG0004756	XM_001592198.1.p1	NM_001183144.1.p1
OG0004761	XM_001596803.1.p1	NM_001183261.1.p1, NM_001182897.1.p1, NM_001179465.1.p1
OG0004763	XM_001591755.1.p1	NM_001178954.1.p1
OG0004765	XM_001586800.1.p1	NM_001184004.1.p1
OG0004770	XM_001592170.1.p1	NM_001181799.1.p1
OG0004778	XM_001590701.1.p1	NM_001184021.1.p1
OG0004779	XM_001595788.1.p1	NM_001182060.1.p1
OG0004780	XM_001588075.1.p1	NM_001178570.3.p1
OG0004781	XM_001595000.1.p1	NM_001178552.2.p1
OG0004788	XM_001585716.1.p1	NM_001179680.1.p1
OG0004791	XM_001592990.1.p1	NM_001180145.1.p1
OG0004792	XM_001595515.1.p1	NM_001179088.1.p1
OG0004798	XM_001586255.1.p1	NM_001181402.1.p1, NM_001182804.1.p1
OG0004800	XM_001594771.1.p1	NM_001182245.1.p1, NM_001181178.1.p1
OG0004801	XM_001589355.1.p1	NM_001181578.1.p1
OG0004803	XM_001586131.1.p1	NM_001179855.3.p1
OG0004804	XM_001594305.1.p1	NM_001179312.3.p1
OG0004809	XM_001586502.1.p1	NM_001182932.1.p1
OG0004811	XM_001587136.1.p1	NM_001182877.1.p1
OG0004819	XM_001588733.1.p1	NM_001182224.1.p1
OG0004866	XM_001587318.1.p1	NM_001182957.3.p1
OG0004867	XM_001594541.1.p1	NM_001181755.3.p1
OG0004868	XM_001598356.1.p1	NM_001180820.3.p1
OG0004872	XM_001594143.1.p1	NM_001183668.3.p1
OG0004876	XM_001596307.1.p1	NM_001182098.1.p1
OG0004884	XM_001587758.1.p1	NM_001184060.1.p1
OG0004887	XM_001584500.1.p1	NM_001178330.1.p1
OG0004889	XM_001597502.1.p1	NM_001182201.1.p1
OG0004893	XM_001596801.1.p1	NM_001179231.1.p1
OG0004895	XM_001590690.1.p1	NM_001178851.1.p1
OG0004901	XM_001588982.1.p1	NM_001180623.3.p1
OG0004903	XM_001598859.1.p1	NM_001183492.1.p1
OG0004913	XM_001592811.1.p1	NM_001180481.1.p1
OG0004917	XM_001588661.1.p1	NM_001181950.1.p1
OG0004922	XM_001594910.1.p1	NM_001182174.1.p1
OG0004924	XM_001598762.1.p1	NM_001182476.1.p1
OG0004926	XM_001590219.1.p1	NM_001178333.1.p1
OG0004946	XM_001587780.1.p1	NM_001182890.1.p1
OG0004948	XM_001596537.1.p1	NM_001183864.1.p1
OG0004949	XM_001593502.1.p1	NM_001178704.1.p1
OG0004954	XM_001588612.1.p1	NM_001178254.2.p1
OG0004956	XM_001591920.1.p1	NM_001181756.2.p1
OG0004968	XM_001592331.1.p1	NM_001183074.1.p1
OG0004970	XM_001595924.1.p1	NM_001182563.1.p1
OG0004971	XM_001587268.1.p1	NM_001182465.1.p1
OG0004973	XM_001596888.1.p1	NM_001182357.1.p1
OG0004975	XM_001586422.1.p1	NM_001179369.1.p1
OG0004976	XM_001598293.1.p1	NM_001180491.3.p1
OG0004986	XM_001588717.1.p1	NM_001181475.1.p1
OG0004992	XM_001592912.1.p1	NM_001180414.1.p1
OG0005001	XM_001596657.1.p1	NM_001181901.1.p1
OG0005006	XM_001584538.1.p1	NM_001179254.1.p1
OG0005007	XM_001586754.1.p1	NM_001178563.3.p1
OG0005010	XM_001590960.1.p1	NM_001179455.1.p1
OG0005013	XM_001584590.1.p1	NM_001181792.3.p1
OG0005019	XM_001588018.1.p1	NM_001181186.3.p1
OG0005022	XM_001588627.1.p1	NM_001179213.1.p1
OG0005023	XM_001587534.1.p1	NM_001180210.1.p1
OG0005034	XM_001586730.1.p1	NM_001182772.1.p1
OG0005036	XM_001586781.1.p1	NM_001180643.1.p1
OG0005045	XM_001592676.1.p1	NM_001179168.1.p1
OG0005051	XM_001589419.1.p1	NM_001179747.1.p1
OG0005052	XM_001584952.1.p1	NM_001179024.1.p1
OG0005054	XM_001588448.1.p1	NM_001180562.3.p1
OG0005055	XM_001588571.1.p1	NM_001181276.3.p1
OG0005056	XM_001595726.1.p1	NM_001183987.1.p1
OG0005059	XM_001597185.1.p1	NM_001180553.1.p1
OG0005064	XM_001595162.1.p1	NM_001180035.1.p1, NM_001183758.1.p1
OG0005067	XM_001589813.1.p1	NM_001183395.2.p1
OG0005070	XM_001593761.1.p1	NM_001184068.1.p1
OG0005074	XM_001587686.1.p1	NM_001182886.3.p1, NM_001179453.1.p1
OG0005075	XM_001590481.1.p1	NM_001183932.1.p1
OG0005076	XM_001586546.1.p1	NM_001181218.1.p1
OG0005077	XM_001596870.1.p1	NM_001181798.1.p1
OG0005082	XM_001591915.1.p1	NM_001181114.1.p1
OG0005087	XM_001594186.1.p1	NM_001182207.2.p1
OG0005088	XM_001595549.1.p1	NM_001179813.3.p1
OG0005092	XM_001584596.1.p1	NM_001181559.1.p1
OG0005108	XM_001592210.1.p1	NM_001182293.1.p1
OG0005164	XM_001593515.1.p1	NM_001179875.1.p1
OG0005177	XM_001587173.1.p1	NM_001180199.1.p1
OG0005181	XM_001588619.1.p1	NM_001180581.3.p1, NM_001183461.1.p1
OG0005189	XM_001598238.1.p1	NM_001181995.1.p1, NM_001180440.3.p1
OG0005197	XM_001597740.1.p1	NM_001181182.3.p1
OG0005201	XM_001593350.1.p1	NM_001179389.1.p1
OG0005204	XM_001589181.1.p1	NM_001183068.1.p1
OG0005216	XM_001591249.1.p1	NM_001181738.1.p1
