Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Penicillium_expansum_rna_prot
OG0002974	XM_001598292.1.p1	XM_016744636.1.p1
OG0002975	XM_001597082.1.p1	XM_016743468.1.p1
OG0002976	XM_001585763.1.p1	XM_016737958.1.p1
OG0002978	XM_001590727.1.p1	XM_016746077.1.p1
OG0002980	XM_001595614.1.p1	XM_016739125.1.p1
OG0002981	XM_001588086.1.p1	XM_016748128.1.p1
OG0002982	XM_001592352.1.p1	XM_016740083.1.p1
OG0002983	XM_001597473.1.p1	XM_016742168.1.p1
OG0002984	XM_001585466.1.p1	XM_016743778.1.p1
OG0002985	XM_001585569.1.p1	XM_016737732.1.p1
OG0002986	XM_001595969.1.p1	XM_016737751.1.p1
OG0002987	XM_001589442.1.p1	XM_016745068.1.p1
OG0002988	XM_001589623.1.p1	XM_016742257.1.p1
OG0002989	XM_001586520.1.p1	XM_016741380.1.p1
OG0002990	XM_001591809.1.p1	XM_016738985.1.p1
OG0002991	XM_001593792.1.p1	XM_016746441.1.p1
OG0002992	XM_001588178.1.p1	XM_016739410.1.p1
OG0002993	XM_001588043.1.p1	XM_016744235.1.p1
OG0002994	XM_001586777.1.p1	XM_016738211.1.p1
OG0002995	XM_001587761.1.p1	XM_016742620.1.p1
OG0002996	XM_001587815.1.p1	XM_016739229.1.p1
OG0002997	XM_001591052.1.p1	XM_016737427.1.p1
OG0002998	XM_001587294.1.p1	XM_016742442.1.p1
OG0002999	XM_001587735.1.p1	XM_016740410.1.p1
OG0003000	XM_001597103.1.p1	XM_016738409.1.p1
OG0003001	XM_001584517.1.p1	XM_016746702.1.p1
OG0003002	XM_001591859.1.p1	XM_016745009.1.p1
OG0003003	XM_001591033.1.p1	XM_016737351.1.p1
OG0003004	XM_001597280.1.p1	XM_016741694.1.p1
OG0003005	XM_001597771.1.p1	XM_016742782.1.p1
OG0003006	XM_001594575.1.p1	XM_016739302.1.p1
OG0003007	XM_001587364.1.p1	XM_016744044.1.p1
OG0003008	XM_001598051.1.p1	XM_016744679.1.p1
OG0003009	XM_001595951.1.p1	XM_016746506.1.p1
OG0003010	XM_001590494.1.p1	XM_016748045.1.p1
OG0003011	XM_001590780.1.p1	XM_016746996.1.p1
OG0003012	XM_001595070.1.p1	XM_016747923.1.p1
OG0003013	XM_001592305.1.p1	XM_016747356.1.p1
OG0003015	XM_001596725.1.p1	XM_016742728.1.p1
OG0003016	XM_001590554.1.p1	XM_016746078.1.p1
OG0003017	XM_001590557.1.p1	XM_016746139.1.p1
OG0003018	XM_001598650.1.p1	XM_016745826.1.p1
OG0003019	XM_001590895.1.p1	XM_016743310.1.p1
OG0003020	XM_001589194.1.p1	XM_016745691.1.p1
OG0003021	XM_001595968.1.p1	XM_016737750.1.p1
OG0003022	XM_001596914.1.p1	XM_016742229.1.p1
OG0003023	XM_001592701.1.p1	XM_016742658.1.p1
OG0003024	XM_001586215.1.p1	XM_016742966.1.p1
OG0003025	XM_001585541.1.p1	XM_016744978.1.p1
OG0003026	XM_001594844.1.p1	XM_016740929.1.p1
OG0003027	XM_001596149.1.p1	XM_016738782.1.p1
OG0003028	XM_001592133.1.p1	XM_016746180.1.p1
OG0003029	XM_001586129.1.p1	XM_016742845.1.p1
OG0003031	XM_001592864.1.p1	XM_016743511.1.p1
OG0003033	XM_001590715.1.p1	XM_016740575.1.p1
OG0003035	XM_001594235.1.p1	XM_016738668.1.p1, XM_016743241.1.p1
OG0003036	XM_001584919.1.p1	XM_016743632.1.p1
OG0003038	XM_001596459.1.p1	XM_016742856.1.p1
OG0003051	XM_001589188.1.p1	XM_016737749.1.p1
OG0003053	XM_001596467.1.p1	XM_016744933.1.p1, XM_016745038.1.p1, XM_016740507.1.p1
OG0003054	XM_001595087.1.p1	XM_016744890.1.p1
OG0003056	XM_001591810.1.p1	XM_016745386.1.p1
OG0003057	XM_001585366.1.p1	XM_016741497.1.p1
OG0003059	XM_001586749.1.p1	XM_016738255.1.p1
OG0003062	XM_001592550.1.p1	XM_016747379.1.p1
OG0003063	XM_001588930.1.p1	XM_016739574.1.p1, XM_016739944.1.p1, XM_016740925.1.p1
OG0003064	XM_001591537.1.p1	XM_016737520.1.p1
OG0003065	XM_001598008.1.p1	XM_016737938.1.p1
OG0003066	XM_001598307.1.p1	XM_016741262.1.p1
OG0003070	XM_001585280.1.p1	XM_016741979.1.p1
OG0003071	XM_001595413.1.p1	XM_016744494.1.p1
OG0003072	XM_001585286.1.p1	XM_016741975.1.p1
OG0003073	XM_001585418.1.p1	XM_016741980.1.p1
OG0003074	XM_001585942.1.p1	XM_016744616.1.p1
OG0003075	XM_001596323.1.p1	XM_016747146.1.p1
OG0003076	XM_001596385.1.p1	XM_016741014.1.p1
OG0003077	XM_001593929.1.p1	XM_016746396.1.p1
OG0003078	XM_001593880.1.p1	XM_016746613.1.p1
OG0003079	XM_001593867.1.p1	XM_016746617.1.p1
OG0003080	XM_001597105.1.p1	XM_016747376.1.p1, XM_016738410.1.p1
OG0003081	XM_001585098.1.p1	XM_016738404.1.p1
OG0003082	XM_001587691.1.p1	XM_016741029.1.p1
OG0003083	XM_001585084.1.p1	XM_016737395.1.p1
OG0003084	XM_001597399.1.p1	XM_016742521.1.p1
OG0003085	XM_001586447.1.p1	XM_016744993.1.p1
OG0003086	XM_001593449.1.p1	XM_016739213.1.p1
OG0003088	XM_001595084.1.p1	XM_016738823.1.p1
OG0003089	XM_001597507.1.p1	XM_016741693.1.p1
OG0003090	XM_001598219.1.p1	XM_016741671.1.p1
OG0003091	XM_001595628.1.p1	XM_016741702.1.p1
OG0003092	XM_001592145.1.p1	XM_016742797.1.p1
OG0003093	XM_001595110.1.p1	XM_016747009.1.p1
OG0003094	XM_001598396.1.p1	XM_016743488.1.p1
OG0003095	XM_001584965.1.p1	XM_016741452.1.p1
OG0003096	XM_001584584.1.p1	XM_016743172.1.p1
OG0003097	XM_001596861.1.p1	XM_016747430.1.p1
OG0003098	XM_001591064.1.p1	XM_016741166.1.p1
OG0003099	XM_001584720.1.p1	XM_016738984.1.p1
OG0003101	XM_001587162.1.p1	XM_016741320.1.p1
OG0003102	XM_001594211.1.p1	XM_016742401.1.p1
OG0003103	XM_001593013.1.p1	XM_016742967.1.p1
OG0003105	XM_001594297.1.p1	XM_016742379.1.p1
OG0003106	XM_001589783.1.p1	XM_016738765.1.p1
OG0003107	XM_001592963.1.p1	XM_016747660.1.p1
OG0003108	XM_001590679.1.p1	XM_016748096.1.p1
OG0003109	XM_001595512.1.p1	XM_016748040.1.p1
OG0003110	XM_001590598.1.p1	XM_016740571.1.p1
OG0003111	XM_001590591.1.p1	XM_016745636.1.p1
OG0003113	XM_001590855.1.p1	XM_016748017.1.p1
OG0003114	XM_001593285.1.p1	XM_016747263.1.p1
OG0003115	XM_001597789.1.p1	XM_016744345.1.p1
OG0003116	XM_001592011.1.p1	XM_016741736.1.p1
OG0003117	XM_001590014.1.p1	XM_016744665.1.p1
OG0003118	XM_001590931.1.p1	XM_016743805.1.p1
OG0003119	XM_001597626.1.p1	XM_016737950.1.p1
OG0003120	XM_001593852.1.p1	XM_016747770.1.p1
OG0003121	XM_001585563.1.p1	XM_016746456.1.p1
OG0003122	XM_001588060.1.p1	XM_016742219.1.p1
OG0003123	XM_001590809.1.p1	XM_016740192.1.p1
OG0003124	XM_001594372.1.p1	XM_016742487.1.p1
OG0003125	XM_001595203.1.p1	XM_016745977.1.p1
OG0003127	XM_001591119.1.p1	XM_016748009.1.p1
OG0003128	XM_001598252.1.p1	XM_016740350.1.p1, XM_016742622.1.p1
OG0003129	XM_001587550.1.p1	XM_016738814.1.p1
OG0003130	XM_001591279.1.p1	XM_016747751.1.p1
OG0003131	XM_001588990.1.p1	XM_016747042.1.p1
OG0003132	XM_001589736.1.p1	XM_016739742.1.p1, XM_016745335.1.p1, XM_016739954.1.p1
OG0003133	XM_001587224.1.p1	XM_016741298.1.p1
OG0003134	XM_001595329.1.p1	XM_016745190.1.p1
OG0003135	XM_001597179.1.p1	XM_016741306.1.p1
OG0003136	XM_001594282.1.p1	XM_016748106.1.p1
OG0003137	XM_001593489.1.p1	XM_016745789.1.p1
OG0003138	XM_001596180.1.p1	XM_016737736.1.p1
OG0003140	XM_001591076.1.p1	XM_016741164.1.p1
OG0003141	XM_001587258.1.p1	XM_016746152.1.p1
OG0003142	XM_001587260.1.p1	XM_016741557.1.p1
OG0003143	XM_001588106.1.p1, XM_001586812.1.p1, XM_001596471.1.p1	XM_016746360.1.p1
OG0003144	XM_001588319.1.p1	XM_016746954.1.p1
OG0003146	XM_001595345.1.p1	XM_016743389.1.p1
OG0003149	XM_001597965.1.p1	XM_016742923.1.p1
OG0003150	XM_001594558.1.p1	XM_016737678.1.p1
OG0003151	XM_001585924.1.p1	XM_016745264.1.p1
OG0003152	XM_001594909.1.p1	XM_016740774.1.p1
OG0003153	XM_001596855.1.p1	XM_016739968.1.p1
OG0003154	XM_001591460.1.p1	XM_016742873.1.p1
OG0003155	XM_001597217.1.p1	XM_016743571.1.p1
OG0003157	XM_001584915.1.p1	XM_016740223.1.p1
OG0003158	XM_001596121.1.p1	XM_016740595.1.p1
OG0003160	XM_001596009.1.p1	XM_016746560.1.p1
OG0003161	XM_001598525.1.p1	XM_016740796.1.p1
OG0003162	XM_001596705.1.p1	XM_016745374.1.p1
OG0003163	XM_001585128.1.p1	XM_016741449.1.p1
OG0003165	XM_001592421.1.p1	XM_016738293.1.p1
OG0003167	XM_001586030.1.p1	XM_016742300.1.p1
OG0003168	XM_001594113.1.p1	XM_016743607.1.p1
OG0003169	XM_001593747.1.p1	XM_016745800.1.p1
OG0003170	XM_001588041.1.p1	XM_016746276.1.p1
OG0003171	XM_001596895.1.p1	XM_016744510.1.p1, XM_016746262.1.p1
OG0003172	XM_001597307.1.p1	XM_016740008.1.p1
OG0003173	XM_001594593.1.p1	XM_016741311.1.p1
OG0003174	XM_001587964.1.p1	XM_016741279.1.p1
OG0003176	XM_001596374.1.p1	XM_016737991.1.p1
OG0003177	XM_001598258.1.p1, XM_001593627.1.p1	XM_016739550.1.p1
OG0003178	XM_001593599.1.p1, XM_001598365.1.p1	XM_016738967.1.p1
OG0003179	XM_001598884.1.p1	XM_016744206.1.p1
OG0003180	XM_001585425.1.p1	XM_016745617.1.p1
OG0003181	XM_001587893.1.p1	XM_016740769.1.p1
OG0003182	XM_001585321.1.p1	XM_016747037.1.p1
OG0003183	XM_001585430.1.p1	XM_016746187.1.p1
OG0003185	XM_001587727.1.p1	XM_016742075.1.p1
OG0003186	XM_001586641.1.p1	XM_016738249.1.p1
OG0003187	XM_001591792.1.p1	XM_016739165.1.p1
OG0003189	XM_001591454.1.p1	XM_016746220.1.p1
OG0003190	XM_001590532.1.p1	XM_016738361.1.p1
OG0003191	XM_001593118.1.p1	XM_016738020.1.p1
OG0003192	XM_001590578.1.p1	XM_016740194.1.p1
OG0003193	XM_001597589.1.p1	XM_016744351.1.p1
OG0003194	XM_001589109.1.p1	XM_016743431.1.p1
OG0003195	XM_001590563.1.p1	XM_016744248.1.p1
OG0003196	XM_001589671.1.p1	XM_016742326.1.p1
OG0003197	XM_001595403.1.p1, XM_001592799.1.p1	XM_016742558.1.p1
OG0003198	XM_001591928.1.p1	XM_016741077.1.p1
OG0003200	XM_001589645.1.p1	XM_016747148.1.p1
OG0003201	XM_001593558.1.p1	XM_016743614.1.p1
OG0003202	XM_001593700.1.p1	XM_016746403.1.p1
OG0003203	XM_001589250.1.p1	XM_016739499.1.p1
OG0003204	XM_001584949.1.p1	XM_016742926.1.p1
OG0003205	XM_001589240.1.p1	XM_016742557.1.p1
OG0003206	XM_001597928.1.p1	XM_016740897.1.p1
OG0003207	XM_001588745.1.p1	XM_016738948.1.p1
OG0003208	XM_001593404.1.p1	XM_016748067.1.p1
OG0003209	XM_001596670.1.p1	XM_016738285.1.p1
OG0003211	XM_001596689.1.p1	XM_016737598.1.p1
OG0003212	XM_001596615.1.p1	XM_016742360.1.p1
OG0003213	XM_001592922.1.p1	XM_016737454.1.p1
OG0003214	XM_001596003.1.p1	XM_016737724.1.p1
OG0003215	XM_001587605.1.p1	XM_016747555.1.p1
OG0003216	XM_001589164.1.p1	XM_016745624.1.p1
OG0003217	XM_001588614.1.p1	XM_016742198.1.p1
OG0003218	XM_001595417.1.p1	XM_016745151.1.p1
OG0003219	XM_001598049.1.p1	XM_016744681.1.p1
OG0003220	XM_001585644.1.p1	XM_016739862.1.p1
OG0003221	XM_001591959.1.p1	XM_016744596.1.p1, XM_016743661.1.p1, XM_016742700.1.p1, XM_016744417.1.p1
OG0003222	XM_001585672.1.p1	XM_016739453.1.p1
OG0003223	XM_001588742.1.p1	XM_016743328.1.p1
OG0003224	XM_001593069.1.p1	XM_016744193.1.p1
OG0003225	XM_001597345.1.p1	XM_016740028.1.p1
OG0003227	XM_001588216.1.p1	XM_016738102.1.p1
OG0003228	XM_001587075.1.p1	XM_016745722.1.p1
OG0003229	XM_001593231.1.p1	XM_016746230.1.p1
OG0003230	XM_001597825.1.p1	XM_016746675.1.p1
OG0003231	XM_001592387.1.p1	XM_016743483.1.p1
OG0003232	XM_001594965.1.p1	XM_016739061.1.p1
OG0003233	XM_001592493.1.p1	XM_016747614.1.p1
OG0003234	XM_001591120.1.p1	XM_016739095.1.p1
OG0003235	XM_001585249.1.p1	XM_016745632.1.p1
OG0003236	XM_001595449.1.p1	XM_016746979.1.p1
OG0003238	XM_001594142.1.p1	XM_016739282.1.p1
OG0003242	XM_001595014.1.p1	XM_016745160.1.p1
OG0003243	XM_001586272.1.p1	XM_016741289.1.p1
OG0003244	XM_001596796.1.p1	XM_016742962.1.p1
OG0003245	XM_001596010.1.p1	XM_016746559.1.p1
OG0003246	XM_001591867.1.p1	XM_016738431.1.p1
OG0003247	XM_001595725.1.p1	XM_016743037.1.p1
OG0003248	XM_001588320.1.p1	XM_016744829.1.p1
OG0003249	XM_001589272.1.p1	XM_016743460.1.p1
OG0003250	XM_001595462.1.p1	XM_016744850.1.p1
OG0003251	XM_001598737.1.p1	XM_016745827.1.p1
OG0003253	XM_001598173.1.p1	XM_016744586.1.p1
OG0003254	XM_001598403.1.p1	XM_016747508.1.p1
OG0003255	XM_001596492.1.p1	XM_016742324.1.p1
OG0003256	XM_001597857.1.p1	XM_016739120.1.p1
OG0003258	XM_001585196.1.p1	XM_016741772.1.p1
OG0003259	XM_001585414.1.p1	XM_016746191.1.p1
OG0003260	XM_001595799.1.p1	XM_016743014.1.p1
OG0003261	XM_001597749.1.p1	XM_016744049.1.p1
OG0003262	XM_001588051.1.p1	XM_016743990.1.p1, XM_016746781.1.p1
OG0003264	XM_001591954.1.p1	XM_016744591.1.p1
OG0003265	XM_001589021.1.p1	XM_016746195.1.p1
OG0003266	XM_001593047.1.p1	XM_016738800.1.p1
OG0003267	XM_001598623.1.p1	XM_016741556.1.p1
OG0003268	XM_001589981.1.p1	XM_016741485.1.p1
OG0003269	XM_001592764.1.p1	XM_016739973.1.p1
OG0003270	XM_001593751.1.p1	XM_016738218.1.p1
OG0003271	XM_001593886.1.p1	XM_016739416.1.p1
OG0003272	XM_001589203.1.p1	XM_016745576.1.p1
OG0003274	XM_001587418.1.p1	XM_016741626.1.p1
OG0003275	XM_001587583.1.p1	XM_016741606.1.p1
OG0003277	XM_001592177.1.p1	XM_016746879.1.p1
OG0003278	XM_001598098.1.p1	XM_016739166.1.p1
OG0003279	XM_001585823.1.p1	XM_016742437.1.p1
OG0003280	XM_001597461.1.p1	XM_016744300.1.p1
OG0003281	XM_001589324.1.p1	XM_016747856.1.p1
OG0003282	XM_001596197.1.p1	XM_016746518.1.p1
OG0003283	XM_001587096.1.p1	XM_016747711.1.p1
OG0003284	XM_001594209.1.p1	XM_016738326.1.p1
OG0003285	XM_001597598.1.p1	XM_016744122.1.p1
OG0003286	XM_001591177.1.p1	XM_016742184.1.p1
OG0003288	XM_001586805.1.p1	XM_016745122.1.p1
OG0003289	XM_001586637.1.p1	XM_016741037.1.p1
OG0003290	XM_001586740.1.p1	XM_016745073.1.p1
OG0003291	XM_001594716.1.p1	XM_016743560.1.p1
OG0003292	XM_001596873.1.p1	XM_016746893.1.p1
OG0003293	XM_001597391.1.p1	XM_016746669.1.p1
OG0003294	XM_001595617.1.p1	XM_016747080.1.p1
OG0003295	XM_001590749.1.p1	XM_016737880.1.p1
OG0003296	XM_001595341.1.p1	XM_016745956.1.p1
OG0003297	XM_001587270.1.p1	XM_016738944.1.p1
OG0003298	XM_001597311.1.p1	XM_016740012.1.p1
OG0003299	XM_001594490.1.p1	XM_016746207.1.p1
OG0003300	XM_001589049.1.p1	XM_016747485.1.p1
OG0003301	XM_001597951.1.p1	XM_016742537.1.p1
OG0003302	XM_001595139.1.p1	XM_016745227.1.p1
OG0003303	XM_001597402.1.p1	XM_016740785.1.p1
OG0003304	XM_001598242.1.p1	XM_016741584.1.p1
OG0003305	XM_001586439.1.p1	XM_016744999.1.p1
OG0003307	XM_001595073.1.p1	XM_016738816.1.p1
OG0003308	XM_001597432.1.p1	XM_016741665.1.p1
OG0003309	XM_001590067.1.p1	XM_016741954.1.p1
OG0003311	XM_001588978.1.p1	XM_016740458.1.p1
OG0003313	XM_001592434.1.p1	XM_016747641.1.p1
OG0003314	XM_001585167.1.p1	XM_016737897.1.p1
OG0003315	XM_001594584.1.p1	XM_016748108.1.p1
OG0003317	XM_001586229.1.p1	XM_016748314.1.p1
OG0003318	XM_001594826.1.p1	XM_016739368.1.p1
OG0003319	XM_001590508.1.p1	XM_016741443.1.p1
OG0003320	XM_001596495.1.p1	XM_016742321.1.p1
OG0003321	XM_001589643.1.p1	XM_016747158.1.p1
OG0003322	XM_001592939.1.p1	XM_016748242.1.p1
OG0003323	XM_001593933.1.p1	XM_016746388.1.p1
OG0003324	XM_001588704.1.p1	XM_016747707.1.p1
OG0003326	XM_001587707.1.p1	XM_016745080.1.p1
OG0003328	XM_001586936.1.p1	XM_016739205.1.p1
OG0003329	XM_001598553.1.p1, XM_001594202.1.p1	XM_016745715.1.p1
OG0003330	XM_001584812.1.p1	XM_016741242.1.p1
OG0003331	XM_001596990.1.p1	XM_016746256.1.p1
OG0003332	XM_001595057.1.p1	XM_016745149.1.p1
OG0003333	XM_001594860.1.p1	XM_016740966.1.p1
OG0003335	XM_001598921.1.p1	XM_016743395.1.p1
OG0003336	XM_001596912.1.p1	XM_016743184.1.p1
OG0003337	XM_001592327.1.p1	XM_016747421.1.p1
OG0003338	XM_001592307.1.p1	XM_016740013.1.p1
OG0003339	XM_001588779.1.p1	XM_016746627.1.p1
OG0003340	XM_001598795.1.p1	XM_016739662.1.p1
OG0003341	XM_001592462.1.p1	XM_016747604.1.p1
OG0003342	XM_001591065.1.p1	XM_016741167.1.p1
OG0003343	XM_001594660.1.p1	XM_016742382.1.p1
OG0003344	XM_001594948.1.p1	XM_016740961.1.p1
OG0003345	XM_001587331.1.p1	XM_016743709.1.p1
OG0003346	XM_001598214.1.p1	XM_016744458.1.p1
OG0003347	XM_001596020.1.p1	XM_016743791.1.p1
OG0003348	XM_001590681.1.p1	XM_016737915.1.p1
OG0003349	XM_001598046.1.p1	XM_016744682.1.p1
OG0003350	XM_001591577.1.p1	XM_016747509.1.p1
OG0003351	XM_001597094.1.p1	XM_016737658.1.p1
OG0003352	XM_001588979.1.p1	XM_016740457.1.p1
OG0003353	XM_001589786.1.p1	XM_016738698.1.p1
OG0003354	XM_001588134.1.p1	XM_016743032.1.p1
OG0003355	XM_001598389.1.p1	XM_016738798.1.p1
OG0003356	XM_001590143.1.p1, XM_001590144.1.p1	XM_016739809.1.p1
OG0003358	XM_001594599.1.p1	XM_016739337.1.p1
OG0003359	XM_001593636.1.p1	XM_016739017.1.p1
OG0003360	XM_001585701.1.p1	XM_016745531.1.p1
OG0003361	XM_001588263.1.p1, XM_001591372.1.p1	XM_016743020.1.p1
OG0003362	XM_001588054.1.p1	XM_016743218.1.p1
OG0003363	XM_001594176.1.p1	XM_016743523.1.p1
OG0003364	XM_001592492.1.p1	XM_016747434.1.p1
OG0003365	XM_001585480.1.p1	XM_016746047.1.p1
OG0003366	XM_001594145.1.p1	XM_016739246.1.p1
OG0003367	XM_001588998.1.p1	XM_016741468.1.p1
OG0003368	XM_001593512.1.p1	XM_016747736.1.p1
OG0003369	XM_001588659.1.p1, XM_001588660.1.p1	XM_016741255.1.p1
OG0003370	XM_001586318.1.p1	XM_016738862.1.p1
OG0003371	XM_001586608.1.p1	XM_016744963.1.p1
OG0003372	XM_001591750.1.p1	XM_016746834.1.p1
OG0003373	XM_001584600.1.p1	XM_016742227.1.p1
OG0003374	XM_001597197.1.p1	XM_016739364.1.p1
OG0003375	XM_001586263.1.p1	XM_016738889.1.p1
OG0003376	XM_001597884.1.p1	XM_016745913.1.p1
OG0003377	XM_001591473.1.p1	XM_016746155.1.p1
OG0003378	XM_001588267.1.p1	XM_016742386.1.p1
OG0003379	XM_001595836.1.p1	XM_016743042.1.p1
OG0003382	XM_001592954.1.p1	XM_016737841.1.p1
OG0003383	XM_001588128.1.p1	XM_016742221.1.p1
OG0003384	XM_001595158.1.p1	XM_016746671.1.p1
OG0003385	XM_001588278.1.p1	XM_016744966.1.p1
OG0003387	XM_001586862.1.p1	XM_016746816.1.p1
OG0003388	XM_001590673.1.p1	XM_016746777.1.p1
OG0003389	XM_001585114.1.p1	XM_016739161.1.p1
OG0003391	XM_001590649.1.p1	XM_016738600.1.p1
OG0003392	XM_001598687.1.p1	XM_016740278.1.p1
OG0003393	XM_001590846.1.p1	XM_016748035.1.p1
OG0003394	XM_001596939.1.p1	XM_016747574.1.p1
OG0003395	XM_001596113.1.p1	XM_016740233.1.p1
OG0003396	XM_001589794.1.p1	XM_016746052.1.p1
OG0003397	XM_001593343.1.p1	XM_016747697.1.p1
OG0003398	XM_001586421.1.p1	XM_016741769.1.p1
OG0003399	XM_001589918.1.p1	XM_016744588.1.p1
OG0003400	XM_001593178.1.p1	XM_016738083.1.p1
OG0003401	XM_001590815.1.p1	XM_016746007.1.p1
OG0003402	XM_001586464.1.p1	XM_016742692.1.p1
OG0003404	XM_001596802.1.p1	XM_016742426.1.p1
OG0003405	XM_001587610.1.p1	XM_016740066.1.p1
OG0003406	XM_001587717.1.p1	XM_016745774.1.p1
OG0003407	XM_001598175.1.p1	XM_016737501.1.p1
OG0003408	XM_001587963.1.p1	XM_016741278.1.p1
OG0003410	XM_001595881.1.p1	XM_016746481.1.p1
OG0003411	XM_001585283.1.p1	XM_016741978.1.p1
OG0003412	XM_001590120.1.p1	XM_016741828.1.p1
OG0003413	XM_001588822.1.p1	XM_016747829.1.p1
OG0003415	XM_001591820.1.p1	XM_016738423.1.p1
OG0003416	XM_001587863.1.p1	XM_016745101.1.p1
OG0003417	XM_001596400.1.p1	XM_016742268.1.p1
OG0003418	XM_001589540.1.p1	XM_016742239.1.p1
OG0003441	XM_001588645.1.p1	XM_016740147.1.p1, XM_016737983.1.p1
OG0003442	XM_001594839.1.p1	XM_016745418.1.p1
OG0003443	XM_001596301.1.p1	XM_016738235.1.p1, XM_016738467.1.p1
OG0003445	XM_001594187.1.p1	XM_016744858.1.p1
OG0003446	XM_001596029.1.p1	XM_016745584.1.p1
OG0003447	XM_001584893.1.p1	XM_016746138.1.p1
OG0003449	XM_001595157.1.p1	XM_016744557.1.p1
OG0003450	XM_001593234.1.p1	XM_016737984.1.p1
OG0003451	XM_001590413.1.p1	XM_016747298.1.p1
OG0003452	XM_001594134.1.p1, XM_001594135.1.p1	XM_016739279.1.p1
OG0003453	XM_001594150.1.p1	XM_016739244.1.p1
OG0003454	XM_001586039.1.p1	XM_016739271.1.p1
OG0003455	XM_001594673.1.p1	XM_016747236.1.p1
OG0003456	XM_001589970.1.p1	XM_016741943.1.p1
OG0003458	XM_001586189.1.p1	XM_016739059.1.p1
OG0003460	XM_001588946.1.p1	XM_016739452.1.p1
OG0003461	XM_001594812.1.p1	XM_016743509.1.p1
OG0003462	XM_001586624.1.p1	XM_016738974.1.p1
OG0003463	XM_001593620.1.p1	XM_016746591.1.p1
OG0003464	XM_001593941.1.p1	XM_016743630.1.p1, XM_016746421.1.p1
OG0003465	XM_001593806.1.p1	XM_016738586.1.p1
OG0003466	XM_001590936.1.p1	XM_016737413.1.p1
OG0003467	XM_001586757.1.p1	XM_016747762.1.p1
OG0003468	XM_001591242.1.p1	XM_016739201.1.p1
OG0003469	XM_001586933.1.p1	XM_016738240.1.p1
OG0003470	XM_001585081.1.p1	XM_016738411.1.p1
OG0003471	XM_001590483.1.p1	XM_016746767.1.p1
OG0003472	XM_001597970.1.p1	XM_016739198.1.p1
OG0003473	XM_001584604.1.p1	XM_016738277.1.p1
OG0003474	XM_001597871.1.p1	XM_016746796.1.p1
OG0003475	XM_001597322.1.p1	XM_016746260.1.p1
OG0003476	XM_001587748.1.p1	XM_016738237.1.p1
OG0003477	XM_001591518.1.p1	XM_016738551.1.p1
OG0003478	XM_001593754.1.p1	XM_016745797.1.p1
OG0003479	XM_001591839.1.p1	XM_016746856.1.p1
OG0003480	XM_001598382.1.p1	XM_016740625.1.p1
OG0003481	XM_001587517.1.p1	XM_016745158.1.p1
OG0003482	XM_001588746.1.p1	XM_016740857.1.p1
OG0003483	XM_001597488.1.p1	XM_016737309.1.p1
OG0003484	XM_001597281.1.p1	XM_016741664.1.p1
OG0003485	XM_001595263.1.p1	XM_016743143.1.p1
OG0003487	XM_001586278.1.p1	XM_016744540.1.p1
OG0003488	XM_001595109.1.p1	XM_016747011.1.p1
OG0003489	XM_001592466.1.p1	XM_016746289.1.p1
OG0003490	XM_001589812.1.p1	XM_016745997.1.p1
OG0003491	XM_001592398.1.p1	XM_016747330.1.p1
OG0003492	XM_001597449.1.p1	XM_016744293.1.p1
OG0003495	XM_001586170.1.p1	XM_016739068.1.p1
OG0003496	XM_001595557.1.p1	XM_016741829.1.p1
OG0003497	XM_001597721.1.p1	XM_016742711.1.p1
OG0003499	XM_001595916.1.p1	XM_016740587.1.p1
OG0003500	XM_001590274.1.p1	XM_016744670.1.p1
OG0003501	XM_001590212.1.p1	XM_016744685.1.p1
OG0003502	XM_001598123.1.p1	XM_016737493.1.p1
OG0003503	XM_001598077.1.p1	XM_016739874.1.p1
OG0003504	XM_001596665.1.p1	XM_016741208.1.p1
OG0003505	XM_001591548.1.p1	XM_016747503.1.p1
OG0003506	XM_001585769.1.p1	XM_016743466.1.p1
OG0003507	XM_001593346.1.p1	XM_016742347.1.p1, XM_016739310.1.p1
OG0003509	XM_001587611.1.p1	XM_016740064.1.p1
OG0003513	XM_001591903.1.p1	XM_016737791.1.p1
OG0003514	XM_001596019.1.p1	XM_016743798.1.p1
OG0003515	XM_001588058.1.p1	XM_016742214.1.p1
OG0003516	XM_001586821.1.p1	XM_016747202.1.p1
OG0003517	XM_001595458.1.p1, XM_001597603.1.p1	XM_016738270.1.p1
OG0003518	XM_001586913.1.p1, XM_001594238.1.p1	XM_016744167.1.p1
OG0003519	XM_001594594.1.p1	XM_016739342.1.p1
OG0003520	XM_001597504.1.p1	XM_016740689.1.p1
OG0003521	XM_001588439.1.p1	XM_016746473.1.p1
OG0003522	XM_001590343.1.p1	XM_016739409.1.p1
OG0003523	XM_001592894.1.p1	XM_016737824.1.p1
OG0003524	XM_001591078.1.p1	XM_016742179.1.p1
OG0003526	XM_001588333.1.p1	XM_016742200.1.p1
OG0003527	XM_001596267.1.p1	XM_016740930.1.p1
OG0003528	XM_001589927.1.p1	XM_016739903.1.p1
OG0003529	XM_001590205.1.p1	XM_016739912.1.p1
OG0003530	XM_001587934.1.p1	XM_016747871.1.p1
OG0003531	XM_001591496.1.p1	XM_016744987.1.p1
OG0003532	XM_001592001.1.p1	XM_016741078.1.p1
