Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Alternaria_alternata_rna_prot
OG0003121	XM_001585563.1.p1	XM_018525425.1.p1
OG0003122	XM_001588060.1.p1	XM_018525456.1.p1
OG0003123	XM_001590809.1.p1	XM_018525522.1.p1
OG0003124	XM_001594372.1.p1	XM_018525524.1.p1
OG0003125	XM_001595203.1.p1	XM_018525549.1.p1
OG0003126	XM_001594982.1.p1	XM_018525551.1.p1
OG0003127	XM_001591119.1.p1	XM_018525588.1.p1
OG0003128	XM_001598252.1.p1	XM_018525623.1.p1
OG0003129	XM_001587550.1.p1	XM_018525664.1.p1
OG0003130	XM_001591279.1.p1	XM_018525680.1.p1
OG0003131	XM_001588990.1.p1	XM_018525720.1.p1
OG0003132	XM_001589736.1.p1	XM_018525743.1.p1
OG0003133	XM_001587224.1.p1	XM_018536526.1.p1
OG0003134	XM_001595329.1.p1	XM_018525842.1.p1
OG0003135	XM_001597179.1.p1	XM_018525874.1.p1
OG0003136	XM_001594282.1.p1	XM_018525877.1.p1
OG0003137	XM_001593489.1.p1	XM_018525906.1.p1
OG0003138	XM_001596180.1.p1	XM_018525928.1.p1
OG0003140	XM_001591076.1.p1	XM_018526038.1.p1
OG0003141	XM_001587258.1.p1	XM_018526049.1.p1
OG0003142	XM_001587260.1.p1	XM_018526053.1.p1
OG0003143	XM_001586812.1.p1, XM_001596471.1.p1	XM_018528418.1.p1
OG0003144	XM_001588319.1.p1	XM_018526105.1.p1
OG0003146	XM_001595345.1.p1	XM_018526208.1.p1
OG0003149	XM_001597965.1.p1	XM_018526460.1.p1
OG0003150	XM_001594558.1.p1	XM_018526464.1.p1
OG0003151	XM_001585924.1.p1	XM_018526470.1.p1
OG0003152	XM_001594909.1.p1	XM_018526473.1.p1
OG0003153	XM_001596855.1.p1	XM_018526479.1.p1
OG0003153	XM_001592935.1.p1	XM_018531762.1.p1
OG0003154	XM_001591460.1.p1	XM_018526491.1.p1
OG0003155	XM_001597217.1.p1	XM_018526529.1.p1
OG0003156	XM_001591688.1.p1	XM_018526545.1.p1
OG0003157	XM_001584915.1.p1	XM_018526554.1.p1
OG0003158	XM_001596121.1.p1	XM_018526574.1.p1
OG0003159	XM_001598215.1.p1	XM_018526636.1.p1
OG0003160	XM_001596009.1.p1	XM_018526637.1.p1
OG0003161	XM_001598525.1.p1	XM_018526855.1.p1
OG0003162	XM_001596705.1.p1	XM_018526869.1.p1
OG0003163	XM_001585128.1.p1	XM_018526956.1.p1
OG0003165	XM_001592421.1.p1	XM_018527002.1.p1
OG0003166	XM_001592428.1.p1	XM_018527003.1.p1
OG0003167	XM_001586030.1.p1	XM_018527036.1.p1
OG0003168	XM_001594113.1.p1	XM_018527071.1.p1
OG0003169	XM_001593747.1.p1	XM_018527075.1.p1
OG0003170	XM_001588041.1.p1	XM_018527079.1.p1
OG0003171	XM_001596895.1.p1	XM_018527119.1.p1
OG0003172	XM_001597307.1.p1	XM_018527166.1.p1
OG0003173	XM_001594593.1.p1	XM_018527174.1.p1
OG0003174	XM_001587964.1.p1	XM_018527195.1.p1
OG0003176	XM_001596374.1.p1	XM_018527242.1.p1
OG0003178	XM_001593599.1.p1, XM_001598365.1.p1	XM_018527279.1.p1, XM_018535256.1.p1
OG0003179	XM_001598884.1.p1	XM_018527296.1.p1
OG0003180	XM_001585425.1.p1	XM_018527299.1.p1
OG0003181	XM_001587893.1.p1	XM_018527305.1.p1
OG0003182	XM_001585321.1.p1	XM_018527306.1.p1
OG0003183	XM_001585430.1.p1	XM_018527419.1.p1
OG0003185	XM_001587727.1.p1	XM_018527474.1.p1
OG0003186	XM_001586641.1.p1	XM_018527477.1.p1
OG0003187	XM_001591792.1.p1	XM_018527484.1.p1
OG0003188	XM_001597914.1.p1	XM_018527832.1.p1
OG0003189	XM_001591454.1.p1	XM_018527521.1.p1
OG0003190	XM_001590532.1.p1	XM_018527564.1.p1
OG0003191	XM_001593118.1.p1	XM_018527601.1.p1
OG0003192	XM_001590578.1.p1	XM_018527621.1.p1
OG0003193	XM_001597589.1.p1	XM_018527642.1.p1
OG0003194	XM_001589109.1.p1	XM_018527651.1.p1
OG0003195	XM_001590563.1.p1	XM_018527658.1.p1
OG0003196	XM_001589671.1.p1	XM_018527858.1.p1
OG0003197	XM_001592799.1.p1	XM_018536313.1.p1
OG0003198	XM_001591928.1.p1	XM_018527915.1.p1
OG0003200	XM_001589645.1.p1	XM_018527921.1.p1
OG0003201	XM_001593558.1.p1	XM_018527974.1.p1
OG0003202	XM_001593700.1.p1	XM_018527975.1.p1
OG0003203	XM_001589250.1.p1	XM_018528111.1.p1
OG0003204	XM_001584949.1.p1	XM_018528123.1.p1
OG0003205	XM_001589240.1.p1	XM_018528131.1.p1
OG0003206	XM_001597928.1.p1	XM_018528189.1.p1
OG0003207	XM_001588745.1.p1	XM_018528207.1.p1
OG0003208	XM_001593404.1.p1	XM_018528264.1.p1
OG0003209	XM_001596670.1.p1	XM_018528280.1.p1
OG0003211	XM_001596689.1.p1	XM_018528329.1.p1
OG0003212	XM_001596615.1.p1	XM_018528337.1.p1
OG0003213	XM_001592922.1.p1	XM_018528348.1.p1
OG0003214	XM_001596003.1.p1	XM_018528393.1.p1
OG0003215	XM_001587605.1.p1	XM_018528422.1.p1
OG0003216	XM_001589164.1.p1	XM_018528430.1.p1
OG0003217	XM_001588614.1.p1	XM_018528449.1.p1
OG0003218	XM_001595417.1.p1	XM_018528470.1.p1
OG0003219	XM_001598049.1.p1	XM_018528481.1.p1
OG0003220	XM_001585644.1.p1	XM_018528489.1.p1
OG0003221	XM_001591959.1.p1	XM_018528503.1.p1
OG0003222	XM_001585672.1.p1	XM_018528554.1.p1
OG0003223	XM_001588742.1.p1	XM_018528678.1.p1
OG0003224	XM_001593069.1.p1	XM_018528679.1.p1
OG0003225	XM_001597345.1.p1	XM_018528704.1.p1
OG0003227	XM_001588216.1.p1	XM_018528864.1.p1
OG0003228	XM_001587075.1.p1	XM_018528903.1.p1
OG0003229	XM_001593231.1.p1	XM_018528962.1.p1
OG0003230	XM_001597825.1.p1	XM_018528965.1.p1
OG0003231	XM_001592387.1.p1	XM_018528980.1.p1
OG0003232	XM_001594965.1.p1	XM_018529001.1.p1
OG0003233	XM_001592493.1.p1	XM_018529011.1.p1
OG0003234	XM_001591120.1.p1	XM_018529216.1.p1
OG0003235	XM_001585249.1.p1	XM_018529373.1.p1
OG0003236	XM_001595449.1.p1	XM_018529436.1.p1
OG0003237	XM_001587549.1.p1	XM_018530330.1.p1, XM_018529448.1.p1
OG0003238	XM_001594142.1.p1	XM_018529487.1.p1
OG0003239	XM_001587283.1.p1	XM_018529511.1.p1
OG0003240	XM_001586564.1.p1	XM_018529575.1.p1
OG0003241	XM_001596850.1.p1	XM_018529597.1.p1
OG0003242	XM_001595014.1.p1	XM_018529650.1.p1
OG0003243	XM_001586272.1.p1	XM_018529735.1.p1
OG0003244	XM_001596796.1.p1	XM_018529738.1.p1
OG0003245	XM_001596010.1.p1	XM_018529746.1.p1
OG0003246	XM_001591867.1.p1	XM_018529844.1.p1
OG0003247	XM_001595725.1.p1	XM_018529860.1.p1
OG0003248	XM_001588320.1.p1	XM_018529865.1.p1
OG0003249	XM_001589272.1.p1	XM_018529893.1.p1
OG0003250	XM_001595462.1.p1	XM_018530142.1.p1
OG0003251	XM_001598737.1.p1	XM_018530157.1.p1
OG0003253	XM_001598173.1.p1	XM_018530195.1.p1
OG0003254	XM_001598403.1.p1	XM_018530197.1.p1
OG0003255	XM_001596492.1.p1	XM_018530231.1.p1
OG0003256	XM_001597857.1.p1	XM_018530279.1.p1
OG0003258	XM_001585196.1.p1	XM_018530412.1.p1
OG0003259	XM_001585414.1.p1	XM_018530656.1.p1
OG0003260	XM_001595799.1.p1	XM_018530658.1.p1
OG0003261	XM_001597749.1.p1	XM_018534299.1.p1
OG0003262	XM_001588051.1.p1	XM_018530722.1.p1
OG0003263	XM_001595550.1.p1	XM_018530917.1.p1
OG0003264	XM_001591954.1.p1	XM_018530924.1.p1
OG0003265	XM_001589021.1.p1	XM_018530978.1.p1
OG0003266	XM_001593047.1.p1	XM_018531069.1.p1
OG0003267	XM_001598623.1.p1	XM_018534970.1.p1, XM_018531115.1.p1, XM_018535111.1.p1, XM_018532275.1.p1
OG0003268	XM_001589981.1.p1	XM_018531136.1.p1
OG0003269	XM_001592764.1.p1	XM_018531185.1.p1
OG0003270	XM_001593751.1.p1	XM_018531193.1.p1
OG0003271	XM_001593886.1.p1	XM_018531211.1.p1
OG0003272	XM_001589203.1.p1	XM_018531386.1.p1
OG0003274	XM_001587418.1.p1	XM_018531411.1.p1
OG0003275	XM_001587583.1.p1	XM_018531412.1.p1
OG0003276	XM_001586734.1.p1	XM_018531455.1.p1
OG0003277	XM_001592177.1.p1	XM_018531518.1.p1
OG0003278	XM_001598098.1.p1	XM_018531523.1.p1
OG0003279	XM_001585823.1.p1	XM_018531564.1.p1
OG0003280	XM_001597461.1.p1	XM_018531585.1.p1
OG0003281	XM_001589324.1.p1	XM_018531622.1.p1
OG0003282	XM_001596197.1.p1	XM_018531686.1.p1
OG0003283	XM_001587096.1.p1	XM_018531755.1.p1
OG0003284	XM_001594209.1.p1	XM_018535345.1.p1
OG0003285	XM_001597598.1.p1	XM_018531879.1.p1
OG0003286	XM_001591177.1.p1	XM_018531880.1.p1
OG0003288	XM_001586805.1.p1	XM_018531973.1.p1
OG0003289	XM_001586637.1.p1	XM_018532023.1.p2
OG0003290	XM_001586740.1.p1	XM_018532027.1.p1
OG0003291	XM_001594716.1.p1	XM_018532080.1.p1
OG0003292	XM_001596873.1.p1	XM_018532109.1.p1
OG0003293	XM_001597391.1.p1	XM_018532222.1.p1
OG0003294	XM_001595617.1.p1	XM_018532242.1.p1
OG0003295	XM_001590749.1.p1	XM_018532255.1.p1
OG0003296	XM_001595341.1.p1	XM_018532346.1.p1
OG0003297	XM_001587270.1.p1	XM_018532351.1.p1
OG0003298	XM_001597311.1.p1	XM_018532392.1.p1
OG0003299	XM_001594490.1.p1	XM_018532433.1.p1
OG0003300	XM_001589049.1.p1	XM_018532481.1.p1
OG0003301	XM_001597951.1.p1	XM_018532511.1.p1
OG0003302	XM_001595139.1.p1	XM_018532591.1.p1
OG0003303	XM_001597402.1.p1	XM_018532595.1.p1
OG0003304	XM_001598242.1.p1	XM_018532637.1.p1
OG0003305	XM_001586439.1.p1	XM_018532736.1.p1
OG0003307	XM_001595073.1.p1	XM_018532896.1.p1
OG0003308	XM_001597432.1.p1	XM_018532948.1.p1
OG0003309	XM_001590067.1.p1	XM_018532990.1.p1
OG0003311	XM_001588978.1.p1	XM_018533125.1.p1
OG0003312	XM_001596498.1.p1	XM_018533126.1.p1
OG0003313	XM_001592434.1.p1	XM_018533132.1.p1
OG0003314	XM_001585167.1.p1	XM_018533150.1.p1
OG0003315	XM_001594584.1.p1	XM_018533300.1.p1
OG0003316	XM_001593322.1.p1	XM_018533322.1.p1
OG0003317	XM_001586229.1.p1	XM_018533328.1.p1
OG0003318	XM_001594826.1.p1	XM_018533359.1.p1
OG0003319	XM_001590508.1.p1	XM_018533731.1.p1
OG0003320	XM_001596495.1.p1	XM_018533803.1.p1
OG0003321	XM_001589643.1.p1	XM_018533811.1.p1
OG0003322	XM_001592939.1.p1	XM_018533876.1.p1
OG0003323	XM_001593933.1.p1	XM_018533903.1.p1
OG0003324	XM_001588704.1.p1	XM_018533961.1.p1
OG0003325	XM_001591449.1.p1	XM_018533975.1.p1
OG0003326	XM_001587707.1.p1	XM_018533977.1.p1
OG0003327	XM_001593157.1.p1	XM_018534054.1.p1
OG0003328	XM_001586936.1.p1	XM_018534057.1.p1
OG0003329	XM_001598553.1.p1, XM_001594202.1.p1	XM_018534077.1.p1
OG0003330	XM_001584812.1.p1	XM_018534088.1.p1
OG0003331	XM_001596990.1.p1	XM_018534106.1.p1
OG0003332	XM_001595057.1.p1	XM_018534146.1.p1
OG0003333	XM_001594860.1.p1	XM_018534149.1.p1
OG0003334	XM_001594978.1.p1	XM_018534159.1.p1
OG0003335	XM_001598921.1.p1	XM_018534211.1.p1
OG0003336	XM_001596912.1.p1	XM_018534238.1.p1
OG0003337	XM_001592327.1.p1	XM_018534241.1.p1
OG0003338	XM_001592307.1.p1	XM_018534251.1.p1
OG0003339	XM_001588779.1.p1	XM_018534253.1.p1
OG0003340	XM_001598795.1.p1	XM_018534270.1.p1
OG0003341	XM_001592462.1.p1	XM_018534277.1.p1
OG0003342	XM_001591065.1.p1	XM_018534304.1.p1
OG0003343	XM_001594660.1.p1	XM_018534362.1.p1
OG0003344	XM_001594948.1.p1	XM_018534399.1.p1
OG0003345	XM_001587331.1.p1	XM_018534415.1.p1
OG0003346	XM_001598214.1.p1	XM_018534427.1.p1
OG0003347	XM_001596020.1.p1	XM_018534458.1.p1
OG0003348	XM_001590681.1.p1	XM_018534507.1.p1
OG0003349	XM_001598046.1.p1	XM_018534528.1.p1
OG0003350	XM_001591577.1.p1	XM_018534586.1.p1
OG0003351	XM_001597094.1.p1	XM_018534600.1.p1
OG0003352	XM_001588979.1.p1	XM_018534663.1.p1
OG0003353	XM_001589786.1.p1	XM_018534690.1.p1
OG0003354	XM_001588134.1.p1	XM_018534742.1.p1
OG0003355	XM_001598389.1.p1	XM_018534766.1.p1
OG0003356	XM_001590143.1.p1, XM_001590144.1.p1	XM_018534855.1.p1
OG0003358	XM_001594599.1.p1	XM_018535009.1.p1
OG0003359	XM_001593636.1.p1	XM_018535082.1.p1
OG0003360	XM_001585701.1.p1	XM_018535160.1.p1
OG0003361	XM_001588263.1.p1, XM_001591372.1.p1	XM_018535191.1.p1
OG0003362	XM_001588054.1.p1	XM_018535192.1.p1
OG0003363	XM_001594176.1.p1	XM_018535290.1.p1
OG0003364	XM_001592492.1.p1	XM_018535302.1.p1
OG0003365	XM_001585480.1.p1	XM_018535338.1.p1
OG0003366	XM_001594145.1.p1	XM_018535397.1.p1
OG0003367	XM_001588998.1.p1	XM_018535412.1.p1
OG0003368	XM_001593512.1.p1	XM_018535442.1.p1
OG0003369	XM_001588659.1.p1, XM_001588660.1.p1	XM_018535481.1.p1
OG0003370	XM_001586318.1.p1	XM_018535504.1.p1
OG0003371	XM_001586608.1.p1	XM_018535512.1.p1
OG0003372	XM_001591750.1.p1	XM_018535538.1.p1
OG0003373	XM_001584600.1.p1	XM_018535578.1.p1
OG0003374	XM_001597197.1.p1	XM_018535617.1.p1
OG0003375	XM_001586263.1.p1	XM_018535624.1.p1
OG0003376	XM_001597884.1.p1	XM_018535690.1.p1
OG0003377	XM_001591473.1.p1	XM_018535741.1.p1
OG0003378	XM_001588267.1.p1	XM_018535746.1.p1
OG0003379	XM_001595836.1.p1	XM_018535748.1.p1
OG0003380	XM_001592923.1.p1	XM_018535851.1.p1
OG0003381	XM_001588707.1.p1	XM_018535873.1.p1
OG0003382	XM_001592954.1.p1	XM_018535891.1.p1
OG0003383	XM_001588128.1.p1	XM_018535903.1.p1
OG0003384	XM_001595158.1.p1	XM_018535926.1.p1
OG0003385	XM_001588278.1.p1	XM_018535969.1.p1
OG0003387	XM_001586862.1.p1	XM_018536072.1.p1
OG0003388	XM_001590673.1.p1	XM_018536095.1.p1
OG0003389	XM_001585114.1.p1	XM_018536128.1.p1
OG0003390	XM_001585517.1.p1	XM_018536144.1.p1
OG0003391	XM_001590649.1.p1	XM_018536146.1.p1
OG0003392	XM_001598687.1.p1	XM_018536171.1.p1
OG0003393	XM_001590846.1.p1	XM_018536208.1.p1
OG0003394	XM_001596939.1.p1	XM_018536213.1.p1
OG0003395	XM_001596113.1.p1	XM_018536214.1.p1
OG0003396	XM_001589794.1.p1	XM_018536220.1.p1
OG0003397	XM_001593343.1.p1	XM_018536224.1.p1
OG0003398	XM_001586421.1.p1	XM_018536318.1.p1
OG0003399	XM_001589918.1.p1	XM_018536323.1.p1
OG0003400	XM_001593178.1.p1	XM_018536382.1.p1
OG0003401	XM_001590815.1.p1	XM_018536441.1.p1
OG0003441	XM_001588645.1.p1	XM_018523204.1.p1
OG0003442	XM_001594839.1.p1	XM_018523236.1.p1
OG0003443	XM_001596301.1.p1	XM_018525037.1.p1, XM_018534281.1.p1
OG0003444	XM_001594046.1.p1	XM_018523355.1.p1
OG0003445	XM_001594187.1.p1	XM_018523531.1.p1
OG0003446	XM_001596029.1.p1	XM_018523560.1.p1
OG0003447	XM_001584893.1.p1	XM_018523570.1.p1
OG0003449	XM_001595157.1.p1	XM_018523639.1.p1
OG0003450	XM_001593234.1.p1	XM_018523685.1.p1
OG0003451	XM_001593816.1.p1	XM_018523845.1.p1
OG0003452	XM_001594134.1.p1, XM_001594135.1.p1	XM_018523966.1.p1
OG0003453	XM_001594150.1.p1	XM_018523972.1.p1
OG0003454	XM_001586039.1.p1	XM_018523977.1.p1
OG0003455	XM_001594673.1.p1	XM_018523987.1.p1
OG0003456	XM_001589970.1.p1	XM_018524002.1.p1
OG0003458	XM_001586189.1.p1	XM_018524021.1.p1
OG0003460	XM_001588946.1.p1	XM_018524039.1.p1
OG0003461	XM_001594812.1.p1	XM_018524104.1.p1
OG0003462	XM_001586624.1.p1	XM_018524116.1.p1
OG0003463	XM_001593620.1.p1	XM_018524173.1.p1
OG0003464	XM_001593941.1.p1	XM_018524187.1.p1
OG0003465	XM_001593806.1.p1	XM_018524193.1.p1
OG0003466	XM_001590936.1.p1	XM_018524235.1.p1
OG0003467	XM_001586757.1.p1	XM_018524258.1.p1
OG0003468	XM_001591242.1.p1	XM_018524284.1.p1
OG0003469	XM_001586933.1.p1	XM_018524295.1.p1
OG0003470	XM_001585081.1.p1	XM_018524312.1.p1
OG0003471	XM_001590483.1.p1	XM_018524324.1.p1
OG0003472	XM_001597970.1.p1	XM_018524373.1.p1
OG0003473	XM_001584604.1.p1	XM_018524376.1.p1
OG0003474	XM_001597871.1.p1	XM_018524380.1.p1
OG0003475	XM_001597322.1.p1	XM_018524403.1.p1
OG0003476	XM_001587748.1.p1	XM_018524431.1.p1
OG0003477	XM_001591518.1.p1	XM_018524473.1.p1
OG0003478	XM_001593754.1.p1	XM_018524481.1.p1
OG0003479	XM_001591839.1.p1	XM_018524502.1.p1
OG0003480	XM_001598382.1.p1	XM_018524550.1.p1
OG0003481	XM_001587517.1.p1	XM_018524577.1.p1
OG0003482	XM_001588746.1.p1	XM_018524593.1.p1
OG0003483	XM_001597488.1.p1	XM_018524606.1.p1
OG0003484	XM_001597281.1.p1	XM_018524611.1.p1
OG0003485	XM_001595263.1.p1	XM_018524633.1.p1
OG0003487	XM_001586278.1.p1	XM_018524677.1.p1
OG0003488	XM_001595109.1.p1	XM_018524686.1.p1
OG0003489	XM_001592466.1.p1	XM_018524713.1.p1
OG0003490	XM_001589812.1.p1	XM_018524732.1.p1
OG0003491	XM_001592398.1.p1	XM_018524736.1.p1
OG0003492	XM_001597449.1.p1	XM_018524810.1.p1
OG0003495	XM_001586170.1.p1	XM_018524979.1.p1
OG0003496	XM_001585054.1.p1	XM_018525018.1.p1
OG0003496	XM_001595557.1.p1	XM_018534096.1.p1
OG0003497	XM_001597721.1.p1	XM_018525024.1.p1
OG0003498	XM_001595387.1.p1	XM_018525032.1.p1
OG0003499	XM_001595916.1.p1	XM_018525079.1.p1
OG0003500	XM_001590274.1.p1	XM_018525158.1.p1
OG0003501	XM_001590212.1.p1	XM_018525196.1.p1
OG0003502	XM_001598123.1.p1	XM_018525220.1.p1
OG0003503	XM_001598077.1.p1	XM_018525228.1.p1
OG0003504	XM_001596665.1.p1	XM_018536540.1.p1
OG0003505	XM_001591548.1.p1	XM_018525237.1.p1
OG0003506	XM_001585769.1.p1	XM_018525263.1.p1
OG0003507	XM_001593346.1.p1	XM_018525277.1.p1, XM_018536372.1.p1
OG0003509	XM_001587611.1.p1	XM_018525339.1.p1
OG0003510	XM_001590391.1.p1	XM_018525344.1.p1
OG0003511	XM_001585539.1.p1	XM_018525347.1.p1
OG0003513	XM_001591903.1.p1	XM_018525408.1.p1
OG0003514	XM_001596019.1.p1	XM_018525416.1.p1
OG0003515	XM_001588058.1.p1	XM_018525444.1.p1
OG0003516	XM_001586821.1.p1	XM_018525688.1.p1
OG0003517	XM_001584615.1.p1, XM_001595458.1.p1, XM_001597603.1.p1	XM_018525812.1.p1
OG0003518	XM_001586913.1.p1, XM_001594238.1.p1	XM_018526858.1.p1
OG0003519	XM_001594594.1.p1	XM_018525868.1.p1
OG0003520	XM_001597504.1.p1	XM_018525937.1.p1
OG0003521	XM_001588439.1.p1	XM_018525951.1.p1
OG0003522	XM_001590343.1.p1	XM_018525961.1.p1
OG0003523	XM_001592894.1.p1	XM_018525997.1.p1
OG0003524	XM_001591078.1.p1	XM_018526047.1.p1
OG0003526	XM_001588333.1.p1	XM_018526083.1.p1
OG0003527	XM_001596267.1.p1	XM_018526110.1.p1
OG0003528	XM_001589927.1.p1	XM_018526141.1.p1
OG0003529	XM_001590205.1.p1	XM_018526174.1.p1
OG0003530	XM_001587934.1.p1	XM_018526229.1.p1
OG0003531	XM_001591496.1.p1	XM_018526272.1.p1
OG0003532	XM_001592001.1.p1	XM_018526346.1.p1
OG0003533	XM_001585977.1.p1	XM_018526348.1.p1
OG0003534	XM_001594357.1.p1	XM_018526360.1.p1
OG0003535	XM_001594248.1.p1	XM_018526373.1.p1
OG0003536	XM_001589994.1.p1	XM_018526374.1.p1
OG0003537	XM_001588898.1.p1	XM_018526385.1.p1
OG0003538	XM_001587765.1.p1	XM_018526428.1.p1
OG0003540	XM_001598800.1.p1	XM_018526543.1.p1
OG0003541	XM_001594287.1.p1	XM_018526584.1.p1
OG0003542	XM_001594552.1.p1	XM_018526598.1.p1
OG0003544	XM_001589289.1.p1	XM_018526703.1.p1
OG0003545	XM_001585786.1.p1	XM_018526711.1.p1
OG0003546	XM_001588600.1.p1	XM_018526724.1.p1
OG0003548	XM_001591293.1.p1	XM_018526839.1.p1
OG0003549	XM_001585458.1.p1	XM_018533501.1.p1
OG0003549	XM_001593721.1.p1	XM_018532247.1.p1, XM_018526918.1.p1
OG0003550	XM_001591421.1.p1	XM_018535023.1.p1
OG0003551	XM_001591690.1.p1	XM_018534670.1.p1, XM_018526965.1.p1
OG0003552	XM_001594410.1.p1	XM_018526981.1.p1
OG0003553	XM_001591610.1.p1	XM_018526995.1.p1
OG0003554	XM_001585490.1.p1	XM_018527004.1.p1
OG0003556	XM_001589695.1.p1	XM_018527039.1.p1
OG0003557	XM_001588893.1.p1	XM_018527072.1.p1
OG0003558	XM_001584781.1.p1	XM_018527175.1.p1
OG0003559	XM_001586141.1.p1	XM_018527198.1.p1
OG0003560	XM_001593608.1.p1	XM_018527291.1.p1
OG0003561	XM_001596592.1.p1	XM_018536559.1.p1
OG0003562	XM_001594981.1.p1	XM_018527527.1.p1
OG0003563	XM_001592485.1.p1	XM_018527556.1.p1
OG0003564	XM_001593015.1.p1	XM_018527592.1.p1
OG0003565	XM_001597289.1.p1	XM_018530207.1.p1
OG0003565	XM_001594819.1.p1	XM_018527637.1.p1
OG0003566	XM_001590193.1.p1	XM_018527702.1.p1
OG0003567	XM_001586818.1.p1	XM_018527722.1.p1
OG0003568	XM_001589321.1.p1	XM_018527760.1.p1
OG0003569	XM_001589529.1.p1, XM_001588634.1.p1	XM_018527767.1.p1
OG0003570	XM_001586065.1.p1	XM_018527879.1.p1
OG0003571	XM_001585291.1.p1	XM_018527895.1.p1
OG0003572	XM_001585895.1.p1	XM_018527912.1.p1
OG0003574	XM_001585918.1.p1	XM_018528148.1.p1
OG0003575	XM_001591849.1.p1	XM_018528185.1.p1
OG0003576	XM_001595380.1.p1	XM_018528229.1.p1
OG0003577	XM_001597257.1.p1	XM_018528239.1.p1
OG0003578	XM_001594877.1.p1	XM_018528289.1.p1
OG0003579	XM_001597590.1.p1	XM_018528508.1.p1
OG0003580	XM_001597654.1.p1	XM_018528538.1.p1
OG0003581	XM_001598357.1.p1	XM_018528600.1.p1
OG0003582	XM_001590633.1.p1	XM_018528652.1.p1
OG0003584	XM_001585144.1.p1	XM_018528738.1.p1
OG0003585	XM_001586819.1.p1	XM_018528754.1.p1
OG0003586	XM_001594598.1.p1	XM_018528823.1.p1
OG0003587	XM_001594449.1.p1	XM_018528856.1.p1, XM_018534311.1.p1
OG0003590	XM_001588025.1.p1	XM_018529025.1.p1
OG0003591	XM_001598539.1.p1	XM_018529036.1.p1
OG0003592	XM_001586603.1.p1	XM_018529081.1.p1
OG0003592	XM_001589807.1.p1	XM_018530068.1.p1
OG0003594	XM_001591184.1.p1	XM_018529153.1.p1
OG0003595	XM_001597668.1.p1	XM_018529157.1.p1
OG0003596	XM_001597367.1.p1	XM_018529225.1.p1
OG0003597	XM_001587572.1.p1	XM_018529267.1.p1
OG0003598	XM_001588350.1.p1	XM_018534697.1.p1, XM_018529368.1.p1
OG0003599	XM_001597601.1.p1	XM_018529468.1.p1
OG0003600	XM_001586922.1.p1	XM_018529560.1.p1
OG0003601	XM_001596698.1.p1	XM_018529567.1.p1
OG0003602	XM_001596120.1.p1	XM_018529697.1.p1
OG0003603	XM_001595607.1.p1	XM_018529887.1.p1
OG0003604	XM_001585320.1.p1	XM_018529920.1.p1
OG0003605	XM_001596751.1.p1	XM_018529967.1.p1
OG0003608	XM_001589913.1.p1	XM_018530049.1.p1
OG0003609	XM_001595929.1.p1	XM_018530058.1.p1
OG0003610	XM_001586036.1.p1	XM_018530078.1.p1
OG0003611	XM_001594475.1.p1	XM_018530150.1.p1
OG0003612	XM_001591787.1.p1	XM_018530176.1.p1
OG0003613	XM_001598054.1.p1	XM_018530228.1.p1
OG0003614	XM_001590248.1.p1	XM_018530324.1.p1
OG0003615	XM_001590927.1.p1	XM_018530355.1.p1
OG0003616	XM_001593194.1.p1	XM_018530439.1.p1
OG0003617	XM_001592921.1.p1	XM_018534315.1.p1, XM_018530451.1.p1
OG0003618	XM_001587117.1.p1	XM_018530466.1.p1
OG0003619	XM_001591448.1.p1	XM_018530548.1.p1
OG0003620	XM_001588454.1.p1	XM_018530601.1.p1
OG0003621	XM_001596021.1.p1	XM_018530635.1.p1
OG0003622	XM_001588618.1.p1	XM_018530725.1.p1
OG0003623	XM_001597525.1.p1	XM_018530936.1.p1
OG0003624	XM_001588676.1.p1	XM_018530955.1.p1
OG0003625	XM_001596767.1.p1	XM_018531813.1.p1
OG0003626	XM_001594120.1.p1	XM_018531141.1.p1
OG0003627	XM_001588705.1.p1	XM_018531266.1.p1
OG0003628	XM_001595591.1.p1	XM_018531325.1.p1
OG0003629	XM_001585723.1.p1	XM_018531362.1.p1
OG0003630	XM_001586059.1.p1	XM_018531581.1.p1
OG0003631	XM_001597187.1.p1	XM_018531584.1.p1
OG0003632	XM_001586230.1.p1	XM_018531609.1.p1
OG0003634	XM_001590402.1.p1, XM_001590401.1.p1	XM_018531739.1.p1
OG0003635	XM_001586052.1.p1	XM_018531740.1.p1
OG0003637	XM_001596737.1.p1	XM_018531820.1.p1
OG0003639	XM_001587751.1.p1	XM_018531966.1.p1
OG0003640	XM_001587690.1.p1	XM_018531997.1.p1
OG0003641	XM_001587992.1.p1	XM_018532014.1.p1
OG0003642	XM_001594713.1.p1	XM_018532061.1.p1
OG0003643	XM_001590093.1.p1	XM_018532077.1.p1
OG0003644	XM_001598432.1.p1	XM_018532129.1.p1
OG0003645	XM_001595610.1.p1	XM_018532281.1.p1
OG0003646	XM_001595067.1.p1	XM_018534883.1.p1
OG0003647	XM_001594676.1.p1	XM_018532431.1.p1
OG0003648	XM_001596333.1.p1	XM_018532498.1.p1
OG0003649	XM_001591746.1.p1	XM_018532648.1.p1
OG0003650	XM_001594878.1.p1	XM_018532687.1.p1
OG0003652	XM_001593499.1.p1	XM_018532758.1.p1
