Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Arthrobotrys_oligospora_cds_prot
OG0002834	XM_001598690.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497407.1_12198.p1
OG0002835	XM_001595662.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512243.1_1164.p1
OG0002836	XM_001595817.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509996.1_4854.p1
OG0002838	XM_001588615.1.p1	lcl|JAVHJL010000002.1_cds_KAK6510022.1_4880.p1
OG0002839	XM_001595816.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499619.1_10319.p1
OG0002840	XM_001588045.1.p1	lcl|JAVHJL010000002.1_cds_KAK6510062.1_4920.p1
OG0002841	XM_001588074.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499567.1_10266.p1
OG0002843	XM_001596231.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496946.1_1989.p1
OG0002844	XM_001593045.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496441.1_2536.p1
OG0002845	XM_001592867.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509707.1_4565.p1
OG0002846	XM_001586963.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496872.1_1915.p1
OG0002847	XM_001593772.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511966.1_888.p1
OG0002849	XM_001588773.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504855.1_6985.p1
OG0002850	XM_001593497.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507164.1_5767.p1
OG0002851	XM_001588039.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507159.1_5762.p1
OG0002853	XM_001593876.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504804.1_6934.p1
OG0002855	XM_001595705.1.p1	lcl|JAVHJL010000002.1_cds_KAK6510072.1_4930.p1
OG0002856	XM_001584674.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504735.1_6865.p1
OG0002857	XM_001587907.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495209.1_3324.p1
OG0002858	XM_001587913.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495212.1_3327.p1
OG0002859	XM_001587414.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501095.1_9236.p1
OG0002860	XM_001592365.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512312.1_1234.p1
OG0002861	XM_001592809.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496828.1_1871.p1
OG0002862	XM_001594362.1.p1	lcl|JAVHJL010000002.1_cds_KAK6510131.1_4989.p1
OG0002863	XM_001593273.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509203.1_4061.p1
OG0002864	XM_001592933.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496704.1_1747.p1
OG0002865	XM_001592893.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512048.1_970.p1
OG0002866	XM_001591304.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509402.1_4260.p1
OG0002867	XM_001591252.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505219.1_7349.p1
OG0002869	XM_001594714.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512619.1_1541.p1
OG0002870	XM_001591055.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506867.1_5470.p1
OG0002871	XM_001589839.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501594.1_9735.p1
OG0002872	XM_001598431.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501059.1_9200.p1
OG0002873	XM_001587391.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512185.1_1107.p1
OG0002874	XM_001592659.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509053.1_3911.p1
OG0002875	XM_001595937.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497644.1_12435.p1
OG0002876	XM_001589719.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512278.1_1200.p1
OG0002877	XM_001586947.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497710.1_12501.p1
OG0002879	XM_001586490.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497459.1_12250.p1
OG0002881	XM_001588307.1.p1	lcl|JAVHJL010000007.1_cds_KAK6500336.1_11036.p1
OG0002882	XM_001595117.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503045.1_8333.p1
OG0002883	XM_001588923.1.p1	lcl|JAVHJL010000005.1_cds_KAK6502761.1_8049.p1
OG0002884	XM_001587320.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509466.1_4324.p1
OG0002887	XM_001592730.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507349.1_5952.p1
OG0002888	XM_001585340.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501733.1_9874.p1
OG0002889	XM_001596947.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495375.1_3490.p1
OG0002890	XM_001585491.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511152.1_74.p1
OG0002891	XM_001584905.1.p1	lcl|JAVHJL010000007.1_cds_KAK6500117.1_10817.p1
OG0002892	XM_001593193.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496749.1_1792.p1
OG0002893	XM_001584778.1.p1	lcl|JAVHJL010000002.1_cds_KAK6510181.1_5039.p1
OG0002894	XM_001584777.1.p1	lcl|JAVHJL010000002.1_cds_KAK6510194.1_5052.p1
OG0002895	XM_001596822.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498996.1_11944.p1
OG0002896	XM_001589778.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503189.1_8477.p1
OG0002897	XM_001596797.1.p1	lcl|JAVHJL010000002.1_cds_KAK6508997.1_3855.p1
OG0002898	XM_001594548.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497840.1_12631.p1
OG0002899	XM_001598500.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496029.1_2124.p1
OG0002900	XM_001594304.1.p1	lcl|JAVHJL010000002.1_cds_KAK6508947.1_3805.p1
OG0002902	XM_001587141.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507450.1_6053.p1
OG0002904	XM_001590117.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501621.1_9762.p1
OG0002905	XM_001595167.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504949.1_7079.p1
OG0002906	XM_001585980.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512449.1_1371.p1
OG0002907	XM_001589508.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496252.1_2347.p1
OG0002908	XM_001585681.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511124.1_46.p1
OG0002909	XM_001589650.1.p1	lcl|JAVHJL010000005.1_cds_KAK6502949.1_8237.p1
OG0002910	XM_001584756.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501205.1_9346.p1
OG0002911	XM_001587671.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505265.1_7395.p1
OG0002913	XM_001589087.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496518.1_2613.p1
OG0002914	XM_001586648.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505228.1_7358.p1
OG0002915	XM_001586655.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509318.1_4176.p1
OG0002916	XM_001595332.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501083.1_9224.p1
OG0002917	XM_001593156.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503275.1_8563.p1
OG0002918	XM_001584751.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503387.1_8675.p1
OG0002919	XM_001595131.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501071.1_9212.p1
OG0002920	XM_001594348.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501104.1_9245.p1
OG0002921	XM_001586580.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497388.1_12179.p1
OG0002922	XM_001598928.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507318.1_5921.p1
OG0002923	XM_001589939.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511540.1_462.p1
OG0002924	XM_001598426.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506931.1_5534.p1
OG0002925	XM_001592397.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511915.1_837.p1
OG0002927	XM_001592441.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495394.1_3509.p1
OG0002928	XM_001594792.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505494.1_7624.p1
OG0002929	XM_001594925.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509329.1_4187.p1
OG0002931	XM_001596637.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509112.1_3970.p1
OG0002932	XM_001584521.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497793.1_12584.p1
OG0002933	XM_001598436.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506933.1_5536.p1
OG0002934	XM_001596902.1.p1	lcl|JAVHJL010000007.1_cds_KAK6500220.1_10920.p1
OG0002935	XM_001597087.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507464.1_6067.p1
OG0002936	XM_001585645.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501869.1_10010.p1
OG0002937	XM_001592062.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501675.1_9816.p1
OG0002938	XM_001595996.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507976.1_6579.p1
OG0002939	XM_001588064.1.p1	lcl|JAVHJL010000002.1_cds_KAK6510034.1_4892.p1
OG0002940	XM_001584945.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495402.1_3517.p1
OG0002941	XM_001598911.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507311.1_5914.p1
OG0002942	XM_001598387.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509491.1_4349.p1
OG0002944	XM_001595601.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498617.1_11565.p1
OG0002945	XM_001596835.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507325.1_5928.p1
OG0002946	XM_001598340.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504910.1_7040.p1
OG0002947	XM_001594879.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497473.1_12264.p1
OG0002948	XM_001598017.1.p1	lcl|JAVHJL010000005.1_cds_KAK6502799.1_8087.p1
OG0002949	XM_001596664.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503778.1_9066.p1
OG0002950	XM_001596766.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503814.1_9102.p1
OG0002951	XM_001587972.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498579.1_11527.p1
OG0002952	XM_001594674.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501866.1_10007.p1
OG0002953	XM_001590736.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511182.1_104.p1
OG0002954	XM_001594218.1.p1	lcl|JAVHJL010000002.1_cds_KAK6508966.1_3824.p1
OG0002955	XM_001585257.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499827.1_10527.p1
OG0002956	XM_001589716.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503190.1_8478.p1
OG0002957	XM_001597979.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512161.1_1083.p1
OG0002958	XM_001596285.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496253.1_2348.p1
OG0002960	XM_001591838.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503503.1_8791.p1
OG0002961	XM_001589391.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496388.1_2483.p1
OG0002962	XM_001588125.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507225.1_5828.p1
OG0002963	XM_001590664.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509868.1_4726.p1
OG0002964	XM_001589841.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501614.1_9755.p1
OG0002965	XM_001594731.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501060.1_9201.p1
OG0002966	XM_001591517.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497593.1_12384.p1
OG0002967	XM_001592383.1.p1	lcl|JAVHJL010000007.1_cds_KAK6500238.1_10938.p1
OG0002968	XM_001590687.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495459.1_3575.p1, lcl|JAVHJL010000013.1_cds_KAK6495460.1_3574.p1
OG0002970	XM_001584779.1.p1	lcl|JAVHJL010000002.1_cds_KAK6510160.1_5018.p1
OG0002971	XM_001593218.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509198.1_4056.p1
OG0002972	XM_001586583.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506824.1_5427.p1
OG0002973	XM_001597296.1.p1	lcl|JAVHJL010000005.1_cds_KAK6502918.1_8206.p1
OG0002974	XM_001598292.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506969.1_5572.p1
OG0002975	XM_001597082.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507615.1_6218.p1
OG0002976	XM_001585763.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507513.1_6116.p1
OG0002977	XM_001595717.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507242.1_5845.p1
OG0002978	XM_001590727.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499817.1_10517.p1
OG0002979	XM_001590171.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511514.1_436.p1
OG0002980	XM_001595614.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509538.1_4396.p1
OG0002981	XM_001588086.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505047.1_7177.p1
OG0002982	XM_001592352.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507146.1_5749.p1
OG0002983	XM_001597473.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501805.1_9946.p1
OG0002984	XM_001585466.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512220.1_1142.p1
OG0002985	XM_001585569.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512261.1_1183.p1
OG0002986	XM_001595969.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503220.1_8508.p1
OG0002987	XM_001589442.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496274.1_2369.p1
OG0002988	XM_001589623.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496451.1_2546.p1
OG0002989	XM_001586520.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511129.1_51.p1
OG0002990	XM_001591809.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503531.1_8819.p1
OG0002991	XM_001593792.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503632.1_8920.p1
OG0002992	XM_001588178.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504872.1_7002.p1
OG0002993	XM_001588043.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507175.1_5778.p1
OG0002994	XM_001586777.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498547.1_11495.p1
OG0002995	XM_001587761.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509323.1_4181.p1
OG0002996	XM_001587815.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495201.1_3316.p1
OG0002997	XM_001591052.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507047.1_5650.p1
OG0002998	XM_001587294.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501075.1_9216.p1
OG0002999	XM_001587735.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509305.1_4163.p1
OG0003000	XM_001597103.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511466.1_388.p1
OG0003001	XM_001584517.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509875.1_4733.p1
OG0003002	XM_001591859.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511943.1_865.p1
OG0003003	XM_001591033.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498679.1_11627.p1
OG0003004	XM_001597280.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509680.1_4538.p1
OG0003005	XM_001597771.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498754.1_11702.p1
OG0003006	XM_001594575.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505426.1_7556.p1
OG0003007	XM_001587364.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507420.1_6023.p1
OG0003008	XM_001598051.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506949.1_5552.p1
OG0003009	XM_001595951.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503106.1_8394.p1
OG0003010	XM_001590494.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499778.1_10478.p1
OG0003011	XM_001590780.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497695.1_12486.p1
OG0003012	XM_001595070.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496925.1_1968.p1
OG0003013	XM_001592305.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495286.1_3401.p1
OG0003015	XM_001596725.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503771.1_9059.p1
OG0003016	XM_001590554.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495433.1_3548.p1
OG0003017	XM_001590557.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512631.1_1553.p1
OG0003018	XM_001598650.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512247.1_1169.p1
OG0003019	XM_001590895.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503658.1_8946.p1
OG0003020	XM_001589194.1.p1	lcl|JAVHJL010000006.1_cds_KAK6502015.1_10156.p1
OG0003021	XM_001595968.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503209.1_8497.p1
OG0003022	XM_001596914.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511816.1_738.p1
OG0003023	XM_001592701.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512159.1_1081.p1
OG0003024	XM_001586215.1.p1	lcl|JAVHJL010000002.1_cds_KAK6508941.1_3799.p1
OG0003025	XM_001585541.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506758.1_5361.p1
OG0003026	XM_001594844.1.p1	lcl|JAVHJL010000005.1_cds_KAK6502870.1_8158.p1
OG0003027	XM_001596149.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503213.1_8501.p1
OG0003028	XM_001592133.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501715.1_9856.p1
OG0003029	XM_001586129.1.p1	lcl|JAVHJL010000006.1_cds_KAK6502035.1_10175.p1
OG0003031	XM_001592864.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496875.1_1918.p1
OG0003033	XM_001590715.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495469.1_3584.p1
OG0003051	XM_001589188.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501984.1_10125.p1
OG0003054	XM_001595087.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503055.1_8343.p1
OG0003056	XM_001591810.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503536.1_8824.p1
OG0003057	XM_001585366.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501629.1_9770.p1
OG0003059	XM_001586749.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509418.1_4276.p1
OG0003062	XM_001592550.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511800.1_722.p1
OG0003063	XM_001588930.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501293.1_9434.p1
OG0003064	XM_001591537.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506886.1_5489.p1
OG0003065	XM_001598008.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505294.1_7424.p1
OG0003066	XM_001598307.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511228.1_150.p1
OG0003070	XM_001585280.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505313.1_7443.p1
OG0003071	XM_001595413.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504921.1_7051.p1
OG0003072	XM_001585286.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501573.1_9714.p1
OG0003073	XM_001585418.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501707.1_9848.p1
OG0003074	XM_001585942.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505653.1_7783.p1
OG0003075	XM_001596323.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505794.1_7924.p1
OG0003076	XM_001596385.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512581.1_1503.p1
OG0003077	XM_001593929.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511986.1_908.p1
OG0003078	XM_001593880.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504805.1_6935.p1
OG0003079	XM_001593867.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504777.1_6907.p1
OG0003080	XM_001597105.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497882.1_12673.p1
OG0003081	XM_001585098.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501779.1_9920.p1
OG0003082	XM_001587691.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505225.1_7355.p1
OG0003083	XM_001585084.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507038.1_5641.p1
OG0003084	XM_001597399.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501141.1_9282.p1
OG0003085	XM_001586447.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499661.1_10361.p1
OG0003086	XM_001593449.1.p1	lcl|JAVHJL010000007.1_cds_KAK6500449.1_11149.p1
OG0003087	XM_001591458.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511928.1_850.p1
OG0003088	XM_001595084.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503050.1_8338.p1
OG0003090	XM_001598219.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495289.1_3404.p1
OG0003091	XM_001595628.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498687.1_11635.p1
OG0003092	XM_001592145.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498750.1_11698.p1
OG0003093	XM_001595110.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509483.1_4341.p1
OG0003094	XM_001598396.1.p1	lcl|JAVHJL010000007.1_cds_KAK6500481.1_11181.p1
OG0003095	XM_001584965.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512080.1_1002.p1
OG0003096	XM_001584584.1.p1	lcl|JAVHJL010000007.1_cds_KAK6500246.1_10946.p1
OG0003097	XM_001596861.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499635.1_10335.p1
OG0003098	XM_001591064.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505599.1_7729.p1
OG0003099	XM_001584720.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501823.1_9964.p1
OG0003100	XM_001591398.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505536.1_7666.p1
OG0003101	XM_001587162.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505406.1_7536.p1
OG0003102	XM_001594211.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507057.1_5660.p1
OG0003103	XM_001593013.1.p1	lcl|JAVHJL010000002.1_cds_KAK6508917.1_3775.p1
OG0003105	XM_001594297.1.p1	lcl|JAVHJL010000002.1_cds_KAK6508933.1_3791.p1
OG0003106	XM_001589783.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507877.1_6480.p1
OG0003107	XM_001592963.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505283.1_7413.p1
OG0003108	XM_001590679.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495461.1_3576.p1
OG0003109	XM_001595512.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497663.1_12454.p1
OG0003110	XM_001590598.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499835.1_10535.p1
OG0003111	XM_001590591.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512079.1_1001.p1
OG0003112	XM_001590553.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495435.1_3550.p1
OG0003113	XM_001590855.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497648.1_12439.p1
OG0003114	XM_001593285.1.p1	lcl|JAVHJL010000010.1_cds_KAK6497002.1_2045.p1
OG0003115	XM_001597789.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501912.1_10053.p1
OG0003116	XM_001592011.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496234.1_2329.p1
OG0003117	XM_001590014.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506942.1_5545.p1
OG0003118	XM_001590931.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507468.1_6071.p1
OG0003119	XM_001597626.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507555.1_6158.p1
OG0003120	XM_001593852.1.p1	lcl|JAVHJL010000007.1_cds_KAK6500401.1_11101.p1
OG0003121	XM_001585563.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507919.1_6522.p1
OG0003122	XM_001588060.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509015.1_3873.p1
OG0003123	XM_001590810.1.p1, XM_001590809.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499769.1_10469.p1
OG0003124	XM_001594372.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496794.1_1837.p1
OG0003125	XM_001595203.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509444.1_4302.p1
OG0003126	XM_001594982.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504629.1_6759.p1
OG0003127	XM_001591119.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509563.1_4421.p1
OG0003129	XM_001587550.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503053.1_8341.p1
OG0003130	XM_001591279.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509543.1_4401.p1
OG0003131	XM_001588990.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512323.1_1245.p1
OG0003133	XM_001587224.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506772.1_5375.p1
OG0003134	XM_001595329.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501081.1_9222.p1
OG0003135	XM_001597179.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505499.1_7629.p1
OG0003136	XM_001594282.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505407.1_7537.p1
OG0003137	XM_001593489.1.p1	lcl|JAVHJL010000007.1_cds_KAK6500358.1_11058.p1
OG0003138	XM_001596180.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507875.1_6478.p1
OG0003140	XM_001591076.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505561.1_7691.p1
OG0003141	XM_001587258.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496681.1_1724.p1
OG0003142	XM_001587260.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512009.1_931.p1
OG0003143	XM_001588106.1.p1, XM_001586812.1.p1, XM_001596471.1.p1	lcl|JAVHJL010000002.1_cds_KAK6510094.1_4952.p1
OG0003144	XM_001588319.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509960.1_4818.p1
OG0003146	XM_001595345.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512188.1_1110.p1
OG0003149	XM_001597965.1.p1	lcl|JAVHJL010000005.1_cds_KAK6502889.1_8177.p1, lcl|JAVHJL010000002.1_cds_KAK6509363.1_4221.p1, lcl|JAVHJL010000009.1_cds_KAK6497358.1_12149.p1
OG0003150	XM_001594558.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503281.1_8569.p1
OG0003151	XM_001585924.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501164.1_9305.p1
OG0003152	XM_001594909.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501099.1_9240.p1
OG0003154	XM_001591460.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509605.1_4463.p1
