Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Pythium_ultimum_cds_prot
OG0002073	XM_001585276.1.p1	lcl|BBXB02000010.1_cds_GLD94903.1_3425.p1
OG0002075	XM_001594360.1.p1	lcl|BBXB02000002.1_cds_GLD92209.1_731.p1
OG0002076	XM_001585877.1.p1	lcl|BBXB02000635.1_cds_GLE11074.1_19595.p1, lcl|BBXB02000006.1_cds_GLD93641.1_2163.p1
OG0002077	XM_001589887.1.p1	lcl|BBXB02000037.1_cds_GLE00511.1_9032.p1, lcl|BBXB02000003.1_cds_GLD92527.1_1049.p1
OG0002078	XM_001591720.1.p1	lcl|BBXB02000111.1_cds_GLE06391.1_14912.p1, lcl|BBXB02000124.1_cds_GLE06607.1_15128.p1
OG0002080	XM_001593699.1.p1	lcl|BBXB02000006.1_cds_GLD93862.1_2384.p1
OG0002081	XM_001588894.1.p1	lcl|BBXB02000008.1_cds_GLD94524.1_3046.p1
OG0002083	XM_001593868.1.p1	lcl|BBXB02000001.1_cds_GLD91933.1_455.p1
OG0002084	XM_001588553.1.p1	lcl|BBXB02000063.1_cds_GLE03715.1_12236.p1
OG0002085	XM_001587134.1.p1	lcl|BBXB02000066.1_cds_GLE04049.1_12570.p1
OG0002087	XM_001586735.1.p1	lcl|BBXB02000008.1_cds_GLD94566.1_3088.p1
OG0002088	XM_001586514.1.p1	lcl|BBXB02000038.1_cds_GLE00792.1_9313.p1, lcl|BBXB02000038.1_cds_GLE00791.1_9312.p1
OG0002089	XM_001592270.1.p1	lcl|BBXB02000005.1_cds_GLD93550.1_2072.p1
OG0002090	XM_001594354.1.p1	lcl|BBXB02000007.1_cds_GLD94083.1_2605.p1
OG0002093	XM_001591626.1.p1	lcl|BBXB02000013.1_cds_GLD95928.1_4450.p1
OG0002096	XM_001598383.1.p1	lcl|BBXB02000050.1_cds_GLE02404.1_10925.p1
OG0002097	XM_001598488.1.p1	lcl|BBXB02000001.1_cds_GLD91898.1_420.p1
OG0002098	XM_001591197.1.p1	lcl|BBXB02000058.1_cds_GLE03227.1_11748.p1
OG0002099	XM_001597283.1.p1	lcl|BBXB02000036.1_cds_GLE00424.1_8945.p1
OG0002101	XM_001595627.1.p1	lcl|BBXB02000018.1_cds_GLD97134.1_5656.p1
OG0002102	XM_001591028.1.p1	lcl|BBXB02000006.1_cds_GLD93805.1_2327.p1
OG0002103	XM_001597714.1.p1	lcl|BBXB02000023.1_cds_GLD98122.1_6644.p1
OG0002104	XM_001595210.1.p1	lcl|BBXB02000004.1_cds_GLD93115.1_1637.p1
OG0002105	XM_001589834.1.p1	lcl|BBXB02000037.1_cds_GLE00637.1_9158.p1, lcl|BBXB02000043.1_cds_GLE01467.1_9988.p1
OG0002106	XM_001597055.1.p1	lcl|BBXB02000013.1_cds_GLD95926.1_4448.p1
OG0002107	XM_001586115.1.p1	lcl|BBXB02000040.1_cds_GLE01065.1_9586.p1
OG0002109	XM_001596958.1.p1	lcl|BBXB02000026.1_cds_GLD98626.1_7148.p1
OG0002110	XM_001592487.1.p1	lcl|BBXB02000004.1_cds_GLD93189.1_1711.p1
OG0002111	XM_001592325.1.p1	lcl|BBXB02000075.1_cds_GLE04729.1_13250.p1
OG0002112	XM_001587203.1.p1	lcl|BBXB02000004.1_cds_GLD93153.1_1675.p1, lcl|BBXB02000045.1_cds_GLE01620.1_10141.p1
OG0002113	XM_001594579.1.p1	lcl|BBXB02000004.1_cds_GLD93026.1_1548.p1
OG0002114	XM_001596821.1.p1	lcl|BBXB02000015.1_cds_GLD96518.1_5040.p1, lcl|BBXB02000334.1_cds_GLE08523.1_17044.p1, lcl|BBXB02000581.1_cds_GLE10680.1_19201.p1
OG0002115	XM_001594564.1.p1	lcl|BBXB02000040.1_cds_GLE01077.1_9598.p1
OG0002116	XM_001597172.1.p1	lcl|BBXB02000047.1_cds_GLE01970.1_10491.p1
OG0002117	XM_001597516.1.p1	lcl|BBXB02000010.1_cds_GLD95175.1_3697.p1
OG0002118	XM_001586126.1.p1	lcl|BBXB02000018.1_cds_GLD97128.1_5650.p1
OG0002119	XM_001593136.1.p1	lcl|BBXB02000003.1_cds_GLD92803.1_1325.p1
OG0002120	XM_001586423.1.p1	lcl|BBXB02000007.1_cds_GLD94056.1_2578.p1
OG0002121	XM_001594727.1.p1	lcl|BBXB02000263.1_cds_GLE07967.1_16488.p1, lcl|BBXB02000413.1_cds_GLE09216.1_17737.p1
OG0002122	XM_001585609.1.p1	lcl|BBXB02000064.1_cds_GLE03880.1_12401.p1
OG0002123	XM_001587329.1.p1	lcl|BBXB02000011.1_cds_GLD95249.1_3771.p1
OG0002124	XM_001592753.1.p1	lcl|BBXB02000004.1_cds_GLD93030.1_1552.p1
OG0002125	XM_001590534.1.p1	lcl|BBXB02000007.1_cds_GLD94158.1_2680.p1
OG0002126	XM_001590790.1.p1	lcl|BBXB02000078.1_cds_GLE04979.1_13500.p1
OG0002127	XM_001596186.1.p1	lcl|BBXB02000006.1_cds_GLD93698.1_2220.p1
OG0002128	XM_001591440.1.p1	lcl|BBXB02000170.1_cds_GLE07102.1_15623.p1
OG0002129	XM_001591552.1.p1	lcl|BBXB02000084.1_cds_GLE05345.1_13866.p1
OG0002130	XM_001598480.1.p1	lcl|BBXB02000012.1_cds_GLD95525.1_4047.p1
OG0002131	XM_001597846.1.p1	lcl|BBXB02000031.1_cds_GLD99703.1_8225.p1
OG0002132	XM_001586258.1.p1	lcl|BBXB02000042.1_cds_GLE01357.1_9878.p1
OG0002133	XM_001597660.1.p1	lcl|BBXB02000025.1_cds_GLD98547.1_7069.p1
OG0002134	XM_001591909.1.p1	lcl|BBXB02000006.1_cds_GLD93671.1_2193.p1
OG0002136	XM_001584926.1.p1	lcl|BBXB02000022.1_cds_GLD98039.1_6561.p1
OG0002137	XM_001598570.1.p1	lcl|BBXB02000004.1_cds_GLD93127.1_1649.p1
OG0002138	XM_001598561.1.p1	lcl|BBXB02000089.1_cds_GLE05574.1_14095.p1
OG0002139	XM_001596723.1.p1	lcl|BBXB02000049.1_cds_GLE02246.1_10767.p1
OG0002140	XM_001584855.1.p1	lcl|BBXB02000004.1_cds_GLD93305.1_1827.p1, lcl|BBXB02000083.1_cds_GLE05286.1_13807.p1
OG0002141	XM_001584871.1.p1	lcl|BBXB02000073.1_cds_GLE04617.1_13138.p1
OG0002142	XM_001598306.1.p1	lcl|BBXB02000012.1_cds_GLD95682.1_4204.p1
OG0002144	XM_001590305.1.p1	lcl|BBXB02000034.1_cds_GLE00050.1_8571.p1
OG0002146	XM_001595747.1.p1	lcl|BBXB02000015.1_cds_GLD96259.1_4781.p1
OG0002147	XM_001588429.1.p1	lcl|BBXB02000042.1_cds_GLE01353.1_9874.p1
OG0002148	XM_001587218.1.p1	lcl|BBXB02000016.1_cds_GLD96690.1_5212.p1
OG0002149	XM_001595097.1.p1	lcl|BBXB02000002.1_cds_GLD92155.1_677.p1
OG0002150	XM_001589080.1.p1	lcl|BBXB02000107.1_cds_GLE06230.1_14751.p1, lcl|BBXB02000107.1_cds_GLE06231.1_14752.p1
OG0002151	XM_001590139.1.p1	lcl|BBXB02000039.1_cds_GLE00958.1_9479.p1
OG0002152	XM_001597362.1.p1	lcl|BBXB02000069.1_cds_GLE04287.1_12808.p1
OG0002153	XM_001588677.1.p1	lcl|BBXB02000007.1_cds_GLD94164.1_2686.p1, lcl|BBXB02000058.1_cds_GLE03185.1_11706.p1
OG0002154	XM_001598883.1.p1	lcl|BBXB02000088.1_cds_GLE05530.1_14051.p1
OG0002155	XM_001589224.1.p1	lcl|BBXB02000061.1_cds_GLE03508.1_12029.p1
OG0002156	XM_001592773.1.p1	lcl|BBXB02000045.1_cds_GLE01656.1_10177.p1
OG0002157	XM_001589310.1.p1	lcl|BBXB02000007.1_cds_GLD94145.1_2667.p1, lcl|BBXB02000027.1_cds_GLD98890.1_7412.p1, lcl|BBXB02000044.1_cds_GLE01601.1_10122.p1
OG0002158	XM_001589202.1.p1	lcl|BBXB02000249.1_cds_GLE07823.1_16344.p1
OG0002159	XM_001597069.1.p1	lcl|BBXB02000050.1_cds_GLE02354.1_10875.p1
OG0002160	XM_001597338.1.p1	lcl|BBXB02000024.1_cds_GLD98356.1_6878.p1
OG0002161	XM_001594738.1.p1	lcl|BBXB02000073.1_cds_GLE04608.1_13129.p1
OG0002162	XM_001585017.1.p1	lcl|BBXB02000095.1_cds_GLE05790.1_14311.p1, lcl|BBXB02000284.1_cds_GLE08122.1_16643.p1
OG0002163	XM_001592926.1.p1	lcl|BBXB02000255.1_cds_GLE07887.1_16408.p1
OG0002165	XM_001586253.1.p1	lcl|BBXB02000036.1_cds_GLE00408.1_8929.p1
OG0002166	XM_001598851.1.p1	lcl|BBXB02000068.1_cds_GLE04227.1_12748.p1
OG0002167	XM_001588909.1.p1	lcl|BBXB02000023.1_cds_GLD98099.1_6621.p1
OG0002169	XM_001588232.1.p1	lcl|BBXB02000020.1_cds_GLD97627.1_6149.p1
OG0002170	XM_001588185.1.p1	lcl|BBXB02000025.1_cds_GLD98447.1_6969.p1
OG0002171	XM_001598808.1.p1	lcl|BBXB02000041.1_cds_GLE01179.1_9700.p1
OG0002172	XM_001593168.1.p1	lcl|BBXB02000081.1_cds_GLE05178.1_13699.p1
OG0002173	XM_001593342.1.p1	lcl|BBXB02000002.1_cds_GLD92323.1_845.p1
OG0002174	XM_001587971.1.p1	lcl|BBXB02000059.1_cds_GLE03371.1_11892.p1
OG0002175	XM_001585700.1.p1	lcl|BBXB02000095.1_cds_GLE05816.1_14337.p1
OG0002176	XM_001591669.1.p1	lcl|BBXB02000117.1_cds_GLE06477.1_14998.p1, lcl|BBXB02000089.1_cds_GLE05593.1_14114.p1
OG0002177	XM_001593376.1.p1	lcl|BBXB02000033.1_cds_GLD99859.1_8381.p1
OG0002178	XM_001597354.1.p1	lcl|BBXB02000215.1_cds_GLE07464.1_15985.p1
OG0002179	XM_001597351.1.p1	lcl|BBXB02000005.1_cds_GLD93413.1_1935.p1
OG0002181	XM_001592505.1.p1	lcl|BBXB02000001.1_cds_GLD91594.1_116.p1
OG0002182	XM_001592661.1.p1	lcl|BBXB02000001.1_cds_GLD91522.1_44.p1
OG0002183	XM_001594214.1.p1	lcl|BBXB02000030.1_cds_GLD99434.1_7956.p1
OG0002184	XM_001586165.1.p1	lcl|BBXB02000059.1_cds_GLE03360.1_11881.p1
OG0002185	XM_001597309.1.p1	lcl|BBXB02000063.1_cds_GLE03773.1_12294.p1
OG0002186	XM_001596132.1.p1	lcl|BBXB02000095.1_cds_GLE05818.1_14339.p1
OG0002190	XM_001593887.1.p1	lcl|BBXB02000747.1_cds_GLE11662.1_20183.p1, lcl|BBXB02000003.1_cds_GLD92488.1_1010.p1
OG0002193	XM_001598522.1.p1	lcl|BBXB02000017.1_cds_GLD96884.1_5406.p1
OG0002194	XM_001584529.1.p1	lcl|BBXB02000068.1_cds_GLE04232.1_12753.p1
OG0002195	XM_001585413.1.p1	lcl|BBXB02000048.1_cds_GLE02106.1_10627.p1
OG0002197	XM_001591624.1.p1	lcl|BBXB02000006.1_cds_GLD93876.1_2398.p1
OG0002198	XM_001595649.1.p1	lcl|BBXB02000005.1_cds_GLD93339.1_1861.p1
OG0002199	XM_001591037.1.p1	lcl|BBXB02000076.1_cds_GLE04801.1_13322.p1
OG0002200	XM_001596106.1.p1	lcl|BBXB02000016.1_cds_GLD96812.1_5334.p1, lcl|BBXB02000361.1_cds_GLE08739.1_17260.p1
OG0002201	XM_001589339.1.p1	lcl|BBXB02000031.1_cds_GLD99679.1_8201.p1
OG0002202	XM_001586194.1.p1	lcl|BBXB02000001.1_cds_GLD91817.1_339.p1
OG0002204	XM_001585587.1.p1	lcl|BBXB02000026.1_cds_GLD98605.1_7127.p1
OG0002205	XM_001596005.1.p1	lcl|BBXB02000005.1_cds_GLD93470.1_1992.p1
OG0002207	XM_001598061.1.p1	lcl|BBXB02000087.1_cds_GLE05490.1_14011.p1
OG0002208	XM_001597727.1.p1	lcl|BBXB02000010.1_cds_GLD94940.1_3462.p1
OG0002209	XM_001591570.1.p1	lcl|BBXB02000010.1_cds_GLD95141.1_3663.p1
OG0002210	XM_001593476.1.p1	lcl|BBXB02000071.1_cds_GLE04406.1_12927.p1
OG0002211	XM_001595934.1.p1	lcl|BBXB02000039.1_cds_GLE00935.1_9456.p1
OG0002212	XM_001588015.1.p1	lcl|BBXB02000015.1_cds_GLD96257.1_4779.p1
OG0002217	XM_001586440.1.p1	lcl|BBXB02000069.1_cds_GLE04328.1_12849.p1
OG0002218	XM_001586061.1.p1	lcl|BBXB02000002.1_cds_GLD92304.1_826.p1
OG0002220	XM_001585691.1.p1	lcl|BBXB02000032.1_cds_GLD99730.1_8252.p1
OG0002221	XM_001588318.1.p1	lcl|BBXB02000021.1_cds_GLD97856.1_6378.p1
OG0002222	XM_001598076.1.p1	lcl|BBXB02000005.1_cds_GLD93356.1_1878.p1
OG0002223	XM_001597501.1.p1	lcl|BBXB02000045.1_cds_GLE01621.1_10142.p1
OG0002224	XM_001585858.1.p1	lcl|BBXB02000047.1_cds_GLE01921.1_10442.p1
OG0002225	XM_001594478.1.p1	lcl|BBXB02000001.1_cds_GLD91752.1_274.p1
OG0002226	XM_001584839.1.p1	lcl|BBXB02000033.1_cds_GLD99923.1_8445.p1, lcl|BBXB02000469.1_cds_GLE09722.1_18243.p1, lcl|BBXB02000046.1_cds_GLE01808.1_10329.p1
OG0002227	XM_001593889.1.p1	lcl|BBXB02000048.1_cds_GLE02131.1_10652.p1
OG0002228	XM_001586724.1.p1	lcl|BBXB02000045.1_cds_GLE01679.1_10200.p1
OG0002230	XM_001593506.1.p1	lcl|BBXB02000008.1_cds_GLD94515.1_3037.p1
OG0002231	XM_001585598.1.p1	lcl|BBXB02000033.1_cds_GLD99904.1_8426.p1
OG0002232	XM_001589358.1.p1	lcl|BBXB02000084.1_cds_GLE05352.1_13873.p1
OG0002233	XM_001595518.1.p1	lcl|BBXB02000063.1_cds_GLE03716.1_12237.p1, lcl|BBXB02000063.1_cds_GLE03717.1_12238.p1
OG0002234	XM_001587071.1.p1	lcl|BBXB02000070.1_cds_GLE04359.1_12880.p1
OG0002235	XM_001587174.1.p1	lcl|BBXB02000063.1_cds_GLE03785.1_12306.p1, lcl|BBXB02000077.1_cds_GLE04888.1_13409.p1
OG0002237	XM_001590016.1.p1	lcl|BBXB02000048.1_cds_GLE02066.1_10587.p1
OG0002238	XM_001585760.1.p1	lcl|BBXB02000078.1_cds_GLE04971.1_13492.p1
OG0002239	XM_001598706.1.p1	lcl|BBXB02000034.1_cds_GLE00089.1_8610.p1
OG0002240	XM_001596018.1.p1	lcl|BBXB02000008.1_cds_GLD94554.1_3076.p1
OG0002241	XM_001596710.1.p1	lcl|BBXB02000263.1_cds_GLE07970.1_16491.p1, lcl|BBXB02000160.1_cds_GLE06982.1_15503.p1
OG0002242	XM_001593203.1.p1	lcl|BBXB02000033.1_cds_GLD99915.1_8437.p1, lcl|BBXB02000017.1_cds_GLD96929.1_5451.p1
OG0002244	XM_001584570.1.p1	lcl|BBXB02000026.1_cds_GLD98754.1_7276.p1
OG0002245	XM_001585829.1.p1	lcl|BBXB02000069.1_cds_GLE04347.1_12868.p1
OG0002246	XM_001589689.1.p1	lcl|BBXB02000007.1_cds_GLD94063.1_2585.p1
OG0002247	XM_001594109.1.p1	lcl|BBXB02000012.1_cds_GLD95573.1_4095.p1
OG0002249	XM_001586745.1.p1	lcl|BBXB02000004.1_cds_GLD93223.1_1745.p1
OG0002250	XM_001591244.1.p1	lcl|BBXB02000007.1_cds_GLD94161.1_2683.p1
OG0002251	XM_001597957.1.p1	lcl|BBXB02000006.1_cds_GLD93923.1_2445.p1
OG0002252	XM_001597393.1.p1	lcl|BBXB02000030.1_cds_GLD99454.1_7976.p1
OG0002253	XM_001592156.1.p1	lcl|BBXB02000095.1_cds_GLE05806.1_14327.p1
OG0002254	XM_001595538.1.p1	lcl|BBXB02000039.1_cds_GLE00922.1_9443.p1
OG0002255	XM_001598058.1.p1	lcl|BBXB02000002.1_cds_GLD92285.1_807.p1
OG0002257	XM_001595716.1.p1	lcl|BBXB02000005.1_cds_GLD93488.1_2010.p1
OG0002258	XM_001595567.1.p1	lcl|BBXB02000043.1_cds_GLE01452.1_9973.p1
OG0002259	XM_001587718.1.p1	lcl|BBXB02000073.1_cds_GLE04626.1_13147.p1
OG0002260	XM_001589832.1.p1	lcl|BBXB02000072.1_cds_GLE04494.1_13015.p1
OG0002262	XM_001589945.1.p1	lcl|BBXB02000020.1_cds_GLD97524.1_6046.p1
OG0002263	XM_001587282.1.p1	lcl|BBXB02000003.1_cds_GLD92891.1_1413.p1
OG0002264	XM_001593750.1.p1	lcl|BBXB02000011.1_cds_GLD95360.1_3882.p1
OG0002265	XM_001594511.1.p1	lcl|BBXB02000001.1_cds_GLD91638.1_160.p1
OG0002266	XM_001586466.1.p1	lcl|BBXB02000001.1_cds_GLD91749.1_271.p1
OG0002268	XM_001586142.1.p1	lcl|BBXB02000027.1_cds_GLD98817.1_7339.p1
OG0002269	XM_001594966.1.p1	lcl|BBXB02000007.1_cds_GLD94268.1_2790.p1
OG0002270	XM_001585906.1.p1	lcl|BBXB02000039.1_cds_GLE00932.1_9453.p1
OG0002271	XM_001595957.1.p1	lcl|BBXB02000042.1_cds_GLE01236.1_9757.p1
OG0002272	XM_001595860.1.p1	lcl|BBXB02000006.1_cds_GLD93763.1_2285.p1
OG0002273	XM_001598458.1.p1	lcl|BBXB02000025.1_cds_GLD98450.1_6972.p1
OG0002275	XM_001588146.1.p1	lcl|BBXB02000074.1_cds_GLE04650.1_13171.p1, lcl|BBXB02000162.1_cds_GLE07012.1_15533.p1
OG0002277	XM_001595576.1.p1	lcl|BBXB02000490.1_cds_GLE09887.1_18408.p1
OG0002278	XM_001595383.1.p1	lcl|BBXB02000016.1_cds_GLD96711.1_5233.p1
OG0002279	XM_001592136.1.p1	lcl|BBXB02000030.1_cds_GLD99436.1_7958.p1
OG0002280	XM_001589331.1.p1	lcl|BBXB02000012.1_cds_GLD95642.1_4164.p1
OG0002281	XM_001592956.1.p1	lcl|BBXB02000025.1_cds_GLD98544.1_7066.p1
OG0002282	XM_001592660.1.p1	lcl|BBXB02000072.1_cds_GLE04513.1_13034.p1, lcl|BBXB02000072.1_cds_GLE04514.1_13035.p1
OG0002283	XM_001584904.1.p1	lcl|BBXB02000008.1_cds_GLD94319.1_2841.p1
OG0002285	XM_001593379.1.p1	lcl|BBXB02000029.1_cds_GLD99265.1_7787.p1
OG0002286	XM_001587647.1.p1	lcl|BBXB02000082.1_cds_GLE05235.1_13756.p1
OG0002287	XM_001597641.1.p1	lcl|BBXB02000086.1_cds_GLE05467.1_13988.p1
OG0002288	XM_001595843.1.p1	lcl|BBXB02000117.1_cds_GLE06475.1_14996.p1, lcl|BBXB02000070.1_cds_GLE04383.1_12904.p1
OG0002289	XM_001584771.1.p1	lcl|BBXB02000086.1_cds_GLE05466.1_13987.p1, lcl|BBXB02000086.1_cds_GLE05465.1_13986.p1
OG0002291	XM_001596893.1.p1	lcl|BBXB02000015.1_cds_GLD96301.1_4823.p1
OG0002292	XM_001598831.1.p1	lcl|BBXB02000029.1_cds_GLD99154.1_7676.p1
OG0002293	XM_001593573.1.p1	lcl|BBXB02000010.1_cds_GLD94928.1_3450.p1
OG0002294	XM_001588293.1.p1	lcl|BBXB02000004.1_cds_GLD93029.1_1551.p1
OG0002295	XM_001593937.1.p1	lcl|BBXB02000046.1_cds_GLE01810.1_10331.p1
OG0002296	XM_001587760.1.p1	lcl|BBXB02000020.1_cds_GLD97671.1_6193.p1
OG0002297	XM_001592882.1.p1	lcl|BBXB02000046.1_cds_GLE01796.1_10317.p1
OG0002298	XM_001589964.1.p1	lcl|BBXB02000017.1_cds_GLD97025.1_5547.p1, lcl|BBXB02000017.1_cds_GLD97026.1_5548.p1
OG0002299	XM_001587291.1.p1	lcl|BBXB02000072.1_cds_GLE04567.1_13088.p1
OG0002300	XM_001584752.1.p1	lcl|BBXB02000001.1_cds_GLD91568.1_90.p1
OG0002301	XM_001587554.1.p1	lcl|BBXB02000007.1_cds_GLD94292.1_2814.p1
OG0002302	XM_001597423.1.p1	lcl|BBXB02000086.1_cds_GLE05453.1_13974.p1
OG0002303	XM_001592886.1.p1	lcl|BBXB02000002.1_cds_GLD92401.1_923.p1
OG0002304	XM_001590430.1.p1	lcl|BBXB02000233.1_cds_GLE07619.1_16140.p1
OG0002307	XM_001595335.1.p1	lcl|BBXB02000048.1_cds_GLE02192.1_10713.p1
OG0002308	XM_001588088.1.p1	lcl|BBXB02000111.1_cds_GLE06359.1_14880.p1
OG0002309	XM_001597164.1.p1	lcl|BBXB02000020.1_cds_GLD97637.1_6159.p1
OG0002310	XM_001597869.1.p1	lcl|BBXB02000003.1_cds_GLD92732.1_1254.p1
OG0002311	XM_001593843.1.p1	lcl|BBXB02000001.1_cds_GLD91571.1_93.p1
OG0002312	XM_001597581.1.p1	lcl|BBXB02000084.1_cds_GLE05295.1_13816.p1
OG0002313	XM_001598817.1.p1	lcl|BBXB02000033.1_cds_GLE00019.1_8540.p1
OG0002314	XM_001592506.1.p1	lcl|BBXB02000032.1_cds_GLD99735.1_8257.p1
OG0002315	XM_001595086.1.p1	lcl|BBXB02000051.1_cds_GLE02503.1_11024.p1
OG0002316	XM_001595372.1.p1	lcl|BBXB02000039.1_cds_GLE00963.1_9484.p1
OG0002318	XM_001592313.1.p1	lcl|BBXB02000115.1_cds_GLE06437.1_14958.p1
OG0002320	XM_001590262.1.p1	lcl|BBXB02000040.1_cds_GLE01087.1_9608.p1
OG0002321	XM_001598171.1.p1	lcl|BBXB02000030.1_cds_GLD99367.1_7889.p1
OG0002322	XM_001597819.1.p1	lcl|BBXB02000006.1_cds_GLD93752.1_2274.p1
OG0002323	XM_001585649.1.p1	lcl|BBXB02000052.1_cds_GLE02594.1_11115.p1
OG0002325	XM_001597853.1.p1	lcl|BBXB02000003.1_cds_GLD92630.1_1152.p1
OG0002326	XM_001594840.1.p1	lcl|BBXB02000011.1_cds_GLD95477.1_3999.p1
OG0002328	XM_001593853.1.p1	lcl|BBXB02000067.1_cds_GLE04096.1_12617.p1
OG0002329	XM_001585575.1.p1	lcl|BBXB02000063.1_cds_GLE03754.1_12275.p1
OG0002330	XM_001585275.1.p1	lcl|BBXB02000011.1_cds_GLD95428.1_3950.p1
OG0002332	XM_001598860.1.p1	lcl|BBXB02000105.1_cds_GLE06161.1_14682.p1
OG0002334	XM_001598728.1.p1	lcl|BBXB02000006.1_cds_GLD93935.1_2457.p1, lcl|BBXB02000020.1_cds_GLD97651.1_6173.p1
OG0002335	XM_001589947.1.p1	lcl|BBXB02000003.1_cds_GLD92546.1_1068.p1, lcl|BBXB02000003.1_cds_GLD92547.1_1069.p1
OG0002336	XM_001598169.1.p1	lcl|BBXB02000063.1_cds_GLE03797.1_12318.p1
OG0002339	XM_001595315.1.p1	lcl|BBXB02000004.1_cds_GLD93021.1_1543.p1
OG0002342	XM_001593487.1.p1	lcl|BBXB02000010.1_cds_GLD94968.1_3490.p1
OG0002343	XM_001588118.1.p1	lcl|BBXB02000059.1_cds_GLE03345.1_11866.p1
OG0002344	XM_001588788.1.p1	lcl|BBXB02000012.1_cds_GLD95735.1_4257.p1
OG0002346	XM_001589482.1.p1	lcl|BBXB02000005.1_cds_GLD93444.1_1966.p1
OG0002347	XM_001591280.1.p1	lcl|BBXB02000089.1_cds_GLE05607.1_14128.p1
OG0002348	XM_001587377.1.p1	lcl|BBXB02000020.1_cds_GLD97525.1_6047.p1
OG0002349	XM_001592258.1.p1	lcl|BBXB02000047.1_cds_GLE02014.1_10535.p1
OG0002350	XM_001592823.1.p1	lcl|BBXB02000006.1_cds_GLD93810.1_2332.p1
OG0002352	XM_001587843.1.p1	lcl|BBXB02000047.1_cds_GLE01969.1_10490.p1
OG0002353	XM_001591075.1.p1	lcl|BBXB02000020.1_cds_GLD97529.1_6051.p1
OG0002354	XM_001597127.1.p1	lcl|BBXB02000003.1_cds_GLD92902.1_1424.p1
OG0002355	XM_001587838.1.p1	lcl|BBXB02000003.1_cds_GLD92791.1_1313.p1
OG0002356	XM_001587759.1.p1	lcl|BBXB02000040.1_cds_GLE01046.1_9567.p1, lcl|BBXB02000379.1_cds_GLE08911.1_17432.p1
OG0002357	XM_001586659.1.p1	lcl|BBXB02000040.1_cds_GLE00999.1_9520.p1
OG0002358	XM_001598417.1.p1	lcl|BBXB02000558.1_cds_GLE10497.1_19018.p1, lcl|BBXB02000373.1_cds_GLE08855.1_17376.p1, lcl|BBXB02000039.1_cds_GLE00813.1_9334.p1
OG0002359	XM_001588052.1.p1	lcl|BBXB02000050.1_cds_GLE02350.1_10871.p1
OG0002361	XM_001597742.1.p1	lcl|BBXB02000644.1_cds_GLE11145.1_19666.p1, lcl|BBXB02000783.1_cds_GLE11763.1_20284.p1, lcl|BBXB02000051.1_cds_GLE02480.1_11001.p1
OG0002362	XM_001598086.1.p1	lcl|BBXB02000020.1_cds_GLD97609.1_6131.p1
OG0002364	XM_001585557.1.p1	lcl|BBXB02000017.1_cds_GLD96847.1_5369.p1
OG0002365	XM_001595933.1.p1	lcl|BBXB02000010.1_cds_GLD95170.1_3692.p1
OG0002367	XM_001594557.1.p1	lcl|BBXB02000009.1_cds_GLD94675.1_3197.p1
OG0002369	XM_001584507.1.p1	lcl|BBXB02000038.1_cds_GLE00661.1_9182.p1
OG0002370	XM_001585727.1.p1, XM_001585728.1.p1	lcl|BBXB02000016.1_cds_GLD96786.1_5308.p1
OG0002371	XM_001589243.1.p1	lcl|BBXB02000057.1_cds_GLE03069.1_11590.p1
OG0002372	XM_001588478.1.p1	lcl|BBXB02000001.1_cds_GLD91796.1_318.p1
OG0002373	XM_001588479.1.p1	lcl|BBXB02000009.1_cds_GLD94757.1_3279.p1
OG0002374	XM_001584624.1.p1	lcl|BBXB02000013.1_cds_GLD95930.1_4452.p1, lcl|BBXB02000051.1_cds_GLE02522.1_11043.p1
OG0002375	XM_001595425.1.p1	lcl|BBXB02000009.1_cds_GLD94682.1_3204.p1
OG0002376	XM_001595422.1.p1	lcl|BBXB02000047.1_cds_GLE02022.1_10543.p1
OG0002377	XM_001594986.1.p1	lcl|BBXB02000082.1_cds_GLE05234.1_13755.p1
OG0002378	XM_001588929.1.p1	lcl|BBXB02000008.1_cds_GLD94587.1_3109.p1
OG0002379	XM_001590796.1.p1	lcl|BBXB02000037.1_cds_GLE00519.1_9040.p1
OG0002380	XM_001588912.1.p1	lcl|BBXB02000011.1_cds_GLD95351.1_3873.p1
OG0002381	XM_001597772.1.p1	lcl|BBXB02000289.1_cds_GLE08149.1_16670.p1
OG0002382	XM_001595209.1.p1	lcl|BBXB02000010.1_cds_GLD94925.1_3447.p1
OG0002383	XM_001596917.1.p1	lcl|BBXB02000076.1_cds_GLE04830.1_13351.p1
OG0002385	XM_001589146.1.p1	lcl|BBXB02000051.1_cds_GLE02505.1_11026.p1
OG0002386	XM_001584569.1.p1	lcl|BBXB02000040.1_cds_GLE01050.1_9571.p1
OG0002387	XM_001594876.1.p1	lcl|BBXB02000018.1_cds_GLD97228.1_5750.p1
OG0002388	XM_001592624.1.p1	lcl|BBXB02000025.1_cds_GLD98471.1_6993.p1
OG0002389	XM_001587189.1.p1	lcl|BBXB02000012.1_cds_GLD95707.1_4229.p1
OG0002390	XM_001592830.1.p1	lcl|BBXB02000110.1_cds_GLE06323.1_14844.p1
OG0002392	XM_001586127.1.p1	lcl|BBXB02000095.1_cds_GLE05807.1_14328.p1
OG0002393	XM_001586184.1.p1	lcl|BBXB02000102.1_cds_GLE06053.1_14574.p1
