Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Laccaria_bicolor_rna_prot
OG0003158	XM_001596121.1.p1	XM_001873270.1.p1
OG0003160	XM_001596009.1.p1	XM_001877285.1.p1
OG0003163	XM_001585128.1.p1	XM_001874719.1.p1
OG0003168	XM_001594113.1.p1	XM_001875756.1.p1
OG0003169	XM_001593747.1.p1	XM_001880888.1.p1, XM_001877176.1.p1
OG0003170	XM_001588041.1.p1	XM_001874237.1.p1
OG0003172	XM_001597307.1.p1	XM_001873973.1.p1
OG0003173	XM_001594593.1.p1	XM_001889436.1.p1
OG0003176	XM_001596374.1.p1	XM_001882434.1.p1, XM_001882437.1.p1, XM_001890930.1.p1
OG0003178	XM_001593599.1.p1, XM_001598365.1.p1	XM_001879186.1.p1
OG0003179	XM_001598884.1.p1	XM_001879331.1.p1
OG0003180	XM_001585425.1.p1	XM_001888733.1.p1
OG0003182	XM_001585321.1.p1	XM_001876172.1.p1
OG0003183	XM_001585430.1.p1	XM_001883729.1.p1
OG0003185	XM_001587727.1.p1	XM_001885052.1.p1, XM_001880550.1.p1
OG0003187	XM_001591792.1.p1	XM_001874538.1.p1
OG0003188	XM_001597914.1.p1	XM_001887859.1.p1, XM_001887860.1.p1
OG0003189	XM_001591454.1.p1	XM_001877639.1.p1, XM_001873236.1.p1
OG0003192	XM_001590578.1.p1	XM_001876191.1.p1
OG0003193	XM_001597589.1.p1	XM_001873386.1.p1
OG0003194	XM_001589109.1.p1	XM_001876016.1.p1, XM_001876015.1.p1
OG0003195	XM_001590563.1.p1	XM_001888777.1.p1
OG0003200	XM_001589645.1.p1	XM_001876582.1.p1
OG0003201	XM_001593558.1.p1	XM_001873795.1.p1
OG0003202	XM_001593700.1.p1	XM_001880334.1.p1
OG0003204	XM_001584949.1.p1	XM_001877049.1.p1
OG0003207	XM_001588745.1.p1	XM_001885073.1.p1
OG0003208	XM_001593404.1.p1	XM_001879939.1.p1, XM_001891203.1.p1, XM_001891202.1.p1
OG0003209	XM_001596670.1.p1	XM_001883256.1.p1
OG0003211	XM_001596689.1.p1	XM_001875448.1.p1
OG0003212	XM_001596615.1.p1	XM_001884600.1.p1
OG0003213	XM_001592922.1.p1	XM_001874864.1.p1
OG0003214	XM_001596003.1.p1	XM_001878575.1.p1
OG0003215	XM_001587605.1.p1	XM_001885983.1.p1
OG0003217	XM_001588614.1.p1	XM_001876136.1.p1
OG0003218	XM_001595417.1.p1	XM_001878291.1.p1
OG0003219	XM_001598049.1.p1	XM_001876278.1.p1
OG0003222	XM_001585672.1.p1	XM_001877670.1.p1
OG0003224	XM_001593069.1.p1	XM_001877294.1.p1
OG0003225	XM_001597345.1.p1	XM_001878426.1.p1
OG0003226	XM_001595514.1.p1	XM_001876263.1.p1
OG0003227	XM_001588216.1.p1	XM_001877693.1.p1
OG0003230	XM_001597825.1.p1	XM_001880629.1.p1
OG0003231	XM_001592387.1.p1	XM_001879580.1.p1
OG0003232	XM_001594965.1.p1	XM_001878677.1.p1
OG0003233	XM_001592493.1.p1	XM_001878733.1.p1
OG0003234	XM_001591120.1.p1	XM_001875264.1.p1
OG0003238	XM_001594142.1.p1	XM_001880617.1.p1
OG0003239	XM_001587283.1.p1	XM_001880333.1.p1
OG0003241	XM_001596850.1.p1	XM_001878778.1.p1, XM_001878781.1.p1
OG0003242	XM_001595014.1.p1	XM_001884544.1.p1
OG0003243	XM_001586272.1.p1	XM_001875438.1.p1
OG0003244	XM_001596796.1.p1	XM_001873798.1.p1
OG0003245	XM_001596010.1.p1	XM_001884230.1.p1
OG0003246	XM_001591867.1.p1	XM_001880862.1.p1
OG0003247	XM_001595725.1.p1	XM_001889793.1.p1
OG0003248	XM_001588320.1.p1	XM_001874545.1.p1
OG0003249	XM_001589272.1.p1	XM_001879577.1.p1
OG0003250	XM_001595462.1.p1	XM_001873867.1.p1
OG0003251	XM_001598737.1.p1	XM_001885665.1.p1
OG0003253	XM_001598173.1.p1	XM_001879789.1.p1
OG0003255	XM_001596492.1.p1	XM_001873283.1.p1
OG0003256	XM_001597857.1.p1	XM_001875391.1.p1
OG0003258	XM_001585196.1.p1	XM_001890220.1.p1
OG0003261	XM_001597749.1.p1	XM_001877088.1.p1
OG0003263	XM_001595550.1.p1	XM_001876844.1.p1
OG0003264	XM_001591954.1.p1	XM_001879700.1.p1
OG0003265	XM_001589021.1.p1	XM_001878129.1.p1
OG0003266	XM_001593047.1.p1	XM_001873268.1.p1
OG0003268	XM_001589981.1.p1	XM_001888744.1.p1
OG0003269	XM_001592764.1.p1	XM_001889797.1.p1
OG0003270	XM_001593751.1.p1	XM_001875259.1.p1
OG0003271	XM_001593886.1.p1	XM_001877822.1.p1
OG0003272	XM_001589203.1.p1	XM_001875456.1.p1
OG0003275	XM_001587583.1.p1	XM_001875419.1.p1
OG0003277	XM_001592177.1.p1	XM_001879730.1.p1
OG0003278	XM_001598098.1.p1	XM_001874558.1.p1
OG0003279	XM_001585823.1.p1	XM_001875371.1.p1
OG0003280	XM_001597461.1.p1	XM_001881866.1.p1
OG0003283	XM_001587096.1.p1	XM_001879303.1.p1
OG0003284	XM_001594209.1.p1	XM_001875572.1.p1, XM_001881783.1.p1
OG0003285	XM_001597598.1.p1	XM_001873573.1.p1
OG0003288	XM_001586805.1.p1	XM_001889646.1.p1
OG0003289	XM_001586637.1.p1	XM_001879907.1.p1
OG0003292	XM_001596873.1.p1	XM_001889373.1.p1
OG0003293	XM_001597391.1.p1	XM_001886009.1.p1, XM_001883111.1.p1
OG0003294	XM_001595617.1.p1	XM_001876489.1.p1
OG0003295	XM_001590749.1.p1	XM_001873366.1.p1
OG0003296	XM_001595341.1.p1	XM_001875287.1.p1
OG0003297	XM_001587270.1.p1	XM_001880818.1.p1
OG0003298	XM_001597311.1.p1	XM_001874899.1.p1
OG0003301	XM_001597951.1.p1	XM_001878547.1.p1
OG0003302	XM_001595139.1.p1	XM_001873633.1.p1
OG0003304	XM_001598242.1.p1	XM_001887340.1.p1
OG0003307	XM_001595073.1.p1	XM_001876240.1.p1
OG0003308	XM_001597432.1.p1	XM_001889783.1.p1
OG0003309	XM_001590067.1.p1	XM_001887053.1.p1
OG0003312	XM_001596498.1.p1	XM_001873958.1.p1
OG0003314	XM_001585167.1.p1	XM_001873963.1.p1
OG0003315	XM_001594584.1.p1	XM_001877171.1.p1
OG0003316	XM_001593322.1.p1	XM_001885093.1.p1
OG0003317	XM_001586229.1.p1	XM_001880824.1.p1
OG0003318	XM_001594826.1.p1	XM_001877222.1.p1
OG0003319	XM_001590508.1.p1	XM_001874887.1.p1
OG0003320	XM_001596495.1.p1	XM_001879753.1.p1
OG0003321	XM_001589643.1.p1	XM_001873594.1.p1
OG0003323	XM_001593933.1.p1	XM_001876841.1.p1
OG0003328	XM_001586936.1.p1	XM_001874888.1.p1
OG0003330	XM_001584812.1.p1	XM_001888617.1.p1
OG0003331	XM_001596990.1.p1	XM_001873384.1.p1
OG0003332	XM_001595057.1.p1	XM_001884338.1.p1
OG0003333	XM_001594860.1.p1	XM_001873747.1.p1
OG0003336	XM_001596912.1.p1	XM_001875352.1.p1
OG0003339	XM_001588779.1.p1	XM_001873158.1.p1
OG0003340	XM_001598795.1.p1	XM_001877291.1.p1
OG0003341	XM_001592462.1.p1	XM_001874192.1.p1
OG0003343	XM_001594660.1.p1	XM_001883610.1.p1
OG0003344	XM_001594948.1.p1	XM_001877806.1.p1
OG0003346	XM_001598214.1.p1	XM_001873316.1.p1
OG0003347	XM_001596020.1.p1	XM_001873191.1.p1
OG0003348	XM_001590681.1.p1	XM_001874837.1.p1
OG0003349	XM_001598046.1.p1	XM_001876555.1.p1
OG0003350	XM_001591577.1.p1	XM_001877666.1.p1
OG0003351	XM_001597094.1.p1	XM_001877681.1.p1
OG0003352	XM_001588979.1.p1	XM_001875377.1.p1
OG0003353	XM_001589786.1.p1	XM_001877834.1.p1
OG0003354	XM_001588134.1.p1	XM_001883258.1.p1
OG0003358	XM_001594599.1.p1	XM_001876213.1.p1
OG0003361	XM_001588263.1.p1, XM_001591372.1.p1	XM_001875744.1.p1
OG0003362	XM_001588054.1.p1	XM_001878140.1.p1
OG0003363	XM_001594176.1.p1	XM_001873794.1.p1
OG0003364	XM_001592492.1.p1	XM_001877187.1.p1
OG0003365	XM_001585480.1.p1	XM_001884509.2.p1
OG0003366	XM_001594145.1.p1	XM_001882566.1.p1
OG0003367	XM_001588998.1.p1	XM_001873299.1.p1
OG0003369	XM_001588659.1.p1, XM_001588660.1.p1	XM_001874732.1.p1
OG0003372	XM_001591750.1.p1	XM_001873223.1.p1
OG0003373	XM_001584600.1.p1	XM_001880138.1.p1
OG0003375	XM_001586263.1.p1	XM_001876487.1.p1
OG0003379	XM_001595836.1.p1	XM_001885120.1.p1
OG0003380	XM_001592923.1.p1	XM_001873802.1.p1
OG0003382	XM_001592954.1.p1	XM_001884384.1.p1
OG0003383	XM_001588128.1.p1	XM_001880737.1.p1
OG0003385	XM_001588278.1.p1	XM_001875262.1.p1
OG0003387	XM_001586862.1.p1	XM_001874247.1.p1
OG0003389	XM_001585114.1.p1	XM_001875187.1.p1
OG0003390	XM_001585517.1.p1	XM_001878744.1.p1, XM_001882742.1.p1
OG0003391	XM_001590649.1.p1	XM_001880692.1.p1
OG0003392	XM_001598687.1.p1	XM_001877089.1.p1
OG0003393	XM_001590846.1.p1	XM_001877325.1.p1
OG0003394	XM_001596939.1.p1	XM_001880733.1.p1
OG0003395	XM_001596113.1.p1	XM_001882569.1.p1
OG0003397	XM_001593343.1.p1	XM_001878559.1.p1
OG0003398	XM_001586421.1.p1	XM_001882442.1.p1
OG0003399	XM_001589918.1.p1	XM_001873941.1.p1
OG0003400	XM_001593178.1.p1	XM_001876572.1.p1
OG0003402	XM_001586464.1.p1	XM_001873259.1.p1
OG0003403	XM_001595281.1.p1, XM_001597269.1.p1	XM_001883452.1.p1, XM_001883448.1.p1
OG0003406	XM_001587717.1.p1	XM_001880589.1.p1
OG0003407	XM_001598175.1.p1	XM_001875720.1.p1
OG0003408	XM_001587963.1.p1	XM_001878995.1.p1
OG0003410	XM_001595881.1.p1	XM_001876590.1.p1
OG0003413	XM_001588822.1.p1	XM_001881043.1.p1
OG0003415	XM_001591820.1.p1	XM_001880726.1.p1
OG0003417	XM_001596400.1.p1	XM_001873168.1.p1
OG0003418	XM_001589540.1.p1	XM_001874931.1.p1
OG0003441	XM_001588645.1.p1	XM_001879318.1.p1
OG0003442	XM_001594839.1.p1	XM_001873600.1.p1
OG0003444	XM_001594046.1.p1	XM_001878211.1.p1
OG0003446	XM_001596029.1.p1	XM_001875256.1.p1
OG0003449	XM_001595157.1.p1	XM_001876963.1.p1
OG0003450	XM_001593234.1.p1	XM_001874238.1.p1
OG0003452	XM_001594134.1.p1, XM_001594135.1.p1	XM_001880411.1.p1
OG0003453	XM_001594150.1.p1	XM_001873959.1.p1
OG0003454	XM_001586039.1.p1	XM_001873948.1.p1
OG0003455	XM_001594673.1.p1	XM_001880073.1.p1, XM_001880072.1.p1
OG0003456	XM_001589970.1.p1	XM_001885047.1.p1, XM_001877369.1.p1
OG0003460	XM_001588946.1.p1	XM_001878146.1.p1
OG0003461	XM_001594812.1.p1	XM_001876850.1.p1
OG0003463	XM_001593620.1.p1	XM_001875779.1.p1
OG0003464	XM_001593941.1.p1	XM_001879215.1.p1
OG0003465	XM_001593806.1.p1	XM_001878572.1.p1
OG0003466	XM_001590936.1.p1	XM_001874823.1.p1
OG0003467	XM_001586757.1.p1	XM_001876712.1.p1
OG0003468	XM_001591242.1.p1	XM_001881328.1.p1
OG0003469	XM_001586933.1.p1	XM_001878555.1.p1
OG0003470	XM_001585081.1.p1	XM_001873927.1.p1
OG0003471	XM_001590483.1.p1	XM_001886913.1.p1
OG0003472	XM_001597970.1.p1	XM_001882168.1.p1
OG0003473	XM_001584604.1.p1	XM_001880880.1.p1
OG0003474	XM_001597871.1.p1	XM_001877349.1.p1
OG0003475	XM_001597322.1.p1	XM_001878415.1.p1
OG0003476	XM_001587748.1.p1	XM_001873292.1.p1
OG0003478	XM_001593754.1.p1	XM_001877818.1.p1
OG0003479	XM_001591839.1.p1	XM_001891237.1.p1
OG0003480	XM_001598382.1.p1	XM_001879207.1.p1, XM_001886571.1.p1
OG0003481	XM_001587517.1.p1	XM_001873750.1.p1
OG0003482	XM_001588746.1.p1	XM_001876179.1.p1
OG0003483	XM_001597488.1.p1	XM_001880630.1.p1
OG0003484	XM_001597281.1.p1	XM_001873315.1.p1
OG0003487	XM_001586278.1.p1	XM_001877028.1.p1
OG0003488	XM_001595109.1.p1	XM_001887388.1.p1
OG0003489	XM_001592466.1.p1	XM_001873898.1.p1
OG0003491	XM_001592398.1.p1	XM_001881037.1.p1
OG0003492	XM_001597449.1.p1	XM_001878725.1.p1
OG0003495	XM_001586170.1.p1	XM_001874767.1.p1
OG0003498	XM_001595387.1.p1	XM_001888487.1.p1, XM_001877447.1.p1
OG0003500	XM_001590274.1.p1	XM_001881297.1.p1
OG0003502	XM_001598123.1.p1	XM_001886823.1.p1
OG0003503	XM_001598077.1.p1	XM_001885938.1.p1, XM_001879151.1.p1
OG0003504	XM_001596665.1.p1	XM_001879547.1.p1
OG0003506	XM_001585769.1.p1	XM_001874634.1.p1
OG0003509	XM_001587611.1.p1	XM_001886862.1.p1
OG0003511	XM_001585539.1.p1	XM_001889399.1.p1, XM_001889442.1.p1
OG0003514	XM_001596019.1.p1	XM_001883012.1.p1
OG0003515	XM_001588058.1.p1	XM_001885158.1.p1
OG0003517	XM_001584615.1.p1, XM_001595458.1.p1, XM_001597603.1.p1	XM_001873399.1.p1
OG0003519	XM_001594594.1.p1	XM_001886088.1.p1
OG0003521	XM_001588439.1.p1	XM_001880230.1.p1, XM_001880229.1.p1, XM_001887761.1.p1
OG0003522	XM_001590343.1.p1	XM_001877744.1.p1
OG0003523	XM_001592894.1.p1	XM_001879955.1.p1
OG0003524	XM_001591078.1.p1	XM_001874541.1.p1
OG0003526	XM_001588333.1.p1	XM_001885984.1.p1
OG0003527	XM_001596267.1.p1	XM_001874695.1.p1
OG0003528	XM_001589927.1.p1	XM_001885686.1.p1
OG0003529	XM_001590205.1.p1	XM_001877273.1.p1
OG0003532	XM_001592001.1.p1	XM_001877367.1.p1
OG0003534	XM_001594357.1.p1	XM_001880327.1.p1
OG0003536	XM_001589994.1.p1	XM_001880398.1.p1
OG0003537	XM_001588898.1.p1	XM_001876595.1.p1
OG0003538	XM_001587765.1.p1	XM_001876729.1.p1
OG0003540	XM_001598800.1.p1	XM_001873862.1.p1
OG0003542	XM_001594552.1.p1	XM_001886534.1.p1
OG0003545	XM_001585786.1.p1	XM_001875837.1.p1
OG0003546	XM_001588600.1.p1	XM_001876505.1.p1
OG0003548	XM_001591293.1.p1	XM_001876671.1.p1
OG0003551	XM_001591690.1.p1	XM_001876685.1.p1
OG0003552	XM_001594410.1.p1	XM_001877182.1.p1
OG0003553	XM_001591610.1.p1	XM_001890214.1.p1
OG0003554	XM_001585490.1.p1	XM_001877385.1.p1
OG0003556	XM_001589695.1.p1	XM_001877362.1.p1
OG0003558	XM_001584781.1.p1	XM_001875017.1.p1
OG0003559	XM_001586141.1.p1	XM_001886434.1.p1
OG0003560	XM_001593608.1.p1	XM_001879752.1.p1
OG0003561	XM_001596592.1.p1	XM_001887185.1.p1
OG0003563	XM_001592485.1.p1	XM_001879395.1.p1
OG0003564	XM_001593015.1.p1	XM_001877540.1.p1, XM_001878397.1.p1
OG0003566	XM_001590193.1.p1	XM_001888362.1.p1
OG0003567	XM_001586818.1.p1	XM_001874174.1.p1
OG0003568	XM_001589321.1.p1	XM_001878604.1.p1
OG0003570	XM_001586065.1.p1	XM_001887011.1.p1
OG0003571	XM_001585291.1.p1	XM_001887306.1.p1
OG0003572	XM_001585895.1.p1	XM_001874105.1.p1
OG0003574	XM_001585918.1.p1	XM_001875749.1.p1
OG0003575	XM_001591849.1.p1	XM_001873176.1.p1
OG0003577	XM_001597257.1.p1	XM_001880899.1.p1
OG0003578	XM_001594877.1.p1	XM_001883125.1.p1, XM_001880634.1.p1
OG0003579	XM_001597590.1.p1	XM_001876540.1.p1
OG0003584	XM_001585144.1.p1	XM_001879432.1.p1
OG0003591	XM_001598539.1.p1	XM_001875863.1.p1
OG0003594	XM_001591184.1.p1	XM_001877357.1.p1
OG0003597	XM_001587572.1.p1	XM_001875383.1.p1
OG0003600	XM_001586922.1.p1	XM_001888351.1.p1
OG0003602	XM_001596120.1.p1	XM_001877101.1.p1
OG0003604	XM_001585320.1.p1	XM_001880132.1.p1
OG0003605	XM_001596751.1.p1	XM_001878245.1.p1
OG0003608	XM_001589913.1.p1	XM_001875365.1.p1
OG0003609	XM_001595929.1.p1	XM_001876766.1.p1
OG0003611	XM_001594475.1.p1	XM_001878216.1.p1
OG0003612	XM_001591787.1.p1	XM_001873319.1.p1
OG0003613	XM_001598054.1.p1	XM_001884437.1.p1
OG0003614	XM_001590248.1.p1	XM_001873621.1.p1
OG0003615	XM_001590927.1.p1	XM_001873138.1.p1
OG0003616	XM_001593194.1.p1	XM_001873241.1.p1
OG0003617	XM_001592921.1.p1	XM_001873433.1.p1, XM_001873434.1.p1
OG0003619	XM_001591448.1.p1	XM_001873296.1.p1
OG0003621	XM_001596021.1.p1	XM_001880940.1.p1
OG0003623	XM_001597525.1.p1	XM_001875035.1.p1
OG0003624	XM_001588676.1.p1	XM_001876686.1.p1
OG0003625	XM_001596767.1.p1	XM_001878589.1.p1
OG0003626	XM_001594120.1.p1	XM_001879532.1.p1
OG0003628	XM_001595591.1.p1	XM_001888694.1.p1
OG0003629	XM_001585723.1.p1	XM_001876613.1.p1
OG0003631	XM_001597187.1.p1	XM_001873766.1.p1
OG0003632	XM_001586230.1.p1	XM_001890219.1.p1
OG0003634	XM_001590402.1.p1, XM_001590401.1.p1	XM_001880433.1.p1
OG0003635	XM_001586052.1.p1	XM_001885771.1.p1, XM_001885344.1.p1
OG0003639	XM_001587751.1.p1	XM_001878533.1.p1
OG0003640	XM_001587690.1.p1	XM_001878729.1.p1
OG0003644	XM_001598432.1.p1	XM_001889262.1.p1
OG0003648	XM_001596333.1.p1	XM_001875326.1.p1
OG0003649	XM_001591746.1.p1	XM_001873606.1.p1
OG0003650	XM_001594878.1.p1	XM_001877352.1.p1
OG0003652	XM_001593499.1.p1	XM_001875876.1.p1
OG0003653	XM_001591742.1.p1	XM_001877006.1.p1
OG0003654	XM_001587350.1.p1	XM_001885260.1.p1
OG0003656	XM_001598874.1.p1	XM_001874733.1.p1, XM_001874736.1.p1
OG0003660	XM_001597579.1.p1	XM_001876196.1.p1
OG0003662	XM_001595386.1.p1, XM_001597540.1.p1	XM_001889230.1.p1
OG0003663	XM_001595642.1.p1	XM_001886437.1.p1
OG0003665	XM_001596461.1.p1	XM_001874678.1.p1
OG0003666	XM_001594989.1.p1	XM_001873855.1.p1
OG0003671	XM_001592805.1.p1	XM_001874897.1.p1
OG0003674	XM_001594587.1.p1	XM_001878980.1.p1
OG0003675	XM_001596709.1.p1	XM_001877658.1.p1
OG0003676	XM_001585558.1.p1	XM_001885115.1.p1, XM_001885028.1.p1
OG0003677	XM_001598491.1.p1	XM_001887186.1.p1
OG0003678	XM_001593078.1.p1	XM_001878885.1.p1
OG0003679	XM_001586168.1.p1	XM_001883699.1.p1
OG0003680	XM_001586610.1.p1	XM_001880316.1.p1
OG0003681	XM_001595166.1.p1	XM_001875200.1.p1
OG0003682	XM_001589989.1.p1	XM_001873152.1.p1
OG0003683	XM_001594453.1.p1	XM_001876450.1.p1
OG0003685	XM_001587132.1.p1	XM_001879813.1.p1
OG0003686	XM_001587738.1.p1	XM_001884419.1.p1, XM_001878861.1.p1, XM_001885996.1.p1
OG0003687	XM_001588010.1.p1	XM_001881703.1.p1, XM_001877814.1.p1
OG0003689	XM_001586606.1.p1	XM_001873644.1.p1
OG0003690	XM_001597944.1.p1	XM_001874539.1.p1
OG0003692	XM_001587516.1.p1	XM_001880937.1.p1
OG0003693	XM_001587589.1.p1	XM_001880364.1.p1
OG0003694	XM_001588560.1.p1	XM_001877436.1.p1, XM_001874605.1.p1
OG0003695	XM_001597528.1.p1	XM_001879718.1.p1
OG0003696	XM_001597377.1.p1	XM_001887874.1.p1, XM_001887875.1.p1
OG0003697	XM_001597230.1.p1	XM_001880413.1.p1
OG0003702	XM_001594434.1.p1	XM_001877795.1.p1
OG0003703	XM_001596910.1.p1	XM_001875857.1.p1
OG0003704	XM_001596216.1.p1	XM_001873472.1.p1
OG0003705	XM_001597089.1.p1	XM_001873631.1.p1
OG0003707	XM_001589785.1.p1	XM_001880139.1.p1
OG0003708	XM_001590779.1.p1	XM_001875831.1.p1
OG0003709	XM_001587413.1.p1	XM_001875376.1.p1
OG0003710	XM_001597574.1.p1	XM_001877106.1.p1
OG0003713	XM_001590393.1.p1	XM_001884235.1.p1
OG0003714	XM_001590399.1.p1	XM_001880799.1.p1
OG0003715	XM_001591902.1.p1	XM_001876294.1.p1
OG0003718	XM_001597498.1.p1	XM_001876940.1.p1
OG0003719	XM_001587395.1.p1	XM_001884226.1.p1
OG0003721	XM_001594151.1.p1	XM_001874042.1.p1
OG0003722	XM_001595764.1.p1	XM_001882834.1.p1
OG0003723	XM_001589104.1.p1	XM_001877178.1.p1
OG0003724	XM_001587677.1.p1	XM_001873985.1.p1
OG0003726	XM_001598384.1.p1	XM_001888737.1.p1
OG0003729	XM_001590684.1.p1	XM_001873849.1.p1
OG0003730	XM_001595506.1.p1	XM_001885770.1.p1
OG0003731	XM_001598466.1.p1	XM_001883441.1.p1
OG0003733	XM_001595678.1.p1	XM_001874840.1.p1
OG0003734	XM_001594469.1.p1	XM_001889648.1.p1
OG0003736	XM_001585584.1.p1, XM_001585583.1.p1	XM_001880956.1.p1
OG0003737	XM_001591238.1.p1	XM_001876732.1.p1
OG0003740	XM_001593102.1.p1	XM_001873851.1.p1, XM_001873246.1.p1
OG0003741	XM_001585568.1.p1	XM_001875178.1.p1
OG0003742	XM_001586515.1.p1	XM_001873917.1.p1
OG0003743	XM_001598655.1.p1	XM_001880406.1.p1
OG0003744	XM_001593093.1.p1	XM_001876966.1.p1
OG0003746	XM_001589351.1.p1	XM_001880385.1.p1
OG0003747	XM_001597897.1.p1	XM_001880027.1.p1
OG0003748	XM_001597031.1.p1	XM_001880582.1.p1
OG0003749	XM_001597300.1.p1	XM_001877073.1.p1
OG0003750	XM_001594821.1.p1	XM_001875440.1.p1
OG0003751	XM_001586370.1.p1	XM_001878232.1.p1, XM_001878233.1.p1
OG0003753	XM_001598295.1.p1	XM_001873226.1.p1
OG0003754	XM_001598056.1.p1	XM_001888490.1.p1
OG0003755	XM_001595786.1.p1	XM_001880197.1.p1
OG0003757	XM_001598534.1.p1	XM_001885172.1.p1
OG0003760	XM_001595445.1.p1	XM_001873265.1.p1
OG0003761	XM_001594216.1.p1	XM_001879179.1.p1
OG0003763	XM_001590122.1.p1	XM_001873445.1.p1
OG0003764	XM_001587387.1.p1	XM_001881101.1.p1
OG0003765	XM_001585834.1.p1	XM_001877118.1.p1
OG0003768	XM_001595486.1.p1	XM_001880769.1.p1, XM_001887582.1.p1, XM_001887583.1.p1
OG0003769	XM_001594158.1.p1	XM_001881216.1.p1, XM_001881217.1.p1
OG0003770	XM_001587804.1.p1	XM_001877008.1.p1
OG0003793	XM_001592006.1.p1	XM_001873300.1.p1
OG0003795	XM_001586031.1.p1	XM_001886291.1.p1
OG0003797	XM_001598420.1.p1	XM_001880911.1.p1
OG0003799	XM_001597481.1.p1	XM_001877282.1.p1
OG0003800	XM_001593207.1.p1	XM_001876197.1.p1
OG0003801	XM_001593175.1.p1	XM_001876414.1.p1
OG0003802	XM_001589920.1.p1	XM_001879956.1.p1
OG0003803	XM_001594389.1.p1	XM_001880579.1.p1
OG0003805	XM_001593220.1.p1	XM_001874803.1.p1
OG0003809	XM_001587281.1.p1	XM_001878623.1.p1
OG0003810	XM_001589973.1.p1	XM_001875350.1.p1
OG0003811	XM_001596384.1.p1	XM_001873385.1.p1
OG0003812	XM_001589490.1.p1	XM_001874212.1.p1
OG0003814	XM_001597385.1.p1	XM_001874110.1.p1
OG0003816	XM_001584587.1.p1	XM_001874193.1.p1
OG0003817	XM_001597953.1.p1	XM_001879437.1.p1
OG0003819	XM_001590821.1.p1	XM_001878645.1.p1
OG0003820	XM_001594791.1.p1	XM_001874631.1.p1
OG0003827	XM_001588981.1.p1	XM_001876952.1.p1
OG0003828	XM_001595629.1.p1	XM_001873581.1.p1
OG0003829	XM_001592388.1.p1	XM_001876656.1.p1
OG0003830	XM_001592300.1.p1	XM_001886868.1.p1
OG0003831	XM_001598848.1.p1	XM_001874589.1.p1
OG0003832	XM_001592442.1.p1	XM_001873475.1.p1
OG0003833	XM_001596109.1.p1	XM_001876230.1.p1
OG0003835	XM_001594414.1.p1	XM_001883598.1.p1, XM_001875336.1.p1
OG0003836	XM_001593010.1.p1	XM_001878240.1.p1
OG0003838	XM_001594307.1.p1	XM_001877403.1.p1
OG0003839	XM_001594189.1.p1	XM_001879190.1.p1
OG0003840	XM_001595964.1.p1	XM_001873612.1.p1
OG0003841	XM_001590689.1.p1	XM_001878568.1.p1
OG0003845	XM_001588465.1.p1	XM_001877337.1.p1
OG0003848	XM_001588130.1.p1	XM_001875153.1.p1
OG0003849	XM_001588078.1.p1	XM_001877314.1.p1
OG0003850	XM_001595204.1.p1	XM_001875399.1.p1
OG0003851	XM_001598355.1.p1	XM_001878282.1.p1
OG0003852	XM_001591301.1.p1	XM_001880408.1.p1
OG0003853	XM_001592727.1.p1	XM_001878603.1.p1
OG0003856	XM_001587005.1.p1	XM_001890722.1.p1, XM_001884702.1.p1
OG0003857	XM_001592366.1.p1	XM_001877753.1.p1
OG0003858	XM_001585494.1.p1	XM_001873336.1.p1
OG0003860	XM_001588196.1.p1	XM_001876664.1.p1
OG0003861	XM_001591373.1.p1	XM_001878297.1.p1
OG0003864	XM_001590506.1.p1	XM_001874543.1.p1
OG0003865	XM_001597874.1.p1	XM_001878566.1.p1, XM_001873839.1.p1
OG0003866	XM_001584579.1.p1	XM_001876212.1.p1
OG0003867	XM_001595216.1.p1	XM_001876724.2.p1
OG0003872	XM_001585896.1.p1	XM_001881131.1.p1
OG0003874	XM_001593917.1.p1	XM_001873129.1.p1
OG0003877	XM_001595659.1.p1	XM_001873414.1.p1
OG0003879	XM_001592927.1.p1	XM_001875706.1.p1
OG0003880	XM_001589816.1.p1	XM_001880391.1.p1, XM_001874230.1.p1
OG0003881	XM_001589924.1.p1	XM_001878511.1.p1
OG0003882	XM_001587776.1.p1	XM_001877335.1.p1
OG0003883	XM_001591862.1.p1	XM_001886217.1.p1
OG0003887	XM_001594824.1.p1	XM_001876649.1.p1
OG0003888	XM_001598689.1.p1	XM_001877188.1.p1
OG0003891	XM_001595794.1.p1	XM_001873314.1.p1
OG0003892	XM_001590592.1.p1	XM_001874916.1.p1
OG0003902	XM_001595135.1.p1	XM_001873681.1.p1
OG0003903	XM_001596225.1.p1	XM_001875289.1.p1
OG0003907	XM_001586511.1.p1	XM_001883224.1.p1
OG0003908	XM_001596887.1.p1	XM_001877161.1.p1
OG0003910	XM_001584595.1.p1	XM_001884366.1.p1
OG0003911	XM_001592453.1.p1	XM_001880646.1.p1
OG0003912	XM_001594430.1.p1	XM_001883754.1.p1, XM_001879011.1.p1, XM_001880179.1.p1
OG0003913	XM_001591545.1.p1	XM_001877797.1.p1
OG0003914	XM_001596901.1.p1	XM_001873245.1.p1
OG0003915	XM_001595019.1.p1	XM_001884549.1.p1
OG0003920	XM_001597829.1.p1	XM_001873916.1.p1
OG0003921	XM_001590476.1.p1	XM_001878447.1.p1
