Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Blumeria_graminis_cds_prot
OG0002767	XM_001592938.1.p1	lcl|LR898472.1_cds_CAD6501490.1_2848.p1
OG0002768	XM_001596338.1.p1	lcl|LR898476.1_cds_CAD6504570.1_5928.p1
OG0002769	XM_001588242.1.p1	lcl|LR898474.1_cds_CAD6502963.1_4321.p1
OG0002770	XM_001584690.1.p1	lcl|LR898469.1_cds_CAD6499566.1_924.p1
OG0002771	XM_001591056.1.p1	lcl|LR898477.1_cds_CAD6505870.1_7228.p1
OG0002772	XM_001584501.1.p1	lcl|LR898469.1_cds_CAD6499961.1_1319.p1
OG0002773	XM_001584842.1.p1	lcl|LR898474.1_cds_CAD6503652.1_5010.p1
OG0002774	XM_001593500.1.p1	lcl|LR898471.1_cds_CAD6500589.1_1947.p1
OG0002776	XM_001593796.1.p1	lcl|LR898469.1_cds_CAD6499823.1_1181.p1
OG0002777	XM_001593216.1.p1	lcl|LR898469.1_cds_CAD6500061.1_1419.p1
OG0002778	XM_001588821.1.p1	lcl|LR898476.1_cds_CAD6504705.1_6063.p1
OG0002779	XM_001592438.1.p1	lcl|LR898476.1_cds_CAD6504513.1_5871.p1
OG0002780	XM_001595052.1.p1	lcl|LR898477.1_cds_CAD6506157.1_7515.p1
OG0002781	XM_001591527.1.p1	lcl|LR898469.1_cds_CAD6499799.1_1157.p1
OG0002782	XM_001586441.1.p1	lcl|LR898471.1_cds_CAD6500764.1_2122.p1
OG0002783	XM_001589787.1.p1	lcl|LR898474.1_cds_CAD6503603.1_4961.p1
OG0002784	XM_001592447.1.p1	lcl|LR898472.1_cds_CAD6502256.1_3614.p1
OG0002785	XM_001598758.1.p1	lcl|LR898471.1_cds_CAD6500909.1_2267.p1
OG0002788	XM_001591693.1.p1	lcl|LR898474.1_cds_CAD6503178.1_4536.p1
OG0002789	XM_001590972.1.p1	lcl|LR898470.1_cds_CAD6500262.1_1620.p1
OG0002790	XM_001592863.1.p1	lcl|LR898472.1_cds_CAD6501395.1_2753.p1
OG0002791	XM_001595077.1.p1	lcl|LR898472.1_cds_CAD6501597.1_2955.p1
OG0002793	XM_001596517.1.p1	lcl|LR898470.1_cds_CAD6500422.1_1780.p1
OG0002794	XM_001584823.1.p1	lcl|LR898474.1_cds_CAD6503440.1_4798.p1
OG0002795	XM_001590912.1.p1	lcl|LR898475.1_cds_CAD6504378.1_5736.p1
OG0002796	XM_001586660.1.p1	lcl|LR898468.1_cds_CAD6499227.1_585.p1
OG0002798	XM_001594499.1.p1	lcl|LR898476.1_cds_CAD6504846.1_6204.p1
OG0002799	XM_001588159.1.p1	lcl|LR898476.1_cds_CAD6505001.1_6359.p1
OG0002800	XM_001591143.1.p1	lcl|LR898470.1_cds_CAD6500438.1_1796.p1
OG0002801	XM_001597534.1.p1	lcl|LR898470.1_cds_CAD6500367.1_1725.p1
OG0002802	XM_001596953.1.p1	lcl|LR898477.1_cds_CAD6506322.1_7680.p1
OG0002803	XM_001592401.1.p1	lcl|LR898475.1_cds_CAD6503901.1_5259.p1
OG0002804	XM_001585530.1.p1	lcl|LR898473.1_cds_CAD6502605.1_3963.p1
OG0002805	XM_001586067.1.p1	lcl|LR898475.1_cds_CAD6503842.1_5200.p1
OG0002806	XM_001597447.1.p1	lcl|LR898476.1_cds_CAD6505515.1_6873.p1
OG0002807	XM_001596809.1.p1	lcl|LR898469.1_cds_CAD6499412.1_770.p1
OG0002808	XM_001590544.1.p1	lcl|LR898476.1_cds_CAD6504813.1_6171.p1
OG0002809	XM_001593313.1.p1	lcl|LR898476.1_cds_CAD6505762.1_7120.p1
OG0002810	XM_001598004.1.p1	lcl|LR898472.1_cds_CAD6501503.1_2861.p1
OG0002812	XM_001589205.1.p1	lcl|LR898475.1_cds_CAD6504212.1_5570.p1
OG0002813	XM_001592772.1.p1	lcl|LR898474.1_cds_CAD6503336.1_4694.p1
OG0002815	XM_001596198.1.p1	lcl|LR898473.1_cds_CAD6502527.1_3885.p1
OG0002816	XM_001591067.1.p1	lcl|LR898476.1_cds_CAD6505532.1_6890.p1
OG0002818	XM_001586374.1.p1	lcl|LR898473.1_cds_CAD6502378.1_3736.p1
OG0002819	XM_001591973.1.p1	lcl|LR898469.1_cds_CAD6499325.1_683.p1
OG0002820	XM_001597886.1.p1	lcl|LR898472.1_cds_CAD6502159.1_3517.p1
OG0002821	XM_001598454.1.p1	lcl|LR898472.1_cds_CAD6501940.1_3298.p1
OG0002822	XM_001597859.1.p1	lcl|LR898476.1_cds_CAD6505783.1_7141.p1
OG0002823	XM_001590009.1.p1	lcl|LR898472.1_cds_CAD6501964.1_3322.p1
OG0002824	XM_001590910.1.p1	lcl|LR898472.1_cds_CAD6501244.1_2602.p1
OG0002825	XM_001595492.1.p1	lcl|LR898476.1_cds_CAD6504674.1_6032.p1
OG0002826	XM_001597079.1.p1	lcl|LR898472.1_cds_CAD6501284.1_2642.p1
OG0002827	XM_001585194.1.p1	lcl|LR898476.1_cds_CAD6504815.1_6173.p1
OG0002828	XM_001590125.1.p1	lcl|LR898476.1_cds_CAD6505346.1_6704.p1
OG0002829	XM_001588300.1.p1	lcl|LR898476.1_cds_CAD6505195.1_6553.p1
OG0002830	XM_001589002.1.p1	lcl|LR898478.1_cds_CAD6506475.1_7833.p1
OG0002832	XM_001598333.1.p1	lcl|LR898472.1_cds_CAD6501901.1_3259.p1
OG0002833	XM_001595290.1.p1	lcl|LR898472.1_cds_CAD6502062.1_3420.p1
OG0002834	XM_001598690.1.p1	lcl|LR898477.1_cds_CAD6506112.1_7470.p1
OG0002835	XM_001595662.1.p1	lcl|LR898471.1_cds_CAD6500698.1_2056.p1
OG0002836	XM_001595817.1.p1	lcl|LR898470.1_cds_CAD6500460.1_1818.p1
OG0002837	XM_001589262.1.p1	lcl|LR898470.1_cds_CAD6500414.1_1772.p1
OG0002838	XM_001588615.1.p1	lcl|LR898469.1_cds_CAD6499475.1_833.p1
OG0002839	XM_001595816.1.p1	lcl|LR898470.1_cds_CAD6500461.1_1819.p1
OG0002840	XM_001588045.1.p1	lcl|LR898471.1_cds_CAD6500719.1_2077.p1
OG0002843	XM_001596231.1.p1	lcl|LR898477.1_cds_CAD6506430.1_7788.p1
OG0002844	XM_001593045.1.p1	lcl|LR898469.1_cds_CAD6500046.1_1404.p1
OG0002845	XM_001592867.1.p1	lcl|LR898472.1_cds_CAD6501404.1_2762.p1
OG0002846	XM_001586963.1.p1	lcl|LR898476.1_cds_CAD6504620.1_5978.p1
OG0002847	XM_001593772.1.p1	lcl|LR898473.1_cds_CAD6502721.1_4079.p1
OG0002849	XM_001588773.1.p1	lcl|LR898469.1_cds_CAD6499545.1_903.p1
OG0002850	XM_001593497.1.p1	lcl|LR898471.1_cds_CAD6500679.1_2037.p1
OG0002851	XM_001588039.1.p1	lcl|LR898471.1_cds_CAD6500708.1_2066.p1
OG0002853	XM_001593876.1.p1	lcl|LR898476.1_cds_CAD6505023.1_6381.p1
OG0002855	XM_001595705.1.p1	lcl|LR898476.1_cds_CAD6505320.1_6678.p1
OG0002856	XM_001584674.1.p1	lcl|LR898469.1_cds_CAD6499559.1_917.p1
OG0002857	XM_001587907.1.p1	lcl|LR898476.1_cds_CAD6504957.1_6315.p1
OG0002858	XM_001587913.1.p1	lcl|LR898476.1_cds_CAD6504887.1_6245.p1
OG0002859	XM_001587414.1.p1	lcl|LR898472.1_cds_CAD6501767.1_3125.p1
OG0002860	XM_001592365.1.p1	lcl|LR898477.1_cds_CAD6506313.1_7671.p1
OG0002861	XM_001592809.1.p1	lcl|LR898472.1_cds_CAD6501531.1_2889.p1
OG0002862	XM_001594362.1.p1	lcl|LR898475.1_cds_CAD6503957.1_5315.p1
OG0002863	XM_001593273.1.p1	lcl|LR898474.1_cds_CAD6503479.1_4837.p1
OG0002864	XM_001592933.1.p1	lcl|LR898472.1_cds_CAD6501488.1_2846.p1
OG0002865	XM_001592893.1.p1	lcl|LR898476.1_cds_CAD6505286.1_6644.p1
OG0002866	XM_001591304.1.p1	lcl|LR898474.1_cds_CAD6503059.1_4417.p1
OG0002867	XM_001591252.1.p1	lcl|LR898474.1_cds_CAD6502974.1_4332.p1
OG0002869	XM_001594714.1.p1	lcl|LR898471.1_cds_CAD6500550.1_1908.p1
OG0002870	XM_001591055.1.p1	lcl|LR898477.1_cds_CAD6505867.1_7225.p1
OG0002871	XM_001589839.1.p1	lcl|LR898476.1_cds_CAD6505452.1_6810.p1
OG0002872	XM_001598431.1.p1	lcl|LR898472.1_cds_CAD6502150.1_3508.p1
OG0002873	XM_001587391.1.p1	lcl|LR898472.1_cds_CAD6502276.1_3634.p1
OG0002874	XM_001592659.1.p1	lcl|LR898469.1_cds_CAD6499418.1_776.p1
OG0002875	XM_001595937.1.p1	lcl|LR898473.1_cds_CAD6502761.1_4119.p1
OG0002876	XM_001589719.1.p1	lcl|LR898473.1_cds_CAD6502521.1_3879.p1
OG0002877	XM_001586947.1.p1	lcl|LR898472.1_cds_CAD6501301.1_2659.p1
OG0002879	XM_001586490.1.p1	lcl|LR898471.1_cds_CAD6500766.1_2124.p1
OG0002880	XM_001590651.1.p1	lcl|LR898476.1_cds_CAD6505351.1_6709.p1
OG0002881	XM_001588307.1.p1	lcl|LR898476.1_cds_CAD6505179.1_6537.p1
OG0002882	XM_001595117.1.p1	lcl|LR898477.1_cds_CAD6506092.1_7450.p1
OG0002883	XM_001588923.1.p1	lcl|LR898474.1_cds_CAD6503134.1_4492.p1
OG0002884	XM_001587320.1.p1	lcl|LR898477.1_cds_CAD6506190.1_7548.p1
OG0002887	XM_001592730.1.p1	lcl|LR898474.1_cds_CAD6503365.1_4723.p1
OG0002888	XM_001585340.1.p1	lcl|LR898471.1_cds_CAD6500658.1_2016.p1
OG0002889	XM_001596947.1.p1	lcl|LR898477.1_cds_CAD6506333.1_7691.p1
OG0002890	XM_001585491.1.p1	lcl|LR898473.1_cds_CAD6502520.1_3878.p1
OG0002891	XM_001584905.1.p1	lcl|LR898476.1_cds_CAD6504741.1_6099.p1
OG0002892	XM_001593193.1.p1	lcl|LR898469.1_cds_CAD6500055.1_1413.p1
OG0002893	XM_001584778.1.p1	lcl|LR898475.1_cds_CAD6504257.1_5615.p1
OG0002894	XM_001584777.1.p1	lcl|LR898475.1_cds_CAD6504258.1_5616.p1
OG0002895	XM_001596822.1.p1	lcl|LR898475.1_cds_CAD6504339.1_5697.p1
OG0002896	XM_001589778.1.p1	lcl|LR898473.1_cds_CAD6502392.1_3750.p1
OG0002897	XM_001596797.1.p1	lcl|LR898469.1_cds_CAD6499848.1_1206.p1
OG0002899	XM_001598500.1.p1	lcl|LR898468.1_cds_CAD6498732.1_90.p1
OG0002900	XM_001594304.1.p1	lcl|LR898476.1_cds_CAD6504532.1_5890.p1
OG0002901	XM_001592908.1.p1	lcl|LR898474.1_cds_CAD6503353.1_4711.p1
OG0002902	XM_001587141.1.p1	lcl|LR898474.1_cds_CAD6503338.1_4696.p1
OG0002904	XM_001590117.1.p1	lcl|LR898478.1_cds_CAD6506562.1_7920.p1
OG0002905	XM_001595167.1.p1	lcl|LR898472.1_cds_CAD6502031.1_3389.p1
OG0002906	XM_001585980.1.p1	lcl|LR898471.1_cds_CAD6500569.1_1927.p1
OG0002907	XM_001589508.1.p1	lcl|LR898468.1_cds_CAD6498748.1_106.p1
OG0002908	XM_001585681.1.p1	lcl|LR898475.1_cds_CAD6504146.1_5504.p1
OG0002909	XM_001589650.1.p1	lcl|LR898472.1_cds_CAD6502111.1_3469.p1
OG0002910	XM_001584756.1.p1	lcl|LR898475.1_cds_CAD6504124.1_5482.p1
OG0002911	XM_001587671.1.p1	lcl|LR898476.1_cds_CAD6505069.1_6427.p1
OG0002913	XM_001589087.1.p1	lcl|LR898468.1_cds_CAD6499201.1_559.p1
OG0002914	XM_001586648.1.p1	lcl|LR898472.1_cds_CAD6501437.1_2795.p1
OG0002915	XM_001586655.1.p1	lcl|LR898472.1_cds_CAD6501314.1_2672.p1
OG0002916	XM_001595332.1.p1	lcl|LR898472.1_cds_CAD6501656.1_3014.p1
OG0002917	XM_001593156.1.p1	lcl|LR898472.1_cds_CAD6501407.1_2765.p1
OG0002918	XM_001584751.1.p1	lcl|LR898475.1_cds_CAD6504249.1_5607.p1
OG0002919	XM_001595131.1.p1	lcl|LR898472.1_cds_CAD6502067.1_3425.p1
OG0002920	XM_001594348.1.p1	lcl|LR898468.1_cds_CAD6498757.1_115.p1
OG0002921	XM_001586580.1.p1	lcl|LR898471.1_cds_CAD6500807.1_2165.p1
OG0002922	XM_001598928.1.p1	lcl|LR898472.1_cds_CAD6502271.1_3629.p1
OG0002923	XM_001589939.1.p1	lcl|LR898472.1_cds_CAD6501786.1_3144.p1
OG0002924	XM_001598426.1.p1	lcl|LR898472.1_cds_CAD6501952.1_3310.p1
OG0002925	XM_001592397.1.p1	lcl|LR898475.1_cds_CAD6503916.1_5274.p1
OG0002927	XM_001592441.1.p1	lcl|LR898477.1_cds_CAD6506237.1_7595.p1
OG0002929	XM_001594925.1.p1	lcl|LR898475.1_cds_CAD6503873.1_5231.p1
OG0002931	XM_001596637.1.p1	lcl|LR898476.1_cds_CAD6504930.1_6288.p1
OG0002933	XM_001598436.1.p1	lcl|LR898472.1_cds_CAD6501946.1_3304.p1, lcl|LR898472.1_cds_CAD6501947.1_3305.p1
OG0002935	XM_001597087.1.p1	lcl|LR898469.1_cds_CAD6499996.1_1354.p1
OG0002936	XM_001585645.1.p1	lcl|LR898472.1_cds_CAD6502175.1_3533.p1
OG0002937	XM_001592062.1.p1	lcl|LR898476.1_cds_CAD6505451.1_6809.p1
OG0002938	XM_001595996.1.p1	lcl|LR898471.1_cds_CAD6500518.1_1876.p1
OG0002939	XM_001588064.1.p1	lcl|LR898471.1_cds_CAD6500697.1_2055.p1
OG0002940	XM_001584945.1.p1	lcl|LR898468.1_cds_CAD6499147.1_505.p1
OG0002941	XM_001598911.1.p1	lcl|LR898471.1_cds_CAD6501003.1_2361.p1
OG0002942	XM_001598387.1.p1	lcl|LR898477.1_cds_CAD6506152.1_7510.p1
OG0002944	XM_001595601.1.p1	lcl|LR898476.1_cds_CAD6505583.1_6941.p1
OG0002945	XM_001596835.1.p1	lcl|LR898475.1_cds_CAD6504111.1_5469.p1
OG0002946	XM_001598340.1.p1	lcl|LR898472.1_cds_CAD6501903.1_3261.p1
OG0002947	XM_001594879.1.p1	lcl|LR898477.1_cds_CAD6506283.1_7641.p1
OG0002948	XM_001598017.1.p1	lcl|LR898469.1_cds_CAD6499386.1_744.p1
OG0002949	XM_001596664.1.p1	lcl|LR898476.1_cds_CAD6505840.1_7198.p1
OG0002950	XM_001596766.1.p1	lcl|LR898472.1_cds_CAD6502309.1_3667.p1
OG0002951	XM_001587972.1.p1	lcl|LR898474.1_cds_CAD6502927.1_4285.p1
OG0002952	XM_001594674.1.p1	lcl|LR898471.1_cds_CAD6501065.1_2423.p1
OG0002954	XM_001594218.1.p1	lcl|LR898475.1_cds_CAD6503882.1_5240.p1
OG0002955	XM_001585257.1.p1	lcl|LR898468.1_cds_CAD6499033.1_391.p1
OG0002956	XM_001589716.1.p1	lcl|LR898473.1_cds_CAD6502512.1_3870.p1
OG0002957	XM_001597979.1.p1	lcl|LR898477.1_cds_CAD6506168.1_7526.p1
OG0002958	XM_001596285.1.p1	lcl|LR898472.1_cds_CAD6502093.1_3451.p1
OG0002960	XM_001591838.1.p1	lcl|LR898471.1_cds_CAD6500789.1_2147.p1
OG0002961	XM_001589391.1.p1	lcl|LR898474.1_cds_CAD6502895.1_4253.p1
OG0002962	XM_001588125.1.p1	lcl|LR898470.1_cds_CAD6500493.1_1851.p1
OG0002963	XM_001590664.1.p1	lcl|LR898476.1_cds_CAD6504659.1_6017.p1
OG0002964	XM_001589841.1.p1	lcl|LR898476.1_cds_CAD6505453.1_6811.p1
OG0002966	XM_001591517.1.p1	lcl|LR898471.1_cds_CAD6500742.1_2100.p1
OG0002967	XM_001592383.1.p1	lcl|LR898475.1_cds_CAD6503903.1_5261.p1
OG0002968	XM_001590687.1.p1	lcl|LR898468.1_cds_CAD6499071.1_429.p1
OG0002970	XM_001584779.1.p1	lcl|LR898475.1_cds_CAD6504256.1_5614.p1
OG0002971	XM_001593218.1.p1	lcl|LR898474.1_cds_CAD6503474.1_4832.p1
OG0002972	XM_001586583.1.p1	lcl|LR898473.1_cds_CAD6502371.1_3729.p1
OG0002973	XM_001597296.1.p1	lcl|LR898476.1_cds_CAD6505770.1_7128.p1
OG0002974	XM_001598292.1.p1	lcl|LR898472.1_cds_CAD6502206.1_3564.p1
OG0002975	XM_001597082.1.p1	lcl|LR898472.1_cds_CAD6501228.1_2586.p1
OG0002976	XM_001585763.1.p1	lcl|LR898472.1_cds_CAD6501172.1_2530.p1
OG0002978	XM_001590727.1.p1	lcl|LR898476.1_cds_CAD6504758.1_6116.p1
OG0002979	XM_001590171.1.p1	lcl|LR898472.1_cds_CAD6501664.1_3022.p1
OG0002980	XM_001595614.1.p1	lcl|LR898476.1_cds_CAD6505765.1_7123.p1
OG0002981	XM_001588086.1.p1	lcl|LR898476.1_cds_CAD6505311.1_6669.p1
OG0002982	XM_001592352.1.p1	lcl|LR898477.1_cds_CAD6506309.1_7667.p1
OG0002983	XM_001597473.1.p1	lcl|LR898476.1_cds_CAD6505614.1_6972.p1
OG0002984	XM_001585466.1.p1	lcl|LR898474.1_cds_CAD6503587.1_4945.p1
OG0002985	XM_001585569.1.p1	lcl|LR898471.1_cds_CAD6500597.1_1955.p1
OG0002986	XM_001595969.1.p1	lcl|LR898473.1_cds_CAD6502408.1_3766.p1
OG0002987	XM_001589442.1.p1	lcl|LR898472.1_cds_CAD6502211.1_3569.p1
OG0002988	XM_001589623.1.p1	lcl|LR898468.1_cds_CAD6498997.1_355.p1
OG0002989	XM_001586520.1.p1	lcl|LR898469.1_cds_CAD6499344.1_702.p1
OG0002990	XM_001591809.1.p1	lcl|LR898469.1_cds_CAD6499370.1_728.p1
OG0002991	XM_001593792.1.p1	lcl|LR898473.1_cds_CAD6502710.1_4068.p1
OG0002992	XM_001588178.1.p1	lcl|LR898476.1_cds_CAD6504984.1_6342.p1
OG0002993	XM_001588043.1.p1	lcl|LR898471.1_cds_CAD6500709.1_2067.p1
OG0002994	XM_001586777.1.p1	lcl|LR898474.1_cds_CAD6503068.1_4426.p1
OG0002995	XM_001587761.1.p1	lcl|LR898469.1_cds_CAD6499434.1_792.p1
OG0002996	XM_001587815.1.p1	lcl|LR898476.1_cds_CAD6504888.1_6246.p1
OG0002997	XM_001591052.1.p1	lcl|LR898472.1_cds_CAD6501286.1_2644.p1
OG0002998	XM_001587294.1.p1	lcl|LR898472.1_cds_CAD6501611.1_2969.p1
OG0002999	XM_001587735.1.p1	lcl|LR898474.1_cds_CAD6503049.1_4407.p1
OG0003000	XM_001597103.1.p1	lcl|LR898469.1_cds_CAD6499923.1_1281.p1
OG0003001	XM_001584517.1.p1	lcl|LR898474.1_cds_CAD6503435.1_4793.p1
OG0003002	XM_001591859.1.p1	lcl|LR898471.1_cds_CAD6500811.1_2169.p1
OG0003003	XM_001591033.1.p1	lcl|LR898470.1_cds_CAD6500223.1_1581.p1
OG0003004	XM_001597280.1.p1	lcl|LR898470.1_cds_CAD6500318.1_1676.p1
OG0003005	XM_001597771.1.p1	lcl|LR898470.1_cds_CAD6500285.1_1643.p1
OG0003006	XM_001594575.1.p1	lcl|LR898475.1_cds_CAD6504026.1_5384.p1
OG0003007	XM_001587364.1.p1	lcl|LR898472.1_cds_CAD6501628.1_2986.p1
OG0003008	XM_001598051.1.p1	lcl|LR898468.1_cds_CAD6498700.1_58.p1
OG0003009	XM_001595951.1.p1	lcl|LR898473.1_cds_CAD6502461.1_3819.p1
OG0003010	XM_001590494.1.p1	lcl|LR898476.1_cds_CAD6504803.1_6161.p1
OG0003011	XM_001590780.1.p1	lcl|LR898469.1_cds_CAD6499742.1_1100.p1
OG0003012	XM_001595070.1.p1	lcl|LR898477.1_cds_CAD6506163.1_7521.p1
OG0003013	XM_001592305.1.p1	lcl|LR898474.1_cds_CAD6503301.1_4659.p1
OG0003014	XM_001589192.1.p1	lcl|LR898475.1_cds_CAD6504345.1_5703.p1
OG0003015	XM_001596725.1.p1	lcl|LR898472.1_cds_CAD6501197.1_2555.p1
OG0003016	XM_001590554.1.p1	lcl|LR898474.1_cds_CAD6503451.1_4809.p1
OG0003017	XM_001590557.1.p1	lcl|LR898476.1_cds_CAD6504742.1_6100.p1
OG0003018	XM_001598650.1.p1	lcl|LR898472.1_cds_CAD6501730.1_3088.p1
OG0003019	XM_001590895.1.p1	lcl|LR898472.1_cds_CAD6501257.1_2615.p1
OG0003020	XM_001589194.1.p1	lcl|LR898475.1_cds_CAD6504189.1_5547.p1
OG0003021	XM_001595968.1.p1	lcl|LR898473.1_cds_CAD6502407.1_3765.p1
OG0003022	XM_001596914.1.p1	lcl|LR898477.1_cds_CAD6506262.1_7620.p1
OG0003024	XM_001586215.1.p1	lcl|LR898475.1_cds_CAD6503881.1_5239.p1
OG0003025	XM_001585541.1.p1	lcl|LR898475.1_cds_CAD6504380.1_5738.p1
OG0003026	XM_001594844.1.p1	lcl|LR898471.1_cds_CAD6500553.1_1911.p1
OG0003027	XM_001596149.1.p1	lcl|LR898473.1_cds_CAD6502409.1_3767.p1
OG0003028	XM_001592133.1.p1	lcl|LR898478.1_cds_CAD6506487.1_7845.p1
OG0003031	XM_001592864.1.p1	lcl|LR898469.1_cds_CAD6500087.1_1445.p1
OG0003033	XM_001590715.1.p1	lcl|LR898476.1_cds_CAD6504735.1_6093.p1
OG0003036	XM_001584919.1.p1	lcl|LR898474.1_cds_CAD6503492.1_4850.p1
OG0003051	XM_001589188.1.p1	lcl|LR898475.1_cds_CAD6504144.1_5502.p1
OG0003054	XM_001595087.1.p1	lcl|LR898477.1_cds_CAD6505981.1_7339.p1
OG0003056	XM_001591810.1.p1	lcl|LR898469.1_cds_CAD6499369.1_727.p1
OG0003059	XM_001586749.1.p1	lcl|LR898474.1_cds_CAD6503020.1_4378.p1
OG0003064	XM_001591537.1.p1	lcl|LR898469.1_cds_CAD6499745.1_1103.p1
OG0003065	XM_001598008.1.p1	lcl|LR898475.1_cds_CAD6504043.1_5401.p1
OG0003066	XM_001598307.1.p1	lcl|LR898477.1_cds_CAD6506014.1_7372.p1
OG0003071	XM_001595413.1.p1	lcl|LR898472.1_cds_CAD6501977.1_3335.p1
OG0003072	XM_001585286.1.p1	lcl|LR898478.1_cds_CAD6506523.1_7881.p1
OG0003073	XM_001585418.1.p1	lcl|LR898476.1_cds_CAD6505394.1_6752.p1
OG0003074	XM_001585942.1.p1	lcl|LR898468.1_cds_CAD6498801.1_159.p1
OG0003075	XM_001596323.1.p1	lcl|LR898468.1_cds_CAD6498978.1_336.p1
OG0003078	XM_001593880.1.p1	lcl|LR898474.1_cds_CAD6503131.1_4489.p1
OG0003079	XM_001593867.1.p1	lcl|LR898476.1_cds_CAD6505026.1_6384.p1
OG0003080	XM_001597105.1.p1	lcl|LR898469.1_cds_CAD6499921.1_1279.p1
OG0003081	XM_001585098.1.p1	lcl|LR898469.1_cds_CAD6499765.1_1123.p1
OG0003082	XM_001587691.1.p1	lcl|LR898474.1_cds_CAD6503121.1_4479.p1
OG0003083	XM_001585084.1.p1	lcl|LR898468.1_cds_CAD6499263.1_621.p1
OG0003084	XM_001597399.1.p1	lcl|LR898476.1_cds_CAD6505656.1_7014.p1
OG0003085	XM_001586447.1.p1	lcl|LR898471.1_cds_CAD6500771.1_2129.p1
OG0003086	XM_001593449.1.p1	lcl|LR898476.1_cds_CAD6505200.1_6558.p1
OG0003087	XM_001591458.1.p1	lcl|LR898474.1_cds_CAD6503159.1_4517.p1
OG0003088	XM_001595084.1.p1	lcl|LR898477.1_cds_CAD6506134.1_7492.p1
OG0003089	XM_001597507.1.p1	lcl|LR898469.1_cds_CAD6499957.1_1315.p1
OG0003090	XM_001598219.1.p1	lcl|LR898475.1_cds_CAD6503810.1_5168.p1
OG0003091	XM_001595628.1.p1	lcl|LR898470.1_cds_CAD6500311.1_1669.p1
OG0003092	XM_001592145.1.p1	lcl|LR898470.1_cds_CAD6500380.1_1738.p1
OG0003093	XM_001595110.1.p1	lcl|LR898477.1_cds_CAD6506090.1_7448.p1
OG0003094	XM_001598396.1.p1	lcl|LR898472.1_cds_CAD6501857.1_3215.p1
OG0003095	XM_001584965.1.p1	lcl|LR898476.1_cds_CAD6504710.1_6068.p1
OG0003096	XM_001584584.1.p1	lcl|LR898474.1_cds_CAD6503600.1_4958.p1
OG0003097	XM_001596861.1.p1	lcl|LR898477.1_cds_CAD6506272.1_7630.p1
OG0003098	XM_001591064.1.p1	lcl|LR898476.1_cds_CAD6505530.1_6888.p1
OG0003099	XM_001584720.1.p1	lcl|LR898475.1_cds_CAD6503937.1_5295.p1
OG0003100	XM_001591398.1.p1	lcl|LR898476.1_cds_CAD6505506.1_6864.p1
OG0003101	XM_001587162.1.p1	lcl|LR898469.1_cds_CAD6500065.1_1423.p1
OG0003102	XM_001594211.1.p1	lcl|LR898475.1_cds_CAD6503886.1_5244.p1
OG0003103	XM_001593013.1.p1	lcl|LR898474.1_cds_CAD6503283.1_4641.p1
OG0003105	XM_001594297.1.p1	lcl|LR898475.1_cds_CAD6503894.1_5252.p1
OG0003106	XM_001589783.1.p1	lcl|LR898473.1_cds_CAD6502502.1_3860.p1
OG0003107	XM_001592963.1.p1	lcl|LR898474.1_cds_CAD6503484.1_4842.p1
OG0003108	XM_001590679.1.p1	lcl|LR898468.1_cds_CAD6499034.1_392.p1
OG0003109	XM_001595512.1.p1	lcl|LR898468.1_cds_CAD6499164.1_522.p1
OG0003110	XM_001590598.1.p1	lcl|LR898468.1_cds_CAD6499040.1_398.p1
OG0003111	XM_001590591.1.p1	lcl|LR898468.1_cds_CAD6499079.1_437.p1
OG0003112	XM_001590553.1.p1	lcl|LR898474.1_cds_CAD6503450.1_4808.p1
OG0003113	XM_001590855.1.p1	lcl|LR898468.1_cds_CAD6499179.1_537.p1
OG0003114	XM_001593285.1.p1	lcl|LR898472.1_cds_CAD6501408.1_2766.p1
OG0003115	XM_001597789.1.p1	lcl|LR898472.1_cds_CAD6502300.1_3658.p1
OG0003116	XM_001592011.1.p1	lcl|LR898474.1_cds_CAD6503465.1_4823.p1
OG0003118	XM_001590931.1.p1	lcl|LR898472.1_cds_CAD6501239.1_2597.p1
OG0003119	XM_001597626.1.p1	lcl|LR898469.1_cds_CAD6500003.1_1361.p1
OG0003121	XM_001585563.1.p1	lcl|LR898477.1_cds_CAD6506419.1_7777.p1
OG0003122	XM_001588060.1.p1	lcl|LR898471.1_cds_CAD6500669.1_2027.p1
OG0003123	XM_001590809.1.p1	lcl|LR898476.1_cds_CAD6504651.1_6009.p1
OG0003124	XM_001594372.1.p1	lcl|LR898475.1_cds_CAD6504050.1_5408.p1
OG0003126	XM_001594982.1.p1	lcl|LR898473.1_cds_CAD6502559.1_3917.p1
OG0003127	XM_001591119.1.p1	lcl|LR898476.1_cds_CAD6505786.1_7144.p1
OG0003129	XM_001587550.1.p1	lcl|LR898473.1_cds_CAD6502603.1_3961.p1
OG0003130	XM_001591279.1.p1	lcl|LR898474.1_cds_CAD6503024.1_4382.p1
OG0003131	XM_001588990.1.p1	lcl|LR898476.1_cds_CAD6504841.1_6199.p1
OG0003134	XM_001595329.1.p1	lcl|LR898472.1_cds_CAD6501659.1_3017.p1
OG0003135	XM_001597179.1.p1	lcl|LR898476.1_cds_CAD6505620.1_6978.p1
OG0003136	XM_001594282.1.p1	lcl|LR898475.1_cds_CAD6503976.1_5334.p1
