Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Claviceps_purpurea_cds_prot
OG0003202	XM_001593700.1.p1	lcl|CAGA01000058.1_cds_CCE33452.1_1925.p1
OG0003203	XM_001589250.1.p1	lcl|CAGA01000076.1_cds_CCE34131.1_1250.p1
OG0003204	XM_001584949.1.p1	lcl|CAGA01000010.1_cds_CCE28697.1_6535.p1
OG0003205	XM_001589240.1.p1	lcl|CAGA01000022.1_cds_CCE30531.1_4967.p1
OG0003206	XM_001597928.1.p1	lcl|CAGA01000038.1_cds_CCE32203.1_3263.p1
OG0003207	XM_001588745.1.p1	lcl|CAGA01000037.1_cds_CCE32055.1_3309.p1
OG0003209	XM_001596670.1.p1	lcl|CAGA01000021.1_cds_CCE30381.1_5068.p1
OG0003211	XM_001596689.1.p1	lcl|CAGA01000056.1_cds_CCE33364.1_2030.p1
OG0003212	XM_001596615.1.p1	lcl|CAGA01000040.1_cds_CCE32301.1_3009.p1
OG0003213	XM_001592922.1.p1	lcl|CAGA01000189.1_cds_CCE35211.1_410.p1
OG0003214	XM_001596003.1.p1	lcl|CAGA01000019.1_cds_CCE30131.1_5305.p1
OG0003215	XM_001587605.1.p1	lcl|CAGA01000088.1_cds_CCE34424.1_941.p1
OG0003216	XM_001589164.1.p1	lcl|CAGA01000008.1_cds_CCE28428.1_7103.p1
OG0003217	XM_001588614.1.p1	lcl|CAGA01000048.1_cds_CCE32916.1_2470.p1
OG0003218	XM_001595417.1.p1	lcl|CAGA01000004.1_cds_CCE27484.1_7960.p1
OG0003220	XM_001585644.1.p1	lcl|CAGA01000018.1_cds_CCE30042.1_5473.p1
OG0003221	XM_001591959.1.p1	lcl|CAGA01000002.1_cds_CCE27002.1_8530.p1
OG0003222	XM_001585672.1.p1	lcl|CAGA01000031.1_cds_CCE31486.1_3909.p1
OG0003223	XM_001588742.1.p1	lcl|CAGA01000014.1_cds_CCE29461.1_5957.p1
OG0003224	XM_001593069.1.p1	lcl|CAGA01000001.1_cds_CCE26701.1_8766.p1
OG0003225	XM_001597345.1.p1	lcl|CAGA01000019.1_cds_CCE30060.1_5234.p1
OG0003227	XM_001588216.1.p1	lcl|CAGA01000019.1_cds_CCE30094.1_5268.p1
OG0003228	XM_001587075.1.p1	lcl|CAGA01000062.1_cds_CCE33608.1_1735.p1
OG0003229	XM_001593231.1.p1	lcl|CAGA01000038.1_cds_CCE32171.1_3231.p1
OG0003230	XM_001597825.1.p1	lcl|CAGA01000050.1_cds_CCE33044.1_2358.p1
OG0003231	XM_001592387.1.p1	lcl|CAGA01000030.1_cds_CCE31382.1_4023.p1
OG0003232	XM_001594965.1.p1	lcl|CAGA01000020.1_cds_CCE30188.1_5120.p1
OG0003233	XM_001592493.1.p1	lcl|CAGA01000190.1_cds_CCE35290.1_126.p1
OG0003234	XM_001591120.1.p1	lcl|CAGA01000004.1_cds_CCE27405.1_7881.p1
OG0003235	XM_001585249.1.p1	lcl|CAGA01000067.1_cds_CCE33820.1_1537.p1
OG0003236	XM_001595449.1.p1	lcl|CAGA01000005.1_cds_CCE27784.1_7808.p1
OG0003237	XM_001587549.1.p1	lcl|CAGA01000094.1_cds_CCE34553.1_821.p1
OG0003238	XM_001594142.1.p1	lcl|CAGA01000045.1_cds_CCE32708.1_2663.p1
OG0003239	XM_001587283.1.p1	lcl|CAGA01000002.1_cds_CCE27029.1_8557.p1
OG0003241	XM_001596850.1.p1	lcl|CAGA01000008.1_cds_CCE28433.1_7108.p1
OG0003242	XM_001595014.1.p1	lcl|CAGA01000004.1_cds_CCE27498.1_7974.p1
OG0003243	XM_001586272.1.p1	lcl|CAGA01000190.1_cds_CCE35284.1_120.p1
OG0003244	XM_001596796.1.p1	lcl|CAGA01000009.1_cds_CCE28601.1_6855.p1
OG0003245	XM_001596010.1.p1	lcl|CAGA01000088.1_cds_CCE34418.1_935.p1
OG0003246	XM_001591867.1.p1	lcl|CAGA01000026.1_cds_CCE30955.1_4472.p1
OG0003247	XM_001595725.1.p1	lcl|CAGA01000004.1_cds_CCE27348.1_7824.p1
OG0003248	XM_001588320.1.p1	lcl|CAGA01000073.1_cds_CCE34041.1_1355.p1
OG0003249	XM_001589272.1.p1	lcl|CAGA01000036.1_cds_CCE32006.1_3444.p1
OG0003250	XM_001595462.1.p1	lcl|CAGA01000005.1_cds_CCE27741.1_7765.p1
OG0003251	XM_001598737.1.p1	lcl|CAGA01000053.1_cds_CCE33182.1_2158.p1
OG0003253	XM_001598173.1.p1	lcl|CAGA01000085.1_cds_CCE34342.1_1015.p1
OG0003254	XM_001598403.1.p1	lcl|CAGA01000026.1_cds_CCE30879.1_4396.p1
OG0003255	XM_001596492.1.p1	lcl|CAGA01000025.1_cds_CCE30875.1_4616.p1
OG0003256	XM_001597857.1.p1	lcl|CAGA01000002.1_cds_CCE26806.1_8334.p1
OG0003258	XM_001585196.1.p1	lcl|CAGA01000011.1_cds_CCE29052.1_6495.p1
OG0003259	XM_001585414.1.p1	lcl|CAGA01000026.1_cds_CCE30881.1_4398.p1
OG0003260	XM_001595799.1.p1	lcl|CAGA01000069.1_cds_CCE33896.1_1455.p1
OG0003261	XM_001597749.1.p1	lcl|CAGA01000190.1_cds_CCE35265.1_101.p1
OG0003262	XM_001588051.1.p1	lcl|CAGA01000011.1_cds_CCE28902.1_6344.p1
OG0003263	XM_001595550.1.p1	lcl|CAGA01000011.1_cds_CCE29066.1_6509.p1
OG0003264	XM_001591954.1.p1	lcl|CAGA01000002.1_cds_CCE27001.1_8529.p1
OG0003265	XM_001589021.1.p1	lcl|CAGA01000035.1_cds_CCE31843.1_3465.p1
OG0003266	XM_001593047.1.p1	lcl|CAGA01000100.1_cds_CCE34645.1_713.p1
OG0003268	XM_001589981.1.p1	lcl|CAGA01000064.1_cds_CCE33727.1_1683.p1
OG0003269	XM_001592764.1.p1	lcl|CAGA01000078.1_cds_CCE34168.1_1194.p1
OG0003270	XM_001593751.1.p1	lcl|CAGA01000014.1_cds_CCE29502.1_5998.p1
OG0003271	XM_001593886.1.p1	lcl|CAGA01000029.1_cds_CCE31228.1_4084.p1
OG0003272	XM_001589203.1.p1	lcl|CAGA01000030.1_cds_CCE31342.1_3982.p1
OG0003274	XM_001587418.1.p1	lcl|CAGA01000025.1_cds_CCE30796.1_4536.p1
OG0003275	XM_001587583.1.p1	lcl|CAGA01000001.1_cds_CCE26674.1_8739.p1
OG0003276	XM_001586734.1.p1	lcl|CAGA01000017.1_cds_CCE29863.1_5564.p1
OG0003277	XM_001592177.1.p1	lcl|CAGA01000023.1_cds_CCE30575.1_4767.p1
OG0003278	XM_001598098.1.p1	lcl|CAGA01000006.1_cds_CCE27944.1_7529.p1
OG0003279	XM_001585823.1.p1	lcl|CAGA01000076.1_cds_CCE34120.1_1239.p1
OG0003280	XM_001597461.1.p1	lcl|CAGA01000001.1_cds_CCE26562.1_8627.p1
OG0003281	XM_001589324.1.p1	lcl|CAGA01000051.1_cds_CCE33083.1_2275.p1
OG0003282	XM_001596197.1.p1	lcl|CAGA01000092.1_cds_CCE34508.1_860.p1
OG0003283	XM_001587096.1.p1	lcl|CAGA01000099.1_cds_CCE34636.1_737.p1
OG0003284	XM_001594209.1.p1	lcl|CAGA01000012.1_cds_CCE29088.1_6167.p1
OG0003285	XM_001597598.1.p1	lcl|CAGA01000023.1_cds_CCE30610.1_4802.p1
OG0003286	XM_001591177.1.p1	lcl|CAGA01000008.1_cds_CCE28343.1_7018.p1
OG0003288	XM_001586805.1.p1	lcl|CAGA01000003.1_cds_CCE27112.1_8097.p1
OG0003289	XM_001586637.1.p1	lcl|CAGA01000017.1_cds_CCE29881.1_5582.p1
OG0003290	XM_001586740.1.p1	lcl|CAGA01000022.1_cds_CCE30476.1_4912.p1
OG0003291	XM_001594716.1.p1	lcl|CAGA01000018.1_cds_CCE29984.1_5414.p1
OG0003292	XM_001596873.1.p1	lcl|CAGA01000008.1_cds_CCE28439.1_7114.p1
OG0003293	XM_001597391.1.p1	lcl|CAGA01000011.1_cds_CCE28964.1_6406.p1
OG0003294	XM_001595617.1.p1	lcl|CAGA01000012.1_cds_CCE29168.1_6247.p1
OG0003295	XM_001590749.1.p1	lcl|CAGA01000061.1_cds_CCE33579.1_1796.p1
OG0003296	XM_001595341.1.p1	lcl|CAGA01000004.1_cds_CCE27520.1_7996.p1
OG0003297	XM_001587270.1.p1	lcl|CAGA01000001.1_cds_CCE26691.1_8756.p1
OG0003298	XM_001597311.1.p1	lcl|CAGA01000008.1_cds_CCE28346.1_7021.p1
OG0003299	XM_001594490.1.p1	lcl|CAGA01000189.1_cds_CCE35203.1_402.p1
OG0003300	XM_001589049.1.p1	lcl|CAGA01000018.1_cds_CCE29957.1_5387.p1
OG0003301	XM_001597951.1.p1	lcl|CAGA01000004.1_cds_CCE27551.1_8027.p1
OG0003302	XM_001595139.1.p1	lcl|CAGA01000024.1_cds_CCE30743.1_4705.p1
OG0003303	XM_001597402.1.p1	lcl|CAGA01000002.1_cds_CCE26940.1_8468.p1
OG0003304	XM_001598242.1.p1	lcl|CAGA01000050.1_cds_CCE33024.1_2338.p1
OG0003305	XM_001586439.1.p1	lcl|CAGA01000006.1_cds_CCE27827.1_7412.p1
OG0003307	XM_001595073.1.p1	lcl|CAGA01000004.1_cds_CCE27494.1_7970.p1
OG0003308	XM_001597432.1.p1	lcl|CAGA01000012.1_cds_CCE29108.1_6187.p1
OG0003309	XM_001590067.1.p1	lcl|CAGA01000001.1_cds_CCE26771.1_8836.p1
OG0003311	XM_001588978.1.p1	lcl|CAGA01000027.1_cds_CCE30996.1_4288.p1
OG0003312	XM_001596498.1.p1	lcl|CAGA01000083.1_cds_CCE34289.1_1053.p1
OG0003313	XM_001592434.1.p1	lcl|CAGA01000008.1_cds_CCE28441.1_7116.p1
OG0003314	XM_001585167.1.p1	lcl|CAGA01000029.1_cds_CCE31279.1_4135.p1
OG0003315	XM_001594584.1.p1	lcl|CAGA01000027.1_cds_CCE31018.1_4310.p1
OG0003316	XM_001593322.1.p1	lcl|CAGA01000010.1_cds_CCE28801.1_6640.p1
OG0003317	XM_001586229.1.p1	lcl|CAGA01000093.1_cds_CCE34525.1_831.p1
OG0003318	XM_001594826.1.p1	lcl|CAGA01000030.1_cds_CCE31321.1_3960.p1
OG0003319	XM_001590508.1.p1	lcl|CAGA01000067.1_cds_CCE33808.1_1525.p1
OG0003320	XM_001596495.1.p1	lcl|CAGA01000083.1_cds_CCE34300.1_1064.p1
OG0003321	XM_001589643.1.p1	lcl|CAGA01000020.1_cds_CCE30260.1_5192.p1
OG0003322	XM_001592939.1.p1	lcl|CAGA01000105.1_cds_CCE34706.1_652.p1
OG0003323	XM_001593933.1.p1	lcl|CAGA01000025.1_cds_CCE30852.1_4593.p1
OG0003324	XM_001588704.1.p1	lcl|CAGA01000028.1_cds_CCE31158.1_4230.p1
OG0003326	XM_001587707.1.p1	lcl|CAGA01000022.1_cds_CCE30496.1_4932.p1
OG0003327	XM_001593157.1.p1	lcl|CAGA01000035.1_cds_CCE31893.1_3516.p1
OG0003329	XM_001598553.1.p1	lcl|CAGA01000005.1_cds_CCE27601.1_7625.p1
OG0003329	XM_001594202.1.p1	lcl|CAGA01000016.1_cds_CCE29647.1_5617.p1
OG0003330	XM_001584812.1.p1	lcl|CAGA01000083.1_cds_CCE34287.1_1051.p1
OG0003331	XM_001596990.1.p1	lcl|CAGA01000190.1_cds_CCE35309.1_145.p1
OG0003332	XM_001595057.1.p1	lcl|CAGA01000004.1_cds_CCE27533.1_8009.p1
OG0003333	XM_001594860.1.p1	lcl|CAGA01000038.1_cds_CCE32119.1_3178.p1
OG0003334	XM_001594978.1.p1	lcl|CAGA01000039.1_cds_CCE32273.1_3144.p1
OG0003335	XM_001598921.1.p1	lcl|CAGA01000037.1_cds_CCE32107.1_3361.p1
OG0003336	XM_001596912.1.p1	lcl|CAGA01000074.1_cds_CCE34065.1_1309.p1
OG0003337	XM_001592327.1.p1	lcl|CAGA01000056.1_cds_CCE33375.1_2041.p1
OG0003338	XM_001592307.1.p1	lcl|CAGA01000108.1_cds_CCE34736.1_619.p1
OG0003339	XM_001588779.1.p1	lcl|CAGA01000003.1_cds_CCE27214.1_8199.p1
OG0003340	XM_001598795.1.p1	lcl|CAGA01000037.1_cds_CCE32109.1_3363.p1
OG0003341	XM_001592462.1.p1	lcl|CAGA01000087.1_cds_CCE34406.1_973.p1
OG0003342	XM_001591065.1.p1	lcl|CAGA01000001.1_cds_CCE26561.1_8626.p1
OG0003343	XM_001594660.1.p1	lcl|CAGA01000027.1_cds_CCE31039.1_4331.p1
OG0003344	XM_001594948.1.p1	lcl|CAGA01000190.1_cds_CCE35367.1_203.p1
OG0003346	XM_001598214.1.p1	lcl|CAGA01000021.1_cds_CCE30351.1_5038.p1
OG0003347	XM_001596020.1.p1	lcl|CAGA01000003.1_cds_CCE27318.1_8305.p1
OG0003349	XM_001598046.1.p1	lcl|CAGA01000085.1_cds_CCE34346.1_1019.p1
OG0003350	XM_001591577.1.p1	lcl|CAGA01000026.1_cds_CCE30963.1_4480.p1
OG0003351	XM_001597094.1.p1	lcl|CAGA01000007.1_cds_CCE28125.1_7247.p1
OG0003352	XM_001588979.1.p1	lcl|CAGA01000027.1_cds_CCE30997.1_4289.p1
OG0003353	XM_001589786.1.p1	lcl|CAGA01000189.1_cds_CCE35058.1_255.p1
OG0003354	XM_001588134.1.p1	lcl|CAGA01000028.1_cds_CCE31169.1_4241.p1
OG0003355	XM_001598389.1.p1	lcl|CAGA01000004.1_cds_CCE27526.1_8002.p1
OG0003356	XM_001590143.1.p1	lcl|CAGA01000064.1_cds_CCE33700.1_1656.p1
OG0003358	XM_001594599.1.p1	lcl|CAGA01000190.1_cds_CCE35343.1_179.p1
OG0003359	XM_001593636.1.p1	lcl|CAGA01000055.1_cds_CCE33323.1_2096.p1
OG0003360	XM_001585701.1.p1	lcl|CAGA01000027.1_cds_CCE31101.1_4393.p1
OG0003361	XM_001588263.1.p1, XM_001591372.1.p1	lcl|CAGA01000050.1_cds_CCE33031.1_2345.p1
OG0003362	XM_001588054.1.p1	lcl|CAGA01000011.1_cds_CCE28906.1_6348.p1
OG0003363	XM_001594176.1.p1	lcl|CAGA01000017.1_cds_CCE29802.1_5502.p1
OG0003364	XM_001592492.1.p1	lcl|CAGA01000190.1_cds_CCE35289.1_125.p1
OG0003365	XM_001585480.1.p1	lcl|CAGA01000002.1_cds_CCE26931.1_8459.p1
OG0003366	XM_001594145.1.p1	lcl|CAGA01000045.1_cds_CCE32705.1_2660.p1
OG0003367	XM_001588998.1.p1	lcl|CAGA01000026.1_cds_CCE30915.1_4432.p1
OG0003368	XM_001593512.1.p1	lcl|CAGA01000071.1_cds_CCE33971.1_1407.p1
OG0003369	XM_001588660.1.p1	lcl|CAGA01000014.1_cds_CCE29483.1_5979.p1
OG0003370	XM_001586318.1.p1	lcl|CAGA01000035.1_cds_CCE31888.1_3510.p1
OG0003371	XM_001586608.1.p1	lcl|CAGA01000006.1_cds_CCE27965.1_7550.p1
OG0003372	XM_001591750.1.p1	lcl|CAGA01000006.1_cds_CCE27985.1_7570.p1, lcl|CAGA01000006.1_cds_CCE27986.1_7571.p1
OG0003373	XM_001584600.1.p1	lcl|CAGA01000189.1_cds_CCE35055.1_252.p1
OG0003374	XM_001597197.1.p1	lcl|CAGA01000001.1_cds_CCE26551.1_8616.p1
OG0003375	XM_001586263.1.p1	lcl|CAGA01000006.1_cds_CCE28008.1_7593.p1
OG0003376	XM_001597884.1.p1	lcl|CAGA01000081.1_cds_CCE34238.1_1116.p1
OG0003377	XM_001591473.1.p1	lcl|CAGA01000027.1_cds_CCE31070.1_4362.p1
OG0003378	XM_001588267.1.p1	lcl|CAGA01000041.1_cds_CCE32436.1_2993.p1
OG0003379	XM_001595836.1.p1	lcl|CAGA01000002.1_cds_CCE26937.1_8465.p1
OG0003380	XM_001592923.1.p1	lcl|CAGA01000189.1_cds_CCE35210.1_409.p1
OG0003381	XM_001588707.1.p1	lcl|CAGA01000028.1_cds_CCE31159.1_4231.p1
OG0003382	XM_001592954.1.p1	lcl|CAGA01000189.1_cds_CCE35153.1_351.p1
OG0003383	XM_001588128.1.p1	lcl|CAGA01000037.1_cds_CCE32078.1_3332.p1
OG0003384	XM_001595158.1.p1	lcl|CAGA01000024.1_cds_CCE30751.1_4713.p1
OG0003385	XM_001588278.1.p1	lcl|CAGA01000035.1_cds_CCE31896.1_3519.p1
OG0003387	XM_001586862.1.p1	lcl|CAGA01000022.1_cds_CCE30500.1_4936.p1
OG0003388	XM_001590673.1.p1	lcl|CAGA01000010.1_cds_CCE28696.1_6534.p1
OG0003389	XM_001585114.1.p1	lcl|CAGA01000001.1_cds_CCE26728.1_8793.p1
OG0003390	XM_001585517.1.p1	lcl|CAGA01000007.1_cds_CCE28185.1_7307.p1
OG0003391	XM_001590649.1.p1	lcl|CAGA01000014.1_cds_CCE29420.1_5916.p1
OG0003392	XM_001598687.1.p1	lcl|CAGA01000004.1_cds_CCE27501.1_7977.p1
OG0003393	XM_001590846.1.p1	lcl|CAGA01000010.1_cds_CCE28704.1_6542.p1
OG0003394	XM_001596939.1.p1	lcl|CAGA01000008.1_cds_CCE28359.1_7034.p1
OG0003395	XM_001596113.1.p1	lcl|CAGA01000002.1_cds_CCE26858.1_8386.p1
OG0003396	XM_001589794.1.p1	lcl|CAGA01000075.1_cds_CCE34106.1_1283.p1
OG0003397	XM_001593343.1.p1	lcl|CAGA01000001.1_cds_CCE26665.1_8730.p1
OG0003398	XM_001586421.1.p1	lcl|CAGA01000006.1_cds_CCE27971.1_7556.p1
OG0003399	XM_001589918.1.p1	lcl|CAGA01000005.1_cds_CCE27774.1_7798.p1
OG0003400	XM_001593178.1.p1	lcl|CAGA01000077.1_cds_CCE34155.1_1228.p1
OG0003401	XM_001590815.1.p1	lcl|CAGA01000007.1_cds_CCE28097.1_7219.p1
OG0003402	XM_001586464.1.p1	lcl|CAGA01000064.1_cds_CCE33709.1_1665.p1
OG0003403	XM_001597269.1.p1	lcl|CAGA01000012.1_cds_CCE29126.1_6205.p1
OG0003404	XM_001596802.1.p1	lcl|CAGA01000005.1_cds_CCE27666.1_7690.p1
OG0003405	XM_001587610.1.p1	lcl|CAGA01000016.1_cds_CCE29727.1_5697.p1
OG0003406	XM_001587717.1.p1	lcl|CAGA01000017.1_cds_CCE29913.1_5614.p1
OG0003407	XM_001598175.1.p1	lcl|CAGA01000085.1_cds_CCE34354.1_1027.p1
OG0003408	XM_001587963.1.p1	lcl|CAGA01000018.1_cds_CCE30013.1_5443.p1
OG0003410	XM_001595881.1.p1	lcl|CAGA01000003.1_cds_CCE27203.1_8188.p1
OG0003411	XM_001585283.1.p1	lcl|CAGA01000033.1_cds_CCE31687.1_3703.p1
OG0003412	XM_001590120.1.p1	lcl|CAGA01000006.1_cds_CCE27818.1_7403.p1
OG0003413	XM_001588822.1.p1	lcl|CAGA01000071.1_cds_CCE33958.1_1394.p1
OG0003415	XM_001591820.1.p1	lcl|CAGA01000042.1_cds_CCE32524.1_2924.p1
OG0003416	XM_001587863.1.p1	lcl|CAGA01000035.1_cds_CCE31878.1_3500.p1
OG0003417	XM_001596400.1.p1	lcl|CAGA01000060.1_cds_CCE33526.1_1832.p1
OG0003418	XM_001589540.1.p1	lcl|CAGA01000025.1_cds_CCE30856.1_4597.p1
OG0003421	XM_001585025.1.p1, XM_001591799.1.p1	lcl|CAGA01000003.1_cds_CCE27194.1_8179.p1, lcl|CAGA01000008.1_cds_CCE28335.1_7010.p1
OG0003421	XM_001596310.1.p1	lcl|CAGA01000060.1_cds_CCE33527.1_1833.p1
OG0003442	XM_001594839.1.p1	lcl|CAGA01000010.1_cds_CCE28819.1_6658.p1
OG0003444	XM_001594046.1.p1	lcl|CAGA01000028.1_cds_CCE31183.1_4255.p1
OG0003445	XM_001594187.1.p1	lcl|CAGA01000040.1_cds_CCE32355.1_3063.p1
OG0003446	XM_001596029.1.p1	lcl|CAGA01000016.1_cds_CCE29666.1_5636.p1
OG0003447	XM_001584893.1.p1	lcl|CAGA01000011.1_cds_CCE29062.1_6505.p1
OG0003449	XM_001595157.1.p1	lcl|CAGA01000066.1_cds_CCE33773.1_1567.p1
OG0003450	XM_001593234.1.p1	lcl|CAGA01000029.1_cds_CCE31226.1_4082.p1
OG0003452	XM_001594134.1.p1, XM_001594135.1.p1	lcl|CAGA01000055.1_cds_CCE33322.1_2095.p1
OG0003453	XM_001594150.1.p1	lcl|CAGA01000045.1_cds_CCE32703.1_2658.p1
OG0003454	XM_001586039.1.p1	lcl|CAGA01000045.1_cds_CCE32734.1_2689.p1
OG0003455	XM_001594673.1.p1	lcl|CAGA01000154.1_cds_CCE34904.1_456.p1
OG0003456	XM_001589970.1.p1	lcl|CAGA01000006.1_cds_CCE27970.1_7555.p1
OG0003458	XM_001586189.1.p1	lcl|CAGA01000104.1_cds_CCE34694.1_662.p1
OG0003460	XM_001588946.1.p1	lcl|CAGA01000027.1_cds_CCE31061.1_4353.p1
OG0003461	XM_001594812.1.p1	lcl|CAGA01000006.1_cds_CCE27890.1_7475.p1
OG0003462	XM_001586624.1.p1	lcl|CAGA01000030.1_cds_CCE31410.1_4051.p1
OG0003463	XM_001593620.1.p1	lcl|CAGA01000003.1_cds_CCE27230.1_8215.p1
OG0003465	XM_001593806.1.p1	lcl|CAGA01000060.1_cds_CCE33521.1_1827.p1
OG0003466	XM_001590936.1.p1	lcl|CAGA01000020.1_cds_CCE30241.1_5173.p1
OG0003467	XM_001586757.1.p1	lcl|CAGA01000049.1_cds_CCE32942.1_2381.p1
OG0003468	XM_001591242.1.p1	lcl|CAGA01000004.1_cds_CCE27561.1_8037.p1
OG0003469	XM_001586933.1.p1	lcl|CAGA01000022.1_cds_CCE30481.1_4917.p1
OG0003470	XM_001585081.1.p1	lcl|CAGA01000031.1_cds_CCE31435.1_3858.p1
OG0003471	XM_001590483.1.p1	lcl|CAGA01000061.1_cds_CCE33584.1_1801.p1
OG0003472	XM_001597970.1.p1	lcl|CAGA01000004.1_cds_CCE27545.1_8021.p1
OG0003473	XM_001584604.1.p1	lcl|CAGA01000021.1_cds_CCE30393.1_5080.p1
OG0003474	XM_001597871.1.p1	lcl|CAGA01000004.1_cds_CCE27555.1_8031.p1
OG0003475	XM_001597322.1.p1	lcl|CAGA01000190.1_cds_CCE35302.1_138.p1
OG0003476	XM_001587748.1.p1	lcl|CAGA01000022.1_cds_CCE30484.1_4920.p1
OG0003477	XM_001591518.1.p1	lcl|CAGA01000072.1_cds_CCE33983.1_1358.p1
OG0003478	XM_001593754.1.p1	lcl|CAGA01000014.1_cds_CCE29500.1_5996.p1
OG0003479	XM_001591839.1.p1	lcl|CAGA01000033.1_cds_CCE31680.1_3696.p1
OG0003480	XM_001598382.1.p1	lcl|CAGA01000042.1_cds_CCE32481.1_2881.p1
OG0003481	XM_001587517.1.p1	lcl|CAGA01000009.1_cds_CCE28524.1_6778.p1
OG0003482	XM_001588746.1.p1	lcl|CAGA01000071.1_cds_CCE33965.1_1401.p1
OG0003483	XM_001597488.1.p1	lcl|CAGA01000047.1_cds_CCE32850.1_2522.p1
OG0003484	XM_001597281.1.p1	lcl|CAGA01000012.1_cds_CCE29102.1_6181.p1
OG0003487	XM_001586278.1.p1	lcl|CAGA01000019.1_cds_CCE30168.1_5342.p1
OG0003488	XM_001595109.1.p1	lcl|CAGA01000065.1_cds_CCE33738.1_1608.p1
OG0003489	XM_001592466.1.p1	lcl|CAGA01000051.1_cds_CCE33076.1_2268.p1
OG0003490	XM_001589812.1.p1	lcl|CAGA01000004.1_cds_CCE27373.1_7849.p1
OG0003491	XM_001592398.1.p1	lcl|CAGA01000074.1_cds_CCE34062.1_1306.p1
OG0003492	XM_001597449.1.p1	lcl|CAGA01000056.1_cds_CCE33327.1_1993.p1
OG0003496	XM_001595557.1.p1	lcl|CAGA01000016.1_cds_CCE29720.1_5690.p1
OG0003497	XM_001597721.1.p1	lcl|CAGA01000010.1_cds_CCE28794.1_6633.p1
OG0003498	XM_001595387.1.p1	lcl|CAGA01000054.1_cds_CCE33231.1_2105.p1
OG0003499	XM_001595916.1.p1	lcl|CAGA01000002.1_cds_CCE26839.1_8367.p1
OG0003500	XM_001590274.1.p1	lcl|CAGA01000120.1_cds_CCE34807.1_549.p1
OG0003501	XM_001590212.1.p1	lcl|CAGA01000090.1_cds_CCE34473.1_909.p1
OG0003502	XM_001598123.1.p1	lcl|CAGA01000033.1_cds_CCE31709.1_3725.p1
OG0003503	XM_001598077.1.p1	lcl|CAGA01000047.1_cds_CCE32820.1_2492.p1
OG0003504	XM_001596665.1.p1	lcl|CAGA01000010.1_cds_CCE28740.1_6578.p1
OG0003505	XM_001591548.1.p1	lcl|CAGA01000035.1_cds_CCE31929.1_3552.p1
OG0003506	XM_001585769.1.p1	lcl|CAGA01000031.1_cds_CCE31464.1_3887.p1
OG0003507	XM_001593346.1.p1	lcl|CAGA01000012.1_cds_CCE29197.1_6277.p1
OG0003509	XM_001587611.1.p1	lcl|CAGA01000016.1_cds_CCE29658.1_5628.p1
OG0003510	XM_001590391.1.p1	lcl|CAGA01000002.1_cds_CCE26913.1_8441.p1
OG0003511	XM_001585539.1.p1	lcl|CAGA01000092.1_cds_CCE34502.1_854.p1
OG0003513	XM_001591903.1.p1	lcl|CAGA01000058.1_cds_CCE33431.1_1904.p1
OG0003514	XM_001596019.1.p1	lcl|CAGA01000003.1_cds_CCE27317.1_8304.p1
OG0003515	XM_001588058.1.p1	lcl|CAGA01000071.1_cds_CCE33952.1_1388.p1
OG0003516	XM_001586821.1.p1	lcl|CAGA01000049.1_cds_CCE32952.1_2391.p1
OG0003517	XM_001584615.1.p1, XM_001595458.1.p1, XM_001597603.1.p1	lcl|CAGA01000021.1_cds_CCE30369.1_5056.p1
OG0003519	XM_001594594.1.p1	lcl|CAGA01000107.1_cds_CCE34724.1_630.p1
OG0003522	XM_001590343.1.p1	lcl|CAGA01000046.1_cds_CCE32771.1_2582.p1
OG0003523	XM_001592894.1.p1	lcl|CAGA01000189.1_cds_CCE35134.1_332.p1
OG0003524	XM_001591078.1.p1	lcl|CAGA01000006.1_cds_CCE27916.1_7501.p1
OG0003526	XM_001588333.1.p1	lcl|CAGA01000002.1_cds_CCE26854.1_8382.p1
OG0003527	XM_001596267.1.p1	lcl|CAGA01000096.1_cds_CCE34585.1_786.p1, lcl|CAGA01000028.1_cds_CCE31191.1_4263.p1
OG0003528	XM_001589927.1.p1	lcl|CAGA01000009.1_cds_CCE28665.1_6920.p1
OG0003529	XM_001590205.1.p1	lcl|CAGA01000005.1_cds_CCE27786.1_7810.p1
OG0003530	XM_001587934.1.p1	lcl|CAGA01000009.1_cds_CCE28500.1_6754.p1
OG0003531	XM_001591496.1.p1	lcl|CAGA01000039.1_cds_CCE32288.1_3159.p1
OG0003532	XM_001592001.1.p1	lcl|CAGA01000006.1_cds_CCE27862.1_7447.p1
OG0003533	XM_001585977.1.p1	lcl|CAGA01000081.1_cds_CCE34256.1_1134.p1
OG0003534	XM_001594357.1.p1	lcl|CAGA01000036.1_cds_CCE31957.1_3394.p1
OG0003535	XM_001594248.1.p1	lcl|CAGA01000018.1_cds_CCE29933.1_5363.p1
OG0003536	XM_001589994.1.p1	lcl|CAGA01000030.1_cds_CCE31423.1_4064.p1
OG0003537	XM_001588898.1.p1	lcl|CAGA01000002.1_cds_CCE26949.1_8477.p1
OG0003540	XM_001598800.1.p1	lcl|CAGA01000022.1_cds_CCE30426.1_4862.p1
OG0003541	XM_001594287.1.p1	lcl|CAGA01000027.1_cds_CCE31015.1_4307.p1
OG0003542	XM_001594552.1.p1	lcl|CAGA01000006.1_cds_CCE27902.1_7487.p1
