Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Neonectria_ditissima_cds_prot
OG0003083	XM_001585084.1.p1	lcl|LKCW01000214.1_cds_KPM36194.1_4928.p1
OG0003084	XM_001597399.1.p1	lcl|LKCW01000006.1_cds_KPM45546.1_10260.p1
OG0003085	XM_001586447.1.p1	lcl|LKCW01000029.1_cds_KPM43696.1_6765.p1
OG0003086	XM_001593449.1.p1	lcl|LKCW01000203.1_cds_KPM36456.1_4575.p1
OG0003087	XM_001591458.1.p1	lcl|LKCW01000032.1_cds_KPM43482.1_7434.p1
OG0003088	XM_001595084.1.p1	lcl|LKCW01000095.1_cds_KPM39887.1_12533.p1, lcl|LKCW01000486.1_cds_KPM33916.1_9355.p1
OG0003089	XM_001597507.1.p1	lcl|LKCW01000139.1_cds_KPM38250.1_2074.p1
OG0003090	XM_001598219.1.p1	lcl|LKCW01000167.1_cds_KPM37388.1_3153.p1
OG0003091	XM_001595628.1.p1	lcl|LKCW01000024.1_cds_KPM43998.1_5677.p1
OG0003092	XM_001592145.1.p1	lcl|LKCW01000176.1_cds_KPM37136.1_3495.p1
OG0003093	XM_001595110.1.p1	lcl|LKCW01000076.1_cds_KPM40772.1_11459.p1
OG0003094	XM_001598396.1.p1	lcl|LKCW01000188.1_cds_KPM36836.1_3876.p1
OG0003095	XM_001584965.1.p1	lcl|LKCW01000183.1_cds_KPM36953.1_3757.p1
OG0003096	XM_001584584.1.p1	lcl|LKCW01000304.1_cds_KPM34749.1_7205.p1
OG0003097	XM_001596861.1.p1	lcl|LKCW01000053.1_cds_KPM42176.1_9794.p1
OG0003098	XM_001591064.1.p1	lcl|LKCW01000003.1_cds_KPM45999.1_7037.p1
OG0003099	XM_001584720.1.p1	lcl|LKCW01000007.1_cds_KPM45488.1_10963.p1
OG0003100	XM_001591398.1.p1	lcl|LKCW01000007.1_cds_KPM45426.1_11018.p1
OG0003101	XM_001587162.1.p1	lcl|LKCW01000034.1_cds_KPM43365.1_7708.p1
OG0003102	XM_001594211.1.p1	lcl|LKCW01000120.1_cds_KPM38910.1_1310.p1
OG0003103	XM_001593013.1.p1	lcl|LKCW01000003.1_cds_KPM46007.1_7055.p1
OG0003105	XM_001594297.1.p1	lcl|LKCW01000157.1_cds_KPM37697.1_2787.p1
OG0003106	XM_001589783.1.p1	lcl|LKCW01000041.1_cds_KPM42876.1_8770.p1
OG0003107	XM_001592963.1.p1	lcl|LKCW01000325.1_cds_KPM34557.1_7519.p1
OG0003108	XM_001590679.1.p1	lcl|LKCW01000091.1_cds_KPM40062.1_12339.p1
OG0003109	XM_001595512.1.p1	lcl|LKCW01000008.1_cds_KPM45365.1_11654.p1
OG0003110	XM_001590598.1.p1	lcl|LKCW01000086.1_cds_KPM40317.1_12044.p1
OG0003111	XM_001590591.1.p1	lcl|LKCW01000086.1_cds_KPM40313.1_12052.p1
OG0003112	XM_001590553.1.p1	lcl|LKCW01000003.1_cds_KPM46129.1_6985.p1
OG0003114	XM_001593285.1.p1	lcl|LKCW01000175.1_cds_KPM37153.1_3482.p1
OG0003116	XM_001592011.1.p1	lcl|LKCW01000228.1_cds_KPM35865.1_5347.p1
OG0003117	XM_001590014.1.p1	lcl|LKCW01000062.1_cds_KPM41587.1_10519.p1
OG0003118	XM_001590931.1.p1	lcl|LKCW01000245.1_cds_KPM35565.1_5815.p1
OG0003119	XM_001597626.1.p1	lcl|LKCW01000406.1_cds_KPM34080.1_8730.p1
OG0003120	XM_001593852.1.p1	lcl|LKCW01000013.1_cds_KPM44936.1_1637.p1
OG0003121	XM_001585563.1.p1	lcl|LKCW01000073.1_cds_KPM40950.1_11306.p1
OG0003122	XM_001588060.1.p1	lcl|LKCW01000055.1_cds_KPM42035.1_9893.p1
OG0003123	XM_001590809.1.p1	lcl|LKCW01000020.1_cds_KPM44374.1_4446.p1
OG0003124	XM_001594372.1.p1	lcl|LKCW01000016.1_cds_KPM44691.1_2893.p1
OG0003125	XM_001595203.1.p1	lcl|LKCW01000095.1_cds_KPM39903.1_12519.p1
OG0003126	XM_001594982.1.p1	lcl|LKCW01000061.1_cds_KPM41666.1_10485.p1
OG0003127	XM_001591119.1.p1	lcl|LKCW01000005.1_cds_KPM45694.1_9549.p1
OG0003128	XM_001598252.1.p1	lcl|LKCW01000169.1_cds_KPM37335.1_3215.p1
OG0003129	XM_001587550.1.p1	lcl|LKCW01000156.1_cds_KPM37707.1_2758.p1
OG0003130	XM_001591279.1.p1	lcl|LKCW01000089.1_cds_KPM40188.1_12197.p1
OG0003131	XM_001588990.1.p1	lcl|LKCW01000233.1_cds_KPM35766.1_5539.p1
OG0003132	XM_001589736.1.p1	lcl|LKCW01000061.1_cds_KPM41643.1_10447.p1
OG0003133	XM_001587224.1.p1	lcl|LKCW01000012.1_cds_KPM45041.1_1241.p1
OG0003134	XM_001595329.1.p1	lcl|LKCW01000194.1_cds_KPM36680.1_4119.p1
OG0003135	XM_001597179.1.p1	lcl|LKCW01000145.1_cds_KPM38091.1_2351.p1
OG0003136	XM_001594282.1.p1	lcl|LKCW01000157.1_cds_KPM37687.1_2792.p1
OG0003137	XM_001593489.1.p1	lcl|LKCW01000038.1_cds_KPM43096.1_8237.p1
OG0003138	XM_001596180.1.p1	lcl|LKCW01000164.1_cds_KPM37484.1_3047.p1
OG0003140	XM_001591076.1.p1	lcl|LKCW01000145.1_cds_KPM38065.1_2347.p1
OG0003141	XM_001587258.1.p1	lcl|LKCW01000004.1_cds_KPM45926.1_8473.p1
OG0003142	XM_001587260.1.p1	lcl|LKCW01000129.1_cds_KPM38614.1_1607.p1
OG0003143	XM_001596471.1.p1	lcl|LKCW01000210.1_cds_KPM36264.1_4846.p1
OG0003144	XM_001588319.1.p1	lcl|LKCW01000195.1_cds_KPM36669.1_4132.p1
OG0003146	XM_001595345.1.p1	lcl|LKCW01000230.1_cds_KPM35825.1_5474.p1
OG0003149	XM_001597965.1.p1	lcl|LKCW01000306.1_cds_KPM34725.1_7234.p1
OG0003150	XM_001594558.1.p1	lcl|LKCW01000059.1_cds_KPM41769.1_10222.p1
OG0003151	XM_001585924.1.p1	lcl|LKCW01000098.1_cds_KPM39766.1_12636.p1
OG0003152	XM_001594909.1.p1	lcl|LKCW01000109.1_cds_KPM39370.1_693.p1
OG0003153	XM_001596855.1.p1	lcl|LKCW01000053.1_cds_KPM42130.1_9782.p1
OG0003153	XM_001592935.1.p1	lcl|LKCW01000034.1_cds_KPM43328.1_7721.p1
OG0003154	XM_001591460.1.p1	lcl|LKCW01000032.1_cds_KPM43488.1_7440.p1
OG0003155	XM_001597217.1.p1	lcl|LKCW01000136.1_cds_KPM38378.1_1955.p1
OG0003156	XM_001591688.1.p1	lcl|LKCW01000007.1_cds_KPM45527.1_11004.p1
OG0003157	XM_001584915.1.p1	lcl|LKCW01000092.1_cds_KPM40025.1_12411.p1
OG0003158	XM_001596121.1.p1	lcl|LKCW01000110.1_cds_KPM39341.1_831.p1
OG0003159	XM_001598215.1.p1	lcl|LKCW01000012.1_cds_KPM45015.1_1203.p1
OG0003160	XM_001596009.1.p1	lcl|LKCW01000046.1_cds_KPM42532.1_9180.p1
OG0003161	XM_001598525.1.p1	lcl|LKCW01000002.1_cds_KPM46275.1_4356.p1
OG0003162	XM_001596705.1.p1	lcl|LKCW01000249.1_cds_KPM35489.1_5901.p1
OG0003163	XM_001585128.1.p1	lcl|LKCW01000020.1_cds_KPM44328.1_4417.p1
OG0003165	XM_001592421.1.p1	lcl|LKCW01000014.1_cds_KPM44866.1_2097.p1
OG0003166	XM_001592428.1.p1	lcl|LKCW01000120.1_cds_KPM38950.1_1295.p1
OG0003167	XM_001586030.1.p1	lcl|LKCW01000353.1_cds_KPM34341.1_7938.p1
OG0003168	XM_001594113.1.p1	lcl|LKCW01000011.1_cds_KPM45100.1_776.p1
OG0003169	XM_001593747.1.p1	lcl|LKCW01000195.1_cds_KPM36659.1_4147.p1
OG0003170	XM_001588041.1.p1	lcl|LKCW01000038.1_cds_KPM43069.1_8224.p1
OG0003171	XM_001596895.1.p1	lcl|LKCW01000141.1_cds_KPM38194.1_2212.p1
OG0003172	XM_001597307.1.p1	lcl|LKCW01000174.1_cds_KPM37189.1_3457.p1
OG0003173	XM_001594593.1.p1	lcl|LKCW01000059.1_cds_KPM41791.1_10180.p1
OG0003174	XM_001587964.1.p1	lcl|LKCW01000061.1_cds_KPM41669.1_10467.p1
OG0003176	XM_001596374.1.p1	lcl|LKCW01000017.1_cds_KPM44581.1_3260.p1
OG0003177	XM_001598258.1.p1, XM_001593627.1.p1	lcl|LKCW01000178.1_cds_KPM37077.1_3563.p1
OG0003178	XM_001593599.1.p1, XM_001598365.1.p1	lcl|LKCW01000269.1_cds_KPM35169.1_6360.p1
OG0003179	XM_001598884.1.p1	lcl|LKCW01000223.1_cds_KPM35985.1_5220.p1
OG0003180	XM_001585425.1.p1	lcl|LKCW01000311.1_cds_KPM34682.1_7325.p1
OG0003181	XM_001587893.1.p1	lcl|LKCW01000041.1_cds_KPM42877.1_8785.p1
OG0003182	XM_001585321.1.p1	lcl|LKCW01000032.1_cds_KPM43502.1_7472.p1
OG0003183	XM_001585430.1.p1	lcl|LKCW01000328.1_cds_KPM34528.1_7542.p1
OG0003185	XM_001587727.1.p1	lcl|LKCW01000021.1_cds_KPM44303.1_4803.p1
OG0003186	XM_001586641.1.p1	lcl|LKCW01000438.1_cds_KPM33984.1_9002.p1
OG0003187	XM_001591792.1.p1	lcl|LKCW01000045.1_cds_KPM42642.1_9127.p1
OG0003189	XM_001591454.1.p1	lcl|LKCW01000032.1_cds_KPM43480.1_7436.p1
OG0003190	XM_001590532.1.p1	lcl|LKCW01000020.1_cds_KPM44371.1_4425.p1
OG0003191	XM_001593118.1.p1	lcl|LKCW01000257.1_cds_KPM35361.1_6110.p1
OG0003192	XM_001590578.1.p1	lcl|LKCW01000092.1_cds_KPM40028.1_12407.p1
OG0003193	XM_001597589.1.p1	lcl|LKCW01000006.1_cds_KPM45551.1_10253.p1
OG0003194	XM_001589109.1.p1	lcl|LKCW01000240.1_cds_KPM35661.1_5725.p1
OG0003195	XM_001590563.1.p1	lcl|LKCW01000138.1_cds_KPM38299.1_2043.p1
OG0003196	XM_001589671.1.p1	lcl|LKCW01000371.1_cds_KPM34244.1_8168.p1
OG0003197	XM_001592799.1.p1	lcl|LKCW01000302.1_cds_KPM34772.1_7189.p1
OG0003198	XM_001591928.1.p1	lcl|LKCW01000031.1_cds_KPM43539.1_7285.p1
OG0003200	XM_001589645.1.p1	lcl|LKCW01000212.1_cds_KPM36230.1_4892.p1
OG0003202	XM_001593700.1.p1	lcl|LKCW01000239.1_cds_KPM35670.1_5633.p1
OG0003203	XM_001589250.1.p1	lcl|LKCW01000243.1_cds_KPM35611.1_5776.p1
OG0003204	XM_001584949.1.p1	lcl|LKCW01000303.1_cds_KPM34757.1_7191.p1
OG0003205	XM_001589240.1.p1	lcl|LKCW01000214.1_cds_KPM36193.1_4922.p1
OG0003206	XM_001597928.1.p1	lcl|LKCW01000098.1_cds_KPM39790.1_12646.p1
OG0003207	XM_001588745.1.p1	lcl|LKCW01000279.1_cds_KPM35042.1_6591.p1
OG0003208	XM_001593404.1.p1	lcl|LKCW01000001.1_cds_KPM46313.1_135.p1
OG0003209	XM_001596670.1.p1	lcl|LKCW01000151.1_cds_KPM37851.1_2603.p1
OG0003211	XM_001596689.1.p1	lcl|LKCW01000073.1_cds_KPM40985.1_11291.p1
OG0003212	XM_001596615.1.p1	lcl|LKCW01000145.1_cds_KPM38060.1_2323.p1
OG0003213	XM_001592922.1.p1	lcl|LKCW01000080.1_cds_KPM40625.1_11759.p1
OG0003214	XM_001596003.1.p1	lcl|LKCW01000041.1_cds_KPM42869.1_8773.p1
OG0003215	XM_001587605.1.p1	lcl|LKCW01000046.1_cds_KPM42539.1_9173.p1
OG0003216	XM_001589164.1.p1	lcl|LKCW01000434.1_cds_KPM33995.1_8990.p1, lcl|LKCW01000053.1_cds_KPM42131.1_9781.p1
OG0003217	XM_001588614.1.p1	lcl|LKCW01000029.1_cds_KPM43687.1_6782.p1
OG0003218	XM_001595417.1.p1	lcl|LKCW01000205.1_cds_KPM36387.1_4641.p1
OG0003220	XM_001585644.1.p1	lcl|LKCW01000272.1_cds_KPM35139.1_6495.p1
OG0003221	XM_001591959.1.p1	lcl|LKCW01000003.1_cds_KPM46019.1_7071.p1
OG0003222	XM_001585672.1.p1	lcl|LKCW01000030.1_cds_KPM43577.1_7121.p1
OG0003223	XM_001588742.1.p1	lcl|LKCW01000038.1_cds_KPM43087.1_8240.p1
OG0003224	XM_001593069.1.p1	lcl|LKCW01000189.1_cds_KPM36812.1_3894.p1
OG0003225	XM_001597345.1.p1	lcl|LKCW01000107.1_cds_KPM39442.1_621.p1
OG0003226	XM_001595514.1.p1	lcl|LKCW01000072.1_cds_KPM41039.1_11203.p1
OG0003227	XM_001588216.1.p1	lcl|LKCW01000265.1_cds_KPM35236.1_6301.p1
OG0003228	XM_001587075.1.p1	lcl|LKCW01000004.1_cds_KPM45828.1_8558.p1
OG0003229	XM_001593231.1.p1	lcl|LKCW01000202.1_cds_KPM36467.1_4555.p1
OG0003230	XM_001597825.1.p1	lcl|LKCW01000287.1_cds_KPM34936.1_6726.p1
OG0003231	XM_001592387.1.p1	lcl|LKCW01000119.1_cds_KPM38966.1_1195.p1
OG0003232	XM_001594965.1.p1	lcl|LKCW01000105.1_cds_KPM39508.1_562.p1
OG0003233	XM_001592493.1.p1	lcl|LKCW01000007.1_cds_KPM45489.1_11051.p1
OG0003234	XM_001591120.1.p1	lcl|LKCW01000005.1_cds_KPM45791.1_9548.p1
OG0003235	XM_001585249.1.p1	lcl|LKCW01000086.1_cds_KPM40344.1_12053.p1
OG0003236	XM_001595449.1.p1	lcl|LKCW01000024.1_cds_KPM44007.1_5693.p1
OG0003237	XM_001587549.1.p1	lcl|LKCW01000092.1_cds_KPM40035.1_12372.p1
OG0003238	XM_001594142.1.p1	lcl|LKCW01000116.1_cds_KPM39093.1_1063.p1
OG0003239	XM_001587283.1.p1	lcl|LKCW01000124.1_cds_KPM38783.1_1456.p1
OG0003241	XM_001596850.1.p1	lcl|LKCW01000053.1_cds_KPM42183.1_9785.p1
OG0003242	XM_001595014.1.p1	lcl|LKCW01000281.1_cds_KPM35014.1_6629.p1
OG0003243	XM_001586272.1.p1	lcl|LKCW01000007.1_cds_KPM45434.1_11057.p1
OG0003244	XM_001596796.1.p1	lcl|LKCW01000123.1_cds_KPM38828.1_1380.p1
OG0003245	XM_001596010.1.p1	lcl|LKCW01000046.1_cds_KPM42533.1_9179.p1
OG0003246	XM_001591867.1.p1	lcl|LKCW01000032.1_cds_KPM43516.1_7449.p1
OG0003247	XM_001595725.1.p1	lcl|LKCW01000005.1_cds_KPM45720.1_9491.p1
OG0003248	XM_001588320.1.p1	lcl|LKCW01000195.1_cds_KPM36670.1_4133.p1
OG0003249	XM_001589272.1.p1	lcl|LKCW01000049.1_cds_KPM42421.1_9389.p1
OG0003250	XM_001595462.1.p1	lcl|LKCW01000350.1_cds_KPM34357.1_7918.p1
OG0003251	XM_001598737.1.p1	lcl|LKCW01000015.1_cds_KPM44759.1_2554.p1
OG0003252	XM_001597236.1.p1	lcl|LKCW01000076.1_cds_KPM40806.1_11448.p1
OG0003253	XM_001598173.1.p1	lcl|LKCW01000185.1_cds_KPM36895.1_3818.p1
OG0003254	XM_001598403.1.p1	lcl|LKCW01000188.1_cds_KPM36835.1_3875.p1
OG0003255	XM_001596492.1.p1	lcl|LKCW01000011.1_cds_KPM45083.1_734.p1
OG0003256	XM_001597857.1.p1	lcl|LKCW01000173.1_cds_KPM37193.1_3413.p1
OG0003258	XM_001585196.1.p1	lcl|LKCW01000159.1_cds_KPM37623.1_2850.p1
OG0003259	XM_001585414.1.p1	lcl|LKCW01000188.1_cds_KPM36837.1_3877.p1
OG0003260	XM_001595799.1.p1	lcl|LKCW01000033.1_cds_KPM43404.1_7602.p1
OG0003261	XM_001597749.1.p1	lcl|LKCW01000218.1_cds_KPM36095.1_5022.p1
OG0003262	XM_001588051.1.p1	lcl|LKCW01000013.1_cds_KPM44940.1_1634.p1, lcl|LKCW01000084.1_cds_KPM40414.1_11956.p1, lcl|LKCW01000295.1_cds_KPM34849.1_6873.p1
OG0003264	XM_001591954.1.p1	lcl|LKCW01000003.1_cds_KPM46018.1_7072.p1
OG0003265	XM_001589021.1.p1	lcl|LKCW01000171.1_cds_KPM37265.1_3347.p1
OG0003266	XM_001593047.1.p1	lcl|LKCW01000039.1_cds_KPM43001.1_8352.p1
OG0003267	XM_001598623.1.p1	lcl|LKCW01000098.1_cds_KPM39772.1_12644.p1, lcl|LKCW01000274.1_cds_KPM35101.1_6521.p1
OG0003268	XM_001589981.1.p1	lcl|LKCW01000029.1_cds_KPM43656.1_6769.p1
OG0003269	XM_001592764.1.p1	lcl|LKCW01000012.1_cds_KPM45018.1_1251.p1
OG0003270	XM_001593751.1.p1	lcl|LKCW01000055.1_cds_KPM42039.1_9899.p1
OG0003271	XM_001593886.1.p1	lcl|LKCW01000260.1_cds_KPM35320.1_6229.p1
OG0003272	XM_001589203.1.p1	lcl|LKCW01000010.1_cds_KPM45213.1_287.p1
OG0003274	XM_001587418.1.p1	lcl|LKCW01000056.1_cds_KPM41990.1_9956.p1
OG0003275	XM_001587583.1.p1	lcl|LKCW01000114.1_cds_KPM39185.1_984.p1
OG0003276	XM_001586734.1.p1	lcl|LKCW01000372.1_cds_KPM34233.1_8183.p1
OG0003277	XM_001592177.1.p1	lcl|LKCW01000026.1_cds_KPM43860.1_6168.p1
OG0003278	XM_001598098.1.p1	lcl|LKCW01000063.1_cds_KPM41552.1_10587.p1
OG0003279	XM_001585823.1.p1	lcl|LKCW01000277.1_cds_KPM35077.1_6561.p1
OG0003280	XM_001597461.1.p1	lcl|LKCW01000003.1_cds_KPM45991.1_7035.p1
OG0003281	XM_001589324.1.p1	lcl|LKCW01000094.1_cds_KPM39954.1_12482.p1
OG0003282	XM_001596197.1.p1	lcl|LKCW01000046.1_cds_KPM42587.1_9205.p1
OG0003283	XM_001587096.1.p1	lcl|LKCW01000085.1_cds_KPM40374.1_12002.p1
OG0003284	XM_001594209.1.p1	lcl|LKCW01000029.1_cds_KPM43689.1_6788.p1
OG0003285	XM_001597598.1.p1	lcl|LKCW01000026.1_cds_KPM43863.1_6165.p1
OG0003286	XM_001591177.1.p1	lcl|LKCW01000014.1_cds_KPM44831.1_2105.p1
OG0003288	XM_001586805.1.p1	lcl|LKCW01000021.1_cds_KPM44276.1_4805.p1
OG0003289	XM_001586637.1.p1	lcl|LKCW01000234.1_cds_KPM35747.1_5555.p1
OG0003290	XM_001586740.1.p1	lcl|LKCW01000074.1_cds_KPM40902.1_11349.p1
OG0003291	XM_001594716.1.p1	lcl|LKCW01000017.1_cds_KPM44649.1_3269.p1
OG0003292	XM_001596873.1.p1	lcl|LKCW01000179.1_cds_KPM37039.1_3591.p1
OG0003293	XM_001597391.1.p1	lcl|LKCW01000107.1_cds_KPM39447.1_628.p1
OG0003294	XM_001595617.1.p1	lcl|LKCW01000076.1_cds_KPM40791.1_11434.p1
OG0003295	XM_001590749.1.p1	lcl|LKCW01000003.1_cds_KPM46044.1_6990.p1
OG0003296	XM_001595341.1.p1	lcl|LKCW01000230.1_cds_KPM35834.1_5465.p1
OG0003297	XM_001587270.1.p1	lcl|LKCW01000189.1_cds_KPM36807.1_3906.p1
OG0003298	XM_001597311.1.p1	lcl|LKCW01000014.1_cds_KPM44803.1_2121.p1
OG0003299	XM_001594490.1.p1	lcl|LKCW01000080.1_cds_KPM40601.1_11746.p1
OG0003300	XM_001589049.1.p1	lcl|LKCW01000017.1_cds_KPM44619.1_3241.p1
OG0003302	XM_001595139.1.p1	lcl|LKCW01000194.1_cds_KPM36686.1_4105.p1
OG0003303	XM_001597402.1.p1	lcl|LKCW01000115.1_cds_KPM39134.1_1009.p1
OG0003304	XM_001598242.1.p1	lcl|LKCW01000317.1_cds_KPM34627.1_7381.p1
OG0003305	XM_001586439.1.p1	lcl|LKCW01000139.1_cds_KPM38244.1_2068.p1
OG0003307	XM_001595073.1.p1	lcl|LKCW01000358.1_cds_KPM34318.1_7963.p1
OG0003308	XM_001597432.1.p1	lcl|LKCW01000229.1_cds_KPM35855.1_5358.p1
OG0003309	XM_001590067.1.p1	lcl|LKCW01000075.1_cds_KPM40845.1_11415.p1
OG0003311	XM_001588978.1.p1	lcl|LKCW01000233.1_cds_KPM35771.1_5523.p1
OG0003312	XM_001596498.1.p1	lcl|LKCW01000130.1_cds_KPM38593.1_1735.p1
OG0003313	XM_001592434.1.p1	lcl|LKCW01000179.1_cds_KPM37040.1_3590.p1
OG0003314	XM_001585167.1.p1	lcl|LKCW01000008.1_cds_KPM45381.1_11621.p1
OG0003315	XM_001594584.1.p1	lcl|LKCW01000157.1_cds_KPM37688.1_2791.p1
OG0003316	XM_001593322.1.p1	lcl|LKCW01000004.1_cds_KPM45958.1_8551.p1
OG0003317	XM_001586229.1.p1	lcl|LKCW01000062.1_cds_KPM41601.1_10523.p1
OG0003318	XM_001594826.1.p1	lcl|LKCW01000344.1_cds_KPM34405.1_7794.p1
OG0003319	XM_001590508.1.p1	lcl|LKCW01000091.1_cds_KPM40101.1_12352.p1
OG0003320	XM_001596495.1.p1	lcl|LKCW01000113.1_cds_KPM39208.1_959.p1
OG0003321	XM_001589643.1.p1	lcl|LKCW01000212.1_cds_KPM36235.1_4890.p1
OG0003322	XM_001592939.1.p1	lcl|LKCW01000034.1_cds_KPM43331.1_7718.p1
OG0003323	XM_001593933.1.p1	lcl|LKCW01000150.1_cds_KPM37881.1_2583.p1
OG0003324	XM_001588704.1.p1	lcl|LKCW01000273.1_cds_KPM35119.1_6519.p1
OG0003325	XM_001591449.1.p1	lcl|LKCW01000087.1_cds_KPM40258.1_12065.p1, lcl|LKCW01000019.1_cds_KPM44409.1_3954.p1
OG0003326	XM_001587707.1.p1	lcl|LKCW01000074.1_cds_KPM40903.1_11327.p1
OG0003327	XM_001593157.1.p1	lcl|LKCW01000040.1_cds_KPM42914.1_8648.p1, lcl|LKCW01000146.1_cds_KPM38043.1_2376.p1
OG0003328	XM_001586936.1.p1	lcl|LKCW01000131.1_cds_KPM38544.1_1798.p1
OG0003329	XM_001598553.1.p1	lcl|LKCW01000268.1_cds_KPM35191.1_6355.p1
OG0003330	XM_001584812.1.p1	lcl|LKCW01000011.1_cds_KPM45080.1_737.p1
OG0003331	XM_001596990.1.p1	lcl|LKCW01000007.1_cds_KPM45499.1_11029.p1
OG0003332	XM_001595057.1.p1	lcl|LKCW01000230.1_cds_KPM35828.1_5478.p1
OG0003333	XM_001594860.1.p1	lcl|LKCW01000039.1_cds_KPM43035.1_8396.p1
OG0003334	XM_001594978.1.p1	lcl|LKCW01000002.1_cds_KPM46286.1_4329.p1
OG0003335	XM_001598921.1.p1	lcl|LKCW01000088.1_cds_KPM40248.1_12127.p1
OG0003336	XM_001596912.1.p1	lcl|LKCW01000120.1_cds_KPM38929.1_1301.p1
OG0003337	XM_001592327.1.p1	lcl|LKCW01000016.1_cds_KPM44662.1_2909.p1
OG0003338	XM_001592307.1.p1	lcl|LKCW01000062.1_cds_KPM41590.1_10546.p1
OG0003339	XM_001588779.1.p1	lcl|LKCW01000005.1_cds_KPM45693.1_9463.p1
OG0003340	XM_001598795.1.p1	lcl|LKCW01000088.1_cds_KPM40250.1_12129.p1
OG0003341	XM_001592462.1.p1	lcl|LKCW01000345.1_cds_KPM34400.1_7809.p1
OG0003342	XM_001591065.1.p1	lcl|LKCW01000003.1_cds_KPM45990.1_7036.p1
OG0003343	XM_001594660.1.p1	lcl|LKCW01000016.1_cds_KPM44688.1_2896.p1
OG0003344	XM_001594948.1.p1	lcl|LKCW01000007.1_cds_KPM45531.1_10961.p1
OG0003345	XM_001587331.1.p1	lcl|LKCW01000269.1_cds_KPM35179.1_6370.p1
OG0003346	XM_001598214.1.p1	lcl|LKCW01000304.1_cds_KPM34752.1_7219.p1
OG0003347	XM_001596020.1.p1	lcl|LKCW01000041.1_cds_KPM42839.1_8745.p1
OG0003348	XM_001590681.1.p1	lcl|LKCW01000091.1_cds_KPM40082.1_12332.p1
OG0003349	XM_001598046.1.p1	lcl|LKCW01000185.1_cds_KPM36902.1_3814.p1
OG0003350	XM_001591577.1.p1	lcl|LKCW01000032.1_cds_KPM43467.1_7457.p1
OG0003351	XM_001597094.1.p1	lcl|LKCW01000020.1_cds_KPM44356.1_4464.p1
OG0003352	XM_001588979.1.p1	lcl|LKCW01000233.1_cds_KPM35780.1_5524.p1
OG0003353	XM_001589786.1.p1	lcl|LKCW01000217.1_cds_KPM36127.1_4991.p1
OG0003354	XM_001588134.1.p1	lcl|LKCW01000338.1_cds_KPM34440.1_7697.p1
OG0003355	XM_001598389.1.p1	lcl|LKCW01000230.1_cds_KPM35831.1_5471.p1
OG0003356	XM_001590143.1.p1	lcl|LKCW01000079.1_cds_KPM40666.1_11597.p1
OG0003358	XM_001594599.1.p1	lcl|LKCW01000007.1_cds_KPM45449.1_10992.p1
OG0003359	XM_001593636.1.p1	lcl|LKCW01000011.1_cds_KPM45071.1_791.p1
OG0003360	XM_001585701.1.p1	lcl|LKCW01000062.1_cds_KPM41606.1_10541.p1
OG0003361	XM_001588263.1.p1, XM_001591372.1.p1	lcl|LKCW01000287.1_cds_KPM34934.1_6714.p1
OG0003362	XM_001588054.1.p1	lcl|LKCW01000013.1_cds_KPM44880.1_1628.p1
OG0003363	XM_001594176.1.p1	lcl|LKCW01000129.1_cds_KPM38615.1_1622.p1
OG0003364	XM_001592492.1.p1	lcl|LKCW01000007.1_cds_KPM45503.1_11052.p1
OG0003365	XM_001585480.1.p1	lcl|LKCW01000115.1_cds_KPM39145.1_999.p1
OG0003366	XM_001594145.1.p1	lcl|LKCW01000187.1_cds_KPM36856.1_3865.p1
OG0003367	XM_001588998.1.p1	lcl|LKCW01000032.1_cds_KPM43496.1_7415.p1
OG0003368	XM_001593512.1.p1	lcl|LKCW01000373.1_cds_KPM34226.1_8187.p1
OG0003369	XM_001588660.1.p1	lcl|LKCW01000224.1_cds_KPM35967.1_5237.p1
OG0003370	XM_001586318.1.p1	lcl|LKCW01000088.1_cds_KPM40240.1_12144.p1
OG0003371	XM_001586608.1.p1	lcl|LKCW01000063.1_cds_KPM41536.1_10567.p1
OG0003372	XM_001591750.1.p1	lcl|LKCW01000063.1_cds_KPM41523.1_10601.p1
OG0003373	XM_001584600.1.p1	lcl|LKCW01000217.1_cds_KPM36124.1_4994.p1
OG0003374	XM_001597197.1.p1	lcl|LKCW01000003.1_cds_KPM46078.1_7042.p1
OG0003376	XM_001597884.1.p1	lcl|LKCW01000219.1_cds_KPM36088.1_5046.p1
OG0003377	XM_001591473.1.p1	lcl|LKCW01000170.1_cds_KPM37300.1_3331.p1
OG0003379	XM_001595836.1.p1	lcl|LKCW01000115.1_cds_KPM39150.1_994.p1
OG0003380	XM_001592923.1.p1	lcl|LKCW01000080.1_cds_KPM40626.1_11758.p1
OG0003381	XM_001588707.1.p1	lcl|LKCW01000074.1_cds_KPM40924.1_11354.p1
OG0003382	XM_001592954.1.p1	lcl|LKCW01000168.1_cds_KPM37377.1_3163.p1
OG0003383	XM_001588128.1.p1	lcl|LKCW01000135.1_cds_KPM38384.1_1944.p1
OG0003384	XM_001595158.1.p1	lcl|LKCW01000194.1_cds_KPM36692.1_4103.p1
OG0003385	XM_001588278.1.p1	lcl|LKCW01000203.1_cds_KPM36438.1_4582.p1
OG0003387	XM_001586862.1.p1	lcl|LKCW01000074.1_cds_KPM40907.1_11323.p1
