Orthogroup	Sclerotinia_sclerotiorum	Fusarium_graminearum
OG0004082	XM_001590704.1.p1	XM_011326548.1.p1
OG0004083	XM_001590701.1.p1	XM_011329566.1.p1
OG0004084	XM_001590601.1.p1	XM_011320104.1.p1
OG0004085	XM_001587285.1.p1	XM_011324723.1.p1
OG0004087	XM_001587310.1.p1	XM_011319680.1.p1, XM_011321824.1.p1
OG0004089	XM_001584590.1.p1	XM_011318824.1.p1
OG0004090	XM_001584596.1.p1	XM_011318233.1.p1
OG0004091	XM_001584606.1.p1	XM_011330180.1.p1
OG0004092	XM_001584605.1.p1	XM_011330179.1.p1
OG0004093	XM_001595463.1.p1	XM_011327761.1.p1
OG0004094	XM_001595447.1.p1	XM_011326194.1.p1
OG0004095	XM_001595440.1.p1	XM_011327156.1.p1, XM_011319267.1.p1
OG0004096	XM_001595431.1.p1	XM_011328558.1.p1
OG0004097	XM_001593356.1.p1	XM_011320818.1.p1, XM_011320817.1.p1
OG0004098	XM_001593357.1.p1	XM_011320819.1.p1
OG0004099	XM_001593411.1.p1, XM_001586406.1.p1	XM_011320865.1.p1
OG0004102	XM_001598756.1.p1	XM_011320584.1.p1
OG0004103	XM_001598721.1.p1	XM_011320052.1.p1
OG0004104	XM_001597135.1.p1	XM_011325168.1.p1
OG0004106	XM_001587413.1.p1	XM_011324734.1.p1
OG0004107	XM_001587460.1.p1	XM_011328595.1.p1
OG0004108	XM_001588663.1.p1	XM_011320667.1.p1
OG0004109	XM_001588661.1.p1	XM_011327797.1.p1, XM_011320618.1.p1
OG0004110	XM_001588654.1.p1	XM_011320661.1.p1
OG0004111	XM_001588645.1.p1	XM_011319334.1.p1, XM_011320664.1.p1
OG0004112	XM_001598844.1.p1	XM_011320484.1.p1
OG0004113	XM_001598837.1.p1	XM_011321056.1.p1
OG0004114	XM_001584803.1.p1, XM_001584802.1.p1	XM_011321606.1.p1
OG0004115	XM_001587510.1.p1, XM_001584833.1.p1	XM_011326946.1.p1
OG0004117	XM_001584872.1.p1	XM_011327950.1.p1
OG0004118	XM_001589963.1.p1	XM_011325653.1.p1
OG0004119	XM_001589947.1.p1	XM_011325401.1.p1
OG0004120	XM_001589939.1.p1	XM_011328581.1.p1
OG0004121	XM_001589917.1.p1	XM_011325436.1.p1
OG0004122	XM_001589920.1.p1	XM_011328783.1.p1
OG0004125	XM_001586471.1.p1	XM_011324053.1.p1
OG0004127	XM_001595290.1.p1	XM_011321444.1.p1
OG0004128	XM_001595324.1.p1	XM_011321439.1.p1
OG0004129	XM_001595333.1.p1	XM_011322215.1.p1
OG0004131	XM_001595339.1.p1	XM_011328747.1.p1
OG0004132	XM_001595345.1.p1	XM_011323220.1.p1
OG0004133	XM_001586189.1.p1	XM_011317336.1.p1, XM_011325970.1.p1
OG0004134	XM_001586278.1.p1	XM_011329890.1.p1
OG0004135	XM_001586269.1.p1	XM_011324039.1.p1, XM_011318624.1.p1
OG0004136	XM_001597163.1.p1	XM_011317733.1.p2
OG0004137	XM_001597167.1.p1	XM_011317887.1.p1
OG0004138	XM_001597189.1.p1	XM_011318602.1.p1
OG0004139	XM_001597192.1.p1	XM_011318003.1.p1
OG0004143	XM_001590779.1.p1	XM_011329806.1.p1
OG0004144	XM_001584879.1.p1	XM_011329746.1.p1
OG0004145	XM_001590846.1.p1	XM_011329654.1.p1
OG0004146	XM_001595054.1.p1	XM_011323205.1.p1
OG0004147	XM_001595020.1.p1	XM_011321502.1.p1, XM_011330013.1.p1
OG0004148	XM_001595011.1.p1	XM_011325597.1.p1
OG0004149	XM_001589355.1.p1	XM_011321481.1.p1
OG0004150	XM_001589351.1.p1	XM_011318761.1.p1
OG0004152	XM_001589307.1.p1	XM_011317913.1.p1
OG0004153	XM_001589273.1.p1	XM_011329829.1.p1
OG0004154	XM_001591884.1.p1	XM_011319564.1.p1
OG0004156	XM_001591905.1.p1	XM_011327904.1.p1
OG0004157	XM_001591920.1.p1	XM_011325678.1.p1
OG0004158	XM_001586659.1.p1	XM_011326704.1.p1
OG0004159	XM_001595597.1.p1	XM_011318926.1.p1
OG0004160	XM_001593859.1.p1	XM_011320974.1.p1
OG0004161	XM_001593866.1.p1	XM_011318955.1.p1, XM_011329162.1.p1
OG0004162	XM_001593867.1.p1	XM_011318954.1.p1
OG0004163	XM_001593876.1.p1	XM_011318953.1.p1
OG0004164	XM_001593899.1.p1	XM_011320680.1.p1
OG0004166	XM_001593909.1.p1	XM_011320797.1.p1
OG0004167	XM_001593967.1.p1	XM_011320971.1.p1
OG0004168	XM_001593620.1.p1	XM_011322901.1.p1
OG0004170	XM_001595064.1.p1	XM_011320365.1.p2
OG0004171	XM_001595074.1.p1	XM_011320380.1.p1
OG0004172	XM_001595084.1.p1	XM_011324369.1.p1, XM_011320115.1.p1
OG0004173	XM_001585494.1.p1	XM_011321830.1.p1
OG0004174	XM_001585498.1.p1	XM_011327650.1.p1, XM_011326542.1.p1
OG0004175	XM_001585518.1.p1	XM_011325569.1.p1
OG0004176	XM_001585514.1.p1	XM_011321660.1.p1
OG0004177	XM_001585683.1.p1	XM_011317441.1.p1
OG0004179	XM_001585736.1.p1	XM_011319497.1.p1
OG0004181	XM_001598456.1.p1	XM_011328300.1.p1
OG0004182	XM_001598453.1.p1	XM_011328309.1.p1
OG0004184	XM_001596802.1.p1	XM_011328623.1.p1
OG0004185	XM_001596831.1.p1	XM_011329827.1.p1
OG0004186	XM_001596120.1.p1	XM_011327260.1.p1
OG0004187	XM_001591158.1.p1	XM_011330308.1.p1
OG0004188	XM_001596054.1.p1	XM_011329280.1.p1
OG0004189	XM_001595893.1.p1	XM_011319278.1.p1
OG0004190	XM_001598073.1.p1	XM_011328941.1.p1
OG0004191	XM_001598059.1.p1	XM_011328951.1.p1
OG0004192	XM_001598058.1.p1	XM_011328939.1.p1
OG0004193	XM_001597996.1.p1	XM_011325369.1.p1, XM_011319854.1.p1
OG0004194	XM_001597986.1.p1, XM_001596044.1.p1	XM_011319205.1.p1
OG0004195	XM_001597978.1.p1	XM_011325341.1.p1
OG0004196	XM_001597967.1.p1	XM_011323209.1.p1
OG0004198	XM_001585846.1.p1	XM_011328699.1.p1
OG0004199	XM_001585825.1.p1	XM_011318390.1.p1
OG0004202	XM_001591760.1.p1	XM_011319408.1.p1, XM_011323885.1.p1
OG0004203	XM_001592018.1.p1	XM_011319266.1.p1, XM_011328378.1.p1
OG0004204	XM_001591748.1.p1	XM_011319671.1.p1
OG0004205	XM_001592001.1.p1	XM_011327923.1.p1
OG0004209	XM_001597269.1.p1	XM_011319753.1.p1, XM_011326280.1.p1
OG0004210	XM_001597281.1.p1	XM_011326264.1.p1
OG0004211	XM_001597293.1.p1	XM_011326245.1.p1
OG0004212	XM_001597300.1.p1	XM_011318867.1.p1
OG0004213	XM_001588025.1.p1	XM_011322948.1.p1
OG0004214	XM_001587999.1.p1	XM_011319985.1.p1, XM_011322532.1.p1
OG0004215	XM_001587957.1.p1, XM_001587958.1.p1	XM_011318037.1.p1
OG0004218	XM_001589727.1.p1	XM_011318173.1.p1
OG0004219	XM_001596239.1.p1	XM_011317290.1.p1, XM_011319801.1.p1
OG0004220	XM_001596229.1.p1	XM_011320373.1.p1
OG0004221	XM_001596223.1.p1	XM_011319218.1.p1
OG0004222	XM_001596217.1.p1	XM_011318969.1.p1
OG0004223	XM_001596216.1.p1	XM_011318970.1.p1
OG0004224	XM_001596193.1.p1	XM_011323570.1.p1
OG0004227	XM_001586168.1.p1	XM_011329699.1.p1
OG0004228	XM_001586170.1.p1	XM_011317852.1.p1, XM_011327452.1.p1
OG0004231	XM_001592487.1.p1	XM_011318595.1.p1
OG0004232	XM_001592513.1.p1	XM_011320441.1.p1
OG0004233	XM_001592531.1.p1	XM_011318607.1.p1
OG0004234	XM_001592187.1.p1	XM_011320429.1.p1
OG0004235	XM_001592281.1.p1	XM_011323274.1.p1
OG0004237	XM_001592559.1.p1	XM_011318812.1.p1
OG0004239	XM_001594351.1.p1	XM_011317954.1.p1
OG0004240	XM_001592324.1.p1	XM_011328499.1.p1
OG0004241	XM_001586604.1.p1	XM_011328652.1.p1
OG0004242	XM_001591844.1.p1	XM_011325750.1.p1
OG0004243	XM_001591809.1.p1	XM_011328010.1.p1
OG0004244	XM_001591816.1.p1	XM_011327981.1.p1
OG0004245	XM_001596394.1.p1, XM_001595921.1.p1	XM_011323007.1.p1
OG0004246	XM_001595927.1.p1	XM_011326787.1.p1
OG0004247	XM_001595718.1.p1	XM_011324001.1.p1, XM_011320752.1.p1
OG0004248	XM_001595716.1.p1	XM_011320754.1.p2
OG0004249	XM_001590324.1.p1	XM_011327363.1.p1
OG0004250	XM_001590342.1.p1	XM_011327889.1.p1, XM_011325015.1.p1
OG0004251	XM_001595758.1.p1	XM_011322974.1.p1
OG0004252	XM_001595764.1.p1	XM_011322981.1.p1
OG0004253	XM_001595786.1.p1	XM_011326630.1.p1
OG0004256	XM_001595617.1.p1	XM_011330518.1.p1, XM_011330519.1.p1
OG0004257	XM_001595610.1.p1	XM_011318948.1.p1
OG0004258	XM_001588116.1.p1	XM_011320639.1.p1
OG0004259	XM_001588122.1.p1	XM_011320828.1.p1
OG0004262	XM_001588199.1.p1	XM_011327276.1.p1
OG0004263	XM_001588205.1.p1	XM_011318404.1.p1
OG0004264	XM_001588265.1.p1	XM_011323009.1.p1
OG0004265	XM_001588293.1.p1	XM_011320508.1.p1
OG0004266	XM_001588364.1.p1	XM_011318194.1.p1
OG0004267	XM_001588393.1.p1	XM_011327234.1.p1
OG0004268	XM_001590433.1.p1	XM_011324978.1.p1
OG0004269	XM_001590428.1.p1	XM_011326912.1.p1
OG0004271	XM_001590406.1.p1	XM_011323104.1.p1
OG0004272	XM_001595549.1.p1	XM_011320084.1.p1
OG0004273	XM_001595536.1.p1	XM_011329666.1.p1
OG0004274	XM_001595534.1.p1	XM_011326910.1.p1, XM_011329841.1.p1
OG0004275	XM_001595518.1.p1	XM_011320051.1.p1
OG0004276	XM_001595510.1.p1	XM_011329744.1.p1
OG0004277	XM_001595494.1.p1	XM_011320076.1.p1
OG0004278	XM_001595493.1.p1	XM_011320075.1.p1
OG0004279	XM_001595481.1.p1	XM_011320073.1.p1
OG0004280	XM_001590553.1.p1	XM_011325911.1.p1
OG0004281	XM_001590556.1.p1	XM_011323141.1.p1
OG0004282	XM_001590675.1.p1	XM_011328641.1.p1, XM_011328642.1.p1
OG0004284	XM_001584893.1.p1	XM_011323139.1.p1
OG0004285	XM_001590991.1.p1	XM_011328839.1.p1
OG0004286	XM_001593645.1.p1	XM_011327570.1.p1, XM_011324674.1.p1
OG0004287	XM_001590949.1.p1	XM_011318946.1.p1
OG0004288	XM_001590906.1.p1	XM_011319487.1.p1
OG0004290	XM_001596939.1.p1	XM_011318858.1.p1
OG0004291	XM_001596968.1.p1	XM_011318862.1.p1
OG0004292	XM_001592453.1.p1	XM_011320451.1.p1
OG0004293	XM_001592452.1.p1	XM_011320452.1.p1
OG0004294	XM_001592441.1.p1	XM_011317984.1.p1
OG0004295	XM_001592431.1.p1	XM_011317738.1.p1
OG0004296	XM_001592436.1.p1	XM_011320445.1.p1
OG0004297	XM_001591178.1.p1, XM_001592418.1.p1	XM_011324263.1.p1
OG0004298	XM_001592400.1.p1	XM_011317892.1.p1
OG0004299	XM_001592396.1.p1	XM_011323606.1.p1, XM_011318469.1.p1
OG0004300	XM_001592388.1.p1	XM_011318443.1.p1
OG0004301	XM_001592385.1.p1	XM_011318492.1.p1
OG0004303	XM_001592343.1.p1	XM_011321987.1.p1
OG0004304	XM_001597721.1.p1	XM_011324503.1.p1, XM_011329592.1.p1
OG0004306	XM_001597823.1.p1	XM_011325410.1.p1
OG0004307	XM_001589240.1.p1	XM_011319482.1.p1
OG0004308	XM_001597380.1.p1	XM_011318921.1.p2
OG0004309	XM_001597372.1.p1	XM_011328390.1.p1
OG0004311	XM_001597024.1.p1	XM_011328798.1.p1
OG0004312	XM_001597622.1.p1	XM_011330517.1.p1
OG0004313	XM_001597590.1.p1	XM_011319120.1.p1
OG0004314	XM_001597588.1.p1	XM_011319142.1.p1
OG0004315	XM_001597587.1.p1	XM_011327446.1.p1, XM_011321446.1.p1
OG0004317	XM_001597568.1.p1	XM_011328530.1.p1
OG0004319	XM_001597541.1.p1	XM_011326276.1.p1, XM_011326277.1.p1
OG0004320	XM_001597507.1.p1	XM_011325394.1.p1
OG0004321	XM_001584720.1.p1	XM_011318520.1.p1
OG0004322	XM_001596706.1.p1	XM_011328448.1.p1
OG0004323	XM_001596657.1.p1	XM_011326926.1.p1, XM_011325316.1.p1
OG0004325	XM_001589553.1.p1	XM_011321859.1.p1
OG0004326	XM_001594242.1.p1	XM_011323737.1.p1
OG0004327	XM_001598387.1.p1	XM_011323221.1.p1
OG0004329	XM_001598627.1.p1	XM_011319220.1.p1
OG0004330	XM_001598657.1.p1	XM_011319106.1.p1
OG0004331	XM_001598677.1.p1	XM_011319074.1.p1
OG0004332	XM_001598681.1.p1	XM_011319992.1.p1, XM_011319077.1.p1
OG0004333	XM_001587267.1.p1	XM_011325787.1.p1
OG0004334	XM_001593297.1.p1	XM_011318344.1.p1
OG0004335	XM_001593318.1.p1	XM_011317626.1.p1, XM_011319280.1.p1
OG0004336	XM_001587095.1.p1	XM_011319009.1.p1
OG0004337	XM_001587099.1.p1	XM_011319013.1.p1
OG0004339	XM_001587154.1.p1	XM_011327252.1.p1
OG0004340	XM_001587176.1.p1	XM_011325074.1.p1
OG0004341	XM_001587178.1.p1	XM_011325072.1.p1
OG0004342	XM_001587186.1.p1	XM_011318059.1.p1
OG0004343	XM_001587189.1.p1	XM_011318290.1.p1
OG0004344	XM_001593262.1.p1	XM_011325085.1.p1, XM_011318303.1.p1
OG0004345	XM_001593201.1.p1	XM_011318150.1.p1
OG0004346	XM_001593189.1.p1	XM_011320555.1.p1
OG0004347	XM_001593160.1.p1	XM_011326898.1.p1
OG0004348	XM_001593102.1.p1	XM_011328762.1.p1
OG0004349	XM_001593063.1.p1	XM_011322594.1.p1, XM_011318122.1.p1
OG0004350	XM_001593056.1.p1	XM_011330326.1.p1
OG0004351	XM_001592764.1.p1	XM_011326299.1.p1
OG0004352	XM_001592884.1.p1	XM_011318321.1.p1
OG0004353	XM_001592887.1.p1	XM_011318319.1.p1
OG0004356	XM_001589406.1.p1	XM_011329981.1.p1
OG0004357	XM_001596353.1.p1	XM_011324840.1.p1, XM_011329042.1.p1
OG0004358	XM_001596333.1.p1	XM_011329847.1.p1
OG0004359	XM_001596317.1.p1	XM_011325918.1.p1
OG0004360	XM_001596288.1.p1	XM_011326771.1.p1
OG0004361	XM_001596258.1.p1	XM_011330063.1.p1
OG0004362	XM_001589704.1.p1	XM_011317275.1.p1, XM_011328986.1.p1
OG0004363	XM_001598579.1.p1	XM_011325323.1.p1
OG0004365	XM_001598320.1.p1	XM_011319144.1.p1, XM_011323590.1.p1
OG0004366	XM_001598308.1.p1	XM_011325365.1.p1, XM_011324595.1.p1
OG0004367	XM_001598296.1.p1	XM_011323582.1.p1
OG0004369	XM_001598280.1.p1	XM_011322365.1.p1
OG0004370	XM_001598237.1.p1	XM_011318245.1.p1
OG0004371	XM_001598215.1.p1	XM_011326786.1.p1
OG0004372	XM_001598207.1.p1	XM_011321976.1.p1
OG0004373	XM_001598191.1.p1	XM_011321655.1.p1
OG0004374	XM_001598169.1.p1	XM_011320856.1.p1
OG0004377	XM_001594879.1.p1	XM_011322386.1.p1
OG0004378	XM_001594844.1.p1	XM_011328984.1.p1
OG0004380	XM_001594864.1.p1	XM_011320341.1.p1
OG0004381	XM_001594865.1.p1	XM_011329032.1.p1
OG0004383	XM_001594821.1.p1	XM_011318631.1.p1
OG0004384	XM_001594793.1.p1	XM_011329887.1.p1
OG0004386	XM_001594772.1.p1	XM_011317768.1.p1
OG0004387	XM_001594762.1.p1	XM_011322124.1.p1
OG0004388	XM_001594885.1.p1	XM_011322222.1.p1
OG0004389	XM_001594894.1.p1	XM_011322183.1.p1
OG0004391	XM_001594362.1.p1	XM_011328190.1.p1
OG0004392	XM_001594303.1.p1	XM_011326013.1.p2
OG0004393	XM_001594305.1.p1	XM_011326005.1.p1
OG0004394	XM_001594308.1.p1	XM_011318524.1.p1
OG0004396	XM_001594239.1.p1	XM_011318993.1.p1
OG0004397	XM_001594202.1.p1	XM_011322077.1.p1
OG0004398	XM_001594209.1.p1	XM_011327893.1.p1
OG0004399	XM_001594212.1.p1	XM_011328525.1.p1
OG0004400	XM_001586067.1.p1	XM_011328523.1.p1
OG0004401	XM_001594669.1.p1	XM_011318744.1.p1
OG0004402	XM_001594658.1.p1	XM_011318482.1.p1
OG0004403	XM_001594594.1.p1	XM_011328452.1.p1
OG0004404	XM_001594586.1.p1, XM_001594585.1.p1	XM_011318562.1.p1
OG0004405	XM_001594568.1.p1	XM_011317779.1.p1
OG0004407	XM_001585924.1.p1	XM_011326748.1.p1
OG0004408	XM_001585918.1.p1	XM_011329553.1.p1
OG0004410	XM_001585882.1.p1	XM_011321766.1.p1
OG0004411	XM_001585877.1.p1	XM_011319015.1.p1
OG0004412	XM_001585977.1.p1	XM_011318889.1.p1
OG0004413	XM_001586008.1.p1	XM_011329696.1.p1
OG0004414	XM_001586027.1.p1	XM_011321536.1.p1
OG0004415	XM_001594133.1.p1	XM_011321802.1.p1
OG0004416	XM_001594142.1.p1	XM_011321519.1.p1
OG0004417	XM_001594150.1.p1	XM_011321510.1.p1
OG0004418	XM_001594158.1.p1	XM_011321457.1.p1
OG0004421	XM_001594959.1.p1	XM_011326056.1.p1
OG0004422	XM_001594945.1.p1, XM_001594944.1.p1	XM_011318839.1.p1
OG0004423	XM_001594943.1.p1	XM_011320313.1.p1
OG0004424	XM_001594932.1.p1	XM_011317906.1.p1
OG0004425	XM_001594927.1.p1	XM_011317866.1.p1, XM_011317865.1.p1
OG0004426	XM_001594917.1.p1	XM_011322090.1.p1
OG0004427	XM_001594431.1.p1	XM_011326050.1.p1
OG0004428	XM_001594437.1.p1	XM_011319185.1.p1, XM_011329223.1.p1
OG0004429	XM_001591282.1.p1, XM_001594443.1.p1	XM_011317978.1.p1
OG0004430	XM_001594473.1.p1	XM_011326507.1.p1
OG0004431	XM_001594495.1.p1	XM_011323338.1.p1
OG0004434	XM_001594541.1.p1	XM_011328199.1.p1
OG0004435	XM_001594557.1.p1	XM_011328491.1.p1
OG0004436	XM_001594558.1.p1	XM_011328490.1.p1
OG0004437	XM_001594587.1.p1	XM_011318684.1.p1
OG0004438	XM_001594621.1.p1	XM_011322072.1.p1
OG0004439	XM_001594647.1.p1	XM_011324243.1.p1
OG0004440	XM_001594218.1.p1	XM_011328524.1.p1
OG0004441	XM_001594296.1.p1	XM_011328212.1.p1
OG0004442	XM_001594889.1.p1	XM_011322153.1.p1
OG0004444	XM_001594769.1.p1	XM_011322109.1.p1
OG0004445	XM_001594790.1.p1	XM_011324689.1.p1
OG0004446	XM_001594796.1.p1	XM_011327596.1.p1, XM_011330189.1.p1
OG0004448	XM_001594812.1.p1	XM_011328240.1.p1
OG0004449	XM_001594825.1.p1	XM_011325864.1.p1
OG0004450	XM_001594847.1.p1	XM_011324490.1.p1, XM_011328983.1.p1
OG0004451	XM_001594872.1.p1	XM_011330428.1.p1, XM_011330363.1.p1
OG0004452	XM_001594726.1.p1	XM_011328517.1.p1
OG0004453	XM_001594732.1.p1	XM_011322191.1.p1
OG0004455	XM_001586192.1.p1	XM_011325891.1.p1
OG0004456	XM_001586300.1.p1	XM_011318718.1.p1
OG0004457	XM_001586272.1.p1	XM_011318627.1.p1
OG0004458	XM_001586230.1.p1	XM_011317801.1.p1
OG0004459	XM_001586222.1.p1	XM_011326015.1.p1
OG0004460	XM_001586208.1.p1	XM_011322078.1.p1
OG0004461	XM_001586163.1.p1	XM_011322463.1.p1, XM_011317914.1.p1
OG0004462	XM_001586117.1.p1	XM_011328516.1.p1
OG0004464	XM_001594680.1.p1	XM_011329025.1.p1
OG0004465	XM_001594682.1.p1	XM_011323859.1.p1, XM_011319715.1.p1
OG0004467	XM_001591684.1.p1	XM_011324386.1.p1
OG0004469	XM_001597284.1.p1	XM_011326259.1.p1
OG0004470	XM_001597305.1.p1	XM_011325386.1.p1
OG0004471	XM_001597520.1.p1	XM_011325406.1.p1
OG0004472	XM_001597525.1.p1	XM_011319225.1.p1
OG0004473	XM_001597523.1.p1	XM_011325404.1.p1
OG0004474	XM_001597544.1.p1	XM_011326425.1.p1
OG0004475	XM_001597569.1.p1	XM_011328527.1.p1
OG0004476	XM_001597604.1.p1	XM_011317798.1.p1
OG0004477	XM_001597605.1.p1	XM_011317897.1.p1
OG0004478	XM_001597354.1.p1	XM_011318035.1.p1
OG0004480	XM_001597394.1.p1	XM_011318930.1.p1
OG0004481	XM_001597476.1.p1	XM_011329565.1.p1, XM_011328878.1.p1
OG0004482	XM_001597473.1.p1	XM_011318734.1.p1
OG0004485	XM_001597171.1.p1	XM_011317884.1.p1
OG0004486	XM_001597155.1.p1	XM_011328814.1.p1
OG0004487	XM_001587893.1.p1	XM_011327460.1.p1, XM_011321329.1.p1, XM_011321990.1.p1
OG0004490	XM_001587790.1.p1	XM_011327284.1.p1
OG0004491	XM_001587754.1.p1	XM_011329493.1.p1, XM_011327637.1.p1
OG0004493	XM_001587702.1.p1	XM_011330270.1.p1
OG0004494	XM_001587696.1.p1	XM_011329547.1.p1
OG0004495	XM_001587683.1.p1	XM_011326729.1.p1
OG0004496	XM_001587677.1.p1	XM_011326721.1.p1
OG0004497	XM_001587671.1.p1	XM_011329519.1.p1
OG0004498	XM_001591342.1.p1	XM_011322824.1.p1, XM_011323389.1.p1
OG0004499	XM_001586945.1.p1	XM_011329485.1.p1
OG0004500	XM_001586924.1.p1	XM_011327160.1.p1, XM_011328370.1.p1
OG0004501	XM_001586861.1.p1	XM_011326660.1.p1
OG0004502	XM_001586819.1.p1	XM_011326701.1.p1
OG0004504	XM_001586821.1.p1	XM_011329395.1.p1
OG0004505	XM_001586772.1.p1	XM_011326671.1.p1
OG0004507	XM_001586641.1.p1	XM_011317705.1.p1
OG0004509	XM_001588479.1.p1	XM_011318400.1.p1
OG0004510	XM_001588502.1.p1	XM_011324258.1.p1
OG0004511	XM_001598672.1.p1	XM_011326531.1.p1, XM_011322862.1.p1
OG0004512	XM_001598642.1.p1	XM_011327977.1.p1
OG0004515	XM_001598436.1.p1	XM_011328888.1.p1
OG0004516	XM_001598441.1.p1	XM_011328312.1.p1
OG0004517	XM_001598444.1.p1	XM_011328306.1.p1
OG0004518	XM_001598465.1.p1	XM_011325334.1.p1
OG0004520	XM_001598495.1.p1	XM_011325330.1.p1
OG0004522	XM_001598541.1.p1	XM_011328916.1.p1
OG0004523	XM_001598547.1.p1	XM_011325164.1.p1, XM_011319350.1.p1
OG0004524	XM_001598553.1.p1	XM_011328571.1.p1
OG0004525	XM_001598558.1.p1	XM_011321880.1.p1
OG0004526	XM_001598351.1.p1	XM_011321711.1.p1
OG0004527	XM_001598253.1.p1	XM_011319090.1.p1
OG0004529	XM_001598238.1.p1	XM_011326343.1.p1
OG0004530	XM_001598214.1.p1	XM_011330226.1.p1
OG0004531	XM_001598210.1.p1	XM_011329881.1.p1
OG0004532	XM_001598208.1.p1	XM_011326788.1.p1
OG0004533	XM_001598173.1.p1	XM_011320247.1.p1
OG0004534	XM_001598171.1.p1	XM_011325216.1.p1
OG0004536	XM_001598135.1.p1	XM_011330449.1.p1, XM_011319821.1.p1
OG0004538	XM_001598062.1.p1	XM_011328943.1.p1
OG0004539	XM_001598056.1.p1	XM_011328948.1.p1
OG0004540	XM_001598054.1.p1	XM_011328946.1.p1
OG0004541	XM_001598028.1.p1	XM_011321648.1.p1
OG0004542	XM_001598019.1.p1	XM_011326779.1.p1
OG0004543	XM_001598017.1.p1	XM_011330212.1.p1
OG0004544	XM_001598011.1.p1	XM_011324533.1.p1, XM_011329913.1.p1
OG0004545	XM_001598004.1.p1	XM_011325357.1.p1
OG0004546	XM_001597953.1.p1	XM_011323190.1.p1
OG0004551	XM_001597908.1.p1	XM_011320335.1.p1
OG0004552	XM_001597897.1.p1	XM_011320231.1.p1
OG0004553	XM_001597878.1.p1	XM_011328583.1.p1
OG0004554	XM_001597871.1.p1	XM_011323188.1.p1
OG0004555	XM_001597866.1.p1	XM_011323217.1.p1
OG0004556	XM_001585728.1.p1	XM_011319498.1.p1
OG0004557	XM_001585636.1.p1	XM_011328920.1.p1
OG0004558	XM_001585649.1.p1	XM_011328629.1.p1
OG0004559	XM_001590360.1.p1	XM_011320763.1.p1
OG0004561	XM_001588101.1.p1	XM_011320311.1.p1
OG0004562	XM_001588091.1.p1	XM_011320464.1.p1
OG0004563	XM_001588076.1.p1	XM_011320061.1.p1, XM_011320720.1.p1
OG0004564	XM_001588044.1.p1	XM_011320960.1.p1
OG0004566	XM_001595801.1.p1	XM_011322907.1.p1
OG0004567	XM_001595788.1.p1	XM_011326628.1.p1
OG0004568	XM_001595785.1.p1	XM_011326631.1.p1
OG0004569	XM_001590343.1.p1	XM_011319082.1.p1
OG0004570	XM_001595746.1.p1	XM_011319165.1.p1
OG0004571	XM_001595752.1.p1	XM_011322906.1.p1
OG0004572	XM_001595674.1.p1	XM_011320552.1.p1
OG0004573	XM_001595661.1.p1	XM_011330098.1.p1
OG0004574	XM_001584961.1.p1	XM_011329621.1.p1
OG0004575	XM_001595654.1.p1	XM_011328591.1.p1
OG0004576	XM_001595607.1.p1	XM_011318942.1.p1
OG0004577	XM_001595604.1.p1	XM_011318865.1.p1
OG0004578	XM_001588123.1.p1	XM_011320829.1.p1
OG0004580	XM_001588187.1.p1	XM_011323015.1.p1, XM_011329287.1.p1
OG0004581	XM_001588194.1.p1	XM_011326380.1.p1, XM_011321361.1.p1
OG0004582	XM_001588196.1.p1	XM_011318399.1.p1
OG0004583	XM_001588211.1.p1	XM_011325353.1.p1
OG0004584	XM_001588215.1.p1	XM_011318021.1.p1
OG0004585	XM_001588261.1.p1	XM_011318016.1.p1
OG0004586	XM_001591372.1.p1, XM_001588263.1.p1	XM_011325416.1.p1
OG0004587	XM_001588271.1.p1	XM_011322454.1.p1, XM_011330407.1.p1
OG0004588	XM_001588278.1.p1	XM_011329832.1.p1
OG0004591	XM_001588433.1.p1	XM_011319141.1.p1
OG0004593	XM_001594715.1.p1, XM_001592689.1.p1	XM_011318154.1.p1
OG0004594	XM_001592735.1.p1	XM_011326311.1.p1
OG0004595	XM_001592730.1.p1	XM_011326310.1.p1
OG0004598	XM_001592823.1.p1	XM_011318147.1.p1
OG0004599	XM_001592827.1.p1	XM_011325547.1.p1
OG0004600	XM_001592830.1.p1	XM_011317625.1.p1
OG0004601	XM_001592921.1.p1	XM_011318142.1.p1
OG0004602	XM_001592788.1.p1	XM_011326911.1.p1, XM_011318123.1.p1
OG0004603	XM_001593040.1.p1	XM_011318309.1.p1
OG0004604	XM_001593053.1.p1	XM_011317628.1.p1
OG0004606	XM_001593136.1.p1	XM_011325346.1.p1
OG0004607	XM_001593157.1.p1	XM_011320077.1.p1, XM_011319915.1.p1
OG0004608	XM_001593193.1.p1	XM_011318347.1.p1
OG0004609	XM_001593593.1.p1	XM_011324061.1.p1
OG0004610	XM_001593209.1.p1	XM_011318278.1.p1
OG0004611	XM_001593218.1.p1	XM_011325414.1.p1
OG0004612	XM_001593244.1.p1	XM_011324357.1.p1
OG0004613	XM_001587191.1.p1	XM_011321097.1.p1
OG0004614	XM_001587177.1.p1	XM_011325073.1.p1
OG0004615	XM_001587139.1.p1	XM_011327181.1.p1
OG0004617	XM_001593299.1.p1	XM_011330130.1.p1
OG0004618	XM_001593283.1.p1	XM_011318130.1.p1, XM_011324227.1.p1
OG0004619	XM_001587258.1.p1	XM_011318219.1.p1
