Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Colletotrichum_gloeosporioides_rna_prot
OG0002934	XM_001596902.1.p1	XM_045409856.1.p1
OG0002935	XM_001597087.1.p1	XM_045408044.1.p1
OG0002937	XM_001592062.1.p1	XM_045406993.1.p1
OG0002938	XM_001595996.1.p1	XM_045402634.1.p1
OG0002939	XM_001588064.1.p1	XM_045411142.1.p1
OG0002940	XM_001584945.1.p1	XM_045402043.1.p1
OG0002941	XM_001598911.1.p1	XM_045411699.1.p1
OG0002942	XM_001598387.1.p1	XM_045412049.1.p1
OG0002944	XM_001595601.1.p1	XM_045403603.1.p1
OG0002945	XM_001596835.1.p1	XM_045404725.1.p1
OG0002946	XM_001598340.1.p1	XM_045412174.1.p1
OG0002947	XM_001594879.1.p1	XM_045407334.1.p1
OG0002948	XM_001598017.1.p1	XM_045404043.1.p1
OG0002949	XM_001596664.1.p1	XM_045413316.1.p1
OG0002950	XM_001596766.1.p1	XM_045413308.1.p1
OG0002951	XM_001587972.1.p1	XM_045405716.1.p1
OG0002952	XM_001594674.1.p1	XM_045413786.1.p1
OG0002954	XM_001594218.1.p1	XM_045404644.1.p1
OG0002955	XM_001585257.1.p1	XM_045413350.1.p1
OG0002956	XM_001589716.1.p1	XM_045402721.1.p1
OG0002957	XM_001597979.1.p1	XM_045401780.1.p1
OG0002958	XM_001596285.1.p1	XM_045409171.1.p1
OG0002960	XM_001591838.1.p1	XM_045407393.1.p1
OG0002961	XM_001589391.1.p1	XM_045408957.1.p1
OG0002962	XM_001588125.1.p1	XM_045411802.1.p1
OG0002963	XM_001590664.1.p1	XM_045409409.1.p1
OG0002964	XM_001589841.1.p1	XM_045406740.1.p1
OG0002965	XM_001594731.1.p1	XM_045407067.1.p1
OG0002966	XM_001591517.1.p1	XM_045412951.1.p1
OG0002967	XM_001592383.1.p1	XM_045405043.1.p1
OG0002970	XM_001584779.1.p1	XM_045404682.1.p1
OG0002971	XM_001593218.1.p1	XM_045402233.1.p1
OG0002972	XM_001586583.1.p1	XM_045407761.1.p1
OG0002973	XM_001597296.1.p1	XM_045402977.1.p1
OG0002974	XM_001598292.1.p1	XM_045406557.1.p1
OG0002975	XM_001597082.1.p1	XM_045407975.1.p1
OG0002976	XM_001585763.1.p1	XM_045401906.1.p1
OG0002978	XM_001590727.1.p1	XM_045409506.1.p1
OG0002979	XM_001590171.1.p1	XM_045401599.1.p1
OG0002981	XM_001588086.1.p1	XM_045411756.1.p1
OG0002982	XM_001592352.1.p1	XM_045414724.1.p1
OG0002983	XM_001597473.1.p1	XM_045404113.1.p1
OG0002985	XM_001585569.1.p1	XM_045414755.1.p1
OG0002986	XM_001595969.1.p1	XM_045402759.1.p1
OG0002987	XM_001589442.1.p1	XM_045408855.1.p1
OG0002988	XM_001589623.1.p1	XM_045409194.1.p1
OG0002989	XM_001586520.1.p1	XM_045407712.1.p1
OG0002990	XM_001591809.1.p1	XM_045406670.1.p1
OG0002991	XM_001593792.1.p1	XM_045409300.1.p1
OG0002992	XM_001588178.1.p1	XM_045403699.1.p1
OG0002993	XM_001588043.1.p1	XM_045411764.1.p1
OG0002994	XM_001586777.1.p1	XM_045410668.1.p1
OG0002995	XM_001587761.1.p1	XM_045410072.1.p1
OG0002996	XM_001587815.1.p1	XM_045415401.1.p1
OG0002997	XM_001591052.1.p1	XM_045413330.1.p1
OG0002998	XM_001587294.1.p1	XM_045409313.1.p1
OG0002999	XM_001587735.1.p1	XM_045410012.1.p1
OG0003000	XM_001597103.1.p1	XM_045401977.1.p1
OG0003001	XM_001584517.1.p1	XM_045408025.1.p1
OG0003002	XM_001591859.1.p1	XM_045407868.1.p1
OG0003003	XM_001591033.1.p1	XM_045406146.1.p1
OG0003004	XM_001597280.1.p1	XM_045400800.1.p1
OG0003005	XM_001597771.1.p1	XM_045400960.1.p1
OG0003006	XM_001594575.1.p1	XM_045404703.1.p1
OG0003007	XM_001587364.1.p1	XM_045409150.1.p1
OG0003009	XM_001595951.1.p1	XM_045402747.1.p1
OG0003010	XM_001590494.1.p1	XM_045413111.1.p1
OG0003011	XM_001590780.1.p1	XM_045408080.1.p1
OG0003012	XM_001595070.1.p1	XM_045406284.1.p1
OG0003013	XM_001592305.1.p1	XM_045409895.1.p1
OG0003014	XM_001589192.1.p1	XM_045404302.1.p1
OG0003015	XM_001596725.1.p1	XM_045408159.1.p1
OG0003016	XM_001590554.1.p1	XM_045413185.1.p1
OG0003017	XM_001590557.1.p1	XM_045413035.1.p1
OG0003018	XM_001598650.1.p1	XM_045401713.1.p1
OG0003019	XM_001590895.1.p1	XM_045408428.1.p1
OG0003020	XM_001589194.1.p1	XM_045404624.1.p1
OG0003021	XM_001595968.1.p1	XM_045402758.1.p1
OG0003023	XM_001592701.1.p1	XM_045400188.1.p1
OG0003024	XM_001586215.1.p1	XM_045404774.1.p1
OG0003025	XM_001585541.1.p1	XM_045403282.1.p1
OG0003026	XM_001594844.1.p1	XM_045413545.1.p1
OG0003027	XM_001596149.1.p1	XM_045402736.1.p1
OG0003028	XM_001592133.1.p1	XM_045407814.1.p1
OG0003031	XM_001592864.1.p1	XM_045400569.1.p1
OG0003033	XM_001590715.1.p1	XM_045413154.1.p1
OG0003036	XM_001584919.1.p1	XM_045405225.1.p1, XM_045402104.1.p1, XM_045400361.1.p1, XM_045412004.1.p1, XM_045410127.1.p1, XM_045406989.1.p1
OG0003038	XM_001596459.1.p1, XM_001586696.1.p1	XM_045415260.1.p1
OG0003051	XM_001589188.1.p1	XM_045404625.1.p1
OG0003052	XM_001585822.1.p1	XM_045412164.1.p1
OG0003053	XM_001596467.1.p1	XM_045406748.1.p1
OG0003056	XM_001591810.1.p1	XM_045406669.1.p1
OG0003057	XM_001585366.1.p1	XM_045407777.1.p1
OG0003059	XM_001586749.1.p1	XM_045404470.1.p1
OG0003062	XM_001592550.1.p1	XM_045412609.1.p1
OG0003063	XM_001588930.1.p1	XM_045405958.1.p1
OG0003064	XM_001591537.1.p1	XM_045412579.1.p1
OG0003065	XM_001598008.1.p1	XM_045414730.1.p1
OG0003066	XM_001598307.1.p1	XM_045403485.1.p1
OG0003067	XM_001588972.1.p1	XM_045412847.1.p1, XM_045403833.1.p1
OG0003070	XM_001585280.1.p1	XM_045406664.1.p1
OG0003071	XM_001595413.1.p1	XM_045408725.1.p1
OG0003072	XM_001585286.1.p1	XM_045406644.1.p1
OG0003073	XM_001585418.1.p1	XM_045406242.1.p1
OG0003074	XM_001585942.1.p1	XM_045402027.1.p1
OG0003076	XM_001596385.1.p1	XM_045413636.1.p1
OG0003077	XM_001593929.1.p1	XM_045408747.1.p1
OG0003078	XM_001593880.1.p1	XM_045402423.1.p1
OG0003079	XM_001593867.1.p1	XM_045402419.1.p1
OG0003080	XM_001597105.1.p1	XM_045401979.1.p1, XM_045401308.1.p1
OG0003081	XM_001585098.1.p1	XM_045408275.1.p1
OG0003082	XM_001587691.1.p1	XM_045410057.1.p1
OG0003083	XM_001585084.1.p1	XM_045401924.1.p1
OG0003084	XM_001597399.1.p1	XM_045403003.1.p1
OG0003085	XM_001586447.1.p1	XM_045407439.1.p1
OG0003086	XM_001593449.1.p1	XM_045411061.1.p1
OG0003087	XM_001591458.1.p1	XM_045407891.1.p1
OG0003088	XM_001595084.1.p1	XM_045406517.1.p1
OG0003089	XM_001597507.1.p1	XM_045400736.1.p1
OG0003090	XM_001598219.1.p1	XM_045414637.1.p1
OG0003091	XM_001595628.1.p1	XM_045401418.1.p1
OG0003092	XM_001592145.1.p1	XM_045401481.1.p1
OG0003093	XM_001595110.1.p1	XM_045401020.1.p1
OG0003094	XM_001598396.1.p1	XM_045406151.1.p1
OG0003095	XM_001584965.1.p1	XM_045413235.1.p1
OG0003097	XM_001596861.1.p1	XM_045405912.1.p1
OG0003098	XM_001591064.1.p1	XM_045409890.1.p1
OG0003099	XM_001584720.1.p1	XM_045404180.1.p1
OG0003100	XM_001591398.1.p1	XM_045409603.1.p1
OG0003101	XM_001587162.1.p1	XM_045402141.1.p1
OG0003102	XM_001594211.1.p1	XM_045404817.1.p1
OG0003103	XM_001593013.1.p1	XM_045406206.1.p1
OG0003105	XM_001594297.1.p1	XM_045404959.1.p1
OG0003106	XM_001589783.1.p1	XM_045414736.1.p1
OG0003107	XM_001592963.1.p1	XM_045403584.1.p1
OG0003108	XM_001590679.1.p1	XM_045408942.1.p1
OG0003109	XM_001595512.1.p1	XM_045409441.1.p1
OG0003110	XM_001590598.1.p1	XM_045413295.1.p1
OG0003111	XM_001590591.1.p1	XM_045413290.1.p1
OG0003112	XM_001590553.1.p1	XM_045413186.1.p1
OG0003114	XM_001593285.1.p1	XM_045402180.1.p1
OG0003115	XM_001597789.1.p1	XM_045402956.1.p1
OG0003116	XM_001592011.1.p1	XM_045412731.1.p1
OG0003117	XM_001590014.1.p1	XM_045401630.1.p1
OG0003118	XM_001590931.1.p1	XM_045401912.1.p1
OG0003119	XM_001597626.1.p1	XM_045401944.1.p1
OG0003120	XM_001593852.1.p1	XM_045411130.1.p1
OG0003122	XM_001588060.1.p1	XM_045411364.1.p1
OG0003123	XM_001590809.1.p1	XM_045413121.1.p1
OG0003124	XM_001594372.1.p1	XM_045404710.1.p1
OG0003125	XM_001595203.1.p1	XM_045406496.1.p1
OG0003126	XM_001594982.1.p1	XM_045401797.1.p1
OG0003127	XM_001591119.1.p1	XM_045403581.1.p1
OG0003128	XM_001598252.1.p1	XM_045408634.1.p1, XM_045402109.1.p1
OG0003129	XM_001587550.1.p1	XM_045405985.1.p1
OG0003130	XM_001591279.1.p1	XM_045410056.1.p1
OG0003131	XM_001588990.1.p1	XM_045407808.1.p1
OG0003132	XM_001589736.1.p1	XM_045405386.1.p1
OG0003133	XM_001587224.1.p1	XM_045403460.1.p1
OG0003134	XM_001595329.1.p1	XM_045409380.1.p1
OG0003135	XM_001597179.1.p1	XM_045404601.1.p1
OG0003136	XM_001594282.1.p1	XM_045404688.1.p1
OG0003137	XM_001593489.1.p1	XM_045411402.1.p1
OG0003138	XM_001596180.1.p1	XM_045402640.1.p1
OG0003140	XM_001591076.1.p1	XM_045409892.1.p1
OG0003141	XM_001587258.1.p1	XM_045401154.1.p1
OG0003142	XM_001587260.1.p1	XM_045400387.1.p1
OG0003143	XM_001586812.1.p1	XM_045403226.1.p1
OG0003144	XM_001588319.1.p1	XM_045411882.1.p1
OG0003146	XM_001595345.1.p1	XM_045412055.1.p1
OG0003149	XM_001597965.1.p1	XM_045412081.1.p1
OG0003150	XM_001594558.1.p1	XM_045405034.1.p1
OG0003151	XM_001585924.1.p1	XM_045402020.1.p1
OG0003152	XM_001594909.1.p1	XM_045407340.1.p1
OG0003153	XM_001596855.1.p1	XM_045405915.1.p1
OG0003153	XM_001592935.1.p1	XM_045400231.1.p1
OG0003154	XM_001591460.1.p1	XM_045407885.1.p1
OG0003155	XM_001597217.1.p1	XM_045401000.1.p1
OG0003156	XM_001591688.1.p1	XM_045404435.1.p1
OG0003157	XM_001584915.1.p1	XM_045409545.1.p1
OG0003158	XM_001596121.1.p1	XM_045402386.1.p1
OG0003159	XM_001598215.1.p1	XM_045402781.1.p1
OG0003160	XM_001596009.1.p1	XM_045414674.1.p1
OG0003161	XM_001598525.1.p1	XM_045406218.1.p1
OG0003162	XM_001596705.1.p1	XM_045404895.1.p1
OG0003163	XM_001585128.1.p1	XM_045402006.1.p1
OG0003166	XM_001592428.1.p1	XM_045404801.1.p1
OG0003167	XM_001586030.1.p1	XM_045412353.1.p1
OG0003168	XM_001594113.1.p1	XM_045409282.1.p1
OG0003169	XM_001593747.1.p1	XM_045411079.1.p1
OG0003170	XM_001588041.1.p1	XM_045411269.1.p1
OG0003171	XM_001596895.1.p1	XM_045409901.1.p1
OG0003172	XM_001597307.1.p1	XM_045405879.1.p1
OG0003173	XM_001594593.1.p1	XM_045405050.1.p1
OG0003174	XM_001587964.1.p1	XM_045401809.1.p1
OG0003176	XM_001596374.1.p1	XM_045413528.1.p1
OG0003177	XM_001598258.1.p1, XM_001593627.1.p1	XM_045410869.1.p1
OG0003178	XM_001593599.1.p1, XM_001598365.1.p1	XM_045411319.1.p1
OG0003179	XM_001598884.1.p1	XM_045411836.1.p1
OG0003180	XM_001585425.1.p1	XM_045406619.1.p1
OG0003182	XM_001585321.1.p1	XM_045407812.1.p1
OG0003183	XM_001585430.1.p1	XM_045405993.1.p1
OG0003185	XM_001587727.1.p1	XM_045405689.1.p1
OG0003186	XM_001586641.1.p1	XM_045404444.1.p1
OG0003187	XM_001591792.1.p1	XM_045406698.1.p1
OG0003189	XM_001591454.1.p1	XM_045406746.1.p1
OG0003190	XM_001590532.1.p1	XM_045413102.1.p1
OG0003191	XM_001593118.1.p1	XM_045403261.1.p1
OG0003192	XM_001590578.1.p1	XM_045408469.1.p1
OG0003193	XM_001597589.1.p1	XM_045402970.1.p1
OG0003194	XM_001589109.1.p1	XM_045401961.1.p1
OG0003195	XM_001590563.1.p1	XM_045414015.1.p1
OG0003196	XM_001589671.1.p1	XM_045408848.1.p1
OG0003197	XM_001592799.1.p1	XM_045403802.1.p1
OG0003198	XM_001591928.1.p1	XM_045412953.1.p1
OG0003200	XM_001589645.1.p1	XM_045408073.1.p1
OG0003202	XM_001593700.1.p1	XM_045412413.1.p1
OG0003203	XM_001589250.1.p1	XM_045408031.1.p1
OG0003204	XM_001584949.1.p1	XM_045413252.1.p1
OG0003205	XM_001589240.1.p1	XM_045401918.1.p1
OG0003207	XM_001588745.1.p1	XM_045411394.1.p1
OG0003209	XM_001596670.1.p1	XM_045414717.1.p1
OG0003211	XM_001596689.1.p1	XM_045404910.1.p1
OG0003212	XM_001596615.1.p1	XM_045409709.1.p1
OG0003213	XM_001592922.1.p1	XM_045413403.1.p1
OG0003214	XM_001596003.1.p1	XM_045414764.1.p1
OG0003215	XM_001587605.1.p1	XM_045414681.1.p1
OG0003216	XM_001589164.1.p1	XM_045405920.1.p1
OG0003217	XM_001588614.1.p1	XM_045406865.1.p1
OG0003218	XM_001595417.1.p1	XM_045407919.1.p1
OG0003219	XM_001598049.1.p1	XM_045415504.1.p1
OG0003221	XM_001591959.1.p1	XM_045406722.1.p1
OG0003222	XM_001585672.1.p1	XM_045408101.1.p1
OG0003223	XM_001588742.1.p1	XM_045411399.1.p1
OG0003224	XM_001593069.1.p1	XM_045405971.1.p1
OG0003225	XM_001597345.1.p1	XM_045402247.1.p1
OG0003226	XM_001595514.1.p1	XM_045405090.1.p1
OG0003227	XM_001588216.1.p1	XM_045403373.1.p1
OG0003228	XM_001587075.1.p1	XM_045400482.1.p1
OG0003229	XM_001593231.1.p1	XM_045400308.1.p1
OG0003230	XM_001597825.1.p1	XM_045402367.1.p1
OG0003231	XM_001592387.1.p1	XM_045404311.1.p1
OG0003232	XM_001594965.1.p1	XM_045410531.1.p1
OG0003233	XM_001592493.1.p1	XM_045409625.1.p1
OG0003234	XM_001591120.1.p1	XM_045403580.1.p1
OG0003235	XM_001585249.1.p1	XM_045413289.1.p1
OG0003236	XM_001595449.1.p1	XM_045401010.1.p1
OG0003238	XM_001594142.1.p1	XM_045412387.1.p1
OG0003240	XM_001586564.1.p1	XM_045410471.1.p1
OG0003241	XM_001596850.1.p1	XM_045405918.1.p1
OG0003242	XM_001595014.1.p1	XM_045411942.1.p1
OG0003243	XM_001586272.1.p1	XM_045409619.1.p1
OG0003244	XM_001596796.1.p1	XM_045400931.1.p1
OG0003245	XM_001596010.1.p1	XM_045414675.1.p1
OG0003246	XM_001591867.1.p1	XM_045407726.1.p1
OG0003247	XM_001595725.1.p1	XM_045402303.1.p1
OG0003248	XM_001588320.1.p1	XM_045411883.1.p1
OG0003249	XM_001589272.1.p1	XM_045408892.1.p1
OG0003250	XM_001595462.1.p1	XM_045400946.1.p1
OG0003251	XM_001598737.1.p1	XM_045411921.1.p1
OG0003252	XM_001597236.1.p1	XM_045405851.1.p1, XM_045401400.1.p1
OG0003253	XM_001598173.1.p1	XM_045415505.1.p1
OG0003254	XM_001598403.1.p1	XM_045406136.1.p1
OG0003255	XM_001596492.1.p1	XM_045408574.1.p1
OG0003256	XM_001597857.1.p1	XM_045402348.1.p1
OG0003258	XM_001585196.1.p1	XM_045414039.1.p1
OG0003259	XM_001585414.1.p1	XM_045406152.1.p1
OG0003260	XM_001595799.1.p1	XM_045403778.1.p1
OG0003261	XM_001597749.1.p1	XM_045409881.1.p1
OG0003262	XM_001588051.1.p1	XM_045411680.1.p1, XM_045405367.1.p1, XM_045411719.1.p1
OG0003263	XM_001595550.1.p1	XM_045414145.1.p1
OG0003264	XM_001591954.1.p1	XM_045406721.1.p1
OG0003265	XM_001589021.1.p1	XM_045412877.1.p1
OG0003266	XM_001593047.1.p1	XM_045401099.1.p1
OG0003267	XM_001598623.1.p1	XM_045414418.1.p1, XM_045410131.1.p1, XM_045414900.1.p1
OG0003268	XM_001589981.1.p1	XM_045406994.1.p1
OG0003269	XM_001592764.1.p1	XM_045402202.1.p1
OG0003270	XM_001593751.1.p1	XM_045411074.1.p1
OG0003271	XM_001593886.1.p1	XM_045403505.1.p1
OG0003274	XM_001587418.1.p1	XM_045408826.1.p1
OG0003275	XM_001587583.1.p1	XM_045408687.1.p1
OG0003276	XM_001586734.1.p1	XM_045404385.1.p1
OG0003277	XM_001592177.1.p1	XM_045410149.1.p1
OG0003278	XM_001598098.1.p1	XM_045407685.1.p1
OG0003279	XM_001585823.1.p1	XM_045408033.1.p1
OG0003280	XM_001597461.1.p1	XM_045409888.1.p1
OG0003281	XM_001589324.1.p1	XM_045404870.1.p1
OG0003282	XM_001596197.1.p1	XM_045404008.1.p1
OG0003283	XM_001587096.1.p1	XM_045402136.1.p1
OG0003284	XM_001594209.1.p1	XM_045409860.1.p1
OG0003285	XM_001597598.1.p1	XM_045409628.1.p1
OG0003289	XM_001586637.1.p1	XM_045404518.1.p1
OG0003290	XM_001586740.1.p1	XM_045405640.1.p1
OG0003291	XM_001594716.1.p1	XM_045413534.1.p1
OG0003292	XM_001596873.1.p1	XM_045405897.1.p1
OG0003293	XM_001597391.1.p1	XM_045402411.1.p1
OG0003294	XM_001595617.1.p1	XM_045401379.1.p1
OG0003295	XM_001590749.1.p1	XM_045413192.1.p1
OG0003296	XM_001595341.1.p1	XM_045412053.1.p1
OG0003297	XM_001587270.1.p1	XM_045405943.1.p1
OG0003298	XM_001597311.1.p1	XM_045405830.1.p1
OG0003299	XM_001594490.1.p1	XM_045413405.1.p1
OG0003300	XM_001589049.1.p1	XM_045413774.1.p1
OG0003301	XM_001597951.1.p1	XM_045412090.1.p1
OG0003302	XM_001595139.1.p1	XM_045409363.1.p1
OG0003303	XM_001597402.1.p1	XM_045402254.1.p1
OG0003304	XM_001598242.1.p1	XM_045402224.1.p1
OG0003305	XM_001586439.1.p1	XM_045406765.1.p1
OG0003307	XM_001595073.1.p1	XM_045411952.1.p1
OG0003308	XM_001597432.1.p1	XM_045400807.1.p1
OG0003309	XM_001590067.1.p1	XM_045415292.1.p1
OG0003311	XM_001588978.1.p1	XM_045407803.1.p1
OG0003312	XM_001596498.1.p1	XM_045408577.1.p1
OG0003313	XM_001592434.1.p1	XM_045405905.1.p1
OG0003314	XM_001585167.1.p1	XM_045409402.1.p1
OG0003315	XM_001594584.1.p1	XM_045404689.1.p1
OG0003316	XM_001593322.1.p1	XM_045400165.1.p1
OG0003317	XM_001586229.1.p1	XM_045409909.1.p1
OG0003318	XM_001594826.1.p1	XM_045404735.1.p1
OG0003319	XM_001590508.1.p1	XM_045413281.1.p1
OG0003320	XM_001596495.1.p1	XM_045408575.1.p1
OG0003321	XM_001589643.1.p1	XM_045408075.1.p1
OG0003322	XM_001592939.1.p1	XM_045400234.1.p1
OG0003323	XM_001593933.1.p1	XM_045409005.1.p1
OG0003324	XM_001588704.1.p1	XM_045402431.1.p1
OG0003325	XM_001591449.1.p1	XM_045414080.1.p1
OG0003326	XM_001587707.1.p1	XM_045405631.1.p1
OG0003327	XM_001593157.1.p1	XM_045410831.1.p1, XM_045403183.1.p1
OG0003328	XM_001586936.1.p1	XM_045410083.1.p1
OG0003329	XM_001598553.1.p1	XM_045401795.1.p1
OG0003330	XM_001584812.1.p1	XM_045408568.1.p1
OG0003331	XM_001596990.1.p1	XM_045409659.1.p1
OG0003332	XM_001595057.1.p1	XM_045412071.1.p1
OG0003333	XM_001594860.1.p1	XM_045413392.1.p1
OG0003334	XM_001594978.1.p1	XM_045406237.1.p1
OG0003335	XM_001598921.1.p1	XM_045411644.1.p1
OG0003336	XM_001596912.1.p1	XM_045404807.1.p1
OG0003337	XM_001592327.1.p1	XM_045409648.1.p1
OG0003338	XM_001592307.1.p1	XM_045409633.1.p1
OG0003339	XM_001588779.1.p1	XM_045402297.1.p1
OG0003340	XM_001598795.1.p1	XM_045410803.1.p1
OG0003341	XM_001592462.1.p1	XM_045415432.1.p1
OG0003342	XM_001591065.1.p1	XM_045409889.1.p1
OG0003343	XM_001594660.1.p1	XM_045404591.1.p1
OG0003344	XM_001594948.1.p1	XM_045404197.1.p1
OG0003345	XM_001587331.1.p1	XM_045402712.1.p1
OG0003346	XM_001598214.1.p1	XM_045402742.1.p1
OG0003347	XM_001596020.1.p1	XM_045414766.1.p1
OG0003348	XM_001590681.1.p1	XM_045408949.1.p1
OG0003349	XM_001598046.1.p1	XM_045415502.1.p1
OG0003350	XM_001591577.1.p1	XM_045407763.1.p1
OG0003351	XM_001597094.1.p1	XM_045401988.1.p1
OG0003352	XM_001588979.1.p1	XM_045407802.1.p1
OG0003353	XM_001589786.1.p1	XM_045402727.1.p1
OG0003354	XM_001588134.1.p1	XM_045402313.1.p1
OG0003355	XM_001598389.1.p1	XM_045412047.1.p1
OG0003356	XM_001590143.1.p1	XM_045406173.1.p1
OG0003358	XM_001594599.1.p1	XM_045404619.1.p1
OG0003359	XM_001593636.1.p1	XM_045409146.1.p1
OG0003360	XM_001585701.1.p1	XM_045404190.1.p1
OG0003361	XM_001588263.1.p1, XM_001591372.1.p1	XM_045402231.1.p1
OG0003362	XM_001588054.1.p1	XM_045411716.1.p1
OG0003363	XM_001594176.1.p1	XM_045413674.1.p1
OG0003364	XM_001592492.1.p1	XM_045409624.1.p1
OG0003365	XM_001585480.1.p1	XM_045402267.1.p1
OG0003366	XM_001594145.1.p1	XM_045412390.1.p1
OG0003367	XM_001588998.1.p1	XM_045406736.1.p1
OG0003368	XM_001593512.1.p1	XM_045411371.1.p1
OG0003369	XM_001588660.1.p1	XM_045410939.1.p1
OG0003370	XM_001586318.1.p1	XM_045407316.1.p1
OG0003371	XM_001586608.1.p1	XM_045407836.1.p1
OG0003372	XM_001591750.1.p1	XM_045406588.1.p1
OG0003373	XM_001584600.1.p1	XM_045402666.1.p1
OG0003374	XM_001597197.1.p1	XM_045404157.1.p1
OG0003375	XM_001586263.1.p1	XM_045404642.1.p1
OG0003376	XM_001597884.1.p1	XM_045406571.1.p1
OG0003377	XM_001591473.1.p1	XM_045406680.1.p1
OG0003378	XM_001588267.1.p1	XM_045413748.1.p1, XM_045411251.1.p1
OG0003379	XM_001595836.1.p1	XM_045402263.1.p1
OG0003380	XM_001592923.1.p1	XM_045413398.1.p1
OG0003381	XM_001588707.1.p1	XM_045402432.1.p1
OG0003382	XM_001592954.1.p1	XM_045400201.1.p1
OG0003383	XM_001588128.1.p1	XM_045406953.1.p1
OG0003384	XM_001595158.1.p1	XM_045409364.1.p1
OG0003385	XM_001588278.1.p1	XM_045411295.1.p1
OG0003387	XM_001586862.1.p1	XM_045405597.1.p1
OG0003388	XM_001590673.1.p1	XM_045413254.1.p1
OG0003390	XM_001585517.1.p1	XM_045412201.1.p1
OG0003391	XM_001590649.1.p1	XM_045409319.1.p1
OG0003392	XM_001598687.1.p1	XM_045411947.1.p1
OG0003393	XM_001590846.1.p1	XM_045413231.1.p1
OG0003394	XM_001596939.1.p1	XM_045415428.1.p1
OG0003395	XM_001596113.1.p1	XM_045402848.1.p1
OG0003396	XM_001589794.1.p1	XM_045402392.1.p1
OG0003397	XM_001593343.1.p1	XM_045400395.1.p1
OG0003398	XM_001586421.1.p1	XM_045407824.1.p1
OG0003399	XM_001589918.1.p1	XM_045401631.1.p1
OG0003400	XM_001593178.1.p1	XM_045414329.1.p1
OG0003401	XM_001590815.1.p1	XM_045413124.1.p1
OG0003402	XM_001586464.1.p1	XM_045406188.1.p1
OG0003403	XM_001597269.1.p1	XM_045400742.1.p1
OG0003404	XM_001596802.1.p1	XM_045401563.1.p1
OG0003405	XM_001587610.1.p1	XM_045404013.1.p1
OG0003406	XM_001587717.1.p1	XM_045404557.1.p1
OG0003407	XM_001598175.1.p1	XM_045415500.1.p1
OG0003408	XM_001587963.1.p1	XM_045401812.1.p1
OG0003410	XM_001595881.1.p1	XM_045402674.1.p1
OG0003411	XM_001585283.1.p1	XM_045406665.1.p1
OG0003413	XM_001588822.1.p1	XM_045411311.1.p1
OG0003415	XM_001591820.1.p1	XM_045407711.1.p1
OG0003416	XM_001587863.1.p1	XM_045410506.1.p1
OG0003417	XM_001596400.1.p1	XM_045409229.1.p1
OG0003418	XM_001589540.1.p1	XM_045408707.1.p1
OG0003421	XM_001584644.1.p1	XM_045409224.1.p1
OG0003421	XM_001585025.1.p1, XM_001591799.1.p1	XM_045415471.1.p1, XM_045405869.1.p1, XM_045414195.1.p1
OG0003441	XM_001588645.1.p1	XM_045411265.1.p1
OG0003442	XM_001594839.1.p1	XM_045413633.1.p1
OG0003443	XM_001596301.1.p1	XM_045414259.1.p1
OG0003444	XM_001594046.1.p1	XM_045409260.1.p1
OG0003445	XM_001594187.1.p1	XM_045404233.1.p1
OG0003446	XM_001596029.1.p1	XM_045402720.1.p1
OG0003447	XM_001584893.1.p1	XM_045413034.1.p1
OG0003449	XM_001595157.1.p1	XM_045409162.1.p1
OG0003450	XM_001593234.1.p1	XM_045401057.1.p1
OG0003452	XM_001594134.1.p1, XM_001594135.1.p1	XM_045412346.1.p1
OG0003453	XM_001594150.1.p1	XM_045412393.1.p1
OG0003454	XM_001586039.1.p1	XM_045412364.1.p1
OG0003455	XM_001594673.1.p1	XM_045402101.1.p1
OG0003456	XM_001589970.1.p1	XM_045407823.1.p1
OG0003458	XM_001586189.1.p1	XM_045410387.1.p1
OG0003460	XM_001588946.1.p1	XM_045406611.1.p1
OG0003461	XM_001594812.1.p1	XM_045403636.1.p1
OG0003463	XM_001593620.1.p1	XM_045402323.1.p1
OG0003464	XM_001593941.1.p1	XM_045412263.1.p1
OG0003466	XM_001590936.1.p1	XM_045408064.1.p1
OG0003468	XM_001591242.1.p1	XM_045410098.1.p1
OG0003469	XM_001586933.1.p1	XM_045405660.1.p1
OG0003470	XM_001585081.1.p1	XM_045401926.1.p1
OG0003471	XM_001590483.1.p1	XM_045413181.1.p1
OG0003472	XM_001597970.1.p1	XM_045412084.1.p1
OG0003473	XM_001584604.1.p1	XM_045414706.1.p1
OG0003474	XM_001597871.1.p1	XM_045412094.1.p1
OG0003475	XM_001597322.1.p1	XM_045409688.1.p1
OG0003476	XM_001587748.1.p1	XM_045405641.1.p1
OG0003477	XM_001591518.1.p1	XM_045412950.1.p1
OG0003478	XM_001593754.1.p1	XM_045411075.1.p1
OG0003479	XM_001591839.1.p1	XM_045406672.1.p1
OG0003480	XM_001598382.1.p1	XM_045406483.1.p1
OG0003481	XM_001587517.1.p1	XM_045401875.1.p1
OG0003482	XM_001588746.1.p1	XM_045410942.1.p1
OG0003483	XM_001597488.1.p1	XM_045401642.1.p1
OG0003484	XM_001597281.1.p1	XM_045400799.1.p1
OG0003487	XM_001586278.1.p1	XM_045414691.1.p1
OG0003488	XM_001595109.1.p1	XM_045401021.1.p1
OG0003489	XM_001592466.1.p1	XM_045415436.1.p1
