Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Verticillium_dahliae_rna_prot
OG0003545	XM_001585786.1.p1	XM_009651747.1.p1
OG0003546	XM_001588600.1.p1	XM_009652869.1.p1
OG0003548	XM_001591293.1.p1	XM_009654072.1.p1
OG0003549	XM_001593721.1.p1	XM_009655416.1.p1
OG0003550	XM_001591421.1.p1	XM_009657079.1.p1
OG0003551	XM_001591690.1.p1	XM_009658903.1.p1
OG0003552	XM_001594410.1.p1	XM_009650621.1.p1
OG0003553	XM_001591610.1.p1	XM_009658843.1.p1
OG0003554	XM_001585490.1.p1	XM_009656410.1.p1
OG0003556	XM_001589695.1.p1	XM_009659049.1.p1
OG0003558	XM_001584781.1.p1	XM_009650726.1.p1
OG0003559	XM_001586141.1.p1	XM_009650684.1.p1
OG0003560	XM_001593608.1.p1	XM_009651533.1.p1
OG0003561	XM_001596592.1.p1	XM_009657726.1.p1
OG0003562	XM_001594981.1.p1	XM_009650320.1.p1
OG0003563	XM_001592485.1.p1	XM_009651126.1.p1
OG0003564	XM_001593015.1.p1	XM_009655332.1.p1
OG0003565	XM_001594819.1.p1	XM_009651118.1.p1
OG0003566	XM_001590193.1.p1	XM_009660128.1.p1
OG0003567	XM_001586818.1.p1	XM_009658456.1.p1
OG0003568	XM_001589321.1.p1	XM_009650947.1.p1
OG0003570	XM_001586065.1.p1	XM_009650752.1.p1
OG0003571	XM_001585291.1.p1	XM_009658857.1.p1
OG0003572	XM_001585895.1.p1	XM_009653149.1.p1
OG0003574	XM_001585918.1.p1	XM_009656733.1.p1
OG0003575	XM_001591849.1.p1	XM_009658839.1.p1
OG0003576	XM_001595380.1.p1	XM_009657774.1.p1
OG0003577	XM_001597257.1.p1	XM_009655680.1.p1
OG0003578	XM_001594877.1.p1	XM_009652259.1.p1
OG0003579	XM_001597590.1.p1	XM_009656541.1.p1
OG0003580	XM_001597654.1.p1	XM_009652776.1.p1
OG0003581	XM_001598357.1.p1	XM_009656628.1.p1
OG0003584	XM_001585144.1.p1	XM_009651890.1.p1
OG0003585	XM_001586819.1.p1	XM_009658457.1.p1
OG0003586	XM_001594598.1.p1	XM_009656869.1.p1
OG0003587	XM_001594449.1.p1	XM_009655556.1.p1
OG0003592	XM_001586603.1.p1	XM_009658921.1.p1
OG0003594	XM_001591184.1.p1	XM_009656418.1.p1
OG0003595	XM_001597668.1.p1	XM_009651734.1.p1
OG0003596	XM_001597367.1.p1	XM_009656394.1.p1
OG0003597	XM_001587572.1.p1	XM_009657706.1.p1
OG0003598	XM_001588350.1.p1	XM_009659210.1.p1
OG0003600	XM_001586922.1.p1	XM_009649714.1.p1
OG0003601	XM_001596698.1.p1	XM_009656909.1.p1
OG0003602	XM_001596120.1.p1	XM_009656671.1.p1
OG0003603	XM_001595607.1.p1	XM_009659469.1.p1
OG0003604	XM_001585320.1.p1	XM_009654191.1.p1
OG0003605	XM_001596751.1.p1	XM_009651781.1.p1
OG0003608	XM_001589913.1.p1	XM_009660119.1.p1
OG0003609	XM_001595929.1.p1	XM_009655927.1.p1
OG0003610	XM_001586036.1.p1	XM_009653125.1.p1
OG0003611	XM_001594475.1.p1	XM_009657956.1.p1
OG0003612	XM_001591787.1.p1	XM_009659673.1.p1
OG0003613	XM_001598054.1.p1	XM_009660022.1.p1
OG0003614	XM_001590248.1.p1	XM_009650347.1.p1
OG0003615	XM_001590927.1.p1	XM_009651735.1.p1
OG0003616	XM_001593194.1.p1	XM_009659083.1.p1
OG0003617	XM_001592921.1.p1	XM_009659518.1.p1
OG0003618	XM_001587117.1.p1	XM_009654125.1.p1
OG0003619	XM_001591448.1.p1	XM_009655172.1.p1
OG0003620	XM_001588454.1.p1	XM_009656595.1.p1
OG0003621	XM_001596021.1.p1	XM_009651318.1.p1
OG0003622	XM_001588618.1.p1	XM_009649782.1.p1
OG0003623	XM_001597525.1.p1	XM_009656008.1.p1
OG0003624	XM_001588676.1.p1	XM_009651596.1.p1
OG0003625	XM_001596767.1.p1	XM_009652039.1.p1
OG0003626	XM_001594120.1.p1	XM_009657816.1.p1
OG0003627	XM_001588705.1.p1	XM_009655959.1.p1
OG0003628	XM_001595591.1.p1	XM_009659394.1.p1
OG0003629	XM_001585723.1.p1	XM_009657010.1.p1
OG0003630	XM_001586059.1.p1	XM_009650759.1.p1
OG0003631	XM_001597187.1.p1	XM_009650796.1.p1
OG0003632	XM_001586230.1.p1	XM_009657124.1.p1
OG0003634	XM_001590402.1.p1, XM_001590401.1.p1	XM_009654041.1.p1
OG0003635	XM_001586052.1.p1	XM_009657544.1.p1
OG0003639	XM_001587751.1.p1	XM_009658367.1.p1
OG0003640	XM_001587690.1.p1	XM_009658413.1.p1
OG0003641	XM_001587992.1.p1	XM_009658203.1.p1
OG0003642	XM_001594713.1.p1	XM_009655331.1.p1
OG0003644	XM_001598432.1.p1	XM_009659749.1.p1
OG0003645	XM_001595610.1.p1	XM_009650103.1.p1
OG0003646	XM_001595067.1.p1	XM_009659772.1.p1
OG0003647	XM_001594676.1.p1	XM_009659446.1.p1
OG0003648	XM_001596333.1.p1	XM_009657954.1.p1
OG0003649	XM_001591746.1.p1	XM_009656106.1.p1
OG0003650	XM_001594878.1.p1	XM_009652271.1.p1
OG0003652	XM_001593499.1.p1	XM_009659397.1.p1
OG0003653	XM_001591742.1.p1	XM_009656105.1.p1
OG0003656	XM_001598874.1.p1	XM_009651419.1.p1
OG0003657	XM_001595352.1.p1	XM_009659344.1.p1
OG0003660	XM_001597579.1.p1	XM_009650235.1.p1
OG0003661	XM_001591093.1.p1	XM_009650840.1.p1
OG0003662	XM_001597540.1.p1	XM_009654657.1.p1
OG0003663	XM_001595642.1.p1	XM_009654720.1.p1
OG0003665	XM_001596461.1.p1	XM_009657947.1.p1
OG0003666	XM_001594989.1.p1	XM_009659722.1.p1
OG0003667	XM_001589938.1.p1	XM_009660175.1.p1
OG0003668	XM_001592591.1.p1	XM_009650519.1.p1
OG0003670	XM_001595942.1.p1	XM_009658060.1.p1
OG0003671	XM_001592805.1.p1	XM_009649850.1.p1
OG0003672	XM_001592757.1.p1	XM_009659090.1.p1
OG0003674	XM_001594587.1.p1	XM_009650636.1.p1
OG0003675	XM_001596709.1.p1	XM_009650707.1.p1
OG0003676	XM_001585558.1.p1	XM_009656346.1.p1
OG0003677	XM_001598491.1.p1	XM_009650196.1.p1
OG0003678	XM_001593078.1.p1	XM_009650292.1.p1
OG0003679	XM_001586168.1.p1	XM_009659851.1.p1
OG0003680	XM_001586610.1.p1	XM_009654344.1.p1
OG0003681	XM_001595166.1.p1	XM_009653348.1.p1
OG0003682	XM_001589989.1.p1	XM_009658795.1.p1
OG0003683	XM_001594453.1.p1	XM_009654737.1.p1
OG0003684	XM_001593486.1.p1	XM_009651616.1.p1
OG0003685	XM_001587132.1.p1	XM_009655995.1.p1
OG0003686	XM_001587738.1.p1	XM_009658197.1.p1
OG0003687	XM_001588010.1.p1	XM_009651221.1.p1
OG0003688	XM_001598497.1.p1	XM_009654647.1.p1
OG0003689	XM_001586606.1.p1	XM_009658918.1.p1
OG0003690	XM_001597944.1.p1	XM_009655082.1.p1
OG0003691	XM_001588071.1.p1, XM_001586484.1.p1	XM_009653823.1.p1
OG0003692	XM_001587516.1.p1	XM_009660043.1.p1
OG0003693	XM_001587589.1.p1	XM_009650195.1.p1
OG0003694	XM_001588560.1.p1	XM_009655939.1.p1
OG0003695	XM_001597528.1.p1	XM_009650267.1.p1
OG0003696	XM_001597377.1.p1	XM_009650159.1.p1
OG0003697	XM_001597230.1.p1	XM_009655610.1.p1
OG0003698	XM_001594781.1.p1	XM_009651374.1.p1, XM_009658136.1.p1
OG0003699	XM_001592585.1.p1	XM_009656331.1.p1
OG0003700	XM_001593052.1.p1	XM_009649926.1.p1
OG0003701	XM_001596635.1.p1	XM_009650676.1.p1
OG0003702	XM_001594434.1.p1	XM_009657076.1.p1
OG0003703	XM_001596910.1.p1	XM_009650818.1.p1
OG0003704	XM_001596216.1.p1	XM_009658063.1.p1
OG0003705	XM_001597089.1.p1	XM_009651839.1.p1
OG0003707	XM_001589785.1.p1	XM_009650477.1.p1
OG0003709	XM_001587413.1.p1	XM_009654536.1.p1
OG0003710	XM_001597574.1.p1	XM_009650911.1.p1
OG0003711	XM_001587601.1.p1	XM_009652225.1.p1
OG0003712	XM_001593580.1.p1	XM_009657980.1.p1
OG0003713	XM_001590393.1.p1	XM_009654040.1.p1
OG0003714	XM_001590399.1.p1	XM_009654043.1.p1
OG0003715	XM_001591902.1.p1	XM_009656744.1.p1
OG0003718	XM_001597498.1.p1	XM_009660144.1.p1
OG0003719	XM_001587395.1.p1	XM_009651433.1.p1
OG0003721	XM_001594151.1.p1	XM_009653090.1.p1
OG0003722	XM_001595764.1.p1	XM_009649769.1.p1
OG0003723	XM_001589104.1.p1	XM_009651941.1.p1
OG0003724	XM_001587677.1.p1	XM_009658432.1.p1
OG0003725	XM_001588470.1.p1	XM_009658613.1.p1
OG0003726	XM_001598384.1.p1	XM_009660216.1.p1
OG0003727	XM_001596728.1.p1	XM_009652066.1.p1
OG0003728	XM_001597705.1.p1	XM_009652024.1.p1
OG0003730	XM_001595506.1.p1	XM_009651256.1.p1
OG0003731	XM_001598466.1.p1	XM_009660191.1.p1
OG0003732	XM_001590883.1.p1	XM_009652101.1.p1
OG0003733	XM_001595678.1.p1	XM_009652850.1.p1
OG0003734	XM_001594469.1.p1	XM_009653201.1.p1
OG0003736	XM_001585584.1.p1, XM_001585583.1.p1	XM_009654158.1.p1
OG0003737	XM_001591238.1.p1	XM_009658336.1.p1
OG0003738	XM_001590499.1.p1	XM_009659958.1.p1
OG0003739	XM_001595992.1.p1	XM_009650124.1.p1
OG0003740	XM_001593102.1.p1	XM_009650258.1.p1
OG0003741	XM_001585568.1.p1	XM_009652373.1.p1
OG0003742	XM_001586515.1.p1	XM_009658773.1.p1
OG0003743	XM_001598655.1.p1	XM_009656609.1.p1
OG0003744	XM_001593093.1.p1	XM_009658015.1.p1
OG0003745	XM_001587542.1.p1	XM_009655590.1.p1
OG0003746	XM_001589351.1.p1	XM_009650933.1.p1
OG0003747	XM_001597897.1.p1	XM_009658677.1.p1
OG0003748	XM_001597031.1.p1	XM_009650536.1.p1
OG0003749	XM_001597300.1.p1	XM_009651168.1.p1
OG0003750	XM_001594821.1.p1	XM_009651121.1.p1
OG0003751	XM_001586370.1.p1	XM_009656155.1.p1
OG0003753	XM_001598295.1.p1	XM_009658671.1.p1
OG0003754	XM_001598056.1.p1	XM_009660020.1.p1
OG0003755	XM_001595786.1.p1	XM_009657987.1.p1
OG0003757	XM_001598534.1.p1	XM_009652827.1.p1
OG0003760	XM_001595445.1.p1	XM_009654812.1.p1
OG0003761	XM_001594216.1.p1	XM_009657075.1.p1
OG0003763	XM_001590122.1.p1	XM_009654579.1.p1
OG0003764	XM_001587387.1.p1	XM_009653089.1.p1
OG0003765	XM_001585834.1.p1	XM_009659132.1.p1
OG0003767	XM_001591700.1.p1	XM_009654256.1.p1
OG0003768	XM_001595486.1.p1	XM_009657471.1.p1
OG0003769	XM_001594158.1.p1	XM_009654552.1.p1
OG0003770	XM_001587804.1.p1	XM_009651267.1.p1
OG0003793	XM_001592006.1.p1	XM_009654201.1.p1
OG0003794	XM_001593437.1.p1	XM_009652984.1.p1
OG0003795	XM_001586031.1.p1	XM_009653197.1.p1
OG0003796	XM_001585850.1.p1	XM_009659057.1.p1
OG0003797	XM_001598420.1.p1	XM_009659339.1.p1
OG0003798	XM_001588547.1.p1	XM_009651400.1.p1
OG0003800	XM_001593207.1.p1	XM_009659119.1.p1
OG0003801	XM_001593175.1.p1	XM_009653915.1.p1
OG0003802	XM_001589920.1.p1	XM_009660169.1.p1
OG0003803	XM_001594389.1.p1	XM_009656960.1.p1
OG0003805	XM_001593220.1.p1	XM_009649888.1.p1
OG0003809	XM_001587281.1.p1	XM_009653342.1.p1
OG0003810	XM_001589973.1.p1	XM_009656173.1.p1
OG0003811	XM_001596384.1.p1	XM_009659022.1.p1
OG0003812	XM_001589490.1.p1	XM_009649919.1.p1
OG0003813	XM_001594866.1.p1	XM_009659067.1.p1
OG0003814	XM_001597385.1.p1	XM_009651170.1.p1
OG0003816	XM_001584587.1.p1	XM_009650493.1.p1
OG0003817	XM_001597953.1.p1	XM_009655072.1.p1
OG0003819	XM_001590821.1.p1	XM_009659701.1.p1
OG0003820	XM_001594791.1.p1	XM_009654389.1.p1
OG0003821	XM_001594916.1.p1	XM_009654416.1.p1
OG0003823	XM_001585722.1.p1	XM_009650612.1.p1
OG0003824	XM_001595230.1.p1	XM_009655074.1.p1
OG0003826	XM_001595654.1.p1	XM_009650173.1.p1
OG0003827	XM_001588981.1.p1	XM_009658957.1.p1
OG0003828	XM_001595629.1.p1	XM_009654768.1.p1
OG0003829	XM_001592388.1.p1	XM_009650834.1.p1
OG0003831	XM_001598848.1.p1	XM_009649798.1.p1
OG0003832	XM_001592442.1.p1	XM_009652601.1.p1
OG0003833	XM_001596109.1.p1	XM_009656389.1.p1
OG0003834	XM_001587420.1.p1	XM_009657618.1.p1
OG0003835	XM_001594414.1.p1	XM_009650664.1.p1
OG0003836	XM_001593010.1.p1	XM_009655323.1.p1
OG0003837	XM_001590278.1.p1	XM_009660168.1.p1
OG0003838	XM_001594307.1.p1	XM_009650969.1.p1
OG0003839	XM_001594189.1.p1	XM_009651023.1.p1
OG0003842	XM_001590704.1.p1	XM_009651903.1.p1
OG0003843	XM_001595507.1.p1	XM_009651255.1.p1
OG0003844	XM_001590884.1.p1	XM_009652102.1.p1
OG0003845	XM_001588465.1.p1	XM_009656629.1.p1
OG0003848	XM_001588130.1.p1	XM_009651610.1.p1
OG0003849	XM_001588078.1.p1	XM_009651601.1.p1
OG0003850	XM_001595204.1.p1	XM_009659764.1.p1
OG0003851	XM_001598355.1.p1	XM_009655813.1.p1
OG0003852	XM_001591301.1.p1	XM_009658499.1.p1
OG0003853	XM_001592727.1.p1	XM_009653993.1.p1
OG0003854	XM_001594699.1.p1	XM_009654752.1.p1
OG0003855	XM_001597960.1.p1	XM_009659778.1.p1
OG0003856	XM_001587005.1.p1	XM_009659714.1.p1, XM_009657323.1.p1
OG0003857	XM_001592366.1.p1	XM_009651307.1.p1
OG0003858	XM_001585494.1.p1	XM_009652410.1.p1
OG0003859	XM_001595689.1.p1	XM_009657981.1.p1
OG0003860	XM_001588196.1.p1	XM_009656453.1.p1
OG0003862	XM_001587847.1.p1	XM_009658507.1.p1
OG0003863	XM_001588105.1.p1	XM_009651588.1.p1
OG0003864	XM_001590506.1.p1	XM_009659962.1.p1, XM_009655471.1.p1
OG0003866	XM_001584579.1.p1	XM_009656864.1.p1
OG0003867	XM_001595216.1.p1	XM_009655116.1.p1
OG0003869	XM_001584606.1.p1	XM_009651361.1.p1
OG0003870	XM_001593624.1.p1	XM_009654115.1.p1, XM_009655079.1.p1
OG0003872	XM_001585896.1.p1	XM_009653148.1.p1
OG0003873	XM_001597671.1.p1	XM_009659866.1.p1
OG0003874	XM_001593917.1.p1	XM_009657725.1.p1
OG0003875	XM_001591478.1.p1	XM_009658812.1.p1
OG0003877	XM_001595659.1.p1	XM_009654761.1.p1
OG0003878	XM_001592696.1.p1	XM_009659513.1.p1
OG0003879	XM_001592927.1.p1	XM_009659531.1.p1
OG0003880	XM_001589816.1.p1	XM_009655789.1.p1
OG0003881	XM_001589924.1.p1	XM_009660153.1.p1
OG0003882	XM_001587776.1.p1	XM_009658224.1.p1
OG0003883	XM_001591862.1.p1	XM_009659324.1.p1
OG0003884	XM_001588609.1.p1	XM_009654013.1.p1
OG0003885	XM_001590140.1.p1	XM_009655126.1.p1
OG0003886	XM_001598827.1.p1	XM_009652513.1.p1
OG0003887	XM_001594824.1.p1	XM_009657038.1.p1
OG0003888	XM_001598689.1.p1	XM_009656443.1.p1
OG0003889	XM_001587424.1.p1	XM_009660053.1.p1
OG0003891	XM_001595794.1.p1	XM_009656654.1.p1
OG0003892	XM_001590592.1.p1	XM_009659980.1.p1
OG0003893	XM_001589968.1.p1	XM_009660122.1.p1
OG0003895	XM_001592182.1.p1	XM_009657297.1.p1
OG0003897	XM_001598507.1.p1	XM_009655249.1.p1
OG0003899	XM_001585230.1.p1, XM_001584834.1.p1	XM_009654635.1.p1
OG0003900	XM_001586684.1.p1	XM_009654751.1.p1
OG0003901	XM_001594983.1.p1	XM_009659726.1.p1
OG0003902	XM_001595135.1.p1	XM_009657686.1.p1
OG0003903	XM_001596225.1.p1	XM_009650335.1.p1, XM_009653789.1.p1
OG0003904	XM_001588729.1.p1	XM_009659404.1.p1
OG0003905	XM_001585566.1.p1	XM_009652451.1.p1
OG0003907	XM_001586511.1.p1	XM_009654632.1.p1
OG0003908	XM_001596887.1.p1	XM_009657191.1.p1
OG0003910	XM_001584595.1.p1	XM_009651171.1.p1
OG0003911	XM_001592453.1.p1	XM_009652599.1.p1
OG0003913	XM_001591545.1.p1	XM_009654351.1.p1
OG0003914	XM_001596901.1.p1	XM_009652562.1.p1
OG0003915	XM_001595019.1.p1	XM_009658557.1.p1
OG0003916	XM_001590917.1.p1	XM_009656786.1.p1
OG0003918	XM_001586863.1.p1	XM_009654087.1.p1
OG0003919	XM_001591121.1.p1	XM_009655771.1.p1
OG0003920	XM_001597829.1.p1	XM_009656697.1.p1
OG0003921	XM_001590476.1.p1	XM_009659857.1.p1
OG0003922	XM_001587095.1.p1	XM_009649866.1.p1
OG0003923	XM_001586042.1.p1	XM_009657019.1.p1
OG0003924	XM_001598289.1.p1	XM_009658672.1.p1
OG0003925	XM_001595746.1.p1	XM_009656601.1.p1
OG0003926	XM_001590218.1.p1	XM_009660060.1.p1
OG0003927	XM_001587253.1.p1	XM_009659077.1.p1
OG0003928	XM_001584862.1.p1	XM_009652872.1.p1
OG0003930	XM_001593280.1.p1	XM_009651703.1.p1
OG0003932	XM_001586814.1.p1	XM_009658340.1.p1
OG0003933	XM_001593106.1.p1	XM_009650291.1.p1
OG0003934	XM_001592497.1.p1	XM_009652224.1.p1
OG0003935	XM_001598044.1.p1	XM_009659300.1.p1
OG0003936	XM_001597811.1.p1	XM_009656533.1.p1
OG0003938	XM_001589110.1.p1	XM_009656817.1.p1
OG0003939	XM_001598750.1.p1	XM_009659378.1.p1
OG0003940	XM_001598224.1.p1	XM_009650509.1.p1
OG0003941	XM_001591630.1.p1	XM_009658748.1.p1
OG0003944	XM_001597389.1.p1	XM_009655921.1.p1
OG0003945	XM_001588061.1.p1	XM_009651615.1.p1
OG0003946	XM_001595793.1.p1	XM_009656655.1.p1
OG0003947	XM_001595202.1.p1	XM_009659743.1.p1
OG0003948	XM_001585427.1.p1	XM_009658742.1.p1
OG0003949	XM_001584696.1.p1	XM_009658005.1.p1
OG0003950	XM_001585694.1.p1	XM_009659831.1.p1
OG0003952	XM_001598823.1.p1	XM_009650396.1.p1
OG0003953	XM_001585020.1.p1	XM_009650714.1.p1
OG0003954	XM_001596071.1.p1	XM_009656341.1.p1
OG0003955	XM_001596929.1.p1	XM_009650773.1.p1
OG0003956	XM_001584623.1.p1	XM_009656270.1.p1
OG0003957	XM_001585377.1.p1	XM_009655237.1.p1
OG0003961	XM_001586759.1.p1	XM_009658187.1.p1
OG0003963	XM_001590694.1.p1	XM_009651235.1.p1
OG0003964	XM_001591833.1.p1	XM_009658879.1.p1
OG0003965	XM_001588811.1.p1	XM_009652996.1.p1
OG0003966	XM_001587564.1.p1	XM_009658599.1.p1
OG0003967	XM_001595227.1.p1	XM_009659350.1.p1
OG0003968	XM_001588126.1.p1	XM_009651391.1.p1
OG0003969	XM_001591853.1.p1	XM_009658908.1.p1
OG0003970	XM_001597503.1.p1	XM_009654718.1.p1
OG0003971	XM_001585341.1.p1	XM_009655272.1.p1
OG0003972	XM_001595099.1.p1	XM_009655568.1.p1
OG0003973	XM_001587068.1.p1	XM_009659201.1.p1
OG0003974	XM_001591080.1.p1	XM_009650615.1.p1
OG0003975	XM_001594830.1.p1	XM_009657001.1.p1
OG0003976	XM_001596815.1.p1	XM_009650300.1.p1
OG0003977	XM_001586216.1.p1	XM_009659846.1.p1
OG0003978	XM_001586027.1.p1	XM_009653138.1.p1
OG0003981	XM_001593865.1.p1	XM_009655855.1.p1
OG0003982	XM_001584701.1.p1	XM_009656660.1.p1
OG0003983	XM_001588370.1.p1, XM_001586309.1.p1	XM_009659706.1.p1
OG0003984	XM_001587871.1.p1	XM_009651278.1.p1
OG0003985	XM_001587696.1.p1	XM_009658403.1.p1
OG0003986	XM_001587351.1.p1	XM_009658603.1.p1
OG0003987	XM_001591481.1.p1	XM_009658809.1.p1
OG0003988	XM_001592372.1.p1	XM_009651106.1.p1
OG0003989	XM_001592825.1.p1	XM_009649812.1.p1
OG0003990	XM_001594912.1.p1	XM_009656988.1.p1
OG0003991	XM_001587125.1.p1	XM_009650157.1.p1
OG0003994	XM_001588301.1.p1	XM_009650374.1.p1
OG0003995	XM_001593909.1.p1	XM_009652950.1.p1
OG0003997	XM_001587256.1.p1	XM_009657896.1.p1
OG0003998	XM_001590230.1.p1	XM_009655304.1.p1
OG0003999	XM_001595526.1.p1	XM_009657630.1.p1
OG0004000	XM_001586718.1.p1	XM_009651273.1.p1
OG0004001	XM_001586798.1.p1	XM_009649699.1.p1
OG0004002	XM_001598144.1.p1, XM_001595692.1.p1	XM_009652961.1.p1
OG0004003	XM_001594889.1.p1	XM_009654369.1.p1
OG0004004	XM_001596706.1.p1	XM_009650693.1.p1
OG0004006	XM_001595927.1.p1	XM_009652384.1.p1
OG0004007	XM_001593023.1.p1, XM_001593022.1.p1	XM_009656682.1.p1
OG0004008	XM_001593563.1.p1	XM_009657832.1.p1
OG0004009	XM_001585866.1.p1	XM_009652505.1.p1
OG0004010	XM_001598856.1.p1	XM_009652937.1.p1
OG0004011	XM_001591404.1.p1	XM_009656301.1.p1
OG0004012	XM_001590132.1.p1	XM_009655163.1.p1
OG0004013	XM_001598933.1.p1	XM_009653252.1.p1, XM_009652611.1.p1
OG0004014	XM_001590547.1.p1	XM_009657665.1.p1
OG0004015	XM_001585486.1.p1	XM_009656676.1.p1
OG0004016	XM_001593033.1.p1	XM_009649892.1.p1
OG0004017	XM_001585386.1.p1	XM_009659330.1.p1
OG0004018	XM_001594861.1.p1	XM_009649935.1.p1
OG0004019	XM_001584639.1.p1	XM_009653907.1.p1
OG0004020	XM_001593819.1.p1	XM_009657793.1.p1
OG0004023	XM_001586619.1.p1	XM_009658897.1.p1
OG0004024	XM_001590975.1.p1	XM_009652840.1.p1
OG0004025	XM_001592046.1.p1	XM_009653739.1.p1
OG0004027	XM_001591038.1.p1	XM_009650360.1.p1
OG0004028	XM_001584565.1.p1	XM_009656857.1.p1
OG0004029	XM_001596201.1.p1	XM_009656592.1.p1
OG0004030	XM_001586409.1.p1	XM_009656124.1.p1
OG0004031	XM_001587191.1.p1	XM_009653873.1.p1
OG0004032	XM_001590717.1.p1	XM_009651764.1.p1
OG0004033	XM_001598303.1.p1	XM_009660180.1.p1
OG0004034	XM_001585771.1.p1	XM_009652114.1.p1
OG0004035	XM_001587160.1.p1	XM_009658722.1.p1
OG0004036	XM_001591394.1.p1	XM_009654019.1.p1
OG0004037	XM_001586772.1.p1	XM_009654064.1.p1
OG0004038	XM_001592686.1.p1	XM_009649868.1.p1
OG0004039	XM_001595990.1.p1	XM_009650122.1.p1
OG0004040	XM_001592465.1.p1	XM_009651150.1.p1
OG0004041	XM_001591825.1.p1	XM_009653650.1.p1
OG0004042	XM_001596377.1.p1	XM_009659069.1.p1
OG0004043	XM_001598519.1.p1	XM_009653840.1.p1
OG0004044	XM_001594845.1.p1	XM_009659453.1.p1
OG0004045	XM_001587750.1.p1	XM_009658368.1.p1
OG0004047	XM_001587186.1.p1	XM_009649874.1.p1
OG0004048	XM_001597198.1.p1	XM_009656979.1.p1
OG0004049	XM_001595897.1.p1	XM_009652482.1.p1
OG0004050	XM_001598756.1.p1	XM_009651556.1.p1
OG0004051	XM_001598526.1.p1	XM_009659358.1.p1
OG0004052	XM_001593201.1.p1	XM_009649803.1.p1
OG0004053	XM_001597936.1.p1	XM_009655087.1.p1
OG0004055	XM_001596795.1.p1	XM_009655716.1.p1
OG0004056	XM_001597184.1.p1	XM_009649790.1.p1, XM_009655424.1.p1
OG0004059	XM_001597340.1.p1	XM_009657060.1.p1
OG0004060	XM_001588142.1.p1	XM_009651642.1.p1
OG0004061	XM_001593900.1.p1	XM_009650917.1.p1
OG0004065	XM_001588915.1.p1	XM_009657972.1.p1
OG0004066	XM_001588029.1.p1	XM_009659419.1.p1
OG0004067	XM_001593133.1.p1	XM_009655890.1.p1
OG0004068	XM_001591068.1.p1	XM_009657154.1.p1
OG0004070	XM_001595715.1.p1	XM_009652910.1.p1
OG0004071	XM_001588462.1.p1	XM_009655998.1.p1
OG0004072	XM_001590473.1.p1	XM_009651801.1.p1
OG0004074	XM_001592326.1.p1	XM_009651093.1.p1
OG0004078	XM_001584792.1.p1	XM_009654560.1.p1
OG0004079	XM_001592666.1.p1	XM_009656447.1.p1
OG0004096	XM_001584958.1.p1	XM_009657710.1.p1
OG0004099	XM_001586562.1.p1	XM_009654300.1.p1
OG0004101	XM_001586231.1.p1	XM_009657123.1.p1
OG0004102	XM_001595481.1.p1	XM_009657647.1.p1
OG0004103	XM_001585777.1.p1	XM_009652111.1.p1
OG0004104	XM_001590107.1.p1	XM_009655415.1.p1, XM_009653772.1.p1
OG0004105	XM_001594578.1.p1	XM_009650637.1.p1
OG0004106	XM_001589407.1.p1	XM_009653448.1.p1
OG0004107	XM_001585384.1.p1	XM_009658944.1.p1
OG0004108	XM_001596257.1.p1	XM_009659025.1.p1
OG0004110	XM_001587674.1.p1	XM_009658380.1.p1
OG0004111	XM_001586801.1.p1	XM_009651504.1.p1
OG0004112	XM_001587729.1.p1	XM_009658284.1.p1
OG0004113	XM_001586871.1.p1	XM_009658352.1.p1
OG0004114	XM_001590906.1.p1	XM_009656835.1.p1
OG0004115	XM_001591694.1.p1	XM_009658892.1.p1
OG0004116	XM_001592256.1.p1	XM_009652650.1.p1
OG0004117	XM_001587411.1.p1	XM_009654540.1.p1
OG0004118	XM_001588921.1.p1	XM_009651593.1.p1
OG0004119	XM_001595657.1.p1	XM_009654758.1.p1
OG0004121	XM_001592671.1.p1	XM_009659122.1.p1
OG0004122	XM_001586297.1.p1	XM_009656995.1.p1
OG0004124	XM_001593109.1.p1	XM_009655732.1.p1
OG0004125	XM_001589044.1.p1	XM_009650023.1.p1
OG0004126	XM_001590925.1.p1	XM_009656784.1.p1
OG0004127	XM_001597098.1.p1	XM_009651837.1.p1
OG0004128	XM_001587297.1.p1	XM_009654549.1.p1
OG0004129	XM_001592074.1.p1	XM_009654585.1.p1
OG0004130	XM_001588504.1.p1	XM_009656620.1.p1
OG0004131	XM_001595663.1.p1	XM_009652921.1.p1
OG0004132	XM_001595589.1.p1	XM_009651607.1.p1
OG0004133	XM_001594664.1.p1	XM_009656872.1.p1
OG0004135	XM_001597039.1.p1	XM_009650541.1.p1
OG0004137	XM_001585118.1.p1	XM_009659042.1.p1
OG0004138	XM_001598013.1.p1	XM_009656524.1.p1
OG0004139	XM_001596743.1.p1	XM_009653548.1.p1
OG0004140	XM_001588880.1.p1	XM_009659458.1.p1, XM_009658087.1.p1
OG0004141	XM_001587190.1.p1	XM_009659579.1.p1
OG0004142	XM_001590842.1.p1	XM_009652779.1.p1
OG0004143	XM_001597520.1.p1	XM_009656688.1.p1
OG0004144	XM_001589712.1.p1	XM_009658065.1.p1
OG0004145	XM_001595932.1.p1	XM_009652444.1.p1
OG0004147	XM_001594759.1.p1	XM_009653466.1.p1
OG0004149	XM_001595356.1.p1	XM_009655635.1.p1
